metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Site	MF0019	Jejunum	-1.54788179949185	0.385501962298651	52	51	0.00027799494177031	0.039475281731384
Site	MF0034	Jejunum	-1.36075714244048	0.325758956547121	52	52	0.000172174599440027	0.039475281731384
Site	MF0001	Jejunum	-1.77209323206873	0.439178873809075	52	52	0.00026247677033031	0.039475281731384
Site	MF0056	Jejunum	-1.42682785874717	0.354431342563373	52	50	0.000269855598953444	0.039475281731384
Site	MF0101	Ileum	-1.5345323643263	0.426009774533399	52	48	0.000921545532062136	0.0402644509393303
Site	MF0101	Jejunum	-1.5390842702182	0.426009774533399	52	48	0.000893963833756739	0.0402644509393303
Site	MF0019	Ileum	-1.44093273507833	0.385501962298651	52	51	0.000624285359546806	0.0402644509393303
Site	MF0075	Jejunum	-1.6504698366793	0.423928376538804	52	49	0.000398001959691323	0.0402644509393303
Site	MF0070	Jejunum	-1.41959360405169	0.39382010040402	52	49	0.000914417190080981	0.0402644509393303
Site	MF0004	Jejunum	-1.51995487442522	0.415114267507252	52	49	0.000777082091015126	0.0402644509393303
Site	MF0002	Jejunum	-1.56578338701242	0.415796489298507	52	52	0.000575623787201886	0.0402644509393303
Site	MF0014	Jejunum	-1.61359686590707	0.422592221174714	52	50	0.000494455148129926	0.0402644509393303
Site	MF0008	Jejunum	-1.35614570691607	0.364787599437901	52	43	0.000662131235184776	0.0402644509393303
Site	MF0020	Jejunum	-1.19590557614767	0.33460451493887	52	52	0.000996961318253198	0.0404481449119869
Site	MF0102	Jejunum	-2.77489999948713	0.804510181520792	52	36	0.00141363574563886	0.0447206173464011
Site	MF0022	Jejunum	-1.21852228087259	0.349686532193614	52	52	0.0012833925237678	0.0447206173464011
Site	MF0078	Jejunum	-1.37443208556461	0.398503613117308	52	50	0.00141720266238595	0.0447206173464011
Site	MF0056	Ileum	-1.22305774927894	0.354431342563373	52	50	0.00141175574109168	0.0447206173464011
Site	MF0066	Jejunum	-1.28549817977292	0.377430945725542	52	51	0.0015991622633074	0.0454162082779301
Site	MF0075	Ileum	-1.45161585015885	0.423928376538804	52	49	0.00152032898264123	0.0454162082779301
Site	MF0034	Ileum	-1.10075363192173	0.325758956547121	52	52	0.00172384526856799	0.0466259101212676
