	Lyz2.04B.FP244.S41	Vil1.05B.FP57	Itg.02.FP409.S9	Lyz2.04B.FP245.S42	Vil1.01B.FP08	Vil1.14B.FP167	Lyz2.01B.FP208.S56	Vil1.09B.FP108	Itg.24.FP528.S31	Vil1.08B.FP95	Vil1.10B.FP120	Vil1.03B.FP32	Vil1.08B.FP96	Itg.26.FP540.S44	Vil1.06B.FP68	Vil1.01B.FP09	Vil1.06B.FP69	Itg.16.FP481.S84	Vil1.03B.FP33	Itg.08.FP445.S46	Itg.24.FP529.S32	Lyz2.08B.FP292.S90	Vil1.10B.FP119	Vil1.04B.FP44	Itg.20.FP504.S7	Lyz2.06B.FP269.S67	Lyz2.07B.FP281.S79	Vil1.09B.FP107	Vil1.04B.FP45	Lyz2.05B.FP256.S53	Itg.12.FP469.S71	Itg.06.FP433.S34	Lyz2.02B.FP220.S68	Lyz2.05B.FP257.S54	Itg.02.FP408.S8	Vil1.02B.FP21	Itg.22.FP516.S19	Itg.04.FP420.S20	Itg.10.FP456.S58	Vil1.13B.FP156	Itg.18.FP492.S95	Itg.12.FP468.S70	Itg.20.FP505.S8	Itg.22.FP517.S20	Lyz2.06B.FP268.S65	Lyz2.03B.FP233.S81	Lyz2.02B.FP221.S69	Vil1.07B.FP81	Vil1.13B.FP155	Itg.08.FP444.S45	Vil1.14B.FP168	Lyz2.03B.FP232.S80	Itg.18.FP493.S96	Itg.10.FP457.S59	Itg.06.FP432.S33	Lyz2.01B.FP209.S57	Lyz2.07B.FP280.S78	Itg.16.FP480.S83	Vil1.07B.FP80	Vil1.05B.FP56	Vil1.02B.FP20	Itg.04.FP421.S21	Itg.26.FP541.S45	Lyz2.08B.FP293.S91	SLCFP021	SLCFP069	SLCFP111	LYZFP304	SLCFP051	LYZFP328	LYZFP317	SLCFP093	SLCFP128	SLCFP092	SLCFP002	LYZFP316	SLCFP075	SLCFP050	LYZFP352	LYZFP305	LYZFP340	SLCFP129	SLCFP074	SLCFP003	SLCFP068	SLCFP110	LYZFP353	SLCFP020	LYZFP329	LYZFP341	SLCFP164	SLCFP165	SLCFP146	SLCFP147
Lyz2.04B.FP244.S41	0.0	1.0139809376155762	1.0008946940451213	0.30270271782243796	0.5039088379084583	2.7998057648863237	1.323414442773177	3.0465835738243547	0.5098520033834002	2.193099923102682	1.9852795754389059	0.16135110354267576	0.5400241694409431	0.3928753099915765	1.0151867345791086	0.4193865332481855	1.2585616607640087	0.28341019170990883	0.5377941580619302	0.6421239494707256	0.7986482893050268	0.30662096175753034	2.8550843118876164	0.42043914705408253	0.6639946955515175	1.107187903299144	0.8389503527433461	2.449208143869408	0.6238631947917523	0.3551497136855223	0.49076632448028107	0.6824093398682737	0.6692964613960001	0.20233095841183035	0.9205911410878335	0.1666947890166614	0.7200625530584785	0.682698504687871	0.4026955720114938	2.492553807798625	0.8816643044388733	0.5108544519083889	1.209514351804324	1.173824353132863	1.0343432946659428	0.5687210011299735	0.5628671452725622	0.6870517797932462	2.2187158296683784	0.7137666002474577	2.571076332196741	0.8175288415322607	0.4066590428401085	0.5420466077410722	0.5867208902406577	1.2874289520362943	0.8270272784819407	0.6117024652099777	1.2883081405175543	0.8699787247393309	0.5591454983485505	1.0542962715713022	0.5772267373434139	0.9126709947416883	2.3829355859361616	2.39677857532375	2.0960747978177876	2.1163156130702308	2.1338303543185493	1.8278106850273277	1.815856756476683	2.4372047495164715	2.006758963679067	2.2275367606453873	2.604323896281438	2.118990648237192	1.4060013988216735	2.4501605382375566	1.8464065366339626	1.898325513610049	1.5595082005849554	2.243915701196662	1.2495148169067567	2.5874649628895496	2.5493891468138	2.1559445806755275	2.068295075994251	2.3359464818926066	2.33355469475928	1.862007146005772	3.267210615667107	3.051605593567735	3.1683790751175334	3.3299275187608215
Vil1.05B.FP57	1.0139809376155762	0.0	0.988211825216892	0.7146003525082679	1.300146059616586	3.730035540378444	0.6902095042568531	4.048407496234693	1.0246503467537311	3.196336002108444	2.9935228119549073	1.157724755598819	1.5529455322133316	0.8199964879371567	0.08531228092897568	0.8339618811618017	0.27372062637304884	1.2037461981295041	1.0064362626518124	1.1499393629461099	0.8492868028183311	0.7333263023316677	3.8429216058803335	1.3308273234677823	0.7402424026165071	0.8120196231912741	1.2600694203124994	3.457246815705089	1.1511479569377636	1.331700988239669	0.9755806255284779	0.9638665705706236	0.9604650890717901	0.8697946885323167	1.1357191230685573	1.0820686410369358	0.89045921461867	1.3443282120002904	1.1194615298858683	3.4173101219875517	1.5623652215939998	0.9054212936349687	0.9004010549873155	0.943408571533794	0.8736536729302176	1.3986288148545756	1.0419837132734389	1.320727533535202	3.050409357989801	1.631175240498445	3.5096049259172166	1.7585322764317994	0.8295995680421253	0.5626762919585482	1.5672824875897164	0.42582302897466845	1.6283954298173122	1.6016080582416266	2.1632404987390728	0.22405754608215858	1.4995812426131854	1.029972112971063	1.086222875128282	0.3823867313364184	2.8042883691704983	2.8297810619337915	2.2366121566932002	1.4678924203203396	2.304981166108135	1.3595279059062286	2.431331173693525	2.798568662693041	2.4439697828613336	2.559593939831321	2.805928186957766	1.614567834822893	1.5306972923751698	2.7659381781608836	1.092966469333624	2.3544723115018575	0.9041272301903726	2.538131114139445	1.2978006076874167	2.8189379302909043	3.118230543055746	2.1833742879419407	1.1293690879027858	2.824857326553159	1.6881440109811303	1.0381807209424092	3.5122687904755012	3.303746082225717	3.201509230182733	3.3033413347134357
Itg.02.FP409.S9	1.0008946940451213	0.988211825216892	0.0	0.87765496789652	1.4893143091571353	3.139905407994175	1.6499733776274763	3.60303004237612	0.5425372900461196	2.816629721091882	2.561470261603484	1.0573329541075704	1.3616458751479792	0.6273071340394486	1.055174976219468	1.201636578222447	1.2068496012538692	0.9591335648375554	0.5205436411084642	0.5341753583886584	0.22024085893279882	0.8182621809652217	3.322629414964549	0.9697033638730539	0.4489755038458471	0.2785264825720933	0.44898257457982055	3.0691417227278737	0.5395957061241301	1.081710784175161	0.5509707347897573	0.35548671824162204	1.4871541457522235	0.8113624345755198	0.23768442204809564	1.1414310604937865	0.32133515864809115	0.7004542388656126	0.7349349419296777	2.8565871175839836	1.8738310140708474	0.5170880909284109	0.35695518768119017	0.26610202982098746	0.1505178577329857	1.562642057803916	1.4571837851943388	1.6602050661572894	2.4834741032349736	1.1558876915572251	2.898543932318217	1.7686684234922274	1.199440593552413	0.6944953551862875	1.26120791717855	1.4070737966037135	1.0081079206378998	1.521992311681233	2.2593542563941056	1.0666169764231483	1.510646895221698	0.06653796956077832	0.5387930255089751	0.6073043701281684	1.8249483314794825	1.8562238613222588	1.2747421116324464	1.2390521516121866	1.3350966650899223	0.8767664703661322	1.5189694080801397	1.8166919153581484	1.4693916990530707	1.5743923466214433	1.833489271162239	1.1701277687994536	0.5565569899144057	1.7816005666029122	1.0852998339099877	1.3848167101735263	0.7986065658460297	1.5567014707527607	0.31998386181103233	1.8407900549180518	2.170884434604498	1.2652418175361	1.499095741709586	1.8552217583507098	1.4223004487049302	1.18746516581063	2.5375631886647065	2.325771826023746	2.291750769137883	2.4225720483828974
Lyz2.04B.FP245.S42	0.30270271782243796	0.7146003525082679	0.87765496789652	0.0	0.6946753648932672	3.0572756416075144	1.0849547426187136	3.3369613215039715	0.5272307840495958	2.4838601231409267	2.2818927236867803	0.45523987493685864	0.8388133653486455	0.3105226721044433	0.71988047868091	0.3617251811815749	0.9655233690113387	0.5280502024656649	0.5404613448040554	0.6863662966144596	0.6668282284585046	0.0780846475208738	3.13934941840241	0.6606736215960326	0.5168768029911316	0.9128826115129356	0.860715070219959	2.74331665249983	0.6726385301687162	0.6267787389933028	0.4900614434431467	0.6241235102749558	0.6199391826108646	0.19573027972541424	0.8708349457906192	0.4025560062747353	0.6235161690936623	0.8003329805228535	0.5256009668424688	2.7462037565329833	1.035469701069087	0.46496579138462546	1.0289665673467332	1.009200623141146	0.8697156225116596	0.7800264181607754	0.581034819711466	0.803254117820575	2.4306129179113802	0.9672776213996911	2.8335086288740285	1.0885131593406798	0.34296776909783017	0.3085314872690184	0.8754646329475347	1.009213749495138	1.017615745509535	0.904432411041284	1.5322041596228806	0.5786417747418211	0.8300300722518725	0.9351534317382572	0.61085863100295	0.6417647141159147	2.4632448961729825	2.479929160017213	2.0785981816170365	1.8913420578463755	2.1275810238358446	1.6364389906441437	1.9589245987910795	2.4976157673717356	2.0873407180262875	2.2759016877546725	2.6180488649734643	1.9282394900723026	1.3583891181330354	2.4966543634584513	1.5921915416916141	1.9844040526061373	1.3195459312758342	2.278998748177486	1.170241285808399	2.6106583883450445	2.6811937795254797	2.1035404923505516	1.7817970389049416	2.4393316594667156	2.108323250703472	1.5974256006845595	3.3045563346378724	3.088005898522199	3.140055872786396	3.2844397868196054
Vil1.01B.FP08	0.5039088379084583	1.300146059616586	1.4893143091571353	0.6946753648932672	0.0	2.8546507042654667	1.3574254457870387	2.945890002010189	0.9916356049717479	2.088628335719613	1.908328323201543	0.4819671153186403	0.5829138957462692	0.8643956767498409	1.270347108586658	0.471096874264809	1.492564107491204	0.6382304880873849	1.0088932669228263	1.0956704322102493	1.2790418347252708	0.7416152366732423	2.816583258969902	0.7572628772082682	1.1058717120744435	1.5775284605180473	1.3138667545265517	2.326915021990082	1.08479982666434	0.6497743162289664	0.963683355386728	1.1594950095861898	0.5204492705019808	0.6871745805117632	1.403646919091442	0.3495384405600186	1.189755613349225	1.1170905875273058	0.8412543287282794	2.554038595434754	0.40624669729069574	0.9822692201317954	1.6613757085702154	1.6384075799533067	1.512860259764215	0.10599939834544699	0.37980686421692655	0.2833812057143918	2.3677685345156805	0.947607218925886	2.6345320545318747	0.49104177638874846	0.4721726127174049	0.9292833445867836	0.7056560544970644	1.4397492466851067	1.174727147649946	0.44766621005816215	0.8962279910276664	1.106496480895791	0.2874073757078861	1.5394796361126528	1.0380426096204034	1.3155613328580535	2.790942518919858	2.80371204943131	2.5711679108907575	2.5458697354545183	2.602492795105099	2.2877909683867674	2.1632051369417153	2.8624068360606083	2.41834276949504	2.66251761208328	3.0551095491258233	2.569976578473147	1.8965248943316229	2.8843904964477742	2.256144280193803	2.3050222615055005	1.9773511407389484	2.689718766311087	1.7386872035219338	3.032135635595938	2.90134508711312	2.6449401671045445	2.409323365054149	2.721331606428429	2.7815221598285755	2.2393140120990496	3.6922030836896007	3.48175396579283	3.6290708534790364	3.7998737352188185
Vil1.14B.FP167	2.7998057648863237	3.730035540378444	3.139905407994175	3.0572756416075144	2.8546507042654667	0.0	4.081349273592983	0.9403347860742681	2.8036777944727467	1.0460777857189825	1.1845754065934768	2.6888801705303575	2.3189107489125504	2.973026061051286	3.7563975338096296	3.1732275246144703	3.9999943062286007	2.6328384521745622	2.8539481445909995	2.7653254426444365	3.1134791633660894	3.016313256955918	0.6040789678672833	2.483471269675542	3.1687823368355326	3.392785154817344	2.709272704358558	1.0408426154631771	2.7379033373467023	2.449464715807769	2.865465343305436	2.957637325308832	3.283881301680745	2.8995756031661877	2.9369706915331593	2.8255272001555327	3.056293125823483	2.5077700033599086	2.712787989793723	0.33137014823668204	2.9440000680800362	2.940553839438116	3.4879820041207	3.3960362048473334	3.277044689406796	2.7822566922073864	3.125219236114132	2.9935849372981904	0.8889436221611955	2.229892256579895	0.32025194374755317	2.452832429748616	3.1566978102333567	3.2434169917154616	2.3405900464846066	4.055860209656579	2.1796722330444673	2.4193408216829697	2.4544166746389	3.6187928084806322	2.598289215372214	3.1621029796022277	2.79736851339301	3.4992375642309566	2.466268727556862	2.4094062121125255	3.0214948084416524	4.308734368476646	2.981449312574699	3.892578519265959	2.059467727405656	2.6153211529915006	2.4163802842876345	2.665590655347193	3.096158131150237	4.136926298637563	2.9522951271592723	2.748633125476594	4.20568477363572	2.3963131788667167	3.935453513107744	2.7337665421728716	3.078965016726382	3.027179975265209	2.0500005568610264	3.230551173356222	4.597042674188977	2.2987644269085385	4.410191031590382	4.320281186575207	3.34849495386144	3.194761356253331	3.799967151349101	4.006404779185175
Lyz2.01B.FP208.S56	1.323414442773177	0.6902095042568531	1.6499733776274763	1.0849547426187136	1.3574254457870387	4.081349273592983	0.0	4.274260912510571	1.5487786365558696	3.411526660441848	3.2423752551567664	1.458635560801967	1.8093011398069385	1.3088001343060567	0.6108954957883482	0.9572922265920156	0.5835077629846589	1.5663549751462424	1.534779805772459	1.6856333137596988	1.4800571329606342	1.1426795435566288	4.1264812370962485	1.7218459533080805	1.3142499570615116	1.4974026459705367	1.849116040492565	3.6623144760957094	1.6864860767138083	1.6745851805233676	1.4917770146296887	1.5456698265023179	0.8697452508193624	1.2721079003376117	1.761539441393924	1.3115726351122738	1.4858214430928873	1.8613006342421627	1.5730035606260773	3.7633875377603574	1.4575646439315286	1.4338683046143688	1.5666451010563982	1.6145869326050943	1.5479158512726798	1.4477238639129655	1.0223587257472069	1.259842251289656	3.4404253603427644	2.021609208108216	3.872368926930516	1.839608847186831	0.957626429562156	1.061069611520425	1.8763400556934904	0.3341574668977336	2.10187788065086	1.772878260192143	2.1302051023425235	0.6000683244066818	1.6289209525832347	1.6936502732257825	1.6132005624830859	1.060879573403957	3.4443920197764433	3.4681680406053363	2.916087817422918	2.043970743572426	2.9813127891432587	2.0085561512238765	3.0043835425316407	3.45193031000617	3.0742323653410795	3.214875146788479	3.4804538406482637	2.234612434048955	2.2004340966127747	3.4265871579816207	1.6563518645322468	2.9769724168696414	1.5244433090251948	3.20076218171231	1.9664186488308364	3.48969902464564	3.7210067737897212	2.8714064450937262	1.5019629244461343	3.447486046358284	2.269627323923282	1.5410536649674151	4.180566030292861	3.9729580718218513	3.8800357030292307	3.9837810169890395
Vil1.09B.FP108	3.0465835738243547	4.048407496234693	3.60303004237612	3.3369613215039715	2.945890002010189	0.9403347860742681	4.274260912510571	0.0	3.170126389388923	0.8629591388784696	1.1101687149222543	2.9179505844550566	2.5109607387513693	3.297260369900412	4.055932641982444	3.352863460904563	4.301910605344167	2.89340115551723	3.2140620153996418	3.142253347753721	3.5274603529476307	3.315994062550766	0.4072495618025943	2.773399068812191	3.521629621670718	3.849896090396596	3.1609171626003993	0.6228900091130014	3.120078930690755	2.7235004721665392	3.215383233894215	3.349125045869801	3.4167562731882377	3.1911371152164625	3.3897376773630383	3.020244081000704	3.4443213971677125	2.912475173279246	3.0310031694264854	1.0578330138573286	2.9387907284318486	3.290156624126151	3.9326658720525507	3.851399156162508	3.7307360163980623	2.8555174227345206	3.258260992427743	3.0605346129671522	1.644329408522318	2.521085282538627	0.9925458126277475	2.4716653269863054	3.3427720384544117	3.5485171503864574	2.5470813252727424	4.313054474130148	2.595034983788318	2.526450308095763	2.323369894542518	3.9013185992850574	2.6849175081055865	3.629931851404796	3.1627160875409315	3.8748322544468747	3.1961036874897495	3.1570454057525974	3.705148733745401	4.822547308871795	3.6672866992271125	4.421557813682391	2.6630574398017424	3.356345694462211	3.088337669895473	3.370496513819183	3.814617377266032	4.677369064267498	3.525495281492393	3.4782938718493877	4.681910514315967	3.040751340615867	4.389262523341823	3.449807368488417	3.5985053518568946	3.743170509290108	2.806270949787916	3.919003036898292	5.028707488122743	3.0140060837478853	4.972196613470677	4.7625220579697585	4.075959144247307	3.9285485677912186	4.513684980826608	4.735778639996532
Itg.24.FP528.S31	0.5098520033834002	1.0246503467537311	0.5425372900461196	0.5272307840495958	0.9916356049717479	2.8036777944727467	1.5487786365558696	3.170126389388923	0.0	2.353991744014951	2.1032180945528474	0.5292164515221242	0.8262171486740417	0.24317214702825035	1.0610217077483786	0.8178137124248631	1.280596113475125	0.418077097075905	0.07141509563547126	0.17062696781659933	0.38050327983486754	0.4687608221177879	2.9221533988694426	0.43801429037946765	0.36540864426221203	0.7302575694643306	0.35006413800525527	2.6071318197455153	0.1488079938306133	0.5537825660645583	0.07959348190640113	0.2088518171895143	1.1164680045269757	0.36758195655101567	0.4154386496559864	0.6452035043517231	0.28952876854810244	0.3270233441167999	0.1992873029123391	2.5105429557913492	1.3848493700877424	0.1425663553990427	0.8120256688270129	0.7519786193687176	0.6213146786642474	1.0532474799264826	1.0438275179969276	1.1950094385281604	2.1974517833033564	0.6759082725959682	2.5577494845819757	1.229618854309049	0.8156576155570006	0.5029651105501344	0.73198322744029	1.4027080123985285	0.632548653497051	0.9806317640738796	1.725567371231215	0.9862354249189147	0.9763589698216097	0.5869438366069244	0.10531578947227672	0.7452453228415752	1.9531201829665308	1.9757121244183102	1.6025820394565642	1.7445019992751918	1.642189621603402	1.4068060024524345	1.4566317263251927	1.9910843968667893	1.5731716493228647	1.7670855523960525	2.117341579757351	1.694192201461949	0.9090984064915972	1.9890421512342573	1.541912459873137	1.4669229634745904	1.2406137495413434	1.777718740083756	0.7506175392363366	2.1050987870372846	2.1868395463682355	1.6601618882378144	1.8718989707648652	1.9288620826576974	1.9497993750186462	1.599031905855475	2.790350376881696	2.5758733267861924	2.6622949647263483	2.8220965554017177
Vil1.08B.FP95	2.193099923102682	3.196336002108444	2.816629721091882	2.4838601231409267	2.088628335719613	1.0460777857189825	3.411526660441848	0.8629591388784696	2.353991744014951	0.0	0.40418677791789365	2.067696717935166	1.6567510040201145	2.4624168685421988	3.2011222469563885	2.492801130793805	3.446918069934941	2.055373602566611	2.399450763068401	2.3430161527014177	2.7207814013104565	2.466120971818271	0.7850989656208923	1.9447099792552853	2.6989694932523642	3.050238953357883	2.3856541413298165	0.27864932574506446	2.3192116301374184	1.8791049015412444	2.395606211945259	2.5431619275432924	2.5556390952602484	2.344765028063532	2.6120329027858173	2.163711690316042	2.6357954443651086	2.121856429191399	2.2076522671924783	0.8824797224159323	2.0962676188139024	2.4683777223039693	3.140580097404882	3.063972948688034	2.9352074395327525	1.9989889933723186	2.3967214642055077	2.2050688654175667	1.2491125683210496	1.7153503644919885	0.9183459722309808	1.6203847097041748	2.4817612171856025	2.7055558923055796	1.7148734064102586	3.452238124621744	1.8163621944521087	1.6699172835494	1.5165777042845414	3.0437568766328176	1.830911005246757	2.849144713405595	2.3549017901684843	3.0402110650603555	2.745816138714224	2.715317261355557	3.108776400224198	4.051254085337342	3.0853823140996717	3.6641010544689308	2.1206241599812823	2.8954740302355013	2.5537802267842564	2.854137038203524	3.3229806474581296	3.933614457219886	2.811822093792874	3.002233306408538	3.8811046406092995	2.4848205563864	3.5868360345531602	2.925190462522312	2.851551194540262	3.2597105673740567	2.4646481253503483	3.3029584499573748	4.202093735140801	2.577992947459515	4.215202860250171	3.949933709316659	3.7096574039176353	3.5328065302422584	4.0337691025803295	4.250730070500738
