OTU ID	GnotoExpt-DTT484-S632	806rcbc365-S500	GnotoExpt-DTT550-S161	GnotoExpt-DTT472-S620	GnotoExpt-DTT556-S168	GnotoExpt-FP562-S78	GnotoExpt-FP610-S306	GnotoExpt-DTT538-S149	806rcbc431-S432	GnotoExpt-FP472-S693	GnotoExpt-FP616-S312	806rcbc393-S298	GnotobioticExp-FP-196-S60	GnotobioticExp-DTT-178-S188	806rcbc479-S384	806rcbc553-S458	806rcbc522-S427	806rcbc436-S341	806rcbc528-S433	806rcbc379-S513	GnotobioticExp-DTT-184-S194	806rcbc430-S335	GnotoExpt-DTT460-S608	GnotoExpt-DTT598-S333	GnotobioticExp-FP-190-S53	GnotoExpt-FP466-S687	GnotobioticExp-FP-208-S72	806rcbc171-S268	806rcbc399-S304	GnotoExpt-DTT478-S626	GnotoExpt-FP484-S706	806rcbc497-S402	GnotobioticExp-DTT-196-S206	GnotoExpt-DTT388-S534	GnotoExpt-DTT616-S351	806rcbc467-S372	GnotoExpt-DTT604-S339	806rcbc426-S427	GnotoExpt-DTT394-S540	GnotoExpt-FP460-S681	GnotoExpt-FP478-S699	GnotoExpt-FP454-S675	GnotoExpt-DTT454-S602	GnotoExpt-DTT532-S143	806rcbc491-S396	GnotoExpt-DTT466-S614	806rcbc534-S439	806rcbc445-S446	GnotobioticExp-FP-202-S66	806rcbc559-S464	GnotoExpt-DTT610-S345	GnotoExpt-FP538-S53	GnotobioticExp-FP-184-S47	GnotoExpt-FP550-S65	GnotobioticExp-DTT-190-S200	GnotoExpt-DTT562-S174	806rcbc565-S470	GnotoExpt-DTT544-S155	GnotoExpt-FP568-S84	GnotobioticExp-DTT-208-S218	806rcbc473-S378	GnotoExpt-FP556-S72	GnotoExpt-FP532-S47	806rcbc373-S506	GnotoExpt-DTT568-S180	806rcbc177-S274	GnotoExpt-FP604-S300	GnotobioticExp-DTT-202-S212	GnotoExpt-FP544-S59	806rcbc405-S310	806rcbc424-S329	GnotobioticExp-FP-178-S40	GnotoExpt-FP598-S294	GnotobioticExp-DTT-305.fastq	GnotobioticExp-FP-304.fastq	GnotobioticExp-DTT-323.fastq	GnotobioticExp-DTT-311.fastq	GnotobioticExp-DTT-383.fastq	GnotobioticExp-FP-394.fastq	GnotobioticExp-FP-370.fastq	GnotobioticExp-FP-310.fastq	GnotobioticExp-FP-322.fastq	GnotobioticExp-DTT-377.fastq	GnotobioticExp-FP-364.fastq	GnotobioticExp-DTT-371.fastq	GnotobioticExp-FP-382.fastq	GnotobioticExp-FP-388.fastq	GnotobioticExp-DTT-317.fastq	GnotobioticExp-FP-316.fastq	GnotobioticExp-FP-376.fastq	taxonomy
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	0.0	0.0	0.0	0.0	2.0	0.0	65.0	0.0	0.0	4.0	15.0	28.0	0.0	0.0	0.0	0.0	30.0	12.0	37.0	5.0	0.0	32.0	0.0	4.0	0.0	7.0	14.0	0.0	22.0	0.0	5.0	0.0	2.0	3.0	5.0	0.0	4.0	76.0	0.0	7.0	2.0	7.0	0.0	0.0	13.0	0.0	13.0	0.0	7.0	18.0	0.0	0.0	0.0	0.0	3.0	0.0	88.0	0.0	4.0	20.0	2.0	4.0	0.0	0.0	0.0	0.0	3.0	20.0	0.0	19.0	10.0	0.0	8.0	23.0	11.0	14.0	4.0	0.0	0.0	9.0	6.0	2.0	2.0	3.0	0.0	0.0	3.0	21.0	7.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	2.0	0.0	120.0	1.0	34.0	7.0	0.0	41.0	322.0	96.0	0.0	59.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	1.0	0.0	0.0	0.0	11.0	1040.0	11.0	0.0	1.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.0	0.0	0.0	172.0	0.0	1.0	11.0	0.0	7.0	18.0	0.0	29.0	0.0	117.0	0.0	5.0	77.0	449.0	12.0	5.0	0.0	33.0	188.0	0.0	1.0	1709.0	0.0	11.0	450.0	0.0	21.0	0.0	0.0	19.0	73.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	33.0	0.0	0.0	0.0	40.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	0.0	587.0	531.0	44.0	2544.0	2308.0	426.0	235.0	405.0	686.0	635.0	784.0	23.0	720.0	63.0	919.0	1961.0	703.0	1657.0	2468.0	2666.0	188.0	0.0	27.0	9.0	607.0	95.0	17.0	1016.0	0.0	1145.0	1752.0	27.0	516.0	16.0	22.0	44.0	1561.0	408.0	1340.0	1898.0	325.0	16.0	103.0	5761.0	0.0	266.0	1957.0	51.0	131.0	14.0	195.0	1404.0	610.0	2614.0	1944.0	2455.0	201.0	1625.0	220.0	84.0	2558.0	98.0	543.0	1185.0	6.0	918.0	150.0	214.0	565.0	625.0	587.0	453.0	641.0	94.0	2090.0	204.0	175.0	104.0	187.0	62.0	51.0	357.0	481.0	178.0	2.0	123.0	423.0	60.0	470.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	0.0	96.0	1348.0	22.0	2031.0	2783.0	1315.0	1389.0	188.0	3283.0	844.0	3903.0	43.0	12.0	2489.0	48.0	969.0	82.0	607.0	419.0	10.0	707.0	0.0	33.0	137.0	4023.0	379.0	400.0	3701.0	1.0	3329.0	264.0	177.0	1077.0	30.0	288.0	32.0	1227.0	653.0	1511.0	436.0	286.0	0.0	1947.0	1103.0	0.0	87.0	200.0	72.0	201.0	34.0	1618.0	28.0	1496.0	372.0	2381.0	735.0	1425.0	3925.0	144.0	550.0	2172.0	2389.0	221.0	481.0	113.0	509.0	70.0	1579.0	1067.0	1999.0	345.0	7382.0	633.0	1431.0	38.0	139.0	227.0	332.0	2660.0	1088.0	0.0	450.0	620.0	80.0	7.0	1426.0	282.0	220.0	1641.0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__;g__	0.0	15.0	218.0	0.0	37.0	4.0	1334.0	74.0	137.0	52.0	20.0	258.0	25.0	0.0	344.0	0.0	40.0	0.0	28.0	8.0	0.0	711.0	0.0	0.0	117.0	5143.0	52.0	165.0	127.0	0.0	315.0	0.0	3.0	0.0	0.0	58.0	0.0	0.0	0.0	2346.0	3229.0	30.0	0.0	60.0	0.0	0.0	10.0	0.0	481.0	0.0	0.0	68.0	642.0	136.0	0.0	2.0	0.0	914.0	7.0	0.0	35.0	23.0	66.0	0.0	3.0	32.0	0.0	0.0	979.0	55.0	2143.0	19.0	61.0	19.0	36.0	0.0	0.0	0.0	104.0	263.0	15.0	19.0	0.0	70.0	60.0	36.0	19.0	18.0	2.0	329.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium] methylpentosum group;g__	0.0	0.0	18.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	2.0	25.0	2.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	15.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0	23.0	10.0	0.0	188.0	2494.0	48.0	8.0	0.0	6.0	141.0	200.0	81.0	1.0	4.0	0.0	7.0	0.0	16.0	59.0	1.0	0.0	0.0	1.0	1.0	60.0	19.0	1.0	6.0	0.0	401.0	64.0	1.0	321.0	1.0	1.0	3.0	71.0	321.0	50.0	99.0	125.0	1.0	4.0	297.0	0.0	87.0	75.0	24.0	0.0	4.0	8.0	3.0	11.0	1.0	2502.0	3.0	1.0	116.0	50.0	1.0	147.0	1.0	2.0	146.0	1.0	43.0	22.0	0.0	272.0	2.0	144.0	30.0	57.0	1.0	3.0	30.0	19.0	22.0	3.0	11.0	0.0	20.0	289.0	7.0	0.0	19.0	28.0	6.0	17.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola	0.0	0.0	0.0	0.0	18.0	10.0	15.0	0.0	0.0	2.0	25.0	10.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	3.0	12.0	35.0	0.0	0.0	2.0	3.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	34.0	0.0	5.0	26.0	9.0	0.0	9.0	0.0	9.0	6.0	0.0	10.0	7.0	0.0	10.0	0.0	0.0	3.0	30.0	23.0	29.0	23.0	2.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	3.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	0.0	0.0	64.0	0.0	4.0	2.0	44.0	12.0	0.0	30.0	17.0	0.0	3.0	0.0	18.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	18.0	20.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	19.0	10.0	0.0	13.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	16.0	0.0	33.0	0.0	0.0	0.0	20.0	12.0	6.0	26.0	6.0	9.0	24.0	4.0	0.0	9.0	3.0	28.0	0.0	0.0	0.0	21.0	36.0	24.0	0.0	9.0	0.0	0.0	237.0	17.0	0.0	4.0	54.0	5.0	0.0	4.0	13.0	13.0	145.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	0.0	16.0	1664.0	0.0	227.0	243.0	20.0	871.0	0.0	0.0	1.0	2174.0	7.0	6.0	662.0	169.0	63.0	131.0	97.0	107.0	11.0	1420.0	0.0	0.0	3.0	0.0	17.0	0.0	4304.0	0.0	0.0	0.0	1.0	479.0	2.0	61.0	0.0	263.0	326.0	0.0	0.0	0.0	0.0	912.0	0.0	0.0	85.0	20.0	2.0	102.0	5.0	495.0	6.0	738.0	1.0	381.0	176.0	1140.0	1340.0	1.0	377.0	128.0	819.0	145.0	32.0	0.0	1.0	1.0	866.0	390.0	338.0	17.0	89.0	3.0	746.0	7.0	1.0	1.0	1.0	1238.0	189.0	1.0	41.0	82.0	1.0	1.0	1.0	1.0	1.0	1783.0
