	IL17.DTT.115	IL17.DTT.116	IL17.DTT.117	IL17.DTT.127	IL17.DTT.128	IL17.DTT.129	IL17.DTT.139	IL17.DTT.140	IL17.DTT.141	IL17.DTT.188	IL17.DTT.189	IL17.DTT.201	IL17.DTT.199	IL17.DTT.200	IL17.DTT.217	IL17.DTT.218	IL17.DTT.219	IL17.DTT.25	IL17.DTT.26	IL17.DTT.27	IL17.DTT.105	IL17.DTT.103	IL17.DTT.104	IL17.DTT.49	IL17.DTT.50	IL17.DTT.51	IL17.DTT.85	IL17.DTT.86	IL17.DTT.87	TKO.DTT.1	TKO.DTT.2	TKO.DTT.3	TKO.DTT.43	TKO.DTT.44	TKO.DTT.45	TKO.DTT.31	TKO.DTT.32	TKO.DTT.33	TKO.DTT.19	TKO.DTT.20	TKO.DTT.21	TKO.DTT.55	TKO.DTT.56	TKO.DTT.57	TKO.DTT.69	TKO.DTT.73	TKO.DTT.74	TKO.DTT.75	TKO.DTT.87	TKO.DTT.91	TKO.DTT.92	TKO.DTT.93	TKO.DTT.103	TKO.DTT.104	TKO.DTT.105	TKO.DTT.109	TKO.DTT.110	TKO.DTT.111	TKO.DTT.123	TKO.DTT.127	TKO.DTT.128	TKO.DTT.129	TKO.DTT.139	TKO.DTT.140	TKO.DTT.141	TKO.DTT.151	TKO.DTT.152	TKO.DTT.153
IL17.DTT.189	2.122918242290764	1.0283623617528543	0.5140384239485156	2.1804869719192093	0.8816610332891397	2.3607322521821543	1.4099551331916884	0.9719391476029591	0.48313695012628255	0.317073385842047	0.0	0.9617842401433924	1.2070773036008429	1.0696347369791732	2.7601961044833994	0.8736031221075031	0.6202661217540495	2.7667429851135084	0.404757194477843	0.5792574724627922	0.9621649210616056	1.954233150012008	0.7602586139268601	2.333899262359873	0.7460084337801082	0.796793451443784	1.9699622759371342	0.8225935530119536	0.8679485109081894	1.5835962365411262	3.5985715617521485	2.151711832405531	2.9742681371273476	1.6547101545720657	1.9064890243304307	1.7096330277151106	1.7741222397315717	1.6457349779841495	1.5628340524032303	1.5443147085200655	1.8139664537516782	0.8764186956200534	1.6977388789085204	1.6248003024115647	1.6649741178443735	2.013637664899584	1.2840183276453403	1.8143810388556794	2.099954744587016	2.238646060904093	1.5694917210137553	1.687378019818442	2.103024858542862	1.2856471307672295	1.822496451011405	3.238097108466983	1.799968474786319	2.061017377859276	1.8965996916874401	2.7452422468007693	1.257962211595594	1.6072310940120706	2.861037901825628	2.152504866609258	1.7474503343366876	2.6071411313842283	1.5060804508126024	1.6678181173615596
IL17.DTT.201	2.5090439083305767	0.6352422469631841	0.8064871544643486	2.450789225444015	0.46526351883697764	2.948565060986916	1.6910608383226555	1.3475095391052152	1.0429341592848973	0.8658974922255666	0.9617842401433924	0.0	0.3335828832007814	0.22784471812243673	3.129012194679121	0.5408803398617044	0.4625411308420985	3.0426477868280863	0.9282523896664484	1.2666945421853368	1.2835225769396126	2.249958211985101	0.9961176203022548	2.658739475570505	1.188587671530326	1.2771555983811789	1.9735029510062065	0.5734844402553444	0.7030392380372124	2.4387191576784257	4.221976478008603	3.0473756383305983	3.8035982882125188	2.5279257686687027	2.7589469768625507	2.670854806582729	2.5684301683260133	2.4260592508424623	2.4972285647964467	2.417923343342478	2.762617428974174	1.8230096711332218	2.5940915804158404	2.5626908661229413	2.5971692266749673	2.8333731188294333	2.2030347635645815	2.7348584788243135	3.0309203060165903	3.030628991517327	2.5257589188181266	2.624111636424179	2.908315337848697	2.2220795521806784	2.7637623859565217	3.9836114397817544	2.7108221005794775	2.9574959544106854	2.715727076743883	3.557761010936385	2.1689840813641426	2.5576896390086135	3.641814677406549	3.1087262958783257	2.6987960892704574	3.3615834287847086	2.432613846275248	2.612416586398449
IL17.DTT.199	2.4457209296674662	0.525269850830174	0.9394038997117642	2.3490211991649055	0.7854085171996752	2.94695896594792	1.639626451471666	1.3667522641107164	1.1810671816946863	1.1447466720279598	1.2070773036008429	0.3335828832007814	0.0	0.47991295549019924	3.0421714477381605	0.5286826813110814	0.6208399428557565	2.927194207042209	1.0784996246581362	1.3949524312016308	1.2955275707276592	2.1647662340899503	1.0390584316788978	2.571035707539137	1.2590862930048383	1.347567368887651	1.8069293327051719	0.5778611204248923	0.6809799403958324	2.5693299095394098	4.215192236215276	3.1974559400738203	3.90451976003567	2.823532579137704	3.060811160518203	2.8959540326127136	2.881166839260838	2.7403214548842625	2.6828353709769646	2.712806048132611	3.016132813152743	2.0445742277291012	2.8822264956702472	2.8288982966569365	2.868176362416507	2.941210838352135	2.3874490590021056	2.91235527215659	3.3034731432144415	3.1183387902245743	2.741079563089344	2.8119175258525617	3.0037949289230825	2.411608248786562	2.9521748116539412	4.036591098775349	2.8809716900679265	3.1135019322988784	2.8286015272370335	3.649484592101614	2.44802294008827	2.814045795678485	3.717090754950067	3.350697967174143	2.9505821249322794	3.427871760191862	2.7067467673241734	2.872510597712004
IL17.DTT.200	2.7322181168486708	0.8592872854692215	0.990873764516878	2.6767353086617494	0.3520364182215049	3.1583283305648244	1.9144089506578732	1.5600043789082116	1.2195124648984919	0.925205116053992	1.0696347369791732	0.22784471812243673	0.47991295549019924	0.0	3.35287633700067	0.7644225334668066	0.6574638072645109	3.2700691969602813	1.1032248070086643	1.4440181815687498	1.4975979801052266	2.4750445977278304	1.205628415934808	2.8848038027897425	1.3882954311525297	1.4753768125033004	2.199307856407122	0.7981398044719956	0.9273562729623022	2.6016854084870085	4.431691913366601	3.19801366496461	3.9772650480486176	2.549336548258343	2.7680427193188097	2.770196573348539	2.5576076444093725	2.4127654627602624	2.628242639150938	2.4418357997646964	2.8358085582658394	1.9277600973820892	2.6265116407365374	2.6232162596360853	2.650404221102186	3.0067870064825386	2.337385121065764	2.8702421282034742	3.0803040463997133	3.211895353159578	2.634733661322042	2.752996577932109	3.086117896324806	2.351974569977125	2.8908968494837017	4.1764445767570715	2.851039175666581	3.1051185330223143	2.887235330318248	3.7359137083049174	2.2139929807420238	2.6283682193068474	3.826867582044538	3.1913838708426754	2.7740210738659234	3.5508457208495114	2.483434015499781	2.679456471717759
IL17.DTT.217	0.6682705694590193	2.5580118544485577	2.5224459899059	0.701516741873128	3.404729222461899	0.7902392609539167	1.512673038561184	1.904470472190454	2.383878785680841	2.9787390004826513	2.7601961044833994	3.129012194679121	3.0421714477381605	3.35287633700067	0.0	2.6271946981074277	2.7493881043737356	0.41572731852348693	2.456566762014601	2.205015174715824	1.9608765477089682	0.8833639015578009	2.2471197399069514	0.6032404502212457	2.137073733499756	2.084060447805287	1.3972095685432298	2.5742031917500476	2.4599126063173107	1.9083725345467868	1.4360080517257205	2.240072373423982	2.1343026549370006	3.618738303460082	3.8531790491786024	2.8372693565597737	3.928606786708391	3.870099106001706	2.399320995592416	3.5496816058777885	3.2052172469467655	2.6066422918272396	3.549003591460347	3.253691547009971	3.325864176858785	1.7915059632656771	2.3593250832018255	2.4141133479795105	3.581174322144879	1.6297789437969732	2.69015203171554	2.4571102090221397	1.660856897638258	2.3779074547584376	2.4989550781531893	1.7794764811224277	2.3404720545215634	2.287401361736277	1.8416221547674885	1.8825532235986417	3.232820802873973	3.1322896279805614	1.7864107969118945	3.244319853008907	3.1508479401903506	1.573028804289816	3.284915681147494	3.2059396586887954
IL17.DTT.218	1.9984986572150119	0.17380186751021895	0.4615304673850381	1.944956696532066	0.9114324028160454	2.4737441492701313	1.1636839802703522	0.8513035782323496	0.6929122314089119	0.9475528145089094	0.8736031221075031	0.5408803398617044	0.5286826813110814	0.7644225334668066	2.6271946981074277	0.0	0.28822133461478056	2.5223401760553297	0.6156700672221196	0.9090909959932082	0.7783080113533409	1.7443729221202324	0.5128722437170183	2.1338565731795414	0.736932831878744	0.823700122078688	1.4667727089929596	0.08451049992696802	0.17064378932995777	2.084603092748187	3.7397333392454675	2.7024652744721864	3.3921607858251535	2.516829849440423	2.771897741642511	2.469658896692817	2.6329954475961057	2.5007654575235048	2.217110094621727	2.4017742728289884	2.6151628278643906	1.659037195980533	2.5534339669060793	2.4543806632663636	2.5126940526212067	2.4321163868731026	1.9140367695480802	2.4293306810705824	2.9426045328194155	2.6134942692226524	2.3000316039240754	2.344363612677286	2.5061457177874105	1.9567294865585227	2.4901387131004924	3.529416761237636	2.392855837719525	2.616072658921246	2.3156761607133816	3.1423031965347548	2.1242447267783113	2.429167520579295	3.2056185961008303	2.931961731819686	2.549754473977393	2.915690250597788	2.3584670859542745	2.486149902608698
IL17.DTT.219	2.110630549684952	0.4558591159345553	0.34809380077227564	2.0886287209325602	0.6979679401624936	2.5183237723440866	1.2906650404008424	0.9088719862305412	0.5837218359967734	0.6695939682932593	0.6202661217540495	0.4625411308420985	0.6208399428557565	0.6574638072645109	2.7493881043737356	0.28822133461478056	0.0	2.6787614857731468	0.473454460745812	0.8117585875681396	0.8507576201428922	1.8762205402063448	0.557526697025467	2.2726779344092907	0.7315033329460159	0.8193063501770185	1.683379051550793	0.2677989311656956	0.3731693758664896	1.9945646741227958	3.7877058217728337	2.602171118041408	3.345239195422752	2.2622927597188665	2.5121748412854497	2.2846847912899158	2.3618640650526586	2.2273840962996783	2.0733399830635766	2.1484361853327774	2.406903976738484	1.4566186356735242	2.3073783999906343	2.230013351427671	2.280007756829893	2.3758636352819815	1.7732294767152386	2.301196359543816	2.713029890045832	2.574845564808889	2.126042569632521	2.2005785373635263	2.4563646942694373	1.803616793999895	2.3441649755066596	3.5273930793212434	2.272608352710324	2.5123652914318506	2.2568824143933663	3.101188418036157	1.876848468221649	2.212127836164653	3.183038852291849	2.7372799876204845	2.341674764299587	2.9027625572822346	2.1214798057795123	2.268700780894827
IL17.DTT.25	0.6785704064680317	2.437470658371227	2.461007658684763	0.6290301636024879	3.3579029221326033	1.0635541795976051	1.4112355063942421	1.8420237628041365	2.3486970251997095	2.9944037850322274	2.7667429851135084	3.0426477868280863	2.927194207042209	3.2700691969602813	0.41572731852348693	2.5223401760553297	2.6787614857731468	0.0	2.4245288550167254	2.207855828158415	1.8844904786051184	0.8352708710030669	2.168272087998588	0.45315298563165	2.0844721562643813	2.03449897449819	1.175003779579447	2.480392446885308	2.357812056362604	2.0838754981305603	1.7241701183191165	2.438072505422947	2.368389326265866	3.7495300308762047	3.9964241683914965	3.0104066739456767	4.053408907693377	3.9856441458584997	2.5587146857516654	3.669306369643163	3.3578461264664123	2.727857427695057	3.685072616177475	3.3947546125473917	3.480635302907524	1.9688567174646407	2.470253138862366	2.5716068419938383	3.7576508457741995	1.8499437267691214	2.845113178480788	2.6226644073730196	1.886682066957749	2.5178651700574477	2.6876957579371994	2.033171426808159	2.4948673828518433	2.460440578972118	1.9885639140708307	2.1306143025016624	3.3599929425114965	3.2848160691545485	2.0227068252564817	3.4246551993234253	3.3037146376413182	1.789157584949512	3.4257640725214675	3.3511565383087243
IL17.DTT.26	1.8051610431744154	0.7432396342291093	0.18733868662572975	1.8441494934994866	1.041410555262879	2.1294543069745546	1.0349908990210384	0.5951422566822868	0.13593337749840168	0.6529187431602896	0.404757194477843	0.9282523896664484	1.0784996246581362	1.1032248070086643	2.456566762014601	0.6156700672221196	0.473454460745812	2.4245288550167254	0.0	0.34699848289882074	0.5711253854521665	1.6194854076483152	0.35709675857197276	1.9933598583228906	0.36736047391437093	0.4374784502010771	1.583700551207535	0.5565220272930361	0.5479220034868775	1.5275407052366892	3.386637806381537	2.129194637430428	2.877893339666287	1.9612527710721235	2.224359933324038	1.8540404530678747	2.121894596733024	2.0006877834431642	1.6118291216804301	1.8477775037132096	2.0080251406827294	1.063267500677481	1.9825371460552268	1.8572106663178811	1.9203738576070826	1.9078508572526758	1.3105496165140778	1.834279772520133	2.3458705625983867	2.11490834936929	1.6850163774445541	1.7391219763286652	1.9956057278275996	1.3476158898979294	1.884561334650076	3.0811364823871705	1.8033026985867877	2.040039434595047	1.7879622732354896	2.637776657801517	1.555539362086805	1.8241793509512405	2.72592653859901	2.31878263175173	1.9415063882166472	2.451220406581951	1.7723883482226475	1.8835873121741848
IL17.DTT.27	1.5588273112345634	1.002107128930082	0.5059936291244104	1.6421281299840922	1.3628447844725875	1.8139469554113448	0.8833688010457706	0.47005316762115795	0.2694310249758266	0.8604372448876082	0.5792574724627922	1.2666945421853368	1.3949524312016308	1.4440181815687498	2.205015174715824	0.9090909959932082	0.8117585875681396	2.207855828158415	0.34699848289882074	0.0	0.49908907981024064	1.4150942994563638	0.4837021606071818	1.7681996907477344	0.30741741470745204	0.3084106503729193	1.5142158764802116	0.8428358481594616	0.7975253829739632	1.1879373592850433	3.0609986695120144	1.8025580800483225	2.5372393816996035	1.8656514768492791	2.133253788143943	1.605656024376842	2.077250840558	1.9712872066670664	1.3157503002570474	1.7582561756807626	1.8074396246060354	0.8713640523786815	1.863355697342457	1.6894875214452159	1.7601764384958487	1.5668112399211396	1.0250900744486515	1.5325986882590046	2.1704580234343314	1.769439161159712	1.4273166811273548	1.444408259298962	1.6489316851847953	1.0614558777925411	1.5871535191782151	2.7399195100955094	1.4958583657236735	1.7212158946883276	1.4522374966394023	2.293329375106674	1.4458624253812373	1.6352832088090465	2.3834314832109587	2.0873254767937546	1.7392613034901958	2.110657539278053	1.6288718677015597	1.7009956164211872
IL17.DTT.105	1.3005352786134294	0.7920791744721493	0.5814849418451631	1.3274671678269654	1.5332677501285463	1.7317820814920413	0.4757871188353067	0.0863887986889224	0.4982464361047943	1.2084603991246563	0.9621649210616056	1.2835225769396126	1.2955275707276592	1.4975979801052266	1.9608765477089682	0.7783080113533409	0.8507576201428922	1.8844904786051184	0.5711253854521665	0.49908907981024064	0.0	1.109021298774089	0.29875132253500114	1.4557678341885765	0.23175857136407904	0.23182315306323148	1.059731854509808	0.7280631064075882	0.6155579639620088	1.439087106567814	2.985064309358105	2.0458226530869505	2.6539786340887264	2.347793447745786	2.6176765776352298	2.0208121648008652	2.5636977321633214	2.456563616944492	1.6702498558625731	2.237486875011433	2.241698048492679	1.3555119728988039	2.3391685567781297	2.148618452448258	2.2326417146670416	1.7157658994752276	1.3839665976462876	1.838497267474036	2.629838486203854	1.8784429192922292	1.8291330404301551	1.7908350587444095	1.7888474321109908	1.4527284217631784	1.9351548860645544	2.7624322092681974	1.7866289414900982	1.9695162744447658	1.6052960553028424	2.4025507670421518	1.9378346338208834	2.092104943846189	2.4492604697336393	2.496607259287991	2.1769651716554868	2.154335867456249	2.107221433283368	2.1516124208607756
