	Vil1.01B.FP11	Vil1.03B.DTT35	Vil1.03B.FP35	Vil1.01B.DTT11	Lyz2.07B.FP283.S81	Itg.24.DTT531.S26	Vil1.10B.FP116	Itg.04.DTT423.S15	Lyz2.06B.FP271.S69	Vil1.05B.FP59	Vil1.08B.FP92	Vil1.02B.DTT23	Itg.20.FP507.S10	Lyz2.06B.DTT271.S113	Vil1.04B.FP47	Lyz2.02B.DTT223.S63	Lyz2.05B.FP259.S56	Itg.22.DTT519.S14	Lyz2.04B.DTT247.S88	Vil1.09B.FP104	Vil1.13B.FP152	Itg.26.DTT543.S39	Vil1.14B.FP164	Itg.24.FP531.S34	Vil1.010B.DTT119	Vil1.05B.DTT59	Vil1.07B.FP83	Itg.26.FP543.S47	Vil1.08B.DTT95	Itg.18.DTT495.S90	Itg.12.FP471.S73	Itg.20.DTT507.S2	Itg.12.DTT471.S65	Lyz2.03B.DTT235.S75	Itg.10.DTT459.S53	Itg.08.DTT447.S40	Vil1.09B.DTT107	Vil1.014B.DTT167	Lyz2.08B.DTT295.S137	Itg.06.DTT435.S28	Vil1.06B.DTT71	Itg.04.FP423.S23	Lyz2.04B.FP247.S44	Lyz2.01B.FP211.S59	Vil1.06B.FP71	Vil1.07B.DTT83	Lyz2.01B.DTT211.S51	Lyz2.08B.FP295.S93	Lyz2.03B.FP235.S83	Lyz2.07B.DTT283.S125	Itg.10.FP459.S61	Itg.02.DTT411.S3	Itg.16.FP483.S86	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Itg.06.FP435.S36	Vil1.02B.FP23	Itg.22.FP519.S22	Lyz2.05B.DTT259.S100	Vil1.04B.DTT47	Itg.08.FP447.S48	Vil1.013B.DTT155	Itg.18.FP495.S98	LYZFP307	LYZFP331	SLCFP131	SLCFP023	SLCdtt005	LYZFP355	LYZFP319	SLCFP005	SLCFP053	SLCFP095	SLCdtt095	SLCFP077	LYZdtt367	LYZdtt319	SLCFP113	SLCFP071	SLCdtt113	LYZdtt355	LYZdtt343	LYZFP343	SLCdtt077	LYZdtt307	LYZdtt331	SLCdtt053	SLCdtt167	SLCdtt149	SLCFP167	SLCFP149
Vil1.01B.FP11	0.0	3.3775241282502577	2.9528819520444385	2.6387701821041722	0.9431162648072782	3.9218065900994685	3.6260921988718526	3.572052918302886	0.921079026744241	2.392114795693719	3.7801193005892695	2.8803250748660676	0.17606153214733697	2.6751494137950598	0.6405758944599348	2.658644571238789	1.3806887935085261	3.298280745918229	3.1081629947584823	3.5096840311945874	3.660567482271092	3.3051345749042467	3.6934357911829037	3.609011526257945	3.6474526584623725	2.9627325138135303	0.47472590857571123	2.8696332428315614	3.4077411981442896	2.749518379609551	1.6427059045520715	2.7149073177254515	2.5648669439094993	2.516998074574545	3.2701777099144786	3.176525667380542	3.7929101632347475	3.1308804270342803	1.9653002262945347	2.9481310336389592	3.0980898386938183	3.495993239078762	2.551172113853109	2.655795695297203	2.6035435444792228	3.3472072927844962	3.4770983366055783	0.6206909203075899	1.9885684259358434	3.073097222317651	2.5083242642003203	3.06147849558743	0.6597117922325899	1.6970291096068444	1.4070713706689266	0.7876547654044435	0.8489934596811853	2.275145810145058	2.46738824383793	3.158515771258915	1.8635930787417598	3.0237917679440662	3.392955090099517	1.0527621571192953	3.2218374934345784	1.302289130642778	2.346546564546368	3.0249695897648206	2.8554067503530356	1.6634211316304472	2.9941300839652176	1.2795645246628604	2.7540200499100864	3.1279398071451694	2.5307535728355766	2.6972255780357197	2.747479205119752	1.8559565423044806	1.8929993457762595	2.327992628302185	3.0269579791274137	3.1987054778222537	2.9217762658509265	2.987258900314894	2.749754340841496	3.287379863664122	2.347489845927577	2.0302870836758973	2.767412017692201	1.4631327659105267	0.217532574096422
Vil1.03B.DTT35	3.3775241282502577	0.0	0.6935786195488973	0.9186236786490605	3.0021833292963214	0.6659173505371527	2.145612887641755	1.6370657619118067	2.8403341224692844	1.377759951714217	3.265705000708008	1.4071739663254588	3.5519278904102967	0.9090968192335787	3.269574581912654	0.7712910682637587	2.0341696091451964	0.3871626158360228	1.4665450740281594	2.928257219871114	0.7538229206141408	0.8218578173845821	2.9968172244094724	1.427054603470368	0.7859581238584985	1.2205857692474378	3.3909460431618013	2.251763488912234	0.5085875857573865	1.5142521002988423	2.136861756627852	1.9762563242145457	0.8915072244045442	1.0527584052740335	0.5556430996545468	1.6004007813182906	0.6201814892754757	0.4522920667065961	1.4239490430811403	1.7881547700438083	0.8390424262055182	1.238728279755788	1.0717233646560986	1.1233382199630761	3.3719211262699	0.7938860846918377	0.6508667535258826	2.919346151097864	1.7164165911804439	0.5956909437005373	1.5972316682917902	0.9903801020950224	3.2545813569875057	2.0049827418526904	2.2001410259887697	2.9361751795611375	3.1554045672846485	1.6462176295991477	0.9436321010883646	0.2706927525253632	1.9701885265162544	0.4995607731840188	1.450227344978623	2.902503014390545	0.8612274435832862	2.20581241151469	1.1040020176313208	0.3570731921241819	1.045681370716431	2.433313097590674	0.5844352276731771	2.1837847218269357	0.8689929499221951	0.4070247505882565	0.8560961944371736	3.041214849454279	0.8614039387923866	1.619200703405064	1.5725011401493372	1.1365962358872304	0.8856325854279277	1.1617360149786176	1.3227538151841178	0.9078967410163231	2.4512148434358716	1.4362461304435152	1.2463204250054702	2.09718915130301	3.054482869269925	1.9408030768973024	3.369325847983999
Vil1.03B.FP35	2.9528819520444385	0.6935786195488973	0.0	0.38074060741782084	2.5733798496107214	1.0061355315590508	2.4640130929695667	1.9588392294350347	2.3781420104820836	1.254356531379205	3.5323044717083905	1.5331198118407299	3.1229917706910717	0.9434112236748262	2.80603078414014	0.37107907340009877	1.640521553964976	0.4500461992344951	1.7290961867067771	3.146294276471099	0.8934377007917287	1.1517877999806014	3.236645987144535	1.1588606477353514	0.8710195092557077	1.534764356503217	3.0390449075403287	2.3604789841301037	0.9041923184766676	1.6435154755577766	1.5617314537608962	2.093050670491621	0.4323347349952272	0.5417709693667131	0.322113534833031	1.7926107947431908	0.9680260311357299	0.7902354210728711	1.1487174033428549	1.9110808063645157	1.1859693746739215	0.9305715782861863	0.7038797823865682	0.49001287915200487	3.383394436544075	1.282310740906018	0.9545818129217901	2.49987036202235	1.1330437742649369	0.9509691512372221	0.9526408327243531	0.5641937215398938	2.7598787894044317	1.451118893220904	1.654937906480754	2.4301119919499614	2.627090521596286	1.0219504712421257	0.5501051301507288	0.4365344282023472	1.4224544297765571	0.7993456720701871	1.0953368438437183	2.62060401534458	1.1925698921898504	1.9088079608932214	0.8044695571046011	0.5136531487487206	1.236902963608187	2.2440142927843163	0.4115824683908512	1.8768094191615148	0.6054398791266157	0.5776464476894284	0.6722763381525508	3.0635722376804444	0.9844707843956072	1.310412709427641	1.2820329217741901	0.8190611935273184	1.1077206667398196	1.4752221167640631	1.4758048325283781	1.1562336654607432	2.513449562193484	1.7245709887026424	1.1036943730351307	1.998839709923232	3.0464971767844515	1.5121831181488286	2.9510747979264633
Vil1.01B.DTT11	2.6387701821041722	0.9186236786490605	0.38074060741782084	0.0	2.2075588825361008	1.308423531523081	2.572204122647697	2.124321848228791	2.021244052180984	1.2261461822583934	3.542325275272614	1.6036347166022278	2.807141276095112	0.9547927282838364	2.4577563949896337	0.28834833302580803	1.301146406800903	0.790331243123111	1.8088316474452495	3.171588269062935	1.0613169664620627	1.3530730952902008	3.2815317718606716	1.2082950082791881	1.041843301583096	1.413102740606262	2.7452788387619114	2.3683504376769413	0.9797563525550598	1.6611760904847548	1.2357111404413499	2.0780902268417965	0.3387591723553149	0.16242190129551004	0.657311809927265	1.9097116571681487	1.1927932450161522	0.9581367551229957	0.883451622729061	1.9737877654608438	1.1173402538117123	1.0193251216443326	0.3628699202466128	0.28280027779547573	3.2724121208837547	1.2838945321836417	1.0196885584528483	2.1554800299747647	0.8062426320097346	1.0566696088753336	0.7338522717881912	0.5419945910943654	2.4216727156662925	1.111711979058361	1.3382204534759246	2.0965274834102705	2.295415560907611	0.7352711404591028	0.38216707427375013	0.6686542324053667	1.072318977019108	0.8014373271285403	1.0807155356602356	2.38252617092084	1.3552519369474847	1.6550066113619284	0.4770007490171019	0.6543248430062721	1.286903724028013	2.079703788510789	0.4270691332259385	1.6082315514806085	0.3724677345322677	0.6460176623290417	0.4847393298505208	2.9998205559586126	0.9986538061093193	0.960606721100499	1.0868392810312197	0.4787166240746848	1.2335764211258264	1.5973990822680644	1.5554722022519247	1.2493733450928854	2.4960213356472845	1.852684473544825	1.0369050688860155	1.8827694463336078	3.0081679400146806	1.2333608999082681	2.6211715975017995
Lyz2.07B.FP283.S81	0.9431162648072782	3.0021833292963214	2.5733798496107214	2.2075588825361008	0.0	3.4870452298333405	3.7601914226171624	3.6086931367248694	0.2671754488861649	2.3878079070735865	4.10188562439696	2.908208959771543	1.0254269974149628	2.5014164435676247	0.4185519242300818	2.307000326299805	1.0375263920205697	2.9610145855063026	3.1177895971069356	3.8339099891235304	3.1227185452116264	3.1565120758053156	4.014310629430784	2.98302515711798	3.108591742805029	2.547420079686846	1.2759941117682625	3.1267331732281023	2.9079511915034453	2.7888123122008572	1.1744404307014933	2.8825915066536707	2.2506872092158337	2.0559618656945733	2.8644955482698062	3.250786217423514	3.3017302519673617	2.867588968587512	1.7086847943646737	3.087567578911864	2.6344535500211204	2.9200671876145594	2.019829575677086	2.1969877093457826	3.1294320784153298	2.8977841553587833	2.935962743999884	0.4230466132224438	1.5239186660059387	2.824931960819116	1.9980466581698992	2.520860002688969	0.5474359661967086	1.2061361912808675	1.0806535218393527	0.551873272118421	0.6357390058446707	1.7697817076434341	2.152022065152307	2.7916780707902125	1.2734809246851866	2.615959552347336	2.7591720002164934	1.621660024314932	3.0787017380067447	1.4221182458808088	1.898935802801632	2.6790719090080697	2.744420804782209	2.0347709152728983	2.5257308345223133	1.339704439255965	2.2350069881515044	2.673487582246965	2.16379215895292	3.173747986374279	2.553099815933429	1.402051411624556	1.8141305312212517	1.8681783774218035	2.8941575349056525	3.1275935654477536	2.9209569232960306	2.8456420219214826	3.0758889294974594	3.2929246715795135	2.260711501923866	2.2638113270007	3.272343093943518	1.346279865574606	0.7683243308736908
Itg.24.DTT531.S26	3.9218065900994685	0.6659173505371527	1.0061355315590508	1.308423531523081	3.4870452298333405	0.0	2.6372498863120106	2.0823012311534703	3.3174603661833317	1.9732773077352703	3.8277943321604924	1.9816703933121251	4.093532985566343	1.54364074188653	3.759316380472191	1.2684659846541615	2.5700681117378497	0.696788018759726	2.0354669564809527	3.486683637663702	0.5505909143142993	1.3173277580120661	3.5337491592126025	1.207294951318659	0.568542958996794	1.7852876560524988	3.978440278042773	2.83919121497317	0.8075963366090912	2.1260920740478753	2.525871415729962	2.590992995989076	1.377227140635637	1.4482306508334228	0.6921023528652908	2.116366389334193	0.32560860373756717	1.073364934447392	2.0162444412662635	2.3458162034791217	1.3608303413288492	1.0540031873204407	1.4743721223567814	1.3969060148440617	4.011074622470285	1.2607310997184227	0.8024426081533826	3.444372765391008	2.0923883884570653	1.2380002975577253	1.8046072370793564	1.0961778395626898	3.7291394166813108	2.408739360933834	2.6425442378330506	3.40487256067654	3.601451249761204	1.9328711920216015	1.4670152524653302	0.7979685626630715	2.3382779136650216	1.1075354333215768	1.3324738018708011	3.515977606388522	1.4049787802094407	2.8096328282443785	1.6232640640887173	0.9707295149713125	1.671249149824305	3.058197266187211	0.9647364078560583	2.7828905127279375	1.2667487539682496	0.8725919017988654	1.4369607060119896	3.6561380235001963	1.511758438930072	2.160843820745805	2.166254912239796	1.6446762130254462	1.468299508741981	1.712942507670106	1.8981570197221347	1.5182608813985519	3.0480750792441684	1.9536003947706264	1.8577562927490718	2.729706889368147	3.64458322417621	2.479325715751761	3.9089239540968816
Vil1.10B.FP116	3.6260921988718526	2.145612887641755	2.4640130929695667	2.572204122647697	3.7601914226171624	2.6372498863120106	0.0	0.6019770672297976	3.6212386642107144	1.563689501440377	1.285553260867849	1.016227681817411	3.7829235015826943	1.6299338038375601	3.8864087249687125	2.2845959513693788	2.811697756721892	2.229668597167642	0.7707101620491951	0.9402027457934191	2.896844709992407	1.3743578104424095	0.9288253947862474	3.534858009437792	2.9308117897213988	2.14866590918881	3.368662648952655	0.8307268265791099	2.498657918552917	1.0161348927982714	3.2793420650720537	0.9147314358106916	2.274370479096106	2.6552533084676857	2.5260267963277627	0.7351070077920384	2.7121600535321466	1.7517686288333187	2.234760802764384	0.7765121771455175	2.2580673791233585	3.321482808298758	2.7252918512299504	2.816124791084262	1.9906322202027282	2.2109126046893346	2.688172192091213	3.467241311415871	3.0260187872775632	1.6314112235128815	3.22415740104075	2.9708537949174407	3.89130382869212	3.1739496234270828	3.1357248612735855	3.641271037709602	3.891391327838705	3.1516471145632203	2.2462462708956488	2.1937992991646067	3.281933385129619	2.1344758065177696	3.513429355492232	2.6564199989573614	1.3060759292529098	2.3920647716214756	2.4768977354563453	2.0737645179466626	1.2984407755448564	1.9926052501614038	2.5176211909201753	2.4540053066977863	2.6442204019053306	2.3852119378184358	2.2040961028757344	1.570523446923468	1.6001186637579816	2.6378219454903165	2.069336346785311	2.5197239835184924	1.3607715607944266	1.0058018892950071	1.037332667176973	1.3407259154384814	1.0515468034466133	0.74149348014115	1.7047682280249337	1.5973729935424121	1.564707058789915	2.579846876361252	3.70366262375317
Itg.04.DTT423.S15	3.572052918302886	1.6370657619118067	1.9588392294350347	2.124321848228791	3.6086931367248694	2.0823012311534703	0.6019770672297976	0.0	3.4450138838927455	1.2700734968376304	1.8768738801706628	0.7093508771428405	3.7389366900340497	1.2450694514945928	3.7565757120035	1.8379334115578705	2.5998306304061107	1.6844568235420379	0.5311632226220284	1.4980061884674751	2.381186000487991	0.8351023902712524	1.5041724172255488	3.013052729168061	2.410566441154342	1.9276835705074675	3.386876983574906	1.0730681585135478	2.046784156827523	0.8463366020074967	2.9647981453137926	1.0300245526161427	1.8341909662291318	2.230195450053138	1.9897154005529343	0.4109189905530069	2.1895585381031815	1.2628506085948084	1.9657344948236304	0.6829558496931524	1.9226656489305507	2.7936177389807666	2.3216855356636708	2.354424722070584	2.375945919516352	1.862942376416613	2.229707921160586	3.3472617915523046	2.6621968458660557	1.1906800283394796	2.781075097638152	2.479294950693979	3.7432697385050164	2.8571877963834735	2.861154705265011	3.4616286872612214	3.707624957381726	2.7422926905912317	1.8335995568211587	1.6872031426401686	2.9463462139820247	1.7217788017613265	3.0070718862487937	2.6920114244912914	0.8076110026700465	2.290553821609821	2.11786334460045	1.595764114320623	0.9411357231909737	2.0226663194627537	2.0478586297251704	2.3391896466214557	2.2193865037121348	1.9206256428064965	1.8192673182471941	1.9330892583832273	1.2223718193732929	2.3783541299521787	1.8255596857873473	2.1611860196395525	0.8983302880057714	0.5784720521664442	0.6934468359838243	0.9216621357731432	1.318815943628931	0.32607797031790703	1.3925858514559477	1.6021671359040301	1.8896504130417826	2.3500246888565335	3.641107302784344
Lyz2.06B.FP271.S69	0.921079026744241	2.8403341224692844	2.3781420104820836	2.021244052180984	0.2671754488861649	3.3174603661833317	3.6212386642107144	3.4450138838927455	0.0	2.2024040348958045	4.020470953218316	2.739838768225076	1.030481405999155	2.3321989677276522	0.4574855150954803	2.120776183308709	0.8666241850226245	2.772957585230737	2.968582163068494	3.726596716901826	2.9717790218785978	2.9817055914774855	3.9026720339165735	2.826181312203902	2.954326954345751	2.480705117866645	1.2659907490331477	2.9897051945797326	2.7782060796524823	2.637075440233553	0.9395836706694655	2.750149405242283	2.0539098399761433	1.8737280432772825	2.6766714797519673	3.0816054165426134	3.148870471532055	2.6998575848681647	1.5446584347335643	2.925069252175131	2.537184069591296	2.7499813925627135	1.8647709097483762	1.999150236058426	3.067631713853434	2.7988853037227917	2.809075416472021	0.37040718196762645	1.3083036609859258	2.6696674067212194	1.7914396946026063	2.348631443044453	0.490278072841707	0.9843522640627308	0.8275160917803365	0.3406933274767601	0.4965815463812874	1.5612954810313289	1.9619967665271585	2.618077636535296	1.0789857330011818	2.4796581335735612	2.6015076047141354	1.531347957460362	2.911405715429748	1.2748901288072216	1.7439949009804783	2.5107288456126486	2.5870339089730434	1.9027021690118051	2.3634317434816796	1.1929542223941096	2.0842768362692463	2.522763438100647	2.002774219275275	3.0728904432578306	2.393719779907065	1.268194367597494	1.6291688112622509	1.7130006370544868	2.7234259854132703	2.9697567222205965	2.7535851779557845	2.6843913994768114	2.9443228728053334	3.133099159254427	2.0800496749906014	2.123627014487462	3.1494423649022956	1.1345976208911768	0.7947299723088548
Vil1.05B.FP59	2.392114795693719	1.377759951714217	1.254356531379205	1.2261461822583934	2.3878079070735865	1.9732773077352703	1.563689501440377	1.2700734968376304	2.2024040348958045	0.0	2.424824161533061	0.5725537950446739	2.5648223202563876	0.5009621767647114	2.520885325659036	0.9789910600789243	1.375094539045203	1.3057870980509558	0.8789235427784784	2.013344230719515	2.0069994415238415	0.9549148412274507	2.1311118702567815	2.391388322506537	2.013541314291478	1.5203328067013562	2.2961839429405817	1.173726372992402	1.6917640459495693	0.5910844116422803	1.72995848624251	0.9285876993343242	0.9003110395003353	1.269178190493294	1.4825268524771869	0.9059843763535327	1.9711791820707538	0.966562446152504	0.8046043439440674	0.8345964589329846	1.504156053567578	2.175347074462687	1.3994047109860872	1.4281084022457269	2.153485713194396	1.625899729269776	1.8465630200838359	2.1286377638258376	1.4898763897828142	0.9155264924580492	1.7498063943280167	1.73880384642065	2.4934708714144502	1.6337639477876609	1.5993321315565803	2.201231788649505	2.443823444807961	1.643129547871476	0.8485050609202318	1.2264322304016855	1.757879374942801	1.2336013194976838	2.293164560145629	1.6807303211595819	0.8846949685272327	1.1234581959956538	1.127440437099604	1.0772095175388436	0.5862202607008958	1.1203019386350623	1.389474748954106	1.1577486742377212	1.4119094604204625	1.4000565783688335	0.9304715607133325	1.8135992742517582	0.6058528464460046	1.2528057596685667	0.5757189892163983	1.1601820521858779	0.6935830929320196	0.8741634938509639	0.5913375814380281	0.6965275624835495	1.2856994892414584	0.9822853067538063	0.2241597216250168	0.7948809166237538	1.7967829219118994	1.0851584206358786	2.452296786567428
