	TL1a_DTT_169_Re_extracted	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_FP_205	TL1a_FP_85	TL1a_DTT_139	TL1a_FP_127	TL1a_FP_73	TL1a_FP_193	TL1a_FP_139	TL1a_FP_265	TL1a_DTT_265	TL1a_DTT_241	TL1a_FP_157	TL1a_DTT_205	TL1a_DTT_73	TL1a_DTT_85	TL1a_DTT_193	TL1a_DTT_283	TL1a_DTT_97	TL1a_DTT_229	TL1a_FP_169	TL1a_FP_283	TL1a_FP_61	TL1a_FP_241	TL1a_FP_229	TL1a_FP_97	TL1A_DTT_673	TL1A_FP_685	TL1A_FP_625	TL1A_FP_673	TL1A_FP_637
TL1a_DTT_169_Re_extracted	0.0	2.340786827693182	1.9128002054531517	2.31684471902542	0.9495879577707858	2.3030593121589384	2.285065454808275	2.164353334247985	1.0781797924609693	2.3308490602601912	1.0693407484827822	1.9425585446410114	1.8313168198267342	1.7235398704740206	3.4709084341331997	2.2003742788397416	1.0470595986891578	2.449648495655971	1.4252880480596974	2.544445942948084	1.7540035726094096	2.031734477367578	1.601290257468165	2.7614046203184097	2.292382956666583	1.144750178230504	1.759917181847254	1.7138903095597608	1.4583736205417455	1.5165734180751762	1.7820380358677959	1.3509202952420998
TL1a_DTT_127_Repeat	2.340786827693182	0.0	0.6275317112228289	2.275061192603714	2.8490949681399154	2.830689445490553	0.5397348927832517	2.273617351412411	1.5874035185667659	2.5914553463223076	1.4788590628006277	0.555473081476711	1.7923534475955196	0.7235309093333595	3.0624943289477913	2.033027878527383	2.749477148091836	0.9813251448951782	2.142287190229039	2.5858611265947733	2.3578491525352048	2.3267028685460254	1.9702964093088966	3.1067755522342444	2.1827292336149733	3.1631461693314042	2.3093162555006774	3.5143975103295375	3.0930351829732126	3.5384072858838587	3.823776263895481	2.5979467071511912
TL1a_DTT_157_Repeat	1.9128002054531517	0.6275317112228289	0.0	1.9203375782856436	2.28858467029344	2.3687363911959918	0.7960605032175608	1.8784610560130754	1.414556973589644	2.1607377449669087	1.291654235941283	0.07753440149789474	1.4367406940040761	0.7434905185941343	2.756156715854323	1.716316767238581	2.1813498665616264	1.4095183363394623	1.6273415361885628	2.156831437683214	1.9493439154620473	1.943228784137061	1.4724102192373583	2.646752985221697	1.8131111396741157	2.6237596466019295	1.9031159885990518	2.9675606769833505	2.5610503087198517	2.9682860962117705	3.252289849817621	2.0962528237095683
TL1a_FP_205	2.31684471902542	2.275061192603714	1.9203375782856436	0.0	2.455884717410744	0.7366595376247553	2.670297703027035	0.18802155366231643	2.5270939582486083	0.44620818649718885	2.2290836380150165	1.937343647467166	0.6168004552238395	2.105391441490879	1.239494474492501	0.2880682889882353	2.5382025037694103	2.4777033848223513	2.726105826200015	0.5712660553959112	0.692899380043991	0.3714486647283287	2.7223801128642267	1.0038941699301034	0.14744484386240725	2.8936893546475786	0.6551718065137618	2.182237861992445	1.77253605779838	2.81249121489856	3.126768944736514	1.2713057603061777
TL1a_FP_85	0.9495879577707858	2.8490949681399154	2.28858467029344	2.455884717410744	0.0	2.199202288371916	2.779657157241203	2.2736045847503354	1.9001898050193655	2.306619053743815	1.9008445872049613	2.3444261447830788	2.143041396553476	2.383871036355434	3.411032036524313	2.4407535971561165	0.29327496688329596	3.1953118147012023	1.2674598256661638	2.468613882693733	1.950903825530854	2.2009178478980447	1.5076218241502317	2.554395932558872	2.413496929595618	0.4420588034715603	1.9639365788616887	1.265157514189073	1.1837282392472488	0.7140874182746294	0.9783514973291486	1.350700273457119
TL1a_DTT_139	2.3030593121589384	2.830689445490553	2.3687363911959918	0.7366595376247553	2.199202288371916	0.0	3.1485418314410922	0.6256341426831964	2.807384436916668	0.3167090051137492	2.5427608088455926	2.4035679635096345	1.1295822123607537	2.588133073610756	1.38996477550562	0.9793935585637573	2.321781359408124	3.0859339142822244	2.741927799743255	0.5627273595015635	0.766887700371747	0.6620027136670982	2.7939623689253525	0.5157304671844687	0.7771321383582164	2.619485844339221	0.7761197454178661	1.6427431489414805	1.3157755631752854	2.386445055180837	2.676678987437035	1.0027759718955094
TL1a_FP_127	2.285065454808275	0.5397348927832517	0.7960605032175608	2.670297703027035	2.779657157241203	3.1485418314410922	0.0	2.6398645681335005	1.4566461646085942	2.9400156375516846	1.4651549506474253	0.7550500472547335	2.1532214716805	0.8605936616964123	3.4920964214133132	2.440333193178273	2.642131029888253	1.2513782640005966	1.9007269452154987	2.943640148988451	2.6657398725239285	2.681393862913943	1.710989093096652	3.439920230209053	2.5726328426867537	3.0358030739166826	2.621832731829872	3.616990619960654	3.2263453232767403	3.490437830249945	3.7504392445137023	2.78821284593022
TL1a_FP_73	2.164353334247985	2.273617351412411	1.8784610560130754	0.18802155366231643	2.2736045847503354	0.6256341426831964	2.6398645681335005	0.0	2.432884207151859	0.3628962725028771	2.143187117633642	1.900945177149434	0.5680597227965303	2.0683098741154438	1.3504990598675242	0.36210322010781004	2.3599118489778554	2.4986095908069696	2.582765319673597	0.5537936242824432	0.5578316970444763	0.26690826306908894	2.5914895750536338	0.9600665170705005	0.21228206513035172	2.7112962844903565	0.5209146994795173	2.0064051808839873	1.594321031386386	2.6248257067292498	2.938955566452037	1.093991361123241
TL1a_FP_193	1.0781797924609693	1.5874035185667659	1.414556973589644	2.5270939582486083	1.9001898050193655	2.807384436916668	1.4566461646085942	2.432884207151859	0.0	2.7140352971605592	0.33297742778433426	1.4072623498561263	1.918804299964829	0.9319983829693074	3.6769302484346045	2.3097393708004335	1.8729360029069675	1.5620153065159752	1.610492997707341	2.875253699240789	2.14941017302327	2.336318259377592	1.6342673433543449	3.2497065433512136	2.483633926294046	2.0842721800108337	2.130953001322455	2.7124953279701267	2.373234187078613	2.554686147027257	2.810475006161828	2.055400471157807
TL1a_FP_139	2.3308490602601912	2.5914553463223076	2.1607377449669087	0.44620818649718885	2.306619053743815	0.3167090051137492	2.9400156375516846	0.3628962725028771	2.7140352971605592	0.0	2.437491100936553	2.1909367124522126	0.9178850238148741	2.3987848985912326	1.2074183855891998	0.7088503853346069	2.4035726877089236	2.8581430656040485	2.7107504883486215	0.3390261662182756	0.7254314323954085	0.5029324639100811	2.734388547984493	0.6028342988667811	0.47308853793521904	2.7401389510092957	0.712418566905405	1.892774122998038	1.527565827364249	2.5736507718074373	2.873931852527402	1.1210737709566962
TL1a_FP_265	1.0693407484827822	1.4788590628006277	1.291654235941283	2.2290836380150165	1.9008445872049613	2.5427608088455926	1.4651549506474253	2.143187117633642	0.33297742778433426	2.437491100936553	0.0	1.2802507506727858	1.6169624767818176	0.7714383463961657	3.3941933612168995	2.003637066439212	1.9026417856393925	1.4050140726559546	1.7205281048570984	2.6072247608207655	1.8619659437666165	2.0392367139685574	1.7390606798562718	2.9908630586143183	2.192877208030466	2.142587599713128	1.8416484169225142	2.580063940215431	2.2087389660501993	2.5442493172209097	2.822956098368884	1.8374369412823197
TL1a_DTT_265	1.9425585446410114	0.555473081476711	0.07753440149789474	1.937343647467166	2.3444261447830788	2.4035679635096345	0.7550500472547335	1.900945177149434	1.4072623498561263	2.1909367124522126	1.2802507506727858	0.0	1.4477566975108154	0.6936888222698343	2.7772419143679574	1.7254680710211783	2.241263535874736	1.335941455051309	1.6891453783197083	2.1899310517603743	1.9704469249839054	1.9619688575400864	1.5347668755612482	2.685056935975967	1.832903521980191	2.678265473793523	1.923792678434961	3.015504142293501	2.6053483469393464	3.025118419425401	3.310560112946157	2.13367120661221
TL1a_DTT_241	1.8313168198267342	1.7923534475955196	1.4367406940040761	0.6168004552238395	2.143041396553476	1.1295822123607537	2.1532214716805	0.5680597227965303	1.918804299964829	0.9178850238148741	1.6169624767818176	1.4477566975108154	0.0	1.517802029635592	1.8052336044544595	0.396659827700356	2.2087423193897315	1.956374875826596	2.3053191827246753	1.0730114266821402	0.6138224444636917	0.539384829350731	2.299176598021772	1.5138839824262285	0.5897446164008776	2.5689292241147883	0.5594256418537563	2.1363411744877583	1.6857541343658566	2.613118634853246	2.937859426907255	1.1175619779381338
TL1a_FP_157	1.7235398704740206	0.7235309093333595	0.7434905185941343	2.105391441490879	2.383871036355434	2.588133073610756	0.8605936616964123	2.0683098741154438	0.9319983829693074	2.3987848985912326	0.7714383463961657	0.6936888222698343	1.517802029635592	0.0	3.1253042594976574	1.848581962727551	2.332394920942989	0.8587435580764595	1.904692728928935	2.4857583222077073	1.982474039385688	2.042042627985313	1.8139990028441884	2.960686907004027	2.041368713361538	2.6813814646232466	1.9435327485117784	3.033766019914988	2.6185982470126867	3.0627076587180158	3.353150354204907	2.147557574065331
TL1a_DTT_205	3.4709084341331997	3.0624943289477913	2.756156715854323	1.239494474492501	3.411032036524313	1.38996477550562	3.4920964214133132	1.3504990598675242	3.6769302484346045	1.2074183855891998	3.3941933612168995	2.7772419143679574	1.8052336044544595	3.1253042594976574	0.0	1.4482899345099554	3.459206799746271	3.4083718006028048	3.588431871821513	0.9535201065528355	1.8704656015576986	1.5629451010777433	3.5454199484471274	1.0733993287271089	1.229637560945424	3.845846984262547	1.846182800953551	3.005988794232814	2.6930017033607263	3.673024125485848	3.9523428633042585	2.325096784182214
TL1a_DTT_73	2.2003742788397416	2.033027878527383	1.716316767238581	0.2880682889882353	2.4407535971561165	0.9793935585637573	2.440333193178273	0.36210322010781004	2.3097393708004335	0.7088503853346069	2.003637066439212	1.7254680710211783	0.396659827700356	1.848581962727551	1.4482899345099554	0.0	2.514178233873938	2.192416334198825	2.63681369810129	0.8295864296771597	0.6943777927743698	0.4319871549465595	2.622502583563913	1.286057057045263	0.30122354740804447	2.874788832800769	0.645264285406609	2.278391066310911	1.8456329654075103	2.853748008397721	3.1747535432172205	1.3027944581130884
TL1a_DTT_85	1.0470595986891578	2.749477148091836	2.1813498665616264	2.5382025037694103	0.29327496688329596	2.321781359408124	2.642131029888253	2.3599118489778554	1.8729360029069675	2.4035726877089236	1.9026417856393925	2.241263535874736	2.2087423193897315	2.332394920942989	3.459206799746271	2.514178233873938	0.0	3.1685222492126	1.006614116473289	2.5329710450384644	2.087998582807878	2.314023060217751	1.2530678641090214	2.651035128783986	2.4800436394971346	0.5076660010218634	2.094141513649474	1.5207075561541619	1.4224247385283142	0.9090372058624517	1.12410073090664	1.5299618549337202
TL1a_DTT_193	2.449648495655971	0.9813251448951782	1.4095183363394623	2.4777033848223513	3.1953118147012023	3.0859339142822244	1.2513782640005966	2.4986095908069696	1.5620153065159752	2.8581430656040485	1.4050140726559546	1.335941455051309	1.956374875826596	0.8587435580764595	3.4083718006028048	2.192416334198825	3.1685222492126	0.0	2.750772596991759	2.9407039690206096	2.457053229109698	2.4631948921731106	2.645053103802991	3.4420022660825023	2.4388404593881443	3.490385757068373	2.416461675232104	3.7167495417600267	3.2844530078144016	3.850120361762072	4.147709350915999	2.7743539841180453
TL1a_DTT_283	1.4252880480596974	2.142287190229039	1.6273415361885628	2.726105826200015	1.2674598256661638	2.741927799743255	1.9007269452154987	2.582765319673597	1.610492997707341	2.7107504883486215	1.7205281048570984	1.6891453783197083	2.3053191827246753	1.904692728928935	3.588431871821513	2.63681369810129	1.006614116473289	2.750772596991759	0.0	2.757985907270014	2.4503097650545245	2.5992119035848504	0.2697392532106321	3.030461348154191	2.6289246049152606	1.3992929717053824	2.4335915075444414	2.436425322187223	2.225588679536707	1.9079857009633003	2.0853887638520097	2.1050166319015418
TL1a_DTT_97	2.544445942948084	2.5858611265947733	2.156831437683214	0.5712660553959112	2.468613882693733	0.5627273595015635	2.943640148988451	0.5537936242824432	2.875253699240789	0.3390261662182756	2.6072247608207655	2.1899310517603743	1.0730114266821402	2.4857583222077073	0.9535201065528355	0.8295864296771597	2.5329710450384644	2.9407039690206096	2.757985907270014	0.0	1.0295707728336307	0.7800715571136402	2.756234245632629	0.5443789243854528	0.5324412282620937	2.9048640916077937	1.0074275275827724	2.126970826111125	1.7797393255060463	2.75115784995265	3.043019625668468	1.3920179079918324
TL1a_DTT_229	1.7540035726094096	2.3578491525352048	1.9493439154620473	0.692899380043991	1.950903825530854	0.766887700371747	2.6657398725239285	0.5578316970444763	2.14941017302327	0.7254314323954085	1.8619659437666165	1.9704469249839054	0.6138224444636917	1.982474039385688	1.8704656015576986	0.6943777927743698	2.087998582807878	2.457053229109698	2.4503097650545245	1.0295707728336307	0.0	0.32679588278886856	2.5073019974644257	1.2637844662564202	0.7496836487625607	2.368714566014995	0.055691406690583374	1.6346244624313784	1.1997170197266935	2.2795612413654567	2.6001677741928835	0.6688113444524639
TL1a_FP_169	2.031734477367578	2.3267028685460254	1.943228784137061	0.3714486647283287	2.2009178478980447	0.6620027136670982	2.681393862913943	0.26690826306908894	2.336318259377592	0.5029324639100811	2.0392367139685574	1.9619688575400864	0.539384829350731	2.042042627985313	1.5629451010777433	0.4319871549465595	2.314023060217751	2.4631948921731106	2.5992119035848504	0.7800715571136402	0.32679588278886856	0.0	2.6280706851814575	1.0904280338166348	0.45142466577370366	2.6299111243918785	0.29551742434108796	1.8832352774212808	1.461850586942185	2.537547714609953	2.8555064063362634	0.9480345271319667
TL1a_FP_283	1.601290257468165	1.9702964093088966	1.4724102192373583	2.7223801128642267	1.5076218241502317	2.7939623689253525	1.710989093096652	2.5914895750536338	1.6342673433543449	2.734388547984493	1.7390606798562718	1.5347668755612482	2.299176598021772	1.8139990028441884	3.5454199484471274	2.622502583563913	1.2530678641090214	2.645053103802991	0.2697392532106321	2.756234245632629	2.5073019974644257	2.6280706851814575	0.0	3.063122461790894	2.616042305381184	1.6644330696848908	2.4850228096023104	2.6330553791248423	2.395659451755352	2.15520469995445	2.3392401678687462	2.224628251322983
TL1a_FP_61	2.7614046203184097	3.1067755522342444	2.646752985221697	1.0038941699301034	2.554395932558872	0.5157304671844687	3.439920230209053	0.9600665170705005	3.2497065433512136	0.6028342988667811	2.9908630586143183	2.685056935975967	1.5138839824262285	2.960686907004027	1.0733993287271089	1.286057057045263	2.651035128783986	3.4420022660825023	3.030461348154191	0.5443789243854528	1.2637844662564202	1.0904280338166348	3.063122461790894	0.0	1.0178683453704171	2.9681913657131527	1.2650272228011503	1.970394082957959	1.7133449429921057	2.695476203868522	2.9614978899482125	1.4795215431988034
TL1a_FP_241	2.292382956666583	2.1827292336149733	1.8131111396741157	0.14744484386240725	2.413496929595618	0.7771321383582164	2.5726328426867537	0.21228206513035172	2.483633926294046	0.47308853793521904	2.192877208030466	1.832903521980191	0.5897446164008776	2.041368713361538	1.229637560945424	0.30122354740804447	2.4800436394971346	2.4388404593881443	2.6289246049152606	0.5324412282620937	0.7496836487625607	0.45142466577370366	2.616042305381184	1.0178683453704171	0.0	2.853780416818612	0.7071274834386727	2.203563366961585	1.7915678770988308	2.791255682266361	3.1047383562687787	1.2864273032070974
TL1a_FP_229	1.144750178230504	3.1631461693314042	2.6237596466019295	2.8936893546475786	0.4420588034715603	2.619485844339221	3.0358030739166826	2.7112962844903565	2.0842721800108337	2.7401389510092957	2.142587599713128	2.678265473793523	2.5689292241147883	2.6813814646232466	3.845846984262547	2.874788832800769	0.5076660010218634	3.490385757068373	1.3992929717053824	2.9048640916077937	2.368714566014995	2.6299111243918785	1.6644330696848908	2.9681913657131527	2.853780416818612	0.0	2.384303890391716	1.4918548652660315	1.513356791218598	0.657703976453614	0.7935248070825369	1.7538025195722873
TL1a_FP_97	1.759917181847254	2.3093162555006774	1.9031159885990518	0.6551718065137618	1.9639365788616887	0.7761197454178661	2.621832731829872	0.5209146994795173	2.130953001322455	0.712418566905405	1.8416484169225142	1.923792678434961	0.5594256418537563	1.9435327485117784	1.846182800953551	0.645264285406609	2.094141513649474	2.416461675232104	2.4335915075444414	1.0074275275827724	0.055691406690583374	0.29551742434108796	2.4850228096023104	1.2650272228011503	0.7071274834386727	2.384303890391716	0.0	1.6768284737362027	1.239508790421465	2.306461928072318	2.627871640892061	0.700715714582793
