	pielou_evenness
TL1a_FP_162	0.5600389445265157
TL1a_FP_88	0.6278404690497319
TL1a_FP_230	0.6288112355783783
TL1a_FP_89	0.5683257516723776
TL1a_FP_234	0.5679306230726312
TL1a_FP_128	0.6766258430247674
TL1a_DTT_268_Repeat	0.6800695300518803
TL1a_FP_129	0.6728956141140258
TL1a_FP_287	0.6923509506854941
TL1a_FP_86	0.6155943146686832
TL1a_FP_198	0.3051067556472051
TL1a_FP_161	0.5404806201218314
TL1a_FP_266	0.6274124983304302
TL1a_FP_197	0.5795003149722638
TL1a_FP_159	0.385446967824996
TL1a_FP_132	0.47633809996050813
TL1a_FP_130	0.5194371091311683
TL1a_DTT_269_Repeat	0.639427219557554
TL1a_FP_90	0.5159762996075042
TL1a_FP_195	0.6238300530658315
TL1a_FP_158	0.43391695693583443
TL1a_DTT_127_Repeat	0.7077960082145365
TL1a_DTT_157_Repeat	0.7357034712689889
TL1a_FP_231	0.6463751978093838
TL1a_FP_284	0.6024034859320196
TL1a_FP_267	0.6451558136964116
TL1a_DTT_130_Repeat	0.5551269030422727
TL1a_FP_269	0.5947175298055418
TL1a_FP_288	0.7142919109587466
TL1a_DTT_196_Repeat	0.5659402725316138
TL1a_DTT_90_Repeat	0.6204458407125794
TL1a_FP_87	0.49670462824623274
TL1a_FP_196	0.6116749343857546
TL1a_FP_131	0.42178827374697214
TL1a_DTT_198_Repeat	0.719932735688205
TL1a_DTT_88_Repeat	0.6343159256615218
TL1a_FP_270	0.40854681558748335
TL1a_FP_160	0.5642797117453882
TL1a_FP_194	0.5977917359426032
TL1a_FP_286	0.5273515518714725
TL1a_DTT_89_Re_extracted	0.6978468463912172
TL1a_DTT_197_Repeat	0.669849598639712
TL1a_FP_232	0.27076761093835994
TL1a_DTT_270_Repeat	0.6726322758117926
TL1a_FP_233	0.5564231956898583
TL1a_FP_268	0.6015164569618703
TL1a_FP_285	0.7257697605829022
TL1a_DTT_284	0.5197942634585058
TL1a_DTT_231	0.3223588770469979
TL1a_FP_85	0.6848857068460676
TL1a_DTT_267	0.48562022977248004
TL1a_FP_127	0.6225648146968084
TL1a_DTT_160	0.6201408963793836
TL1a_DTT_234	0.6318905776912855
TL1a_DTT_158	0.6785920513594265
TL1a_FP_193	0.5805285387462717
TL1a_FP_265	0.5663519583133573
TL1a_DTT_129	0.751040892545426
TL1a_DTT_265	0.7135969807030832
TL1a_DTT_285	0.7111224552220895
TL1a_DTT_159	0.6052922119604964
TL1a_FP_157	0.45507125652715524
TL1a_DTT_287	0.6988761276513917
TL1a_DTT_233	0.6664067244621552
TL1a_DTT_195	0.3861542345769259
TL1a_DTT_85	0.6697198781501016
TL1a_DTT_86	0.49025138427677306
TL1a_DTT_193	0.6426468207127187
TL1a_DTT_286	0.6131351408640763
TL1a_DTT_230	0.685546148343328
TL1a_DTT_128	0.7708595592387901
TL1a_DTT_283	0.7303401623322124
TL1a_DTT_194	0.6850625017727258
TL1a_DTT_229	0.5379955257558978
TL1a_FP_283	0.7586666704775967
TL1a_FP_229	0.6007939722070399
TL1a_DTT_87	0.622902723884218
TL1a_DTT_266	0.673569971004193
TL1a_DTT_232	0.3049478929067765
TL1A_DTT_673	0.6675401408065299
TL1A_FP_626	0.7000130977696066
TL1A_DTT_675	0.6204127029345955
TL1A_DTT_626	0.602315229284562
TL1A_DTT_629	0.6255080999863367
TL1A_FP_677	0.5316496748096359
TL1A_FP_674	0.6395908774434044
TL1A_FP_678	0.5711716021773556
TL1A_DTT_674	0.6603796165075969
TL1A_DTT_627	0.5197955605887526
TL1A_FP_625	0.692415381218157
TL1A_FP_630	0.6639546396911867
TL1A_FP_673	0.6796323540674647
TL1A_FP_675	0.7037245685087978
TL1A_DTT_630	0.648757720984711
TL1A_DTT_628	0.7525991406808603
TL1A_FP_627	0.4969083499502548
