"","V1"
"2f65298490e0fe48b880145471ec54eb",0.154101793808212
"c42634f8d1aad4956aa9638465e86565",0.0656610801966431
"5ae5ad642b9c2cc68c4fc59e4902ff63",0.0345131550521989
"f5fb42e8863737981eb6e04a3de22e29",0.013686121368249
"d013db1a71d477496cb864ee431c3420",0.0203571317564621
"ccdb1dad68d457d1df2d11af1ea8ca5f",0.00206020095755057
"9c9d2dfde9ad67dcb9628dc8c30ec99f",0.0116211403441306
"a93ecb34623d57ce5a83ac109551229b",0.00396149640574798
"1b23073ca2a2884ac2bd7895dda760bc",0.00207891728053956
"7cd17d18c05e35c6001cc253ac15c517",0.00803634258882613
"759abfc82a4b189214d7e148d4aef180",0.00257845506755761
"04af8257d41718f9636b8bbc789b0fcf",0.00295506448812238
"0247032b5537cfe290e9fe3067f9257e",0.00441312876316564
"298c6e520261d927af2fb9e7c1e4cebc",0.00406287692164631
"653c972b92d846f3b6b199c4f5257025",0.00373079979006076
"e78a270ccd8d01d326e840cd85e1c1e2",0.00164061187900594
"b3703a2157a018a94473b0861589dde0",0.00906771727606291
"fc7e77e237e910e3f38dbb8e3c69c5bd",0.00190952040227024
"a589fa026973c67d0f1c7b741d85b90c",0.00450763301690445
"ad23727bc3e6dc84a4c52399fe4f0d39",0.0504914798815188
"a87086e2ee322da102d8a52c4de21683",0.000880985332623132
"f80a7e9c950f857ec31ac4d0cc9c6a03",0.000656888911029847
"73e42306e185be6f0c6060d4ed924469",0.00272817478042829
"3bffd5a2b1cf48b46d1e51628c3551fc",0.000454400445636219
"9b5ce504ace88223f14f8b0848d1b054",0.0190703708378064
"6d5171bbc6ef97262119e6d152d82164",0.00205752673745356
"235c319ab46f87d377a28a34ba10bfa1",0.00352423781286748
"89c209abd89a5232343a4c87c93cb4ea",0.000295836149689673
"f745d265f36ea7eac26d97280e690796",0.00562723573330326
"20fe5c9f456999fe121cb1c16bf41e77",0.000555322206616472
"48082d1ff66a9207ede6bf05e9846d6e",0.00752462735112636
"695a1bb7c03f0f0b00d69b55fe30c4c3",0.0039915537875315
"44166d043ae4422d941e1e4c779151f8",0.00237222590633772
"2a9df0f05ef552235191fe0edbbc742e",0.000878467213347751
"b3111baca54677926264de26b4a9bf7a",0.00381179153964767
"21f3474eb0a2647e96181ab06ed9b764",0.000380430978962314
"9bc2935704d00be01387e4b91d0ec358",0.00010099753529706
"87c1f25ee57f851893eda4c10a460604",0.0129166247323881
"c003202be6a53b07fbb26ecd2161fe2c",0.0170552019929313
"ae7aa9c977dea18de5954b3f29c80278",0.00285333534087948
"b89a1572461237b1a6ff63b2aeb24e60",0.000820990032018345
"397aa1ad0378774f826b9825c958427e",0.0144249244311719
"e9caa943f6467ffd09889cd0df61cb45",4.36803562345065e-05
"8740da173c36129ee4420445a26a155e",0.00019714251449071
"564a2d40353ba6af46b47a2d367a3d56",0.0140483759740992
"55b5e18dcec6eaff69b53b2c4cbb0a16",0.00224972683545832
"e8ed0e081283c5963ce9860944f651c6",0.00320523323502263
"65553cd263bb61cf36d1a75d750952f3",0.00093496385673621
"49d5e983bbc870059084d932fb344b75",0.00021355788279358
"799fcd30c710ffaccf04ca2879108efa",0.000960638982634544
"2580cbc77481600b1be7553a25c35a83",0.00659276640718328
"332d720adc8e107df05b716fd88b601c",0.0021260666059697
"b3ef12a80d40902556c2fd4de5924438",4.03252831901726e-05
"a0f4041ccc6a3b1f6512919ebe00613d",0.00218611969343447
"048a59d179f89089b6e3a2d50f389e94",0.000202476516755729
"a2afdab2db82e62d5de07d2f29111f10",0.000425515815431966
