	TL1a_FP_140	TL1a_FP_230	TL1a_FP_207	TL1a_FP_128	TL1a_FP_129	TL1a_FP_206	TL1a_FP_242	TL1a_FP_86	TL1a_FP_266	TL1a_FP_159	TL1a_FP_98	TL1a_FP_75	TL1a_FP_141	TL1a_FP_195	TL1a_FP_158	TL1a_FP_62	TL1a_FP_231	TL1a_FP_284	TL1a_FP_74	TL1a_FP_267	TL1a_FP_171	TL1a_FP_87	TL1a_FP_99	TL1a_FP_194	TL1a_FP_63	TL1a_FP_243	TL1a_FP_285	TL1a_FP_170	TL1a_FP_205	TL1a_FP_85	TL1a_FP_127	TL1a_FP_73	TL1a_FP_193	TL1a_FP_139	TL1a_FP_265	TL1a_FP_157	TL1a_FP_169	TL1a_FP_283	TL1a_FP_61	TL1a_FP_241	TL1a_FP_229	TL1a_FP_97	TL1A_FP_638	TL1A_FP_626	TL1A_FP_685	TL1A_FP_686	TL1A_FP_674	TL1A_FP_625	TL1A_FP_639	TL1A_FP_673	TL1A_FP_687	TL1A_FP_675	TL1A_FP_637	TL1A_FP_627
TL1a_FP_140	0.0	2.752840174084468	0.32108893692572965	3.1283108650511746	2.8559345179647138	0.481708421338403	0.661948516143599	3.065760436400404	2.754456901047544	2.4883361839813114	0.7796255759476669	1.5163710320158288	0.6218129431729982	3.021679317660156	2.5432796591316866	0.26274250707272034	2.838705317904524	3.4224048365529365	2.3980830445645913	2.7462745760974245	0.22182497887899086	3.2979646698590703	0.8169595735685228	3.201565133974498	0.42214942358914237	0.7140218173940943	3.076459175348052	1.2320233203339273	0.4008749882604261	2.842715803318602	3.1216944672399656	0.6100522499168272	3.1350037524474157	0.3471582795687682	2.9053886701396476	2.580293743994972	0.819005272058998	3.038322974075327	0.31679272418534776	0.4823292559296155	3.163364659860125	0.7975334398757136	1.3147440781025685	2.414212548091901	1.6765419052216206	1.0152308485980626	2.6960562170659936	2.811980606959921	1.7493512913340488	3.0307011810849604	1.6530584661585785	2.5539009028689534	1.2567802751948414	2.44608094451514
TL1a_FP_230	2.752840174084468	0.0	2.604416772663512	3.4121963973974987	2.7794977803134175	2.7968108996981824	2.214177191419161	0.4530319927212293	1.9897683828233401	2.096321148601366	2.2660968590554766	1.6035386945574177	2.2567038355266815	3.061533261255283	2.1630913928714834	2.5650836028360633	0.44553598044674997	0.6748152274076463	1.6268071847584655	2.0434870523742714	2.952974642676024	0.9537629445445042	2.0640404962923307	2.33953921222982	2.343214557611605	2.0792174245419925	0.911155696119357	1.9762720591371767	2.489951298684489	0.2698166596945774	2.6747497846960564	2.3189908085320514	2.255526823670995	2.4225238497803874	2.036104330859064	2.1774511775932184	2.1520543277325386	1.4390306086609927	2.5964151725940505	2.454316715041363	0.4811863154869324	2.113222195348908	1.7248893527920697	0.40106823467029074	1.4007058377779829	1.9106700403103722	0.27575746805756635	0.5471212111912455	1.2928728245455317	0.7487250950753681	1.4494636577663742	0.2939957785996532	1.57074754500082	0.41539546812336253
TL1a_FP_207	0.32108893692572965	2.604416772663512	0.0	2.826043337614064	2.546459383056939	0.6272036698109393	0.419885516522334	2.9319096383608003	2.449483411768916	2.1938006201911775	0.5253686134510497	1.44556224659596	0.44391504029806167	2.7029165317271286	2.233596262175033	0.431227593963901	2.658158324897351	3.2717991318883977	2.3437088325317483	2.443367330004007	0.5098960340257578	3.225923692949385	0.5824575206760231	2.8913381089991095	0.37654256726361485	0.5403378012515053	2.932113259775214	1.0496086420178188	0.13770556226478986	2.7208856775129755	2.8215626798858953	0.32684899400483713	2.826127668122534	0.258364269065112	2.6015708186394426	2.269286338147687	0.610552152263871	2.8406113056475806	0.5100921855825862	0.18467297824561796	3.0258972217511033	0.5725624550798322	1.3449464026442568	2.29153035851174	1.6530119327306765	1.0399140408795249	2.5564038048731685	2.715643471519184	1.7072325672189872	2.952744183029357	1.6404300192743797	2.406455545546362	1.1941857974946426	2.33188116841891
TL1a_FP_128	3.1283108650511746	3.4121963973974987	2.826043337614064	0.0	0.6448746230492798	3.13322691720852	2.718205131107643	3.6383651418277574	1.5994886274687043	1.3377986357774159	2.674015660858567	3.426280511326236	2.8755306865612265	0.6657590201582432	1.2734047925434728	3.1710447797183487	3.1090289261718835	3.8206720963538663	4.0640526419860095	1.4340886145001095	3.253149221351687	4.35600437002715	2.681061380397667	1.6413572489631643	3.0354128565049305	2.8374894860839177	3.3955279689766322	2.8902259131713453	2.8141947476787523	3.6677141471437906	0.9613738460410454	2.6536580455724486	1.6216336825515427	2.939187417433426	1.7532285682678166	1.278470853349764	2.7892382552146016	2.708602131133442	3.2229714301039682	2.6956782665636023	3.7943581171399794	2.7333371729096485	3.56811544761123	3.4350208333029393	3.6459675877595736	3.4208251949962443	3.5085711721929114	3.8875726045797006	3.605300556003581	4.137509435374682	3.676495838395503	3.2598897493067076	3.256366399258609	3.484492702221435
TL1a_FP_129	2.8559345179647138	2.7794977803134175	2.546459383056939	0.6448746230492798	0.0	2.865319131781354	2.3604285390364734	3.000486094604893	1.0093504732319658	0.7202736893750843	2.3283194975305914	2.936088910965633	2.520077084300611	0.5869122306736023	0.6612183294245713	2.8565123756776893	2.4685070502608033	3.1768343700901602	3.531001290942406	0.8004390586687463	3.0099381973169166	3.7239916865643683	2.292890325524683	1.1572063533427508	2.688291115537123	2.4484574588525225	2.7743093403192747	2.475308414181217	2.510629237635578	3.03685173288596	0.46867695496659406	2.3208172097100945	1.1044977444765052	2.61313853163879	1.206114341113876	0.6738965423786922	2.415590696584516	2.1158121344502976	2.909835957969635	2.3907578801891973	3.1559810276676545	2.3539400685447602	3.088413868192554	2.823581647671049	3.1222979918906844	2.977285254788352	2.884130249547213	3.2661658961484172	3.0708436482602095	3.5113815803237562	3.15715388686166	2.6347228531887468	2.769969077140624	2.8722376171933757
TL1a_FP_206	0.481708421338403	2.7968108996981824	0.6272036698109393	3.13322691720852	2.865319131781354	0.0	0.918265128850196	3.053358396787084	2.8567327363576114	2.474661687806519	1.1043628413166129	1.7751799549858818	0.9527687281987498	3.1121160623344775	2.6005290285717115	0.41209717236705223	2.844184851073716	3.470676873237838	2.6704319576257154	2.7944096466509474	0.45422395472330956	3.3223413889333657	1.0516173062429253	3.3295010801566858	0.7086093146777	0.9381222118045429	2.9791488355139886	1.5770772828364175	0.7217921673464079	2.876863648206562	3.0910615447372205	0.8498845048400491	3.251324989714181	0.5712754769580821	3.0413187272726003	2.6477751492538144	1.1439463703508288	2.9062883113550084	0.35706103806099554	0.7049739860786572	3.231628547673583	1.0788432599799243	1.3545421521403676	2.4689822559905186	1.810742675541114	1.1559708866128633	2.7820723082739702	2.8813470843584805	1.8849281775664473	3.071348692447923	1.7826499746860085	2.5634268939956617	1.3962146228513135	2.4782201238972865
TL1a_FP_242	0.661948516143599	2.214177191419161	0.419885516522334	2.718205131107643	2.3604285390364734	0.918265128850196	0.0	2.5616792216015143	2.127205086251502	1.9398842751933651	0.2326420425972394	1.106952993028389	0.18561220631730854	2.5213385373517077	1.9614081748478016	0.6346339254464931	2.275304070885332	2.875235789235203	2.0067760229123377	2.1458145288908788	0.8808813264159561	2.8704878307209185	0.163092988189465	2.575799841451068	0.35254111313960806	0.1905398631709269	2.5990674439004504	0.6988440129962602	0.29226803596394163	2.3419030014172346	2.6059854302110708	0.13779624929829953	2.5085759521424547	0.36914892070404653	2.266501670384037	1.9934231948434569	0.26136875693123296	2.540116209645361	0.7185912007016234	0.2875970249050558	2.630034095881486	0.17190195114543225	1.1319671072168176	1.9115058163881882	1.3460534266912545	0.8353890920886974	2.1591505676585228	2.340803681842317	1.3806671449487218	2.5924240413626767	1.3452179537778024	2.0303491319926135	0.874838527864446	1.961772560360353
TL1a_FP_86	3.065760436400404	0.4530319927212293	2.9319096383608003	3.6383651418277574	3.000486094604893	3.053358396787084	2.5616792216015143	0.0	2.267582706898477	2.307079530925147	2.63828787628246	1.9933227271435066	2.614307685782639	3.3335289798180954	2.4242784737164684	2.8592135307394013	0.5429235620385483	0.5680119419640504	1.99516171622186	2.277446063042606	3.2549744933104616	0.8066862169508984	2.419328904513522	2.6040991082013285	2.6702617755789784	2.4213710332783283	0.6188304254061715	2.3917704744738804	2.8266821468624603	0.3911275805174617	2.8347914398394316	2.65919552398958	2.514611373763114	2.737213315457906	2.3291595256956685	2.4435361226972496	2.527971618479285	1.334399716619026	2.87944160051423	2.781877645489621	0.5496509328889791	2.4779409371060868	1.9797171368786426	0.7425311229739776	1.7112915946075795	2.215470126188564	0.6764898287802086	0.7156233231421935	1.6149314687012433	0.7259625756744957	1.7515773377032675	0.5368119846599582	1.9012765531800715	0.6806852266814192
TL1a_FP_266	2.754456901047544	1.9897683828233401	2.449483411768916	1.5994886274687043	1.0093504732319658	2.8567327363576114	2.127205086251502	2.267582706898477	0.0	0.744092776538662	2.0660367020030335	2.3172118526656837	2.2488769253564582	1.1175507530679434	0.44622625038885855	2.71506358509456	1.7279939821943546	2.327586240405272	2.722850123903039	0.32995205001343314	2.9538429473423973	2.938203791107454	2.0037212334858046	0.5076257821241634	2.462807592691078	2.1607400233609892	2.2136534187501185	1.981299140487068	2.3638210441395606	2.2589009685369543	1.0440893122658839	2.1477041011540083	0.409113948780982	2.454445126153582	0.2733297200061301	0.39641841554499196	2.0905944342961105	1.7752281173792792	2.7799460008294656	2.2760448194009193	2.299904274391577	2.051628008349496	2.6455295890795685	2.081203221629149	2.518324384827969	2.567257667092681	2.0551995850796794	2.4636772915202885	2.440720812984748	2.7260332512336927	2.5657160979891893	1.923054042962995	2.2762052959424643	2.153719354987754
TL1a_FP_159	2.4883361839813114	2.096321148601366	2.1938006201911775	1.3377986357774159	0.7202736893750843	2.474661687806519	1.9398842751933651	2.307079530925147	0.744092776538662	0.0	1.9470582957130806	2.3826158912830726	2.1016287826431164	1.17374437238803	0.39005825891279816	2.432004763116711	1.7860334855181075	2.532524255965191	2.9706308647536153	0.4611879252512879	2.6629192256365064	3.0294094465720827	1.84525553873675	1.1566662329357207	2.2510738738928002	1.9814328812548303	2.0803686181475274	2.045841589837357	2.1383668201836468	2.3459344766323094	0.7169110576007185	1.9277211146923934	1.053812440325372	2.195249978590394	1.0169528857637937	0.4558884563493094	1.9967832332052329	1.479500483214784	2.4799888109279116	2.0174566068071824	2.49800087834943	1.921421202627058	2.478187732553325	2.1343780520888056	2.496617539308963	2.41991053412658	2.217499430373041	2.5841387962626006	2.4395592010495966	2.818407828284902	2.5325358347141598	1.9316457504312465	2.180667114156358	2.173817645025272
