	TL1a_FP_140	TL1a_FP_230	TL1a_FP_207	TL1a_FP_128	TL1a_FP_129	TL1a_FP_206	TL1a_FP_242	TL1a_FP_86	TL1a_FP_266	TL1a_FP_159	TL1a_FP_98	TL1a_FP_75	TL1a_FP_141	TL1a_FP_195	TL1a_FP_158	TL1a_FP_62	TL1a_FP_231	TL1a_FP_284	TL1a_FP_74	TL1a_FP_267	TL1a_FP_171	TL1a_FP_87	TL1a_FP_99	TL1a_FP_194	TL1a_FP_63	TL1a_FP_243	TL1a_FP_285	TL1a_FP_170	TL1a_FP_205	TL1a_FP_85	TL1a_FP_127	TL1a_FP_73	TL1a_FP_193	TL1a_FP_139	TL1a_FP_265	TL1a_FP_157	TL1a_FP_169	TL1a_FP_283	TL1a_FP_61	TL1a_FP_241	TL1a_FP_229	TL1a_FP_97	TL1A_FP_638	TL1A_FP_626	TL1A_FP_685	TL1A_FP_686	TL1A_FP_674	TL1A_FP_625	TL1A_FP_639	TL1A_FP_673	TL1A_FP_687	TL1A_FP_675	TL1A_FP_637	TL1A_FP_627
TL1a_FP_98	0.7796255759476669	2.2660968590554766	0.5253686134510497	2.674015660858567	2.3283194975305914	1.1043628413166129	0.2326420425972394	2.63828787628246	2.0660367020030335	1.9470582957130806	0.0	1.1028733232595433	0.2441049449773008	2.4366514666972496	1.9222672476445173	0.8097526680706649	2.331862965051305	2.9123521886864188	1.9670637429902946	2.114491056676733	0.9925587785063001	2.944513757439771	0.2574154340395395	2.489991670176847	0.5149207914699	0.3669132566026588	2.706783820857764	0.5595352650270524	0.39929971824692156	2.4053691498527714	2.598917937337864	0.28497312307169886	2.4312647423656943	0.5556686989932162	2.1847902617086286	1.9472139988530948	0.16846775498781666	2.640150388740091	0.9000741824753135	0.4275710518759511	2.6657333628097857	0.1841709389767584	1.283092834463006	1.9755712437378807	1.42422210124819	0.9692563937402097	2.193996722710642	2.3954308190735305	1.450375469368289	2.661766938973313	1.429078789867649	2.104181228877916	0.9773477303907346	2.038540004648024
TL1a_FP_75	1.5163710320158288	1.6035386945574177	1.44556224659596	3.426280511326236	2.936088910965633	1.7751799549858818	1.106952993028389	1.9933227271435066	2.3172118526656837	2.3826158912830726	1.1028733232595433	0.0	1.0193315125890234	3.071067351377564	2.3564399151529205	1.3953047455722696	1.8645010890680986	2.1903855127729965	0.9141718037240748	2.430761033130255	1.711116553507884	2.0532759538402776	1.002673018285608	2.721496508352094	1.1217108958868627	0.9615386321730816	2.2813224058077486	0.7125526012796498	1.3174729284646718	1.6576330354470707	3.0842190992201504	1.2446644400650242	2.6602734435949023	1.2822209843720351	2.3697789894300647	2.371313280015502	0.9365801475831169	2.5467929084387095	1.4502733592690114	1.3740350905751544	1.8858098124396814	0.9730158248542651	0.8344398389592359	1.2508648301163914	0.5274516488029787	0.7149664903071496	1.4340699680116047	1.5183450205585085	0.5278414145964477	1.7729180372068798	0.5533567721967693	1.5365930574257523	0.517422523729015	1.3264014166720528
TL1a_FP_141	0.6218129431729982	2.2567038355266815	0.44391504029806167	2.8755306865612265	2.520077084300611	0.9527687281987498	0.18561220631730854	2.614307685782639	2.2488769253564582	2.1016287826431164	0.2441049449773008	1.0193315125890234	0.0	2.6579561190135026	2.1065613720566874	0.6092783024557866	2.351121166677682	2.91316121746624	1.9118405830541745	2.28665810444574	0.8419106084907939	2.874485113281811	0.2683145124231961	2.6871506520062107	0.28875091917045786	0.22619349350161502	2.688342456484403	0.6291908809285438	0.3082823729419968	2.3719035609374455	2.7700952129599665	0.2818583080419698	2.623757156151073	0.38285655519639467	2.3728016884789076	2.135109568244855	0.20341613288878155	2.6741683747837697	0.6987458965440355	0.38363688694658654	2.6543757567712603	0.20072919261964717	1.093925347594869	1.9374796796126683	1.2904756367905865	0.7640922055885517	2.180751505424034	2.3434304625907294	1.3335013836034069	2.5947213136388565	1.286395000687259	2.0873061306052594	0.8423993915586221	1.9912280517134322
TL1a_FP_195	3.021679317660156	3.061533261255283	2.7029165317271286	0.6657590201582432	0.5869122306736023	3.1121160623344775	2.5213385373517077	3.3335289798180954	1.1175507530679434	1.17374437238803	2.4366514666972496	3.071067351377564	2.6579561190135026	0.0	0.9241942574021254	3.0624177012198746	2.792548167215719	3.438655897271803	3.613162750892564	1.0754186083912836	3.177364818671813	4.01516447970602	2.456971835161189	1.0756006566574734	2.8652522553229063	2.6301318755668683	3.192398798032438	2.536006100028004	2.6617730553564725	3.3263221270387042	0.955410830954878	2.4836825999851366	1.0806963894865993	2.8048930655394906	1.2025121779700518	0.8950443959571027	2.5321915044049144	2.5984534412690685	3.127767597191019	2.5620396948894695	3.4039571907289012	2.4956599876492818	3.3520466484916827	3.099132446845967	3.3406052562052237	3.194900051733983	3.124513856118576	3.5223572926293025	3.287830491161715	3.7908404402189957	3.3781895846400007	2.9535375520062526	2.9901292764680814	3.1670290899637026
TL1a_FP_158	2.5432796591316866	2.1630913928714834	2.233596262175033	1.2734047925434728	0.6612183294245713	2.6005290285717115	1.9614081748478016	2.4242784737164684	0.44622625038885855	0.39005825891279816	1.9222672476445173	2.3564399151529205	2.1065613720566874	0.9241942574021254	0.0	2.5135711156303167	1.8872264694364969	2.5766253966888235	2.8939424594403946	0.28803625471143435	2.7272269912253315	3.1150590537527156	1.8600467136464423	0.838294138270881	2.2971514339912447	2.0169011716713556	2.2849378435187435	1.9611138083096475	2.1674693528248823	2.4245963806361925	0.7873298471504976	1.9560523182139753	0.7491563166176419	2.2579391014445056	0.7004664011845833	0.06982175629034579	1.9744725128157115	1.754258212044976	2.5731449454344055	2.0615433433513943	2.532622045229691	1.9191466427497814	2.579150878694303	2.2047026943562518	2.5431316600965514	2.485234134913577	2.2471125006613537	2.636803049089636	2.4808951830913304	2.894057935073929	2.5833597140268703	2.0386510992069558	2.2341924888889815	2.264117384969232
TL1a_FP_62	0.26274250707272034	2.5650836028360633	0.431227593963901	3.1710447797183487	2.8565123756776893	0.41209717236705223	0.6346339254464931	2.8592135307394013	2.71506358509456	2.432004763116711	0.8097526680706649	1.3953047455722696	0.6092783024557866	3.0624177012198746	2.5135711156303167	0.0	2.658095976145079	3.2362229424721725	2.2846774068555935	2.6969674605301552	0.4000895276762079	3.0815302552594606	0.7644263627177987	3.179979655374982	0.33292671073012187	0.6212389116872251	2.8637979629726273	1.2166841064537866	0.46357480901445164	2.6422286878514214	3.087419817380654	0.6139745879222577	3.1067558395457677	0.2727046901855306	2.8727429048774513	2.5536618785687533	0.8103288639931145	2.8610892582345775	0.09337707855407273	0.5142859475273034	2.977762408004739	0.7668609954027276	1.0837016924149057	2.2196341908574944	1.4857077770816454	0.8162049709265026	2.516795250236584	2.613760654884594	1.5617539371761366	2.8197594141704303	1.4591866797864337	2.3581184269479802	1.0723407886446252	2.2426305186078532
TL1a_FP_231	2.838705317904524	0.44553598044674997	2.658158324897351	3.1090289261718835	2.4685070502608033	2.844184851073716	2.275304070885332	0.5429235620385483	1.7279939821943546	1.7860334855181075	2.331862965051305	1.8645010890680986	2.351121166677682	2.792548167215719	1.8872264694364969	2.658095976145079	0.0	0.8044504343314973	2.009627476933623	1.7354792491654507	3.0388121940613106	1.2933234880856719	2.1256801595451	2.0762566272923646	2.4450862225802656	2.1634025103799734	0.6823855028414946	2.110566782597446	2.5522471056752787	0.6594764694450153	2.3127751553967375	2.3616008164038917	1.9831953778134623	2.4956860657335365	1.8007509972329363	1.9047832475540794	2.2439117516612894	1.0330948254114978	2.6893949343410575	2.492457489478506	0.7850008251175646	2.1894342446868795	1.9377845984083917	0.7477960132955582	1.6978206560095697	2.1037318412931603	0.6937315069150901	0.9841131978102027	1.5960907577995302	1.13857239200341	1.745037782490448	0.4208489365760896	1.762389560443121	0.7455293488511247
TL1a_FP_284	3.4224048365529365	0.6748152274076463	3.2717991318883977	3.8206720963538663	3.1768343700901602	3.470676873237838	2.875235789235203	0.5680119419640504	2.327586240405272	2.532524255965191	2.9123521886864188	2.1903855127729965	2.91316121746624	3.438655897271803	2.5766253966888235	3.2362229424721725	0.8044504343314973	0.0	1.9831241244838966	2.3997368459026824	3.623552019441458	0.8670601319139463	2.72179368138177	2.57421835566478	3.009662313205538	2.743650587870397	1.0934015390664464	2.5802635361983848	3.15472546910155	0.646650506297421	3.007254147116066	2.981291545764801	2.5025134820436206	3.093503812351683	2.3239467606633433	2.5809255995757288	2.7978617593454556	1.6951403300096597	3.267615953285681	3.1208081858823506	0.32817790654266116	2.766353003907212	2.3581853591394677	1.0314408696744104	1.9928335283733647	2.557736855025145	0.7587722202054291	0.8301833750881568	1.8838338160980521	0.8481521302933027	2.040829376522369	0.9262986720580381	2.221823992888828	1.0286698848022453
TL1a_FP_74	2.3980830445645913	1.6268071847584655	2.3437088325317483	4.0640526419860095	3.531001290942406	2.6704319576257154	2.0067760229123377	1.99516171622186	2.722850123903039	2.9706308647536153	1.9670637429902946	0.9141718037240748	1.9118405830541745	3.613162750892564	2.8939424594403946	2.2846774068555935	2.009627476933623	1.9831241244838966	0.0	2.9011186211715727	2.5800049993341525	1.7819250713559633	1.8951652025821426	3.033401407544494	2.0233766027688738	1.8721195674637645	2.481477915307261	1.46700522555966	2.2148918402584297	1.6059376846171898	3.6301976738532353	2.143883747215016	2.98870889561724	2.1900647699287767	2.696761832732397	2.8934411178543367	1.8082643333541664	2.93146311640679	2.334467299783396	2.2786137107690076	1.6672021914189517	1.8598420533037936	1.5442625460669421	1.3699570193048243	1.0376329488160958	1.5513647378599507	1.363838488342666	1.334660891532256	0.9885817881041776	1.5489387348087715	1.0710972304045008	1.7183420536586222	1.3585159861953677	1.4573231738369312
TL1a_FP_267	2.7462745760974245	2.0434870523742714	2.443367330004007	1.4340886145001095	0.8004390586687463	2.7944096466509474	2.1458145288908788	2.277446063042606	0.32995205001343314	0.4611879252512879	2.114491056676733	2.430761033130255	2.28665810444574	1.0754186083912836	0.28803625471143435	2.6969674605301552	1.7354792491654507	2.3997368459026824	2.9011186211715727	0.0	2.9361922546740122	2.992561738412752	2.03183116627624	0.7109026486860798	2.4740008933016155	2.1810192510892965	2.1339113880043596	2.103149459011263	2.3699897643810104	2.3087564882734677	0.7635546254440359	2.1530491462420254	0.6020647261459117	2.4451823262178096	0.5875613645350841	0.27921742848896786	2.1490670784787294	1.5948084257657213	2.754294135952351	2.2662793480009547	2.386686061890715	2.0933833575800724	2.658068271927347	2.13541513454059	2.5856381646975035	2.596815785830187	2.1452293457235267	2.54192658058118	2.51347877466244	2.7877045219443652	2.629323087128826	1.9388420778878532	2.3196107984711682	2.191868870918078
TL1a_FP_171	0.22182497887899086	2.952974642676024	0.5098960340257578	3.253149221351687	3.0099381973169166	0.45422395472330956	0.8808813264159561	3.2549744933104616	2.9538429473423973	2.6629192256365064	0.9925587785063001	1.711116553507884	0.8419106084907939	3.177364818671813	2.7272269912253315	0.4000895276762079	3.0388121940613106	3.623552019441458	2.5800049993341525	2.9361922546740122	0.0	3.4744285095230962	1.0371653684359097	3.3999296533787025	0.6354314524148721	0.9331716436589547	3.252030723020046	1.44439010853319	0.6107723555605235	3.035539730257285	3.2814878745938616	0.8197663362647786	3.333498273047372	0.5560999146907889	3.1094945367726794	2.765711806024277	1.0376633837520393	3.209249185028439	0.40524512490399545	0.6782546062534499	3.363769561987963	1.0186430722580273	1.4613512645516344	2.609916657229295	1.850402620836724	1.1792379509521993	2.8989077159603083	3.0016461448012257	1.929686356132168	3.2113123258383447	1.8225420115860227	2.749083129107444	1.4477643764852	2.636906798527565
TL1a_FP_87	3.2979646698590703	0.9537629445445042	3.225923692949385	4.35600437002715	3.7239916865643683	3.3223413889333657	2.8704878307209185	0.8066862169508984	2.938203791107454	3.0294094465720827	2.944513757439771	2.0532759538402776	2.874485113281811	4.01516447970602	3.1150590537527156	3.0815302552594606	1.2933234880856719	0.8670601319139463	1.7819250713559633	2.992561738412752	3.4744285095230962	0.0	2.7384453627420684	3.2631225315775336	2.903426703151829	2.703052783790884	1.3322670096411644	2.6263140442917545	3.116128747564439	0.6913319064617324	3.5994958033050986	2.987056066824119	3.1843607985253395	3.00595624953156	2.968439473944423	3.1306234910200357	2.803717502013584	2.1175735821930397	3.0956660615851512	3.1058716110827733	0.7228054652795619	2.7757826026531105	2.0493804688923283	1.0194371939771567	1.7000647436943974	2.3233231426608665	0.9371919594088153	0.5882935686976908	1.6186235875390318	0.2868513362019676	1.730127336406877	1.108328754264594	2.060571838705071	0.9618923384712813
TL1a_FP_99	0.8169595735685228	2.0640404962923307	0.5824575206760231	2.681061380397667	2.292890325524683	1.0516173062429253	0.163092988189465	2.419328904513522	2.0037212334858046	1.84525553873675	0.2574154340395395	1.002673018285608	0.2683145124231961	2.456971835161189	1.8600467136464423	0.7644263627177987	2.1256801595451	2.72179368138177	1.8951652025821426	2.03183116627624	1.0371653684359097	2.7384453627420684	0.0	2.454684132761548	0.4661710940222267	0.18338597424809572	2.470377459503333	0.5988747469918358	0.4551927720662158	2.1979175060153704	2.523683574290152	0.2783562708636667	2.3863864012027536	0.5084020691953346	2.137932081481882	1.8904839389468135	0.22621527794017998	2.4225581359917414	0.8441215667850888	0.4394190461518998	2.4783200111972308	0.10715382882608346	1.0863394663512205	1.7684619679181965	1.2511849398082846	0.8094655481112293	2.007631416982146	2.2011868864535926	1.2746549818947197	2.4589266608295097	1.2565136778663477	1.8860976423895328	0.7822081620095336	1.8230646357321727
TL1a_FP_194	3.201565133974498	2.33953921222982	2.8913381089991095	1.6413572489631643	1.1572063533427508	3.3295010801566858	2.575799841451068	2.6040991082013285	0.5076257821241634	1.1566662329357207	2.489991670176847	2.721496508352094	2.6871506520062107	1.0756006566574734	0.838294138270881	3.179979655374982	2.0762566272923646	2.57421835566478	3.033401407544494	0.7109026486860798	3.3999296533787025	3.2631225315775336	2.454684132761548	0.0	2.917927371061958	2.618732823661407	2.5780051655896155	2.3696568178789117	2.805522652983434	2.608052197168158	1.1683033086084431	2.5952294912427067	0.11650066300282003	2.9141153767127252	0.35504158735858515	0.7737593968465087	2.5185108571816026	2.1338282589677537	3.249037631710409	2.7246682452054634	2.581973070310741	2.4921908881192136	3.1181490354379324	2.475109158246459	2.952786082546741	3.030933951524375	2.39428704863933	2.8089962651385822	2.8696211958852964	3.067259795031889	3.003055626678539	2.317158991519792	2.734953198977666	2.5535877479294853
TL1a_FP_63	0.42214942358914237	2.343214557611605	0.37654256726361485	3.0354128565049305	2.688291115537123	0.7086093146777	0.35254111313960806	2.6702617755789784	2.462807592691078	2.2510738738928002	0.5149207914699	1.1217108958868627	0.28875091917045786	2.8652522553229063	2.2971514339912447	0.33292671073012187	2.4450862225802656	3.009662313205538	2.0233766027688738	2.4740008933016155	0.6354314524148721	2.903426703151829	0.4661710940222267	2.917927371061958	0.0	0.3198184106746141	2.7176698186614563	0.8847510760375196	0.2996552731357529	2.435822884358123	2.9224844263312053	0.38917649844544894	2.8485827024455395	0.18064766631769405	2.6029137369551725	2.331692885493906	0.48531634112102806	2.725270558048858	0.4181815078464795	0.381438381056606	2.747712418454417	0.45086392163812045	0.9859143396555747	2.004330645648107	1.292555506028736	0.6663700541201696	2.2785932159198694	2.4030250979940693	1.3549983327010648	2.631491824373798	1.2761270482246285	2.1551198990160576	0.8517540877650978	2.042293373839876
TL1a_FP_243	0.7140218173940943	2.0792174245419925	0.5403378012515053	2.8374894860839177	2.4484574588525225	0.9381222118045429	0.1905398631709269	2.4213710332783283	2.1607400233609892	1.9814328812548303	0.3669132566026588	0.9615386321730816	0.22619349350161502	2.6301318755668683	2.0169011716713556	0.6212389116872251	2.1634025103799734	2.743650587870397	1.8721195674637645	2.1810192510892965	0.9331716436589547	2.703052783790884	0.18338597424809572	2.618732823661407	0.3198184106746141	0.0	2.475376138627062	0.676486156123352	0.4178276251244817	2.1930624692342287	2.6665850239351117	0.3115730175517222	2.547843602682555	0.39371017649258855	2.2976752056564327	2.049650252685649	0.2975907080334458	2.4680092423481597	0.6968325097977599	0.42763325799649204	2.4910040992785856	0.21082503597126812	0.9437716076685492	1.760859466877702	1.1632452491548857	0.6539688569094797	2.0200078263518604	2.1813478068325227	1.2014434224083599	2.4262597098579337	1.1606865604744385	1.895308259721427	0.6897586376508046	1.807370166109812
TL1a_FP_285	3.076459175348052	0.911155696119357	2.932113259775214	3.3955279689766322	2.7743093403192747	2.9791488355139886	2.5990674439004504	0.6188304254061715	2.2136534187501185	2.0803686181475274	2.706783820857764	2.2813224058077486	2.688342456484403	3.192398798032438	2.2849378435187435	2.8637979629726273	0.6823855028414946	1.0934015390664464	2.481477915307261	2.1339113880043596	3.252030723020046	1.3322670096411644	2.470377459503333	2.5780051655896155	2.7176698186614563	2.475376138627062	0.0	2.5796436837602603	2.8461491633333287	0.9438242792645472	2.5538620482674723	2.6715805930265137	2.4745450312035366	2.7454859851656197	2.333918679184307	2.316906490936962	2.623737696139586	0.8239447409749167	2.8740452169413704	2.7735269124328505	1.1522212185473029	2.5492843236133766	2.108517800357431	1.1191387773609154	1.9853641020253447	2.3474414241367425	1.1806328181505836	1.2720033714396852	1.9058579229705532	1.2753805230199624	2.017798442991441	0.790670599764616	2.0608158299077117	1.0384332986716365
