	shannon
IL17.DTT.115	4.553324228603799
IL17.DTT.116	5.546116636660504
IL17.DTT.117	5.419877467347478
IL17.DTT.118	3.8527480134349203
IL17.DTT.119	3.258192668102977
IL17.DTT.120	3.588373401020231
IL17.DTT.127	5.489797706037229
IL17.DTT.128	5.945820177776963
IL17.DTT.129	3.084786860448184
IL17.DTT.130	5.486825158539125
IL17.DTT.131	3.1556727654625294
IL17.DTT.132	3.3113873005965364
IL17.DTT.143	1.5882524091135493
IL17.DTT.144	2.8311040206495077
IL17.DTT.139	4.103546590830645
IL17.DTT.140	4.108260357249964
IL17.DTT.141	5.203247513741318
IL17.DTT.142	0.1803789693760357
IL17.DTT.188	5.686229263839565
IL17.DTT.189	5.469486407075598
IL17.DTT.201	5.695198481427419
IL17.DTT.202	0.1943116294124855
IL17.DTT.203	1.9170812077211772
IL17.DTT.199	5.887104266561122
IL17.DTT.200	5.828178273667431
IL17.DTT.217	4.270650712422415
IL17.DTT.218	4.661270925988073
IL17.DTT.219	4.857638174278263
IL17.DTT.220	3.5600635238286484
IL17.DTT.221	4.4891705760259875
IL17.DTT.222	4.809118550857341
IL17.DTT.25	3.9093956282509756
IL17.DTT.26	5.825328814556588
IL17.DTT.27	5.3991878138511105
IL17.DTT.28	0.13132619692812694
IL17.DTT.29	0.734100347459306
IL17.DTT.30	4.146266172274903
IL17.DTT.105	4.834540163411432
IL17.DTT.106	3.872345213225904
IL17.DTT.103	5.144924992904983
IL17.DTT.104	4.650363068989495
IL17.DTT.53	3.1891425675918597
IL17.DTT.54	4.651679030260148
IL17.DTT.49	3.6874364500062673
IL17.DTT.50	4.26232513403927
IL17.DTT.51	4.3393337364468865
IL17.DTT.52	0.9090629748878059
IL17.DTT.85	4.127074353120395
IL17.DTT.86	5.447047025513624
IL17.DTT.87	5.258345562469991
IL17.DTT.88	1.4443815430835139
IL17.DTT.89	5.071773844564046
IL17.DTT.90	4.944081792487098
TKO.DTT.1	6.403031256425155
TKO.DTT.2	3.7302914320466667
TKO.DTT.3	5.149507527739296
TKO.DTT.4	2.2674618587835034
TKO.DTT.5	4.008220325649644
TKO.DTT.6	5.604041239844165
TKO.DTT.43	4.628896304986351
TKO.DTT.44	5.744640918148824
TKO.DTT.45	4.514953276477473
TKO.DTT.46	0.6250219864103209
TKO.DTT.47	2.1778797095460325
TKO.DTT.48	5.193661051125069
TKO.DTT.31	5.29533603046181
TKO.DTT.32	5.884529990670933
TKO.DTT.33	5.658069135393462
TKO.DTT.34	2.500150794007737
TKO.DTT.35	3.4156008614923534
TKO.DTT.36	3.64706335351797
TKO.DTT.16	3.2819071110273965
TKO.DTT.17	3.303332842889203
TKO.DTT.18	3.4469628030973904
TKO.DTT.22	2.4948872607589565
TKO.DTT.23	3.3375980314314146
TKO.DTT.24	3.356843145454803
TKO.DTT.19	5.314135309550714
TKO.DTT.20	5.608873070269653
TKO.DTT.21	4.899529413747149
TKO.DTT.58	3.3204267808786896
TKO.DTT.59	3.4066573484795963
TKO.DTT.60	3.6874642530282005
TKO.DTT.55	6.1441647910269745
TKO.DTT.56	5.716575552472925
TKO.DTT.57	5.4137817752804605
TKO.DTT.69	4.731330605282206
TKO.DTT.70	0.1266638103496064
TKO.DTT.71	0.5830165076313923
TKO.DTT.72	3.5969260554613713
TKO.DTT.78	4.909259423890292
TKO.DTT.73	5.589209507818964
TKO.DTT.74	5.696641413367482
TKO.DTT.75	5.102371859637175
TKO.DTT.76	0.7737954491514523
TKO.DTT.77	3.0489050250824445
TKO.DTT.87	4.73264940733071
TKO.DTT.88	1.0356696577507585
TKO.DTT.89	1.1126779443059387
TKO.DTT.90	3.3437066015723187
TKO.DTT.91	5.5139094999161635
TKO.DTT.92	5.086909741957559
TKO.DTT.93	5.035597429134289
TKO.DTT.94	1.8851332967835313
TKO.DTT.95	3.702333377375159
TKO.DTT.96	5.897460475194904
TKO.DTT.103	5.312133507514326
TKO.DTT.104	5.535148916811007
TKO.DTT.105	4.999893622142008
TKO.DTT.106	1.3074714313092977
TKO.DTT.107	3.167719846352954
TKO.DTT.108	5.378045228012603
TKO.DTT.109	4.496349963045797
TKO.DTT.110	4.801660599969766
TKO.DTT.111	4.860133324060513
TKO.DTT.112	0.39835674877622135
TKO.DTT.113	1.4671639768199176
TKO.DTT.123	5.217695562911564
TKO.DTT.124	0.08654725663031992
TKO.DTT.125	2.017175335114073
TKO.DTT.126	4.242389252687151
TKO.DTT.127	4.039911471908489
TKO.DTT.128	5.36732560595637
TKO.DTT.129	5.218779735112584
TKO.DTT.130	3.73253471804434
TKO.DTT.131	4.836867230381718
TKO.DTT.132	5.399432412542902
TKO.DTT.139	4.2297018773110775
TKO.DTT.140	4.9871859276582375
TKO.DTT.141	4.8412227576562445
TKO.DTT.142	3.0734025978298405
TKO.DTT.143	3.1804949617795573
TKO.DTT.144	5.163828520344172
TKO.DTT.154	4.217412690280732
TKO.DTT.155	3.6953740880638324
TKO.DTT.156	5.225338051443066
TKO.DTT.151	4.660606534291696
TKO.DTT.152	5.876513887231871
TKO.DTT.153	4.960043222212957
