	pielou_evenness
BioGeo-Mouse9A_FP97_merged_R1_001.fastq_profiled_metagenome	0.7541184493736339
BioGeo-Mouse9A_FP101_merged_R1_001.fastq_profiled_metagenome	0.73516377062872
BioGeo-Mouse8A_FP89_merged_R1_001.fastq_profiled_metagenome	0.5660220518146739
BioGeo-Mouse8A_FP85_merged_R1_001.fastq_profiled_metagenome	0.7746491403179161
BioGeo-Mouse7A_FP41-REP1_S54_R1_001.fastq_profiled_metagenome	0.7342921333489271
BioGeo-Mouse7A_FP37_merged_R1_001.fastq_profiled_metagenome	0.6542735902479376
BioGeo-Mouse6A_FP35-Rep1_S93_R1_001.fastq_profiled_metagenome	0.8179448945909649
BioGeo-Mouse6A_FP31_merged_R1_001.fastq_profiled_metagenome	0.7118222785615709
BioGeo-Mouse5A_FP29-REP1_S53_R1_001.fastq_profiled_metagenome	0.7169139009422616
BioGeo-Mouse5A_FP25_merged_R1_001.fastq_profiled_metagenome	0.6563528367400044
BioGeo-Mouse4A_FP23-Rep1_S92_R1_001.fastq_profiled_metagenome	0.24828457414258143
BioGeo-Mouse3A_FP17_merged_R1_001.fastq_profiled_metagenome	0.6258008962581826
BioGeo-Mouse3A_FP13_merged_R1_001.fastq_profiled_metagenome	0.7221744109456044
BioGeo-Mouse2A_FP11-REP1_S55_R1_001.fastq_profiled_metagenome	0.6697976926401383
BioGeo-Mouse2A_FP07_merged_R1_001.fastq_profiled_metagenome	0.6996329383647645
BioGeo-Mouse1A_FP05_merged_R1_001.fastq_profiled_metagenome	0.6829663813219947
BioGeo-Mouse1A_FP01_merged_R1_001.fastq_profiled_metagenome	0.7473098135877818
BioGeo-Mouse10A_FP113_merged_R1_001.fastq_profiled_metagenome	0.6701201608723224
BioGeo-Mouse10A_FP109_merged_R1_001.fastq_profiled_metagenome	0.7478336717367942
