metadata,feature,value,coef,stderr,N,N.not.0,pval,qval
Site,48082d1ff66a9207ede6bf05e9846d6e,Distal_Colon,0.5589677624,0.06857908954,141,141,1.75E-12,6.57E-10
Site,dcd0c235615b718f89bb8cc76b5a627f,Distal_Colon,0.6508008171,0.08846060873,141,140,7.65E-11,1.44E-08
Site,5ae5ad642b9c2cc68c4fc59e4902ff63,Distal_Colon,-0.6114335907,0.09120537301,141,135,1.60E-09,2.01E-07
Site,c42634f8d1aad4956aa9638465e86565,Distal_Colon,0.7266562207,0.1196026157,141,137,2.76E-08,2.59E-06
Site,f5fb42e8863737981eb6e04a3de22e29,Distal_Colon,-0.7949199212,0.1357116139,141,140,7.22E-08,5.43E-06
Line,fbbeae3dceada6928b2cdc472f5d9901,Vil1Cre,5.276605818,0.8540324308,141,59,2.65E-07,1.66E-05
Site,2f65298490e0fe48b880145471ec54eb,Distal_Colon,0.6469868795,0.1209436007,141,141,6.41E-07,3.01E-05
Site,84a1034f71767fa92491aebf1bdf7fdc,Distal_Colon,-0.5798765883,0.1080162389,141,132,5.92E-07,3.01E-05
Site,5ae5ad642b9c2cc68c4fc59e4902ff63,Proximal_Colon,-0.4717774387,0.09120537301,141,135,1.34E-06,5.09E-05
Site,204736c3bd4a4c1f840e9fc99a5155d2,Distal_Colon,-0.5302049592,0.1034238458,141,59,1.62E-06,5.09E-05
Site,7186c67c129c329bce7d6c988267b231,Distal_Colon,-0.6098342631,0.1180527871,141,53,1.38E-06,5.09E-05
Site,37e0f2e7c7ab2a2f738b92a61085aec0,Distal_Colon,-0.3690244976,0.07190416459,141,112,1.59E-06,5.09E-05
Site,772ad2feb9f19ddeace71e8e2e707858,Distal_Colon,-0.5437717911,0.1074465266,141,140,2.13E-06,6.16E-05
Site,b92f84c206887ecd667f142dd3606ac3,Distal_Colon,0.5124439874,0.1023982601,141,126,2.68E-06,7.20E-05
Sequencing_Run,6d5171bbc6ef97262119e6d152d82164,NovaSeq_Mar_Twenty,6.003463246,1.152527773,141,40,6.07E-06,0.0001506919908
Sequencing_Run,4c8288bfbd76958c0c094d87b97650f8,NovaSeq_Jan_Twenty,3.532333029,0.6803598253,141,33,6.41E-06,0.0001506919908
Site,4fdd9f8b9aac094acd93155a17435a7f,Distal_Colon,-0.5239207586,0.1183457567,141,41,2.62E-05,0.0005804063391
Site,f7040b791e2687141adc7be4ad81afd4,Proximal_Colon,-0.3088434062,0.07222641079,141,97,4.64E-05,0.0009700018516
Site,f7040b791e2687141adc7be4ad81afd4,Distal_Colon,-0.294202411,0.07222641079,141,97,9.81E-05,0.001941307573
Line,4c8288bfbd76958c0c094d87b97650f8,Vil1Cre,2.135141346,0.4987442608,141,33,0.0001129960778,0.002124326262
Sequencing_Run,4c8288bfbd76958c0c094d87b97650f8,NovaSeq_Mar_Twenty,4.917800642,1.182814073,141,33,0.0001648621757,0.002951818003
Line,b3ef12a80d40902556c2fd4de5924438,Vil1Cre,1.30360044,0.3162442537,141,21,0.0001837313973,0.003140136608
Site,46864a6aa122ecb439eb59a3c0542ee6,Distal_Colon,-0.4154022242,0.1087379063,141,123,0.0002419591645,0.003955506342
Site,7186c67c129c329bce7d6c988267b231,Proximal_Colon,-0.4470878797,0.1180527871,141,53,0.0002714905383,0.004253351766
Site,48082d1ff66a9207ede6bf05e9846d6e,Proximal_Colon,0.2581961253,0.06857908954,141,141,0.0002932831898,0.004410979174
Line,b3111baca54677926264de26b4a9bf7a,LyzCre,1.676575148,0.4245950485,141,103,0.0003102924935,0.004487306829
Site,64864a4b76fc5cccc00f4e44f8dbcff4,Distal_Colon,-0.2280789919,0.06191718423,141,138,0.0003879807774,0.005402991567
Site,f745d265f36ea7eac26d97280e690796,Distal_Colon,0.6131321039,0.170109637,141,30,0.0005077510023,0.006818370602
Site,a5641950b2a3a47827849d91242f0ead,Distal_Colon,-0.3663417775,0.1031301961,141,136,0.0006047303153,0.007840641329
Line,6d5171bbc6ef97262119e6d152d82164,JJWT,-3.016059855,0.8310261016,141,40,0.000797080307,0.009667812756
Site,292a57429f3bed0adc53c07dc4c62c9f,Distal_Colon,-0.3991993126,0.1148077194,141,97,0.0007757658724,0.009667812756
