metadata,feature,value,coef,stderr,N,N.not.0,pval,qval
Line,5adc2daa2981bc07e21b14d53496ff67,Vil1Cre,-3.267850587,0.3759478373,137,37,1.88E-10,7.20E-08
Line,fbbeae3dceada6928b2cdc472f5d9901,Vil1Cre,4.198026239,0.7127324229,137,62,6.82E-07,8.73E-05
Sequencing_Run,6f0b4058c92e83c77533a218739a0e38,NovaSeq_Jan_Twenty,2.586071839,0.4388528723,137,28,6.68E-07,8.73E-05
Site,6d5171bbc6ef97262119e6d152d82164,Ileum,1.55858945,0.3017553918,137,89,1.47E-06,0.000140731168
Sequencing_Run,6f0b4058c92e83c77533a218739a0e38,NovaSeq_Mar_Twenty,3.724783529,0.7794251955,137,28,2.06E-05,0.001585123178
Site,2f65298490e0fe48b880145471ec54eb,Jejunum,0.6849415225,0.156464688,137,137,3.27E-05,0.002092533857
Site,48082d1ff66a9207ede6bf05e9846d6e,Ileum,-0.6765909162,0.1631183725,137,136,7.71E-05,0.003702636234
Site,76d6be90e19a660c9a84b35fa31d801c,Jejunum,-0.917772039,0.2194489576,137,71,6.76E-05,0.003702636234
Site,235c319ab46f87d377a28a34ba10bfa1,Ileum,-0.8675406101,0.2295605751,137,131,0.0002845789973,0.01098548364
Line,fbbeae3dceada6928b2cdc472f5d9901,JJWT,4.81501885,1.221407248,137,62,0.0003146883333,0.01098548364
Line,028e2c1b650e2e2b5847154a153e0166,LyzCre,1.384714611,0.3488890829,137,22,0.0002864759399,0.01098548364
Line,2f65298490e0fe48b880145471ec54eb,Vil1Cre,-1.781622236,0.4654277972,137,137,0.0004457231989,0.01379311206
Site,235c319ab46f87d377a28a34ba10bfa1,Jejunum,-0.8100826838,0.2280046565,137,131,0.0006140454967,0.01379311206
Line,89c209abd89a5232343a4c87c93cb4ea,JJWT,-3.924333413,1.041279593,137,112,0.0005288750199,0.01379311206
Line,292a57429f3bed0adc53c07dc4c62c9f,Vil1Cre,1.242993286,0.3260337675,137,33,0.0004862333596,0.01379311206
Line,762fd96b2d1336974fba68fedd33fefa,Vil1Cre,2.10610011,0.5690899317,137,32,0.0006465521279,0.01379311206
Line,6f0b4058c92e83c77533a218739a0e38,JJWT,-2.04450177,0.5519229458,137,28,0.0006337542449,0.01379311206
Line,eee9bab26577ab7978a3c7bb4a082922,LyzCre,-3.179675277,0.8502563895,137,63,0.0005755082802,0.01379311206
Line,ad4e760fa406db6470c29766422a47d2,Vil1Cre,1.369600225,0.3771694125,137,59,0.0007931078842,0.01602912776
Line,89c209abd89a5232343a4c87c93cb4ea,Vil1Cre,-2.15134807,0.6075312976,137,112,0.001034051498,0.01726416414
Sequencing_Run,76d6be90e19a660c9a84b35fa31d801c,NovaSeq_Jan_Twenty,3.15056222,0.8852869893,137,71,0.0009770230255,0.01726416414
Sequencing_Run,76d6be90e19a660c9a84b35fa31d801c,NovaSeq_Mar_Twenty,5.532936242,1.553491815,137,71,0.0009419423578,0.01726416414
Site,6f0b4058c92e83c77533a218739a0e38,Ileum,-0.5826318534,0.1712928011,137,28,0.001001769912,0.01726416414
Sequencing_Run,4c8288bfbd76958c0c094d87b97650f8,NovaSeq_Jan_Twenty,2.925563758,0.8448885078,137,57,0.001288212335,0.02030106054
Sequencing_Run,ad4e760fa406db6470c29766422a47d2,NovaSeq_Mar_Twenty,3.155714697,0.9200283671,137,59,0.001321683629,0.02030106054
Site,f5fb42e8863737981eb6e04a3de22e29,Jejunum,0.5609960316,0.1746170682,137,137,0.001832708399,0.02612292408
Sequencing_Run,46864a6aa122ecb439eb59a3c0542ee6,NovaSeq_Jan_Twenty,1.698417029,0.509080045,137,56,0.0018367681,0.02612292408
Line,48082d1ff66a9207ede6bf05e9846d6e,Vil1Cre,-1.16545839,0.3509531768,137,136,0.001976422442,0.02710522206
Line,c8433912bf1d2d7d9dd177739211ae41,Vil1Cre,1.388289913,0.4222990528,137,32,0.002113429571,0.02798472259
Line,f5fb42e8863737981eb6e04a3de22e29,Vil1Cre,-1.33602591,0.4126285304,137,137,0.002439037183,0.03121967595
Line,6d5171bbc6ef97262119e6d152d82164,Vil1Cre,-2.771629657,0.8651511701,137,89,0.002679706027,0.03319377788
Sequencing_Run,4c8288bfbd76958c0c094d87b97650f8,NovaSeq_Mar_Twenty,4.654068767,1.481476679,137,57,0.003103509411,0.03724211293
Line,ad4e760fa406db6470c29766422a47d2,JJWT,-2.015105684,0.648120912,137,59,0.003422800303,0.03982894898
Line,a30dd65fa0f17c9ffe88b70cc66d024b,Vil1Cre,-0.9904518148,0.3216372464,137,30,0.003767456634,0.04255009846
Line,204736c3bd4a4c1f840e9fc99a5155d2,JJWT,1.513268997,0.4948821742,137,47,0.003980863685,0.04367576157
Line,e8ed0e081283c5963ce9860944f651c6,Vil1Cre,1.116806955,0.3699859654,137,69,0.004436130622,0.04731872663
Site,9ff8565480eb4d1ae1feec02a0dfce35,Ileum,0.7370914977,0.2538503575,137,121,0.0046559643,0.04832135922
Line,a172874a13d3e6df1391f0797d95d6bc,Vil1Cre,0.9252914623,0.3117396402,137,29,0.005051214925,0.05104385609
Sequencing_Run,c8433912bf1d2d7d9dd177739211ae41,NovaSeq_Mar_Twenty,3.010325368,1.024243242,137,32,0.005263202176,0.05182229834
Site,c42634f8d1aad4956aa9638465e86565,Jejunum,0.5369359354,0.1890129693,137,137,0.005588778747,0.05234368387
Line,2e11ee45d4ccab0775222da825d3bd42,LyzCre,-1.047741664,0.3563628763,137,96,0.005500114361,0.05234368387
Line,76d6be90e19a660c9a84b35fa31d801c,JJWT,-3.213702161,1.111372766,137,71,0.006152698781,0.05617601058
Site,6f0b4058c92e83c77533a218739a0e38,Jejunum,-0.475909799,0.1700790271,137,28,0.006290542851,0.05617601058
Line,5b74065cc4963be8f6447b2c9ffcbc87,Vil1Cre,1.501715869,0.5237084786,137,21,0.006563513864,0.05728157554
Line,4c8288bfbd76958c0c094d87b97650f8,JJWT,-2.989211954,1.060533387,137,57,0.007449139363,0.06270415604
Site,a172874a13d3e6df1391f0797d95d6bc,Jejunum,-0.4883473441,0.1793356382,137,29,0.007770331165,0.06270415604
Line,76d6be90e19a660c9a84b35fa31d801c,Vil1Cre,1.827055034,0.6488032946,137,71,0.007513384867,0.06270415604
Sequencing_Run,46864a6aa122ecb439eb59a3c0542ee6,NovaSeq_Mar_Twenty,2.511275535,0.900003858,137,56,0.007838019505,0.06270415604
Line,49e9cee41713f4c00f8b171ecaff09b5,Vil1Cre,0.9133845192,0.3297458849,137,38,0.008474286252,0.06641073308
Sequencing_Run,c8433912bf1d2d7d9dd177739211ae41,NovaSeq_Jan_Twenty,1.589093699,0.5764174956,137,32,0.008748342537,0.06718727068
Site,f745d265f36ea7eac26d97280e690796,Jejunum,0.6301906168,0.2371664595,137,82,0.009347661341,0.07038239128
Line,46864a6aa122ecb439eb59a3c0542ee6,Vil1Cre,1.009098727,0.3730164118,137,56,0.009971021484,0.07224287264
Line,6f0b4058c92e83c77533a218739a0e38,LyzCre,0.9296463265,0.3437965569,137,28,0.009941066853,0.07224287264
Site,f0deb5bac19f248fce27d93d918d3464,Jejunum,0.3926021436,0.1519654566,137,32,0.01140788679,0.0811227505
Line,861fb4882b4c65b68e5998bb89ad59e8,Vil1Cre,0.9259179726,0.3538931338,137,21,0.01246904096,0.08550199516
Line,46864a6aa122ecb439eb59a3c0542ee6,JJWT,-1.677674557,0.6398099602,137,56,0.01225008496,0.08550199516
Site,3bffd5a2b1cf48b46d1e51628c3551fc,Jejunum,0.3929528642,0.1546629338,137,109,0.01281075903,0.08630406085
Line,f745d265f36ea7eac26d97280e690796,LyzCre,-2.28265239,0.881277891,137,82,0.01328972658,0.08649584754
Line,6f0b4058c92e83c77533a218739a0e38,Vil1Cre,0.8349860732,0.3215196307,137,28,0.01310188718,0.08649584754
Site,b3ef12a80d40902556c2fd4de5924438,Jejunum,0.4689315105,0.1860619328,137,88,0.0135229945,0.08654716482
Site,6d5171bbc6ef97262119e6d152d82164,Jejunum,0.7393574631,0.2994382365,137,89,0.01546563712,0.09735745337
Line,c8433912bf1d2d7d9dd177739211ae41,JJWT,-1.823954547,0.7249822417,137,32,0.01593931503,0.09872091889
Sequencing_Run,5ae5ad642b9c2cc68c4fc59e4902ff63,NovaSeq_Jan_Twenty,-2.380911497,0.953493139,137,135,0.01675238773,0.1021097919
Sex,204736c3bd4a4c1f840e9fc99a5155d2,Male,0.5405185297,0.2169623116,137,47,0.0170421253,0.1022527518
Line,5ae5ad642b9c2cc68c4fc59e4902ff63,JJWT,2.963275914,1.196368751,137,135,0.01757483093,0.1022535618
Site,76d6be90e19a660c9a84b35fa31d801c,Ileum,-0.5360290295,0.2211519329,137,71,0.01738355464,0.1022535618
Line,6d5171bbc6ef97262119e6d152d82164,JJWT,-3.63453806,1.482079442,137,89,0.01866893688,0.106998086
Line,b3111baca54677926264de26b4a9bf7a,Vil1Cre,1.422363331,0.5886671561,137,59,0.0203489662,0.1149118091
Site,2f65298490e0fe48b880145471ec54eb,Ileum,0.3678915724,0.1576797778,137,137,0.02189779375,0.12012504
Sequencing_Run,5adc2daa2981bc07e21b14d53496ff67,NovaSeq_Mar_Twenty,-2.203839561,0.9251085132,137,37,0.0218384844,0.12012504
Site,204736c3bd4a4c1f840e9fc99a5155d2,Jejunum,-0.3769420967,0.1633716844,137,47,0.02335874694,0.1263346313
Sequencing_Run,89c209abd89a5232343a4c87c93cb4ea,NovaSeq_Jan_Twenty,1.936557429,0.8290440066,137,112,0.02462350385,0.1296775997
Sequencing_Run,7186c67c129c329bce7d6c988267b231,NovaSeq_Jan_Twenty,-0.9302662792,0.3983679048,137,28,0.02465225203,0.1296775997
Sex,2f65298490e0fe48b880145471ec54eb,Male,-0.810418663,0.3499382747,137,137,0.02576621915,0.1320614199
Sequencing_Run,bbf6f74f140636ff3f33ef2bc3d892a3,NovaSeq_Mar_Twenty,-2.654812679,1.148747547,137,77,0.0259390332,0.1320614199
Site,eee9bab26577ab7978a3c7bb4a082922,Jejunum,0.4702232763,0.2078596169,137,63,0.02613715603,0.1320614199
Site,7186c67c129c329bce7d6c988267b231,Jejunum,0.3721330737,0.1655311303,137,28,0.02701839791,0.1347411013
Sequencing_Run,f5bf4e20e8a4c371b702c2cf491f56e8,NovaSeq_Mar_Twenty,2.652658484,1.169434218,137,26,0.02853063528,0.1404585121
Line,204736c3bd4a4c1f840e9fc99a5155d2,Vil1Cre,0.6395190484,0.2881525466,137,47,0.03233150161,0.1551912077
Sequencing_Run,7186c67c129c329bce7d6c988267b231,NovaSeq_Mar_Twenty,-1.570433615,0.7095141026,137,28,0.03217227496,0.1551912077
Line,b3111baca54677926264de26b4a9bf7a,LyzCre,1.356920064,0.6266731849,137,59,0.03635241548,0.1723373771
Sex,ad4e760fa406db6470c29766422a47d2,Male,0.6124296946,0.2840731982,137,59,0.0371135104,0.1737998536
Line,6d5171bbc6ef97262119e6d152d82164,LyzCre,-1.956967304,0.9218787344,137,89,0.04000161501,0.1808168826
Site,ad4e760fa406db6470c29766422a47d2,Jejunum,-0.4791303859,0.2299500716,137,59,0.04002457036,0.1808168826
Line,a5641950b2a3a47827849d91242f0ead,JJWT,-1.206704005,0.5663857155,137,89,0.03931554013,0.1808168826
Site,5ae5ad642b9c2cc68c4fc59e4902ff63,Jejunum,0.3883644572,0.1868542295,137,135,0.040568923,0.1811449585
Site,2e11ee45d4ccab0775222da825d3bd42,Jejunum,-0.3107575194,0.1500321803,137,96,0.04127913351,0.1821975548
Sequencing_Run,204736c3bd4a4c1f840e9fc99a5155d2,NovaSeq_Jan_Twenty,-0.821923712,0.3933381919,137,47,0.04319208306,0.1884745443
Line,a172874a13d3e6df1391f0797d95d6bc,JJWT,1.114714896,0.5354484795,137,29,0.04373517748,0.1887000916
Line,fbbeae3dceada6928b2cdc472f5d9901,LyzCre,1.55965357,0.7599254216,137,62,0.04664800027,0.1947046968
Sequencing_Run,ad4e760fa406db6470c29766422a47d2,NovaSeq_Jan_Twenty,1.059461806,0.514893597,137,59,0.04617261651,0.1947046968
Line,eee9bab26577ab7978a3c7bb4a082922,Vil1Cre,-1.644503703,0.7989545297,137,63,0.04613873969,0.1947046968
Sequencing_Run,89c209abd89a5232343a4c87c93cb4ea,NovaSeq_Mar_Twenty,2.961625827,1.459502731,137,112,0.04885030451,0.2017044831
Line,3bffd5a2b1cf48b46d1e51628c3551fc,Vil1Cre,-1.19744071,0.5967394191,137,109,0.05161791247,0.2108646637
Sequencing_Run,a172874a13d3e6df1391f0797d95d6bc,NovaSeq_Jan_Twenty,-0.8449033507,0.4255424295,137,29,0.05399404878,0.2182496287
Site,a589fa026973c67d0f1c7b741d85b90c,Jejunum,0.3604407733,0.1855493111,137,135,0.05524245308,0.218691773
Line,89c209abd89a5232343a4c87c93cb4ea,LyzCre,-1.281480147,0.6479225271,137,112,0.05481167088,0.218691773
