"","metadata","feature","value","coef","stderr","N","N.not.0","pval","qval"
"155","Site","1e65ef9ba16ebcd3b8413c31e58cada1","Duodenum",-0.328442371367731,0.192421349603735,278,226,0.0892108863202454,0.202834764444383
"156","Site","a589fa026973c67d0f1c7b741d85b90c","Cecum",0.304783781211323,0.182360331850507,278,276,0.096040347710999,0.216095607186932
"158","Site","c42634f8d1aad4956aa9638465e86565","Proximal_Colon",-0.351586433128002,0.213198883089047,278,274,0.100516504578637,0.221136310073001
"159","Site","292a57429f3bed0adc53c07dc4c62c9f","Proximal_Colon",0.311765664718726,0.189014235734183,278,130,0.100449764615449,0.221136310073001
"160","Site","f5bf4e20e8a4c371b702c2cf491f56e8","Ileum",-0.425015554112842,0.258484679748858,278,96,0.101512347411799,0.222437414647368
"161","Site","7186c67c129c329bce7d6c988267b231","Ileum",-0.259374300134142,0.159813296297725,278,81,0.105981722304032,0.231309314552451
"163","Site","b3ef12a80d40902556c2fd4de5924438","Cecum",-0.309854479591264,0.206120965901148,278,109,0.134166824046835,0.280577008462962
"164","Site","76d6be90e19a660c9a84b35fa31d801c","Proximal_Colon",-0.379917501966196,0.252265899253577,278,211,0.133456723529918,0.280577008462962
"167","Site","6f0b4058c92e83c77533a218739a0e38","Cecum",-0.298628291961873,0.205127161056859,278,47,0.146828658429636,0.302456037963669
"168","Site","235c319ab46f87d377a28a34ba10bfa1","Cecum",-0.259636207961861,0.179785088829228,278,270,0.150082771605586,0.303181053518202
"169","Site","89c209abd89a5232343a4c87c93cb4ea","Cecum",-0.501776633856498,0.3477042877787,278,144,0.150373080182519,0.303181053518202
"170","Site","9ff8565480eb4d1ae1feec02a0dfce35","Jejunum",0.398102469946373,0.275941787327847,278,241,0.150488050200853,0.303181053518202
"171","Site","1e65ef9ba16ebcd3b8413c31e58cada1","Jejunum",-0.272626560132495,0.188744960312931,278,226,0.150005611346592,0.303181053518202
"173","Site","64864a4b76fc5cccc00f4e44f8dbcff4","Cecum",0.228078991898855,0.162088567631741,278,230,0.160762938899743,0.317764633660012
"174","Site","04af8257d41718f9636b8bbc789b0fcf","Duodenum",0.237032923540392,0.171009328233424,278,261,0.167085407762357,0.325420435691106
"175","Site","04af8257d41718f9636b8bbc789b0fcf","Cecum",-0.231047413963355,0.167682077860804,278,261,0.169599687786082,0.328450099585722
"176","Site","2f65298490e0fe48b880145471ec54eb","Proximal_Colon",-0.326693770871598,0.243229953197548,278,278,0.180569682870879,0.344837936038136
"177","Site","b3ef12a80d40902556c2fd4de5924438","Proximal_Colon",-0.272624168084012,0.206120965901148,278,109,0.187291501890681,0.355208020827153
"178","Site","7186c67c129c329bce7d6c988267b231","Jejunum",-0.204013391983466,0.158865770530379,278,81,0.200388892468079,0.376156624086838
"179","Site","bbf6f74f140636ff3f33ef2bc3d892a3","Cecum",-0.24817718329978,0.193665680188883,278,192,0.201342127240301,0.37666044211621
"180","Site","028e2c1b650e2e2b5847154a153e0166","Proximal_Colon",-0.260861284200373,0.211251157387561,278,31,0.218171240784396,0.39899443680424
"181","Site","1e65ef9ba16ebcd3b8413c31e58cada1","Cecum",0.232974749354183,0.188744960312931,278,226,0.218358773596502,0.39899443680424
"182","Site","762fd96b2d1336974fba68fedd33fefa","Cecum",-0.30574818941883,0.249925282981342,278,150,0.22246721434779,0.403818375878827
"183","Site","3bffd5a2b1cf48b46d1e51628c3551fc","Cecum",-0.202860219407008,0.172310590250091,278,193,0.240316598984517,0.423635030261167
"184","Site","04af8257d41718f9636b8bbc789b0fcf","Ileum",0.197976096225153,0.168748139312677,278,261,0.241947690719701,0.424741507018603
"185","Site","eee9bab26577ab7978a3c7bb4a082922","Proximal_Colon",-0.317818671470879,0.272102765228096,278,115,0.244033302214324,0.424741507018603
"186","Site","48082d1ff66a9207ede6bf05e9846d6e","Jejunum",0.171538147586359,0.147668193208806,278,277,0.246606031590818,0.427266667645366
"188","Site","f5bf4e20e8a4c371b702c2cf491f56e8","Cecum",0.295106142491434,0.256857804144582,278,96,0.251808240333143,0.431447140757721
"189","Site","ad4e760fa406db6470c29766422a47d2","Proximal_Colon",-0.295854170569822,0.258472111665141,278,187,0.253570084382174,0.433116603758371
"191","Site","9ff8565480eb4d1ae1feec02a0dfce35","Duodenum",0.308101698347201,0.281478102871543,278,241,0.274862713858449,0.4623073168873
"192","Site","b3111baca54677926264de26b4a9bf7a","Cecum",0.216584071844118,0.198225386747622,278,162,0.275726236744169,0.462345823808821
"193","Site","6d5171bbc6ef97262119e6d152d82164","Cecum",-0.314096272947929,0.29229784519459,278,129,0.283710716565848,0.468591273607256
"194","Site","a30dd65fa0f17c9ffe88b70cc66d024b","Proximal_Colon",-0.189767000595765,0.177593730369617,278,32,0.286413848853009,0.471639571464536
"195","Site","7186c67c129c329bce7d6c988267b231","Proximal_Colon",0.162746383445145,0.158865770530379,278,81,0.306726851330135,0.502082643546353
"196","Site","64864a4b76fc5cccc00f4e44f8dbcff4","Proximal_Colon",0.165711091686427,0.162088567631741,278,230,0.307708080309465,0.502194196350759
"197","Site","49e9cee41713f4c00f8b171ecaff09b5","Cecum",0.1778940471746,0.174924731005464,278,148,0.310251049384093,0.503357159767702
"200","Site","b3111baca54677926264de26b4a9bf7a","Proximal_Colon",0.187546585401187,0.198225386747622,278,162,0.345093896893239,0.542290409403662
