"","metadata","feature","value","coef","stderr","N","N.not.0","pval","qval"
"1","Site","f5fb42e8863737981eb6e04a3de22e29","Jejunum",2.51868545691888,0.197346527401192,278,277,0.000000000000000000000000000191140746186549,0.000000000000000000000000105127410402602
"2","Site","b92f84c206887ecd667f142dd3606ac3","Jejunum",-2.55448965734167,0.20797501483676,278,147,0.00000000000000000000000000643394118494189,0.00000000000000000000000176933382585902
"3","Site","76d6be90e19a660c9a84b35fa31d801c","Jejunum",-2.83439427137509,0.252265899253576,278,211,0.0000000000000000000000144510884602361,0.00000000000000000000264936621770995
"4","Site","b92f84c206887ecd667f142dd3606ac3","Ileum",-2.29854662108604,0.209176810019154,278,147,0.0000000000000000000000832007462141439,0.0000000000000000000114401026044448
"5","Site","b92f84c206887ecd667f142dd3606ac3","Duodenum",-2.17942057088158,0.211757257097792,278,147,0.0000000000000000000117889518139829,0.00000000000000000129678469953811
"6","Site","a172874a13d3e6df1391f0797d95d6bc","Jejunum",-1.87127449769802,0.191073363656423,278,142,0.000000000000000000418309342903387,0.0000000000000000383450230994772
"7","Site","f5fb42e8863737981eb6e04a3de22e29","Duodenum",1.94779706642338,0.201101696977727,278,277,0.000000000000000000867135560233831,0.0000000000000000681320797326581
"8","Site","76d6be90e19a660c9a84b35fa31d801c","Ileum",-2.423035209084,0.253822537064946,278,211,0.00000000000000000228424971876457,0.000000000000000157042168165064
"9","Site","f5fb42e8863737981eb6e04a3de22e29","Ileum",1.84315519895862,0.198544891005119,278,277,0.000000000000000013938418073174,0.000000000000000851792215582854
"10","Site","87ab9c664033e00f6b64f2afc71a6d90","Jejunum",-1.36980668716054,0.147888890457803,278,39,0.000000000000000016054661126543,0.000000000000000883006361959867
"11","Site","64864a4b76fc5cccc00f4e44f8dbcff4","Jejunum",-1.43312579978685,0.162088567631741,278,230,0.000000000000000271726805659606,0.0000000000000135863402829803
"12","Site","ad4e760fa406db6470c29766422a47d2","Jejunum",-2.25840729363199,0.258472111665141,278,187,0.000000000000000534920997571708,0.0000000000000245172123887033
"13","Site","3bffd5a2b1cf48b46d1e51628c3551fc","Jejunum",1.46713963442437,0.172310590250091,278,193,0.00000000000000235568213053838,0.0000000000000996634747535469
"14","Site","87ab9c664033e00f6b64f2afc71a6d90","Ileum",-1.23662458040259,0.148746394728668,278,39,0.00000000000000857595567682789,0.00000000000033691254444681
"15","Site","84a1034f71767fa92491aebf1bdf7fdc","Jejunum",-1.27594571221762,0.154539386810836,278,228,0.0000000000000125777376582569,0.000000000000461183714136087
"16","Site","a5641950b2a3a47827849d91242f0ead","Jejunum",-1.47333728122211,0.178713071772872,278,225,0.0000000000000135346667438389,0.000000000000465254169319463
"17","Site","64864a4b76fc5cccc00f4e44f8dbcff4","Duodenum",-1.35444582248821,0.165201734389247,278,230,0.0000000000000178816176066539,0.000000000000578522922568213
"18","Site","6d5171bbc6ef97262119e6d152d82164","Ileum",2.3748386452554,0.29414724535928,278,129,0.0000000000000403390762288121,0.00000000000123258288476926
"19","Site","762fd96b2d1336974fba68fedd33fefa","Jejunum",-2.00232479995818,0.249925282981342,278,150,0.0000000000000596786151990851,0.00000000000172753886102615
"20","Site","89c209abd89a5232343a4c87c93cb4ea","Jejunum",2.75396631282599,0.3477042877787,278,144,0.000000000000106487978858469,0.0000000000029284194186079
"21","Site","87ab9c664033e00f6b64f2afc71a6d90","Duodenum",-1.17127831647855,0.15058679198952,278,39,0.000000000000253752483799496,0.0000000000066458983852249
"22","Site","ad4e760fa406db6470c29766422a47d2","Ileum",-1.97892527752471,0.259916516071186,278,187,0.000000000000706014977723015,0.0000000000176503744430754
"23","Site","c8433912bf1d2d7d9dd177739211ae41","Jejunum",-2.09011267717943,0.27532454626055,278,149,0.000000000000820120588673062,0.0000000000196115792943558
"24","Site","f9130f059b9380b9961aef118b3a529e","Jejunum",-1.2555823285312,0.166034657882927,278,239,0.000000000000983031946511942,0.0000000000225278154408987
"25","Site","76d6be90e19a660c9a84b35fa31d801c","Duodenum",-1.9300747816139,0.257136928642925,278,211,0.00000000000137545153233047,0.0000000000302599337112703
"26","Site","2f65298490e0fe48b880145471ec54eb","Jejunum",1.8185406845128,0.243229953197548,278,278,0.00000000000166117153101905,0.000000000035140167002326
"27","Site","c42634f8d1aad4956aa9638465e86565","Jejunum",1.57359729807745,0.213198883089047,278,274,0.00000000000298275593994763,0.0000000000607598432211554
"28","Site","5ae5ad642b9c2cc68c4fc59e4902ff63","Jejunum",1.36489913692517,0.187592955124915,278,270,0.00000000000561208697963705,0.000000000110237422814299
"29","Site","e8ed0e081283c5963ce9860944f651c6","Jejunum",-1.3162222713947,0.181496312003415,278,200,0.00000000000646102987194854,0.000000000122536773433507
"30","Site","a172874a13d3e6df1391f0797d95d6bc","Duodenum",-1.35523952545937,0.19477691294825,278,142,0.0000000000366351588818025,0.000000000671644579499713
"31","Site","ad4e760fa406db6470c29766422a47d2","Duodenum",-1.78329390446102,0.263031154822882,278,187,0.000000000101288751656657,0.00000000179705849713423
"32","Site","762fd96b2d1336974fba68fedd33fefa","Ileum",-1.70398025314895,0.25147545338472,278,150,0.000000000105600403921134,0.0000000018150069423945
"33","Site","64864a4b76fc5cccc00f4e44f8dbcff4","Ileum",-1.10326739511681,0.163082938395609,278,230,0.000000000112401696053084,0.00000000187336160088473
"34","Site","46864a6aa122ecb439eb59a3c0542ee6","Jejunum",-1.31130858420491,0.195462270089677,278,179,0.000000000155409053436785,0.00000000251396998206565
"35","Site","f9130f059b9380b9961aef118b3a529e","Ileum",-1.11181815585514,0.167043094330347,278,239,0.000000000209344144282758,0.0000000032896936958719
"36","Site","f9130f059b9380b9961aef118b3a529e","Duodenum",-1.12267278102939,0.169194617778563,278,239,0.000000000233999700257514,0.00000000357499542060091
"37","Site","49e9cee41713f4c00f8b171ecaff09b5","Jejunum",-1.15717290135014,0.174924731005464,278,148,0.000000000264373012670373,0.00000000392986910726229
"38","Site","c8433912bf1d2d7d9dd177739211ae41","Ileum",-1.82547912934098,0.276887685134876,278,149,0.000000000298391063605391,0.0000000043188180258675
"39","Site","a5641950b2a3a47827849d91242f0ead","Duodenum",-1.19246260258409,0.182064973577032,278,225,0.000000000379912702486535,0.00000000535774324019472
"40","Site","b3ef12a80d40902556c2fd4de5924438","Jejunum",1.34883206958649,0.206120965901148,278,109,0.000000000396702824453181,0.00000000545466383623124
"41","Site","f745d265f36ea7eac26d97280e690796","Jejunum",1.94819094294891,0.299980672863032,278,112,0.000000000522986382228392,0.00000000701567098111258
"42","Site","89c209abd89a5232343a4c87c93cb4ea","Duodenum",2.27655460937657,0.354075854649626,278,144,0.000000000743540389430102,0.00000000973683843301324
"43","Site","762fd96b2d1336974fba68fedd33fefa","Duodenum",-1.63005418821149,0.254773893629836,278,150,0.000000000889787226406435,0.0000000113809994075242
"44","Site","a5641950b2a3a47827849d91242f0ead","Ileum",-1.13901118476812,0.179781269812622,278,225,0.00000000125936563083731,0.0000000157420703854664
"45","Site","a172874a13d3e6df1391f0797d95d6bc","Ileum",-1.19177565398769,0.192257340193042,278,142,0.00000000266444874635576,0.0000000325654846776815
"46","Site","2f65298490e0fe48b880145471ec54eb","Ileum",1.50331908815815,0.244730417492272,278,278,0.0000000036057586182656,0.0000000431123313053495
"47","Site","3bffd5a2b1cf48b46d1e51628c3551fc","Duodenum",1.07351107192487,0.175741241926288,278,193,0.00000000434424429775114,0.0000000508369013566623
"48","Site","84a1034f71767fa92491aebf1bdf7fdc","Duodenum",-0.953114990064031,0.157561745731718,278,228,0.00000000596428551915046,0.0000000683407715735991
"49","Site","c8433912bf1d2d7d9dd177739211ae41","Duodenum",-1.66099783026782,0.280251563923118,278,149,0.0000000113041470217123,0.000000126883282896771
"50","Site","89c209abd89a5232343a4c87c93cb4ea","Ileum",2.05975984225732,0.349730300585092,278,144,0.000000013875427169154,0.000000152629698860694
"51","Site","c42634f8d1aad4956aa9638465e86565","Ileum",1.25710944162433,0.214567751360865,278,274,0.0000000163450030690532,0.00000017626964094077
"52","Site","6f0b4058c92e83c77533a218739a0e38","Duodenum",1.19435379898547,0.209161787740551,278,47,0.0000000351836272731837,0.000000372134519235597
"53","Site","5ae5ad642b9c2cc68c4fc59e4902ff63","Ileum",1.03504515220579,0.188797273171357,278,270,0.00000011182652335204,0.00000113897384895597
"54","Site","e8ed0e081283c5963ce9860944f651c6","Duodenum",-1.00511651125423,0.185009516957583,278,200,0.000000142593492336756,0.00000142593492336756
"55","Site","49e9cee41713f4c00f8b171ecaff09b5","Duodenum",-0.964948259007275,0.178249093228582,278,148,0.000000156642235482517,0.00000153845052706044
"56","Site","6d5171bbc6ef97262119e6d152d82164","Jejunum",1.56374149748097,0.29229784519459,278,129,0.000000215497471847402,0.00000207936157045739
"57","Site","b3ef12a80d40902556c2fd4de5924438","Ileum",1.08353885380903,0.207384139706158,278,109,0.000000395307740895438,0.00000374860788780157
"58","Site","46864a6aa122ecb439eb59a3c0542ee6","Duodenum",-1.03773489962149,0.199133818211267,278,179,0.000000420291060585327,0.00000391796751393102
"59","Site","5ae5ad642b9c2cc68c4fc59e4902ff63","Duodenum",0.993580032072194,0.19134852859926,278,270,0.000000461782577928628,0.00000423300696434575
"60","Site","3bffd5a2b1cf48b46d1e51628c3551fc","Ileum",0.898081888275186,0.173410135712888,278,193,0.000000493077775552354,0.00000444578322219336
"61","Site","a30dd65fa0f17c9ffe88b70cc66d024b","Jejunum",0.885181671481791,0.177593730369617,278,32,0.00000123662533741911,0.0000107959354854049
"62","Site","49e9cee41713f4c00f8b171ecaff09b5","Ileum",-0.870216022989427,0.175985487068498,278,148,0.00000148303121825918,0.0000125487256929623
"63","Site","bbf6f74f140636ff3f33ef2bc3d892a3","Jejunum",-0.938571927633658,0.193665680188883,278,192,0.00000233780510765132,0.0000194817092304277
"64","Site","292a57429f3bed0adc53c07dc4c62c9f","Jejunum",-0.89658685808425,0.189014235734183,278,130,0.00000372360634668466,0.0000296809201547328
"65","Site","4c8288bfbd76958c0c094d87b97650f8","Duodenum",1.28069959118108,0.272802117857463,278,90,0.00000462312856306823,0.0000363245815669647
"66","Site","bbf6f74f140636ff3f33ef2bc3d892a3","Duodenum",-0.918047115299048,0.197514914345681,278,192,0.00000569513049612357,0.0000441172080685629
"67","Site","c42634f8d1aad4956aa9638465e86565","Duodenum",1.00434902363606,0.217467549286892,278,274,0.00000648952545053758,0.0000488936849013106
"68","Site","028e2c1b650e2e2b5847154a153e0166","Jejunum",0.97575625173519,0.211251157387561,278,31,0.00000647290367064906,0.0000488936849013106
"69","Site","e8ed0e081283c5963ce9860944f651c6","Ileum",-0.831603571127329,0.18261929412147,278,200,0.00000860639805219982,0.0000636524517558387
"70","Site","84a1034f71767fa92491aebf1bdf7fdc","Ileum",-0.707864792883503,0.155506422138812,278,228,0.0000086798797848871,0.0000636524517558387
"71","Site","a589fa026973c67d0f1c7b741d85b90c","Jejunum",0.829282792702302,0.182360331850507,278,276,0.0000088506907284576,0.0000640510513243642
"72","Site","5adc2daa2981bc07e21b14d53496ff67","Jejunum",1.33103507377196,0.29692152917351,278,46,0.0000117076412128562,0.0000836260086632586
"73","Site","5adc2daa2981bc07e21b14d53496ff67","Ileum",1.33363433364528,0.298660138780733,278,46,0.0000126037405726808,0.0000888725296791593
"74","Site","2f65298490e0fe48b880145471ec54eb","Duodenum",1.09814309957866,0.247925317985795,278,278,0.0000146989304021196,0.0000971878009570039
"75","Site","235c319ab46f87d377a28a34ba10bfa1","Duodenum",0.812962233906097,0.183306798501136,278,270,0.0000143641289865336,0.0000971878009570039
"76","Site","eee9bab26577ab7978a3c7bb4a082922","Jejunum",1.20496435653867,0.272102765228096,278,115,0.0000147891993729084,0.0000971878009570039
"77","Site","4fdd9f8b9aac094acd93155a17435a7f","Ileum",-0.756951500461038,0.170535983552517,278,46,0.0000141410178783963,0.0000971878009570039
"78","Site","4fdd9f8b9aac094acd93155a17435a7f","Jejunum",-0.750898857496469,0.169495825720951,278,46,0.0000146701596345088,0.0000971878009570039
"79","Site","bbf6f74f140636ff3f33ef2bc3d892a3","Ileum",-0.848144059556387,0.194899182692199,278,192,0.0000204650315527409,0.000132420792400088
"80","Site","4c8288bfbd76958c0c094d87b97650f8","Ileum",1.16387848100814,0.269264210148894,278,90,0.0000231218070544188,0.000147872021859655
"81","Site","5adc2daa2981bc07e21b14d53496ff67","Duodenum",1.30338360831537,0.30238691256982,278,46,0.000024269229914415,0.000153426166125612
"82","Site","46864a6aa122ecb439eb59a3c0542ee6","Ileum",-0.844482219820768,0.196632502007457,278,179,0.0000259450250313443,0.000162156406445902
"83","Site","2ce5f984c303607afe63f839e492f57b","Jejunum",-0.728828428126826,0.169850664309803,278,273,0.0000263767345928607,0.000163002292427791
"84","Site","f745d265f36ea7eac26d97280e690796","Duodenum",1.29514078444063,0.305909433988681,278,112,0.0000334126461514275,0.000204188393147612
"85","Site","b3ef12a80d40902556c2fd4de5924438","Duodenum",0.877215643050522,0.210076060041884,278,109,0.0000423691113379551,0.00025607704654808
"86","Site","292a57429f3bed0adc53c07dc4c62c9f","Ileum",-0.789425589718734,0.190179077428343,278,130,0.0000469078598470267,0.000277412074364137
"87","Site","4c8288bfbd76958c0c094d87b97650f8","Jejunum",1.0942746977731,0.267601069193371,278,90,0.0000601849885482504,0.000344809830224351
"88","Site","f5fb42e8863737981eb6e04a3de22e29","Cecum",0.794919921171097,0.197346527401192,278,277,0.0000768548893288695,0.000435775145679157
"89","Site","fbbeae3dceada6928b2cdc472f5d9901","Jejunum",1.05440357602243,0.271171953646923,278,121,0.000132720486697406,0.000744859874322179
"90","Site","2ce5f984c303607afe63f839e492f57b","Ileum",-0.661239824463534,0.170923276525505,278,273,0.000143135730717453,0.000795198503985852
"91","Site","7186c67c129c329bce7d6c988267b231","Cecum",0.609834263128605,0.158865770530379,278,81,0.000160532318426126,0.000882927751343694
"92","Site","b3111baca54677926264de26b4a9bf7a","Duodenum",-0.769060698033089,0.20214503598648,278,162,0.00018285562333681,0.000987451500988135
"93","Site","028e2c1b650e2e2b5847154a153e0166","Ileum",0.808615684665906,0.212565034991794,278,31,0.000183127369274163,0.000987451500988135
"94","Site","48082d1ff66a9207ede6bf05e9846d6e","Cecum",-0.558967762411682,0.147668193208806,278,277,0.000196783548290064,0.00105078593747122
"95","Site","84a1034f71767fa92491aebf1bdf7fdc","Cecum",0.579876588263984,0.154539386810836,278,228,0.000222811690624015,0.00117833105618469
"96","Site","f745d265f36ea7eac26d97280e690796","Ileum",1.10793664449989,0.301879545514452,278,112,0.000302397763860049,0.00156904500116063
"97","Site","9ff8565480eb4d1ae1feec02a0dfce35","Ileum",1.01654765218496,0.277717512336113,278,241,0.000313547844809528,0.00160363811298
"98","Site","028e2c1b650e2e2b5847154a153e0166","Duodenum",0.786779822591615,0.215359714663947,278,31,0.000321530897071127,0.00162240360907449
"99","Site","292a57429f3bed0adc53c07dc4c62c9f","Duodenum",-0.692662764724316,0.192659664477895,278,130,0.000397638312367179,0.00197027992614368
"100","Site","204736c3bd4a4c1f840e9fc99a5155d2","Cecum",0.530204959179882,0.147612579149682,278,106,0.000402748647336629,0.00197778353602809
"101","Site","6f0b4058c92e83c77533a218739a0e38","Jejunum",0.729449267331263,0.205127161056859,278,47,0.000458358258563187,0.0022309472761925
"102","Site","a30dd65fa0f17c9ffe88b70cc66d024b","Ileum",0.624438865524746,0.178661109870963,278,32,0.000569952467117861,0.00272585962534629
"103","Site","7186c67c129c329bce7d6c988267b231","Duodenum",-0.559257845626051,0.161839572567883,278,81,0.000654807420472917,0.00310469035569055
"104","Site","c42634f8d1aad4956aa9638465e86565","Cecum",-0.726656220685993,0.213198883089047,278,274,0.000773755282316767,0.00363731115618993
"105","Site","4fdd9f8b9aac094acd93155a17435a7f","Duodenum",-0.585936791050005,0.1727522478749,278,46,0.000819049011672334,0.00381760132559139
"106","Site","a589fa026973c67d0f1c7b741d85b90c","Ileum",0.616168420167636,0.18350560270156,278,276,0.00092172462592663,0.0042347116396901
"107","Site","eee9bab26577ab7978a3c7bb4a082922","Ileum",0.902397073276148,0.273841097067789,278,115,0.00114119507953053,0.00518725036150241
"108","Site","a30dd65fa0f17c9ffe88b70cc66d024b","Duodenum",0.592850737472444,0.180941452789133,278,32,0.00121557483520816,0.00548005048659417
"109","Site","5ae5ad642b9c2cc68c4fc59e4902ff63","Cecum",0.61143359069829,0.187592955124915,278,270,0.00128878015366335,0.00576283808548652
"110","Site","2ce5f984c303607afe63f839e492f57b","Duodenum",-0.562193008731221,0.173200321162461,278,273,0.00134791879995955,0.00597867209659477
"111","Site","2ce5f984c303607afe63f839e492f57b","Cecum",0.543771791128125,0.169850664309803,278,273,0.00156381259529997,0.00688077541931985
"112","Site","fbbeae3dceada6928b2cdc472f5d9901","Duodenum",0.861002276278777,0.276578743145684,278,121,0.00209036410321914,0.00891240509124442
"113","Site","4fdd9f8b9aac094acd93155a17435a7f","Cecum",0.52392075861426,0.169495825720951,278,46,0.00224487562110854,0.00942505031763126
"114","Site","6f0b4058c92e83c77533a218739a0e38","Ileum",0.625874348284413,0.206418784002848,278,47,0.0027118990371072,0.0112146200782629
"115","Site","f5bf4e20e8a4c371b702c2cf491f56e8","Jejunum",-0.756219647256684,0.256857804144582,278,96,0.00357694613247052,0.014360002721597
"116","Site","fbbeae3dceada6928b2cdc472f5d9901","Ileum",0.802287175590795,0.272905103477647,278,121,0.00362498957498213,0.0144474222191317
"117","Site","2ce5f984c303607afe63f839e492f57b","Proximal_Colon",0.492409475173071,0.169850664309803,278,273,0.00411119822059858,0.0161442387434006
"118","Site","b3111baca54677926264de26b4a9bf7a","Jejunum",-0.570849047717557,0.198225386747622,278,162,0.00436172969877674,0.0167758834568336
"119","Site","04af8257d41718f9636b8bbc789b0fcf","Jejunum",0.479934569867443,0.167682077860804,278,261,0.00460252066313351,0.0174578369980926
"120","Site","6d5171bbc6ef97262119e6d152d82164","Duodenum",0.848454184798875,0.298072369179596,278,129,0.00482668977146341,0.0179412400135363
"121","Site","1e65ef9ba16ebcd3b8413c31e58cada1","Proximal_Colon",0.514734679983205,0.188744960312931,278,226,0.00688965727861736,0.0246059188522049
"122","Site","2f65298490e0fe48b880145471ec54eb","Cecum",-0.64698687952441,0.243229953197548,278,278,0.00837353674449974,0.0295220846761209
"123","Site","a589fa026973c67d0f1c7b741d85b90c","Duodenum",0.484562659421187,0.185938614839305,278,276,0.0097667165768799,0.0337842397313456
"124","Site","48082d1ff66a9207ede6bf05e9846d6e","Duodenum",0.391226633404227,0.150536553062348,278,277,0.00996702867946101,0.0342616610856472
"125","Site","76d6be90e19a660c9a84b35fa31d801c","Cecum",-0.650800817114034,0.252265899253576,278,211,0.0105177508391083,0.0359302047298729
"126","Site","b92f84c206887ecd667f142dd3606ac3","Cecum",-0.512443987416217,0.20797501483676,278,147,0.0144845610814338,0.0477036442801711
"127","Site","b3111baca54677926264de26b4a9bf7a","Ileum",-0.476974426970273,0.199480837902131,278,162,0.0176180902041294,0.0569095312088712
"128","Site","204736c3bd4a4c1f840e9fc99a5155d2","Duodenum",0.3592858874133,0.150481808603108,278,106,0.0177801518336344,0.0569095312088712
"130","Site","eee9bab26577ab7978a3c7bb4a082922","Duodenum",0.658622079010529,0.277525928983422,278,115,0.0184717133434499,0.0583875996488358
"131","Site","204736c3bd4a4c1f840e9fc99a5155d2","Proximal_Colon",0.345001699859125,0.147612579149682,278,106,0.0203020143976381,0.0627309433634884
"133","Site","84a1034f71767fa92491aebf1bdf7fdc","Proximal_Colon",0.347361436466147,0.154539386810836,278,228,0.0255599347320908,0.0764019788187497
"134","Site","48082d1ff66a9207ede6bf05e9846d6e","Ileum",-0.326799908113477,0.148585357825423,278,277,0.0288624778450659,0.0844381000786504
"136","Site","9ff8565480eb4d1ae1feec02a0dfce35","Cecum",-0.596184927222116,0.275941787327847,278,241,0.0317819810019534,0.0905704121817325
"137","Site","46864a6aa122ecb439eb59a3c0542ee6","Cecum",0.415402224160122,0.195462270089677,278,179,0.034651480881156,0.0977349460750554
"138","Site","292a57429f3bed0adc53c07dc4c62c9f","Cecum",0.399199312631304,0.189014235734183,278,130,0.0357845070947806,0.100415708684333
"139","Site","f5fb42e8863737981eb6e04a3de22e29","Proximal_Colon",0.406914361719754,0.197346527401192,278,277,0.0403594978345343,0.11210971620704
"140","Site","a5641950b2a3a47827849d91242f0ead","Cecum",0.36634177750158,0.178713071772872,278,225,0.0415286499367769,0.114203787326137
"141","Site","f745d265f36ea7eac26d97280e690796","Cecum",-0.613132103933168,0.299980672863032,278,112,0.0421216746713206,0.114687728065477
"142","Site","028e2c1b650e2e2b5847154a153e0166","Cecum",-0.431949683159763,0.211251157387561,278,31,0.042040132166663,0.114687728065477
"143","Site","48082d1ff66a9207ede6bf05e9846d6e","Proximal_Colon",-0.300771637112557,0.147668193208806,278,277,0.04283643709835,0.116059312335431
"144","Site","e8ed0e081283c5963ce9860944f651c6","Cecum",0.355885824243005,0.181496312003415,278,200,0.05112443609253,0.134929873519393
"145","Site","eee9bab26577ab7978a3c7bb4a082922","Cecum",-0.532972266806922,0.272102765228096,278,115,0.0513756918697651,0.134929873519393
"146","Site","f745d265f36ea7eac26d97280e690796","Proximal_Colon",-0.585397623630171,0.299980672863032,278,112,0.0522380602826568,0.136165559978489
"147","Site","46864a6aa122ecb439eb59a3c0542ee6","Proximal_Colon",0.37612752523957,0.195462270089677,278,179,0.0555714205653839,0.141501302365561
"148","Site","e8ed0e081283c5963ce9860944f651c6","Proximal_Colon",0.346958052384369,0.181496312003415,278,200,0.0571842494963252,0.144165581089111
"149","Site","a5641950b2a3a47827849d91242f0ead","Proximal_Colon",0.323072613902623,0.178713071772872,278,225,0.0719701272105884,0.174376960201866
"150","Site","4fdd9f8b9aac094acd93155a17435a7f","Proximal_Colon",0.304878394044988,0.169495825720951,278,46,0.0733936500697496,0.174746785880356
"152","Site","f5bf4e20e8a4c371b702c2cf491f56e8","Duodenum",-0.452438025102518,0.261937057765575,278,96,0.0854816424616636,0.200063418527298
"153","Site","bbf6f74f140636ff3f33ef2bc3d892a3","Proximal_Colon",-0.331348092176703,0.193665680188883,278,192,0.0884675582401076,0.202738154300246
"154","Site","1e65ef9ba16ebcd3b8413c31e58cada1","Ileum",-0.325283742017371,0.189920804253248,278,226,0.0881308040611628,0.202738154300246
