	IL17DTT28	IL17DTT52	IL17DTT132	IL17DTT90	IL17DTT143	IL17DTT142	IL17DTT144	IL17DTT29	IL17DTT202	IL17DTT203	IL17DTT130	IL17DTT53	IL17DTT89	IL17DTT220	IL17DTT222	IL17DTT221	IL17DTT131	IL17DTT88	IL17DTT120	IL17DTT119	IL17DTT30	IL17DTT118	IL17DTT106	TKODTT130	TKODTT142	TKODTT112	TKODTT155	TKODTT46	TKODTT126	TKODTT124	TKODTT107	TKODTT36	TKODTT16	TKODTT76	TKODTT34	TKODTT113	TKODTT24	TKODTT17	TKODTT77	TKODTT88	TKODTT47	TKODTT18	TKODTT156	TKODTT125	TKODTT35	TKODTT131	TKODTT70	TKODTT58	TKODTT60	TKODTT108	TKODTT90	TKODTT78	TKODTT143	TKODTT59	TKODTT23	TKODTT72	TKODTT154	TKODTT22	TKODTT94	TKODTT5	TKODTT89	TKODTT48	TKODTT106	TKODTT144	TKODTT6	TKODTT132	TKODTT71	TKODTT95	TKODTT4
IL17DTT130	3.4702572346528497	3.1456963030719884	2.2198161883209107	0.29909793950708446	2.591996355250069	3.390306563017455	2.034705082599911	2.816156425517383	2.439178907148171	2.920798340235842	0.0	2.2580274255593276	1.5187788667831577	3.280944291370791	2.0175511695019863	2.626637552964989	2.645208703659366	2.9344841405879465	2.2554711303001636	2.8720122717345884	2.671192049678831	3.205304606875936	3.1492365142158287	1.4854345306281265	3.1324452186491447	2.884533525152178	3.6950945838897877	2.749031659076172	2.2873442807045037	3.553521168137523	2.9929824421571376	2.304610458013212	3.2340433539126865	3.6612057520780126	1.4054367495547626	4.635420200080033	3.257155493850853	1.5033852261664469	2.6366008332695396	1.9498398174638223	2.585835200295041	1.5281984716804111	1.6028993192650358	2.25442698273639	1.5895502991719679	2.2507486411603708	3.956209497749911	2.8743205797990408	2.9617688949427246	0.9259769152871525	2.550633984151109	2.8389980143268034	2.970901910078245	3.41032499817142	3.710703834164189	2.4909988518851547	2.517208913311083	3.9920430050531754	4.390465089868874	3.6800778366286	2.9115809026284527	0.913221969546664	2.3555970948469103	1.0735457421347667	1.3645210581107672	1.399992120426118	4.431383513726171	3.7504568972297148	3.580720951320282
IL17DTT53	1.4338879414544086	1.318352546939129	1.6958327922729122	2.317917902336815	0.602819598361029	1.1732992715481998	0.43881594119518746	0.8308594183369139	0.8483480836923873	0.8851229980931831	2.2580274255593276	0.0	1.2274427721811663	1.6834367019748988	1.4977117752160307	1.6001381936839303	1.8165114095230372	1.1804528735967053	1.9544632298002849	2.10184313114908	0.5755786222353885	2.0319352033189753	1.2220941275167951	1.0409151977031919	2.280114957174936	0.8154691429559673	1.6981286050900175	0.8737057019905661	0.656798414187283	1.4221141866519649	0.9373678950102337	0.20540413126736176	2.000233242464259	1.456336049591033	2.058278367634499	2.3801369759185715	2.409472200541662	2.036553573471714	0.6236479815474079	1.4526452425475924	0.8581295863611648	2.134101351465417	1.072425692188933	0.5766195049955661	1.21558856502717	0.41373133207550195	1.7151549183970554	1.912122273274228	2.1902382904650923	1.9183399285663563	0.4436879885343054	0.9373481726133609	2.356617718889595	2.2475788770812852	2.4618263901279556	0.4577991956279908	0.6242470134903897	2.264621717464976	2.2399638080109923	1.6183571634163818	0.8525291527611117	1.6371030469840109	1.1008464316525561	1.7650156154961534	1.4435369739317827	1.1903068451686603	2.1771531977683845	1.7216725179166232	2.0261396901920845
IL17DTT89	2.6477158585411558	1.6953513737436265	0.8294610652775496	1.4313794608673178	1.7955261649254446	2.3535405538121177	1.3075779769236218	2.0313410879401697	1.8525993666399736	2.0994333381800088	1.5187788667831577	1.2274427721811663	0.0	1.7741336809175818	0.6734145839617572	1.1458085731103789	1.2022293130013644	1.4918202184106255	0.9986374406635254	1.4728897037314692	1.4109408376427663	1.7177245413668876	1.7040271669905591	1.0107534080963587	1.7241777751407563	1.8116043330850953	2.2501933019359033	1.9518353853188957	1.0206654629911807	2.6071061453070095	2.1522457517143962	1.1504659087523674	1.7662356100094552	2.4015502139420417	2.0709691243565715	3.3824879212390355	1.8649255711546326	0.9409125848073837	1.4721549749014384	1.9502447196032124	1.890264139222892	0.9457787994172958	0.16055902299229996	1.0940394288669772	1.4866640184795783	1.1111799104242799	2.8256828222014447	1.4570552051583074	1.5722479674707264	1.6309245833920603	1.4747666994112139	1.4222542344170748	1.6420380622226405	1.937555117538675	2.2312453529090943	1.613195280396785	1.1539508636445912	2.48399827854297	2.9933830357839892	2.2657631701497083	1.920294236897501	1.4322075118852446	1.9588384162959445	0.6204820227405551	0.2650874254062031	0.25330066618623925	3.2543925829627147	2.3113274837834776	2.0798275111946527
IL17DTT220	2.477278572921524	0.4823523391940009	1.318616203933607	3.188151167536567	2.1250864359135475	1.9533693198307702	2.1012415327411826	2.2097973651279315	2.3637807880207813	2.1890307421424735	3.280944291370791	1.6834367019748988	1.7741336809175818	0.0	1.3954523037568494	0.7959516573789102	0.9840937719983183	0.5652482657924662	1.5561527296649857	1.132465369387223	1.3003645282217136	0.64404190235137	0.5986700642520228	2.2236623705303553	1.0566573388505045	1.5951286778940714	0.7628950242891973	2.1117141910207127	1.26236361260984	2.2351874400989775	2.1805381763196183	1.5073438171063367	0.5519926124276834	1.449753569873739	3.469358305043741	2.244034486030805	1.0991293094533363	2.2309336004367797	1.3692810354293898	2.960341912151207	2.2296053800475386	2.2578425068447925	1.6866281448649654	1.4247000987865668	2.645051020743236	1.4740365018128603	2.046403508599285	0.8417638820128749	1.0786874809518359	3.1664037802871157	1.5595001572938076	0.7650916143209664	1.3012369859535788	0.7362109149117401	0.8417024041073577	1.9163380731460256	1.069812012575294	0.7114669844688378	1.5326538872685989	0.898398465506091	1.785383623848796	2.982270743079085	2.6114552885202906	2.3142005564214263	1.9466173934109754	1.8856152983999646	2.2841088046976092	0.9766119398684652	0.3589890922140902
IL17DTT222	2.798357903623642	1.4131961597397118	0.4979679062447237	1.8767357909658202	2.0914359004437646	2.4431936708438586	1.7308112034778682	2.2621195038091835	2.117952017014553	2.3117533746178895	2.0175511695019863	1.4977117752160307	0.6734145839617572	1.3954523037568494	0.0	0.6718628181961266	0.7678698214958656	1.2155943695629166	0.8131423954185056	1.1144353197577521	1.556357816360317	1.2816093860743725	1.5163366766385753	1.3207689912218246	1.2601617026876046	1.8086474467580431	1.990337121843235	2.0885292212955378	0.9903944699501618	2.6820331159908397	2.344600517557538	1.3860055692494073	1.2291378292623631	2.293747375670775	2.483471503905841	3.3120127154566457	1.341214517934508	0.842952948717873	1.4595779170135699	2.296057039152423	2.0786952549779065	0.9058627301637693	0.6810179626845585	1.1234822253490517	1.851147040260616	1.2178948244450774	2.8183441684888777	0.8607465605274266	1.0693735177695087	2.0448020472803985	1.5685524156397495	1.29278655283705	1.1729326615321558	1.4486715854268206	1.7426795040375909	1.8260016008147588	1.189261238169182	2.085215067977037	2.7776862422716	2.042142345822769	1.9634420010284046	1.938454665453194	2.239890730737704	0.9990452156113663	0.6850901197042719	0.7375011380227117	3.2199079615444357	2.1637301400879743	1.6308984877594326
IL17DTT221	2.7645505691577545	0.9877685160561497	0.5461034875049947	2.4933193990477966	2.171783817962075	2.309269829694578	1.937471826186949	2.3251136455415042	2.3259233257116363	2.3435647963481387	2.626637552964989	1.6001381936839303	1.1458085731103789	0.7959516573789102	0.6718628181961266	0.0	0.30649820576601944	0.8575734747908105	0.8307369296868136	0.6591818081515167	1.4118156593755995	0.623277537154685	1.0950124215306374	1.8114426553645109	0.7312647880198295	1.7831243146381837	1.4973626982288617	2.195881808726922	1.0907450859911674	2.589168872208419	2.3605131302063844	1.430457642588828	0.6323849437224472	1.9982445635492296	3.04019105161854	2.9204791202227045	0.8296998968084869	1.4759307749540356	1.4522815967515796	2.7131646062025077	2.2454275968321133	1.4728646417424025	1.1104962782694088	1.2725810153061328	2.3106905268793536	1.348087607770774	2.5711310189711925	0.3959534012209057	0.6041892676237888	2.6459128178558866	1.6085166195054172	0.9993349494771915	0.7981465314251011	0.811287654694775	1.1012156645026452	1.9332599600795644	1.064798519974981	1.4610872339437622	2.2910570153597067	1.591241488174762	1.9667091212293366	2.4915687061097493	2.5180869898081673	1.5957683907997178	1.262212397057581	1.2816814786353792	2.8990844661296475	1.6514121075235095	1.0120784395505096
IL17DTT131	3.0285847317441874	1.2495396220430965	0.43410914451106436	2.4880142520944486	2.3973805274387106	2.566171252770216	2.123131030681524	2.5731409831788348	2.571666774962169	2.593713118231712	2.645208703659366	1.8165114095230372	1.2022293130013644	0.9840937719983183	0.7678698214958656	0.30649820576601944	0.0	1.1381494054460324	0.6068268742698604	0.37924813075957575	1.6138139725083485	0.5886413253517491	1.3305174382035099	1.9951399298183334	0.5296244576660255	2.0688739598404906	1.7171165893454936	2.467596218185119	1.3538506982682232	2.861160888179752	2.614768029348385	1.6408058411313131	0.749741277496753	2.262458051185906	3.193702139516903	3.140795713038599	0.6767722688362113	1.4717219030303963	1.7325505454325443	2.9255007980292578	2.5076026605633333	1.407348494953185	1.2033980444221382	1.533889740057598	2.503464196794198	1.5984416165350928	2.8281068553935875	0.5024963028832357	0.3992547426530113	2.767068299441849	1.8727155013751309	1.2544967430819214	0.5401686742539391	0.7780856361942068	1.0789497859920985	2.18110872645843	1.294267868917624	1.5909326141667572	2.498767797914407	1.8238269504087194	2.248814561959663	2.6092528347886854	2.7604824398548113	1.5874801168940726	1.296996513812843	1.375195071359775	3.139728916305651	1.8180418373803007	1.1575773005082233
IL17DTT88	2.005145819898763	0.21761738141079584	1.3096088923899238	2.8803852431232158	1.617181779931141	1.5239880315621273	1.6110712699423568	1.6887681585416483	1.8083324561263017	1.6783942520002149	2.9344841405879465	1.1804528735967053	1.4918202184106255	0.5652482657924662	1.2155943695629166	0.8575734747908105	1.1381494054460324	0.0	1.6153583128165308	1.4091593197295678	0.9021933654486742	1.0757173752956537	0.37376383920798284	1.736746037664452	1.424256078074743	1.0559555385931376	0.7997476893819478	1.5589468396496913	0.743235831841614	1.787445088144567	1.6736506582195565	1.0304376300199016	0.9227213875142771	1.1466285808175518	2.965001677138361	2.1265027573518975	1.4864470040886912	2.034920049782375	0.8076422157807271	2.4110195535753594	1.670414568894075	2.116020378603549	1.3696679102400484	0.8859916711805087	2.120886672145915	0.9364699582542932	1.7311580306423109	1.013510729194014	1.3724907315072215	2.7084479333804596	1.007481642622163	0.3105929452467507	1.5961015851869742	1.2187164559782513	1.3798286294527358	1.373312291998361	0.6218544759153675	1.1597607647229713	1.568696195846342	0.8302855964971737	1.248859259129059	2.5239238791164924	2.050338253548112	2.0631767198703077	1.6780151534919634	1.5466639523837895	2.0705360000443203	1.0584912036039793	0.8686092307877437
IL17DTT120	3.309573538625652	1.758006555590207	0.3537400000474487	2.069322328134303	2.5489682409030023	2.8905140476486793	2.154536763931562	2.77392493624215	2.709075609855516	2.813405425221587	2.2554711303001636	1.9544632298002849	0.9986374406635254	1.5561527296649857	0.8131423954185056	0.8307369296868136	0.6068268742698604	1.6153583128165308	0.0	0.6559096461219305	1.8511040361115085	1.1448433336368051	1.7959105890646139	1.9633770525897103	0.9448828506252448	2.394685205183582	2.248643785671884	2.701584491902232	1.598121045428348	3.193549124860237	2.850422860911079	1.797660207515884	1.352302362615133	2.7116989395974422	3.043334528271409	3.596986606146101	1.1095424256488373	1.2019834282116364	2.0386659183509113	2.9260814833730038	2.6971539313001758	1.025038232883751	1.0762267973434154	1.7540223708534561	2.4676180829965526	1.7979984056506106	3.2325410598100763	1.0465332183743579	0.8256432174973479	2.5632100318619004	2.1245467632911375	1.6544552217271848	0.7796145513603516	1.3290148534927142	1.617760405989052	2.3678381909854465	1.5660317026304944	2.172593654887137	3.024496435552457	2.33724409119447	2.552557870372033	2.4012012542336034	2.8647263768391396	1.2123907252702286	1.0324278773642475	1.2122544639441222	3.5731626757576165	2.281999333938274	1.7566357205239318
IL17DTT119	3.299430525763446	1.4810928300611654	0.6849716392864765	2.7009655074815417	2.6703414889529364	2.812244670623536	2.3978552078745805	2.85919511297208	2.891250897562371	2.8737217498196768	2.8720122717345884	2.10184313114908	1.4728897037314692	1.132465369387223	1.1144353197577521	0.6591818081515167	0.37924813075957575	1.4091593197295678	0.6559096461219305	0.0	1.836873499099344	0.5670247128533998	1.5317451993339282	2.336161724853537	0.34635657294801764	2.379283415002411	1.8666346611166083	2.7885590027174945	1.6945163705582125	3.1276743929064668	2.8943892776695335	1.9146676448216726	0.8943780137711044	2.484163845338888	3.5151577580865405	3.2766580730652275	0.5656833091367757	1.7280513388437242	2.050716990606271	3.263772002702578	2.83332664077548	1.6078373166073974	1.4912331712619389	1.8759558317736693	2.838669654992308	1.9253131301174495	3.0421649512357276	0.7638629349538537	0.3632056603569063	3.075757200374653	2.183016436291416	1.5090285740710534	0.3762027140885841	0.7284045195227147	0.992963183183985	2.4849907791440558	1.564246765036144	1.6278302128578486	2.6124039052629953	1.9912857729562201	2.558663258011788	2.9028419538735157	3.0922426471293076	1.8178974801028729	1.5663831118068483	1.6744736328321508	3.3142081304339124	1.9008620968605263	1.248669152908319
IL17DTT30	1.5360799800359008	0.9731784783541131	1.6144406276420107	2.6920371020279488	0.9200636389701993	1.0908042228365085	0.93556965655907	1.1064069300611261	1.328140121669354	1.1017101229193327	2.671192049678831	0.5755786222353885	1.4109408376427663	1.3003645282217136	1.556357816360317	1.4118156593755995	1.6138139725083485	0.9021933654486742	1.8511040361115085	1.836873499099344	0.0	1.689108641066575	0.7898415400198556	1.5458227723982432	1.9962978447207158	0.9273586770814178	1.260559495540979	1.2140751793579962	0.8056047613356994	1.4383099510095425	1.1251174915494022	0.4184726725717798	1.7175419126578366	1.175878842006804	2.6250289516359957	2.0182354727495277	2.136561814001982	2.2525095065027125	0.7350615261765594	2.022304780466762	1.2822438842571562	2.301015984324134	1.265564963966098	0.8436262478585602	1.7855783503058107	0.7270668007368914	1.5055387584432596	1.7308588068714965	1.9569283969683768	2.447153788200293	0.6881333246047477	0.5936817244339738	2.133078532882427	1.904779535528571	2.0818791907838357	0.8649454456397987	0.3933799736274272	1.8163867314229727	1.8051958557772394	1.1957043030045948	1.0224539388983747	2.1576506374533997	1.6172097852533571	2.019638496351257	1.662434926849377	1.466993685319989	1.8941744519407753	1.184525913411205	1.6441568400739035
