	IL17.DTT.115	IL17.DTT.117	IL17.DTT.127	IL17.DTT.129	IL17.DTT.139	IL17.DTT.141	IL17.DTT.189	IL17.DTT.201	IL17.DTT.199	IL17.DTT.217	IL17.DTT.219	IL17.DTT.25	IL17.DTT.27	IL17.DTT.105	IL17.DTT.103	IL17.DTT.49	IL17.DTT.51	IL17.DTT.85	IL17.DTT.87	TKO.DTT.1	TKO.DTT.3	TKO.DTT.43	TKO.DTT.45	TKO.DTT.31	TKO.DTT.33	TKO.DTT.19	TKO.DTT.21	TKO.DTT.55	TKO.DTT.57	TKO.DTT.69	TKO.DTT.73	TKO.DTT.75	TKO.DTT.87	TKO.DTT.91	TKO.DTT.93	TKO.DTT.103	TKO.DTT.105	TKO.DTT.109	TKO.DTT.111	TKO.DTT.123	TKO.DTT.127	TKO.DTT.129	TKO.DTT.139	TKO.DTT.141	TKO.DTT.151	TKO.DTT.153
IL17.DTT.115	0.0	2.145172692440405	0.5158673507588294	0.5341691393542825	1.079140337234621	2.1234135781606454	2.347336006155073	2.664081069817394	2.4853336082421644	0.45402288377965644	2.23990360402591	0.5531460070831661	1.9054449571720973	1.6225675177780554	0.3533724126856528	0.17935817749934865	1.7565093553737563	0.9482413167802091	2.0490002182073686	2.011189557418184	2.506537777202574	2.013813470365898	3.2025061519608675	2.193778043169133	3.1903401544891077	1.6848344921073948	2.788423147420129	2.2229770360609584	2.70562069776942	2.8629652182963654	1.4317306539766521	2.2232189364479944	3.119587895688784	1.4082323616148384	2.093320655149745	1.2351094427386964	2.2411280426285045	1.8219218795332952	2.019802247997764	1.833068840820822	1.7908376920054927	2.574615569800364	1.8146627216363433	2.663660547470787	1.4080773135222813	2.738229689764532
IL17.DTT.117	2.145172692440405	0.0	2.0783336523556306	2.414756897411388	1.2049409688301604	0.06633754718387531	0.2693320799878209	0.8558071594495299	1.047372101357261	2.5469578110425846	0.4221395670804103	2.583923823597006	0.27470828609144177	0.6240445394754086	1.8972057244515104	2.163280213264065	0.40411882264827964	1.8414912634853036	0.5307095539143344	2.0348066576473167	2.6010745230351877	3.1034031177538957	2.065976612708662	1.9853381103119043	1.6991592164055918	1.630403722760077	1.992834490035772	1.0880485518184524	1.630076042337629	1.738149777643474	2.0540254576574006	1.8196142715523624	2.2526172846108743	2.334707336887598	1.8029639424920212	2.3651723979420205	2.035613596044044	3.3052782722477665	2.0429326745196628	1.8875333548186193	2.93532531652557	1.7591365386579274	3.0471429466599145	1.812149178298388	2.651519571312271	1.7162052493814262
IL17.DTT.127	0.5158673507588294	2.0783336523556306	0.0	1.0106920737785858	0.9373692619917937	2.042080440352139	2.2721667905897416	2.441414258675519	2.197119486573692	0.6659520111371257	2.07427555056562	0.6064155263386164	1.8424547351309237	1.4932324007335893	0.3041116304861296	0.5283938738167735	1.6996531661226784	0.5390061144201641	1.8594273520507423	2.3715868458921894	2.924108814756491	2.522697232494531	3.427397275097962	2.5395893836540133	3.3331892434416113	2.008029975395499	3.0696407854707273	2.358182924849388	2.9266910580339163	3.0741109102652953	1.8631577655308162	2.546483881672755	3.39780333538992	1.8792022879090884	2.4203381474085353	1.7147314864324468	2.5900141661924656	2.330562301525765	2.4024248918286806	2.204898348650884	2.295413525327589	2.8336566821312728	2.326216880697186	2.9279381550477996	1.9166394971616139	2.974399718392926
IL17.DTT.129	0.5341691393542825	2.414756897411388	1.0106920737785858	0.0	1.5061385815258104	2.4042894119331253	2.596652008872376	3.018216176435187	2.889691996106089	0.5729894780614521	2.5710899592812897	0.8768098954431054	2.168379940969441	1.9766071347821212	0.8324784600731037	0.6495177555925001	2.050589574445671	1.4764174313110725	2.410886242863421	1.7730037502538487	2.20120071198083	1.5713285593729214	3.107533546331995	1.9928941389537982	3.185455221934308	1.5585680400372586	2.6539516105639396	2.2466439507303058	2.6461945195424015	2.7945086510436634	1.1876144822890982	2.0804973338064925	2.968286670324871	1.055108791423517	1.9361702764388569	0.8448810553697924	2.031122082317469	1.3430683535852952	1.8056478505062135	1.6511492532383052	1.3373476882103401	2.465792448358171	1.3602860297659398	2.5569220809053985	1.0003152813761422	2.664030347049777
IL17.DTT.139	1.079140337234621	1.2049409688301604	0.9373692619917937	1.5061385815258104	0.0	1.1691922212643329	1.4334685438879406	1.6423088751788453	1.4679105816053384	1.476451085299819	1.2312193647730911	1.419159977509469	1.013111407055313	0.6028126134430499	0.8055840128844635	1.0553936285418515	0.8145098700827377	0.687867965060919	1.0165318132169363	2.090733791708813	2.669908701219371	2.6413624910960483	2.8262615764762726	2.1672564461388455	2.641765806230642	1.6307042101367664	2.5362392849134276	1.7388053457314836	2.309208289431346	2.466071591398728	1.7144587246259664	2.0815733799187845	2.8661149194049202	1.8886948150061778	1.9993740182726607	1.8198254194578514	2.22456250432885	2.6436214156706965	2.0725583405212102	1.8647175676876389	2.440541922015163	2.294305296586164	2.50484343174218	2.369622621942986	2.060487223661647	2.36855971700936
IL17.DTT.141	2.1234135781606454	0.06633754718387531	2.042080440352139	2.4042894119331253	1.1691922212643329	0.0	0.2906446600562054	0.8136961745746618	0.9882787597514612	2.522084339069344	0.3647079976768551	2.554568789835176	0.25920944371483223	0.579560940080406	1.8680814663964678	2.1408244290369387	0.38452416188896804	1.7961407491886794	0.4650537408813662	2.0723315209401556	2.645412623524181	3.12668914402941	2.1263660035100247	2.029749638996987	1.7589291950450756	1.6637875974007452	2.050377724553912	1.1347073616644647	1.6896443995414578	1.797149023015637	2.0771631450288845	1.8682855720216407	2.31162192163327	2.3535566756096595	1.8474980509424261	2.3780410470650915	2.080468639288267	3.3179520796396362	2.083425468119663	1.9245618301938054	2.9552874240681315	1.8142973417718664	3.065759338572102	1.8695748014201474	2.666026820937289	1.7759592374918372
IL17.DTT.189	2.347336006155073	0.2693320799878209	2.2721667905897416	2.596652008872376	1.4334685438879406	0.2906446600562054	0.0	0.7801509376320765	1.0581681372193095	2.7336906893158996	0.4601424870783574	2.7946751402746313	0.44279821657623086	0.848076519544094	2.0929770165464294	2.378527324561516	0.6516767912427661	2.0493341282334026	0.6565819726847415	2.1076930841689916	2.676252122249645	3.2550267428040307	1.9893172996394504	2.049393487595975	1.5713482494887359	1.7429369675703026	1.9853338170821555	1.0576681955435692	1.6012177533240073	1.6786251558525844	2.2080420366264293	1.891251310950351	2.2142840242910924	2.4871479614156238	1.877520215024422	2.522644212350317	2.0955112980891464	3.474950750371202	2.146076949758925	2.0057033187087887	3.086257526185292	1.7540249271319903	3.207251605828065	1.8090454855450038	2.8241253539663007	1.6946410147020041
IL17.DTT.201	2.664081069817394	0.8558071594495299	2.441414258675519	3.018216176435187	1.6423088751788453	0.8136961745746618	0.7801509376320765	0.0	0.42931534821948003	3.016140179929842	0.4867649434056776	3.0101371442932923	0.9874308970100822	1.091681445935464	2.351269038538391	2.6766234406524627	1.0969346207592392	2.0931380258658447	0.6339048519998345	2.8456919196583828	3.4355222047967167	3.9079625018941373	2.730914643657748	2.809680718998363	2.2604946749073784	2.455759367646849	2.763124294452807	1.8188342870458063	2.3736643757447022	2.4384287088248056	2.861048860735643	2.656844159848657	2.9808598525873977	3.119667202355114	2.635186076912609	3.1198961351236543	2.857684692472927	4.059668249479275	2.8852388252504677	2.728310791861439	3.723378670245569	2.5327816778255516	3.832024172479177	2.587829719438343	3.420540996440255	2.468028876482273
IL17.DTT.199	2.4853336082421644	1.047372101357261	2.197119486573692	2.889691996106089	1.4679105816053384	0.9882787597514612	1.0581681372193095	0.42931534821948003	0.0	2.81199537378091	0.6286465488333931	2.7699294441168467	1.1001029818346508	1.023289864652892	2.1543847603048625	2.4875358742089535	1.1421045324777628	1.8047616510670064	0.6039644348402305	2.9766453963929846	3.588059607716552	3.926449014309107	3.0441710316897277	2.972434086413597	2.6091345192028306	2.5600273710582973	3.017981297207104	2.045192495143375	2.647666943814027	2.7298828470356824	2.897815506135552	2.8343521973114574	3.262380533219537	3.1327716527827354	2.7951299670525915	3.105167819311069	3.0238357055311824	4.0189537228833805	3.01351119801609	2.838571608675606	3.7300131553111995	2.775114688960568	3.8266394018758687	2.8389331110622584	3.3989496486543787	2.7393844304359316
IL17.DTT.217	0.45402288377965644	2.5469578110425846	0.6659520111371257	0.5729894780614521	1.476451085299819	2.522084339069344	2.7336906893158996	3.016140179929842	2.81199537378091	0.0	2.6139870413987554	0.4309661511736285	2.2963156197981807	2.018120469276069	0.6773626408071522	0.5404510110997192	2.1675341876659906	1.1895810591613079	2.420862929362194	2.2866872823668607	2.758298735518809	2.1213665921212637	3.5425799422566717	2.498933739888084	3.551377672831505	2.023607167369958	3.1243817151490725	2.577861881291631	3.065791848455816	3.2112449160153136	1.7212589778139689	2.5653184666089945	3.443462672775193	1.6216869664341291	2.422654485915401	1.4155535555338044	2.540992997039182	1.8231779986233188	2.3288349766281886	2.158276647656492	1.8940233033365665	2.91434307342833	1.9006578190293508	3.0107026845076486	1.555836608706479	3.0965151256494097
