	TL1a_FP_140	TL1a_FP_207	TL1a_FP_206	TL1a_FP_242	TL1a_FP_98	TL1a_FP_75	TL1a_FP_141	TL1a_FP_62	TL1a_FP_74	TL1a_FP_171	TL1a_FP_99	TL1a_FP_63	TL1a_FP_243	TL1a_FP_170	TL1a_FP_205	TL1a_FP_73	TL1a_FP_139	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_FP_97	TL1A_FP_638	TL1A_FP_685	TL1A_FP_686	TL1A_FP_639	TL1A_FP_687	TL1A_FP_637
TL1a_FP_99	0.9556064207651983	2.5600273024344355	2.920528056287889	1.3458767271217629	0.18722199227141406	0.8499852503260946	0.3389331194339477	0.6363924910840524	1.2634542697750055	2.7945808042982665	0.0	0.32402753772576354	1.10370932340446	0.6714370771091909	2.4252976101264347	0.45901660493965074	0.6554100338778028	0.5817641199584783	1.1598180441079198	1.498189235441027	0.17287229978203408	1.274149534767437	1.800984876199511	1.6969191979223632	1.804257539538705	1.6407200672593794	1.6649595643362758
TL1a_FP_63	0.6432075840158897	2.5379644889644553	2.898819623260132	1.2853128924482862	0.3033254906557675	0.973654646677856	0.3153199799442727	0.36161230512708226	1.503212887517727	2.5428209525278938	0.32402753772576354	0.0	1.0627408432817664	0.6036202672903918	2.4360068463424316	0.22411439701638403	0.3669363200313456	0.3682171008463565	0.9406545233538766	1.4379068032327562	0.2774185566267857	1.587927269118508	2.1106694263355887	1.9971861893884528	2.112489550220443	1.9439160469826855	1.9670248449252719
TL1a_FP_243	1.0683917574691713	1.4855415762361353	1.8464248989825873	0.24923243258408148	0.9931270072909598	1.9344289598206472	0.8882066639530344	1.2781293308990287	2.294787303589147	3.145910749111571	1.10370932340446	1.0627408432817664	0.0	1.6319605227868286	1.4060808653630035	1.0417033327805243	1.1509403249580934	1.3386124837614688	1.8046380870056096	0.4003046906604706	0.9644149275923517	1.964876109679595	2.39414242808488	2.25398340345774	2.3312234301657457	2.094653766160811	2.1137498319803494
TL1a_FP_170	1.0080195022014433	3.1170506201101795	3.4779056634518044	1.8591868687900912	0.7900911107324311	0.5399820018855424	0.8814077562541307	0.48287694484379423	1.2755447752814049	2.269590376834213	0.6714370771091909	0.6036202672903918	1.6319605227868286	0.0	3.0199156483143472	0.609874647010014	0.6200054308066985	0.3556838619694889	0.6341640322005272	2.0129438511897377	0.7773388559480965	1.6759619428122823	2.201936124102325	2.13425792302755	2.2437706112397384	2.133587266338895	2.158374380080367
TL1a_FP_205	2.3889367179248104	0.32743859681994936	0.5764468472016977	1.2109933257170697	2.3003039627742727	3.2602322827158363	2.1976380473934483	2.674734369054495	3.4415026204715224	4.402107103963421	2.4252976101264347	2.4360068463424316	1.4060808653630035	3.0199156483143472	0.0	2.4436694652875306	2.548847623484168	2.738896943264398	3.1995462213672408	1.075537463966525	2.288297876674148	2.8423222388125966	3.0819706888903275	2.9268950780840752	2.9647606492219465	2.7134338998566503	2.7210499210373085
TL1a_FP_73	0.5688196449487884	2.5218652401264863	2.881512062733633	1.259957811400879	0.4799008228393935	1.0318228158721818	0.4836166188624864	0.2789756779321059	1.6308205835148402	2.398697390398411	0.45901660493965074	0.22411439701638403	1.0417033327805243	0.609874647010014	2.4436694652875306	0.0	0.21909208008923847	0.2995100450800763	0.8304331242050343	1.4124756467994697	0.4336840353952762	1.7267626931118885	2.2561976376268427	2.1543398600790953	2.258276548954212	2.0894857581778266	2.1139152974537776
TL1a_FP_139	0.4261072425901496	2.606260209200782	2.962668579267964	1.3466033068703522	0.6614837485103898	1.1153263602009789	0.6406573469421273	0.1555708727590887	1.7655917092350109	2.203743869583799	0.6554100338778028	0.3669363200313456	1.1509403249580934	0.6200054308066985	2.548847623484168	0.21909208008923847	0.0	0.2644296880478231	0.6711725531086544	1.4936593183918065	0.6242467660582969	1.923975375190719	2.453936519435549	2.350356093816158	2.4595851388650236	2.29397053861798	2.3179794555890614
TL1a_FP_169	0.6672011246715569	2.815527813714143	3.174668149673521	1.5524819918523518	0.645809315657897	0.8605908538537113	0.6834442760776894	0.1410030609107627	1.5422840714287203	2.2158749089514655	0.5817641199584783	0.3682171008463565	1.3386124837614688	0.3556838619694889	2.738896943264398	0.2995100450800763	0.2644296880478231	0.0	0.584540625220564	1.7038239702000164	0.6173512792061604	1.7915322393361774	2.3249222646592194	2.2351010605220547	2.3451418504643993	2.200735724875356	2.225293388789628
TL1a_FP_61	0.9056541172050131	3.2348711445286207	3.5858409485678155	1.9894243117157588	1.2283995620620194	1.1154459626204207	1.2524570352784066	0.59056589888586	1.886347421171376	1.6527273659243917	1.1598180441079198	0.9406545233538766	1.8046380870056096	0.6341640322005272	3.1995462213672408	0.8304331242050343	0.6711725531086544	0.584540625220564	0.0	2.13116073696541	1.2011008769711367	2.2982176760683433	2.8288829226985985	2.756644863846084	2.864994489974957	2.7415717694270367	2.7665938446411737
TL1a_FP_241	1.3303640537436694	1.1132042625220182	1.4713491372182546	0.15474156407675704	1.3766828589606783	2.332557839786085	1.2591479144694928	1.6287195164308708	2.6791348858952824	3.3575472768459296	1.498189235441027	1.4379068032327562	0.4003046906604706	2.0129438511897377	1.075537463966525	1.4124756467994697	1.4936593183918065	1.7038239702000164	2.13116073696541	0.0	1.3522351082706028	2.296180316116378	2.688502556334596	2.5392052932153124	2.6109463001561792	2.364449018123812	2.380854899992553
TL1a_FP_97	0.8558930742860872	2.4193914033743824	2.780106614322224	1.2007475733114352	0.061588669430799735	1.0105631558809314	0.17112557715234433	0.6339761732254332	1.4080198235325445	2.8123224560853974	0.17287229978203408	0.2774185566267857	0.9644149275923517	0.7773388559480965	2.288297876674148	0.4336840353952762	0.6242467660582969	0.6173512792061604	1.2011008769711367	1.3522351082706028	0.0	1.3613485719447131	1.8756304767138208	1.7556779838126149	1.8672118258043964	1.687306691878746	1.7102375111246744
TL1A_FP_638	2.2141771793279132	3.0839382399052946	3.40671626269593	2.179306271546941	1.333735436036522	1.3526662806590588	1.4557117218948723	1.8802727251838849	0.8739986694300059	3.9354619120428036	1.274149534767437	1.587927269118508	1.964876109679595	1.6759619428122823	2.8423222388125966	1.7267626931118885	1.923975375190719	1.7915322393361774	2.2982176760683433	2.296180316116378	1.3613485719447131	0.0	0.5371441096649365	0.4998335236175849	0.573131360838787	0.5200651979463042	0.5447946231765273
TL1A_FP_685	2.7271358633611342	3.353135794748833	3.650370886390832	2.587729471702043	1.8447911615112098	1.8460914851450196	1.9543984379699932	2.4110645681475815	1.2295529235168352	4.463340918623778	1.800984876199511	2.1106694263355887	2.39414242808488	2.201936124102325	3.0819706888903275	2.2561976376268427	2.453936519435549	2.3249222646592194	2.8288829226985985	2.688502556334596	1.8756304767138208	0.5371441096649365	0.0	0.22349130547412366	0.14928495336301764	0.3740720476181217	0.3731588652095656
TL1A_FP_686	2.5987096761355786	3.2011107445669524	3.499310818009737	2.441019178552599	1.7208868475919585	1.8188708775892055	1.8190367197557957	2.3115510512539212	1.2431010958175113	4.4026204295651805	1.6969191979223632	1.9971861893884528	2.25398340345774	2.13425792302755	2.9268950780840752	2.1543398600790953	2.350356093816158	2.2351010605220547	2.756644863846084	2.5392052932153124	1.7556779838126149	0.4998335236175849	0.22349130547412366	0.0	0.18364938416260296	0.24930745114779673	0.2433881188995137
TL1A_FP_639	2.717021209499388	3.241103277743991	3.5326585960325434	2.516129684762992	1.8366009753643049	1.9156168906814004	1.937729093294213	2.4250869593686155	1.3357138406188813	4.5064941220366235	1.804257539538705	2.112489550220443	2.3312234301657457	2.2437706112397384	2.9647606492219465	2.258276548954212	2.4595851388650236	2.3451418504643993	2.864994489974957	2.6109463001561792	1.8672118258043964	0.573131360838787	0.14928495336301764	0.18364938416260296	0.0	0.2555161312889636	0.24814724295899554
TL1A_FP_687	2.5299127426498846	2.9889709316016786	3.2826621677728585	2.273093294285444	1.6573329467001356	1.8579464634059628	1.7472226129659878	2.271097534569093	1.3645327566628236	4.3892575183260725	1.6407200672593794	1.9439160469826855	2.094653766160811	2.133587266338895	2.7134338998566503	2.0894857581778266	2.29397053861798	2.200735724875356	2.7415717694270367	2.364449018123812	1.687306691878746	0.5200651979463042	0.3740720476181217	0.24930745114779673	0.2555161312889636	0.0	0.029721147974595657
TL1A_FP_637	2.55155718063241	2.9983130209874833	3.2904590120159014	2.2905356992537333	1.6797494533135224	1.882753659283366	1.7684057623952025	2.2950181087653503	1.3838795369570607	4.414829767157212	1.6649595643362758	1.9670248449252719	2.1137498319803494	2.158374380080367	2.7210499210373085	2.1139152974537776	2.3179794555890614	2.225293388789628	2.7665938446411737	2.380854899992553	1.7102375111246744	0.5447946231765273	0.3731588652095656	0.2433881188995137	0.24814724295899554	0.029721147974595657	0.0
