	TL1a_FP_140	TL1a_FP_207	TL1a_FP_206	TL1a_FP_242	TL1a_FP_98	TL1a_FP_75	TL1a_FP_141	TL1a_FP_62	TL1a_FP_74	TL1a_FP_171	TL1a_FP_99	TL1a_FP_63	TL1a_FP_243	TL1a_FP_170	TL1a_FP_205	TL1a_FP_73	TL1a_FP_139	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_FP_97	TL1A_FP_638	TL1A_FP_685	TL1A_FP_686	TL1A_FP_639	TL1A_FP_687	TL1A_FP_637
TL1a_FP_140	0.0	2.415832477724982	2.762320791638769	1.202592045717317	0.8826080586878559	1.5119787367675939	0.7844196460947657	0.5289732699202382	2.121446026601879	2.205033317554914	0.9556064207651983	0.6432075840158897	1.0683917574691713	1.0080195022014433	2.3889367179248104	0.5688196449487884	0.4261072425901496	0.6672011246715569	0.9056541172050131	1.3303640537436694	0.8558930742860872	2.2141771793279132	2.7271358633611342	2.5987096761355786	2.717021209499388	2.5299127426498846	2.55155718063241
TL1a_FP_207	2.415832477724982	0.0	0.3614156041707315	1.263143769245449	2.437040084173666	3.3969733703330682	2.3264688583669173	2.7418836968389715	3.640001388390593	4.334672239666823	2.5600273024344355	2.5379644889644553	1.4855415762361353	3.1170506201101795	0.32743859681994936	2.5218652401264863	2.606260209200782	2.815527813714143	3.2348711445286207	1.1132042625220182	2.4193914033743824	3.0839382399052946	3.353135794748833	3.2011107445669524	3.241103277743991	2.9889709316016786	2.9983130209874833
TL1a_FP_206	2.762320791638769	0.3614156041707315	0.0	1.6223840331100539	2.7972049417827676	3.756840905604224	2.6863494287341894	3.0994779599780875	3.987547747910879	4.64029460076401	2.920528056287889	2.898819623260132	1.8464248989825873	3.4779056634518044	0.5764468472016977	2.881512062733633	2.962668579267964	3.174668149673521	3.5858409485678155	1.4713491372182546	2.780106614322224	3.40671626269593	3.650370886390832	3.499310818009737	3.5326585960325434	3.2826621677728585	3.2904590120159014
TL1a_FP_242	1.202592045717317	1.263143769245449	1.6223840331100539	0.0	1.2266761798612238	2.178634458656476	1.1108237377004004	1.4801372722036006	2.5362079802693382	3.252791362748544	1.3458767271217629	1.2853128924482862	0.24923243258408148	1.8591868687900912	1.2109933257170697	1.259957811400879	1.3466033068703522	1.5524819918523518	1.9894243117157588	0.15474156407675704	1.2007475733114352	2.179306271546941	2.587729471702043	2.441019178552599	2.516129684762992	2.273093294285444	2.2905356992537333
TL1a_FP_98	0.8826080586878559	2.437040084173666	2.7972049417827676	1.2266761798612238	0.0	1.0078758488254194	0.16115049961957428	0.6625330111724743	1.3813643694428361	2.844268798809443	0.18722199227141406	0.3033254906557675	0.9931270072909598	0.7900911107324311	2.3003039627742727	0.4799008228393935	0.6614837485103898	0.645809315657897	1.2283995620620194	1.3766828589606783	0.061588669430799735	1.333735436036522	1.8447911615112098	1.7208868475919585	1.8366009753643049	1.6573329467001356	1.6797494533135224
TL1a_FP_75	1.5119787367675939	3.3969733703330682	3.756840905604224	2.178634458656476	1.0078758488254194	0.0	1.1503204355020886	0.9944689055651225	0.7878886041400082	2.663372604835704	0.8499852503260946	0.973654646677856	1.9344289598206472	0.5399820018855424	3.2602322827158363	1.0318228158721818	1.1153263602009789	0.8605908538537113	1.1154459626204207	2.332557839786085	1.0105631558809314	1.3526662806590588	1.8460914851450196	1.8188708775892055	1.9156168906814004	1.8579464634059628	1.882753659283366
TL1a_FP_141	0.7844196460947657	2.3264688583669173	2.6863494287341894	1.1108237377004004	0.16115049961957428	1.1503204355020886	0.0	0.6662703158859618	1.5304716701946122	2.834709004577493	0.3389331194339477	0.3153199799442727	0.8882066639530344	0.8814077562541307	2.1976380473934483	0.4836166188624864	0.6406573469421273	0.6834442760776894	1.2524570352784066	1.2591479144694928	0.17112557715234433	1.4557117218948723	1.9543984379699932	1.8190367197557957	1.937729093294213	1.7472226129659878	1.7684057623952025
TL1a_FP_62	0.5289732699202382	2.7418836968389715	3.0994779599780875	1.4801372722036006	0.6625330111724743	0.9944689055651225	0.6662703158859618	0.0	1.6604298415785583	2.1821896428245315	0.6363924910840524	0.36161230512708226	1.2781293308990287	0.48287694484379423	2.674734369054495	0.2789756779321059	0.1555708727590887	0.1410030609107627	0.59056589888586	1.6287195164308708	0.6339761732254332	1.8802727251838849	2.4110645681475815	2.3115510512539212	2.4250869593686155	2.271097534569093	2.2950181087653503
TL1a_FP_74	2.121446026601879	3.640001388390593	3.987547747910879	2.5362079802693382	1.3813643694428361	0.7878886041400082	1.5304716701946122	1.6604298415785583	0.0	3.430851218756246	1.2634542697750055	1.503212887517727	2.294787303589147	1.2755447752814049	3.4415026204715224	1.6308205835148402	1.7655917092350109	1.5422840714287203	1.886347421171376	2.6791348858952824	1.4080198235325445	0.8739986694300059	1.2295529235168352	1.2431010958175113	1.3357138406188813	1.3645327566628236	1.3838795369570607
TL1a_FP_171	2.205033317554914	4.334672239666823	4.64029460076401	3.252791362748544	2.844268798809443	2.663372604835704	2.834709004577493	2.1821896428245315	3.430851218756246	0.0	2.7945808042982665	2.5428209525278938	3.145910749111571	2.269590376834213	4.402107103963421	2.398697390398411	2.203743869583799	2.2158749089514655	1.6527273659243917	3.3575472768459296	2.8123224560853974	3.9354619120428036	4.463340918623778	4.4026204295651805	4.5064941220366235	4.3892575183260725	4.414829767157212
