OTU.ID	Vil1.01B.FP11	Lyz2.02B.FP222.S70	Itg.22.FP518.S21	Lyz2.04B.FP244.S41	Vil1.05B.FP57	Vil1.03B.FP35	Itg.02.FP409.S9	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.13B.FP153	Vil1.07B.FP82	Lyz2.07B.FP283.S81	Lyz2.04B.FP245.S42	Itg.20.FP508.S11	Vil1.10B.FP115	Vil1.01B.FP08	Vil1.10B.FP116	Vil1.14B.FP167	Vil1.04B.FP46	Vil1.06B.FP67	Lyz2.01B.FP208.S56	Vil1.14B.FP163	Lyz2.06B.FP271.S69	Vil1.09B.FP108	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Vil1.02B.FP22	Lyz2.01B.FP210.S58	Itg.24.FP528.S31	Vil1.05B.FP58	Vil1.04B.FP43	Vil1.08B.FP95	Vil1.09B.FP106	Lyz2.07B.FP282.S80	Itg.16.FP484.S87	Vil1.10B.FP120	Vil1.05B.FP60	Lyz2.01B.FP212.S60	Vil1.03B.FP32	Vil1.09B.FP105	Vil1.05B.FP59	Vil1.08B.FP96	Itg.26.FP540.S44	Vil1.06B.FP68	Lyz2.08B.FP291.S89	Vil1.01B.FP09	Vil1.08B.FP92	Itg.20.FP507.S10	Vil1.04B.FP48	Vil1.06B.FP69	Lyz2.03B.FP234.S82	Vil1.04B.FP47	Itg.24.FP530.S33	Vil1.03B.FP36	Vil1.02B.FP19	Itg.02.FP412.S12	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.16.FP481.S84	Vil1.03B.FP33	Lyz2.02B.FP224.S72	Lyz2.05B.FP259.S56	Itg.04.FP422.S22	Itg.20.FP506.S9	Itg.08.FP445.S46	Itg.24.FP529.S32	Vil1.09B.FP104	Itg.26.FP544.S48	Lyz2.08B.FP292.S90	Vil1.10B.FP119	Vil1.04B.FP44	Vil1.13B.FP152	Itg.10.FP460.S62	Itg.20.FP504.S7	Vil1.07B.FP79	Vil1.14B.FP164	Itg.06.FP434.S35	Itg.18.FP496.S99	Itg.24.FP531.S34	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.06B.FP269.S67	Lyz2.03B.FP231.S79	Lyz2.07B.FP281.S79	Vil1.09B.FP107	Itg.08.FP443.S44	Itg.02.FP410.S10	Vil1.04B.FP45	Itg.06.FP436.S37	Lyz2.05B.FP256.S53	Vil1.03B.FP34	Vil1.07B.FP83	Vil1.01B.FP12	Itg.12.FP469.S71	Itg.26.FP543.S47	Vil1.10B.FP117	Itg.06.FP433.S34	Itg.26.FP542.S46	Lyz2.02B.FP220.S68	Lyz2.05B.FP257.S54	Vil1.08B.FP94	Itg.16.FP482.S85	Itg.02.FP408.S8	Vil1.02B.FP21	Itg.12.FP471.S73	Itg.16.FP479.S81	Vil1.05B.FP55	Itg.22.FP516.S19	Itg.04.FP420.S20	Itg.10.FP456.S58	Lyz2.08B.FP294.S92	Vil1.13B.FP156	Itg.18.FP492.S95	Vil1.06B.FP72	Vil1.02B.FP24	Itg.12.FP468.S70	Lyz2.05B.FP260.S57	Itg.12.FP467.S69	Itg.20.FP505.S8	Vil1.14B.FP166	Itg.04.FP423.S23	Itg.22.FP517.S20	Itg.12.FP472.S74	Lyz2.06B.FP268.S65	Lyz2.03B.FP233.S81	Lyz2.04B.FP246.S43	Vil1.14B.FP165	Lyz2.02B.FP221.S69	Vil1.07B.FP81	Lyz2.06B.FP270.S68	Vil1.07B.FP84	Lyz2.04B.FP247.S44	Itg.06.FP431.S32	Lyz2.01B.FP211.S59	Lyz2.06B.FP267.S64	Itg.02.FP407.S7	Itg.04.FP419.S19	Itg.08.FP448.S49	Vil1.13B.FP151	Vil1.01B.FP10	Itg.04.FP424.S24	Itg.08.FP446.S47	Vil1.06B.FP71	Lyz2.01B.FP207.S55	Vil1.13B.FP155	Lyz2.08B.FP295.S93	Itg.08.FP444.S45	Vil1.13B.FP154	Vil1.14B.FP168	Vil1.03B.FP31	Lyz2.03B.FP232.S80	Lyz2.03B.FP235.S83	Itg.18.FP493.S96	Lyz2.07B.FP284.S82	Itg.10.FP457.S59	Itg.10.FP459.S61	Itg.06.FP432.S33	Lyz2.01B.FP209.S57	Itg.12.FP470.S72	Lyz2.07B.FP280.S78	Itg.10.FP458.S60	Lyz2.08B.FP296.S95	Itg.16.FP483.S86	Lyz2.03B.FP236.S84	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Lyz2.05B.FP258.S55	Itg.06.FP435.S36	Itg.16.FP480.S83	Vil1.02B.FP23	Vil1.07B.FP80	Itg.22.FP519.S22	Itg.22.FP520.S23	Itg.10.FP455.S57	Vil1.05B.FP56	Vil1.02B.FP20	Itg.04.FP421.S21	Vil1.08B.FP91	Vil1.06B.FP70	Vil1.08B.FP93	Itg.08.FP447.S48	Itg.26.FP541.S45	Lyz2.08B.FP293.S91	Itg.18.FP494.S97	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Vil1.09B.FP103	Vil1.10B.FP118	Lyz2.06B.FP272.S70	Itg.18.FP495.S98	SLCFP072	SLCFP021	SLCFP069	LYZFP308	SLCFP111	LYZFP307	LYZFP331	SLCFP131	SLCFP078	SLCFP070	LYZFP304	SLCFP067	SLCFP023	SLCFP051	LYZFP328	LYZFP317	SLCFP022	LYZFP355	LYZFP319	SLCFP005	SLCFP024	SLCFP093	SLCFP053	LYZFP320	SLCFP091	LYZFP327	SLCFP095	SLCFP077	LYZFP356	LYZFP354	SLCFP112	SLCFP073	SLCFP128	SLCFP092	LYZFP332	SLCFP002	LYZFP306	SLCFP113	SLCFP071	SLCFP004	SLCFP019a	LYZFP316	SLCFP075	SLCFP049	LYZFP339	SLCFP094	LYZFP315	SLCFP050	LYZFP352	LYZFP305	SLCFP052	SLCFP076	LYZFP330	SLCFP127	LYZFP340	SLCFP129	LYZFP351	SLCFP074	SLCFP054	LYZFP303	SLCFP003	SLCFP068	SLCFP114	SLCFP006	LYZFP343	SLCFP132	LYZFP344	LYZFP342	SLCFP096	SLCFP001	SLCFP110	LYZFP353	SLCFP109	SLCFP020	LYZFP318	LYZFP329	LYZFP341	SLCFP148	SLCFP164	SLCFP166	SLCFP163	SLCFP150	SLCFP167	SLCFP145	SLCFP165	SLCFP146	SLCFP147	SLCFP149	taxonomy
k__Bacteria;p__Firmicutes	63268	167529	69801	23155	41214	105414	22940	28888	63391	30038	69688	32871	17907	70733	56599	22314	46528	53499	76060	29463	49034	77916	25844	141936	21295	25197	59500	163604	34166	63446	33663	140763	115753	26404	62003	68624	28106	29674	35378	42037	106370	103843	31179	30370	24082	37954	68958	86118	36308	40399	123693	86715	110055	49271	43122	68572	19520	53386	50507	48295	42076	16328	101046	54831	35523	32039	52225	40747	18900	140481	29413	43113	60593	42584	29563	57558	117051	68068	109408	19486	6924	19085	62757	17793	144739	36047	68903	33189	38864	9341	78120	55724	53559	47541	66469	38974	36711	94988	52839	19042	113858	69659	19597	41311	88893	39872	40823	46186	19286	38035	28504	36515	71833	34541	57187	36486	22203	39196	44113	96188	192316	39106	69661	22122	61833	37688	57329	47345	37449	25332	37619	30368	21768	134565	25339	12447	18873	68327	30112	56957	56742	47145	62485	25303	45997	28304	30471	180286	44162	33023	62766	120378	39043	16472	40953	117583	39785	32622	98440	14429	92679	13993	81022	60242	130100	143395	17848	64792	57848	62361	27143	109289	54377	77607	32342	33114	22712	42629	40814	58768	68609	30812	21923	80433	37530	33678	37113	134658	32614	108398	16354	19147	9202	66735	13961	60682	183958	30152	27047	33728	78512	9562	23018	17555	51033	156521	33039	109049	143123	67211	24346	25178	34317	51802	23078	120553	98335	32243	95451	204204	13234	24561	15078	39702	181187	16441	111655	5730	41156	32073	25621	90792	10815	12526	100670	31925	101690	9762	34757	313806	37014	73691	177764	12476	58290	9447	53621	18855	11719	218456	22698	9148	6270	45238	195620	18254	147275	108832	45958	18116	7716	29073	13613	24460	66008	65563	53698	29737	23124	96012	24220	126830	60656	31471	20363	46221	21937	72436	
k__Bacteria;p__Bacteroidota	9607	6460	11186	7174	19963	2724	5365	38244	29180	47271	3901	1855	5897	18155	42689	24037	24024	1352	15941	25320	18162	35952	1956	13475	14127	12687	28900	3944	11721	2076	28341	6630	5605	2604	16733	21058	12009	7171	18442	12161	8484	8793	17168	17685	9299	26261	13095	9834	18514	16938	8659	6836	959	11397	32763	27498	16758	24339	24734	17682	10064	4819	1764	15672	13602	11394	19694	16864	6434	4150	19351	58297	13549	21931	31088	19020	3464	2371	1173	8084	8347	4110	20928	6507	8615	25120	4235	18655	19158	4606	4865	7858	32442	14893	13888	28424	11742	14313	23108	4877	2474	15980	6499	22019	10592	17308	37952	14862	4773	10482	2665	2652	22048	12376	20130	13957	3362	22589	15775	2153	3770	10894	34084	6130	22300	655	23299	17922	27760	1189	16125	682	13108	8255	11140	6875	7547	21388	38059	6753	2587	12189	10161	15418	1377	1343	18809	1505	1826	24836	19031	14390	16951	3533	15228	11005	23070	10222	9312	6881	4232	11014	21668	14653	10561	24520	5699	15674	32519	22690	32483	5292	12095	26860	14125	23803	6323	20949	5841	10113	3228	15186	9518	2697	26186	13954	31886	2836	9023	2866	8039	9872	3169	64607	3998	22076	4787	13744	16534	5471	21402	5545	3486	7194	30604	22862	835	17130	12738	2154	7195	3637	7090	1832	6290	87460	113	3719	36163	9761	2758	12902	14169	4601	951	5517	27763	2412	8313	397	10452	46082	4573	20731	41632	679	55673	10868	17638	7970	6148	1626	42308	7815	21887	4379	37299	12475	11158	29836	7411	7078	2768	2655	5700	13247	15224	1830	41	11500	2534	9902	9125	10537	28972	47782	19836	17486	23083	1372	25230	28146	22108	18145	14050	15465	8256	1151	
k__Bacteria;p__Desulfobacterota	4545	399	777	178	2575	447	581	518	162	215	5458	766	214	4105	119	739	1084	145	1945	461	1101	1200	2584	407	128	286	2017	318	500	327	682	2171	460	325	3295	231	946	187	918	856	1614	2751	630	1225	90	1801	872	5559	2634	2298	1322	3991	242	1613	477	1854	123	660	1365	1932	826	947	59	1039	1049	812	680	1878	327	2106	611	124	1111	1144	506	762	3247	422	436	455	59	348	167	337	440	246	1793	1002	2014	338	554	3595	3550	1669	983	1223	505	2325	487	900	2744	3472	367	1395	1404	200	880	922	126	390	1012	31	1791	1347	1283	845	970	374	1257	278	196	1161	1259	540	1511	234	1020	548	2579	570	1599	271	191	345	677	111	309	1063	38	3372	246	529	4443	209	18	1330	306	22	100	405	208	1808	1931	418	676	724	277	1025	815	181	462	1367	5311	924	477	3044	789	2148	1020	2362	684	2048	1032	237	1609	741	281	554	709	1212	995	1013	507	1078	364	542	83	1326	3362	1107	570	1266	214	215	200	6301	1121	1969	1025	665	787	43	714	308	1365	3514	280	321	3307	387	626	394	1164	580	349	465	42	437	707	358	793	69	94	350	55	135	10987	307	714	119	298	892	158	263	442	80	848	134	272	2866	787	618	5690	42	501	119	415	73	861	614	290	72	491	340	1337	564	1075	785	7	56	68	405	51	593	526	2204	1031	859	393	2424	977	750	4459	9	974	591	824	7930	
k__Bacteria;p__Proteobacteria	225	174	365	156	846	770	119	1054	506	2997	26	10	142	266	892	663	758	279	1427	466	287	770	27	741	143	482	1048	58	197	2310	1299	487	36	47	412	829	531	197	1221	464	4704	2948	220	477	149	938	188	100	1103	530	191	113	34	708	851	650	167	429	365	1880	196	196	62	148	184	165	530	300	98	304	1055	1573	193	207	706	511	18	114	26	110	191	48	365	143	668	259	6	944	309	195	463	180	1458	284	273	587	194	77	352	194	128	177	130	726	64	413	1058	335	95	192	110	1907	501	534	1195	293	288	318	177	45	25	256	237	64	309	31	540	240	467	48	785	23	156	100	112	133	122	297	1188	51	250	164	590	155	833	36	258	835	255	1307	408	75	401	78	204	86	340	211	118	192	34	166	408	361	43	63	195	102	540	61	567	18	266	316	557	806	82	257	329	258	5	163	121	126	183	207	477	93	152	63	175	249	77	841	262	711	1103	1229	74	34	663	173	306	317	598	2669	39	460	469	736	465	190	199	232	237	1296	39	1	431	465	155	40	510	349	10451	369	834	73	323	70	263	1156	4	457	941	95	1502	305	250	593	152	13	1274	244	501	254	648	20	422	902	406	141	285	597	1979	515	1111	185	16	592	143	220	396	392	454	980	502	2485	998	459	1172	157	2191	901	784	590	1862	25	
k__Bacteria;p__Actinobacteriota	329	72	151	19	272	46	59	105	47	7	2608	145	22	368	260	66	153	940	444	745	80	758	145	1821	65	82	289	57	25	56	110	233	2391	36	586	545	254	17	136	137	196	221	50	282	35	110	49	451	310	261	103	674	4	184	105	123	21	365	181	109	156	121	104	80	102	50	147	109	31	630	149	17	158	149	2522	549	726	264	39	36	20	19	97	51	2767	82	191	153	263	44	71	2479	157	132	55	182	153	103	96	60	377	424	52	174	286	637	261	94	40	80	113	97	225	2190	249	106	46	155	83	1086	202	69	159	29	73	22	263	75	1147	59	835	17	108	29	48	19	48	140	0	252	58	80	2055	42	286	112	60	6	460	114	54	123	153	53	125	224	279	43	660	42	406	118	554	113	113	214	76	319	446	348	5625	290	81	225	137	111	55	101	1635	71	154	49	40	314	134	88	175	575	160	295	75	116	26	141	55	533	71	656	80	118	130	46	163	99	36	424	194	257	637	311	75	7	505	176	24	55	0	50	387	145	137	22	229	23	0	56	1094	31	208	239	203	138	15	130	200	0	196	120	129	582	481	83	106	253	118	41	231	28	244	213	55	37	64	238	314	178	208	180	0	132	11	95	84	127	140	48	138	32	73	317	85	100	1204	17	142	103	46	211	
k__Bacteria;p__Cyanobacteria	4	8	0	12	178	7	141	39	11	13	16	6	8	11	83	40	102	0	27	126	70	41	0	10	7	34	17	0	50	10	48	16	7	7	16	64	35	0	168	65	9	12	47	105	19	87	68	5	8	90	4	25	3	14	50	8	28	19	31	333	0	0	0	31	20	53	49	0	3	16	70	6	2	73	15	23	10	0	0	14	35	11	24	12	35	11	7	69	0	23	23	11	0	56	57	49	18	7	49	20	11	9	143	55	5	37	293	77	41	21	2	0	32	27	6	72	0	94	77	0	0	48	15	42	2	0	33	12	30	0	38	0	4	2	33	78	57	0	7	2	2	0	67	41	22	2	22	6	4	116	18	0	31	5	60	0	14	44	2	29	0	2	14	0	5	14	3	2	49	4	16	3	5	45	195	48	45	87	69	94	0	23	16	0	38	29	38	35	4	0	0	5	9	87	59	14	8	4	0	0	150	12	6	22	116	10	0	0	12	0	0	21	3	4	26	88	0	0	30	28	7	11	47	75	7	60	7	4	5	0	35	94	8	6	189	16	104	26	389	5	0	0	0	10	131	25	284	0	0	67	74	18	0	0	0	0	0	0	0	133	67	129	203	34	89	148	88	84	18	3	11	101	1	36	8	26	36	16	
k__Bacteria;p__Deferribacterota	0	1	1	1	111	1	1	1	1	0	1	0	1	1	1	1	129	1	1	1	323	200	0	1	1	1	1	1	1	1	1	1	1	1	9	1	1268	1	1	149	1	1	1	338	1	1	428	1	0	14	1	0	1	1	1	1	1	1	1	1	1	0	1	2928	1	1	136	1	1	1	1	1	1	1	1	778	1	0	1	6	1	1	1	1	1	1	0	1	0	1	1	0	1	1	157	36	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	27	1	1	0	1	1	0	1	1	1	2	1	1	63	1	1	1	161	0	1	1	15	1	599	1	0	0	1	1	1683	1	0	0	1	0	1	1	1	1	1	0	1	1	1	9	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1380	1	1	2	456	3498	1	1	1	1	1	1307	1	1	1	1	0	1	0	22	0	1	1	0	0	1	2727	0	0	0	13	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	763	0	0	1	0	1	0	117	1	0	0	1	0	1	0	6	0	0	1	1	0	0	0	1	0	1	1	0	0	0	2	0	0	2	26	1	0	0	0	0	1154	0	0	0	0	0	0	
k__Bacteria;p__Verrucomicrobiota	122	0	0	0	200	325	41	452	0	7317	0	36	30	0	1864	318	940	1059	904	0	0	266	40	397	0	0	183	0	0	105	2511	224	841	0	0	415	87	41	508	360	541	476	0	0	0	162	88	0	519	0	0	1352	0	331	260	0	0	0	0	436	0	0	0	0	55	0	888	0	35	749	848	15503	0	0	0	161	0	0	0	0	0	29	0	0	508	0	0	695	0	0	210	77	213	0	0	806	0	0	75	39	515	0	0	80	0	0	717	0	0	0	38	2240	0	75	119	0	24	0	0	737	0	0	49	37	0	63	219	0	54	0	123	0	0	0	0	0	0	0	9871	112	0	0	225	0	6119	48	0	9177	1125	1377	0	0	0	21	0	0	0	0	0	0	56	24	0	0	0	0	0	0	0	157	59	0	0	178	148	193	0	75	41	75	0	0	51	0	0	0	913	1668	0	0	568	45	1420	4	63	1	1	4	1	3523	1	7418	114	980	1	4	8	1	1	1	208	11	649	1	3	1	1	0	2	1	90	1	31	3	1	4	2	42	2299	1	40	1	0	285	1	1	1	1174	1	1	716	1	1	6	1	39	1	1	554	1	6	4278	17	2	1	7	50	1	0	25	18	1	91	59	2	3	1	727	2	21	1	1	1	2297	1	615	670	4569	
