NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00640	16	42.86955261230469	0.03337248	No	
row_1	K01738	742	28.137739181518555	-0.15876395	No	
row_2	K00651	770	27.61358070373535	-0.12889019	No	
row_3	K00394	1043	23.76532745361328	-0.17694265	No	
row_4	K00395	1044	23.76532745361328	-0.13848111	No	
row_5	K11180	1069	23.55995750427246	-0.107653156	No	
row_6	K11181	1070	23.55995750427246	-0.06919161	No	
row_7	K00958	1127	22.81360626220703	-0.048541777	No	
row_8	K08352	1272	21.326557159423828	-0.055881765	No	
row_9	K01082	1505	18.618579864501953	-0.09121157	No	
row_10	K00390	1611	17.549755096435547	-0.08614698	No	
row_11	K00299	2075	11.271936416625977	-0.19495007	Yes	
row_12	K01011	2157	10.365046501159668	-0.18225189	Yes	
row_13	K02439	2177	10.074079513549805	-0.1498336	Yes	
row_14	K00860	2191	9.940882682800293	-0.11550693	Yes	
row_15	K00380	2509	7.383402347564697	-0.17787236	Yes	
row_16	K00956	2594	6.013631343841553	-0.16612838	Yes	
row_17	K07307	2610	5.705278396606445	-0.13243783	Yes	
row_18	K02048	2787	3.9412026405334473	-0.14995593	Yes	
row_19	K07306	2793	3.817734479904175	-0.113084726	Yes	
row_20	K01739	3026	1.0381609201431274	-0.14841454	Yes	
row_21	K02046	3093	0.3633386790752411	-0.13094535	Yes	
row_22	K02047	3094	0.3633386790752411	-0.09248382	Yes	
row_23	K02045	3123	0.1870410144329071	-0.06292813	Yes	
row_24	K00381	3147	0.05980159342288971	-0.031782117	Yes	
row_25	K00957	3167	0.003193566109985113	6.361663E-4	Yes	
