NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K02391	1149	22.56736183166504	-0.33697852	No	
row_1	K04562	1238	21.778297424316406	-0.335628	No	
row_2	K02401	1648	16.997739791870117	-0.43663713	No	
row_3	K02421	1656	16.821073532104492	-0.40945753	No	
row_4	K02557	1789	15.188069343566895	-0.4221376	No	
row_5	K02556	1799	14.878438949584961	-0.39559573	No	
row_6	K02398	2119	10.906200408935547	-0.4679059	No	
row_7	K02388	2303	8.918121337890625	-0.49684873	No	
row_8	K02394	2465	7.802464962005615	-0.51877624	Yes	
row_9	K02392	2518	7.310073375701904	-0.5059461	Yes	
row_10	K02390	2520	7.286238670349121	-0.47685322	Yes	
row_11	K02386	2553	6.878854274749756	-0.45764554	Yes	
row_12	K02393	2554	6.878854274749756	-0.42823377	Yes	
row_13	K13820	2558	6.805067539215088	-0.39977863	Yes	
row_14	K02406	2585	6.225589275360107	-0.3786577	Yes	
row_15	K02410	2604	5.826583385467529	-0.3549857	Yes	
row_16	K02416	2637	5.611176013946533	-0.33577803	Yes	
row_17	K02420	2649	5.472403526306152	-0.30987394	Yes	
row_18	K02396	2658	5.32996129989624	-0.2830132	Yes	
row_19	K02412	2661	5.305630683898926	-0.25423917	Yes	
row_20	K02419	2662	5.305630683898926	-0.22482741	Yes	
row_21	K02408	2664	5.282169342041016	-0.19573453	Yes	
row_22	K02387	2667	5.270071983337402	-0.16696051	Yes	
row_23	K02417	2675	5.189394950866699	-0.1397809	Yes	
row_24	K02422	2733	4.449807643890381	-0.12854515	Yes	
row_25	K02411	2800	3.6796646118164062	-0.1201793	Yes	
row_26	K02409	2804	3.6317553520202637	-0.09172417	Yes	
row_27	K02397	2820	3.4577364921569824	-0.06709557	Yes	
row_28	K02418	2826	3.374183177947998	-0.03927819	Yes	
row_29	K02389	2827	3.3695709705352783	-0.009866425	Yes	
row_30	K02400	2851	2.843214750289917	0.012211156	Yes	
row_31	K02407	2853	2.809464693069458	0.041304044	Yes	
row_32	K02413	2868	2.6945862770080566	0.066251524	Yes	
row_33	K02414	3083	0.4374869465827942	0.027423494	Yes	
