NAME	TITLE	SCORE	
K00611		47.776684	
K03925		45.571194	
K12410		45.18228	
K06997		44.97046	
K01620		44.756573	
K01998		44.616405	
K01996		44.433216	
K03324		44.433216	
K00874		44.416527	
K01995		44.41528	
K01997		44.356224	
K10556		44.29468	
K01625		44.28375	
K14170		44.266026	
K00973		43.89051	
K00937		43.640633	
K00640		42.869553	
K00941		42.352085	
K09017		42.352085	
K09994		42.3428	
K01754		42.176613	
K00077		42.113262	
K00615		42.031155	
K03498		41.96643	
K08323		41.67845	
K03743		41.63767	
K02614		41.1793	
K00068		41.08956	
K01647		40.857346	
K00705		40.74433	
K02688		40.0423	
K01607		39.981552	
K18348		39.716034	
K07025		39.498005	
K05787		39.46049	
K07270		39.46049	
K02852		39.407196	
K01023		39.359024	
K06155		39.2425	
K19166		39.2425	
K00074		39.180294	
K00266		39.180294	
K03785		39.180294	
K09022		39.14533	
K01649		38.914116	
K01091		38.79958	
K17759		38.79958	
K13051		38.746567	
K00058		38.72498	
K03655		38.63382	
K04069		38.560955	
K06287		38.560955	
K07053		38.53034	
K04046		38.525246	
K01999		38.423008	
K00528		38.412727	
K01687		38.228436	
K00688		37.98317	
K06147		37.972313	
K00527		37.969604	
K00821		37.953194	
K04079		37.92819	
K07043		37.914524	
K10708		37.90374	
K00883		37.90182	
K01662		37.8226	
K00366		37.74929	
K08322		37.74005	
K07088		37.647396	
K01915		37.585472	
K02784		37.486977	
K02080		37.371365	
K00626		37.36686	
K06969		37.34434	
K03496		37.262352	
K02914		36.967003	
K09002		36.967003	
K00864		36.94007	
K03215		36.90465	
K06211		36.868675	
K07770		36.856	
K03686		36.834946	
K01338		36.80735	
K00030		36.757214	
K00991		36.74584	
K00375		36.696342	
K07776		36.696342	
K08093		36.696342	
K08094		36.696342	
K00053		36.690716	
K18856		36.672203	
K03573		36.605083	
K12113		36.605083	
K03575		36.600967	
K01496		36.587734	
K00052		36.558968	
K01154		36.499718	
K00945		36.48357	
K02478		36.43654	
K02355		36.337265	
K01955		36.29764	
K07650		36.211155	
K02954		36.141594	
K03284		36.096832	
K01684		36.096603	
K04767		36.053204	
K13012		36.00409	
K19784		35.962013	
K01730		35.864155	
K03490		35.801807	
K04784		35.735645	
K11754		35.719467	
K01703		35.70016	
K03798		35.69137	
K01681		35.66405	
K03530		35.65003	
K01704		35.64594	
K00764		35.614937	
K00768		35.574352	
K06079		35.48643	
K19789		35.48643	
K07667		35.45935	
K11904		35.381912	
K01420		35.353485	
K03615		35.31135	
K04763		35.31135	
