#OTU ID,Lyz202BFP222S70,Itg22FP518S21,Vil106BDTT70,Vil107BFP82,Vil110BFP115,Itg24DTT530S25,Vil104BFP46,Vil114BFP163,Lyz204BDTT246S87,Vil102BFP22,Lyz201BFP210S58,Lyz206BDTT270S112,Itg16DTT482S77,Vil105BFP58,Vil104BDTT46,Lyz207BFP282S80,Lyz203BFP234S82,Vil109BDTT106,Itg24FP530S33,Itg06DTT434S27,Itg04FP422S22,Itg22DTT518S13,Itg20FP506S9,Vil103BDTT34,Itg06FP434S35,Lyz201BDTT210S50,Vil105BDTT58,Itg02FP410S10,Itg12DTT470S64,Itg02DTT410S2,Vil103BFP34,Itg08DTT446S39,Itg26FP542S46,Vil101BDTT10,Itg26DTT542S38,Itg16FP482S85,Vil1010BDTT118,Lyz205BDTT258S99,Lyz208BFP294S92,Itg04DTT422S14,Lyz204BFP246S43,Lyz206BFP270S68,Lyz207BDTT282S124,Vil113BFP151,Vil101BFP10,Itg08FP446S47,Lyz202BDTT222S62,Vil102BDTT22,Itg10DTT458S52,Itg12FP470S72,Itg10FP458S60,Vil108BDTT94,Lyz205BFP258S55,Itg20DTT506S1,Lyz203BDTT234S74,Vil107BDTT82,Vil108BFP91,Vil1013BDTT154,Vil106BFP70,Itg18DTT494S89,Itg18FP494S97,Lyz208BDTT294S136,Vil109BFP103,LYZdtt342,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,LYZdtt354,SLCFP022,LYZdtt330,LYZFP354,SLCFP112,LYZFP306,LYZdtt306,SLCFP004,SLCdtt004,SLCdtt112,SLCFP094,SLCdtt076,SLCFP052,SLCFP076,LYZFP330,LYZdtt318,SLCdtt052,LYZFP342,SLCdtt130,LYZFP318,SLCFP148,SLCFP166,SLCdtt148,SLCdtt166
DTDPRHAMSYN-PWY,14521.0356,38904.1556,17.7434,44483.6026,46254.9084,14764.6574,33709.1564,64570.453,9170.4551,40973.149,8340.1007,33391.8123,9602.8345,14490.468,9421.3576,10007.2847,61136.0044,5878.2218,79918.63,15409.1791,11750.1057,11927.3447,33136.2943,22440.9578,38652.0024,8462.739,195.398,36905.715,37432.0798,49807.2325,49373.3582,9381.9035,65576.8736,3639.0805,28645.0418,39025.5459,6725.1224,21564.8225,12558.2572,16194.4348,30339.0001,17686.0196,23130.633,50949.0101,20467.1818,23506.7737,11988.5302,9467.9119,31034.8838,43004.9395,45646.6234,120.5132,11078.7712,7931.8112,19436.4161,141.4709,35175.8036,12782.3935,22145.7683,21382.7834,23557.8933,5194.9887,31685.9794,12495.2502,17718.1282,34335.5099,22296.6433,4018.9138,4762.0326,15923.3767,21178.3516,26358.5203,11814.7517,85192.7897,8925.6045,13441.7585,8238.97,1664.9322,7978.5632,15344.7572,15616.0605,16560.621,104104.0015,34543.2846,17251.1999,29298.1493,3093.8014,45172.9045,30463.9476,57980.0505,56115.6009,61542.4729
ECASYN-PWY,4.5777,0,2022.5186,5.2926,7.4789,573.4564,8.1285,4.9702,24.8967,7.2798,4.7507,341.0533,33.1434,162.646,288.4896,0,4.2217,5088.2103,3.4262,285.9032,2.5847,110.1627,12.2207,124.1716,4.415,58.427,4430.9848,0,13.171,87.1036,52.5508,20.6361,4.3633,136.6466,116.0563,3.1075,5218.0277,23.2712,3.8017,42.9477,9.1814,8.4684,163.2707,102.0592,3.8276,0,43.5995,127.0017,28.6287,0,0,4925.6788,0,300.5777,106.1509,2706.1386,3.1176,2226.7096,7.9355,129.2446,2.7568,91.7098,0,252.7195,0,67.492,105.7893,0,80.405,0,126.7078,160.7491,0,189.6976,125.1366,26.7095,41.7823,0,0,45.9386,17.7036,0,261.6361,299.2889,8.3557,69.035,16.6191,179.6632,1032.0571,3.0775,0.6249,0.62
ENTBACSYN-PWY,11.9939,0,2201.5407,11.9881,15.9925,1446.3934,19.982,10.6638,56.9313,15.9924,14.6535,975.7177,79.2821,446.672,813.8527,0,10.663,7756.5192,7.9844,764.1683,7.9908,275.0863,26.6349,303.4408,10.6579,150.69,5374.8715,0,29.3079,237.6207,124.6633,54.3642,10.6638,380.1948,312.6614,7.9947,8344.3567,63.6927,9.3227,96.8766,23.8314,22.552,403.3764,217.4719,10.6606,0,117.0798,397.996,73.0859,0,0,5257.4955,0,785.8634,266.477,2887.2412,6.6641,4811.3555,17.3101,328.9422,7.9932,246.5515,0,656.2002,0,147.0805,276.1507,0,205.3982,0,318.9254,433.4128,0,526.4453,321.0762,82.715,113.0921,0,0,104.9253,54.4981,0,717.9557,698.7173,18.6536,189.8173,47.3332,402.3143,2184.1873,6.6623,1.3333,1.3333
FAO-PWY,45.0125,30.3876,3947,245.6261,95.8359,886.2249,226.1146,33.2152,56.8754,111.2953,37.2612,565.9379,54.8903,2821.9373,537.9117,2.8839,18.526,8426.2129,17.6935,497.5044,12.3394,172.0165,45.4464,252.698,241.6656,96.5094,8180,100.7969,191.7687,175.2744,1142.6453,48.2943,110.5709,231.529,219.263,46.8558,8474.1895,57.5798,68.814,88.3359,19.5477,40.0979,246.3149,122.8434,118.2209,32.9398,82.9236,250.3053,94.8131,507.9835,147.0005,9703.5,0,477.8264,176.3262,5310,79.2663,3324.708,185.8944,248.5335,29.4574,150.1192,160.2533,403.5693,30.3229,175.8859,235.1242,9.7345,119.4424,42.5849,194.8396,483.6984,65.3831,518.2134,195.1765,59.2576,84.6704,0,0,504.7784,54.6505,204.5931,412.8356,442.2474,18.9885,182.4414,34.6604,281.1576,1466.6393,731.3829,168.5271,59.3096
FASYN-ELONG-PWY,173790.8448,50493.156,2501.316,31078.9697,42452.7098,17256.2192,33082.9898,47982.0321,14549.2478,41205.2473,172887.2564,33001.5928,13405.3508,73585.6164,12949.2998,15507.8986,114562.9068,11885.8267,62358.7259,51588.6939,101551.8612,18707.8245,40117.8295,26882.4892,93579.8924,39428.8873,6600.395,47516.4473,35151.1133,64648.4557,63021.1644,12471.108,57371.7693,17785.0934,31096.296,24073.4048,13024.8459,20840.2299,27301.5548,85160.3791,24839.119,16211.0596,36359.2597,52143.5269,50585.3113,20543.0977,106184.2598,11774.4898,39511.5522,33899.3683,50813.6927,5912.3187,9635.6304,26578.3741,44766.7281,3278.7637,35221.8289,19626.8358,27923.1296,22060.4961,24115.0967,6612.3295,24994.8912,43594.6065,27067.6603,32792.0596,33498.753,8188.1919,47569.066,8910.8829,30566.7679,173794.4694,7492.9125,142656.6183,41333.4756,10331.8326,9619.239,1977.7121,15885.4603,63707.4343,27389.342,72180.3269,66662.9213,150103.9321,33083.4883,39908.3414,5816.6703,60764.5263,22100.2769,74228.2027,39768.4647,318913.9118
FASYN-INITIAL-PWY,8.1223,3.9498,2343.9883,5.6245,101.9255,848.8641,14.0207,168.2855,56.7309,30.9353,11.8649,501.2449,43.118,4429.4254,423.5968,2.4997,7.8492,6550.7204,21.546,398.115,6.2486,167.1462,30.338,161.7271,7.1493,93.3087,5174.5735,0,26.582,118.8942,133.8406,28.4297,8.9491,185.9404,158.1822,3.7497,6753.0993,32.1204,13.5193,100.6887,17.2898,14.5682,222.0243,10063.8408,4.9995,0,79.1354,192.2927,37.1895,0,2.4999,5698.7464,0,416.7922,156.5504,3139.0808,219.4498,3919.7763,269.701,182.4377,6.2483,131.9418,419.3832,442.0282,0,524.5232,179.971,30.3544,208.8237,6.9962,226.3698,522.6697,22.4705,315.2367,274.172,39.8108,54.6368,0,26.958,51.2979,28.1007,2.4995,459.6486,825.7134,55.8234,138.852,25.4229,787.5136,1538.9797,1022.7379,566.8394,15.9232
FERMENTATION-PWY,5905.3683,32011.8027,3471.706,9766.7989,14164.2163,10025.0382,21814.2577,42456.9101,5006.644,27062.7144,3104.0805,12013.3131,7299.5606,9440.2018,6326.1886,4116.7305,33652.0183,9629.1947,12889.6172,11091.068,8837.8442,8621.5299,22722.0391,16223.7913,9807.197,9003.4347,7487.1905,27253.7772,31854.4407,46721.2066,14562.4807,7699.0205,41719.9496,3738.7757,19802.3028,20595.0389,10133.1004,9914.7653,5026.1822,17250.8054,12994.5125,7718.8576,19311.276,42993.2771,10586.5607,18163.4252,4481.792,6898.8731,23946.0838,29271.5675,20814.9736,8502.5101,4969.6178,5257.8816,13686.1891,4684.4592,27019.4376,17182.4953,11368.2012,15025.6899,19119.5391,3493.3674,12423.4894,7460.4732,17912.6152,20610.9363,12438.1114,3591.8527,3432.7698,6855.2182,8536.23,6446.9856,9908.3344,38623.6483,3722.4935,9068.1837,6434.2295,1492.2203,15586.326,12415.2691,21154.4007,11716.0597,27503.2179,14609.3755,17718.3026,3356.2981,2638.9498,37490.7377,22538.1361,23703.3142,39939.9687,56251.6217
FOLSYN-PWY,4453.7432,9051.2783,2918.9997,29759.7136,18277.8376,7462.7431,16643.7215,30675.5434,3691.7573,17427.1513,3338.7529,7042.4796,6997.7175,11397.756,6090.4633,3355.5241,14548.6728,10285.736,5916.6366,10735.2868,2527.481,5718.4028,21268.3285,17441.4764,25447.0279,4420.8774,6805.9573,15274.0973,9896.2873,17600.5612,15780.815,3461.0139,20882.2369,3309.2414,11022.8464,21565.0327,10901.21,11886.2418,8316.5583,8121.0392,3423.5574,4764.0449,10698.7899,42963.6658,18169.2105,6084.2011,4200.4801,3381.502,4289.7333,11710.4385,8586.3414,7070.6762,5355.0577,5290.0769,7166.2226,3916.8535,18284.8429,14631.3673,12483.0304,16671.6485,8802.0848,2416.9593,13766.7517,9651.6577,11521.8989,21277.3649,15582.0436,1954.295,5910.1356,4389.5458,8912.0514,10641.4483,6053.0614,64513.1717,4305.2168,2148.4158,1818.0461,497.5892,3538.4619,9605.6364,10110.4172,4667.981,32218.0259,18368.5398,7179.275,4433.2861,1682.1523,22861.5169,19278.048,21763.3052,30441.6535,26339.9834
FUC-RHAMCAT-PWY,340.0697,268.314,1994.849,1055.4282,1734.5875,1439.6915,628.184,3443.6487,657.0474,794.5197,181.5282,704.2102,314.7277,739.5205,531.6125,267.8807,1447.7306,4589.1839,233.3207,1020.1683,42.0229,866.02,2979.0804,1031.8032,1351.3636,901.8004,4224.2644,439.9032,434.5723,402.3294,870.8002,110.5336,807.6076,508.8666,648.082,1177.6707,4697.5264,582.4754,860.6638,1518.9946,400.6682,279.0874,1588.2866,12255.5724,1322.4604,166.6219,290.6307,225.2927,208.7313,410.0981,218.3017,4895.3762,360.0961,778.1963,1038.429,2681.3951,4468.5634,5236.2642,1658.0168,823.41,136.0559,408.2288,1622.7018,839.8381,320.7644,2403.8651,673.7667,267.8515,218.6989,255.056,513.7391,647.9771,342.6532,5963.2928,370.3713,163.607,157.6729,4.4418,578.0838,921.0834,463.0733,156.7579,1337.1664,2717.1807,315.6547,196.8763,302.188,5140.8007,5125.2279,1513.6643,6518.5715,393.6155
FUCCAT-PWY,495.328,533.6969,1979.4738,2299.6281,1222.802,1468.6611,3252.9327,4690.5369,790.2756,2621.5685,203.79,625.2467,361.4015,538.4417,804.2548,3315.7147,2762.093,4315.4832,139.5494,1175.1105,23.9542,1150.2385,9422.3136,1628.9762,5300.451,914.4878,4096.3611,1606.2786,470.8963,593.2128,763.2073,98.1012,711.877,812.2266,492.5232,1849.449,4432.3453,758.3342,1889.8701,1415.3472,615.4775,285.2198,4713.0575,7160.598,4345.947,134.1003,323.7553,491.7295,176.2553,445.5849,213.4066,4876.4458,490.6453,1161.5383,1154.9161,2664.2304,4699.0871,3608.7426,1952.5394,1300.1791,154.5291,607.6344,1100.6333,549.1342,4655.5527,2019.9436,555.6149,411.5505,152.1195,170.3462,544.698,405.4129,488.4697,7312.9245,335.0264,261.1211,243.598,4.6095,795.2228,788.2743,3154.8087,142.9902,1251.2355,1984.7596,931.6905,143.0964,1316.1614,4048.6405,7442.7853,1843.7826,8520.3192,444.1437
GALACT-GLUCUROCAT-PWY,2787.947,4762.1266,2132.5989,12090.3298,14150.7129,3423.2228,7129.2999,23698.8608,2784.785,13520.3351,1589.3128,3908.9508,3306.5204,1916.1125,2656.5122,4008.2598,6026.1993,5545.4903,1243.7856,5389.2389,697.9527,3926.4484,15553.9482,4490.1387,9258.1098,4124.7563,4434.0311,2545.862,8271.1874,9241.1651,4399.2957,2251.8708,6916.465,1606.017,4031.3147,6908.7803,5636.4813,6286.762,4724.1538,3941.1533,1480.2351,1215.9584,12617.9552,23865.1233,8186.8388,4391.259,7085.2357,2672.7539,3001.1022,4296.4845,1911.3599,5262.9952,2068.3856,2720.2312,5074.9093,2911.7537,17061.508,6909.8137,6918.4626,5306.2136,1777.4364,1729.9771,11064.2295,2742.5696,5308.0078,10621.1385,13551.5546,1037.1924,485.0247,899.6409,4113.005,3641.1749,2381.4267,15387.034,1656.3439,571.1789,712.9998,253.3713,2022.3849,5669.2773,4354.2902,1357.6297,14780.7429,6472.7922,8568.6106,792.6449,1792.9892,19525.5953,16443.2014,3083.2571,26257.8703,9533.6391
GALACTARDEG-PWY,4.3107,3.8528,2255.5918,109.4565,27.6661,449.5062,16.8866,52.8813,72.0533,17.6629,18.6765,271.4064,34.6597,151.5566,232.7234,0,84.3033,4654.6602,31.7802,219.9248,2.6677,124.8764,31.4389,118.4526,23.2789,115.582,4674.8567,0,46.1652,69.6889,49.2809,16.734,3.9453,106.7421,92.9604,189.1494,4707.6209,98.0048,93.9268,83.0915,71.8536,7.6553,143.9337,542.3438,48.2823,0,41.2041,106.5955,31.8824,0,0,5545.3875,19.7922,227.4497,95.2756,3035.06,406.1009,1567.0929,134.6368,157.0689,27.1041,78.3245,27.5584,178.4098,24.8392,180.6202,89.2155,12.9246,49.3804,12.9112,92.4525,115.2629,17.1072,381.0726,81.7845,22.2858,34.5296,0,28.3335,49.818,23.7039,0,204.5549,517.5712,17.5253,49.1832,29.2267,236.6713,889.3485,31.8867,249.8299,4.2367
GALACTUROCAT-PWY,3315.9763,5592.2616,1975.3042,14917.344,16473.6482,3976.0331,10237.6794,32968.0538,3043.1383,15413.9738,1907.5147,4618.072,3912.8232,3091.2061,3345.7643,5090.7266,5890.4625,5571.2293,1439.4437,6619.436,818.3165,5394.3153,19674.7161,6047.7347,11655.2942,5345.515,4110.3492,4181.7469,9102.7033,11656.8796,4941.2242,2487.4398,7702.4619,2042.2214,4409.7052,9903.5183,5626.3708,7389.9029,6032.9948,5717.209,1518.7136,1413.0031,15789.5451,28619.6722,10135.9907,4925.583,7520.7145,2867.2715,3269.8264,4755.1208,2144.1382,4878.825,2609.9919,3494.4894,5133.5976,2707.3917,21990.0697,9194.7568,9184.8422,7598.6989,2237.7067,2265.4305,13571.3068,3735.2509,6283.8764,12643.7027,14449.2525,1324.1977,547.0859,1037.4239,5336.3094,4587.5644,2687.5576,21178.0395,1958.9239,622.8289,796.3292,271.3289,2952.3993,6255.8916,6462.428,1378.3674,18920.7942,8384.3272,9924.8477,1050.3413,2230.4814,25915.9562,21250.336,4024.5804,36309.1634,10562.2742
GLCMANNANAUT-PWY,190531.8996,54705.0709,2431.0721,39342.7693,35455.5655,17008.7433,38624.8932,52574.7727,13760.8837,39936.6276,189667.5119,27727.9121,11897.4856,71630.2884,12921.0263,18263.8607,118023.9726,10937.6565,63530.5605,54268.3857,116319.3969,18423.7484,41186.3494,11567.9728,100405.1274,42099.228,6439.0372,54235.9145,42502.9179,69251.065,44136.7038,12490.3445,60248.4905,18719.9861,27666.8147,31352.6814,11698.1598,12863.8965,29492.7814,93932.6873,20480.8771,14725.7147,36935.8225,56820.7386,53582.7785,22915.7246,115297.9594,10566.5909,48284.3388,47002.1664,65172.8242,5726.4979,6408.7629,26655.3769,45946.1551,3177.8298,39237.4074,25969.0546,30551.7223,19922.7454,46624.3897,6278.2632,21886.2297,46155.3586,31335.4978,28500.6296,28433.4023,8950.2437,50101.029,8636.4411,26114.0396,192079.2267,10269.5409,110101.0375,39423.3504,26308.9076,13334.9235,2425.6533,30140.6535,69553.312,34408.4661,81996.1782,50933.82,149380.1416,33649.157,48211.5585,6105.3112,62513.9838,23999.7249,63378.8264,48282.549,333873.6198
GLUCARDEG-PWY,4.3107,10.7656,2255.5918,109.4565,69.8326,481.5606,34.792,145.2374,72.0533,40.2095,22.2775,293.3105,34.6597,178.3095,244.9205,0,84.3033,4654.6602,31.7802,244.604,2.6677,182.1181,72.9095,132.6048,53.244,119.7719,4674.8567,0,80.888,69.6889,59.4937,16.734,3.9453,113.9043,92.9604,189.1494,4718.2408,98.0048,93.9268,163.5564,71.8536,7.6553,168.311,542.3438,48.2823,0,51.9092,106.5955,41.2919,0,0,5545.3875,19.7922,237.128,102.0766,3035.06,406.1009,1567.0929,134.6368,217.1183,61.9927,78.3245,80.1474,187.2568,24.8392,377.5668,96.8065,33.6103,49.3804,33.5198,96.7223,115.2629,46.6898,381.0726,81.7845,22.2858,34.5296,0,76.5014,49.818,32.8674,0,210.9553,517.5712,36.1212,49.1832,29.2267,400.7745,1026.6685,40.1186,682.7542,10.6601
GLUCARGALACTSUPER-PWY,4.3107,3.8528,2255.5918,109.4565,27.6661,449.5062,16.8866,52.8813,72.0533,17.6629,18.6765,271.4064,34.6597,151.5566,232.7234,0,84.3033,4654.6602,31.7802,219.9248,2.6677,124.8764,31.4389,118.4526,23.2789,115.582,4674.8567,0,46.1652,69.6889,49.2809,16.734,3.9453,106.7421,92.9604,189.1494,4707.6209,98.0048,93.9268,83.0915,71.8536,7.6553,143.9337,542.3438,48.2823,0,41.2041,106.5955,31.8824,0,0,5545.3875,19.7922,227.4497,95.2756,3035.06,406.1009,1567.0929,134.6368,157.0689,27.1041,78.3245,27.5584,178.4098,24.8392,180.6202,89.2155,12.9246,49.3804,12.9112,92.4525,115.2629,17.1072,381.0726,81.7845,22.2858,34.5296,0,28.3335,49.818,23.7039,0,204.5549,517.5712,17.5253,49.1832,29.2267,236.6713,889.3485,31.8867,249.8299,4.2367
GLUCONEO-PWY,43326.2253,55418.026,2851.0013,54135.3949,49343.4214,16010.5577,40818.4281,71094.1865,11705.1048,50661.2734,28829.4631,26480.4931,13158.5835,34835.3304,13690.0288,10931.2896,80778.2239,12372.9704,70345.4256,39009.2204,23775.0903,16706.2462,42405.2621,27881.713,74075.1565,24941.9806,7140.9593,64676.2403,47199.9015,72249.1193,61508.1783,12967.9946,78105.3172,11668.1722,36611.7208,42176.7848,13354.5022,24401.1872,21521.3212,42970.4171,28972.3359,18943.8961,36796.0798,56974.1813,47211.5231,27714.1981,72931.7128,12449.2654,32583.247,42462.2727,56287.6959,6805.222,12365.1547,14419.3989,34953.4851,3780.9105,42865.2473,24268.3887,25224.6378,27401.89,41872.0539,6686.9791,30707.9886,25444.8063,25527.9269,41071.8981,30115.0315,5847.1194,8355.6844,12732.707,23904.2996,60725.7437,14146.4544,148936.7282,19976.7409,13613.1477,8834.4335,1891.6721,15358.547,36873.9615,31527.1501,25510.0413,92269.903,69481.8422,35093.0955,24614.3139,5240.812,62719.872,33539.1929,73203.8426,59480.838,152617.1808
GLUCOSE1PMETAB-PWY,4.4999,0,2070.1933,4.4998,1233.6727,722.508,606.4349,181.1329,21.4883,127.8552,5.4999,381.9737,29.9775,243.0378,463.7196,0,3.9999,6052.5171,3,293.6718,3,122.5014,9.9991,194.3627,3.9999,80.9112,4736.7465,0,10.9991,89.468,186.7307,20.49,3.9999,148.9963,118.8586,2.9999,6212.7514,23.9892,28.8258,36.4928,50.9648,8.4987,166.9965,6287.8275,78.6045,0,43.9904,171.1177,27.4949,0,37.3316,4993.6357,0,332.539,100.8945,2756.2553,52.4703,2796.5883,33.8238,126.2944,2.9999,102.6636,603.1476,259.54,2275.9778,80.0867,110.1655,19.3203,81.2633,5.3392,121.9445,165.0763,59.8852,200.1992,123.9531,32.6433,44.5985,0.6599,0.66,40.147,494.782,0.66,272.8367,285.1944,60.948,73.6092,18.6356,153.6674,1437.4903,16.4985,340.9542,1.16
GLUCUROCAT-PWY,3170.5293,5781.962,2221.9882,13167.3984,15940.9349,4049.2066,7248.6703,23638.6484,3012.1922,15142.7122,1820.6742,4818.6609,3522.3792,1865.4449,2866.8644,4146.4899,6863.4965,6024.4036,1702.2707,5517.9662,875.8556,3944.9468,15439.3408,4658.4994,9895.8353,4002.1185,4622.9595,2529.9113,10039.297,10397.8951,6365.3792,2632.1026,8796.1914,1563.1319,4979.0482,7146.4224,6111.1998,6738.97,4974.5728,4005.3126,1720.315,1544.5454,12284.9248,24650.4207,8332.6556,5282.6389,7229.7621,3101.9365,3853.1402,6034.2497,2721.7009,5484.014,2224.2108,2722.474,5552.5695,3036.6394,16854.0265,7051.8278,7143.7476,5460.8829,2218.212,1751.9589,11846.1347,2796.728,5939.4544,11558.3725,13879.5285,1187.5713,574.3262,1205.859,4448.869,4073.2706,2883.3203,14883.7874,1739.9883,817.7657,1037.5042,312.7583,2235.3749,6445.2584,4373.119,1822.7334,16503.8853,6324.8492,9039.6138,909.1774,1761.6237,19310.4335,16365.2895,3681.2859,26054.9052,11146.9799
GLUTORN-PWY,7255.6287,5159.3098,1981.9267,41886.8189,18671.4859,5358.5498,26837.5946,46246.1025,3639.3913,20301.8219,4482.1642,4128.9818,7342.1892,5476.8605,7120.674,7946.5794,7838.3332,5732.1937,2017.8697,9117.0101,1168.9155,5256.6137,25208.6595,25630.4704,24916.3858,5818.0753,4109.5991,5299.3981,12864.6607,8799.9345,10157.3486,3467.1125,10748.0338,2515.84,5199.6018,34718.0067,5884.4348,12366.2147,10007.1821,6612.314,2173.285,2712.6827,15015.7764,25360.563,16129.0523,9397.902,7452.464,3559.538,2684.0283,16756.006,5893.5756,4897.9087,6351.5754,4109.8915,5021.2308,2710.5742,29820.8148,7332.7066,19536.7915,17263.0556,12485.4115,2974.6029,14042.0305,6396.1012,7318.6475,19867.3396,15563.1621,1695.2222,1063.5957,6898.7404,8440.7728,14486.8003,5973.7717,42702.7944,2359.5577,1372.4795,1439.0524,390.6551,3435.1834,6548.6566,6761.7583,2161.4689,47328.6704,9409.2845,8074.0198,21133.8742,2151.7432,30060.2991,28402.8111,12077.259,44691.0593,9762.3337
GLYCOCAT-PWY,38137.202,19679.6044,2749.2021,62558.2005,44806.5663,12319.8517,50865.656,79611.0659,8284.7028,42507.6358,26490.0587,14733.2661,12460.7956,15713.8313,13246.3952,18185.2011,26824.4831,10431.0515,9636.0421,27940.6855,7693.4785,11849.4529,43477.4881,29441.4393,69104.4565,17263.6945,6336.5966,16349.6839,36617.5438,29688.7078,31284.1787,8892.2321,35575.6101,7229.5566,13998.6034,52931.8938,10765.827,21128.5129,21475.945,21726.2085,6586.4363,9448.9802,33308.0585,44870.1178,38021.2966,24975.0725,26817.1106,7334.3263,12198.2012,48938.0547,27518.8068,6664.847,11531.1226,10106.5581,16786.9662,3713.0678,48284.5534,15796.3676,35626.2257,26658.7489,40595.1302,5863.5111,32276.2284,22718.8177,18415.3578,35902.4336,27894.8698,4593.4691,9852.5663,16229.9757,19560.3293,73068.7775,10695.4298,86296.7602,7973.7945,5998.0733,4559.1215,956.0356,11181.6406,22307.3644,18942.6884,8003.6502,111222.6962,36322.5031,20280.615,52127.2889,4553.0401,60662.1636,41594.5312,41099.2565,72908.5793,41903.5522
GLYCOGENSYNTH-PWY,173608.7761,63021.2081,2167.9779,58379.8235,49941.394,18348.5869,49992.5887,85483.5941,11230.1222,48307.8767,170532.6122,43257.16,12091.5615,68171.2368,14215.3853,20620.2488,103982.7416,11341.7621,83945.19,52394.2734,107389.1012,17355.0678,50262.8749,35232.5605,104838.3214,36640.6879,5733.2165,67593.02,44417.32,87365.3327,48210.9758,10732.996,70874.5031,16651.907,26358.8034,47368.4621,12186.6536,19448.9039,31757.6047,88662.966,16721.2048,21988.9509,40555.9059,54063.328,56486.5994,26497.015,103214.0155,10321.977,38944.263,55708.1162,63340.4935,5152.3395,10325.3268,15952.0115,41950.2607,2882.55,50758.3692,23386.8,37648.5949,31747.9262,54866.8003,7891.2552,34150.1677,42520.5549,32243.4327,37064.1715,26222.0095,8858.8566,26280.5902,14719.7854,23423.5568,176807.0177,13113.3416,124284.8636,19620.6352,25291.5735,12276.6992,1520.4628,33213.4988,64320.1447,37493.5286,72579.9319,119571.2273,136655.5925,33798.8135,58287.4796,6233.3469,74854.0226,39835.5774,84425.3706,71515.2962,300503.7684
GLYCOL-GLYOXDEG-PWY,18.2867,6.0675,2303.9273,28.4557,267.235,612.2011,40.6285,183.9112,117.1662,106.9553,13.8507,369.0998,89.9094,331.4952,316.5595,0,9.6221,5464.6137,32.5681,414.6973,6.8107,153.9746,135.9717,212.7242,10.8505,77.2642,5034.414,0,263.6011,112.6132,857.7218,28.0762,67.03,168.2079,179.4895,12.9855,5590.4251,24.7672,17.7773,172.0205,10.3024,9.0411,282.1795,196.0384,86.8859,7.4724,76.0823,141.4607,95.2263,491.4233,135.1381,5619.0258,0,344.7728,206.1427,3085.6318,267.5481,3083.5378,105.4098,175.2265,17.9198,91.8814,197.7099,316.207,0,1430.7601,125.1343,62.0046,104.6321,42.6912,163.106,198.9774,0,228.6319,157.5823,43.9134,77.5349,0,51.2816,533.3833,21.8347,193.8491,360.8311,476.4605,47.2988,91.7963,17.5297,395.5045,1883.7546,56.8301,920.4855,47.3434
GLYCOLYSIS,37104.3006,55503.0011,2969.3088,59854.8902,54691.5596,20986.4939,45451.5373,83884.3731,13062.9592,53241.0366,19296.4725,44828.7377,15615.258,38381.9363,14581.3014,16678.7161,84553.7978,14027.9979,93913.7091,35587.9951,25922.5199,19458.0013,49800.1515,28868.8882,77745.6437,25244.362,7490.9077,62663.3131,39693.7496,81064.1516,58691.6443,12926.1173,79927.4793,11285.1651,37106.5519,49306.2638,15186.1984,24879.0937,26924.495,41523.7359,29907.6043,23254.7352,37825.6373,57684.0554,49476.2556,26058.951,46087.6852,12848.0235,32715.8344,45319.0481,58159.0812,7073.4117,12548.1225,18272.9226,29317.5798,3934.0129,48529.4515,23259.3772,34014.4529,31399.4949,43371.3707,7764.048,36230.8545,29583.3047,27121.4001,43899.3652,34184.9804,7292.7551,16839.7472,14138.8632,30323.2295,41764.2608,16318.3293,143971.4646,22652.6448,14719.4994,9473.2557,2197.0078,16670.9562,35859.6964,31663.3746,27698.6071,118521.4562,72733.1871,29322.5341,27004.896,5807.6254,69603.6692,32876.7645,80879.2014,63275.1365,159797.7605
GLYCOLYSIS-E-D,15465.4477,45668.3041,2588.9265,33857.1715,19201.4384,13043.2685,34150.1631,35036.2381,7791.612,40107.8369,11883.3172,19646.4463,12090.6868,16665.3032,11735.0577,7853.6047,34049.861,10036.759,56805.1559,23527.8226,17353.6924,13063.1695,26387.8202,14657.6028,57842.1055,8684.8321,6150.0516,51524.2153,29643.0849,60275.2571,39154.1287,9679.5497,63735.5426,6677.2293,25806.2797,27929.2434,11057.398,19823.4239,17311.3042,23086.0789,8775.1898,15174.7654,18950.2085,7483.6656,35978.7908,19794.8291,8764.4386,8852.3241,18635.1719,33754.222,28071.2316,6230.0436,9570.1659,11181.4135,17763.1311,3452.1421,15788.8606,10522.9704,16646.546,22870.2393,24728.9679,4486.3082,5798.566,15953.0499,20999.4786,34430.1359,26495.1981,4747.2639,2677.9259,10648.7305,18376.3356,16835.8026,11846.1228,89570.2924,11035.5781,7761.7966,6195.7245,1552.0488,12978.5907,14334.1743,24325.8052,12914.2053,63021.7823,39525.3456,22040.0677,16746.3259,3818.2859,21654.8256,17298.1233,58146.0389,19766.9722,75978.9955
