#OTU ID,Vil103BDTT33,Vil105BDTT57,Lyz207BDTT281S123,Vil1010BDTT117,Vil105BFP57,Lyz202BDTT221S61,Itg02FP409S9,Lyz204BFP245S42,Lyz206BDTT269S111,Vil109BDTT105,Itg20DTT505S100,Itg24DTT529S24,Vil109BFP108,Itg26DTT541S37,Itg02DTT409S1,Itg06DTT433S26,Vil110BFP120,Vil108BFP96,Vil101BFP09,Vil102BDTT21,Itg22DTT517S12,Vil106BFP69,Itg16FP481S84,Vil103BFP33,Itg08FP445S46,Itg24FP529S32,Lyz206BFP269S67,Vil104BDTT45,Lyz203BDTT233S73,Lyz207BFP281S79,Vil107BDTT81,Vil104BFP45,Itg12FP469S71,Itg06FP433S34,Lyz205BFP257S54,Itg18DTT493S88,Vil1013BDTT153,Vil102BFP21,Itg04DTT421S13,Vil1014BDTT165,Vil106BDTT69,Itg10DTT457S51,Vil113BFP156,Lyz205BDTT257S98,Vil108BDTT93,Itg20FP505S8,Itg22FP517S20,Lyz203BFP233S81,Lyz202BFP221S69,Vil107BFP81,Itg16DTT481S76,Itg12DTT469S63,Vil114BFP168,Lyz204BDTT245S86,Itg18FP493S96,Lyz208BDTT293S135,Itg10FP457S59,Lyz201BFP209S57,Lyz201BDTT209S49,Vil101BDTT09,Itg04FP421S21,Itg26FP541S45,Itg08DTT445S38,Lyz208BFP293S91,SLCFP021,SLCFP069,SLCFP111,SLCdtt075,SLCFP051,LYZFP317,SLCFP093,SLCdtt021,SLCdtt111,LYZdtt317,LYZdtt305,LYZdtt329,SLCFP075,LYZdtt341,SLCdtt051,LYZFP305,SLCFP129,LYZdtt365,SLCFP003,SLCdtt069,SLCdtt129,LYZdtt353,SLCdtt093,LYZFP353,SLCdtt003,LYZFP329,LYZFP341,SLCFP165,SLCdtt165,SLCFP147,SLCdtt147
P23-PWY,2357.0482,808.5553,1379.1865,5420.487,3927.9125,944.8784,4247.4851,2595.661,1737.7743,7165.7659,5334.7337,4893.7377,8277.9875,5853.5078,6387.726,2560.064,8617.5992,15767.6967,2773.2705,4290.7738,3568.1902,2774.4907,7283.7604,5049.7714,6504.0373,6071.438,2227.6946,3957.5808,2154.1491,308.899,3800.6199,7903.0816,9226.1769,2334.3388,397.2027,8646.8303,8370.1798,10289.2751,4354.573,5715.0374,6363.1898,2399.9403,3653.3206,3633.0615,7286.1331,7834.1521,7497.0121,7590.4403,2886.8348,6870.1476,5174.8754,5347.0028,3881.6516,1252.8318,9584.173,2979.9776,6457.9588,1544.3171,1455.6858,685.7667,2182.1522,6427.8005,5513.0604,1371.7034,4327.7689,3016.1872,3834.8122,1240.7325,3407.3937,14104.9654,4827.233,1585.809,3952.4968,3848.8711,4995.2275,5181.7492,1546.7652,4097.5758,1489.3652,5868.2924,2494.0202,5698.2636,5925.9245,3433.9757,3455.5104,5707.4312,6916.3921,1936.0656,10032.7654,4469.8416,2369.1491,6778.0789,7725.4447,8146.9176,4591.232
P341-PWY,310.4546,32.3798,1693.2212,1411.0324,7840.2898,1512.0762,1102.1514,1282.1133,1090.7656,174.9851,3066.3372,1928.1407,87.4498,944.9926,999.6065,1288.3567,177.1626,5011.3767,2432.2787,753.1875,820.7383,7723.609,2872.6535,1408.4272,3916.0574,2752.6383,1116.0721,1356.9281,756.2792,1943.9696,113.8274,2669.8275,3397.1907,3608.8378,1465.6329,2487.3393,0,1834.2064,4988.1108,1655.8957,77.1875,877.3661,38.7277,2169.3042,242.9458,6861.1313,1944.9238,1923.361,3422.0478,5916.3638,2326.9032,1820.1848,162.1863,416.4093,2446.9119,3285.2759,3311.4292,3800.0999,2772.4716,485.2602,3234.1091,934.2608,1623.8854,3233.1153,928.7805,767.4518,2261.5261,1147.1518,3022.8065,2860.8566,2651.0351,240.7424,3145.1404,3382.8665,2001.6314,3218.5251,921.0352,3149.0741,1887.2442,3435.2579,1597.7022,12192.1787,915.047,2539.8707,1420.0755,3125.1914,11291.5644,1568.8891,1019.0073,3267.8833,2376.3327,1652.3367,2377.1918,3387.3748,3049.2293
P4-PWY,3404.0258,4298.0161,3591.7371,8696.6994,12083.2917,5356.5094,6849.8858,4698.5817,5187.0521,9158.8618,4366.7502,10112.0684,29101.8889,10502.8457,7466.4007,4435.6221,10194.1343,29634.0447,7435.6635,2783.0878,6092.3712,9838.198,10402.4394,18730.1565,11694.2217,10972.9911,8388.9759,4604.5112,2627.4667,4801.4131,5241.0942,9203.4068,18701.4409,6931.9137,4848.7791,9382.596,6506.7931,6982.5233,5738.2933,8538.23,8988.3424,3491.1553,1923.4281,6755.1032,7662.784,10636.1177,16577.4798,6534.2249,9438.7019,12047.5246,6646.9413,7283.9222,6499.7812,2475.5414,11944.2439,6518.3874,11610.248,10489.8168,7358.0918,1832.2885,6131.0088,10543.3718,4106.4508,7743.3744,2872.3492,1475.3244,5576.2559,3349.8588,4850.8552,28594.6554,3066.1861,2186.1571,5346.648,19953.9231,11543.4072,23185.888,2525.8027,41271.4897,4687.4163,14835.8536,2696.6105,30323.2965,6703.462,6383.7257,3121.5461,16727.2571,7895.4679,10749.2138,20687.8329,19678.0849,16961.3684,7420.6703,17668.3221,8575.2079,8954.7358
P42-PWY,7354.3005,808.5629,7482.4596,9443.1146,28031.1028,7506.3756,7500.927,8072.629,3992.0461,8540.3463,12993.865,11019.4575,18073.8551,11358.5217,12691.294,15373.9162,22254.6832,27464.4668,27836.745,5920.5831,7612.7394,22645.3921,24551.7548,27113.5276,14793.0004,14549.3126,6431.1818,8059.0568,5954.3633,8727.5077,3850.8206,20855.7116,17691.0182,15549.7019,6374.5754,16557.295,16651.3836,24553.3639,19684.6446,9715.8005,6420.6812,4748.9793,7846.7389,9692.8246,7547.7522,20360.9133,15436.7186,26761.7232,22704.4999,26889.437,15768.6342,9843.7556,4578.2295,3655.8045,17231.6324,7162.9735,18427.6706,16908.8421,6288.6475,6212.1811,9900.5355,17038.6934,9804.1512,12307.1002,10428.5632,4945.5343,5756.2228,3521.9444,10157.1941,31207.3657,6290.1711,3858.6975,5197.2115,86185.3223,23349.3757,56605.8408,5356.0339,92095.5901,10131.8191,14180.2275,5807.8744,1465705.109,9980.2229,12323.3588,9423.8001,118363.0325,13696.132,17222.1664,25187.858,53420.4672,25213.2628,12848.6263,35959.869,11773.8366,28977.9118
P441-PWY,13028.2083,5468.7673,9135.8668,15283.2845,36487.5252,10355.3622,18403.7361,14630.7244,10264.3413,11879.9568,21104.3901,20667.1406,43435.2092,20620.0089,25516.5768,26229.1585,33811.9677,80388.7148,36445.615,13776.4434,14077.8076,34944.4712,30901.6988,42173.6074,26217.1793,25852.9101,14150.1825,16508.0036,10759.0952,11864.7634,6779.4754,25673.5844,36099.3635,24662.3434,14400.4256,28164.4322,11293.1641,35148.561,36596.8143,17739.4179,11665.0901,13973.9753,15600.3627,23284.0295,10175.4159,38373.1304,31501.6176,59794.3991,27633.1929,28850.9128,26097.3524,20237.9241,27387.788,6734.3562,28145.6518,19163.532,31085.4071,24269.1036,14526.9132,10863.2802,18281.8736,26700.6247,14848.6473,17527.2803,12573.4409,7694.25,9374.2371,10224.5773,11501.7868,120774.371,21474.0577,7257.1271,15840.0361,146435.0691,56398.8798,73252.6793,7191.7352,68262.4042,10694.122,154628.5215,6531.6491,44496.7475,14116.3635,19052.5428,10661.5941,32666.8696,35607.5682,15484.8241,18409.4296,46487.2273,31603.1283,21976.5013,45334.2491,19069.6173,22302.4115
P461-PWY,6950.5549,6076.7132,3584.9425,4542.9103,5712.0285,4693.9543,8758.1266,6882.0656,4992.6978,8830.5705,11383.7757,8598.6079,18058.8626,7729.9322,13717.4157,10575.811,15708.1284,43892.4008,21283.1585,7357.6846,6289.0314,7060.4944,12144.8032,16423.0348,11404.5927,10327.4789,4517.6443,7040.8777,5813.5201,4860.5571,7137.8794,10476.1164,17439.0514,11487.6236,2441.7501,10177.7188,6943.7464,14312.2901,15526.0515,8982.8004,12300.3562,7055.9514,7771.284,7209.0611,9630.8401,20299.9843,16388.6333,33266.0977,11741.4015,7526.4074,12944.281,10497.5493,15881.2111,3306.6438,12296.3493,8696.1774,15754.7046,12865.7009,6293.4579,6561.4499,8796.8133,10925.1604,7592.1188,8489.6024,1744.3735,3818.4633,2314.7181,4757.1038,2062.4167,62115.771,12366.6101,1498.1994,3725.3011,75237.3581,25070.5577,16234.4474,3201.4957,25002.5191,1529.6582,55402.6154,2978.4991,4618.4188,6193.1058,3869.1357,4461.0731,11704.8484,14763.9515,5566.1445,7818.2288,5128.9057,15826.5883,6851.5155,19495.5329,9785.6566,8491.8619
P562-PWY,821.4251,1.3231,1890.0664,884.6526,734.6345,1113.0517,612.6907,1228.2976,381.4666,126.6632,2946.2627,382.6951,319.7302,626.1451,548.8715,542.3239,208.8268,20013.4274,1870.9242,1705.6236,1495.772,652.6432,482.2587,3966.8515,297.331,423.2419,447.7075,591.1794,506.8032,2450.6796,47.1064,1463.4574,1645.5528,966.2878,558.5274,702.1799,1004.81,3453.7519,528.9293,373.8816,93.521,179.4081,21.8553,1275.6217,130.5346,4597.9167,2739.7831,1908.9602,1410.1125,513.018,708.343,839.0915,91.4245,493.2629,570.3815,585.2845,826.0822,2500.666,1889.407,605.9304,433.4743,666.7427,126.3661,457.4723,274.8739,1122.4277,98.7625,491.108,2261.7689,565.1062,1170.8061,189.2534,280.9581,1619.1771,561.4916,2196.578,341.27,2946.449,1537.6605,693.2948,1373.1725,1302.4423,3026.7601,2803.8197,952.4528,304.0031,2683.2157,184.1577,2735.4726,1943.9398,1845.2837,14.0052,30.5537,3166.5839,4077.4032
PANTO-PWY,5103.9672,3739.6316,4513.8381,7164.9807,20650.2442,4989.6933,6677.242,7066.2917,3640.3772,6123.0129,8856.6907,9007.1673,9851.3771,13762.4287,9550.0449,7769.0384,13074.8454,19164.5593,16518.9897,5332.3372,7034.9868,19922.6301,16049.7093,21755.429,10233.4978,11084.4877,7075.1357,19124.8345,5394.4643,5529.0022,4423.0431,14141.9716,12777.8175,9032.5224,5990.5005,12075.2433,10433.3737,16738.5221,11559.9283,6558.4149,7602.5585,3002.2648,4828.4528,10437.9471,5917.063,13476.0813,12567.5387,14725.6105,11585.6304,17315.0737,11714.3442,6685.4765,3291.0581,3611.8913,12698.3034,18792.0676,12045.182,11129.6963,5319.0112,3541.0207,7464.3966,11597.7653,6513.9741,7308.8898,7228.5212,3251.1145,5082.012,4271.4813,7237.8451,24197.2343,5920.9999,4729.5507,8674.1541,219774.2117,15165.3587,48373.38,3332.5208,769955.9678,6414.0495,13490.4192,3282.4137,888991.4087,7547.5774,11440.6353,4537.6658,62026.5527,14464.5727,12871.703,17399.7125,35873.4095,17806.2896,9275.2926,20053.2468,8564.2924,17662.2101
PANTOSYN-PWY,6485.4655,3813.5372,5655.5087,8916.0223,25185.6391,6488.3938,8896.5738,8910.6923,4790.6419,7360.1978,11293.9593,11725.8391,14068.7672,17186.603,12747.9584,11517.6405,17384.8583,25752.118,20999.9881,7007.1771,8835.4519,24131.1978,20299.0526,26576.7915,13236.2954,14417.8796,8988.9828,20678.6279,6753.0712,6912.9522,4623.2556,17383.0128,16757.6191,12307.4403,7680.0754,15264.1683,11499.1722,21165.7739,16424.8942,8591.7158,7920.9567,4237.8901,7483.0305,13331.635,6515.2368,17429.2897,16213.7349,20510.262,16178.5414,20990.5165,15182.8304,8821.3027,4329.808,4505.0687,15982.5294,22694.605,15914.108,14021.398,6977.9883,4776.316,9454.9918,14998.9161,8357.7193,9680.437,8817.6097,4189.7343,6481.7046,5740.7168,8877.4063,33669.126,7101.2127,5609.9645,10868.1988,242315.3796,20935.9213,56144.4218,4449.2358,785365.9372,7940.1034,19660.8861,4197.8434,892768.0102,9479.8921,13457.0845,6351.0724,75895.9914,17901.4048,15629.2164,20774.9078,42848.1357,22476.9153,11896.7837,26514.2888,10892.1228,23047.0931
PENTOSE-P-PWY,7814.8279,5077.1409,6654.352,9497.8472,18018.24,8968.7833,10626.7952,11282.9617,7231.2714,8823.9897,15672.0094,14773.0894,15350.1006,15894.5497,15424.396,15292.0755,14315.1051,61240.5644,23499.8933,10107.4926,9665.0001,15835.0397,21953.176,26797.3003,17209.1451,17539.9377,8428.0939,10731.1521,8003.8007,8186.3282,6116.6691,18372.2655,23705.2664,18748.3388,6168.0812,16579.7726,12832.0968,23657.8076,28541.8367,12299.2802,10497.2999,7366.5012,6380.4165,13630.2332,8435.5962,27006.3125,22540.3276,25263.657,23111.479,19706.1727,20362.3166,12881.0079,5811.5215,5333.7961,17353.4915,21799.2579,21032.8503,16007.0458,9504.8075,6088.0289,15707.8098,17020.9837,9902.0622,14862.4129,8526.4597,5508.3428,7578.7195,8675.5693,8750.0187,31458.5649,17474.2414,3842.7328,8330.7235,154744.5914,28617.4363,41400.7662,6482.9903,99238.7261,8024.7496,27400.6978,6716.3532,22602.3304,14860.416,8545.753,9595.7801,70793.3188,20452.1623,11249.8357,25863.6968,29165.334,24185.0112,13566.2186,36338.7979,14285.2102,26957.1856
PEPTIDOGLYCANSYN-PWY,15957.7725,4206.9921,13316.9228,18954.9373,48448.5213,18108.4755,25987.1038,20371.918,13724.2467,12127.6309,27057.2906,30782.5827,88924.3081,31533.6004,33716.9701,57742.0348,51213.7574,96737.7809,43077.5736,17704.4697,19737.1837,44434.8308,41851.1978,55749.8192,33097.93,36609.2487,21007.2924,27416.1932,13312.4024,16520.8546,5380.1137,34456.8744,44991.7308,38111.6683,18944.0811,33931.8802,14104.2581,45827.9784,68033.6785,23090.4784,9225.5211,19553.1364,42022.8719,31835.4115,8777.8612,47501.9062,42097.8446,74247.4175,51555.6714,36490.6722,36054.1089,25079.7131,47306.7145,9388.0834,33857.1363,37278.454,43504.732,32976.7413,24311.3498,12278.1669,25546.3516,35239.8926,19081.616,25596.4015,15905.6961,10071.2103,16048.0841,16410.2296,18771.248,183932.0437,27348.2344,9557.3451,22980.2315,305928.9733,99218.9471,104506.3071,12434.9027,825240.5953,17726.5186,349437.6797,10294.8036,909622.7562,23241.6169,26845.2361,20765.4379,128615.1667,38645.8671,30132.1719,37457.64,74177.6012,47874.4963,27167.3285,72252.9902,24055.5709,52880.9385
PHOSLIPSYN-PWY,16027.1387,5357.4717,14059.0899,19644.6227,50960.5263,19422.5171,27435.4828,21200.8191,14596.9066,12515.7395,28862.9646,32955.8618,81564.3835,34341.0306,34729.751,57246.4076,47217.3101,103965.5749,42613.1666,18662.0531,21146.8306,47649.7158,40809.1015,57671.4703,33517.8027,38275.2595,22271.2627,31315.2566,13679.4545,17391.5048,6689.5372,35037.7589,45943.0845,38467.4949,19792.7645,33304.1945,14367.4184,46965.4706,68883.4097,23682.9415,11491.5616,19958.0539,48868.7464,33561.5577,10494.3564,50322.3696,44498.7485,74475.9646,52152.4833,35374.986,36668.5255,25881.8761,49935.8648,9760.4365,33625.1917,41589.7086,44256.5139,35408.6172,27235.6572,12238.3676,26572.8354,35802.0174,19122.7215,26343.5547,15269.1636,10758.5228,17222.5525,17394.3519,20705.7189,183418.3734,28744.9032,9896.6202,25299.1852,352936.2799,99940.6226,110242.2758,12878.1013,1008992.327,19060.0079,350245.0501,10748.0976,1009616.919,24750.9754,29217.4274,20879.564,134118.5161,42312.7708,31594.31,39618.9296,75384.7442,47469.0704,27595.1866,72873.477,25545.43,54058.5664
POLYAMINSYN3-PWY,571.2855,119.1365,780.1017,958.3462,3135.5083,946.019,1340.5544,732.5073,985.107,356.7768,783.5906,1923.2397,215.8168,2052.6454,1320.4741,706.0741,895.6955,2302.6593,1818.8636,405.7456,1287.9049,1843.2851,1887.8105,2645.7836,2466.3827,2121.9531,1178.1268,803.8583,505.8923,856.0365,105.5529,2303.4007,2582.7274,1256.9571,801.2978,1689.3461,1739.3295,1421.7596,1438.9884,1015.5011,173.4388,654.4311,112.7541,1384.2699,645.8693,1970.949,2243.3597,1091.4243,1906.7702,1172.7541,1312.572,1558.2476,264.3614,272.3501,1669.9599,1250.5569,2420.1486,2631.0514,1680.0347,389.5283,1442.4197,1666.6049,1004.6708,1762.0665,686.837,504.5318,1321.1708,959.6666,1563.2063,1154.3474,1093.3019,325.7015,1199.1366,3004.7286,2460.5742,3081.9646,373.4129,5425.1259,1069.916,1881.8806,615.5167,4021.9147,1733.1388,1248.5356,575.291,3228.1788,1559.6443,2513.5999,1637.9278,3590.6131,2580.0547,1124.1094,3079.5076,1896.6227,1796.2005
POLYAMSYN-PWY,1029.4813,4577.8918,1084.7603,3024.0291,4265.9196,1279.6062,1595.3117,805.8052,1053.136,5328.8042,1614.3328,2483.8885,215.0907,2351.9492,1931.7444,1253.5478,958.2165,2375.5795,2074.5487,777.9054,1536.9302,4669.1976,2260.3807,5188.9336,2583.9139,2312.476,1214.8549,1674.8529,548.267,904.3129,5070.8788,2877.0621,2617.1529,1695.1651,844.7378,2040.7947,2550.3455,2178.3173,2797.6574,1854.9705,8804.3083,874.7433,113.4505,1674.3338,6192.0641,2700.8967,2301.1809,1146.7742,2141.2698,2209.732,2524.1836,1714.5969,258.1902,394.4389,1745.6626,1343.1045,2586.2871,2994.8619,2171.7176,480.3775,2032.976,1762.8063,1593.297,1844.0807,1494.7802,514.7659,1435.4679,1017.0219,1769.408,1162.4543,2461.4779,866.0059,1903.1115,3911.3608,2623.6385,5063.365,375.2307,7449.9255,1441.846,2080.601,641.9788,4210.023,2258.2027,2062.1449,699.1405,4314.2957,3392.4457,2930.8566,2687.9192,4681.8675,2737.3745,1205.2848,3671.7086,2068.344,2601.6023
POLYISOPRENSYN-PWY,11407.851,3915.4796,6027.7752,9303.6878,25373.8694,10107.3676,14711.1733,14892.6671,8195.2238,8645.67,18722.9866,16327.2565,56699.9689,16958.5262,23641.5365,48933.8618,34328.7995,72690.0557,28467.0272,12924.4098,10496.9777,20929.7473,21422.6138,28165.2234,21969.175,20991.1978,8685.9867,12731.0859,9676.4315,7688.152,4856.1589,17905.6615,30689.6429,28803.9671,7423.3505,19135.474,11096.1897,27134.2534,55580.2055,14514.2346,8341.4933,16043.5113,38723.4048,15471.1533,7263.6703,32222.6241,25695.0092,63173.5469,39889.4753,23296.2979,20735.7399,16794.9938,42153.0837,6748.5287,20786.0265,24154.2044,31863.0516,16986.0253,10410.9103,9440.5082,16988.3887,23585.1809,12864.0422,17318.709,9590.8437,6846.6672,7109.7157,11509.8741,8881.5825,162622.497,22123.5765,4326.671,10385.1532,176886.9138,85315.3212,51197.1386,8905.9762,122197.5749,8309.5892,312184.115,6794.0309,898520.334,14920.3456,13662.9186,16803.5071,90477.1481,25029.2346,13290.682,29731.9878,41998.3554,27556.3333,16361.0745,43581.015,15283.28,28712.3767
PPGPPMET-PWY,254.3881,4412.5254,397.3835,2789.4851,458.3185,143.2552,350.3043,23.738,188.7241,6364.2261,218.6262,234.1249,33.7423,348.2923,655.6186,134.8563,165.9964,76.8439,222.5747,231.6464,270.7876,229.2791,77.4255,836.2268,53.0872,132.258,29.9772,397.6692,90.3406,32.4624,5345.216,178.3199,144.1688,48.7204,49.9221,262.1624,2590.1672,146.6377,518.1728,1019.9244,9165.3603,87.3283,28.1188,150.2584,7268.2432,192.1593,119.857,9.3745,33.1154,82.4005,366.2781,318.0885,108.0449,32.4516,77.4243,343.0567,152.8926,113.5689,381.1217,109.5414,112.2721,61.2002,141.4123,45.5869,24.353,22.4769,165.3801,103.4558,87.9328,226.1557,99.8705,126.6003,204.0139,432.9173,474.0328,870.1086,19.9866,726.0339,79.8199,265.542,62.3304,944.5623,184.2976,112.1314,52.4432,744.0055,201.9461,396.717,646.2996,718.3925,356.1589,27.4881,202.8805,1024.3223,122.9711
PRPP-PWY,7255.8734,4362.3051,4090.0686,8972.8787,18454.4274,3787.3191,4534.303,4831.3036,2217.9571,9842.8051,2828.0357,5873.8115,12679.003,6848.3628,7489.3076,10743.118,13751.3094,36845.5513,14400.5891,6759.8052,4033.4422,14915.687,12672.6992,23528.0232,6877.0799,8568.3291,3165.1914,8433.6335,2594.5669,5732.7751,5450.114,13022.9307,8610.8384,10421.3147,3792.5475,6395.628,9682.8852,12502.9008,12700.4585,8243.4322,9371.3646,2098.9648,11523.6303,4387.2376,8226.8605,7646.3724,9175.8915,16435.1553,13724.4427,15171.1229,8357.4929,4031.7392,7323.5253,2083.7182,8149.651,4498.1708,10295.0691,14110.6918,4178.2561,3603.3889,7907.0447,9881.5625,3959.0473,7709.6341,3828.7274,4764.4238,3220.3352,685.0133,5505.8216,39900.1086,3810.282,1643.325,3081.927,20408.9667,27631.1273,29382.5466,330.3929,22466.4712,2158.8441,10685.0659,3479.1262,30382.891,5954.3418,4692.2966,5683.458,22707.4623,4010.32,12917.7551,9658.4514,23902.0922,16328.2302,9395.8341,15064.8391,8604.4411,8746.9355
PWY-1269,2767.651,5103.2945,2664.6661,4931.3702,11778.7842,2173.2625,2523.4889,2201.1453,1444.7653,6139.6459,4746.155,3512.0452,5981.2391,3895.1423,4188.8887,4700.4591,8695.6318,9006.6198,10707.2377,2204.3988,2568.1953,9226.8831,10289.2676,10844.3962,5919.626,4865.7953,2039.3728,3415.965,1869.7258,2900.2988,5795.9862,8373.6179,7105.098,4649.5093,2854.5539,7834.4236,8540.6973,8963.2085,5791.3832,3899.813,9960.0344,1446.6811,3546.282,3832.2672,6723.1762,6464.4115,5266.0385,8413.316,6600.9112,12851.3501,5991.4273,3653.7444,1342.5376,1013.643,7873.6478,2060.3261,6072.0413,5650.1809,1995.7391,2376.5081,2917.4804,6268.2841,3999.7025,3790.2153,5196.6292,1821.6968,1986.0835,986.4318,3687.7298,12440.2179,2257.6089,1847.4688,1610.5648,24731.6837,6904.6848,23268.2203,1480.9364,29140.5909,3453.5981,5885.4333,1864.2198,874750.3366,3383.4015,5493.2405,2871.6735,46201.7941,5434.3671,5926.044,2948.1237,21159.5282,9134.6585,5647.2838,11785.8944,4661.6768,9233.2793
PWY-1861,4314.4213,124.5829,8631.5704,7924.3159,20443.152,6003.481,4062.3441,5914.2808,4409.5208,3602.9885,11636.1799,10575.5719,44552.7984,8367.5263,3945.3589,7673.4949,20925.5301,58160.8724,13501.4261,6614.4107,6624.1317,32900.4014,24223.4848,16392.1302,13390.2164,11070.6279,4955.0002,7168.1092,3191.7227,11282.2908,620.1676,14621.9989,18453.5572,11273.7822,6740.6465,19202.2595,2410.5118,14853.2707,11872.641,8258.7936,602.8601,3755.0445,404.4804,9804.5477,1270.4719,20746.6404,12663.5331,11010.9097,13343.4171,21806.9811,18246.5576,9171.6717,2110.7433,2031.6344,15618.2658,8827.251,12607.2711,16796.9132,10627.4259,3162.982,7906.6468,8309.874,7172.5041,8563.8938,9059.3377,4265.2045,6514.4288,2709.1293,11845.1673,9453.773,9219.5107,3915.4957,9866.0823,14806.5135,7145.3564,31516.3214,2262.0938,41635.1741,8225.0038,11596.8525,5687.6282,51348.761,14279.816,12515.5541,4640.1337,18276.4871,21172.8411,7357.8799,26266.5043,22431.8026,19468.9287,7931.5512,17574.2485,12091.5603,20522.9731
PWY-2941,11522.1172,709.5067,6993.5825,9122.9673,16629.4243,10314.0928,14610.0423,12601.8703,8359.2341,6085.4921,18786.0372,15564.7362,70950.686,14322.4512,23846.942,50463.0815,39738.9047,75257.6897,30212.5781,11934.1022,10424.5318,18113.1287,27676.8411,28118.0934,21969.6558,19386.3492,8776.7106,12433.9122,9129.3915,9325.2929,1650.0869,20193.555,29598.5366,31259.2554,8177.9996,24692.3176,9543.6445,24673.441,57963.4126,15971.743,2800.2845,15395.029,38904.0918,15531.2194,3127.4308,32298.7974,25604.7172,58236.7802,41809.6671,21506.3533,24204.4416,16409.7944,42196.5892,5874.1897,23809.0592,23667.6577,30008.0336,16083.1202,9632.0979,9870.1616,18638.4687,20305.1098,13205.1267,18483.6203,9213.1263,6809.6804,5113.766,11650.8514,5241.6309,163641.6532,23349.9945,4668.3473,7508.9665,175496.8359,86450.2216,37050.1766,8929.6298,141076.0011,5245.5101,313371.736,7130.3586,16736.5362,13079.4703,11906.2982,17609.9845,92948.1944,23199.7427,12216.4694,29224.7022,16200.7377,33145.1959,15494.725,47173.2037,11822.9734,31771.9396
PWY-2942,15432.5288,4889.2407,14425.6289,19762.866,52286.7968,18394.2793,25943.0085,18652.2966,14021.3611,12959.0845,27348.1395,31312.4539,82651.5617,31146.8936,33125.3614,54057.5433,47718.0274,98050.1837,44297.9112,16679.0589,20121.7441,49044.0993,43121.2606,56515.2892,32576.5669,36407.9093,22230.0712,27907.8899,12881.356,17965.5455,6164.3361,36117.5515,43576.9602,37988.8701,19490.9479,34764.3289,16013.8602,45365.786,65609.8939,23515.389,10573.2552,17868.4967,40129.669,32155.8171,9810.8257,48648.3605,42619.7439,65820.1724,50598.7209,39209.8906,36601.8529,24484.0445,44128.9442,8689.8327,34535.6294,36660.5083,41092.7136,34423.8682,25216.4042,12232.8008,27012.5535,33118.8357,18609.3789,26441.328,16391.134,10313.4472,16487.4758,16392.6358,21288.5549,169867.5021,27701.7717,9839.26,23601.2214,296423.8863,92341.4716,107143.5466,12407.0838,820723.3018,19902.1208,317478.4002,10862.3887,915273.3346,23138.953,28849.626,20382.4861,123199.032,41762.1409,30996.5252,37114.9774,77525.6986,48048.1293,27670.1029,72559.0296,24443.309,53854.0712
PWY-3001,12064.8709,4814.9188,13622.2007,17050.9527,50918.2487,16897.3315,19200.3189,16156.9621,11601.2921,11580.5558,22599.3449,27348.2859,59710.5817,28426.732,23630.0005,29083.4775,35993.3107,79923.2164,38548.859,14033.2919,17912.2961,48922.6489,40187.3227,48751.8676,27317.2397,29831.2106,18827.0832,27288.7636,10889.8718,16656.612,5980.6838,33118.7125,35287.4841,29673.4599,16856.3187,31338.4835,12610.9251,38944.4162,42484.3278,18553.1304,10253.578,11637.2055,7110.7692,28426.8447,9318.3129,40550.2411,34726.3552,42298.7901,38692.3413,38560.2797,32835.4481,20342.8271,10103.6971,7474.8294,29616.5053,32919.6742,32217.6458,32702.6248,24619.4007,9789.2006,21616.4306,26796.0406,15634.294,21811.4055,15864.4285,8134.6893,14493.537,13349.7761,20603.6846,65028.5926,16850.3621,9629.0136,22064.7126,278553.5823,43494.2455,103163.6413,10128.2896,866940.0508,19836.317,49672.0916,9187.6383,959914.0858,20296.1138,28810.1664,14238.7491,96972.9101,37180.45,30356.528,31597.8864,77576.3849,43442.2335,20736.9992,56623.6893,21150.7828,45872.9968
PWY-3781,1654.4164,54.8757,1390.9562,3280.6526,9834.6126,1082.9324,2508.1419,857.8161,1362.0733,1190.3525,5611.7857,2282.6282,2088.9643,2535.9245,3158.7871,1855.8081,1347.3318,24557.851,7075.8707,1536.5242,2050.5898,8370.1955,5086.4642,7938.8435,4288.8342,3112.9236,1309.9486,3703.5129,1321.9667,1494.3799,238.9066,4674.4196,6490.0437,2492.3864,3182.3772,6902.7713,170.2956,5934.6268,3121.413,1936.4766,413.3584,1043.2987,100.1438,3285.8329,764.5276,5063.9955,4577.2284,5634.0526,2286.7555,10019.0642,3608.389,3276.0344,519.6048,463.9808,7057.6004,1605.2853,3002.4801,3855.3021,1762.0523,1685.7028,1357.3689,3848.954,3176.0076,2062.605,4541.5489,796.7523,1044.8167,922.6966,1478.0476,21093.9127,1402.8564,2034.6157,2342.9516,33816.7269,1923.4696,15866.0462,704.8751,35024.4737,1404.1106,9751.9031,673.222,1342688.951,1183.5108,10002.2859,759.1729,67439.9498,9784.0906,2342.2084,1218.2763,7684.684,4688.6917,4324.0441,2980.1796,2784.9689,1502.3739
