#OTU ID,Itg18DTT496S91,Lyz205BDTT260S101,Vil113BFP153,Itg20FP508S11,Vil106BDTT72,Lyz206BDTT272S114,Itg20DTT508S3,Lyz203BDTT236S76,Itg16FP484S87,Vil105BFP60,Lyz201BFP212S60,Lyz202BDTT224S64,Vil109BFP105,Vil102BDTT24,Vil104BFP48,Lyz207BDTT284S126,Vil103BFP36,Itg02FP412S12,Lyz202BFP224S72,Itg02DTT412S4,Itg26FP544S48,Itg10FP460S62,Itg04DTT424S16,Itg18FP496S99,Vil108BDTT96,Vil1010BDTT120,Itg06FP436S37,Vil101BFP12,Vil110BFP117,Vil105BDTT60,Lyz204BDTT248S89,Vil101BDTT12,Vil1013BDTT156,Vil107BDTT84,Vil106BFP72,Vil102BFP24,Itg26DTT544S40,Lyz205BFP260S57,Itg12FP472S74,Vil114BFP165,Itg16DTT484S79,Vil107BFP84,Vil104BDTT48,Itg08FP448S49,Itg04FP424S24,Itg06DTT436S29,Lyz208BDTT296S139,Itg22DTT520S15,Lyz201BDTT212S52,Lyz207BFP284S82,Lyz208BFP296S95,Lyz203BFP236S84,Vil1014BDTT168,Vil109BDTT108,Itg22FP520S23,Vil108BFP93,Lyz206BFP272S70,SLCFP072,LYZFP308,LYZdtt308,SLCFP078,SLCFP024,SLCdtt114,LYZFP320,LYZdtt356,LYZdtt368,LYZFP356,SLCdtt024,LYZFP332,LYZdtt344,SLCdtt096,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCFP114,SLCFP006,SLCdtt054,SLCdtt006,SLCdtt132,SLCFP132,LYZFP344,SLCFP096,SLCdtt150,SLCdtt168,SLCFP150
PWY-5088,189.7536,2.2405,0,0,0,2.2471,2.2397,2.2151,6.2053,37.4746,2.1058,2.2329,0,2.245,0,2.2357,2.2242,0,2.1489,2.2354,1.8528,1.8527,2.2327,0,2.2345,0,0,2.213,11.7524,0,2.2488,2.2435,2.2491,0,12.2646,2.1175,2.2383,0,1.9564,17.8058,2.2366,49.5251,2.2457,1.9998,2.0445,4.3095,2.2353,2.2371,2.2357,0,1.8527,0,538.8891,2.2457,1.9563,0,1.7306,0,51.2289,2.2455,0,0,0,2.2104,2.2349,2.2481,2.2344,0,2.2438,4.4778,0,4.4425,2.2324,0,0,0,0,0,0,0,0,2.2405,0,0,0.8999,61.2538
PWY-5097,36848.0034,15939.953,55557.8296,73879.0421,4516.7268,7349.4576,39979.6858,44286.9594,51424.9349,30950.3542,29470.3395,28092.2727,43874.0557,9679.337,34129.2239,37604.0017,44663.2602,78901.9527,43885.1065,63902.1066,37084.6241,52397.2899,51462.0321,57107.4502,6737.2723,6150.6588,42010.5564,60026.6498,42344.4695,3848.0141,28919.3238,23920.5649,30550.4667,3516.5752,34124.244,52130.5391,31429.3952,17464.3661,48839.6406,58568.5103,38757.0457,38582.2981,9920.3773,54549.1832,56350.3845,9129.4067,60089.6037,32020.1306,50233.3095,12183.9367,19015.9702,56599.3867,29895.3422,6194.3518,53747.7335,58455.0727,32544.6671,17676.4547,97125.8366,77289.9171,30088.9508,12818.3351,18318.9429,51896.15,102333.3332,50367.495,47654.1735,8809.9932,179324.4591,58433.5237,70040.792,49846.3552,117153.8024,39730.5882,15262.6922,6694.217,34737.6254,11805.3582,28153.238,29345.4672,21568.5731,69213.9032,45692.2862,97526.6305,115951.9253,80867.2797
PWY-5100,48428.2719,21047.7277,56508.4717,108447.6151,3766.9667,10149.6766,56511.8422,68310.311,55402.1267,38587.2232,40026.4372,37257.2032,46109.4396,13769.2064,39254.465,54700.0269,59422.7022,99145.6458,59477.6431,88632.5752,54313.4841,82505.9859,72263.8886,77772.1787,5622.4334,6790.5618,55882.0567,75894.9994,44643.4074,3205.8829,49583.6386,32615.4479,35797.3083,2924.8435,37368.9128,77543.8954,51293.5667,22473.2738,66276.8742,63910.9595,45681.72,42807.4827,11899.858,85679.546,78544.1726,12340.0382,80078.3435,44988.4128,69758.7434,16273.3757,22689.4306,94773.2911,38219.8829,6147.5189,76215.9657,72703.1842,45175.0522,25438.8649,116717.786,106698.2994,42504.8598,17445.2963,34166.9012,78258.892,140788.8443,47627.2501,53742.7161,11962.589,180107.461,77785.5414,99334.0449,58247.9607,126861.1652,54958.4227,18767.7109,8328.599,61596.8201,14423.6427,51029.522,39919.8582,29191.7521,86874.9481,59351.903,140881.0874,158082.758,97624.5198
PWY-5101,17772.6156,10060.8457,40266.251,67987.7414,4953.0197,4724.0723,27089.9913,7118.1622,52269.5171,26227.7896,6396.4326,12747.7825,40242.2038,6227.1278,24981.4289,26334.3513,21072.1163,21184.3758,15310.542,13490.8731,16296.4532,14868.0489,11208.3541,9318.8323,7465.9124,4387.962,20627.0882,40018.6131,39738.2251,4210.5504,11410.7362,6849.1386,12054.7447,3804.7669,37716.4695,34294.1257,12930.5855,8746.0371,35869.6854,45785.9226,28510.1001,41476.5587,7895.4478,19606.1313,13759.183,4231.4623,20201.0903,15165.5872,6943.5135,9047.0085,14631.5779,13397.7703,19605.1199,5028.0248,15172.4608,68329.7268,17394.6591,10156.4981,70321.203,58790.9954,11569.6628,11477.0106,11431.6346,7549.437,16926.3566,48509.1544,45944.1886,6930.6306,46549.3754,28022.3583,1918.8273,17154.6723,13877.034,10133.9715,12128.7923,5344.9033,6677.9297,5917.7997,12200.3892,23751.9331,17210.662,60357.3768,256.4329,58105.5487,43502.4131,67108.6236
PWY-5103,14558.6987,8370.1988,31946.331,51076.6474,4944.6469,3881.7806,20923.9065,5630.7769,41927.9791,21281.8971,5320.7018,10061.5199,32565.6333,4952.4458,20973.8945,21375.9027,17083.3028,17490.9457,12001.4479,10882.6803,13630.8198,12317.2011,8176.8858,7753.791,7455.9453,4341.7686,16697.9799,32167.4296,32683.9185,4208.8587,9050.0296,5051.148,9021.3859,3792.912,30531.784,28704.781,10662.3174,7347.0471,30594.2449,38472.6756,23439.1728,34637.5311,6325.0086,16618.1574,9803.155,3308.9034,16029.6761,12256.74,5604.4271,7248.2162,11858.6332,10835.3835,15994.6594,4839.3688,12291.3188,57640.5032,14729.3539,7931.2857,59378.8604,37308.8517,9766.1447,9909.1605,9092.5958,5845.2594,14106.1777,41429.7487,40166.9028,5945.4036,29876.0231,22705.358,1371.6515,13645.961,10997.245,8185.4692,9958.1251,4308.2002,5119.4811,4985.4818,8951.3524,18605.253,13498.056,51394.9406,209.2008,43828.8827,35516.0137,57072.1116
PWY-5104,16182.3249,9771.7683,36875.4094,70628.3575,4343.3192,4338.5813,26986.43,6698.0695,44744.433,23721.4519,5603.1715,11962.9981,39974.3257,6082.4272,22920.285,25848.7558,19207.5489,22310.8812,14460.0991,13013.702,15723.4082,13406.8255,9052.8829,7635.951,6564.4222,3856.6277,18847.6371,37812.9237,38883.8668,3690.8895,10740.845,5744.4332,11219.6589,3335.5288,31713.6586,32620.5443,11665.9447,8671.3025,32548.1434,44355.2933,24571.6446,39241.0597,7402.0326,17345.0204,9480.583,3812.6681,17617.1743,14757.5237,6254.3789,8834.3884,13259.5187,12367.9654,18600.1043,4404.187,14727.6646,68096.1327,15860.1584,10286.0727,64504.125,57968.6704,10227.0606,10454.1682,10313.342,6764.8786,14508.1526,44066.2902,40693.5996,6177.4234,61387.4193,24630.5105,1745.6744,18899.1028,16517.3639,9030.2107,12039.4251,4962.2262,6128.0535,5442.4396,8990.6985,24099.1179,17485.0323,53024.061,235.2528,47702.3642,38803.5072,61327.2744
PWY-5121,17984.8454,11450.4983,31977.2099,46670.8961,3635.2775,4628.7896,21815.0176,7912.8118,37891.038,19379.3438,5840.7074,10440.6743,38544.9053,6192.3203,21143.3665,27333.6507,19517.3624,45355.6223,12870.6247,17799.4359,22891.4022,19098.3575,10383.133,11386.5931,5489.9474,3673.7953,18228.5503,30964.1387,36993.6,3094.3923,12374.752,4617.1876,10821.9762,2800.8263,25282.2335,35978.5702,15069.5429,12446.1089,32461.4001,47214.2173,22639.5276,31071.6924,6036.5134,23288.4019,10601.79,3606.571,16392.8394,16836.0817,6568.3457,6921.0622,11065.5345,15028.8403,19003.9458,3896.0142,20287.5884,52280.8226,18746.8374,9634.2433,58824.737,35980.9779,11486.0454,10335.337,11487.9628,8693.8641,15639.1377,37723.6079,36978.1792,6027.7602,171167.1217,22510.8415,2473.0396,38652.8701,96137.2748,9518.0419,9873.814,4883.8166,7405.1305,5960.4499,8744.9674,17520.2501,13096.1163,46968.4363,421.143,41267.7341,44211.7558,53325.545
PWY-5154,4073.2959,3248.4493,22476.7695,10362.0372,3839.6284,2455.2509,10291.8017,3731.6643,10487.2469,7936.4088,3777.1176,6246.9704,8666.595,2612.744,9524.5509,6932.1875,6803.911,12616.8119,5800.5097,7603.9631,8018.8526,7040.5815,2310.5124,1468.3236,5784.7669,3702.2451,9680.2098,16936.5819,16110.3706,3277.3232,5770.5122,2341.4725,7114.4934,2958.3479,8052.3704,10568.0213,6789.2999,2060.3826,16129.9455,14040.5387,13730.6925,11606.6332,3343.7614,10506.1657,2024.1036,1602.3048,10593.8794,4613.0986,3876.594,1988.0998,5790.4531,7910.0785,5923.0962,3781.1357,6371.6536,10240.6824,5152.0549,4133.0439,38668.9028,22959.0547,7232.8661,3715.5486,5542.2681,1253.4924,9463.9725,26848.5743,17858.1916,2776.2231,15689.879,9536.9245,178.8304,4525.3694,7013.7558,5377.773,5176.9224,1484.08,1622.1981,3600.5368,2075.2098,11326.6701,6897.2163,10221.9728,25.1092,16809.0537,18460.2896,18901.956
PWY-5177,565.7325,238.3002,37.427,275.9866,0,124.7378,239.9239,107.4717,198.6541,280.886,0,195.0036,160.3175,180.9733,70.1642,197.9759,390.8042,30.236,47.826,67.9613,65.0903,109.9956,200.526,55.992,5.9983,0,38.5878,165.4731,103.0648,0,336.3761,35.1547,89.2736,0,321.1054,99.9772,152.272,12.2594,183.9351,32.8083,169.1253,127.3794,72.8572,29.7133,291.7192,72.2342,105.1283,251.6044,112.2479,14.426,44.5763,13.6826,1157.8137,1.9996,44.1022,28.4366,53.5031,18.0232,583.3411,625.3697,29.2529,25.3221,76.0308,33.7888,56.5689,920.3312,97.3915,18.3052,228.6141,507.8416,2.9617,212.0464,30.0177,168.08,1.9458,17.2808,38.1052,0,292.5531,28.6994,0,451.1998,0,651.2129,74.6024,78.1466
PWY-5180,992.6911,168.6054,627.6879,0,4062.5949,673.7114,219.4901,92.4259,307.6465,181.8388,16.7364,161.4613,0,328.2359,28.0264,674.4239,285.1329,0,43.4788,97.8529,51.321,48.0461,108.8924,64.6534,6143.9602,3194.461,69.4623,233.311,47.7934,0,1988.9841,336.2454,2407.3925,0,235.7531,170.2759,129.9692,0,286.1749,17.9462,180.8777,32.1853,334.115,23.5759,67.0566,33.2041,182.5348,1502.2799,106.2015,24.1882,16.4938,0,1823.1334,3137.4252,273.0832,0,19.8081,0,189.0404,381.1626,0,0,292.3382,40.4866,90.3829,773.361,94.7355,0,220.9272,283.0932,0,109.7265,87.635,377.9064,0,0,64.631,0,785.3431,0,0,956.0514,0,2885.3728,751.5257,755.4269
PWY-5182,992.6911,168.6054,627.6879,0,4062.5949,673.7114,219.4901,92.4259,307.6465,181.8388,16.7364,161.4613,0,328.2359,28.0264,674.4239,285.1329,0,43.4788,97.8529,51.321,48.0461,108.8924,64.6534,6143.9602,3194.461,69.4623,233.311,47.7934,0,1988.9841,336.2454,2407.3925,0,235.7531,170.2759,129.9692,0,286.1749,17.9462,180.8777,32.1853,334.115,23.5759,67.0566,33.2041,182.5348,1502.2799,106.2015,24.1882,16.4938,0,1823.1334,3137.4252,273.0832,0,19.8081,0,189.0404,381.1626,0,0,292.3382,40.4866,90.3829,773.361,94.7355,0,220.9272,283.0932,0,109.7265,87.635,377.9064,0,0,64.631,0,785.3431,0,0,956.0514,0,2885.3728,751.5257,755.4269
PWY-5188,10078.7336,5460.808,7243.632,30722.7463,3558.4964,2854.9999,11844.4322,7376.7144,12466.7965,9000.5961,878.8122,2665.1143,11705.4816,2640.449,9229.0342,11393.2843,7503.649,15928.0544,3492.8302,9072.0333,11043.1061,17440.4831,5903.5753,12939.7771,5400.5521,3164.2015,8439.8343,12588.5896,11220.0852,3023.8331,12938.0026,1505.9281,4040.1352,2716.3025,9369.4501,19465.5379,11100.5183,7155.1496,9718.1151,16809.3371,5421.1536,14432.101,2691.523,13953.6791,10368.6359,1217.3287,3033.9661,10129.0881,1535.9058,2366.6022,4732.5076,18747.0639,11575.9669,2985.5201,15936.9105,30480.6767,15238.2217,4944.6758,15787.7377,18364.3494,3402.9752,3606.1893,4516.4041,29196.7471,1055.2519,9999.0552,4104.6002,1556.8549,12781.2318,5039.0046,18729.9982,3451.3375,27828.2128,2155.4241,5698.9492,2146.8331,6536.6926,2594.4992,8459.3216,8341.2049,6920.4281,7750.5827,7841.3706,13370.6188,25560.9256,14222.4926
PWY-5189,10110.1402,5477.3615,6882.7483,27498.7008,3558.3298,2893.9027,10997.3208,7507.238,12091.9323,8633.7454,796.3143,2453.6136,10859.5052,2495.6701,8822.3116,10951.0386,7159.2207,16361.6585,3245.586,9324.3443,11456.6443,17909.3715,6107.013,13163.2989,5398.4722,3172.914,8104.9926,10829.9921,10319.3771,3023.6873,13086.5629,1400.258,3946.6237,2714.0645,8922.7639,19386.1711,11452.0683,7403.1661,9108.6333,16001.3149,5135.4312,13564.5008,2598.8749,14536.544,10540.6414,1163.8768,2876.9786,10093.5108,1424.9112,1802.0938,4557.3144,19015.2272,11811.9615,2962.9416,16166.0943,27126.3404,15623.6154,4306.5836,14546.6044,18688.5661,3193.3434,3361.5336,4500.3009,29315.567,963.1265,9193.8959,3741.1699,1443.589,11795.5138,4706.6218,18772.2502,3202.6646,24757.3853,1991.1395,4955.9926,2112.0005,6692.0718,2515.8061,8371.7206,5719.655,5281.8658,6899.0336,7849.0786,12495.8827,26479.961,12969.1974
PWY-5265,9440.3482,2718.7247,146.0143,3217.5927,22.9455,720.3999,1873.4693,611.3884,7586.8118,9629.1413,384.1806,1639.8964,3289.7583,1576.4755,938.097,1838.7877,13228.5982,271.738,1733.2978,166.9016,8894.8059,8530.5704,3782.7382,11599.3975,26.7053,236.5284,6679.5577,13490.1259,1828.8532,19.6672,1057.6294,4165.7658,433.2323,0,15655.016,5004.125,6146.1399,1862.8756,9469.7808,537.9717,7248.6508,1655.0123,428.0211,10860.4536,3859.7153,1368.3855,2401.634,1251.5714,1772.54,1458.0823,1301.0368,1116.0745,7174.379,1265.4875,5289.1889,381.1752,1641.1947,618.6393,2194.7918,1961.6785,843.9002,2350.0051,534.0425,3508.5471,3644.5066,9084.1107,4321.0398,928.7211,14130.9675,20183.3296,561.3865,12074.563,19681.1787,2719.921,83.2529,9.5621,2709.5685,128.8253,14496.8057,1014.5108,375.3348,27673.9886,9.5118,25938.3297,10279.5045,11452.7716
PWY-5304,1718,1022,18050.6,8242,26,694,3808,260,6658,2250,394,770,2142,682,5318,4208,3392,3792,1708,1196,3758,2238,636,844,30,40,4070,7160,2982,0,784,620,1756.03,50,2870,2630,2064,1954,2580,2278,2678,3518,500,2128,546,380,1496,1218,390,842,2806,1858,1572,80,2088,2790,6760,1160,960,2662,2050,1286,922,1188,482,2568,1500,590,236,1398,66,1228,1232,370,1790,1000,696,622,1970.85,1870,1160,2486,14,10478,8130,1764
PWY-5345,3123.5718,1018.7151,11759.7716,3160.8671,290.7679,1785.8155,1792.2486,418.5756,1628.2337,3221.9077,174.1888,765.6272,3126.9011,1105.9036,1699.6662,4412.4453,3144.0901,621.2514,468.6088,660.711,515.1165,1636.2811,744.6581,1759.4747,370.6069,1144.7151,940.2206,3534.8907,3595.196,19.1751,4240.6018,1429.9283,5235.6659,443.8538,2081.1149,1509.9464,1113.6812,329.474,1683.9252,3453.7519,1368.8321,3888.5054,1063.3003,433.0655,787.4378,370.2673,761.9807,2498.0149,539.3423,488.987,580.7162,291.9228,5276.8885,2344.3345,1004.0339,6711.3386,805.3093,1033.9467,5831.4005,4682.0459,429.613,735.0574,1129.9789,618.1276,540.6135,3753.6393,1341.1131,113.2954,18925.8956,1748.4181,25.8832,1512.4474,556.823,1113.3999,1311.2873,195.5052,487.353,159.6088,4528.901,352.2778,277.6698,4170.8771,4.5398,8180.1226,6085.7363,3460.6664
PWY-5347,5682.1815,1933.9661,3457.3916,5503.1099,4376.6292,2890.2746,2868.7884,979.5092,4483.1432,9470.6316,395.0013,1448.2093,4661.9689,1577.32,1910.1239,9116.6023,5194.8705,2396.4514,2130.3946,1484.8512,3748.393,4312.8198,5732.8061,3642.0986,6583.5642,4222.5228,3354.3611,7489.0905,3425.1252,3726.5404,6840.4211,3275.6811,6481.4868,3368.0225,15752.0438,4361.3035,4679.3348,863.5045,4821.7158,10132.2994,3108.9952,8645.4394,1737.2338,3426.1556,7626.9086,968.8619,2947.3895,8389.2506,1044.0464,1154.2896,1478.1647,1416.1917,10358.825,4440.9298,3599.036,20590.6439,3080.2056,779.6274,13473.4348,8149.9499,1053.3556,1428.7561,1927.0336,2514.3329,1584.5803,10419.0999,4362.2348,542.1094,5688.9718,9632.7289,354.2649,6740.0799,4151.3622,2674.5194,1792.4725,834.1344,2139.0392,386.2804,6863.736,1280.6939,1276.512,11973.6052,6.8972,29989.8571,6435.0462,7742.348
PWY-5384,9713.1956,5421.3004,5325.9683,11573.3272,4779.2167,2905.5821,7730.3724,10944.5645,3881.1188,6448.4405,256.9168,533.1501,2973.2522,1475.1762,3235.7387,12993.6355,4956.3875,19472.9079,786.9072,12293.4189,13436.4957,23920.4747,9962.1858,19247.6162,7214.8176,4016.5497,7074.9732,3637.6016,2892.8055,4075.0704,14650.8299,1218.3495,3427.2499,3637.1764,7735.6653,11936.3755,14750.4473,7983.2424,8087.0971,5459.4106,2113.4218,3527.8903,1012.219,19731.4838,18896.5417,798.6164,1112.1491,14888.7203,624.1782,672.4753,677.4492,25977.5421,9613.2863,3970.7191,21316.086,2269.114,14178.825,3564.4004,8208.5822,17097.9657,2269.2559,2751.5293,3394.5106,35769.8527,455.0192,3168.2893,861.0782,1107.1182,1990.7586,3607.4367,29140.0619,2992.1206,30719.8233,1070.3231,2802.163,873.814,9406.0775,2506.927,8651.1681,3251.4252,2791.4146,6981.5896,13330.368,18243.8371,28220.806,4597.513
PWY-5415,166.2592,109.8638,25.8106,0,16.213,399.6738,144.4481,46.4812,4.9608,24.7522,9.7708,92.7017,0,57.7612,2.9832,136.3828,72.542,0,16.6975,37.0659,4.2016,4.2149,86.1703,9.4062,48.5302,11.2279,7.1126,50.6253,8.1506,0,215.1126,245.569,122.6577,0,9.2175,14.4228,111.5987,0,6.1783,10.1476,111.792,25.2486,9.8478,6.5368,8.8653,25.4249,105.0733,160.156,75.2856,3.5131,3.9441,0,1507.9491,222.0801,6.1769,0,2.9378,0,47.1663,43.3309,0,0,9.8362,8.5302,28.1689,442.3398,39.1586,0,123.4699,104.3745,0,38.9514,41.5754,24.8386,0,0,55.7679,0,171.4123,0,0,203.9655,0,0.6249,0.6247,42.0258
PWY-5484,33190.521,16033.7146,54035.6736,74944.0536,5268.0453,8148.9887,39414.3836,31402.5852,51772.9986,31439.8096,14999.4652,22611.9163,31871.798,10441.5651,35209.2824,43465.0966,39414.0333,75393.749,31785.7523,44451.1297,43086.9251,57958.9201,30800.4913,48089.5519,7832.7176,7604.4864,40289.9728,57886.7919,40615.5596,4496.5668,33482.5848,15040.0793,26517.9743,4106.3515,34828.2714,58564.0585,37636.4634,18120.4564,48230.0722,58046.8962,36924.42,38289.8607,9697.6467,56652.8206,41930.2586,7597.5543,43416.4333,29968.7188,20817.7408,10950.7806,19244.0968,61415.4914,30523.085,7382.6564,52201.9528,38237.0623,41133.7663,17261.9227,90645.1778,73540.9442,26673.8638,14100.5246,24359.248,52266.4863,37865.852,52056.8872,41431.0143,8442.4764,66078.6093,43881.7431,59435.1551,49722.7615,81448.7291,25556.5996,15214.4056,7783.3602,32930.4635,10688.9752,26717.3329,28568.8337,20937.2084,51384.9845,32690.4236,102509.7282,111463.8525,69426.7759
PWY-5505,12817.0216,7215.8652,11554.8567,44833.436,44.7291,2159.7498,13989.9903,3030.1926,38304.7842,13624.7641,2949.686,6018.2518,26932.3735,3200.1793,15232.1276,16129.6173,11480.8598,5959.647,8301.5882,3484.3116,6866.0334,7981.9639,4382.4274,7351.1427,8.9927,254.3611,8726.1479,18100.7504,20064.5618,5.2456,5628.4773,2028.6261,3674.1531,53.5006,23389.2038,25503.7671,4939.5399,6180.1577,26753.7536,33845.8485,16391.1564,28864.6564,4699.0303,11311.0032,4168.1975,2094.5909,6914.403,8109.3714,3002.3432,6620.3735,8090.563,4113.187,12724.6735,617.9748,7821.4929,55849.2119,9826.2534,5289.065,30465.1989,37051.2955,2875.0879,9196.6636,5687.7818,4195.0621,9363.3628,21970.9648,40867.0677,5397.206,13483.7696,16210.7259,1178.0121,10787.7817,4419.6369,3831.9699,6738.9728,3210.8812,3453.4573,1376.4174,4776.3704,12043.876,10358.7535,54098.1931,210.8249,15087.5602,19515.202,55633.0355
PWY-5507,144.3575,0,0,0,0,0,0,51.0399,87.7587,0,0,0,0,0,0,107.7101,0,63.7253,0,90.3529,0,0,73.9206,0,0,0,0,0,82.5958,0,0,0,0,0,0,0,59.3025,0,68.7031,0,96.1238,0,0,0,0,0,0,0,48.6103,0,0,0,0,0,0,53.8848,0,0,77.0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7275,210.0741,0
PWY-5509,10199.992,5068.7102,19308.1731,21583.3693,140.824,2851.4178,8879.6069,7104.9748,17392.405,8595.4271,467.2195,2330.6232,15838.4522,2319.7438,5533.0852,9326.0887,4934.9905,13609.9628,2832.9587,7938.5984,9529.8338,16758.6951,6307.09,11797.0522,161.322,2040.7801,5898.1812,5654.2963,10990.8275,0,12704.7871,811.2525,3980.6205,143.2398,10644.3361,16967.4489,10313.3289,6363.501,7880.8719,19063.7929,5647.6528,14008.3207,2254.3185,12651.7296,10706.833,1194.7728,3020.234,10001.533,1300.5565,1179.4885,4072.7462,17606.0275,12810.9868,1309.2219,14927.416,28058.706,13620.9753,3340.4822,25846.067,24833.7456,2384.8314,2088.0136,4638.0648,28917.2567,860.1172,8985.973,2741.8744,999.6076,2945.8085,4974.0828,18796.8743,3539.1793,24153.2803,1931.8711,3210.1513,2035.3954,6065.8779,1833.6137,6497.0255,3745.5926,3752.2716,5751.7236,7806.54,7547.1099,24499.8607,15366.9314
PWY-5532,0,0,0,0,0,0,0,0,4.4366,4.4274,0,5.7867,7.2,4.4679,4.725,0,3.9082,0,0,0,0,0,0,0,0,0,0,0,9.8951,0,0,0,0,0,5.5417,0,0,0,5.2584,0,0,8.721,1.9944,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13.9789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0714,8.2366,0
PWY-5659,8951.5956,4644.3146,45449.0565,18389.5829,3670.829,3328.7587,13703.4355,4572.1152,16056.185,14615.4472,4127.2275,7294.0691,18247.8248,3759.139,14147.6939,12268.5904,10593.5732,17085.4359,7256.59,10275.0381,11376.821,9198.0547,4054.0539,2751.9914,5521.8667,3671.9068,12601.1463,21674.0029,24123.8946,3122.5641,7601.3809,3443.4999,10404.3752,2836.9332,16566.5847,13791.5417,9240.632,3938.3813,18732.1338,23543.6369,15577.352,20698.8281,3735.8642,12602.0091,3593.0365,2337.5774,12737.9515,8358.1459,5064.2277,2740.3485,7157.3262,9501.9221,11033.8911,3831.393,9191.3381,25234.5147,10637.6043,5371.4625,52808.7574,27956.1787,9772.7015,5279.5275,7073.4118,3828.2588,9901.8787,32484.2965,19106.8371,3208.6367,20673.8651,13798.8726,428.008,9142.479,119299.1755,7337.4577,6594.1329,2507.3699,2925.983,5081.6395,3401.6134,11400.0174,7186.4482,15615.9705,68.4489,28099.1774,29119.6322,29151.3717
PWY-5667,40989.4648,17137.2588,53181.2725,81212.6633,4531.2538,8423.9252,44366.5544,53153.4608,52830.079,34087.2063,32812.5687,30885.4067,46753.8684,11645.4602,35557.2914,45439.369,49468.5079,88244.8494,48753.9642,71812.1238,46649.6192,67262.1213,58854.8515,65800.3675,6748.2402,6510.5052,45834.681,65581.2874,43816.582,3862.8614,38371.5809,27151.3569,33750.6715,3525.5161,35679.6488,64965.1865,42330.5566,18961.6766,54419.9894,63297.6201,40142.8332,40666.7388,10432.2435,70157.2532,65060.1759,10287.7454,66394.4433,36683.0593,56957.8315,12832.3979,20348.2254,73589.9394,32764.8471,6397.8503,62799.5989,64612.1701,38570.0521,20273.133,102723.746,79620.2495,35549.1942,14937.5653,29776.3338,59142.5471,115035.4562,49279.5444,47706.9251,9987.6072,203516.0517,64355.0425,80064.6166,56041.6181,129482.8169,44936.4872,16182.7387,8167.7771,52171.4375,12575.4975,41836.1553,31136.4238,23202.0436,74154.3701,52236.9291,122761.7117,132157.7405,85081.3139
PWY-5676,319.1249,23.8788,141.5532,411.7953,0,260.8372,163.1333,34.4285,260.757,991.9501,0,69.0281,327.7437,416.6322,568.5819,106.7128,553.0843,185.3968,69.5729,150.338,281.6231,131.1137,83.4614,11.9956,0,0,184.1253,199.2296,555.2105,0,340.4801,80.4474,140.4952,0,1463.5216,107.3161,141.8138,0,131.3519,71.7838,118.7313,607.7605,329.685,95.6434,1736.6896,57.122,68.4652,47.8044,35.1111,138.1568,222.3071,23.48,487.1158,93.0463,59.8154,83.5833,382.9694,82.1142,1424.5509,412.7075,0,106.5913,193.3247,165.9421,175.0143,130.1432,460.8148,105.2862,9632.2091,47.7817,0,71.1333,250.2633,0,0,113.8711,153.4038,11.9026,11.9832,171.8537,0,4230.1793,0,285.2988,408.0227,309.5169
PWY-5677,297.5204,174.5464,55.5925,158.5459,0,112.6099,140.4732,65.8335,225.3993,537.1402,14.0307,135.7321,867.2122,88.689,73.6333,214.6268,125.0604,37.3653,117.9607,62.9235,42.8999,27.5758,148.0452,9.5876,0,0,7.5786,114.8656,1257.2033,0,189.575,21.8895,88.8782,0,488.8002,375.2884,90.1428,10.0644,55.6899,449.4429,170.5425,1076.5968,46.6712,9.1382,135.1678,47.68,76.4287,219.2506,87.9791,18.4885,27.5953,49.102,432.8271,0.9594,85.1404,919.7765,399.5068,34.991,1098.0811,651.139,96.4282,27.3098,63.3328,64.783,59.7967,799.39,148.6895,16.8756,2.9757,492.5536,5.7849,252.6505,135.6662,121.0882,26.8953,53.5841,5.5928,0,89.4512,18.9435,0,199.3585,0,98.9051,335.9702,1621.1694
PWY-5686,43698.3048,17555.424,58099.2164,77643.6212,4129.5988,8494.7597,43696.0874,51796.0049,53487.0053,33680.9721,31892.7378,29919.9003,46113.2526,11274.3245,37713.8762,45303.1089,50316.1835,91234.8034,46851.1925,72967.4102,48740.0224,70890.4057,59930.8493,71093.1822,6149.9587,6151.3865,45465.7415,63812.8173,44819.7703,3519.2727,37669.5384,25790.1623,34982.9334,3218.9142,36286.0432,65079.1823,43819.6839,19102.7729,58570.8251,65339.8914,41463.1815,40796.8013,10458.8675,74011.2638,68527.9132,10074.5272,64399.0023,37575.4048,54636.3772,12856.5453,19830.2589,72379.384,33477.5494,6051.1778,65983.9403,63520.6504,39915.8488,20581.5021,104055.2697,77175.2089,35746.188,15930.7383,29799.92,58155.6154,111168.9424,52985.1063,51078.0543,10426.5174,195142.3474,63550.7586,84530.3555,54227.953,36872.4003,43875.0618,16541.464,8052.9757,54674.7973,13397.7776,42830.3922,30586.7282,23049.5125,75690.1609,56993.7942,125369.9089,130477.8088,86627.8489
