#OTU ID,Vil101BFP11,Vil103BDTT35,Vil103BFP35,Vil101BDTT11,Lyz207BFP283S81,Itg24DTT531S26,Vil110BFP116,Itg04DTT423S15,Lyz206BFP271S69,Vil105BFP59,Vil108BFP92,Vil102BDTT23,Itg20FP507S10,Lyz206BDTT271S113,Vil104BFP47,Lyz202BDTT223S63,Lyz205BFP259S56,Itg22DTT519S14,Lyz204BDTT247S88,Vil109BFP104,Vil113BFP152,Itg26DTT543S39,Vil114BFP164,Itg24FP531S34,Vil1010BDTT119,Vil105BDTT59,Vil107BFP83,Itg26FP543S47,Vil108BDTT95,Itg18DTT495S90,Itg12FP471S73,Itg20DTT507S2,Itg12DTT471S65,Lyz203BDTT235S75,Itg10DTT459S53,Itg08DTT447S40,Vil109BDTT107,Vil1014BDTT167,Lyz208BDTT295S137,Itg06DTT435S28,Vil106BDTT71,Itg04FP423S23,Lyz204BFP247S44,Lyz201BFP211S59,Vil106BFP71,Vil107BDTT83,Lyz201BDTT211S51,Lyz208BFP295S93,Lyz203BFP235S83,Lyz207BDTT283S125,Itg10FP459S61,Itg02DTT411S3,Itg16FP483S86,Lyz202BFP223S71,Itg02FP411S11,Itg06FP435S36,Vil102BFP23,Itg22FP519S22,Lyz205BDTT259S100,Vil104BDTT47,Itg08FP447S48,Vil1013BDTT155,Itg18FP495S98,LYZFP307,LYZFP331,SLCFP131,SLCFP023,SLCdtt005,LYZFP355,LYZFP319,SLCFP005,SLCFP053,SLCFP095,SLCdtt095,SLCFP077,LYZdtt367,LYZdtt319,SLCFP113,SLCFP071,SLCdtt113,LYZdtt355,LYZdtt343,LYZFP343,SLCdtt077,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt167,SLCdtt149,SLCFP167,SLCFP149,taxonomy
PWY-5005,4.7987,0,0,0,0,14.277,0,0,0,4.0065,0,0,0,0,2.3996,16.7791,0,0,0,0,0,0,0,0,0,0,0,2.3996,0,0,0,0,0,17.5595,0,4.0068,0,0,0,4.798,0,0,0,0,5.5904,0,0,0,0,19.9,0,0,0,0,0,0,2.3997,0,0,0,0,0,0,0,3.1903,0,0,0,0,0,0,0,0,0,0,5.5914,3.1879,0,0,0,8.8,0,3.1907,0,12.7799,11.9934,0,0,4.0076,0,0,
PWY-5022,8370.5894,1261.5737,23770.9579,844.4297,1443.9812,539.5887,4475.0172,2015.958,3919.7457,11016.5633,4751.8387,785.8895,9905.3497,1472.0053,6165.9358,322.5645,1559.2761,766.4028,943.1072,3590.936,2217.4394,1173.7336,3460.5864,897.028,603.8837,34.3798,5992.5406,3353.3559,46.885,3577.8447,3199.4445,1572.9788,647.1357,287.5987,691.7942,1827.9574,660.8594,663.7372,324.6874,1324.8705,2.9988,544.8111,528.2641,730.7505,7129.6794,33.8548,1220.1047,2523.3775,3576.3959,557.8082,3841.2629,850.5341,6118.3309,982.6196,5725.5309,4148.3977,4159.1331,3960.1664,2335.9032,796.1789,1914.3728,405.4031,2650.4734,10984.069,2910.2529,3203.6146,1007.427,2730.0994,983.9551,6531.8878,799.6044,2000.3595,189.2885,99.1916,1047.9601,4460.3048,611.7022,368.9345,1388.636,394.7766,456.429,867.2528,5547.9656,646.0568,2688.3764,3170.8658,2841.9312,1031.2103,19158.416,9014.9045,9612.9034,
PWY-5088,0,2.2437,2.2382,2.2424,0,2.2418,14.9152,6.6374,0,2.1802,0,2.2444,1.9563,2.2362,0,2.2147,0,2.2248,2.2371,4.4678,2.2363,2.2471,7.1833,1.998,2.2479,0,0,12.3792,2.2382,344.5739,0,205.4697,2.1876,2.2281,2.2105,11.039,2.2478,6.6907,2.2167,2.2363,1.4997,1.9278,0,1.9996,53.5005,0,2.2492,0,1.8528,15.5949,1.7998,2.1811,1.9284,0,0,0,2.057,0,2.2236,2.2468,0,2.2475,0,2.24,2.2399,0,0,0,2.2197,2.23,0,0,0,0,0,2.2312,2.2387,0,0,0,2.236,2.2336,2.2406,0,2.2454,2.2419,2.0453,0,0,0,0,
PWY-5097,63105.1289,7014.84,79184.6675,26928.4769,24849.5936,37645.3941,45579.465,108716.5037,25184.5475,110601.5403,67269.5142,19789.3334,87097.4013,19244.2033,59883.4533,43517.8353,11598.1589,33041.7334,35331.02,47407.1379,81342.4735,34493.1249,55702.7913,91635.6327,16106.9775,3289.935,45609.9194,53306.6059,6244.4132,30539.69,55561.1973,22869.1102,18577.9453,45430.9465,37924.0354,34214.6409,11295.0865,18833.0463,8308.0454,63604.0295,3925.7549,187018.0086,22107.6655,128178.6227,65367.9571,2583.44,30898.2034,28337.7499,114344.2916,5910.2101,89366.6924,39457.5951,63040.9639,122929.8793,153558.1738,63677.904,52338.2125,101752.4478,15789.1974,8660.6452,45240.4324,27679.9715,79797.9454,77577.7727,144068.4153,36065.6036,11297.1487,17128.5098,50356.9524,149890.501,51346.7026,35715.5058,96017.3501,32460.2067,31177.3187,45506.018,28269.0357,6318.0651,41050.072,15602.2835,54633.1491,32718.7609,118273.9087,47892.4834,106722.6514,35580.073,33615.2921,140217.8026,161123.8923,55718.0457,56661.2867,
PWY-5100,84170.1987,9880.6675,121488.9738,36277.2512,34955.6302,66803.1419,48813.4874,154740.5999,36696.2775,152146.1074,88314.7058,30231.9038,128881.9279,28307.2126,75093.2127,58104.7685,14456.7936,48438.8597,57975.5284,49066.2754,85006.2292,47927.4637,64056.5482,153852.9481,19299.8395,2682.8927,55085.4358,81573.5791,5135.0107,39735.0074,85298.6371,32921.7467,32049.0035,68036.8133,67428.3948,51588.0616,11181.1199,26791.1299,11059.7646,88388.6683,3277.7733,267420.3609,45389.659,180616.4508,67076.0277,2109.013,39835.9868,38120.9257,180253.0595,7014.3632,150268.2181,54469.8172,64495.376,172011.7716,197700.7053,89252.8496,81243.8315,147742.0306,17970.8797,9867.7982,72673.4964,33685.3528,107424.0282,105024.9139,151987.3017,47018.2749,15350.2893,33802.4646,62415.0579,223699.6649,90403.5779,50119.6744,132308.0266,46426.113,46361.3385,43102.6085,42037.728,8553.564,60446.2262,31257.4978,73190.5406,32620.9965,158459.9109,67755.9851,157078.8899,34673.8657,40038.9234,208447.936,221889.6722,68559.8619,70879.8617,
PWY-5101,42477.068,4147.5765,31473.707,8293.8203,20480.663,3896.073,39466.6248,28878.8126,14753.4879,38648.2618,76517.8685,11494.9267,76233.9186,9593.833,41870.0063,11434.8526,8927.4528,5274.1427,15196.7328,39649.0063,54960.7938,29690.4647,37057.9428,7262.893,10401.402,3223.9368,41242.6885,26999.2474,6410.8262,18071.4177,26187.8004,13065.385,6720.6734,8923.113,5328.1844,17955.8261,8864.13,5069.433,3829.1487,18812.3634,4348.2882,13763.3451,2845.3171,12401.7139,72787.7066,2629.5013,13414.0264,14586.1039,16252.5836,5101.578,17855.1369,4637.0568,67476.5734,19202.6811,24044.8585,39599.1835,33282.2328,14819.8702,13708.5163,5050.277,15610.6306,7096.798,18515.0444,53505.3489,37482.1902,25069.7944,9999.541,5800.4319,40522.9437,34526.5534,5991.6256,20542.3714,2958.5567,1354.961,4139.2748,42314.3814,5196.3667,4930.8164,15061.8635,6171.2255,15040.6034,10503.2076,69874.113,7758.4327,39845.4676,25761.615,16871.9844,40008.7486,75600.6276,36084.5144,56580.4419,
PWY-5103,33125.3566,3138.1954,21368.8897,6261.8655,15762.8329,2924.7313,32255.9843,20869.8898,12224.0328,26154.2669,64336.2314,9059.8898,56859.9695,7859.3152,34894.5049,9451.8376,7627.9559,4172.3807,11706.2135,32671.5186,44604.9845,25879.91,31178.54,5433.1983,10172.1771,3216.3335,33959.6233,22597.8856,6393.1609,14719.3218,22303.8303,9910.899,5544.0083,7235.3244,4206.5949,15079.3996,8605.7799,3961.8795,3058.5095,14697.9703,4343.7255,9810.8366,2141.5999,10283.7992,58302.1227,2623.3893,10915.1559,11304.8603,12962.531,4137.9781,14445.1205,3771.6677,54868.9858,15531.6393,19592.9944,29980.5451,27455.2353,11678.0961,11750.7026,4171.433,13194.069,5256.222,15963.4706,42331.7576,30256.3246,19602.6458,8603.2294,4299.2287,35080.9159,26477.9581,4620.3235,15704.3811,2300.455,1013.7068,3396.1314,36200.8843,3882.3983,3910.2276,11613.1403,4745.0109,11636.6602,8695.6518,55982.4477,6283.9031,28923.5606,21622.4699,14074.6415,32462.9444,54878.5308,29704.2108,44796.4359,
PWY-5104,41358.063,3743.7974,17745.7041,7591.2188,20860.2445,3747.4558,38422.4262,21581.6748,14018.1312,24124.175,76423.4404,11449.5231,79138.623,9109.9584,38385.7649,10134.1589,8129.184,4945.2797,14944.0828,39321.2595,49000.7552,26658.7885,36034.0601,5650.3229,9151.2368,2832.0277,37183.7377,26247.1796,5617.8301,16536.2472,23470.4299,13250.4955,6015.4888,8146.3743,4724.9333,16188.4764,7882.5052,4636.1644,3371.0134,17243.2895,3819.6857,8252.0799,2805.4121,10869.7599,62526.2757,2300.3211,11422.1437,13243.1841,15126.62,4805.2184,15843.6188,4641.6786,57415.368,17192.0808,26751.2626,38285.47,31791.7378,13799.2584,12507.0873,4820.3288,13717.3874,6722.5271,15918.351,48813.4871,42907.3452,25037.1233,9070.3871,4595.6796,35278.6693,29533.4406,5442.9009,21422.0057,2552.4013,1255.721,3710.8652,38316.8465,4547.2244,4467.487,15029.3713,5501.4623,13552.7523,11316.1236,52003.804,6915.9235,37335.3578,25606.4211,15553.5275,35274.3393,71835.1722,29232.134,54773.9199,
PWY-5121,31955.3484,3342.7338,18530.3214,6773.8351,14456.4404,6604.108,38411.8157,20932.5458,15061.9105,28288.2052,58435.5698,11915.955,53736.3111,11041.7386,35966.4187,10388.6691,8178.4133,7135.0108,15525.5152,42153.765,47012.0249,28223.2344,41583.4267,8348.1949,9358.3921,2384.3489,30141.4528,31900.5481,4751.569,17178.927,29329.3006,11753.8473,7616.2204,9325.3318,6815.095,18948.7454,7163.2012,6286.4833,3189.2818,17270.8943,3196.5539,10824.155,3194.9716,12779.902,50548.4771,1950.0843,11473.6826,11822.5932,17527.4058,3922.534,23151.9361,9263.4027,48051.0798,18315.0794,78684.4626,29911.7017,33469.3367,16668.2777,12129.5596,5293.1301,18143.2646,6555.0432,23289.9391,42788.5811,137475.6444,20110.9479,9004.5583,4829.0807,32606.6716,35668.5161,6979.322,18002.0651,3724.7358,1765.4764,4362.0976,33170.8845,5379.2675,4378.3909,15211.1245,6487.6416,14802.8194,22642.4503,49703.929,7843.6251,34688.1285,31214.3416,16828.5537,41100.0265,59256.8692,32360.8252,39055.171,
PWY-5154,6878.0153,1192.487,2782.5075,3853.6714,1160.6527,1091.2664,15203.7448,4520.1273,1258.6188,13819.8816,12109.5948,4626.9104,6011.3409,3858.2818,4747.9849,5310.6286,2771.0938,2522.7748,3449.044,12222.3935,30829.6543,4925.2142,11178.8309,722.1151,8757.9324,2569.891,5752.8608,8393.2881,5049.4256,4253.8924,6180.481,3183.7832,3937.1508,4143.0483,2436.3368,7758.3955,6946.5421,1293.3665,1953.0886,8075.0277,3374.8154,2177.7905,581.176,4931.8851,8851.2493,2079.6759,8046.4335,1214.8695,8403.6616,2410.7478,6288.134,2874.7679,13319.8034,6593.6301,12383.097,8822.285,11533.3291,3103.6062,5794.0856,2410.7547,2159.5493,3166.9155,1731.0572,14264.4498,4502.0435,8050.9183,1989.6111,979.1077,9916.5039,8047.9953,1374.5897,4066.4782,93.6311,108.1354,2188.5623,24458.6384,1429.6185,1289.2174,4879.1827,2530.1338,6181.9205,2395.9299,7414.6055,4125.0802,10395.9032,10370.7691,10536.5332,19452.9575,26230.8321,14036.4913,2268.8781,
PWY-5177,106.5721,119.8326,304.2057,42.3352,15.7687,110.998,107.8115,382.5056,46.6052,565.5741,30.4497,234.778,395.8005,190.2248,118.1238,62.067,2.7426,79.4321,265.7229,246.5365,87.1517,328.7583,15.9428,22.057,35.9519,0,100.656,78.3169,9.9944,455.5981,71.26,231.5431,68.9593,51.2682,80.2658,334.8595,31.9513,182.2171,39.1877,235.9214,0,25.6915,8.7795,33.2679,426.5853,0,79.4963,70.249,18.3971,205.1913,122.0419,13.9335,93.5777,24.2612,69.8698,68.7202,46.7282,63.969,33.7055,79.5471,23.2802,0,34.0873,260.1462,190.5061,38.3576,37.5796,115.7297,9.9086,213.2932,21.0969,3.4797,1.9682,0,18.5306,192.488,78.1775,21.799,45.9132,12.216,77.5016,130.247,182.7424,179.7103,566.0081,313.2357,26.7544,7.9499,120.778,74.9119,78.2573,
PWY-5180,249.8276,543.9957,423.9537,230.2624,7.8192,248.4332,49.8152,331.1567,8.8919,188.9178,0,0,426.1621,118.391,72.3884,95.9704,0,63.0801,129.241,406.6188,122.6011,1207.0224,13.9598,56.9843,7132.103,0,0,427.9372,5101.1377,451.8856,0,118.4934,72.7543,105.2064,165.7424,186.3072,5840.0324,369.9636,88.2876,113.2977,0,30.0047,9.4067,88.2554,82.174,0,3426.286,59.9395,25.9617,599.2145,147.319,20.5612,142.0379,0,0,0,71.6034,0,78.3708,553.412,0,753.2052,0,146.0171,140.9342,0,0,348.1024,48.1744,80.0935,76.4785,0,0,0,0,86.8217,144.3638,0,0,16.6198,107.4198,96.2345,161.2178,316.4476,362.1885,180.5465,7.3033,469.7453,2019.7062,15.8662,51.356,
PWY-5182,249.8276,543.9957,423.9537,230.2624,7.8192,248.4332,49.8152,331.1567,8.8919,188.9178,0,0,426.1621,118.391,72.3884,95.9704,0,63.0801,129.241,406.6188,122.6011,1207.0224,13.9598,56.9843,7132.103,0,0,427.9372,5101.1377,451.8856,0,118.4934,72.7543,105.2064,165.7424,186.3072,5840.0324,369.9636,88.2876,113.2977,0,30.0047,9.4067,88.2554,82.174,0,3426.286,59.9395,25.9617,599.2145,147.319,20.5612,142.0379,0,0,0,71.6034,0,78.3708,553.412,0,753.2052,0,146.0171,140.9342,0,0,348.1024,48.1744,80.0935,76.4785,0,0,0,0,86.8217,144.3638,0,0,16.6198,107.4198,96.2345,161.2178,316.4476,362.1885,180.5465,7.3033,469.7453,2019.7062,15.8662,51.356,
PWY-5188,15124.7295,2034.4539,28117.1825,1645.7777,6265.668,19454.0499,11087.2038,10458.7626,11118.9094,16643.5993,33338.5513,4876.995,35131.3613,5485.0152,14705.2818,1238.9077,5065.6227,6593.2608,9676.0444,9345.363,9936.2819,23239.6735,13511.5018,37715.2037,8133.952,2201.0753,12499.2996,14117.688,4468.1653,10584.597,12418.9212,5619.5759,3764.0815,4427.6346,5315.0661,8376.9456,5596.3264,9216.4754,875.3585,5314.2894,3151.9165,13425.9969,8880.9319,2457.0272,22448.3519,1831.3151,5650.4788,4806.9955,14889.5802,1808.1752,20495.2068,7915.3069,15771.6563,3372.7504,32204.2035,13262.9846,16474.1473,22347.0653,5830.2348,1924.8212,10948.4137,2764.5369,13319.067,29661.8761,3645.8609,10254.7048,3004.8034,5212.242,1817.8634,91770.0433,7293.5125,11207.4963,14372.0892,5192.0374,1476.3299,10497.0693,10344.3779,1699.8363,7696.8212,3095.7972,1109.5895,1685.539,6510.7403,2254.0708,26640.2734,5600.3261,6916.4177,21249.9177,18724.7917,20999.0826,20298.8968,
PWY-5189,14358.0676,2020.5253,27370.089,1507.8882,5269.0909,19535.2837,10273.9544,10864.4133,11348.6182,16500.6391,29569.3486,4437.4628,32993.3987,5608.3762,14086.9841,1087.4113,5068.8562,6695.7577,9988.0678,8579.1163,9250.6256,21775.8814,12956.5847,37649.3891,8167.4507,2204.0288,11760.984,13547.6033,4463.4197,10797.122,12162.48,5204.6031,3843.8059,4403.7577,5438.364,8160,5590.0778,9356.6231,828.0083,5069.3767,3151.8749,13613.3692,8895.3047,2237.8853,21736.945,1830.3598,5390.3497,4708.5713,15098.8087,1671.6624,20864.5276,8021.5331,15335.0104,3078.5501,32642.6096,12896.9615,16264.131,22437.1762,5632.5535,1799.7486,11409.7136,2715.4571,13855.791,30658.2872,3304.1057,8499.9492,2807.216,5174.5309,1625.0763,92501.7285,7426.5317,9666.038,14467.7249,5220.2651,1395.4415,9732.0941,10454.4542,1681.7594,7177.9231,3223.3699,1003.9418,1499.8848,5901.6059,2133.5848,27874.5101,5178.4403,6628.8824,21872.2758,17919.2139,20988.3548,19492.1125,
PWY-5265,8719.8448,3216.6129,42454.8309,5829.3876,1587.0777,3569.1529,2927.7955,8815.9037,2068.8266,13717.2982,1024.6952,3909.0127,5067.266,1529.0172,2745.8396,861.755,537.9011,2058.0939,3517.3891,4869.6848,128.2351,2368.011,95.6157,4311.1718,838.085,24.3379,5432.9893,4492.3679,39.756,5549.2681,11452.0797,2064.4031,1648.4649,247.6493,4491.5438,10253.5156,877.9925,2914.3169,437.2192,6381.5893,0,15458.9961,323.0377,2581.9237,6214.1324,0,3764.6499,2631.4691,938.074,1101.4898,21791.7546,174.2409,4118.5334,2467.5423,247.3124,12126.944,2221.6986,10309.0496,1414.9547,4640.3579,7027.915,58.2392,7679.6956,4278.1913,27549.8951,1053.018,3469.9537,6875.3448,3588.2377,9525.1195,2421.3203,275.2906,498.6985,19.0356,902.6236,6018.8663,1627.0669,277.5936,438.5466,194.0505,19164.8713,21249.2322,65355.1512,1935.4012,4625.5441,11407.9412,2896.9048,5744.5904,22966.1045,5783.6934,3964.2282,
PWY-5304,9102,491.35,6779.25,494,1532,374,2908,1576,5190,3556,2014,894,11146,1682,7992,286,1906,776,882,1740,14260.8,1328,1668,872,292,0,7242,2054,46,2664,2820,1138,610,254,420,2120,212,414,330,1424,22,394,552,696,9422,34,1842,2664,3624,454,1454,884,10674,976,6104,4312,4756,4102,3072,436,1996,618.4,2214,12758,2380,3994,1448,791.25,690,6710,774,2416,84,58,874,5462,610,628,1448,434,512,950,2806,171.65,1670,5246,3412,1520,15070,8922,15888,
PWY-5345,2172.0051,1510.9107,12234.6447,1164.546,457.1044,887.1132,3670.5197,1549.0592,662.3576,10529.6154,4645.058,1139.8224,3756.1351,681.8978,3660.6979,376.7049,507.9934,464.0279,1161.9117,3716.9006,19996.2078,3202.4738,2917.9577,1026.745,3949.8113,187.9186,1751.6673,1947.8768,737.9761,2631.7217,2103.3912,1296.8411,405.4704,523.1952,751.0999,1362.8586,4006.9836,1012.8837,297.4049,1478.8484,193.1638,426.2898,67.3168,497.968,6992.7283,191.976,6644.4884,654.5396,392.355,1683.4526,3057.5505,242.506,774.8571,726.026,1081.3465,1250.8337,1770.359,1044.6517,654.8234,1316.0285,397.3145,1902.9203,1656.4729,1960.714,2878.6786,739.9564,671.1161,2098.7473,1200.3163,2051.68,596.8667,1857.1861,12.1747,7.07,397.4155,1540.5649,660.5524,177.2321,2989.1753,146.4322,642.3932,643.3263,5748.9067,647.5972,1836.4852,1204.1575,1082.2149,3267.2655,2553.0876,5893.2358,8235.8149,
PWY-5347,4157.3287,2359.0014,17794.6804,3310.7608,1777.4086,2539.033,4360.875,15236.5624,3366.9509,6552.4956,19674.7876,1576.633,6495.5949,2415.1772,3774.363,1251.6151,1035.1833,1747.8679,2295.1418,3950.6496,988.5017,20958.5058,8900.4368,5166.3419,10120.7425,2878.5384,12467.9778,6654.3938,5723.3672,4271.8189,4923.7668,1930.902,1215.6625,1806.9777,1788.3549,3570.2002,8038.982,3138.8389,797.9219,3378.3922,3844.9011,7450.8778,510.6773,1774.1149,13436.0959,2352.1991,10566.3314,1741.3201,1664.7734,2515.0451,7119.8368,496.978,3707.8528,3171.4398,3528.077,5500.8507,2844.4809,4936.3312,947.8015,2070.7974,2373.5867,2337.7187,3153.3588,11511.7125,12000.1896,4016.7603,1694.3654,3414.7229,2311.9173,11541.3985,2316.1726,3773.6592,175.2057,80.1575,665.4097,5503.5491,2100.9773,768.5231,1894.095,585.5901,7472.9867,1918.5634,23233.8864,1954.2502,6908.6361,6399.2024,2707.4142,7068.1118,15313.9337,7689.7774,1704.4636,
PWY-5384,2171.4033,1842.6681,31963.3212,1206.4488,774.4463,26882.3523,4030.3036,19945.0222,8245.1961,14849.8691,2930.2121,3019.5348,14046.8968,5430.7355,5546.8433,683.0077,4531.0494,9825.5466,10364.6196,2177.161,10022.2441,42458.2668,6443.1999,57960.7205,9170.8921,3025.4978,4663.788,14301.3423,6062.7891,9338.1633,14032.6427,3271.5542,4831.4486,6859.3077,8416.5345,8752.4098,7344.4823,11647.7271,508.8179,4174.8304,4219.4775,27948.7709,12863.5433,2470.3548,5904.3309,2488.4081,5106.5917,896.2158,21143.0047,884.8277,31296.1775,11804.4282,3349.3746,2696.4666,44584.7531,7281.167,11410.7608,32750.7701,4401.5967,813.1968,14956.9753,1474.5851,19533.7662,25073.646,4440.5259,3362.8027,1914.805,6122.5634,398.5041,107405.2228,11262.355,7813.1815,24370.0975,8479.5888,1060.9867,1487.638,14310.3633,808.8891,6592.6635,3430.0166,3193.8705,338.7397,9329.2348,1801.1435,33032.873,2218.2202,5013.8997,31204.2744,5051.1207,19443.5119,2956.2657,
PWY-5415,8.5908,357.9087,159.543,181.7569,2.6859,141.5291,9.7869,140.2172,4.8656,27.3612,0,0,6.2062,83.8325,4.2568,45.5904,0,52.7313,86.5852,3.1151,16.5519,676.9923,4.3719,7.1187,72.0923,0,0,8.6675,12.4826,209.1898,0,87.492,27.4133,68.3825,46.4812,93.3309,79.3912,282.7296,46.7201,66.0441,0,5.2047,3.2081,7.2125,31.5963,0,1641.2852,15.5209,4.0374,350.186,3.7111,16.5736,5.5244,0,0,0,9.3975,0,54.0618,18.4224,0,70.386,0,64.3388,46.4692,0,0,89.6814,23.78,64.1965,56.4162,0,0,0,0,59.715,31.083,0,0,4.4265,38.5548,25.3749,75.0334,30.9138,54.0088,66.8621,2.192,0.6246,0.6249,2.3464,11.835,
PWY-5484,63427.7482,6857.8849,71501.5282,17968.6481,23094.1608,46253.0398,45890.1004,64625.3248,32109.5502,75295.5343,52058.2842,20926.0069,89043.7214,20757.6757,60751.1293,28202.9213,12717.0826,28635.5552,31234.31,40795.8786,78550.6623,40793.0203,55577.6918,103903.3124,19819.4463,3876.0356,46311.025,55071.6751,7339.76,31319.7595,55328.5322,20772.3912,18180.4558,25603.7229,28836.871,34788.2868,13423.5344,19359.3499,7067.7686,41061.3,4561.7487,83665.8169,28902.589,30469.0819,64644.709,3043.1373,28547.8152,25450.6766,93151.6302,6204.2696,86076.4473,32651.7939,63255.2249,44512.6239,139894.347,56992.3967,57852.9091,96366.2441,17156.4804,7780.1148,47330.6777,18128.3351,65135.5252,84271.9246,91739.233,34699.7219,12910.077,18349.2525,30186.7106,154455.6251,43154.0456,32300.4372,64161.5695,22543.4584,17400.0589,47351.1335,27257.0887,7465.5663,32412.2491,16259.206,29612.3732,16682.3857,64907.1421,22628.3766,85901.7851,34583.4173,31746.9947,90952.1957,151348.4934,60970.4263,66116.4777,
PWY-5505,27571.0667,1593.9984,5551.9541,2247.0684,15645.0394,1703.5838,21062.4119,10178.2836,10039.1374,11852.3787,63332.6507,6133.6425,50634.1874,5265.5348,33491.2423,1961.4678,6474.0733,1626.0535,9557.038,25394.172,9716.4849,4143.8475,27147.9624,1644.4913,830.6018,150.6779,29607.6859,19461.0482,124.4369,12043.4351,22315.9393,7399.1218,2644.4581,1839.7629,2094.722,11277.8769,1057.405,2824.2735,1662.1899,8906.4633,37.2845,4412.104,1535.5833,8256.3577,50647.8809,23.1199,3435.0398,10230.5145,5060.9581,2571.695,10351.0731,795.1129,50353.9211,13206.5295,7936.681,25111.7816,23210.5382,7271.1335,8805.684,2556.3034,13463.6379,1485.9406,17460.3996,29962.8439,31656.5422,13476.8314,8275.6246,2474.3091,38748.0529,16717.5054,2720.0275,13292.8233,2412.8022,776.3011,1507.2695,17887.9264,2367.6122,3269.1905,7610.2457,3186.2899,5434.1346,7751.7824,52802.4962,3105.15,22986.4048,13088.2469,3378.9459,21619.0924,32381.8729,18496.5342,37868.2031,
PWY-5507,0,62.5387,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1072,0,0,0,81.1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8494,0,0,0,0,0,0,0,32.8917,21.7847,0,0,0,
PWY-5509,10587.73,1611.7077,19986.659,919.078,4286.8291,19623.099,11898.8303,11451.6942,9996.8824,12666.8796,30393.3424,3722.6678,26673.7644,5517.1555,11082.359,701.9765,4054.8594,6315.6025,10116.2687,11786.5889,18498.2367,13562.0994,14707.7753,37241.6314,6323.1587,293.476,9747.6671,15068.8223,407.9379,10648.2133,10471.2821,4985.8673,3508.3411,3806.4396,5104.9203,7869.9007,2812.8045,9394.3051,893.3009,4732.6126,111.409,13021.2772,8696.2468,1895.2978,28199.3408,14.492,4805.9548,4966.5739,13527.4931,1755.1148,19071.3484,7437.3409,21401.5742,3207.0722,29904.8602,11294.411,13727.9641,20752.1082,3963.8907,1268.3041,10143.7436,1228.3217,11669.0137,29504.585,1565.7679,5138.1976,1711.9792,4344.664,677.4017,90850.7956,6705.1338,7636.03,14332.5125,5032.2639,1158.8783,8200.5372,10465.7111,2258.3567,5609.7815,3292.4849,843.7102,1233.6962,2903.0461,2054.6909,29957.7806,3136.3837,4210.8138,22114.2627,11432.7173,15753.1597,13020.8415,
PWY-5532,0,0,0,0,0,0,11.3013,14.5075,0,0,0,4.4601,0,0,0,0,0,0,0,15.9582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8746,0,0,0,4.5649,0,0,0,0,2.7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0714,1.0714,0,0,
PWY-5659,13760.7795,1790.2762,4658.4202,6430.3774,2781.0537,3708.4196,22948.1504,10334.1437,6280.8319,18648.474,31141.6983,6704.7955,18938.5353,6068.318,14413.2027,9475.1956,4385.6787,4612.0178,8412.4666,21573.5217,70286.9138,24703.4831,20325.7927,3122.2119,8939.2903,2464.1007,15176.8368,16637.3175,4838.0414,10575.9973,9014.864,8578.3112,5083.5782,6957.787,4604.7518,12220.4029,6994.9302,2536.3074,2176.7446,10148.7871,3215.2066,2899.0408,1389.4338,5730.9735,27881.9166,1995.7985,10728.2881,3832.2938,11106.7387,3217.0128,7932.8734,3917.4832,20655.7723,7387.8747,19036.5371,11995.1259,15231.9669,7799.1319,7948.4387,5527.2954,4532.7099,5459.7885,4365.3266,22630.4337,6923.1045,11370.1967,3585.6598,1865.3637,10138.3365,15794.776,3009.4843,7821.2195,279.8158,482.6019,3316.8283,28623.0545,2792.2608,1808.9361,8713.2067,3410.1119,17568.5238,31960.513,10703.6622,5786.2097,15515.993,17221.1433,14310.7463,23017.2825,40231.3357,21141.6312,19864.3209,
PWY-5667,69365.5455,8095.6776,95762.8169,30397.874,26720.5639,53152.5072,47308.1616,125990.4379,30705.6979,125169.2491,74642.8952,24952.0367,96967.0553,23396.4771,63200.1437,48301.6155,11965.9853,40014.2522,45387.197,49290.9452,79267.0604,39756.7647,60207.8504,124128.8127,17524.7661,3320.6215,47170.9557,68503.2573,6291.7023,33790.8713,70373.6358,26260.5461,26179.9912,54050.6312,54420.269,42279.1312,11646.1209,21503.2579,9208.5093,71856.2357,3932.51,215420.8606,34927.4221,146362.0224,68766.1808,2602.5722,33836.8683,31493.9989,142569.9029,6275.0177,122754.1969,44847.0641,62836.3572,138883.1773,173259.967,69394.9651,65245.3776,122223.9262,15892.2555,9369.4498,58990.7161,32154.3324,91968.1716,83830.1136,163154.8838,39945.006,13337.7211,27703.5409,53390.1865,169502.2901,77767.9994,39448.795,109586.3152,37134.8341,37825.6243,45115.4757,32075.1457,7850.3919,48818.4732,26504.3208,61617.7253,36160.4984,132750.7188,54905.2895,118937.9213,37371.8453,36463.4943,165134.0415,185599.7375,59792.4055,60782.0904,
