#OTU ID,Lyz204BFP244S41,Itg10DTT456S50,Lyz203BDTT232S72,Itg20DTT504S99,Vil101BFP08,Vil114BFP167,Itg18DTT492S87,Vil1014BDTT164,Lyz201BFP208S56,Itg22DTT516S11,Itg24FP528S31,Vil108BFP95,Vil103BFP32,Itg26FP540S44,Vil106BFP68,Vil109BDTT104,Vil103BDTT32,Vil102BDTT20,Lyz204BDTT244S85,Vil104BDTT44,Itg24DTT528S23,Itg08DTT444S37,Lyz208BFP292S90,Vil110BFP119,Vil104BFP44,Itg16DTT480S75,Itg20FP504S7,Itg12DTT468S62,Lyz207BDTT280S122,Vil109BFP107,Lyz201BDTT208S48,Itg02DTT408S100,Lyz205BFP256S53,Lyz202BFP220S68,Vil1013BDTT152,Vil101BDTT08,Lyz205BDTT256S97,Itg02FP408S8,Lyz208BDTT292S134,Itg22FP516S19,Vil108BDTT92,Itg04FP420S20,Itg10FP456S58,Itg18FP492S95,Itg12FP468S70,Lyz206BFP268S65,Vil113BFP155,Itg08FP444S45,Vil1010BDTT116,Lyz203BFP232S80,Itg04DTT420S12,Lyz202BDTT220S60,Itg06FP432S33,Vil107BDTT80,Lyz207BFP280S78,Vil105BDTT56,Itg16FP480S83,Vil107BFP80,Vil105BFP56,Lyz206BDTT268S109,Vil106BDTT68,Vil102BFP20,Itg06DTT432S25,Itg26DTT540S36,LYZdtt364,SLCdtt050,SLCdtt110,LYZFP304,SLCdtt002,LYZFP328,LYZdtt328,SLCdtt074,LYZdtt304,SLCFP128,SLCFP092,SLCFP002,SLCdtt092,LYZFP316,SLCdtt020,SLCdtt128,SLCFP050,LYZFP352,LYZdtt340,LYZFP340,SLCFP074,SLCFP068,LYZdtt352,LYZdtt316,SLCFP110,SLCdtt068,SLCFP020,SLCdtt164,SLCFP164,SLCdtt146,SLCFP146,taxonomy
P341-PWY,976.9781,2706.6085,2444.4122,5287.4655,1367.0834,134.8194,4957.4578,2424.132,4684.9142,938.0484,1592.3402,1820.4075,900.2029,1000.4864,4256.9478,612.6503,1384.3823,315.9785,1592.2993,1359.2697,1891.0876,4292.9336,1926.5762,262.1257,1197.5367,4211.9787,4669.119,3131.2002,964.0372,303.1311,3820.7641,1302.0266,715.7522,4123.048,0,370.1088,2407.3579,418.302,1580.2986,1633.8597,200.166,1011.4539,1934.0125,2334.403,2634.1329,1465.2974,0,1254.9172,815.2348,1009.2037,1781.8761,4460.2771,1123.3245,73.1074,617.7327,312.7457,1944.2452,1958.6816,6341.9078,1807.953,189.9221,961.6763,4647.641,1310.5808,7794.0408,3203.878,2621.8737,5285.7378,1542.6105,1065.6341,6332.0608,6154.2457,6225.5748,1864.1531,1990.2409,467.2675,4241.4569,5337.6708,409.922,3190.5941,1422.8349,1185.655,5463.0795,1633.1507,866.1623,429.4117,2636.7349,7515.6249,930.76,939.1946,738.4329,2707.5544,1055.8827,901.6122,2538.9408,
P4-PWY,5397.894,9659.42,8376.8927,5874.6561,4580.4037,6698.6217,12022.3076,11423.6974,13910.6249,5739.9998,9963.6274,23135.8698,12581.1187,12422.7939,8554.7054,9660.2091,10097.1878,1717.259,6485.0728,6195.2202,8816.1342,14902.7555,5273.4803,16080.9883,7530.526,9849.3166,8790.2101,9853.7796,3547.5036,27466.364,10106.9419,7245.8235,2427.0507,11385.2977,6248.3759,1329.2637,11497.3536,5195.0573,5051.0725,17103.1316,7177.7249,3424.0087,8300.7238,16154.5704,14387.5097,9409.8785,2725.6411,8646.7099,12150.741,4738.2143,3140.2126,7843.4236,6538.3988,3973.9707,3230.1435,7685.0084,11006.6517,19479.0415,11324.6294,7554.6729,6657.1709,4036.4689,7803.7259,8519.1089,34005.6969,6172.0263,8836.9454,26927.5096,11212.2466,10994.4871,33070.7397,17177.936,42586.3769,4915.164,6154.6006,4664.5393,8202.4282,40023.2349,4964.9855,6126.6358,3481.1339,12912.7736,25804.8886,15226.7274,3405.1347,1659.7873,23596.5546,47905.9625,3430.7304,4165.612,3401.1239,45245.4968,6341.9655,4941.1551,9856.6834,
P42-PWY,9794.6585,6360.005,14768.9338,6184.379,20879.8362,4615.5935,9497.1192,8751.3381,26423.0407,3639.7862,14913.43,15031.5822,22288.804,19367.7785,21355.2471,7525.5249,8351.1002,4017.9147,4346.1408,9814.8474,6050.9003,20780.4172,8483.9578,12633.9919,20424.1233,17718.4987,24494.9668,12698.2121,4028.5284,18330.5744,4193.6428,6957.0662,4937.9228,29907.0731,11797.3279,2741.9797,6578.9819,7908.5107,4499.9024,19216.2188,6451.9141,6695.1487,12983.7463,22117.8307,15740.9225,9313.1034,7728.9762,16157.8922,11262.9424,21385.0083,6126.0694,7094.792,21178.919,2451.1983,8040.5368,4973.849,30481.7926,22816.1182,21408.9706,3735.2389,3137.5257,23266.6713,16861.0141,5767.6035,17569.9004,7725.5596,4669.6059,37901.6699,8492.6436,30386.3005,34681.2565,11709.9972,151639.1318,14458.8493,8905.2518,7751.3854,3939.4975,54778.0883,4580.5669,6135.3736,10395.755,25823.3904,12104.6847,25723.3975,12062.2002,8911.3385,36211.7898,32528.8234,3717.3809,4546.2457,11441.6312,15791.6599,18230.0457,5068.6117,19381.9803,
P441-PWY,18266.5488,19480.2532,25143.5198,20100.5045,20549.3736,25848.7317,26324.82,17404.0932,32981.5548,10084.7064,25707.6024,93765.8513,27761.2865,24740.8234,25310.5578,12006.3054,16866.3845,6043.069,12754.4207,14609.462,15484.5699,27103.0651,13662.4236,77143.4692,22884.4889,37756.0073,38831.6185,26530.99,8233.9155,39544.7904,15114.3012,15009.7976,7094.5434,28057.8471,8611.1043,5801.8931,21457.0872,16252.8834,10750.6783,35919.1088,9295.9213,9223.6595,27354.6776,40788.2052,26128.7736,16534.3653,11691.9601,18751.1766,17064.2023,40219.8135,10357.1004,17081.7984,19443.0145,5085.8282,8394.6362,9777.5667,30678.1496,19543.6073,27954.2247,10369.6088,8526.3355,27862.052,30641.7147,15534.4183,36897.5247,10546.1978,11627.1165,53937.3298,19266.9557,30185.6511,73320.7618,26865.13,88987.3632,9954.8122,33041.3712,9831.0448,17541.4347,90996.7343,9269.2773,14122.5382,7547.6023,16258.0631,46092.4918,23422.7983,5886.714,7201.2017,42999.1074,138819.9167,4223.5569,8125.806,13195.2856,42336.0158,22993.5289,8349.5988,27296.9152,
P461-PWY,8629.1452,9922.9838,11672.1599,8854.415,11025.8274,12755.5022,7470.0392,8501.3581,16134.3087,3757.6292,11726.2932,45230.1585,10676.9055,10637.0475,7135.6807,7300.6448,5159.7249,2910.995,5747.1371,7929.8689,5590.4247,11224.3051,6311.6475,42905.6151,11673.3997,14568.2957,21030.4625,10996.2339,4013.2744,16207.7728,4972.2278,7573.3967,1256.8611,11324.1843,6651.6403,3429.2988,3428.1623,8424.211,5191.8207,18499.11,8687.6588,3603.8166,13994.9739,23410.1428,12439.8304,6339.9399,4346.6993,8632.879,8016.0589,17680.9657,4587.8856,7522.0246,7832.6504,5433.0075,3822.2334,10295.4436,13664.9964,6549.8939,4989.5171,2547.4859,9101.77,13429.0797,15884.117,4425.6973,3984.4576,2303.062,2781.5657,24252.4207,8193.9553,5484.1736,16262.6281,10160.7224,41821.7271,4147.4789,18802.9893,4271.1197,7680.5286,50101.2797,1347.8197,3650.2496,2780.6799,6210.8861,22078.219,9995.2749,2035.4332,3135.9456,15494.1107,76334.2387,714.8989,2454.216,2606.3018,14542.0365,9278.8946,3572.4374,12172.45,
P562-PWY,897.7837,421.8636,1413.7947,2966.3735,905.0711,135.4633,1312.6658,419.9581,2756.3962,1508.2831,226.9084,5460.9611,1753.8232,583.8481,486.343,222.9961,2481.9913,763.0927,1883.6026,567.3512,458.4499,358.6905,298.9674,782.016,632.3939,928.4102,3768.7795,1699.8136,1369.1835,175.2369,2431.3459,917.1039,217.2703,1533.146,1609.0963,535.8985,1879.228,276.6585,393.4776,1932.6827,106.4433,101.5457,433.7459,363.4491,1147.7712,514.4918,26.1223,82.9612,900.3729,394.2183,208.0319,2742.558,308.732,5.0738,647.3916,76.5247,479.0565,145.8542,754.6715,574.1343,105.6088,1268.8888,1864.3546,1043.3508,2223.7311,2879.7232,347.08,1719.6241,4915.2041,710.914,2426.8304,1429.3783,3899.5425,1321.6399,1167.7574,1596.3375,2144.1137,1434.5084,378.9024,4058.6045,931.0619,332.0562,4010.867,775.266,120.7771,531.7047,438.173,2178.8562,89.6839,1093.1264,247.5839,358.1132,6.8509,1382.5383,4873.73,
PANTO-PWY,9511.78,5293.9369,12027.6028,5811.9906,11113.7504,2431.6091,9525.8404,7605.2491,16240.3138,4644.7345,9904.476,9635.3081,16296.1818,12825.0154,16208.1293,5673.5482,8586.534,2530.5725,7218.8928,6647.7219,6126.484,13948.0945,4703.4633,8974.222,12588.6979,15130.0479,14493.2161,9063.3468,2700.7615,7472.9258,6097.8762,6124.6778,3865.0391,14490.5057,8329.9732,2072.133,10126.7208,6181.5211,6409.6846,13413.2646,5377.0688,4003.424,7816.1947,15615.6523,10583.7573,7796.8083,5055.9364,9830.0992,8447.5801,12262.4163,5754.5212,6113.6895,10054.2572,3355.9641,4106.8595,6285.3332,18533.6417,14600.846,15881.1332,4959.8332,5575.3123,14600.3807,11052.846,5629.8533,22684.4176,5865.683,7623.2276,25937.8357,9602.2695,18989.7383,32623.2606,14626.1685,101798.1625,7207.7982,8612.3305,5455.0588,12715.868,34477.4971,5317.6456,6246.6206,6423.7833,16084.1219,21259.078,15891.9852,5647.5063,5401.0452,20431.7192,24028.4104,3267.8907,4384.2229,7596.3362,25754.5034,11852.7655,4254.6057,11851.1164,
PANTOSYN-PWY,12043.0709,7215.7669,15539.694,7626.964,13963.0334,3158.095,12215.6925,9663.096,20622.8679,5920.6464,13282.3675,14377.3282,20020.9573,16443.144,19474.4185,7124.0052,10489.5098,3305.4591,8909.7634,8430.8111,8003.8764,17679.9223,6545.3866,12771.9598,15851.3952,19622.4464,18818.7257,11835.0341,3487.3841,10781.0096,8189.5845,7929.8037,4803.6206,20075.3026,8912.0968,2689.9526,12712.0576,8264.8447,8410.5086,17754.7672,5967.8121,5506.4538,10746.2509,20333.1146,13787.5868,10107.4992,7825.1023,12622.6806,10291.3901,17509.2181,7533.1515,8064.1377,14265.9934,3491.0908,5406.2176,6626.2206,23401.4307,17343.4192,19483.4022,6354.8071,5808.3427,18686.6043,14680.8303,7296.9035,28891.6137,7485.0771,9770.0875,34145.2045,12387.4177,23555.5262,40778.3514,19533.4675,111725.8711,9352.1151,11129.3455,6994.4665,15822.252,44183.8057,6509.8371,8067.1435,7693.271,19826.1517,27073.6592,20332.3767,7853.7682,6857.118,29511.5175,33638.9927,4073.4036,5429.8871,9300.1945,32844.6419,15033.8409,5568.4297,16194.9732,
PENTOSE-P-PWY,14143.8163,14868.649,20882.6254,11661.7353,13888.9585,5539.5278,13076.4337,11168.137,25070.3718,5898.841,16617.9591,34706.9548,19683.5833,18348.0445,15520.3738,7889.1235,9263.7504,4513.4221,9257.1385,10138.9624,9303.5894,21613.2114,11359.3278,22641.0459,16681.2753,24100.5615,25870.1716,17557.1068,5341.9379,18397.3325,7619.0112,10547.2478,3865.3564,27431.9579,10034.5726,3650.7578,9219.3471,8963.5908,10280.3097,25519.012,7449.5881,9449.0177,14411.1563,21891.7328,18516.5191,11177.5196,4757.8672,12265.7435,11739.5403,16494.0416,11075.461,13739.1183,13408.8818,4605.497,6877.6167,8555.1252,23141.9328,20022.5523,14120.1267,5425.4418,7624.2483,18325.2087,23431.688,8881.2823,12000.9685,7775.024,8707.6157,46316.6143,17740.8063,18524.3511,30674.5449,30569.5533,72035.6134,11516.8238,22187.0256,11473.3748,19755.646,51432.8981,4011.5873,7399.4455,8456.5121,17792.374,21110.2654,21212.2586,8780.4062,5314.2043,47524.7519,60639.101,3702.6652,5189.7745,9520.5363,27903.8164,13658.5373,8081.8501,24903.1179,
PEPTIDOGLYCANSYN-PWY,26785.2133,26649.2914,38274.4575,24504.069,26823.5775,57266.2893,32257.5079,21436.4343,49304.646,15454.7262,38551.2548,143505.3784,39175.1226,36891.5872,34423.8341,14058.0276,21856.2466,8413.7682,19068.7841,18180.108,23059.7998,38853.7426,21783.4824,99386.0594,32005.1733,49497.6539,48360.4838,32484.9613,10053.2183,86573.2223,34951.7901,20455.9463,9628.2846,60038.0282,10844.2228,6660.4017,29683.3067,22999.8153,17197.5617,50286.7173,8359.4294,21505.7235,39354.6659,51436.6482,35674.9975,25025.0167,52262.3007,28263.859,19483.3357,74233.0524,18217.1259,30084.8373,42740.7506,4034.2123,13420.1637,7992.4683,46234.0279,30454.4403,38625.1967,17028.2431,6804.247,38359.2921,39814.8466,20911.7271,92639.2392,22649.13,23311.0018,93025.3061,33703.0036,44823.6468,95183.0658,64052.5917,149960.9729,20041.9478,43502.8477,17820.9385,32561.2915,113001.057,13075.0386,24575.5035,13028.2804,37170.4952,70839.3093,45516.444,22880.1795,12623.4299,134088.2114,173731.4743,8820.2668,11887.5626,17861.863,78810.811,31291.618,15289.8776,48530.0739,
PHOSLIPSYN-PWY,27503.0167,28296.4719,39939.0141,27223.5491,25201.9885,61483.6331,35413.5936,22780.8681,52194.6988,17053.2873,39392.9507,144893.1509,39494.4431,37379.4846,35668.7519,14787.0147,23561.6353,8657.3332,20885.4964,18656.4863,25409.2729,39139.601,22159.6677,95033.1532,31513.5736,52565.2859,49859.3088,34202.3341,10755.8452,78760.8335,40111.2831,21635.3899,9660.848,60420.1581,10784.2187,6918.4196,32143.1167,23753.4319,18705.0443,52203.6808,10006.9291,21685.5502,39674.8309,49165.3846,36317.9075,26339.8826,60227.9244,26887.9364,20263.4437,73881.1382,18811.2995,33248.9427,40805.7421,5048.3566,12994.8046,10000.4082,43116.6734,27039.3246,41115.9317,18813.8518,8578.2999,37688.0455,41022.0395,23006.4008,105927.2978,25344.659,25757.3818,96319.9036,36837.1866,43814.7379,103842.2361,70698.8658,164179.2837,19627.9938,45022.2126,18693.0432,34979.4531,113230.5438,14135.5971,27571.6836,13210.5593,37280.358,77515.844,43094.8291,22760.3121,12982.6037,134924.9475,177292.0393,9476.6135,12871.8323,16665.5979,87149.1318,30395.9532,16417.7715,50633.4555,
POLYAMINSYN3-PWY,734.8372,1439.0398,1446.8387,1466.8749,1160.3418,127.2256,2369.458,1210.8118,3624.2021,1243.3731,1876.2611,437.3412,1662.7075,2118.0982,1774.9646,455.1517,1096.3315,214.5593,949.686,1492.1868,1730.4896,3159.4677,1128.4729,1025.1426,1924.5633,1989.4114,1622.1189,2098.6907,708.714,679.6904,1833.7359,1182.7415,437.2297,2748.3852,1349.0503,289.689,1800.8599,927.9111,882.1852,2400.427,968.1179,753.698,1498.4491,1856.8857,2267.2615,1488.4232,141.9832,1548.9364,1537.5666,919.5713,744.9901,1768.2098,901.1743,159.5308,619.4468,568.7789,1970.6152,779.4311,2883.4366,1426.687,104.7189,891.9874,1580.4958,1678.8961,3254.207,1283.7098,1297.0127,4592.912,2763.0011,1590.4665,4183.3431,3555.3143,13303.71,918.76,1250.8831,1104.2928,1023.2694,3589.7102,580.8415,1956.0871,1118.4963,2860.7513,5269.7706,2226.2337,442.1228,508.8045,4089.2739,4034.1981,712.3199,831.9778,775.7617,5299.4025,1263.6672,922.07,2101.0871,
POLYAMSYN-PWY,793.8031,1699.6963,1827.4567,2019.7065,1240.5605,198.3945,2543.0653,2438.1937,4404.0702,1365.714,2001.8643,441.1757,3093.4452,2231.2283,3871.4327,4667.179,1804.4726,358.479,1102.3073,1763.8461,2091.5899,3312.7533,1156.5865,1085.8328,2354.1848,3356.5755,2597.1834,2250.5834,760.8866,731.7489,1987.0825,1405.9623,466.9398,3234.8259,2394.7438,326.6022,1889.3625,1142.1288,909.7649,2473.069,5578.6233,1186.9186,1587.8554,1925.7429,2305.0785,1549.4367,140.9633,1600.3054,5158.4925,973.8335,1238.9686,2281.3618,1154.4834,3907.6485,665.7248,7212.7279,2863.9237,1166.8337,3726.5367,1433.5467,6515.5747,1322.4185,2179.8683,1777.974,3711.4723,1912.8533,1333.7041,4797.8653,2913.0444,2543.8785,7393.9572,3565.4517,19554.8664,1114.3237,2873.8077,1634.8163,1146.1418,3640.5404,1248.9366,1944.8923,1168.0815,3576.5526,6538.7546,2347.4141,440.6382,495.8764,4470.2619,4061.4519,839.1938,972.7433,1646.9073,5048.219,1653.7825,966.0977,2314.094,
POLYISOPRENSYN-PWY,20542.8549,18984.3072,27250.8255,13739.0597,17784.7229,51906.632,15064.2769,12185.0983,26218.9812,6715.6436,25958.2588,126000.78,19581.2022,23258.1916,17762.9263,8215.1763,9841.3392,5848.7472,10565.183,11121.9979,10650.2494,22308.4335,16823.873,77632.8854,20317.9377,24524.4734,34951.4592,19891.9713,5841.9702,59758.1607,7643.0215,13065.6989,4526.9065,45560.8297,7903.6137,4510.3888,10257.0481,15160.4567,11321.4405,33713.3608,6648.2762,17260.2016,31859.7189,34856.3751,23066.3025,11839.158,48506.4925,19692.0425,11620.978,64088.9329,12918.4837,15785.8754,33834.63,3646.203,8861.7854,7028.2609,25717.0202,20237.9451,19281.0193,5181.5642,6095.5844,25751.2514,28902.9267,10114.2617,19076.4537,6401.9193,8833.7959,67304.1513,18284.3194,24929.8441,36785.6702,33526.2987,105585.9298,14193.7398,36143.3238,12661.3065,21556.8922,86490.7596,4597.9751,7577.6876,8355.1775,19182.9289,27851.0492,26456.521,17491.4965,9202.0688,110542.9174,145668.0144,3182.3377,4880.9223,9950.8688,28755.432,19725.6551,8454.4959,36656.1377,
PPGPPMET-PWY,29.9856,384.9793,240.5742,257.4381,126.598,134.898,275.7681,1867.8964,177.8324,196.3543,124.8059,58.739,425.0893,121.0639,266.3767,4947.6467,308.9337,103.1329,56.7991,404.7097,266.5232,398.1508,9.9979,47.4903,174.5874,471.5375,186.5688,486.519,243.6314,91.1982,368.3591,673.0258,59.1773,125.5041,2082.0191,40.51,148.9963,355.1996,239.7955,192.1993,6673.8418,102.2779,52.471,79.9485,179.5927,107.8746,99.9354,54.9542,5532.5143,49.9851,282.9693,270.69,34.9868,4089.4184,72.2918,7869.1492,126.6943,43.7232,496.1675,201.3887,6849.4336,123.5648,100.504,173.0795,1396.0383,144.5097,200.4351,625.7316,567.7526,493.0712,931.0707,439.3848,3600.8119,117.2059,227.7068,181.056,264.0647,521.6161,259.9509,109.7607,97.8138,1027.1766,426.2478,425.3683,0,44.9288,1047.5065,715.7093,165.9317,84.6862,84.763,300.1696,51.2154,239.0041,103.6483,
PRPP-PWY,5606.6931,5200.6956,7587.8382,2259.7167,9462.4692,6609.1654,4916.7233,9127.8415,19248.2885,2108.2633,8974.628,10593.8314,15538.5428,11613.0822,12225.3442,9580.8783,7525.2087,2725.1926,3584.6059,8316.6635,4847.8391,11242.9866,5350.1655,10818.9268,13533.5276,10411.308,7742.0512,6386.3527,3322.4982,12596.3852,3108.5046,5980.103,2808.6509,20542.1167,7464.0315,1593.3409,3839.6447,4449.316,3132.3227,10184.7201,7587.4433,4304.9448,6875.3124,10836.9719,7202.0597,4316.9173,14573.7745,5680.2191,12652.506,11028.9892,4658.5164,5825.0524,9047.0561,4098.0643,5361.4675,7969.4294,16551.9681,10597.0269,13152.7872,2028.1564,6891.1224,12035.4602,15192.6424,4281.6754,16054.7501,2330.6891,3073.822,29979.7018,7743.076,14621.0398,25902.483,1928.372,28726.5957,6805.6404,6333.0611,4642.0369,2055.4817,35303.4327,2541.291,3874.8465,5308.3019,18925.4544,9407.9555,16542.1103,840.2949,8505.0719,44287.855,24711.4581,1871.4887,2376.6043,5175.5133,7330.0557,10948.3301,1744.4216,9948.8549,
PWY-1269,2544.4837,2097.1221,4099.2721,2336.5525,8463.4237,1108.6656,4439.7102,4154.3503,8707.3351,1245.2212,4745.2276,5072.0416,8572.8749,6743.7071,8264.5939,4784.7685,3692.5101,1386.7124,1312.8237,3982.0236,2052.4231,8024.8232,2484.2602,5080.4836,8160.5664,7277.5734,7829.3129,4967.9724,1414.8722,4664.7001,1528.8305,2315.8979,2040.0774,9041.0368,5389.5454,1069.4515,3663.2097,2573.0033,1393.1859,6289.2645,5753.593,1967.2288,4036.8592,9960.9652,5857.2603,3176.0329,3537.2481,6477.4238,6727.0941,6087.9173,1805.5843,2030.0941,7454.147,4410.2117,2817.04,7845.3814,13142.4591,11494.865,8739.8022,1344.3342,7168.4694,8673.9086,5261.9322,2196.2087,7259.9071,2263.3877,1514.0936,10993.2391,2922.0313,13108.1338,14967.446,2971.0535,59959.0448,5132.8336,2835.0889,2582.8257,1023.361,17202.7978,1942.5723,2073.4931,4301.6173,9641.2324,5001.6234,9784.0191,3605.9982,3888.7295,10251.1718,9650.7751,1242.0432,1487.4134,5238.2353,4381.5981,7810.1348,1579.8266,5829.8467,
PWY-1861,4950.3194,8205.7415,9850.6893,14253.2805,7986.2819,2060.2599,19832.8326,7525.6519,21459.3975,6401.2415,7578.5621,23865.7947,11311.6013,8146.9665,20360.8897,4817.1211,8644.8978,2878.2511,7636.6697,6773.1483,12029.3342,15479.9778,5473.6015,38213.9822,10210.9743,27923.874,16960.7778,14039.5303,5790.631,47169.0261,14084.0537,5275.0555,3343.5599,16689.6087,3378.3163,1846.8458,9329.9635,1823.1344,5012.088,11692.5191,1011.7464,3778.8683,9024.5736,23869.0786,13870.3379,6274.4166,241.9755,9527.8143,7486.5049,4741.2207,4250.1197,15177.4303,8538.1599,271.5822,5828.5598,809.2837,24861.8431,14789.0974,15469.5158,5982.1171,504.9791,9028.9503,14088.3673,7948.2476,29658.2909,13463.688,8862.562,15880.4102,19327.1959,18421.8894,32495.3788,14347.3812,48035.3967,6323.4858,8718.2051,8363.2849,12124.8641,15879.2711,4233.404,15645.4356,5759.6003,10588.4103,19672.9659,21259.6651,2425.5289,2593.5062,17887.6405,20823.2046,2825.7893,4857.2732,10820.3018,15550.5692,6478.6726,4994.2219,16141.9458,
PWY-2941,17437.0733,18546.7046,25601.4715,13088.2253,19174.0982,51640.3276,16149.8549,11807.9305,26272.0144,6655.3429,24104.2549,127406.0263,21229.7078,20333.0398,16075.2793,6316.1106,9615.6461,5398.3142,9092.333,12130.2104,10040.4209,22917.3241,17802.3524,82425.9765,22555.3346,26992.5354,34915.0384,18946.5636,6257.1236,73191.9952,7121.1728,13197.8493,4593.2777,47779.7434,6301.1378,4715.1932,9837.3245,15258.268,11346.3675,34043.5894,2429.4567,18043.9865,29553.6807,41514.8756,22437.9284,11646.8672,48683.5074,19886.4855,9452.1278,58325.0596,13653.3004,16323.7624,35980.116,1055.2082,10401.7923,1958.2811,32642.4634,18687.352,12420.2928,5598.5128,1652.9823,23987.2352,31200.7135,8335.3956,14137.5394,7977.6199,6062.558,70004.7793,17204.0277,21089.4716,31969.6297,33270.7785,64486.2409,15000.9301,37649.9804,11165.211,22564.4783,89786.4739,4404.23,6891.5534,6151.4176,19802.3957,28186.4768,34240.6321,17659.4742,9109.9962,114386.7346,149613.1185,1808.9474,4805.7683,11671.6215,29543.083,19710.6947,7708.6459,31431.7393,
PWY-2942,23586.3366,26045.6412,36549.2389,26068.6334,27503.1817,53103.9492,34502.9756,22302.1995,50922.3946,16033.0358,36475.1281,132602.5493,39592.2687,35073.5545,37314.44,14905.4186,22687.9156,8045.6078,19065.3958,18798.2405,24165.9151,39040.6731,21786.1007,89573.1272,32619.5782,51598.3774,48502.0575,32561.6577,10738.7681,80428.3735,36962.7532,20528.1791,9838.5953,59174.4124,12433.718,6857.5987,31248.6263,22534.2426,17291.3551,49708.8205,9366.0688,20780.7566,35232.9435,50656.4722,34816.9124,25688.41,49854.1443,26537.9689,20457.9068,63560.9873,18231.8889,30975.8033,40976.0663,4644.4795,13503.1067,9176.5362,46931.0996,32025.9739,41643.6558,18531.7916,7828.4441,36465.1464,40731.9824,21400.8775,98333.8396,25165.0144,23967.6881,91810.1877,35113.1148,45681.8638,99732.8455,66832.8973,160524.262,20517.8048,42451.7669,17107.9644,32887.3232,110791.0658,13741.3717,26859.9644,14361.1286,37730.1251,73009.8015,44948.9665,22143.0648,12677.4709,126546.3485,164994.954,9141.6309,12527.2259,17998.0588,81468.3376,31271.127,15239.0034,44537.049,
PWY-3001,19585.1376,21185.2071,31420.7189,23715.1379,23863.525,8963.6418,32338.8549,19146.5335,47820.7104,14904.0968,28001.2673,55051.4204,34771.9119,28962.1549,36868.9364,13142.7832,21513.19,6686.0307,17626.0332,16348.1061,21881.5382,35031.4201,16470.5772,55878.1069,27378.8048,48505.3977,38309.4451,28758.5932,9488.0165,58610.4267,37373.3416,15884.0488,8664.4156,46392.8282,10200.9521,5818.2796,29687.5051,14940.0828,15069.5358,37428.8496,8999.6885,13800.4719,23513.777,39402.3022,28916.6481,21270.8506,8024.8201,21528.1136,18052.5951,32686.5666,14859.9418,29034.3559,28798.0114,4523.2028,11459.8525,8887.9936,43090.4419,31688.3329,40335.4077,17418.1153,7636.7271,29902.2176,32968.6497,19922.0755,98983.1391,24940.743,22702.4982,73400.62,32070.5984,44298.848,96792.5779,59671.0139,149422.6015,16319.5645,24589.9125,13995.9367,26797.542,82300.5924,13649.7495,26323.1591,13334.9681,36084.1997,70822.0086,40430.5598,16872.0716,9453.317,77982.0343,95808.4935,8631.0861,11890.3409,17153.7727,76902.1231,23045.4745,13384.8653,33398.8042,
PWY-3781,749.1504,2245.5301,1903.0992,3430.0694,3302.3398,573.8089,5983.5965,3128.3493,4574.9335,1380.5389,2112.0677,9236.0424,4561.579,2677.8046,5201.0369,1516.3613,3314.9117,693.937,1241.7845,3049.0287,1956.8743,3941.3803,1352.7115,8424.2342,3493.0739,6827.6013,5103.9067,5137.307,1145.8495,2376.9582,1621.6562,2034.6933,1531.0432,2360.2178,53.8905,963.275,4337.3138,1897.9179,1188.2447,4099.8925,549.954,685.895,1769.4121,6977.3082,3641.5716,2023.7177,272.2829,1701.8049,3298.7182,920.8673,1035.476,1813.2884,1871.4468,108.4391,939.8079,414.3176,4310.8785,3247.5552,7411.3777,1284.8005,310.1146,3554.5375,3405.1305,2416.1547,8918.5768,1108.8262,1169.5147,6201.1055,1651.2873,5152.1125,16304.3621,2292.6849,87129.206,1106.9019,1354.7821,632.3454,938.4052,5449.0314,2376.6048,1941.4759,813.9112,2935.3353,7226.2323,2904.3473,463.0959,417.3338,3524.9137,8082.3312,586.6304,1111.2465,2642.913,3825.8031,2204.9483,870.272,2077.9411,
PWY-4361,0,8.3615,0,10.6576,0,0,0,0,0,0,0,17.1075,0,8.1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7394,0,8.417,0,0,0,10.8512,0,0,4.4672,7.3297,0,0,0,0,0,0,0,0,0,0,16.5578,0,0,0,0,0,0,0,0,0,10.9854,0,49.8138,0,0,13.9342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4919,0,0,6.9039,0,8.6211,0,0,0,2.9454,2.9527,2.2488,2.8567,
