#OTU ID,Itg10DTT455S49,Vil101BFP07,Lyz204BFP243S92,Vil104BDTT43,Vil107BDTT79,Vil106BFP67,Lyz201BDTT207S47,Itg22FP515S18,Lyz205BFP255S52,Lyz204BDTT243S84,Vil104BFP43,Vil109BFP106,Itg02DTT407S99,Lyz208BDTT291S133,Itg24DTT527S22,Itg26DTT539S35,Lyz208BFP291S89,Vil106BDTT67,Vil102BFP19,Itg26FP539S43,Itg18FP491S94,Itg12DTT467S61,Vil107BFP79,Lyz202BDTT219S59,Itg24FP527S30,Lyz207BFP279S77,Lyz203BFP231S79,Itg18DTT491S86,Itg06DTT431S24,Lyz205BDTT255S96,Itg08FP443S44,Lyz207BDTT279S121,Vil108BFP94,Vil105BDTT55,Itg16FP479S81,Vil105BFP55,Lyz206BDTT267S108,Itg16DTT479S73,Itg12FP467S69,Vil114BFP166,Itg20DTT503S98,Itg22DTT515S10,Itg06FP431S32,Lyz206BFP267S64,Vil1013BDTT151,Itg02FP407S7,Itg04FP419S19,Vil102BDTT19,Lyz201BFP207S55,Itg08DTT443S36,Vil113BFP154,Vil103BFP31,Vil1010BDTT115,Vil108BDTT91,Vil1014BDTT163,Vil109BDTT103,Itg10FP455S57,Lyz203BDTT231S71,Itg20FP503S6,Lyz202BFP219S67,Itg04DTT419S11,Vil110BFP118,LYZdtt351,SLCFP067,SLCdtt019,SLCFP091,LYZFP327,SLCFP073,SLCFP019a,SLCFP049,LYZFP339,LYZFP315,SLCFP127,LYZdtt363,LYZdtt315,LYZFP351,LYZFP303,SLCdtt109,SLCdtt001,LYZdtt303,SLCFP001,SLCFP109,LYZdtt339,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt145,SLCFP163,SLCFP145,taxonomy
ECASYN-PWY,222.3176,5.5833,5.6022,1385.5632,4188.9515,7.4523,293.7316,0,0,465.3716,0,0,354.6364,308.0661,128.2871,65.7572,5.9278,3796.8024,9.8861,3.1157,3.724,67.5625,7.4096,49.889,2.4892,1.8683,5.5858,49.7229,62.3658,556.1362,3.7371,1663.6194,5.6738,6394.502,3.1141,19.8072,53.2758,345.0746,0,22.9761,251.4252,131.5825,0,2.4917,1239.8145,2.4896,0,159.9947,0,1964.9096,49.9347,8.6918,5101.6837,5696.2526,1095.5026,6145.4558,0,315.662,0,0,495.34,8.3994,177.8841,0,9.8146,0,372.2477,0,0,88.259,201.7694,259.7195,0,268.2744,2646.7757,227.3425,235.2535,20.6912,221.4668,18734.4617,87.416,0,1120.6648,515.3324,171.1448,2.4994,1.2498,3.6963,4.3507,
ENTBACSYN-PWY,538.438,11.9934,11.997,2735.2354,4488.063,15.9798,699.0668,0,0,1157.3949,0,0,847.5999,816.888,309.7078,149.768,13.3225,3985.9625,21.3202,6.6637,7.9964,148.4135,15.9787,109.7148,5.3307,3.9952,11.9966,111.2766,141.9257,1378.8319,7.9969,3407.0602,13.3254,6784.0468,6.6638,42.575,118.7474,867.5883,0,58.4058,604.6737,298.1403,0,5.3315,2475.9488,5.3304,0,421.2794,0,3982.0809,111.7503,18.6509,6173.3325,6477.396,2451.3163,8162.3119,0,806.0076,0,0,1154.7137,18.6473,390.549,0,21.2572,0,875.7617,0,0,189.583,444.9459,591.2968,0,632.2265,5940.5745,492.0451,544.5524,45.1841,520.6368,46842.7593,193.1671,0,2668.2894,1260.7782,391.5569,5.3329,2.6665,7.996,9.33,
FAO-PWY,580.8226,106.7092,16.462,2358.0996,8261.5,88.5379,505.2069,17.3152,11.3791,885.5901,280.2587,532.1044,548.3791,548.9056,232.095,136.2537,18.598,7538,44.6083,53.1615,99.5362,381.125,82.9827,111.9365,36.1712,19.998,22.944,202.3306,138.229,900.8944,93.7497,2595.603,1658.188,12641,61.3466,100.6654,83.7117,932.043,254.7463,45.6708,718.4774,218.5076,34.2227,10.8541,1655.317,20.4061,29.5862,246.9832,19.3974,3074.2321,69.6409,228.056,9026.1642,10757.5,1644.1696,10528.8576,546.9741,603.5531,47.6339,30.5559,758.6133,272.2671,371.776,31.31,37.3394,4.1621,524.8698,49.8931,74.0812,141.1151,345.8235,495.4781,43.065,458.3425,4537.2346,474.5866,463.5762,70.3021,399.7063,30997.5911,197.8417,48.542,1879.2799,798.6637,247.3083,6759.6705,37.3589,76.3059,412.8661,
FASYN-ELONG-PWY,38009.5266,36390.6277,69071.8316,10102.5846,5153.7432,26432.9749,17042.3017,19286.8074,17166.13,50512.9088,31904.7891,50148.1758,15162.1403,26602.1184,16037.4938,12057.9037,28127.9651,4458.2924,42315.8865,17062.6637,23822.6701,31910.5342,22532.0564,24444.9875,13575.4467,7412.7742,70967.0065,24861.419,50977.2366,10770.345,25058.163,13788.9494,82163.6083,7593.3953,22489.045,40111.7771,14514.9733,123515.8352,25823.6373,40627.5179,47359.3068,34705.2898,22119.5726,20072.763,18500.814,10851.2048,15721.2305,13335.8865,24815.0864,12794.8389,48467.7636,31065.2935,7929.9953,7792.8778,17128.2432,11200.5886,60956.422,33956.187,41400.4246,28820.7342,16721.9416,60130.4896,160166.2243,13070.8984,9461.1189,17629.2856,78288.6444,29483.7313,9641.4541,14876.792,49985.0278,127620.1564,15095.4622,36406.3412,63029.3914,46004.0759,256880.0248,21269.1602,4601.518,325793.7559,15313.0971,11667.1166,16038.4421,59389.939,20709.0301,100391.6668,74605.7565,26355.9612,32305.1862,
FASYN-INITIAL-PWY,335.7103,72.8212,212.5204,1937.4257,4885.2808,214.636,443.8278,87.4579,54.0785,754.4971,129.3437,30.1393,480.3941,412.9548,192.0321,105.8309,58.067,4396.0919,159.784,89.5758,106.4646,222.5333,133.6606,228.1239,73.0561,35.4333,116.5356,135.0783,161.5443,786.4533,56.8705,2384.8541,18.0459,7398.3257,39.1301,343.9558,161.4508,453.5499,146.7819,98.129,354.6848,344.5637,77.1096,163.0006,4292.3851,70.5938,55.6185,227.7001,149.9944,2821.7958,329.6471,98.7814,6200.0813,6651.1427,1747.829,7987.4419,68.8874,443.6449,65.7299,205.3089,812.9138,86.8392,1293.0518,163.6578,57.6878,255.0178,802.7598,46.9244,383.6221,282.0424,975.7035,747.6638,47.8602,498.1329,6320.6322,1509.8325,619.183,115.8898,317.9931,28798.8037,343.808,319.5307,1629.0343,935.6233,322.1444,781.4428,3008.3403,338.2962,744.3848,
FERMENTATION-PWY,19180.2936,16021.3698,30133.7051,7066.6866,7234.6633,22774.7626,11148.5733,12324.4505,10016.6821,22754.1938,23617.8269,16563.5839,8255.8819,10683.9954,9433.9097,9025.8647,8995.4899,6581.7517,22149.6253,11960.9342,18733.9436,22145.5451,17077.4544,15069.0128,9993.9947,5389.1029,19151.8525,20171.7362,9509.7508,8317.2554,18236.8767,9821.0269,9440.826,11037.5259,13670.1444,33200.9398,9912.2893,64509.7769,21756.1166,20218.2666,21174.7017,17248.0309,11791.1513,15156.9928,15073.5865,5995.1274,11908.448,4959.7711,18411.312,8804.4562,45890.1417,15551.3326,9020.862,9812.174,11378.3912,11491.9191,37259.1726,7542.5621,22681.3386,20094.7211,10295.6466,15981.3204,34279.7805,8994.3747,3648.7377,13811.1296,25917.6861,10840.4143,10049.3942,12247.7636,29832.3577,56407.5312,6309.1939,35886.855,32567.2852,33067.3527,41453.4838,15358.7598,2843.6776,258255.2508,13706.7509,11730.1121,5812.155,20561.024,6915.4466,66678.9729,27948.5396,15651.6199,18747.169,
FOLSYN-PWY,14842.6052,13923.6553,14806.4262,7575.8114,6084.2449,14853.0329,7957.7303,6556.8483,6403.8446,15858.5114,17647.7598,10010.6921,8825.3132,10276.0954,9945.9806,5994.2273,5969.4045,5425.8754,14954.593,7201.5941,12060.4055,14155.0687,13912.102,12510.5464,8129.8637,3942.9399,10776.6532,12161.4531,6799.9892,6414.3385,9918.6134,10371.4763,27443.4654,9151.5431,9331.4197,25139.0989,14172.0204,57403.6513,12465.6828,7966.7963,14077.0679,12852.2485,6717.7972,14823.8472,15790.5025,3667.3606,8631.4472,7535.6818,9334.8735,9034.1736,12144.62,12912.786,8511.8203,8589.9538,11488.9936,11395.008,16711.5851,9255.7408,12327.9871,15344.8201,8817.7231,14909.491,24022.6606,8734.0138,2890.8559,10685.3855,27065.7762,7560.72,8374.3136,11879.4515,18703.1243,35538.2667,4524.0882,30121.0963,39035.1052,26184.6922,23949.626,7940.8979,2708.6607,388384.3996,10176.1281,8727.4132,9191.8875,20667.5518,6539.0537,63082.5542,33428.3979,15070.239,10587.3098,
FUC-RHAMCAT-PWY,2134.0303,1431.5882,1813.3105,1897.6952,4367.4364,2042.9974,2486.8374,794.604,741.2428,2996.0748,2413.1166,633.7291,1943.5673,1723.3687,1704.8496,981.2233,824.8905,3808.8918,1583.6819,783.1457,1157.2436,1981.9818,1101.6908,3174.6537,1148.6013,1099.4709,1465.9583,1325.0018,775.5888,1363.9865,895.5518,3555.7525,4835.3163,6365.3914,977.4692,3973.3588,3048.4117,1630.1712,1931.8335,466.13,1964.2309,1609.9179,1373.0856,2718.955,10656.6284,468.5545,3279.7864,631.3499,3139.923,3572.1439,2883.7626,1612.6619,4795.2725,5532.636,4986.7154,5677.3186,1749.3745,1189.4442,2153.0177,4455.3819,2598.0347,1100.8897,2949.4218,1765.914,382.0405,2110.3364,2628.5157,931.2435,1226.3549,3027.4294,1841.7103,3836.9419,846.7813,4569.1273,16885.4929,3351.8646,3069.465,1129.0154,598.5544,413012.0155,2313.1832,1356.959,3021.4412,1768.2985,1162.4509,10981.6069,5828.5886,1812.5628,1571.1426,
FUCCAT-PWY,2780.264,1285.209,1291.6043,2248.4479,4434.1941,3224.422,2863.7029,684.3408,726.1734,3163.1704,3413.7067,673.442,2219.1917,1717.3508,4080.3345,1140.6083,630.0907,3827.3123,1500.1144,543.6948,1392.2431,2221.8244,996.6427,4174.831,1486.731,1026.3763,1198.1826,1739.1513,707.4091,1371.5872,787.3707,3732.6728,8637.0605,6350.2238,1002.0458,3771.7186,3812.8217,1550.477,2359.9218,731.1356,3238.2293,1346.4717,2036.4825,2869.7653,9311.958,385.3932,4851.0435,318.7359,2766.4717,3487.9338,5794.7918,1789.6457,4675.8374,5435.2555,5290.9257,5409.4669,1510.7963,1307.5616,3806.1409,4754.7045,3044.3817,1486.01,2350.2576,3644.7585,287.6435,2059.5271,1725.1249,615.5873,1037.7856,4284.6609,1197.2325,3453.5174,996.7054,4479.685,12013.9933,2017.5389,2306.5764,1097.0234,446.7058,573855.3205,2239.0834,1165.106,2322.1288,1191.5052,1661.4502,7926.5323,5868.4182,1775.0937,2979.2008,
GALACT-GLUCUROCAT-PWY,9873.9909,12776.9129,12653.1903,4297.5664,4674.9927,9585.8505,12788.5078,6143.2541,5083.6707,13521.6868,11557.1127,2844.7917,6112.851,6080.2616,12792.8188,5083.9609,3924.6006,4083.1962,13686.736,7031.0194,10293.993,11982.407,10020.3041,15042.3476,5948.4222,3346.5897,8677.6698,9875.1273,5199.1964,4184.0438,9958.156,7624.2001,14473.8193,6854.25,6974.4122,15817.2238,14819.4818,8867.0699,11868.922,1304.9492,12430.6575,10057.851,5707.1237,10146.1711,9364.8575,2997.9463,7777.8031,1850.5785,10427.9775,4862.2883,2007.6163,9393.8783,5480.6692,5944.9845,7403.4611,7031.1851,12572.2794,5354.1784,12302.4863,13759.5189,6050.0887,3231.8161,13582.4489,2996.7597,1640.8735,6031.104,28051.7888,6071.4146,5409.3956,9810.7123,15779.2097,23154.1832,3354.9798,31654.5193,22154.6216,16456.8351,13744.2405,5434.3622,1491.0414,494442.1882,8102.636,6321.6589,4631.3028,15525.5999,3073.6774,28305.1921,13900.5662,9956.7279,8747.4715,
GALACTARDEG-PWY,283.2126,64.123,182.2552,1124.6991,4746.5437,88.9,322.2032,40.6801,92.2264,383.74,142.9892,56.3445,394.9906,286.8948,210.4084,78.0476,40.0145,4309.6259,47.8714,12.2291,99.0395,173.3877,47.6027,128.3781,52.1778,16.55,146.8416,115.2791,84.2602,449.0733,28.147,1320.2588,201.1782,7224.3259,76.9353,249.3103,138.7706,300.0737,122.1284,89.6119,223.125,142.3472,80.1897,64.2761,2711.7895,14.9345,74.1593,117.8873,273.3586,1483.5409,620.1581,44.1017,5162.1445,6147.7955,1594.6105,5881.3025,91.8291,266.1277,19.639,226.825,449.9741,38.918,257.1403,17.266,19.4609,143.8427,279.5532,37.7484,36.2858,144.1267,169.3986,289.9021,40.5803,448.3012,3646.796,293.6058,215.7322,114.824,166.2429,50931.7908,78.0423,15.7745,852.2087,352.1279,149.2832,268.432,429.5641,75.9534,31.1093,
GALACTUROCAT-PWY,12282.1362,14562.4155,12584.4967,5376.7628,4388.2757,12473.7636,14800.4104,7623.7377,6850.0021,15776.979,15443.9156,3828.5365,8172.4587,7136.1561,15431.4588,6302.4615,5171.607,3782.1676,15376.9754,7946.4,13646.7637,14755.6403,11842.4675,18185.2169,8266.4122,4357.4067,8818.6843,13868.1563,6460.031,5760.1212,11310.3094,9210.8921,17862.8216,6355.6983,9069.6489,22482.8905,17630.9257,10051.7857,14904.0048,1559.0401,14845.6091,12603.8828,7813.4675,13514.2727,16679.9396,4296.0627,9857.0251,2068.8894,13321.3278,5864.3853,3574.975,11634.7226,5248.4403,5540.8479,10095.4897,7122.7312,14186.285,6482.9098,15419.967,17095.3636,8053.3437,4250.7961,18103.1334,3559.5639,2066.0588,8514.9354,34133.2337,7060.4198,7242.2293,13317.6255,21547.6373,30965.25,4188.3006,38936.903,30422.6748,23384.4633,18680.985,6457.558,1668.6905,660772.1374,9423.1035,7553.5526,5314.1841,19162.9674,4252.7021,35861.0593,17898.3854,12200.322,9909.5653,
GLCMANNANAUT-PWY,39562.9791,34692.6558,63901.6781,10700.6727,5011.2607,25266.1766,21659.7499,19638.566,12816.095,48493.685,31242.5655,50297.1596,16078.8153,25840.3393,20279.769,12567.2895,29321.1062,4258.9927,40232.4805,16268.593,27469.2969,34230.9013,19709.8635,28493.0409,14040.4789,6575.5355,73372.5607,27605.4923,54533.3405,9215.561,24502.6247,14751.7166,91394.3631,7346.8944,23565.4262,34408.5702,19533.9793,29341.0038,27355.7061,74544.1749,48975.3782,35590.617,22729.9781,20199.4584,20783.1991,10517.6984,17765.5647,9058.753,25924.0305,13409.9592,190479.2116,25459.0704,7268.7305,7567.9626,19330.7425,10017.2484,65246.2791,31677.1089,41451.0831,29233.517,17986.2405,62002.9319,172864.7933,12447.925,9970.1175,20663.2184,72525.6805,31569.4278,10584.0517,13060.3484,52750.5799,93753.4437,16091.9246,48505.1267,50650.4919,43024.1999,262017.8689,24097.8865,4505.3685,495359.3925,17309.3613,12065.0608,13814.341,56974.0549,22039.922,83785.0779,76634.4801,18634.9742,35933.1366,
GLUCARDEG-PWY,447.5751,118.4815,182.2552,1160.6326,4746.5437,231.8034,338.9035,106.0383,92.2264,425.2769,383.4986,56.3445,394.9906,319.328,382.8705,123.1351,75.5881,4309.6259,113.6184,30.7302,241.1917,346.1002,86.3532,136.3215,143.3519,42.5856,146.8416,238.3545,142.052,461.6745,74.6785,1361.6067,375.1946,7224.3259,76.9353,579.6373,309.0642,372.1377,311.2375,89.6119,277.7585,214.2871,204.3035,179.8239,2711.7895,36.7832,212.1995,129.5881,273.3586,1495.0398,620.1581,114.717,5162.1445,6147.7955,1594.6105,5885.2532,229.6818,283.4997,56.8645,226.825,533.4677,95.428,449.516,47.8923,38.5644,335.8796,321.9592,37.7484,99.8491,266.8265,207.1014,441.3417,40.5803,830.594,3646.796,492.6986,278.5264,269.0481,170.419,50931.7908,92.5924,46.0263,889.2373,358.1952,184.4279,663.0967,429.5641,191.0947,31.1093,
GLUCARGALACTSUPER-PWY,283.2126,64.123,182.2552,1124.6991,4746.5437,88.9,322.2032,40.6801,92.2264,383.74,142.9892,56.3445,394.9906,286.8948,210.4084,78.0476,40.0145,4309.6259,47.8714,12.2291,99.0395,173.3877,47.6027,128.3781,52.1778,16.55,146.8416,115.2791,84.2602,449.0733,28.147,1320.2588,201.1782,7224.3259,76.9353,249.3103,138.7706,300.0737,122.1284,89.6119,223.125,142.3472,80.1897,64.2761,2711.7895,14.9345,74.1593,117.8873,273.3586,1483.5409,620.1581,44.1017,5162.1445,6147.7955,1594.6105,5881.3025,91.8291,266.1277,19.639,226.825,449.9741,38.918,257.1403,17.266,19.4609,143.8427,279.5532,37.7484,36.2858,144.1267,169.3986,289.9021,40.5803,448.3012,3646.796,293.6058,215.7322,114.824,166.2429,50931.7908,78.0423,15.7745,852.2087,352.1279,149.2832,268.432,429.5641,75.9534,31.1093,
GLUCONEO-PWY,37107.1596,35234.5622,68054.8239,11570.9773,5840.1466,30702.9383,20544.6652,23197.3558,20306.8979,48391.9819,36510.2372,33450.5093,17670.5768,23724.3369,20685.8199,16150.1511,23238.3694,5136.4403,48346.1161,22460.953,35354.5848,39141.7212,25501.6927,28247.9153,18991.2091,8007.858,59179.0041,32961.927,38359.8716,13196.3212,33433.7921,16561.0292,62263.4756,8762.1275,27139.814,46764.5039,21099.8679,123235.9806,35640.2562,56105.6281,47003.2687,38527.0201,22058.6524,26857.2354,20197.7783,13424.942,20173.0582,10978.5071,26960.7147,14219.4777,59079.4199,32937.4118,8914.4697,8684.9264,19761.3742,12666.6694,66586.4367,24997.7338,42569.2978,33195.1481,18447.0726,50655.3669,100307.7354,13206.7032,8658.9284,21741.0156,90342.9242,26394.3683,14971.9122,18051.474,60117.4933,115744.9649,14192.3879,62138.7868,55759.2403,55285.8774,146382.4849,21497.8837,5065.3232,535956.9811,21579.6894,17096.6543,14727.8284,60134.6118,16661.2025,100952.8368,59977.9531,29100.7693,34827.3421,
GLUCOSE1PMETAB-PWY,206.1127,304.5374,4.4999,1745.4929,4321.0042,5.9996,319.6088,0,0,448.3554,1637.606,558.5745,530.61,393.7073,119.2824,79.4866,4.9996,3846.2977,181.0151,2.4999,2.9999,55.9699,5.9995,41.4779,1.9999,1.4999,4.4999,41.9802,53.4724,654.5185,2.9999,2052.6828,347.7011,6460.4653,2.4999,491.4749,44.9705,376.4089,0,511.875,230.5574,153.367,0,1.9999,1859.8717,1.9999,0,184.3757,0,2601.6116,6058.4515,912.8115,5728.6691,5984.5537,1800.5561,7243.7709,118.5665,319.5836,0,0,711.1622,1111.2933,148.0882,4200.3907,10.6545,1.9999,334.0743,0.66,26.6382,262.2721,169.931,223.9471,3.9995,248.8993,3586.2259,189.8324,206.0673,44.9679,223.6467,24614.4644,89.9779,60.5551,1287.199,486.9529,882.4293,35.3339,314.4417,3.6598,1504.3993,
GLUCUROCAT-PWY,10564.1983,12954.4903,13733.4333,4437.622,4845.6102,9691.2151,13177.0978,6496.0034,5300.8428,13901.1488,11481.9684,3248.0667,6261.8096,6465.5038,13286.0374,5382.6429,3799.6029,4260.4289,15222.4977,7875.4116,10683.5202,12650.1971,10430.6757,15474.5352,5972.0632,3281.666,9359.8383,9853.2351,5307.7989,4224.8609,11153.2498,7917.9081,15536.9788,7147.2039,7205.8175,15294.417,15559.0696,10288.3603,12405.1955,1629.9764,12634.7005,10434.7435,5512.0069,10250.5079,8064.3343,3015.4386,8059.8778,2106.3124,10231.8576,4943.9726,1953.8168,9873.133,5881.3682,6196.1103,7192.2244,7723.28,14982.8757,5607.9436,12091.4889,13886.0595,6051.3698,4012.4828,13699.2834,3152.2454,1768.5897,6131.5338,30104.1497,6053.0048,5533.8899,9259.927,15950.7255,21874.9791,3306.6747,32250.3352,21625.3028,15825.6712,13026.7202,6473.4766,1683.7114,451597.5747,8686.68,6779.3255,5002.2053,16236.9965,3045.3773,28648.8407,14756.1665,10143.4217,9584.618,
GLUTORN-PWY,16901.624,14422.0828,12291.3552,8340.3895,4233.2259,20334.3953,16719.667,5788.4328,9048.355,18870.9361,21800.5006,20764.4602,9971.5827,8353.116,18901.2609,7340.256,5723.1018,3845.359,13779.862,6969.3206,20454.7419,18009.4368,17612.6951,23370.2194,11292.6206,4590.4943,8706.2501,20271.8177,7175.3052,6777.8519,12024.5103,11241.1378,26746.5163,6376.3433,14599.1033,29632.2445,20850.7034,105935.6499,18001.3212,5647.8352,13520.9925,9529.4823,8898.9885,16075.3632,11277.5657,3732.6503,15029.539,4672.2238,15020.0571,6757.9324,5777.0061,14687.0963,5289.131,5574.2827,10370.3148,7085.2892,15228.5292,9133.395,15020.6153,23729.1848,10592.9211,26463.5326,32495.9152,6790.7465,3055.9874,9786.2149,37386.3484,6207.443,11437.6637,12684.5818,36623.3771,36449.3395,3827.2831,59704.5281,27314.2595,38038.4002,23651.4239,9134.7853,2183.471,414981.4135,10037.2016,8211.1819,8709.5206,19019.4973,5438.0067,43988.7852,32539.1982,14492.383,9911.0134,
GLYCOCAT-PWY,35649.4348,30884.3043,35056.6721,13251.7763,5788.2655,33692.9709,26538.6622,16281.4606,19627.3461,39661.9745,36568.7883,64244.7709,18909.2593,19304.0486,30635.1354,14854.5982,16313.7101,5172.5105,34389.2807,16696.9657,39262.7496,36634.7694,30686.775,37099.3592,19924.6647,8398.1656,29264.3012,37644.1916,25324.2599,13066.5484,27585.2877,19200.063,69850.1282,8629.6606,30289.5282,48572.9396,32605.3955,48598.5153,34584.39,29098.5243,34004.234,26948.869,19900.5418,28857.6128,19573.5834,9394.0304,23012.7041,5544.2524,26896.0731,13281.577,19108.2297,29051.8291,8206.3776,8098.8607,19844.1451,12074.0386,45009.9856,20749.799,34028.9055,37577.1285,19629.3192,72615.3804,92112.322,11146.6028,7844.0355,20753.9814,92367.9366,18359.69,18962.4098,21372.8056,70856.4135,77797.7601,10377.4432,82177.9887,45349.5337,59659.7531,77967.4687,20679.5891,4054.9438,638607.4244,18561.2367,15033.4325,13248.8821,51628.3677,13408.7427,76540.8798,62855.7901,25027.7396,23198.4709,
GLYCOGENSYNTH-PWY,45612.1785,36415.2578,59863.391,13351.4217,4440.0484,33270.136,27253.3804,23399.3798,23261.8918,52692.7169,38093.5089,78950.0054,23123.7401,28154.085,31483.8136,17382.3441,28800.4676,3895.3668,46919.9192,20421.4525,37397.6949,41402.7642,26419.1391,38498.5003,22316.4492,8567.0712,67258.2099,36646.1671,52039.5975,15317.5121,29336.7436,19284.9419,97432.4975,6619.4868,30408.351,49625.9242,32679.5302,78702.6701,36575.8039,87344.5169,50061.8986,40061.7811,25006.0117,32197.4021,17770.9119,15272.0787,24969.9431,8844.3665,30270.5036,14329.0606,200403.7848,34208.0532,7151.8139,6839.048,20788.1338,11473.9793,67754.4282,33339.7246,44561.0697,40061.9556,21683.4929,81787.4903,169602.7449,12168.2041,10638.5093,26173.3744,100326.8621,30312.2586,16221.3903,19616.8269,68069.3183,103114.5402,15926.9113,78824.8771,46406.2632,59927.7351,244672.8644,29099.5582,5022.794,625563.8044,20973.6892,17288.5198,15574.4272,66632.1161,22274.6466,101045.1979,91292.9686,24818.6296,35740.5014,
GLYCOL-GLYOXDEG-PWY,562.4977,245.9399,225.6991,1421.4222,4784.6444,302.565,419.0736,100.8886,71.8147,852.1289,427.2461,465.5172,561.1738,367.9716,216.7125,206.1183,32.4615,4327.9161,227.3315,192.881,134.6299,636.1319,181.7548,427.2994,133.2746,88.4858,179.1974,251.1558,204.5185,592.8949,257.091,1737.767,1755.5182,7291.6091,205.3998,462.0704,196.6134,864.7142,422.2588,30.8835,679.8794,368.9808,116.4496,163.7259,2009.0363,121.4276,100.2647,195.5033,147.6621,2027.6074,96.5393,377.1573,5536.7977,6465.3781,1506.3788,6562.1898,350.3276,470.9228,195.533,317.9774,637.2758,170.9637,697.2129,87.0459,116.9852,361.6907,514.7946,36.0604,447.2518,409.5768,530.8885,435.4023,85.1261,369.4638,3239.0686,688.6337,384.1764,364.3384,327.8678,21049.112,262.2828,126.8808,1154.0988,772.3411,358.5719,2425.4652,981.1153,54.6235,372.7312,
GLYCOLYSIS,44803.9631,35083.7274,56356.178,13740.1818,6068.1228,33910.2464,25589.3872,22834.3508,24453.3411,53092.4599,38954.6304,70051.5399,23951.3648,27642.0562,30103.4272,19089.2019,20349.9555,5345.7626,49714.1039,23329.9282,36019.4651,42337.2709,28097.6184,35993.8193,23623.9398,8645.1905,46316.8915,36149.3824,32817.8357,15387.6288,31816.3587,20002.3003,76004.6084,9109.3832,27843.1156,52318.0459,26429.2994,113119.2623,38469.037,57426.0321,45056.3345,38213.4999,22386.1065,31616.5753,22267.9638,15337.0644,22932.717,12161.508,28934.6517,16028.9618,24590.5883,36289.7052,9606.6149,9054.5714,22848.7726,13938.3159,59843.2235,30060.6154,41991.8799,38799.5262,21572.6272,62400.2504,104005.1464,12919.4288,8914.0614,25173.9404,98859.9054,23457.6768,17659.1997,19305.937,59505.2647,105648.2567,12875.1171,58213.6334,62804.9547,59267.469,117767.8183,31218.2805,5420.3844,328705.2731,22723.7663,19738.0089,17240.991,62354.9993,17966.4909,105732.7184,81327.44,30091.078,32282.3691,
GLYCOLYSIS-E-D,27138.5168,16313.8552,33347.3113,7873.0211,5400.7353,13251.9731,9391.5974,11443.6359,11524.3781,27722.0898,19634.4185,22161.2961,13514.882,17907.2958,14631.2545,8645.7249,3981.3891,4738.9651,22989.5414,9679.4462,21140.8899,23398.3955,13771.7252,15935.1803,11480.0439,2564.6983,19863.2697,22683.9823,9083.9718,8554.4733,17961.863,9463.6151,50938.8055,8048.7838,8969.3189,24457.429,13215.7211,27168.7734,16158.3597,45915.2305,22577.1475,17354.8583,6695.5247,15384.0222,8394.2328,6707.4311,10357.4193,8335.3303,7205.5282,8919.5571,8617.1559,17122.051,7630.4236,7644.5918,13268.3927,10159.7086,31575.1589,18898.6614,19681.5914,13831.4864,11996.158,41986.3366,24939.0107,4058.5438,3173.3542,14827.213,20366.4535,3105.6535,7893.1558,7632.595,17104.5779,78103.6313,3254.8222,32954.4311,32146.2586,14651.6752,57899.0201,13376.0207,2610.3259,140802.4574,6842.5013,5417.7932,12077.9046,19929.3083,7087.9788,49104.8495,34320.849,22559.1146,5532.8051,
GLYCOLYSIS-TCA-GLYOX-BYPASS,2531.0572,627.6613,20.0782,3730.5668,5785.1709,26.8774,1536.1189,35.2553,0,2995.2304,363.2773,2491.1092,1335.5357,1551.1718,810.3803,292.39,22.1084,5209.1512,35.7852,87.9252,145.563,1971.0146,94.4849,501.8312,92.3967,6.6953,20.0869,585.6984,335.5136,1948.4933,121.6617,4399.8278,8344.1248,8743.909,68.1622,188.5309,194.982,4331.8949,1465.2214,96.1491,2896.4708,689.1559,69.7476,8.9868,3285.8286,8.943,35.6316,575.1097,0,4793.906,199.2977,306.0711,7490.2365,7942.8277,3341.9663,9572.4399,1600.6584,1854.7055,57.7452,66.7411,1874.9549,1045.6693,768.7447,26.1329,224.376,26.7864,1345.2635,272.4341,280.4475,303.3961,730.9453,977.7886,13.2872,1110.4377,10913.9145,799.3708,938.0891,92.2931,921.1053,59195.6623,430.8717,13.3385,3584.9936,2269.8039,576.0965,9829.9397,103.9618,26.9202,40.7877,
GLYOXYLATE-BYPASS,1872.9874,1003.1116,295.1306,2818.8824,4789.0562,934.5505,1085.2815,235.0879,549.807,1858.3504,1438.4525,823.8396,1587.3351,1909.9963,1196.8758,540.8742,182.7748,4373.2875,922.3603,260.0131,1296.4533,1777.5292,1004.6555,1358.2825,776.7494,115.4657,333.9264,1913.404,466.5659,1602.2991,523.5287,3191.6458,3536.1798,7255.7581,434.5188,1659.9752,1077.372,2019.598,759.2448,531.2379,1342.557,686.4524,345.6071,1171.996,2255.8043,207.4726,548.9175,537.8648,389.2352,3417.8759,114.6767,853.7178,5811.5016,6297.77,2466.8148,7407.8669,440.7914,1197.953,676.0458,971.3415,1679.8896,2070.5861,1652.1897,101.1143,131.863,509.0188,1524.5435,136.5341,552.4583,534.9544,1123.844,2064.9131,112.2519,4545.3746,4987.1912,1236.6439,1591.8182,690.1985,456.2044,42145.8806,311.4224,140.6758,2358.8849,1860.1251,495.0032,2691.6566,1722.6335,1789.8134,535.1716,
