metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Type	k__Bacteria.p__Actinobacteria	Mucosal	-0.987858729811827	0.268550436350753	54	18	0.000639673074288221	0.0127934614857644
Type	k__Bacteria.p__Bacteroidetes	Mucosal	0.396078875214838	0.14365143332733	54	54	0.00855235935244017	0.0855235935244017
Type	k__Bacteria.p__Firmicutes	Mucosal	-0.285767832252478	0.135314532200988	54	54	0.0407458883205692	0.271639255470461
Site	k__Bacteria.p__Bacteroidetes	Duodenum	-0.271159522917523	0.167927924328398	54	54	0.114093953417029	0.456375813668114
Sex	k__Bacteria.p__Firmicutes	M	-1.17171809910778	0.637881369082302	54	54	0.108441621430343	0.456375813668114
Sequencing_Run	k__Bacteria.p__Actinobacteria	Two	0.526015081816572	0.595096444805426	54	18	0.404838148938016	0.694925536794737
Site	k__Bacteria.p__Actinobacteria	Jejunum	0.19303839002944	0.315374853375532	54	18	0.543814602863124	0.694925536794737
Sequencing_Run	k__Bacteria.p__Bacteroidetes	Two	0.213866702523328	0.378387823689578	54	54	0.590686706275527	0.694925536794737
Sex	k__Bacteria.p__Bacteroidetes	M	-0.363862520655275	0.356831779340475	54	54	0.342903413215224	0.694925536794737
Site	k__Bacteria.p__Bacteroidetes	Jejunum	-0.0943294682362412	0.167927924328398	54	54	0.577382916591348	0.694925536794737
Sequencing_Run	k__Bacteria.p__Firmicutes	Two	-0.546172774390503	0.680317945675747	54	54	0.448467267411836	0.694925536794737
Site	k__Bacteria.p__Firmicutes	Jejunum	0.135889418149195	0.156803600488344	54	54	0.391188683186432	0.694925536794737
Site	k__Bacteria.p__Firmicutes	Duodenum	-0.141369883797996	0.156803600488344	54	54	0.372545403047382	0.694925536794737
Sequencing_Run	k__Bacteria.p__Proteobacteria	Two	0.232227687639146	0.357396033817574	54	54	0.535480207136703	0.694925536794737
Sex	k__Bacteria.p__Proteobacteria	M	0.234335468108286	0.338587070211452	54	54	0.509151744117534	0.694925536794737
Site	k__Bacteria.p__Proteobacteria	Jejunum	-0.171533583943704	0.205219973055249	54	54	0.408009205346601	0.694925536794737
Site	k__Bacteria.p__Proteobacteria	Duodenum	-0.161953021608858	0.205219973055249	54	54	0.43448481468639	0.694925536794737
Site	k__Bacteria.p__Actinobacteria	Duodenum	0.1143650676045	0.315374853375532	54	18	0.718719169920308	0.798576855467009
Sex	k__Bacteria.p__Actinobacteria	M	0.112756864172539	0.562866822294866	54	18	0.846479553797785	0.891031109260826
Type	k__Bacteria.p__Proteobacteria	Mucosal	0.0174091728351764	0.174313396418227	54	54	0.920898736610692	0.920898736610692
