ID	RTSI
Mouse5A.FP28	0.15510488733086
Mouse3A.FP16	0.110217606658268
Mouse5A.FP26	0.343824670187445
Mouse7A.FP40	0.110083763581871
Mouse1A.FP05	0.210328564857469
Mouse6A.FP32	0.33888506206994
Mouse3A.FP17	0.259647253276115
Mouse7A.FP38	0.374370826654418
Mouse1A.FP02	0.268761354748843
Mouse2A.FP11	0.235781213286185
Mouse3A.FP18	0.258834469709971
Mouse6A.FP31	0.407564821957074
Mouse4A.FP22	0.214972405480914
Mouse1A.FP03	0.189001165648292
Mouse4A.FP23	0.224175640392585
Mouse1A.FP01	0.247575784937004
Mouse6A.FP35	0.328261828794876
Mouse2A.FP07	0.466112652629975
Mouse3A.FP13	0.314864538916732
Mouse1A.FP06	0.187564721312913
Mouse1A.FP04	0.202957079876729
Mouse2A.FP12	0.259606254461859
Mouse2A.FP10	0.187998332673201
Mouse7A.FP42	0.355092126212314
Mouse7A.FP41	0.118640065803409
Mouse3A.FP15	0.402071415720366
Mouse4A.FP20	0.202156274031457
Mouse5A.FP29	0.0818165487232686
Mouse6A.FP34	0.190904828625463
Mouse6A.FP36	0.269057852350526
Mouse2A.FP09	0.232999329052819
Mouse5A.FP25	0.591276833905801
Mouse5A.FP30	0.183370104965471
Mouse7A.FP39	0.198227739137405
Mouse4A.FP24	0.197369805509029
Mouse3A.FP14	0.437521354122115
Mouse4A.FP21	0.275332343524065
Mouse2A.FP08	0.330789816342479
Mouse7A.FP37	0.503707087995193
Mouse6A.FP33	0.307287044133758
Mouse4A.FP19	0.205080708345373
Mouse5A.FP27	0.163674677725044
Mouse10A.FP110	0.368362289012512
Mouse10A.FP109	0.514336902211668
Mouse10A.FP111	0.254152378836425
Mouse9A.FP97	0.415773144631236
Mouse9A.FP98	0.429171741176607
Mouse8A.FP87	0.396442143858713
Mouse8A.FP85	0.324794904117113
Mouse10A.FP113	0.157375821144065
Mouse9A.FP102	0.135422831558942
Mouse9A.FP101	0.22467449448414
Mouse10A.FP112	0.163980342477739
Mouse8A.FP90	0.140977718384493
Mouse10A.FP114	0.283400016878915
Mouse8A.FP86	0.389102269914736
Mouse9A.FP99	0.374317750156814
Mouse8A.FP89	0.128897502446709
Mouse9A.FP100	0.272817415706387
Mouse8A.FP88	0.124515617581712
