metadata,feature,value,coef,stderr,N,N.not.0,pval,qval
Site,17bccd87573679acdd1eda74fc49bde7,Distal_Colon,-1.170289536,0.1376686039,138,115,3.52E-13,1.38E-10
Site,4c8288bfbd76958c0c094d87b97650f8,Distal_Colon,2.087583041,0.2578487143,138,97,2.95E-12,5.78E-10
Line,ad4e760fa406db6470c29766422a47d2,JJWT,-3.545122851,0.4109916245,138,104,9.55E-11,1.25E-08
Site,f745d265f36ea7eac26d97280e690796,Distal_Colon,1.892609436,0.2699254198,138,39,4.34E-10,4.25E-08
Site,204736c3bd4a4c1f840e9fc99a5155d2,Distal_Colon,-0.8944684648,0.1329672315,138,91,1.75E-09,1.37E-07
Line,4c8288bfbd76958c0c094d87b97650f8,Vil1Cre,5.589423087,0.7481557049,138,97,4.20E-09,2.35E-07
Site,772ad2feb9f19ddeace71e8e2e707858,Proximal_Colon,0.8861017253,0.1352888939,138,134,3.73E-09,2.35E-07
Site,2e11ee45d4ccab0775222da825d3bd42,Distal_Colon,-0.7472530859,0.1155889873,138,130,5.31E-09,2.60E-07
Site,a5641950b2a3a47827849d91242f0ead,Distal_Colon,-0.7879456528,0.1249104209,138,130,1.07E-08,4.66E-07
Site,fbbeae3dceada6928b2cdc472f5d9901,Distal_Colon,1.775630275,0.2957115366,138,54,4.01E-08,1.57E-06
Site,f9130f059b9380b9961aef118b3a529e,Distal_Colon,-0.538751617,0.09019999014,138,130,4.75E-08,1.69E-06
Site,028e2c1b650e2e2b5847154a153e0166,Distal_Colon,1.794828627,0.3058232349,138,33,7.21E-08,2.35E-06
Site,6d5171bbc6ef97262119e6d152d82164,Proximal_Colon,-1.579527274,0.2760622794,138,58,1.41E-07,3.96E-06
Line,fbbeae3dceada6928b2cdc472f5d9901,Vil1Cre,4.129326578,0.6488885116,138,54,1.32E-07,3.96E-06
Site,292a57429f3bed0adc53c07dc4c62c9f,Distal_Colon,-0.6904922663,0.1226400111,138,108,2.17E-07,5.68E-06
Site,9558d82710beac18e454f983c9db7cca,Distal_Colon,-0.5874427439,0.105510419,138,132,2.65E-07,6.48E-06
Site,178d4eb06bd14fca2d3c300f9f05e384,Distal_Colon,-0.6648818247,0.1231055901,138,127,5.52E-07,1.27E-05
Line,89c209abd89a5232343a4c87c93cb4ea,JJWT,-3.068949935,0.5613775389,138,23,2.30E-06,5.01E-05
Site,f5fb42e8863737981eb6e04a3de22e29,Distal_Colon,-0.7300014831,0.1497878898,138,133,4.63E-06,9.28E-05
Site,3e514d4fe509d063c262ab3e3b224da1,Distal_Colon,-0.7126292396,0.1463227297,138,35,4.73E-06,9.28E-05
Site,292a57429f3bed0adc53c07dc4c62c9f,Proximal_Colon,0.5653700589,0.1168110535,138,108,5.65E-06,0.0001055523162
Site,9ff8565480eb4d1ae1feec02a0dfce35,Distal_Colon,0.6876223761,0.1463808369,138,118,9.61E-06,0.0001713080113
Line,ad4e760fa406db6470c29766422a47d2,Vil1Cre,-1.217719829,0.2420709121,138,104,1.06E-05,0.0001720337953
Site,2e11ee45d4ccab0775222da825d3bd42,Proximal_Colon,0.5141403199,0.1102117718,138,130,1.10E-05,0.0001720337953
Site,5adc2daa2981bc07e21b14d53496ff67,Distal_Colon,1.427773133,0.3063650071,138,15,1.05E-05,0.0001720337953
Site,7f2a284a722c1b4a8d548cf5635d9d6e,Distal_Colon,-0.5251342309,0.113499083,138,124,1.25E-05,0.0001883813918
Site,89c209abd89a5232343a4c87c93cb4ea,Distal_Colon,0.8422868331,0.1871563272,138,23,2.00E-05,0.0002904689223
Line,6f06d4c3412c12274598b1a4bc468d3a,JJWT,-4.544117942,1.033731189,138,23,2.28E-05,0.0003196187428
Line,a5641950b2a3a47827849d91242f0ead,Vil1Cre,-1.050803899,0.2199762926,138,130,2.48E-05,0.0003350449706
Line,2e11ee45d4ccab0775222da825d3bd42,Vil1Cre,-1.348243636,0.290124812,138,130,3.53E-05,0.0004610871587
Line,6f0b4058c92e83c77533a218739a0e38,Vil1Cre,2.126314324,0.4600671921,138,34,3.65E-05,0.0004621633612
Site,b92f84c206887ecd667f142dd3606ac3,Proximal_Colon,-0.5167996526,0.1196587145,138,90,4.08E-05,0.0004999415036
Site,b3111baca54677926264de26b4a9bf7a,Proximal_Colon,0.5635715185,0.1311723012,138,95,4.46E-05,0.0005301842049
Site,e8ed0e081283c5963ce9860944f651c6,Distal_Colon,-0.5845165948,0.1370408287,138,124,4.99E-05,0.000575696407
Site,eee9bab26577ab7978a3c7bb4a082922,Distal_Colon,0.7760480007,0.1856538597,138,31,6.83E-05,0.0007652836452
Sequencing_Run,89c209abd89a5232343a4c87c93cb4ea,NovaSeq_Jan_Twenty,1.912342479,0.4349578008,138,23,7.81E-05,0.0008505450638
Site,17bccd87573679acdd1eda74fc49bde7,Proximal_Colon,-0.5441310222,0.1317905081,138,115,8.23E-05,0.0008718343603
Site,76d6be90e19a660c9a84b35fa31d801c,Distal_Colon,0.502140546,0.1223886013,138,135,9.01E-05,0.0009296143655
Line,9558d82710beac18e454f983c9db7cca,Vil1Cre,-0.8893521529,0.2132686654,138,132,0.0001539880545,0.001547777368
Sequencing_Run,6f0b4058c92e83c77533a218739a0e38,NovaSeq_Jan_Twenty,2.490751667,0.6043623125,138,34,0.0001821446926,0.001785017987
Site,a172874a13d3e6df1391f0797d95d6bc,Distal_Colon,-0.4168416194,0.1070900308,138,65,0.0001951355331,0.001865686073
Sequencing_Run,6f06d4c3412c12274598b1a4bc468d3a,NovaSeq_Jan_Twenty,3.024952104,0.7910785249,138,23,0.0002035881564,0.001900156126
Line,f9130f059b9380b9961aef118b3a529e,Vil1Cre,-0.8595832083,0.2117302044,138,130,0.0002214635931,0.002018923918
Site,762fd96b2d1336974fba68fedd33fefa,Proximal_Colon,-0.5097105765,0.1340495439,138,109,0.0002642977974,0.002354653104
Line,c8433912bf1d2d7d9dd177739211ae41,JJWT,-2.213669468,0.5675780127,138,93,0.0003534656699,0.003079078724
Site,6f0b4058c92e83c77533a218739a0e38,Distal_Colon,1.044215128,0.2843348504,138,34,0.0004038471212,0.003441479816
Sequencing_Run,ad4e760fa406db6470c29766422a47d2,NovaSeq_Jan_Twenty,1.1886828,0.3183678324,138,104,0.0005997220144,0.005001936801
Sequencing_Run,6f06d4c3412c12274598b1a4bc468d3a,NovaSeq_Mar_Twenty,4.960794465,1.440144692,138,23,0.0007718926554,0.006031120875
Site,76d6be90e19a660c9a84b35fa31d801c,Proximal_Colon,-0.4061642521,0.116516933,138,135,0.0007656040771,0.006031120875
Line,17bccd87573679acdd1eda74fc49bde7,Vil1Cre,-0.8127776772,0.2231173136,138,115,0.0007523539738,0.006031120875
Line,eee9bab26577ab7978a3c7bb4a082922,LyzCre,-2.048235925,0.5632284896,138,31,0.0007846611343,0.006031120875
