"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","X","Kingdom","Phylum","Class","Order","Family","Genus","Species","Family_Genus","Phylum_Genus","asterisk","coef_d","tick_colors"
"11","178d4eb06bd14fca2d3c300f9f05e384","Site","DC",0,NA,NA,NA,NA,100,"178d4eb06bd14fca2d3c300f9f05e384","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia",NA,"Lachnospiraceae : Marvinbryantia","Firmicutes : Marvinbryantia","",0,"forestgreen"
"12","178d4eb06bd14fca2d3c300f9f05e384","Site","PC",0.384277083632833,0.15282574415411,270,241,0.0126432624045914,0.0349510081132161,"178d4eb06bd14fca2d3c300f9f05e384","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia",NA,"Lachnospiraceae : Marvinbryantia","Firmicutes : Marvinbryantia","*",0.384277083632833,"forestgreen"
"13","17bccd87573679acdd1eda74fc49bde7","Site","Cec",1.17944790430554,0.149046440185819,270,180,1.26134729111096e-13,3.69995205392548e-12,"17bccd87573679acdd1eda74fc49bde7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",NA,"Ruminococcaceae : Ruminiclostridium_5","Firmicutes : Ruminiclostridium_5","*",1.17944790430554,"forestgreen"
"14","17bccd87573679acdd1eda74fc49bde7","Site","PC",0.635316882119721,0.149046440185819,270,180,3.01136660031783e-05,0.000162245057649777,"17bccd87573679acdd1eda74fc49bde7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",NA,"Ruminococcaceae : Ruminiclostridium_5","Firmicutes : Ruminiclostridium_5","*",0.635316882119721,"forestgreen"
"15","17bccd87573679acdd1eda74fc49bde7","Site","Duo",-0.0406798473994022,0.154572629886723,270,180,0.792662412209671,0.887511516210288,"17bccd87573679acdd1eda74fc49bde7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",NA,"Ruminococcaceae : Ruminiclostridium_5","Firmicutes : Ruminiclostridium_5","",-0.0406798473994022,"forestgreen"
"16","17bccd87573679acdd1eda74fc49bde7","Site","Ile",0.0367713745754473,0.150504315388219,270,180,0.807212155848462,0.891648573824242,"17bccd87573679acdd1eda74fc49bde7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",NA,"Ruminococcaceae : Ruminiclostridium_5","Firmicutes : Ruminiclostridium_5","",0.0367713745754473,"forestgreen"
"17","17bccd87573679acdd1eda74fc49bde7","Site","Jej",-0.23398627959571,0.15238782111014,270,180,0.126114332208384,0.242139517840096,"17bccd87573679acdd1eda74fc49bde7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",NA,"Ruminococcaceae : Ruminiclostridium_5","Firmicutes : Ruminiclostridium_5","",-0.23398627959571,"forestgreen"
"18","17bccd87573679acdd1eda74fc49bde7","Site","DC",0,NA,NA,NA,NA,100,"17bccd87573679acdd1eda74fc49bde7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",NA,"Ruminococcaceae : Ruminiclostridium_5","Firmicutes : Ruminiclostridium_5","",0,"forestgreen"
"19","1e65ef9ba16ebcd3b8413c31e58cada1","Site","Cec",0.371404779969587,0.162078645475636,270,224,0.0228902834206591,0.059245439441706,"1e65ef9ba16ebcd3b8413c31e58cada1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,"Ruminococcaceae : Butyricicoccus","Firmicutes : Butyricicoccus","",0.371404779969587,"forestgreen"
"20","1e65ef9ba16ebcd3b8413c31e58cada1","Site","Jej",-0.641610745482962,0.165703731031815,270,224,0.000142505719609189,0.000627025166280431,"1e65ef9ba16ebcd3b8413c31e58cada1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,"Ruminococcaceae : Butyricicoccus","Firmicutes : Butyricicoccus","*",-0.641610745482962,"forestgreen"
"21","1e65ef9ba16ebcd3b8413c31e58cada1","Site","PC",0.746998256608337,0.162078645475636,270,224,6.89532841754964e-06,4.42187619423307e-05,"1e65ef9ba16ebcd3b8413c31e58cada1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,"Ruminococcaceae : Butyricicoccus","Firmicutes : Butyricicoccus","*",0.746998256608337,"forestgreen"
"22","1e65ef9ba16ebcd3b8413c31e58cada1","Site","Ile",-0.290197738068301,0.16366236079808,270,224,0.0776006139732879,0.166515398223484,"1e65ef9ba16ebcd3b8413c31e58cada1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,"Ruminococcaceae : Butyricicoccus","Firmicutes : Butyricicoccus","",-0.290197738068301,"forestgreen"
"23","1e65ef9ba16ebcd3b8413c31e58cada1","Site","DC",0,NA,NA,NA,NA,100,"1e65ef9ba16ebcd3b8413c31e58cada1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,"Ruminococcaceae : Butyricicoccus","Firmicutes : Butyricicoccus","",0,"forestgreen"
"24","1e65ef9ba16ebcd3b8413c31e58cada1","Site","Duo",-0.518482457437461,0.168079485573663,270,224,0.00229968398084971,0.00778354578133749,"1e65ef9ba16ebcd3b8413c31e58cada1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,"Ruminococcaceae : Butyricicoccus","Firmicutes : Butyricicoccus","*",-0.518482457437461,"forestgreen"
"25","204736c3bd4a4c1f840e9fc99a5155d2","Site","PC",0.595753677585802,0.151139532535082,270,154,0.000109060498055689,0.000505122306784244,"204736c3bd4a4c1f840e9fc99a5155d2","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA,"Desulfovibrionaceae : Bilophila","Proteobacteria : Bilophila","*",0.595753677585802,"firebrick"
"26","204736c3bd4a4c1f840e9fc99a5155d2","Site","Cec",0.87177245096066,0.151139532535082,270,154,2.73491812017143e-08,2.9470138111235e-07,"204736c3bd4a4c1f840e9fc99a5155d2","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA,"Desulfovibrionaceae : Bilophila","Proteobacteria : Bilophila","*",0.87177245096066,"firebrick"
"27","204736c3bd4a4c1f840e9fc99a5155d2","Site","Jej",0.0268235463274141,0.154624936836499,270,154,0.86243903558768,0.921797187834605,"204736c3bd4a4c1f840e9fc99a5155d2","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA,"Desulfovibrionaceae : Bilophila","Proteobacteria : Bilophila","",0.0268235463274141,"firebrick"
"28","204736c3bd4a4c1f840e9fc99a5155d2","Site","Duo",0.322245883090695,0.156840579706512,270,154,0.0411088787479501,0.0998948182752042,"204736c3bd4a4c1f840e9fc99a5155d2","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA,"Desulfovibrionaceae : Bilophila","Proteobacteria : Bilophila","",0.322245883090695,"firebrick"
"29","204736c3bd4a4c1f840e9fc99a5155d2","Site","Ile",0.476553502075195,0.152636440148786,270,154,0.00203919579420457,0.00699152843727283,"204736c3bd4a4c1f840e9fc99a5155d2","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA,"Desulfovibrionaceae : Bilophila","Proteobacteria : Bilophila","*",0.476553502075195,"firebrick"
"30","204736c3bd4a4c1f840e9fc99a5155d2","Site","DC",0,NA,NA,NA,NA,100,"204736c3bd4a4c1f840e9fc99a5155d2","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA,"Desulfovibrionaceae : Bilophila","Proteobacteria : Bilophila","",0,"firebrick"
"31","235c319ab46f87d377a28a34ba10bfa1","Site","PC",-0.0439809344228706,0.151523663716213,270,251,0.771895156519037,0.878363453969938,"235c319ab46f87d377a28a34ba10bfa1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella",NA,"Burkholderiaceae : Parasutterella","Proteobacteria : Parasutterella","",-0.0439809344228706,"firebrick"
"32","235c319ab46f87d377a28a34ba10bfa1","Site","DC",0,NA,NA,NA,NA,100,"235c319ab46f87d377a28a34ba10bfa1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella",NA,"Burkholderiaceae : Parasutterella","Proteobacteria : Parasutterella","",0,"firebrick"
"33","235c319ab46f87d377a28a34ba10bfa1","Site","Cec",0.142932839383926,0.151523663716213,270,251,0.346570799459947,0.535056672850444,"235c319ab46f87d377a28a34ba10bfa1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella",NA,"Burkholderiaceae : Parasutterella","Proteobacteria : Parasutterella","",0.142932839383926,"firebrick"
"34","235c319ab46f87d377a28a34ba10bfa1","Site","Ile",0.94822179877878,0.153035875501088,270,251,2.8553924804991e-09,3.67718836513055e-08,"235c319ab46f87d377a28a34ba10bfa1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella",NA,"Burkholderiaceae : Parasutterella","Proteobacteria : Parasutterella","*",0.94822179877878,"firebrick"
"35","235c319ab46f87d377a28a34ba10bfa1","Site","Jej",0.954319663745478,0.155079049740225,270,251,3.57905057221449e-09,4.4993778622125e-08,"235c319ab46f87d377a28a34ba10bfa1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella",NA,"Burkholderiaceae : Parasutterella","Proteobacteria : Parasutterella","*",0.954319663745478,"firebrick"
"36","235c319ab46f87d377a28a34ba10bfa1","Site","Duo",0.756672288794395,0.157299668728416,270,251,2.80853274538297e-06,1.97720705274961e-05,"235c319ab46f87d377a28a34ba10bfa1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella",NA,"Burkholderiaceae : Parasutterella","Proteobacteria : Parasutterella","*",0.756672288794395,"firebrick"
"37","292a57429f3bed0adc53c07dc4c62c9f","Site","PC",1.24449668424908,0.136765863227855,270,188,5.96087945669081e-17,5.24557392188791e-15,"292a57429f3bed0adc53c07dc4c62c9f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA,"Ruminococcaceae : Anaerotruncus","Firmicutes : Anaerotruncus","*",1.24449668424908,"forestgreen"
"38","292a57429f3bed0adc53c07dc4c62c9f","Site","DC",0,NA,NA,NA,NA,100,"292a57429f3bed0adc53c07dc4c62c9f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA,"Ruminococcaceae : Anaerotruncus","Firmicutes : Anaerotruncus","",0,"forestgreen"
"39","292a57429f3bed0adc53c07dc4c62c9f","Site","Cec",0.67912662532833,0.136765863227855,270,188,1.38453642223703e-06,1.02962708583261e-05,"292a57429f3bed0adc53c07dc4c62c9f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA,"Ruminococcaceae : Anaerotruncus","Firmicutes : Anaerotruncus","*",0.67912662532833,"forestgreen"
"40","292a57429f3bed0adc53c07dc4c62c9f","Site","Ile",0.0879824740394675,0.138125547786953,270,188,0.524811886509885,0.703944789866411,"292a57429f3bed0adc53c07dc4c62c9f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA,"Ruminococcaceae : Anaerotruncus","Firmicutes : Anaerotruncus","",0.0879824740394675,"forestgreen"
"41","292a57429f3bed0adc53c07dc4c62c9f","Site","Duo",-0.174411444831756,0.141951709990763,270,188,0.22052295810288,0.381757776650231,"292a57429f3bed0adc53c07dc4c62c9f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA,"Ruminococcaceae : Anaerotruncus","Firmicutes : Anaerotruncus","",-0.174411444831756,"forestgreen"
"42","292a57429f3bed0adc53c07dc4c62c9f","Site","Jej",-0.102124356305846,0.139947009321031,270,188,0.466335984998329,0.654854787444462,"292a57429f3bed0adc53c07dc4c62c9f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA,"Ruminococcaceae : Anaerotruncus","Firmicutes : Anaerotruncus","",-0.102124356305846,"forestgreen"
"43","2e11ee45d4ccab0775222da825d3bd42","Site","Ile",-0.468854997754156,0.133657778300156,270,227,0.000548259265967511,0.00217654806338982,"2e11ee45d4ccab0775222da825d3bd42","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,"Lachnospiraceae : Roseburia","Firmicutes : Roseburia","*",-0.468854997754156,"forestgreen"
"44","2e11ee45d4ccab0775222da825d3bd42","Site","PC",1.31340971361112,0.132348990752527,270,227,2.14029179647107e-19,3.76691356178909e-17,"2e11ee45d4ccab0775222da825d3bd42","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,"Lachnospiraceae : Roseburia","Firmicutes : Roseburia","*",1.31340971361112,"forestgreen"
"45","2e11ee45d4ccab0775222da825d3bd42","Site","DC",0,NA,NA,NA,NA,100,"2e11ee45d4ccab0775222da825d3bd42","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,"Lachnospiraceae : Roseburia","Firmicutes : Roseburia","",0,"forestgreen"
"46","2e11ee45d4ccab0775222da825d3bd42","Site","Cec",0.799269393699705,0.132348990752527,270,227,6.59644868972558e-09,7.91573842767069e-08,"2e11ee45d4ccab0775222da825d3bd42","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,"Lachnospiraceae : Roseburia","Firmicutes : Roseburia","*",0.799269393699705,"forestgreen"
"47","2e11ee45d4ccab0775222da825d3bd42","Site","Jej",-0.779465453315492,0.135390434770911,270,227,2.86690291516269e-08,3.0274494784118e-07,"2e11ee45d4ccab0775222da825d3bd42","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,"Lachnospiraceae : Roseburia","Firmicutes : Roseburia","*",-0.779465453315492,"forestgreen"
"48","2e11ee45d4ccab0775222da825d3bd42","Site","Duo",-0.621147552018885,0.137330672060478,270,227,9.98775464982909e-06,6.13201680826716e-05,"2e11ee45d4ccab0775222da825d3bd42","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,"Lachnospiraceae : Roseburia","Firmicutes : Roseburia","*",-0.621147552018885,"forestgreen"
"49","2f65298490e0fe48b880145471ec54eb","Site","PC",-0.566895944626197,0.181557929907326,270,269,0.00203663580330397,0.00699152843727283,"2f65298490e0fe48b880145471ec54eb","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"Lactobacillaceae : Lactobacillus","Firmicutes : Lactobacillus","*",-0.566895944626197,"forestgreen"
"50","2f65298490e0fe48b880145471ec54eb","Site","Jej",1.88497737520981,0.185730803322486,270,269,4.38098419430195e-20,1.15657982729571e-17,"2f65298490e0fe48b880145471ec54eb","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"Lactobacillaceae : Lactobacillus","Firmicutes : Lactobacillus","*",1.88497737520981,"forestgreen"
"51","2f65298490e0fe48b880145471ec54eb","Site","Duo",1.65591389536531,0.188392441515243,270,269,4.44257700642286e-16,2.93210082423909e-14,"2f65298490e0fe48b880145471ec54eb","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"Lactobacillaceae : Lactobacillus","Firmicutes : Lactobacillus","*",1.65591389536531,"forestgreen"
"52","2f65298490e0fe48b880145471ec54eb","Site","Cec",-0.177036933096126,0.181557929907326,270,269,0.330590347772609,0.522609891089634,"2f65298490e0fe48b880145471ec54eb","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"Lactobacillaceae : Lactobacillus","Firmicutes : Lactobacillus","",-0.177036933096126,"forestgreen"
"53","2f65298490e0fe48b880145471ec54eb","Site","DC",0,NA,NA,NA,NA,100,"2f65298490e0fe48b880145471ec54eb","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"Lactobacillaceae : Lactobacillus","Firmicutes : Lactobacillus","",0,"forestgreen"
"54","2f65298490e0fe48b880145471ec54eb","Site","Ile",1.41001094593063,0.183353451181539,270,269,4.96210929847924e-13,1.24761605218907e-11,"2f65298490e0fe48b880145471ec54eb","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"Lactobacillaceae : Lactobacillus","Firmicutes : Lactobacillus","*",1.41001094593063,"forestgreen"
"55","37e0f2e7c7ab2a2f738b92a61085aec0","Site","PC",0.717275186429152,0.149983482188796,270,165,3.1882061948248e-06,2.21496430377302e-05,"37e0f2e7c7ab2a2f738b92a61085aec0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group",NA,"Lachnospiraceae : Lachnospiraceae_FCS020_group","Firmicutes : Lachnospiraceae_FCS020_group","*",0.717275186429152,"forestgreen"
"56","37e0f2e7c7ab2a2f738b92a61085aec0","Site","Ile",-0.457007611026862,0.151453810335523,270,165,0.00285172769512314,0.00941070139390637,"37e0f2e7c7ab2a2f738b92a61085aec0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group",NA,"Lachnospiraceae : Lachnospiraceae_FCS020_group","Firmicutes : Lachnospiraceae_FCS020_group","*",-0.457007611026862,"forestgreen"
"57","37e0f2e7c7ab2a2f738b92a61085aec0","Site","Cec",0.311004703648108,0.149983482188796,270,165,0.0392919002556585,0.0964935969069194,"37e0f2e7c7ab2a2f738b92a61085aec0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group",NA,"Lachnospiraceae : Lachnospiraceae_FCS020_group","Firmicutes : Lachnospiraceae_FCS020_group","",0.311004703648108,"forestgreen"
"58","37e0f2e7c7ab2a2f738b92a61085aec0","Site","Jej",-0.698815006262606,0.153362939123597,270,165,8.63328001448171e-06,5.42663315195993e-05,"37e0f2e7c7ab2a2f738b92a61085aec0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group",NA,"Lachnospiraceae : Lachnospiraceae_FCS020_group","Firmicutes : Lachnospiraceae_FCS020_group","*",-0.698815006262606,"forestgreen"
"59","37e0f2e7c7ab2a2f738b92a61085aec0","Site","Duo",-0.363703195046273,0.155561623577826,270,165,0.0202884708298257,0.0532950875529749,"37e0f2e7c7ab2a2f738b92a61085aec0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group",NA,"Lachnospiraceae : Lachnospiraceae_FCS020_group","Firmicutes : Lachnospiraceae_FCS020_group","",-0.363703195046273,"forestgreen"
"60","37e0f2e7c7ab2a2f738b92a61085aec0","Site","DC",0,NA,NA,NA,NA,100,"37e0f2e7c7ab2a2f738b92a61085aec0","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group",NA,"Lachnospiraceae : Lachnospiraceae_FCS020_group","Firmicutes : Lachnospiraceae_FCS020_group","",0,"forestgreen"
"61","3bffd5a2b1cf48b46d1e51628c3551fc","Site","Duo",0.761356071076145,0.16957488434886,270,95,1.15352889081591e-05,6.92117334489545e-05,"3bffd5a2b1cf48b46d1e51628c3551fc","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","DNF00809",NA,"Eggerthellaceae : DNF00809","Actinobacteria : DNF00809","*",0.761356071076145,"purple"
"62","3bffd5a2b1cf48b46d1e51628c3551fc","Site","PC",-0.00151711011876577,0.163428881924486,270,95,0.992601839794793,0.998273850307906,"3bffd5a2b1cf48b46d1e51628c3551fc","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","DNF00809",NA,"Eggerthellaceae : DNF00809","Actinobacteria : DNF00809","",-0.00151711011876577,"purple"
"63","3bffd5a2b1cf48b46d1e51628c3551fc","Site","Ile",0.732030233538377,0.165043959438944,270,95,1.45771277143841e-05,8.45793783867558e-05,"3bffd5a2b1cf48b46d1e51628c3551fc","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","DNF00809",NA,"Eggerthellaceae : DNF00809","Actinobacteria : DNF00809","*",0.732030233538377,"purple"
"64","3bffd5a2b1cf48b46d1e51628c3551fc","Site","DC",0,NA,NA,NA,NA,100,"3bffd5a2b1cf48b46d1e51628c3551fc","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","DNF00809",NA,"Eggerthellaceae : DNF00809","Actinobacteria : DNF00809","",0,"purple"
"65","3bffd5a2b1cf48b46d1e51628c3551fc","Site","Jej",0.770115542559681,0.167178993768014,270,95,6.95105538108607e-06,4.42187619423307e-05,"3bffd5a2b1cf48b46d1e51628c3551fc","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","DNF00809",NA,"Eggerthellaceae : DNF00809","Actinobacteria : DNF00809","*",0.770115542559681,"purple"
"66","3bffd5a2b1cf48b46d1e51628c3551fc","Site","Cec",-0.162448004361133,0.163428881924486,270,95,0.321326488871615,0.512569142369223,"3bffd5a2b1cf48b46d1e51628c3551fc","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","DNF00809",NA,"Eggerthellaceae : DNF00809","Actinobacteria : DNF00809","",-0.162448004361133,"purple"
"67","3e514d4fe509d063c262ab3e3b224da1","Site","DC",0,NA,NA,NA,NA,100,"3e514d4fe509d063c262ab3e3b224da1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-003",NA,"Ruminococcaceae : Ruminococcaceae_UCG-003","Firmicutes : Ruminococcaceae_UCG-003","",0,"forestgreen"
"68","3e514d4fe509d063c262ab3e3b224da1","Site","PC",0.720646966133895,0.163892970783252,270,36,1.70940804445228e-05,9.60178135607236e-05,"3e514d4fe509d063c262ab3e3b224da1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-003",NA,"Ruminococcaceae : Ruminococcaceae_UCG-003","Firmicutes : Ruminococcaceae_UCG-003","*",0.720646966133895,"forestgreen"
"69","3e514d4fe509d063c262ab3e3b224da1","Site","Ile",-0.536678225842537,0.1654896838585,270,36,0.00136689225334382,0.0048437524145338,"3e514d4fe509d063c262ab3e3b224da1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-003",NA,"Ruminococcaceae : Ruminococcaceae_UCG-003","Firmicutes : Ruminococcaceae_UCG-003","*",-0.536678225842537,"forestgreen"
"70","3e514d4fe509d063c262ab3e3b224da1","Site","Duo",-0.48055453405335,0.169936226921601,270,36,0.00511659322026324,0.0155262139097643,"3e514d4fe509d063c262ab3e3b224da1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-003",NA,"Ruminococcaceae : Ruminococcaceae_UCG-003","Firmicutes : Ruminococcaceae_UCG-003","*",-0.48055453405335,"forestgreen"
