metadata,feature,value,coef,stderr,N,N.not.0,pval,qval
Site_General,b92f84c206887ecd667f142dd3606ac3,SI,-2.113630894,0.12242054,278,147,1.77E-43,6.19E-41
Site_General,64864a4b76fc5cccc00f4e44f8dbcff4,SI,-1.428383472,0.09488568673,278,230,3.97E-36,6.94E-34
Site_General,87ab9c664033e00f6b64f2afc71a6d90,SI,-1.233490779,0.08570009975,278,39,5.94E-34,6.93E-32
Site_General,a5641950b2a3a47827849d91242f0ead,SI,-1.500954207,0.1051395678,278,225,1.46E-33,1.28E-31
Site_General,f5fb42e8863737981eb6e04a3de22e29,SI,1.708469989,0.1210918351,278,277,5.44E-33,3.81E-31
Site_General,84a1034f71767fa92491aebf1bdf7fdc,SI,-1.290891662,0.09445384144,278,228,1.58E-31,9.19E-30
Site_General,76d6be90e19a660c9a84b35fa31d801c,SI,-2.063769381,0.1516528455,278,211,2.35E-31,1.18E-29
Site_General,89c209abd89a5232343a4c87c93cb4ea,SI,2.618561493,0.2032077088,278,144,5.56E-29,2.43E-27
Site_General,c42634f8d1aad4956aa9638465e86565,SI,1.645107905,0.1280257258,278,274,7.60E-29,2.96E-27
Site_General,a172874a13d3e6df1391f0797d95d6bc,SI,-1.444578789,0.1135816322,278,142,1.99E-28,6.98E-27
Site_General,f9130f059b9380b9961aef118b3a529e,SI,-1.214194108,0.09616907996,278,239,3.92E-28,1.25E-26
Site_General,ad4e760fa406db6470c29766422a47d2,SI,-1.881107772,0.1505981534,278,187,1.02E-27,2.98E-26
Site_General,2f65298490e0fe48b880145471ec54eb,SI,1.806807486,0.1450334929,278,278,1.39E-27,3.75E-26
Site_General,3bffd5a2b1cf48b46d1e51628c3551fc,SI,1.259511366,0.1021970161,278,193,3.90E-27,9.75E-26
Site_General,e8ed0e081283c5963ce9860944f651c6,SI,-1.288281618,0.107546746,278,200,5.00E-26,1.17E-24
Site_General,46864a6aa122ecb439eb59a3c0542ee6,SI,-1.330841084,0.1155445696,278,179,1.49E-24,3.27E-23
Site_General,c8433912bf1d2d7d9dd177739211ae41,SI,-1.838104218,0.1598949134,278,149,1.73E-24,3.56E-23
