,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166
cb48af0355580e3a4cfe6d22f05b6b14,655,256,1,25,243,349,0,217,494,203,241,1727,166,163,128,606,534,168,275,258,1192,14,119,95,718,548,184,182,231,109,262,408,0,12,7,69,0,233,158,0,89,10,173,103,831,515,28,807,217,44,367,88,517,96,268,1830,0,354,101,420,268,817,0,576,871,902,223,1082,426,1,148,223,130,130,177,86,6,48,1333,1,321,417,255,9,1727,131,818,334,715,105,28619,1063,148,70,27,4,176,938,99,1421,12,905,70,340,74,538,27,75,26,131,637,133,106,1926,127,178,261,305,136,73,137,647,145,6675,106,271,3861,366,14483,3301,450,143
b08002696e45f7e121334d154e2f5d4a,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,2,3,0,7,5,8,0,0,3,0,0,9,0,4,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,2,9,5,5,12,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,28,8,1
204736c3bd4a4c1f840e9fc99a5155d2,23,11,0,13,3,41,0,9,51,8,16,34,19,8,6,14,38,3,11,21,18,22,3,5,37,30,18,29,433,26,24,10,0,6,0,0,0,15,16,0,6,0,3,26,21,22,21,17,7,0,21,5,42,9,3,32,0,5,12,61,4,38,0,26,15,33,5,40,23,0,6,0,15,13,7,6,0,7,34,0,3,22,25,0,88,5,20,7,10,7,17,207,45,8,12,0,24,24,14,23,0,14,19,0,0,5,11,0,0,11,0,28,7,17,23,0,7,37,6,7,0,37,9,17,13,31,12,2,14,342,10,4
bbf6f74f140636ff3f33ef2bc3d892a3,32,0,0,21,1,49,0,19,112,6,2,11,2,12,5,12,10,5,1,15,34,47,1,1,15,10,31,9,130,7,138,8,0,7,0,0,0,4,3,0,3,0,7,17,30,2,82,36,4,0,2,2,25,6,0,3,0,6,7,128,2,13,0,31,18,28,15,33,28,0,2,0,2,0,11,5,0,1,57,0,0,16,10,0,0,19,17,8,0,0,42,122,0,0,16,0,0,9,5,9,13,9,6,0,10,0,0,0,0,0,31,0,17,24,0,7,14,0,0,49,4,0,0,19,0,4,41,1,18,471,31,2
1e65ef9ba16ebcd3b8413c31e58cada1,129,48,0,3,0,45,0,13,84,21,47,119,39,15,23,11,47,23,26,68,62,31,16,12,59,57,54,18,71,53,46,74,0,2,0,0,5,31,16,0,12,0,10,58,119,44,12,108,14,6,19,14,109,10,3,5,0,25,29,54,4,68,0,69,10,88,14,8,76,0,20,0,10,10,18,11,0,7,112,0,8,83,34,0,0,4,127,40,0,43,235,103,37,37,23,1,51,0,0,99,0,152,0,26,69,0,13,0,11,41,70,146,21,95,16,32,39,32,0,57,41,49,29,370,63,32,60,11,36,1149,292,10
6f06d4c3412c12274598b1a4bc468d3a,163,1,0,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16461,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1109,1,1,495,1,1,1,1,5,1,1,1,0,3,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,7,1,0,1,274,1,1,1,1,0,1,1,6189,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,2,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1488,0
c8433912bf1d2d7d9dd177739211ae41,19,17,0,8,1,112,0,8,97,27,39,35,50,7,2,14,22,31,85,71,5,13,2,5,80,18,37,0,52,19,51,33,0,1,0,0,0,18,2,0,14,0,22,21,28,10,19,145,7,0,2,14,168,3,2,3,0,19,5,202,9,45,0,12,1,32,21,11,39,0,5,0,6,3,7,8,1,1,141,1,2,79,13,0,0,4,53,47,0,159,211,55,86,4,0,25,159,2,38,217,0,89,0,23,54,0,0,0,47,74,138,207,0,283,178,64,35,3,0,2,19,5,0,119,102,0,2,3,4,70,248,1
8a8c39a3e855256f236f71f39bf300aa,0,15,0,3,0,0,0,0,11,0,0,0,0,0,0,0,8,15,19,0,0,0,0,7,0,0,14,0,16,3,0,40,0,0,0,0,0,21,0,0,8,0,6,0,6,0,0,0,12,0,0,12,31,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,16,0,8,0,4,0,0,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,21,0,3,0,0,0,0,0,0,0,3,0,10,0,0,32,0,0,4,0,0,0,4,0,0,19,0,13,2,0,1,25,1
a172874a13d3e6df1391f0797d95d6bc,28,5,0,4,3,33,0,14,32,5,13,7,19,7,4,6,51,10,15,13,23,11,8,4,12,15,11,7,29,20,10,12,0,0,0,0,0,7,4,0,8,0,4,37,30,8,9,14,4,0,0,7,43,5,3,3,0,6,10,39,5,21,0,6,5,32,6,46,9,0,13,0,3,0,14,7,0,0,42,0,0,13,21,0,0,0,46,8,0,7,46,44,37,0,4,0,0,0,17,135,0,27,8,0,0,0,0,0,18,0,0,11,0,77,31,0,0,0,0,21,0,10,0,15,0,0,9,1,13,217,40,4
762fd96b2d1336974fba68fedd33fefa,25,0,0,60,5,47,0,15,61,64,44,18,15,28,11,4,78,96,29,22,57,74,0,11,67,68,25,7,48,30,29,7,0,16,0,0,4,36,11,0,0,0,11,18,26,85,95,27,11,4,0,9,42,16,14,964,0,20,15,69,7,34,0,14,4,75,13,7,25,0,19,0,11,0,108,10,0,0,71,4,23,36,52,0,1340,4,20,0,334,22,299,806,0,31,21,0,6,0,7,97,13,12,13,30,0,0,10,0,13,0,56,24,9,61,9,18,29,10,0,33,6,27,0,103,4,38,313,29,16,1745,38,3
76d6be90e19a660c9a84b35fa31d801c,45,10,2,59,10,289,0,73,121,214,75,45,65,38,8,41,61,197,229,124,83,87,3,30,194,65,165,24,102,31,68,39,5,20,0,0,2,39,21,0,17,2,30,33,51,156,78,174,9,5,10,18,96,29,12,2188,0,44,34,165,9,133,0,35,3,92,36,28,130,0,37,498,11,1,329,15,6,3,232,10,24,78,119,2,5157,12,62,15,637,190,1707,685,76,67,27,152,132,97,118,371,3,194,13,73,183,0,10,0,204,136,230,315,14,1101,180,221,55,85,20,43,33,64,10,443,161,130,319,1111,75,1201,974,28
64864a4b76fc5cccc00f4e44f8dbcff4,132,44,0,19,9,77,0,10,133,18,76,53,55,29,31,12,51,19,53,59,72,28,19,13,128,89,80,8,105,73,43,58,0,6,0,0,0,76,25,0,21,0,21,48,120,44,16,99,15,16,28,13,96,3,12,11,0,33,28,106,9,99,0,16,10,131,19,26,86,0,44,0,24,0,35,24,0,3,203,1,0,71,109,0,0,16,149,46,0,113,127,451,16,45,28,3,69,2,17,87,7,40,22,20,8,0,15,0,25,25,118,175,23,121,125,1,41,15,0,36,59,16,12,99,104,16,49,124,80,1143,97,5
7186c67c129c329bce7d6c988267b231,25,4,0,0,0,8,0,15,12,7,7,16,4,9,0,4,9,6,4,9,7,4,0,0,7,4,12,4,9,11,7,11,0,2,0,0,0,5,3,0,5,0,4,9,27,3,5,14,5,3,5,2,17,0,0,2,0,6,9,10,2,12,0,16,3,21,3,2,15,0,3,0,5,0,3,3,0,0,24,0,7,10,13,0,0,3,22,8,0,5,31,46,7,0,0,0,7,0,0,29,0,27,5,0,0,0,0,0,10,0,19,10,0,19,10,0,0,7,0,5,0,7,0,93,22,0,14,11,13,85,5,3
46864a6aa122ecb439eb59a3c0542ee6,18,15,0,0,0,31,0,5,78,15,35,9,17,1,8,3,8,12,7,35,13,4,0,2,48,26,15,3,80,26,13,19,0,0,0,0,0,17,1,0,7,0,0,32,23,25,5,43,5,3,14,0,20,0,0,6,0,9,12,12,1,18,0,4,2,53,4,6,32,0,11,0,7,3,16,6,0,0,88,0,2,14,24,0,0,0,17,15,0,24,169,126,17,17,0,0,37,5,3,96,2,57,0,12,2,0,0,0,0,7,24,26,0,70,49,0,10,0,0,13,12,5,0,71,18,0,13,96,47,424,47,3
8f2b821cd45696bb55b164853a1917c3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,2,0,0,0,0,5,0,0,5,0,5,0,7,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,2,0,0,0,0,0,10,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,1,7,1,28,2,1
2e11ee45d4ccab0775222da825d3bd42,75,26,0,10,0,105,0,29,126,24,77,63,36,17,43,12,23,23,29,39,64,13,0,12,120,48,82,32,70,76,70,23,0,0,0,0,0,46,58,0,22,0,3,96,78,74,6,51,14,14,19,32,83,7,4,15,0,33,72,186,13,84,0,23,10,110,49,32,75,0,6,0,6,4,15,30,0,7,271,4,7,63,108,0,0,9,134,76,0,50,36,341,21,46,27,4,16,0,0,157,5,66,7,6,3,4,40,0,9,10,101,78,9,54,58,4,36,10,0,27,45,14,0,26,24,32,122,40,68,1193,58,7
b92f84c206887ecd667f142dd3606ac3,31,11,0,10,3,24,0,7,31,4,22,19,12,11,0,14,9,7,21,12,16,11,3,6,22,20,22,3,28,16,33,10,0,5,0,0,0,17,10,0,6,0,8,19,26,5,25,38,7,0,10,8,41,3,4,0,0,7,14,54,2,57,0,6,0,26,16,10,22,0,9,0,4,0,12,7,0,3,21,0,2,23,9,0,0,8,28,10,0,14,35,62,5,7,6,0,33,0,5,18,0,13,0,0,0,0,0,0,6,0,12,53,5,30,8,0,5,18,0,5,5,0,0,19,16,18,23,5,5,489,21,3
a5641950b2a3a47827849d91242f0ead,34,32,0,8,0,52,0,14,98,3,15,9,13,3,17,0,14,9,11,6,6,0,0,5,15,29,16,6,128,21,4,11,0,3,0,0,0,17,6,0,3,0,2,25,15,17,0,16,3,5,15,0,26,0,0,14,0,11,18,19,0,14,0,5,11,96,9,0,49,0,5,40,5,0,17,3,0,3,135,0,2,16,12,0,0,0,26,73,0,12,229,57,15,34,0,0,22,0,0,91,0,77,0,5,20,0,3,0,0,2,15,24,0,42,25,7,5,16,0,31,4,0,0,122,30,18,16,9,15,1060,59,13
6f0b4058c92e83c77533a218739a0e38,0,58,0,42,13,119,13,36,0,130,0,0,0,0,0,0,0,121,19,0,0,0,0,13,34,0,15,0,8,0,0,11,0,22,0,0,0,0,0,0,0,0,6,0,19,134,9,17,0,0,0,35,48,14,11,14,12,13,31,0,0,14,11,0,0,0,13,0,26,0,0,612,0,0,136,0,0,0,48,12,0,0,0,0,8,8,0,0,0,41,116,0,45,2,5,53,45,0,42,80,0,52,0,11,61,0,2,0,41,37,0,48,1,53,37,52,2,0,0,5,0,0,0,55,52,1,3,240,1,17,64,2
87ab9c664033e00f6b64f2afc71a6d90,4,3,0,3,0,9,0,3,5,2,5,0,0,0,0,2,0,3,5,4,5,4,0,0,11,2,7,0,4,4,4,8,0,2,0,0,0,7,0,0,0,0,0,4,7,4,3,2,0,0,2,0,11,2,0,0,0,5,0,10,0,9,0,0,0,5,2,4,8,0,0,0,3,0,3,0,0,0,9,0,0,2,5,0,0,2,11,0,0,8,4,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,10,13,0,5,0,0,0,0,0,0,6,0,0,19,0,10,48,2,0
3e514d4fe509d063c262ab3e3b224da1,7,2,0,0,0,4,0,0,5,0,0,0,3,0,3,0,3,5,0,0,0,0,2,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,2,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,2,0,9,0,3,0,3,0,5,0,0,0,12,0,0,3,4,0,0,0,6,12,0,0,17,9,0,0,0,0,0,3,0,27,0,7,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,5,0,0,0,4,0,0,28,0,0,11,6,3
772ad2feb9f19ddeace71e8e2e707858,742,185,0,45,18,179,0,44,474,34,104,400,59,67,114,53,241,84,108,60,50,27,159,32,146,93,160,28,504,75,87,1446,0,6,0,0,0,114,26,0,34,1,35,115,698,160,21,381,21,13,79,16,284,15,37,32,0,42,99,322,3,57,0,109,34,211,32,50,183,0,295,129,205,1,50,19,0,4,409,3,29,312,138,0,2,29,841,239,0,209,1149,427,114,76,11,35,337,98,83,1397,7,721,2,53,103,23,4,2,27,59,407,791,7,588,1092,253,200,17,3,68,168,91,7,423,374,19,148,1555,160,2618,613,47
178d4eb06bd14fca2d3c300f9f05e384,263,30,0,27,12,179,0,42,273,65,150,78,166,45,58,70,85,87,110,219,273,40,24,22,470,106,119,56,171,86,182,115,0,14,4,0,5,121,107,0,24,1,25,110,216,111,77,95,60,19,16,39,149,12,10,13,0,59,97,278,46,152,0,185,116,376,28,97,127,0,74,11,42,16,61,37,0,19,236,1,13,66,121,0,3,18,279,48,0,27,264,490,33,31,164,0,14,162,5,220,11,257,52,54,9,43,37,15,0,20,66,86,30,570,25,79,25,16,7,172,32,26,5,234,23,23,18,47,20,2158,402,38
5b74065cc4963be8f6447b2c9ffcbc87,127,0,0,0,0,0,0,0,39,0,0,0,0,101,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,12,0,0,8,7,0,0,106,7,78,0,0,0,0,0,0,22,0,33,0,25,0,0,0,0,0,82,19,0,0,0,0,0,0,0,0,0,4,0,0,8,116,12,0,27,0,0,20,0,187,0,7,0,0,75,0,4,8,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,117,0,3,0,0,0,14,3,0,3,12,0,0,0,0,3,1,86,22,564,0,1
eee9bab26577ab7978a3c7bb4a082922,71,0,0,0,0,19,0,19,25,14,0,0,0,50,0,0,0,0,0,9,0,22,0,0,0,53,3,0,0,6,17,0,0,6,0,0,5,72,4,0,10,0,0,0,56,16,4,8,30,4,0,25,29,20,0,0,3,60,0,17,0,39,0,104,0,0,13,0,11,0,0,0,0,0,14,48,0,0,107,17,0,6,0,5,0,0,34,0,0,0,0,125,0,14,96,0,0,1,0,0,0,0,28,10,0,17,149,0,0,0,0,0,0,0,0,0,1,77,33,183,0,41,15,0,0,271,833,2,1064,40,4,4
e10905e9870f08c9b02a8165eab1723e,98,7,0,16,1,124,0,15,261,9,79,34,17,45,5,21,115,59,80,49,78,1,6,15,221,136,159,1,80,70,164,56,0,4,0,0,3,16,8,0,6,0,5,48,80,61,8,84,14,16,3,6,120,1,1,10,0,16,11,726,12,359,0,75,8,135,80,52,133,0,25,0,21,1,43,2,0,1,143,1,4,25,72,0,10,4,121,157,0,98,1143,69,176,0,0,47,155,0,142,548,0,188,0,29,16,0,0,0,60,60,9,411,0,305,464,98,4,4,0,0,6,6,0,216,119,0,8,177,2,187,3690,1
5167710b7280856d9e512a4f58068687,14,0,0,0,0,0,0,0,14,0,5,0,2,0,0,0,2,7,0,0,0,9,0,2,0,0,4,0,5,2,2,5,0,0,0,0,0,0,0,0,0,2,0,0,7,4,0,0,0,0,0,0,2,0,0,0,0,2,4,2,0,5,0,0,0,9,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,12,0,3,16,27,0,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,4,0,3,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,60,0,0
07a0081d4bc5233563d0269fc2c734d0,8,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,3,0,0,0,0,7,0,0,3,9,17,0,7,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,5,0,0,0,6,0,0,7,0,0,23,9,0
f7040b791e2687141adc7be4ad81afd4,45,56,0,5,4,30,0,8,49,4,8,46,21,10,8,2,22,9,31,28,89,2,2,8,15,14,46,13,94,7,22,51,0,0,0,0,0,30,19,0,3,0,5,29,42,5,3,38,13,0,31,9,46,0,2,6,0,20,20,34,10,20,0,37,7,112,4,4,49,0,8,0,5,9,17,8,0,2,94,0,23,33,10,0,0,0,74,44,0,31,91,119,38,0,3,0,21,13,5,118,0,171,2,4,14,2,11,0,0,17,71,76,0,74,21,0,43,0,0,12,31,8,0,298,12,6,87,13,10,413,43,3
5adc2daa2981bc07e21b14d53496ff67,5,3,0,3,0,13,0,22,0,155,4,16,4,0,5,0,0,0,0,11,1436,0,89,22,4,8,3,5,3,16188,5,74,9,8,0,0,0,8,12,0,0,0,0,170,0,4,6,0,0,178,0,6,4,4,7,0,0,0,14,10,46,0,0,6,0,3,0,28,1412,0,13,478,5,0,70,9,3,0,0,73,7,5,25,0,27,4,3,0,3,69,1,65,1,11,1,1,1,1,1,206,1,1,1,3,1,1,2,1,1,1,24,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,460,891,0,0,158,0
f6fdab15a19dca0441b10f8c0969cb4d,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0
720832273d925b4115ed01c6d3df48eb,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,17,0,0
96c7cedbae877361d087a8b39206d408,0,0,0,24,0,17,0,0,0,22,0,0,0,0,0,0,0,39,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,0,0,0,0,0,0,18,0,7,10,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,318,0,0,29,0,0,0,30,8,10,7,0,0,0,0,6,0,0,7,35,1,7,0,0,3,3,0,3,11,0,5,0,4,5,0,0,0,4,2,0,4,0,10,6,2,0,0,1,1,0,0,0,12,4,0,1,1,1,3,9,1
b472d29ebb2e4b918cf5f7e0d7b46ce9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
