feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
MF0028	Site	Jejunum	-1.26107883896876	0.0920573430959638	262	261	5.21274188284668e-31	2.75232771414305e-28
MF0077	Site	Ileum	1.86129018644307	0.135517217832665	262	46	3.93734874875622e-31	2.75232771414305e-28
MF0028	Site	Ileum	-1.19193519147739	0.0920573430959638	262	261	1.24336874778112e-28	4.37665799218955e-26
MF0069	Site	Ileum	2.77770784175642	0.218005109437603	262	37	5.55341257788012e-28	1.46610092056035e-25
MF0077	Site	Jejunum	1.71902060175454	0.135517217832665	262	46	8.26325265505157e-28	1.74519896074689e-25
MF0028	Site	Duodenum	-1.16504885116664	0.0926438824839196	262	261	1.79847276923182e-27	3.16531207384801e-25
MF0069	Site	Jejunum	2.69476479767649	0.218005109437603	262	37	8.73890868141521e-27	1.31832679536778e-24
MF0095	Site	Jejunum	-1.27357758585165	0.103287954850216	262	249	1.09413846517711e-26	1.44426277403378e-24
MF0101	Site	Jejunum	-1.73307404928846	0.143198180754413	262	204	5.57155062316355e-26	6.5372860645119e-24
MF0095	Site	Duodenum	-1.24216832259161	0.103954172850032	262	249	1.66808452813539e-25	1.76149726171098e-23
MF0006	Site	Ileum	-1.16958581731308	0.099925445979695	262	262	9.81611908842994e-25	9.42347432489274e-23
MF0101	Site	Duodenum	-1.67471984208506	0.144153275795985	262	204	1.79098174175914e-24	1.5481677335817e-22
MF0006	Site	Jejunum	-1.16031838451956	0.099925445979695	262	262	1.90588830838656e-24	1.5481677335817e-22
MF0095	Site	Ileum	-1.18596822183425	0.103287954850216	262	249	4.83336384172624e-24	3.64573729775922e-22
MF0056	Site	Ileum	-1.57243420222271	0.137825846971408	262	226	7.96481634232022e-24	5.60723070499344e-22
MF0088	Site	Jejunum	-1.78761836178744	0.165902747297433	262	171	7.09366664261415e-22	4.68181998412534e-20
MF0103	Site	Ileum	-1.84377076258421	0.171956517661019	262	248	1.03107697365044e-21	6.40480755396977e-20
MF0019	Site	Duodenum	-0.944795548910365	0.0888950375917244	262	253	1.97695123367535e-21	1.1039632943383e-19
MF0041	Site	Duodenum	1.21094496575255	0.113962860594237	262	128	1.9862975939799e-21	1.1039632943383e-19
MF0079	Site	Ileum	2.57796763581277	0.24282841833193	262	40	2.18210978124977e-21	1.15215396449988e-19
MF0056	Site	Jejunum	-1.45614976075399	0.137825846971408	262	226	3.07449951997341e-21	1.54603404432949e-19
MF0069	Site	Duodenum	2.30968397601446	0.219463149695062	262	37	4.1210174055032e-21	1.97808835464154e-19
MF0019	Site	Jejunum	-0.926610741546905	0.0883257314672084	262	253	5.24121526416265e-21	2.40640144302424e-19
MF0009	Site	Ileum	-0.946053794013052	0.0909395978002258	262	262	9.65551930554351e-21	4.24842849443914e-19
MF0079	Site	Jejunum	2.51197237361109	0.24282841833193	262	40	1.44818148074908e-20	6.11711857468413e-19
MF0006	Site	Duodenum	-1.03900671244621	0.100593714150613	262	262	1.60284562133872e-20	6.51001913897573e-19
MF0072	Site	Jejunum	1.41326779150029	0.137176416480733	262	126	1.96552428467751e-20	7.68738386896092e-19
MF0072	Site	Duodenum	1.41926737341268	0.138094235509155	262	126	2.31886134228526e-20	8.74541991947586e-19
MF0052	Site	Ileum	2.54547221766552	0.248402912289411	262	25	2.84017121986842e-20	1.03421407178657e-18
MF0070	Site	Ileum	-0.919360556720095	0.0901232597676425	262	253	3.87774178252722e-20	1.36496510744958e-18
MF0002	Site	Duodenum	-0.868707778648176	0.0853107185900175	262	260	4.37886460392704e-20	1.49163903927321e-18
MF0084	Site	Ileum	2.54540655753466	0.25162486820123	262	25	7.03711651197563e-20	2.32224844895196e-18
MF0047	Site	Jejunum	-0.65656929089071	0.0650339000861946	262	262	8.03541741634568e-20	2.57133357323062e-18
MF0047	Site	Ileum	-0.653070873595255	0.0650339000861946	262	262	1.16329623885991e-19	3.61306125951785e-18
MF0001	Site	Ileum	-1.47328177770586	0.148698564405238	262	250	2.91356555082927e-19	8.79064349050202e-18
MF0082	Site	Ileum	2.4901415342674	0.252286161312699	262	25	3.79234004393255e-19	1.11241974622022e-17
MF0041	Site	Jejunum	1.11134984599492	0.11323469719719	262	128	5.49529582802383e-19	1.56838713361977e-17
MF0103	Site	Jejunum	-1.68320738765745	0.171956517661019	262	248	6.58082023615423e-19	1.82877530773128e-17
MF0070	Site	Jejunum	-0.873641954539044	0.0901232597676425	262	253	1.25195841888655e-18	3.38991818036974e-17
MF0066	Site	Ileum	-0.830660529687171	0.0863303708655646	262	257	2.04101497579016e-18	5.38827953608601e-17
MF0009	Site	Jejunum	-0.872695548838004	0.0909395978002258	262	262	2.43982435989374e-18	6.2840354245068e-17
MF0063	Site	Ileum	-0.736130808870384	0.0769480048897421	262	258	2.99733561861781e-18	7.52375916678502e-17
MF0019	Site	Ileum	-0.844629047986767	0.0883257314672084	262	253	3.06365193344466e-18	7.52375916678502e-17
MF0063	Site	Jejunum	-0.727531963299793	0.0769480048897421	262	258	6.36252404776793e-18	1.5270057714643e-16
MF0021	Site	Ileum	-0.707921507788069	0.0755995008949653	262	261	1.15717341654769e-17	2.71550028416524e-16
MF0041	Site	Ileum	1.05686738953939	0.11323469719719	262	128	1.4183082941385e-17	3.25594251871794e-16
MF0002	Site	Ileum	-0.788682916173396	0.0847454533250264	262	260	1.70578724271341e-17	3.83257729426672e-16
MF0063	Site	Duodenum	-0.717621017601051	0.0774473449310179	262	258	2.23177202570016e-17	4.90989845654036e-16
