	Mouse5A.DTT29	Mouse6A.DTT35	Mouse1B.DTT18	Mouse5A.DTT30	Mouse5A.DTT28	Mouse7A.DTT41	Mouse4A.DTT22	Mouse7A.DTT42	Mouse1B.DTT16	Mouse6A.DTT34	Mouse4A.DTT24	Mouse1B.DTT17	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.DTT40	Mouse9A.DTT100	Mouse9A.DTT101	Mouse8A.DTT90	Mouse10A.DTT113	Mouse9A.DTT102	Mouse10A.DTT112	Mouse10A.DTT114	Mouse8A.DTT88	Mouse8A.DTT89
Mouse4A.DTT24	0.9727761439411721	0.532014280565079	1.500449135559412	0.8163873206784263	1.0527334423898715	0.983273195774267	1.1213067505889553	0.07712560639383872	0.4904288423861818	0.8823745742421165	0.0	1.7179570019772894	1.0444575392431403	0.4302761621284533	1.0095633414823206	2.907516697836253	2.635881989419475	2.535692189916587	1.1971332341285492	2.6909886288125455	1.7972248462397056	2.4818792657059507	1.6078280904496198	2.0487190338849692
Mouse1B.DTT17	2.6857972670844896	2.236614647892094	0.23911790286922477	2.5307036277729256	0.6699726856989822	2.6688026569188175	2.7565238570012256	1.7881973979024475	1.2899595372911965	2.532542886838169	1.7179570019772894	0.0	2.745843548341281	2.139327098856917	0.7501765517067588	3.597611801833559	3.227936937004561	2.14651804591289	1.7602336457833605	3.263772354313607	0.36543027176514464	0.9273163702225985	2.1756347985782214	2.9552601119890074
Mouse6A.DTT36	0.14176047750921675	0.5298477829822518	2.519458047829032	0.32329943771241143	2.0882182824256694	0.24188736781962905	0.3008204757961067	0.9714841380778573	1.5243645789156892	0.29811615430904054	1.0444575392431403	2.745843548341281	0.0	0.6142393321914571	2.0523190531182656	2.9875858637975	2.8191250507695425	3.2606043014602193	1.8881498659234885	2.865681544522884	2.837502895419445	3.4985995482241945	2.0931783560145645	2.144339423450094
Mouse4A.DTT23	0.5478463451531794	0.12991311255970422	1.9167457592590735	0.4122839221444533	1.4775347067099933	0.5709679106916182	0.7154465386958693	0.3581594665219212	0.9129768247530897	0.47894177836811996	0.4302761621284533	2.139327098856917	0.6142393321914571	0.0	1.4385507457596416	2.8904221957773615	2.6585926142535037	2.806207154463015	1.4273416358206135	2.710859478805313	2.2248145697305213	2.8971504001385027	1.7450075796309918	2.019462419205346
Mouse7A.DTT40	1.9781438260573276	1.5314261233733775	0.5759259221857461	1.8120917202032083	0.14444106230916173	1.9704345222022173	2.10218941753498	1.0839688030996504	0.5478156971252854	1.8665432662659092	1.0095633414823206	0.7501765517067588	2.0523190531182656	1.4385507457596416	0.0	3.1264217078886394	2.786761419328686	2.0529543323925226	1.1717012452689273	2.839609032230717	0.7892016882615561	1.5041623904899206	1.6643609950344909	2.3859236459683846
Mouse9A.DTT100	2.898355260635689	2.8059084175605005	3.4816089928132072	2.806290123929915	3.1962427064247185	2.754853046834954	3.062616134623482	2.924962126884778	2.889805462587176	2.9555921308317843	2.907516697836253	3.597611801833559	2.9875858637975	2.8904221957773615	3.1264217078886394	0.0	0.39907450303623554	1.9921111085987295	2.0116655995955357	0.4547573610333982	3.442200680583586	3.632246360130383	1.4658088436484855	0.8852563632722346
Mouse9A.DTT101	2.7296913916713503	2.5847165642714307	3.1148261659986742	2.6245969243005334	2.849624579774672	2.581293486626169	2.8801918135845854	2.659664023854817	2.5846500209269814	2.7540575082730463	2.635881989419475	3.227936937004561	2.8191250507695425	2.6585926142535037	2.786761419328686	0.39907450303623554	0.0	1.6442743409562395	1.7103027904712809	0.15999142946358133	3.0788316659709154	3.2536275947296422	1.1442124324435514	0.7382143442642033
Mouse8A.DTT90	3.1611702970629842	2.807094581472111	2.1454507178328264	2.9957649444676484	2.0966271989052117	3.0545298095345585	3.3149852046648896	2.5984195194478628	2.2002361337337444	3.106171542414415	2.535692189916587	2.14651804591289	3.2606043014602193	2.806207154463015	2.0529543323925226	1.9921111085987295	1.6442743409562395	0.0	1.4713894392140336	1.6732906637320195	1.9107941464448372	1.806404541080384	1.2723336069095565	1.8552229773174593
Mouse10A.DTT113	1.7720935126152324	1.4270366321725567	1.6309727333846982	1.5907515529153142	1.2726786249051416	1.7081196148243045	2.0062134536105294	1.2503917809279659	0.9712624427088687	1.7821397793012466	1.1971332341285492	1.7602336457833605	1.8881498659234885	1.4273416358206135	1.1717012452689273	2.0116655995955357	1.7103027904712809	1.4713894392140336	0.0	1.7946107174248787	1.618372726618836	2.0972936126619044	0.5726746163774633	1.2709864795764207
Mouse9A.DTT102	2.782131164182279	2.636470303877162	3.148938722694858	2.6823973964794976	2.895422929250223	2.625834349294498	2.9108533170664894	2.7142422038223746	2.64493594138021	2.7901076288395097	2.6909886288125455	3.263772354313607	2.865681544522884	2.710859478805313	2.839609032230717	0.4547573610333982	0.15999142946358133	1.6732906637320195	1.7946107174248787	0.0	3.125607941992958	3.28068402340514	1.2230116657681438	0.8390642246991816
Mouse10A.DTT112	2.7615683585155755	2.3134100730355946	0.5147276489081823	2.592318130831208	0.7709003591227406	2.7446688076289343	2.878866431010175	1.872146893672452	1.3248742237905298	2.6446858281402434	1.7972248462397056	0.36543027176514464	2.837502895419445	2.2248145697305213	0.7892016882615561	3.442200680583586	3.0788316659709154	1.9107941464448372	1.618372726618836	3.125607941992958	0.0	0.7660001372646408	2.0333808668860174	2.8316384006570994
Mouse10A.DTT114	3.42512227434474	2.974229049588575	1.1179868371256085	3.2577899154754486	1.4671538166742513	3.3812329659291387	3.5157977489862837	2.5570876663190423	2.0193066966384134	3.286466320523712	2.4818792657059507	0.9273163702225985	3.4985995482241945	2.8971504001385027	1.5041623904899206	3.632246360130383	3.2536275947296422	1.806404541080384	2.0972936126619044	3.28068402340514	0.7660001372646408	0.0	2.372711896513526	3.1746972070933257
Mouse8A.DTT88	1.9858821896415373	1.7091393275789828	2.050813387802918	1.830813002580499	1.741527330762666	1.8751370011242712	2.1828450610950814	1.648100517446209	1.46993547490459	1.9907177009965449	1.6078280904496198	2.1756347985782214	2.0931783560145645	1.7450075796309918	1.6643609950344909	1.4658088436484855	1.1442124324435514	1.2723336069095565	0.5726746163774633	1.2230116657681438	2.0333808668860174	2.372711896513526	0.0	0.808320912212444
Mouse8A.DTT89	2.0453423796878125	1.9363226592268934	2.81098475275961	1.9391497715026267	2.4634455117488243	1.914341321978481	2.2435565884649584	2.0620574787572337	2.0738573999862138	2.116273539126877	2.0487190338849692	2.9552601119890074	2.144339423450094	2.019462419205346	2.3859236459683846	0.8852563632722346	0.7382143442642033	1.8552229773174593	1.2709864795764207	0.8390642246991816	2.8316384006570994	3.1746972070933257	0.808320912212444	0.0
