Module	BioGeo.Vil1.01B.FP11	BioGeo.Mouse3A_FP17	BioGeo.TL1a_FP_229.REP1_S12	BioGeo.Vil1.04B.FP43.Rep1_S88	BioGeo.Lyz2.01B.FP211.S59	BioGeo.TL1a_FP_65	BioGeo.Vil1.03B.FP31	BioGeo.Mouse9A_FP97	BioGeo.Vil1.14B.FP164	BioGeo.Vil1.14B.FP166	BioGeo.Lyz2.05B.FP255.S52	BioGeo.SLCFP071.REP1_S27	BioGeo.Vil1.07B.FP83	BioGeo.Vil1.07B.FP79	BioGeo.Mouse5A_FP29.REP1_S53	BioGeo.LYZFP327.Rep1_S105	BioGeo.Vil1.05B.FP55	BioGeo.TL1a_FP_127	BioGeo.TL1a_FP_61	BioGeo.Lyz2.04B.FP243.S92	BioGeo.SLCFP019a	BioGeo.TL1a_FP_233.REP1_S13	BioGeo.TL1a_FP_241	BioGeo.LYZFP315	BioGeo.TL1a_FP_101.REP1_S6	BioGeo.LYZFP319	BioGeo.TL1a_FP_209.REP1_S11	BioGeo.Lyz2.08B.FP295.S93	BioGeo.TL1A_FP_637	BioGeo.Mouse6A_FP31	BioGeo.Lyz2.01B.FP207.S55	BioGeo.TL1a_FP_193.Rep1_S85	BioGeo.SLCFP005.REP1_S24	BioGeo.TL1A_FP_685.REP1_S22	BioGeo.LYZFP303	BioGeo.LYZFP307	BioGeo.Lyz2.07B.FP279.S77	BioGeo.Mouse1A_FP01	BioGeo.Mouse1A_FP05	BioGeo.Lyz2.03B.FP231.S79	BioGeo.Lyz2.05B.FP259.S56	BioGeo.TL1A_FP_629	BioGeo.Vil1.13B.FP152	BioGeo.Mouse2A_FP11.REP1_S55	BioGeo.Mouse5A_FP25	BioGeo.TL1A_FP_677.REP1_S21	BioGeo.Mouse2A_FP07	BioGeo.SLCFP109	BioGeo.Vil1.08B.FP92.REP1_S41	BioGeo.Mouse7A_FP41.REP1_S54	BioGeo.Vil1.06B.FP71	BioGeo.TL1a_FP_73.REP1_S3	BioGeo.Vil1.04B.FP47	BioGeo.Vil1.09B.FP106	BioGeo.TL1A_FP_625.REP1_S16	BioGeo.Vil1.13B.FP154.REP1_S47	BioGeo.Vil1.09B.FP104	BioGeo.Mouse9A_FP101	BioGeo.Vil1.02B.FP23	BioGeo.Mouse8A_FP85	BioGeo.Vil1.10B.FP118.REP1_S45	BioGeo.TL1a_FP_197.REP1_S10	BioGeo.TL1A_FP_641	BioGeo.Lyz2.07B.FP283.S81	BioGeo.Vil1.02B.FP19	BioGeo.Lyz2.02B.FP223.S71	BioGeo.Mouse8A_FP89	BioGeo.TL1a_FP_205	BioGeo.LYZFP355	BioGeo.Lyz2.02B.FP219.S67	BioGeo.Mouse4A_FP23.Rep1_S92	BioGeo.TL1a_FP_77.REP1_S4	BioGeo.Vil1.10B.FP116.REP1_S44	BioGeo.SLCFP131.REP1_S33	BioGeo.TL1A_FP_689.Rep1_S104	BioGeo.Lyz2.03B.FP235.S83	BioGeo.Lyz2.04B.FP247.S44	BioGeo.LYZFP351.Rep1_S106	BioGeo.Mouse10A_FP113	BioGeo.SLCFP001	BioGeo.Vil1.01B.FP07.Rep1_S107	BioGeo.TL1a_FP_139	BioGeo.SLCFP023.REP1_S26	BioGeo.SLCFP127	BioGeo.TL1a_FP_85	BioGeo.TL1a_FP_131	BioGeo.SLCFP095	BioGeo.Mouse6A_FP35.Rep1_S93	BioGeo.Vil1.03B.FP35.REP1_S38	BioGeo.TL1A_FP_673.REP1_S20	BioGeo.Mouse7A_FP37	BioGeo.Vil1.05B.FP59.REP1_S37	BioGeo.Vil1.06B.FP67	BioGeo.SLCFP091.REP1_S29	BioGeo.Vil1.08B.FP94.REP1_S42	BioGeo.SLCFP077	BioGeo.SLCFP113	BioGeo.Lyz2.06B.FP271.S69	BioGeo.Lyz2.06B.FP267.S64	BioGeo.LYZFP339	BioGeo.TL1a_FP_143	BioGeo.Mouse10A_FP109	BioGeo.Mouse3A_FP13	BioGeo.Lyz2.08B.FP291.S89
MGB015	0.0	0.0	7.598795E-6	8.8748472E-6	1.73418E-6	3.274036E-5	6.162981E-6	9.129969E-6	5.583255E-6	4.4185E-7	6.504966E-6	8.657461E-6	3.27298E-6	5.84778E-6	1.65388127E-5	6.936333E-6	6.80797E-6	1.3213932E-5	4.3220587E-5	6.415969E-6	9.459869E-6	2.07991E-6	7.1107043E-5	7.809299E-6	0.0	4.188116E-6	3.9906671E-5	1.31661E-6	2.6890086E-5	1.0741447E-5	4.910686E-6	3.0996074E-5	5.14272E-6	3.5784511E-5	7.201094E-6	8.28061E-6	6.165682E-6	0.0	1.34643E-5	5.052831E-6	8.81231E-6	4.907129E-6	4.43986E-6	2.2516285E-5	3.3268149E-5	4.33255E-7	2.7437204E-5	0.0	5.450819E-6	1.66003E-5	0.0	5.64107836E-5	2.014376E-6	5.75895E-7	3.67552E-6	2.8880601E-5	9.784921E-6	5.2851E-6	7.927589E-6	3.504643E-6	2.84757E-7	0.0	1.9061114E-5	2.21966E-6	5.983215E-6	3.702107E-6	6.39637E-6	3.9829397E-5	1.04375E-5	4.41455E-6	2.9101E-6	4.88646E-5	9.696428E-6	1.4755256E-5	1.305734E-5	3.09262E-6	0.0	5.72047E-6	6.96326E-6	1.0325229E-5	8.905994E-6	5.3586721E-5	4.75241E-6	1.84829E-5	1.1596941E-5	0.0	0.0	4.23492E-6	5.277793E-7	2.46256E-6	2.9089933E-5	1.111196E-6	7.089643E-6	6.807591E-6	1.6181E-6	3.73494E-6	0.0	5.85157E-6	5.082334E-6	6.443333E-6	3.18898E-5	1.740506E-5	2.123587E-5	4.332008E-6
MGB037	0.0	0.0	1.7354275000000002E-6	5.3790285E-6	0.0	0.0	0.0	5.631085E-6	4.996161E-6	1.82449E-5	0.0	1.6583945000000002E-5	1.3779555E-5	1.24707875E-5	1.0300681000000001E-5	0.0	2.3018145E-5	0.0	0.0	0.0	6.692703500000001E-6	3.67411E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9688155E-6	1.4570535000000001E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7724449999999996E-5	0.0	2.63278445E-5	2.20874055E-5	0.0	1.7940484999999998E-5	0.0	0.0	1.835078E-5	0.0	0.0	0.0	3.47189925E-5	3.7633178000000004E-5	0.0	4.847474E-6	1.0178934999999999E-5	0.0	1.2907485E-6	8.130215E-6	0.0	0.0	0.0	0.0	0.0	1.07799135E-5	0.0	0.0	0.0	2.8389589999999998E-6	0.0	4.4549195E-6	1.5173135E-5	0.0	0.0	0.0	0.0	0.0	7.43435E-6	4.6116645E-6	0.0	9.978389999999998E-6	1.515299E-5	3.337571E-6	0.0	0.0	0.0	0.0	3.8675955E-6	2.32498585E-5	7.096995E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.251487E-5	0.0
MGB038	1.94372E-6	0.0	4.15652E-7	8.778436E-7	0.0	2.456556E-5	0.0	0.0	4.90232E-7	0.0	1.10529E-6	1.88059E-6	2.71151E-6	0.0	4.01561E-7	0.0	6.31932E-7	1.723885E-6	3.686408E-6	1.384886E-6	0.0	5.15322E-7	2.7062E-6	3.28551E-7	0.0	1.45757E-6	3.763617E-5	1.90125E-6	1.1690812E-5	0.0	2.288508E-6	2.15512E-7	2.19386E-7	2.2737945E-5	1.659137E-6	2.295284E-6	0.0	0.0	0.0	5.59372E-7	9.2755E-7	8.55997E-7	0.0	0.0	0.0	0.0	0.0	0.0	9.02846E-7	0.0	0.0	6.252238E-6	4.64652E-7	0.0	0.0	0.0	0.0	0.0	2.07228E-6	0.0	0.0	0.0	3.352538E-5	0.0	0.0	1.43125E-6	1.98105E-7	2.70435E-6	0.0	4.87704E-6	0.0	3.022048E-5	0.0	0.0	4.752246E-5	1.84404E-6	0.0	0.0	2.4786E-7	0.0	6.229285E-7	3.813043E-6	3.71571E-7	0.0	6.63553E-7	0.0	0.0	0.0	4.09508E-8	1.58037E-7	0.0	9.65942E-8	8.78434E-7	3.01866E-7	1.79476E-6	9.88869E-7	0.0	1.63701E-6	1.337739E-6	6.49456E-7	0.0	0.0	0.0	0.0
MGB039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51069E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77341E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21143E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66626E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGB033	2.840469E-6	3.8145805E-5	1.1483704E-5	1.09900273E-5	1.96886E-6	3.9985965E-5	1.1612694E-5	8.717113E-6	6.50645E-6	1.69307581E-4	1.6426499E-5	2.015115E-5	1.262274E-5	9.905673E-6	2.112982E-5	7.814797E-6	1.923244E-5	1.218828E-5	3.4882709E-5	3.74029E-5	1.4373202E-5	1.2487932E-4	1.4007542E-5	2.78042E-5	0.0	6.7862026E-5	3.2312056E-5	6.5240309999999995E-6	2.2719587E-5	1.406732E-5	7.778596E-6	3.1688084E-5	6.9003034E-5	2.5739548E-5	6.930727E-6	2.47832E-5	8.927862E-6	0.0	2.14783E-5	2.0882E-5	2.9598346E-5	3.2602594E-5	5.439891E-6	3.2804185E-5	4.3034587E-5	4.10604E-6	3.108082E-5	0.0	5.781084E-6	2.50353E-5	0.0	3.08711168E-5	3.166911E-6	7.9728017E-5	1.6105222E-5	2.8508539E-5	1.1417954E-5	1.118374E-5	3.34762E-5	5.331327E-6	1.0905621E-5	6.26351E-5	1.6220235E-5	2.743395E-6	2.308737E-5	3.963742E-6	1.3218108E-5	4.0065223E-5	1.07799E-5	7.205936E-6	2.3596035E-5	5.8626548E-5	1.2566868E-5	2.1675174E-5	1.43424E-5	4.54082E-5	1.844942E-4	7.37448E-6	1.2313726E-5	1.3712652E-5	1.018905E-5	1.718789E-5	2.1890193E-5	9.30915E-6	6.335886E-6	1.57983E-4	5.97011E-5	9.52809E-6	4.56207305E-5	3.488521E-6	3.4411696E-5	6.082248E-6	7.266281E-6	1.139717E-5	0.0	1.741295E-5	0.0	4.19055E-5	7.296985E-6	8.621954E-6	0.0	1.4001428E-5	2.5070347E-5	5.666988E-6
MGB055	4.3225015000000005E-6	1.1836185E-6	1.7837363E-5	2.2425322E-5	5.104785E-6	0.0	1.9044515E-5	1.8086115E-5	1.51277215E-5	0.0	1.7761641999999998E-5	1.7748639999999997E-5	2.4572535E-6	1.7069073000000002E-5	1.83996853E-5	1.635687E-5	1.63359735E-5	1.0568441E-5	2.364122E-6	1.5702625000000003E-5	1.9769317E-5	5.427016E-6	0.0	1.53142015E-5	0.0	5.678097E-6	1.646267E-6	0.0	5.81065E-7	1.04220195E-5	1.6378771E-5	2.58593425E-5	1.23765045E-5	0.0	6.3910750000000005E-6	7.612480000000001E-6	1.6854233000000002E-5	0.0	2.294278E-5	1.6077519999999998E-5	1.1664115E-5	3.1034765E-6	0.0	4.23570125E-5	4.23603485E-5	0.0	4.17675345E-5	0.0	1.1157672500000001E-5	3.1219845E-5	0.0	1.3686594999999997E-6	2.1797779999999997E-6	1.0293695E-6	1.4807527E-5	7.84451E-7	2.9087091000000004E-5	2.416009E-5	1.171958E-5	7.704288E-6	0.0	0.0	0.0	1.5572865E-6	1.797941E-5	6.134E-6	3.33763195E-5	0.0	1.743565E-5	1.188509E-5	4.067283E-6	0.0	2.4533815E-5	2.4720473E-5	0.0	7.3128254999999994E-6	0.0	2.1880325E-5	2.48912115E-5	1.7999502E-5	2.2160504E-5	0.0	9.624761999999999E-6	1.6066579999999998E-5	9.320504000000001E-6	0.0	2.985755E-7	4.369485E-6	8.146653500000001E-7	1.4149891500000002E-5	4.627599E-5	2.047543E-6	1.5597719E-5	1.44965225E-5	0.0	5.1350049999999995E-6	0.0	5.0190175E-6	1.17486225E-5	2.0548945E-5	0.0	2.32031225E-5	2.6461760000000002E-5	1.2029485E-5
MGB034	0.0	0.0	0.0	8.185478E-6	0.0	2.5254145000000002E-5	4.6115E-6	0.0	7.249893E-6	0.0	6.414808E-6	9.291294E-6	0.0	0.0	1.1861009E-5	7.485344E-6	0.0	0.0	1.0832765E-5	0.0	9.494876E-6	0.0	0.0	5.604759E-6	0.0	0.0	3.3639E-7	0.0	8.313056500000001E-6	0.0	6.177956E-6	0.0	1.55436783E-5	1.01650603E-5	0.0	0.0	0.0	0.0	0.0	5.48898E-6	0.0	2.9786498E-5	0.0	3.04688E-5	0.0	0.0	0.0	0.0	3.204693E-6	0.0	0.0	1.154021315E-5	0.0	0.0	4.67144E-6	1.225074E-6	7.938484E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.766951E-6	0.0	1.1102989E-5	0.0	0.0	0.0	2.893042E-6	2.595985E-5	6.165318E-6	1.945008E-5	0.0	0.0	0.0	0.0	0.0	1.0257728E-5	7.482876E-6	1.3265691E-5	1.0019632E-5	6.58804E-6	0.0	0.0	5.50215E-7	0.0	3.3830002E-5	0.0	2.8864874E-5	0.0	5.805932E-6	8.79823E-6	0.0	0.0	0.0	0.0	0.0	7.568163E-6	0.0	0.0	0.0	0.0
MGB056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5412004999999998E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8846E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.685E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MGB035	3.12833505E-5	0.0	0.0	4.965553845E-5	2.9222165E-5	1.8318286E-5	3.5331151499999995E-5	0.0	1.2832209499999998E-5	4.3065684999999996E-5	5.72581215E-5	1.3642453500000001E-5	9.43581265E-5	4.5051059500000006E-5	2.09780086E-5	4.3116049500000004E-5	7.772449000000001E-5	0.0	0.0	5.3469655E-6	2.2586104E-5	0.0	0.0	1.0969265E-5	8.1593E-6	7.620331E-6	1.9400933E-5	2.05614435E-5	6.541029999999999E-6	1.0766368500000001E-5	1.0207106999999998E-5	0.0	1.72700639E-5	8.811234299999999E-6	4.607237500000001E-6	8.818317E-6	3.80672735E-5	0.0	1.5328345E-5	4.7275325E-6	1.006118395E-4	4.41348255E-5	0.0	2.5841311250000002E-5	2.5068068500000002E-5	8.617345E-6	0.0	0.0	5.2529929999999995E-6	2.1077675E-5	4.520105E-5	1.0413184149999999E-5	1.276236035E-4	1.75835569E-4	2.44074275E-5	0.0	2.33964865E-5	0.0	4.85788945E-5	0.0	1.76937149E-4	0.0	9.5107345E-6	9.50874245E-5	1.77211755E-5	3.5584875000000004E-5	1.882317605E-5	0.0	9.166330050000001E-5	6.6478510000000005E-6	2.8651729999999996E-6	0.0	3.5597994E-5	1.64388085E-5	0.0	4.0897299999999996E-6	0.0	2.628791E-5	0.0	9.2898835E-6	2.341040455E-5	0.0	7.1134825E-5	0.0	0.0	0.0	1.2813564E-5	0.0	4.483777035E-5	6.4485205000000004E-6	3.03398505E-5	1.62424E-5	3.1257961E-5	6.41381E-6	1.3573024999999999E-5	8.814547E-6	0.0	3.44856625E-5	8.593590000000001E-6	6.2786319E-5	0.0	0.0	0.0	1.3597462E-5
MGB036	3.0570321E-5	4.194129E-5	2.8954011E-5	5.94546002E-5	2.664412E-5	1.22901534E-4	4.9062179E-5	3.01606E-5	3.9267201E-5	2.70989559E-4	7.0639114E-5	4.7689386E-5	8.1267901E-5	4.5414926E-5	4.93952568E-5	4.9354694E-5	6.9111838E-5	3.7303717E-5	9.9410366E-5	6.1342413E-5	3.4157604E-5	1.37789814E-4	1.75278158E-4	4.3872567E-5	2.3227E-6	7.6667913E-5	1.10708002E-4	1.7904026E-5	8.7337714E-5	2.0313214E-5	3.1190093E-5	5.3590769E-5	1.13834623E-4	8.7505791E-5	1.8924904E-5	3.4492481E-5	4.442419E-5	0.0	3.517833E-5	3.3129533E-5	1.19568834E-4	5.5144203E-5	2.46872661E-4	4.134678E-5	4.4904394E-5	1.626513E-5	4.7403934E-5	0.0	1.95257732E-5	3.448211E-5	3.22485E-5	1.241525009E-4	1.42005143E-4	1.714956938E-4	1.04757504E-4	9.15620813E-5	4.2921195E-5	8.038827E-6	7.8760355E-5	1.0431173E-5	1.76664347E-4	9.979926E-5	7.3984557E-5	8.6088078E-5	5.2927246E-5	3.45236E-5	2.0423221E-5	1.270865393E-4	7.5255255E-5	1.9133763E-5	2.55411E-5	8.738324E-5	6.4977644E-5	2.7302116E-5	1.185577E-4	5.6700977E-5	2.20105E-4	2.990428E-5	1.5708001E-5	2.9508823E-5	2.8596625E-5	1.39771141E-4	8.39906638E-5	8.56602E-6	2.3611899E-5	1.56107E-4	1.49693234E-4	1.237199E-5	8.30114569E-5	2.0591137E-5	4.4245711E-5	2.49503694E-5	4.2559955E-5	2.6310875E-5	1.642719E-5	2.8263653E-5	0.0	9.4108877E-5	2.8804262E-5	6.2944626E-5	3.25244E-5	3.0284885E-5	4.7741652E-5	2.0822934E-5
