Module	BioGeo.Vil1.01B.FP11	BioGeo.Mouse3A_FP17	BioGeo.TL1a_FP_229.REP1_S12	BioGeo.Vil1.04B.FP43.Rep1_S88	BioGeo.Lyz2.01B.FP211.S59	BioGeo.TL1a_FP_65	BioGeo.Vil1.03B.FP31	BioGeo.Mouse9A_FP97	BioGeo.Vil1.14B.FP164	BioGeo.Vil1.14B.FP166	BioGeo.Lyz2.05B.FP255.S52	BioGeo.SLCFP071.REP1_S27	BioGeo.Vil1.07B.FP83	BioGeo.Vil1.07B.FP79	BioGeo.Mouse5A_FP29.REP1_S53	BioGeo.LYZFP327.Rep1_S105	BioGeo.Vil1.05B.FP55	BioGeo.TL1a_FP_127	BioGeo.TL1a_FP_61	BioGeo.Lyz2.04B.FP243.S92	BioGeo.SLCFP019a	BioGeo.TL1a_FP_233.REP1_S13	BioGeo.TL1a_FP_241	BioGeo.LYZFP315	BioGeo.TL1a_FP_101.REP1_S6	BioGeo.LYZFP319	BioGeo.TL1a_FP_209.REP1_S11	BioGeo.Lyz2.08B.FP295.S93	BioGeo.TL1A_FP_637	BioGeo.Mouse6A_FP31	BioGeo.Lyz2.01B.FP207.S55	BioGeo.TL1a_FP_193.Rep1_S85	BioGeo.SLCFP005.REP1_S24	BioGeo.TL1A_FP_685.REP1_S22	BioGeo.LYZFP303	BioGeo.LYZFP307	BioGeo.Lyz2.07B.FP279.S77	BioGeo.Mouse1A_FP01	BioGeo.Mouse1A_FP05	BioGeo.Lyz2.03B.FP231.S79	BioGeo.Lyz2.05B.FP259.S56	BioGeo.TL1A_FP_629	BioGeo.Vil1.13B.FP152	BioGeo.Mouse2A_FP11.REP1_S55	BioGeo.Mouse5A_FP25	BioGeo.TL1A_FP_677.REP1_S21	BioGeo.Mouse2A_FP07	BioGeo.SLCFP109	BioGeo.Vil1.08B.FP92.REP1_S41	BioGeo.Mouse7A_FP41.REP1_S54	BioGeo.Vil1.06B.FP71	BioGeo.TL1a_FP_73.REP1_S3	BioGeo.Vil1.04B.FP47	BioGeo.Vil1.09B.FP106	BioGeo.TL1A_FP_625.REP1_S16	BioGeo.Vil1.13B.FP154.REP1_S47	BioGeo.Vil1.09B.FP104	BioGeo.Mouse9A_FP101	BioGeo.Vil1.02B.FP23	BioGeo.Mouse8A_FP85	BioGeo.Vil1.10B.FP118.REP1_S45	BioGeo.TL1a_FP_197.REP1_S10	BioGeo.TL1A_FP_641	BioGeo.Lyz2.07B.FP283.S81	BioGeo.Vil1.02B.FP19	BioGeo.Lyz2.02B.FP223.S71	BioGeo.Mouse8A_FP89	BioGeo.TL1a_FP_205	BioGeo.LYZFP355	BioGeo.Lyz2.02B.FP219.S67	BioGeo.Mouse4A_FP23.Rep1_S92	BioGeo.TL1a_FP_77.REP1_S4	BioGeo.Vil1.10B.FP116.REP1_S44	BioGeo.SLCFP131.REP1_S33	BioGeo.TL1A_FP_689.Rep1_S104	BioGeo.Lyz2.03B.FP235.S83	BioGeo.Lyz2.04B.FP247.S44	BioGeo.LYZFP351.Rep1_S106	BioGeo.Mouse10A_FP113	BioGeo.SLCFP001	BioGeo.Vil1.01B.FP07.Rep1_S107	BioGeo.TL1a_FP_139	BioGeo.SLCFP023.REP1_S26	BioGeo.SLCFP127	BioGeo.TL1a_FP_85	BioGeo.TL1a_FP_131	BioGeo.SLCFP095	BioGeo.Mouse6A_FP35.Rep1_S93	BioGeo.Vil1.03B.FP35.REP1_S38	BioGeo.TL1A_FP_673.REP1_S20	BioGeo.Mouse7A_FP37	BioGeo.Vil1.05B.FP59.REP1_S37	BioGeo.Vil1.06B.FP67	BioGeo.SLCFP091.REP1_S29	BioGeo.Vil1.08B.FP94.REP1_S42	BioGeo.SLCFP077	BioGeo.SLCFP113	BioGeo.Lyz2.06B.FP271.S69	BioGeo.Lyz2.06B.FP267.S64	BioGeo.LYZFP339	BioGeo.TL1a_FP_143	BioGeo.Mouse10A_FP109	BioGeo.Mouse3A_FP13	BioGeo.Lyz2.08B.FP291.S89
MF0103	9.19006E-7	1.464927E-6	4.7179825E-6	1.80699595E-5	7.29351E-6	3.163482E-5	1.3416685E-5	1.41788135E-5	9.133333999999999E-6	0.0	2.123779E-5	3.679231E-5	3.46395E-6	1.1842031499999999E-5	1.9498266E-5	1.232067E-5	1.802341E-5	1.2271893499999999E-5	3.43004985E-5	1.2766077E-5	2.1375418999999997E-5	0.0	1.27635845E-4	1.4275365E-5	0.0	4.98153E-6	3.625064E-5	0.0	3.04768755E-5	1.703229E-5	9.998795500000001E-6	2.8650325500000002E-5	1.409085E-5	3.6819269E-5	4.236169E-6	7.495419999999999E-6	1.41844065E-5	0.0	3.8109E-5	1.076214E-5	1.628107E-5	1.2471736E-5	1.4407045E-5	5.3074045E-5	7.01901365E-5	0.0	5.5461216E-5	0.0	6.1735145E-6	4.969112E-5	0.0	5.85174557E-5	3.902907E-6	1.306157E-6	0.0	6.0106297E-5	1.9119489E-5	1.485102E-5	1.469223E-5	6.29457E-6	8.9609877E-5	0.0	2.04707E-5	3.152402E-6	1.81269E-5	5.91073E-6	1.52852865E-5	6.65353E-5	3.066576E-5	7.287640000000001E-6	6.1065128E-6	3.648642E-5	1.0914352499999998E-5	3.6373564E-5	2.722377E-5	1.176941E-5	0.0	1.165277E-5	2.033925E-5	2.0209926999999998E-5	1.7139045E-5	4.72385055E-5	1.0959688E-5	2.053004E-5	1.1888113E-5	0.0	0.0	8.56264E-6	7.829951999999999E-7	4.25099E-6	6.5843813E-5	2.460614E-6	9.11622E-6	1.07902395E-5	0.0	4.060844E-6	0.0	1.906356E-6	6.932050000000001E-6	1.4185314999999999E-5	0.0	2.7382526000000002E-5	4.273607E-5	8.8122E-6
MF0026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1599399499999996E-5	0.0	3.4357605000000005E-5	0.0	0.0	0.0	0.0	2.9591654999999997E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7300833749999994E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3777144000000003E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0067	2.80682E-5	1.974163E-5	2.8702476E-5	4.48008E-5	3.02388E-5	4.3778143E-5	3.7829501E-5	2.187155E-5	1.7393035E-5	7.7265E-5	5.5783E-5	2.980705E-5	9.83835E-5	4.2377659E-5	3.624201E-5	4.707322E-5	7.7628E-5	1.9690784E-5	7.343018E-5	4.3211582E-5	3.0756987E-5	9.9782618E-5	9.9883329E-5	3.5289021E-5	1.00586E-5	6.2598809E-5	3.94461265E-5	1.953593E-5	3.8667593E-5	2.1620669E-5	1.2226583E-5	4.3702138E-5	4.59905057E-5	5.1937204E-5	1.1781876E-5	2.8697884E-5	3.8507022E-5	2.45281E-6	3.13772E-5	2.5700261E-5	1.06811E-4	6.5801596E-5	1.23634E-5	2.7771303E-5	3.025237E-5	1.081556E-5	3.219754E-5	0.0	8.586276E-6	2.972888E-5	3.18613E-5	8.12306172E-5	1.22139169E-4	1.87651E-4	2.432115E-5	4.8002785E-5	2.0302238E-5	8.23151E-6	6.4489887E-5	9.545442E-6	1.79114455E-4	4.048991E-5	2.327304E-5	9.422943E-5	3.8985601E-5	3.1741914E-5	1.7375417E-5	5.817487E-5	8.718255E-5	9.206885E-6	1.3234888E-5	7.852899E-5	4.2138745E-5	1.6835008E-5	1.3602E-5	2.676404E-5	1.05939E-4	2.168173E-5	1.316813E-5	2.363272E-5	2.75949697E-5	7.6717736E-5	7.4917546E-5	1.50499E-5	1.9504468E-5	1.49041E-4	6.0699324E-5	1.006082E-5	4.67943026E-5	1.0079542E-5	3.028547E-5	2.05453949E-5	3.3263117E-5	1.8094317E-5	1.62776E-5	2.105042E-5	0.0	4.4488819E-5	1.1896417E-5	5.6869352E-5	0.0	3.4670673E-5	3.963945E-5	1.311444E-5
MF0068	3.0963673E-5	4.2974747E-5	2.7577587E-5	4.74510335E-5	2.52493E-5	3.6025651E-5	4.2010856E-5	8.78804E-6	2.1923464E-5	2.51330429E-4	5.2138602E-5	4.197709E-5	9.2621157E-5	5.1720079E-5	4.26302674E-5	4.3581703E-5	7.752253E-5	1.5008669E-5	3.6008448E-5	6.0559212E-5	2.8830126E-5	1.489035E-4	2.1838606E-5	3.836736E-5	1.0229155E-5	7.9269512E-5	3.47043422E-5	2.0190167E-5	2.7994422E-5	1.2629273E-5	1.9315323E-5	4.6670519E-5	1.253782573E-4	2.828568E-5	1.1155045E-5	3.6641868E-5	3.7602907E-5	3.3686E-6	3.54064E-5	3.4195722E-5	1.07152749E-4	7.257382E-5	2.3144198E-4	3.6392111E-5	4.0952526E-5	1.871676E-5	3.3780176E-5	0.0	1.0466638E-5	3.624743E-5	4.13206E-5	3.41783861E-5	1.39499522E-4	1.81404135E-4	3.0682606E-5	4.949176E-5	2.5890237E-5	8.43E-6	8.7752853E-5	3.941203E-6	1.56722337E-4	1.2663677E-4	2.246231E-5	8.5145617E-5	4.8627089E-5	3.1124787E-5	1.1817386E-5	4.573894E-5	6.7670256E-5	1.1715657E-5	2.90769762E-5	4.570527E-5	4.9009524E-5	2.0621763E-5	2.598813E-5	6.0013045E-5	1.423243E-4	2.395418E-5	9.6873E-6	2.43038924E-5	2.41984361E-5	2.437806E-5	9.35338202E-5	2.00564E-5	8.000877E-6	1.66084E-4	1.39948118E-4	2.55712E-5	8.61364073E-5	8.363298E-6	4.1270395E-5	2.59283765E-5	3.6280093E-5	2.3590442E-5	1.318092E-5	3.1023457E-5	0.0	9.1707625E-5	1.6796851E-5	5.0741894E-5	0.0	1.2229348E-5	4.3602709E-5	1.2277948E-5
MF0101	0.0	0.0	0.0	3.207301E-6	0.0	7.444105E-5	3.103326E-6	8.76556E-7	6.86143E-7	0.0	1.467492E-6	3.29167E-6	0.0	0.0	5.910349E-6	1.289064E-6	3.04213E-7	0.0	8.0135086E-5	0.0	6.2163E-6	0.0	9.3088246E-5	1.144372E-6	0.0	0.0	4.1769712E-5	0.0	3.5555077E-5	8.79843E-7	9.38189E-7	0.0	4.551737E-6	5.3790803E-5	0.0	0.0	9.88809E-7	0.0	0.0	1.027919E-6	7.41854E-7	1.255898E-6	3.401367E-6	2.120366E-6	1.593419E-6	0.0	3.570063E-6	0.0	8.02917E-7	0.0	0.0	7.87708508E-5	0.0	0.0	1.176666E-6	8.579683E-6	2.858913E-6	0.0	0.0	6.31656E-7	0.0	0.0	1.339123E-5	0.0	7.44857E-7	0.0	1.458318E-6	1.15930425E-4	0.0	7.42428E-7	1.34584E-7	1.0543925E-4	1.168901E-5	1.015962E-5	1.12854E-5	0.0	0.0	0.0	0.0	4.96055E-6	1.936688E-6	8.9158783E-5	9.2165E-6	0.0	0.0	0.0	5.89269E-7	0.0	6.886134E-7	0.0	1.737785E-6	2.18213E-7	1.216686E-6	7.67045E-6	0.0	0.0	0.0	0.0	0.0	2.71786E-6	0.0	0.0	1.19309E-6	0.0
MF0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1601078499999996E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9414705E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0021	3.332419E-6	0.0	1.9578460499999998E-5	2.164271345E-5	6.5153399999999995E-6	2.88023E-5	2.1513611E-5	3.450626E-5	1.66192465E-5	1.510097E-5	2.1252567E-5	2.9723305E-5	1.7003766000000002E-5	2.7328299500000003E-5	2.5429597965E-5	2.0265067499999998E-5	4.05663125E-5	1.14592205E-5	3.9984177E-5	2.1773878500000003E-5	5.293350099999999E-5	4.630666999999999E-6	4.4733814999999996E-5	2.07737405E-5	0.0	6.9391749999999995E-6	2.710186885E-5	1.9103675E-6	2.4296307E-5	2.0047033E-5	1.7107453000000003E-5	2.80544355E-5	2.97049135E-5	2.97967355E-5	1.52230995E-5	1.3788372000000002E-5	2.5264281000000003E-5	3.3754E-6	2.462164E-5	1.87365315E-5	1.6450987499999998E-5	3.9663422E-5	7.0265110500000005E-6	4.9468493E-5	6.1289076E-5	0.0	4.4928219E-5	0.0	9.7259335E-6	4.3667295E-5	0.0	4.026097925E-5	2.5659639999999995E-6	2.80085055E-5	1.0623685E-5	3.2918501099999994E-5	2.5438647E-5	2.9832185E-5	1.2169159E-5	1.0807033E-5	4.8546329999999995E-6	0.0	1.6846368E-5	1.950986E-6	2.1651556E-5	6.104674E-6	3.6425836E-5	3.4630552E-5	2.1910011000000002E-5	1.097436E-5	4.6962195E-6	3.9945928E-5	2.3044393E-5	4.288917E-5	1.891398E-5	9.898674999999999E-6	0.0	1.5493405E-5	2.5462220000000003E-5	4.7050879499999994E-5	2.5578823150000004E-5	3.93894205E-5	2.6743325E-5	5.12074E-5	2.0248153500000003E-5	0.0	1.179713E-6	1.0239075E-5	1.73877555E-6	6.6618935E-6	5.6167422E-5	2.5188345E-6	2.0240293000000004E-5	3.844021650000001E-5	0.0	6.8503595E-6	0.0	4.1719645E-6	1.2511511E-5	2.1153877500000003E-5	0.0	3.8378012499999995E-5	3.50070165E-5	1.901081E-5
MF0065	0.0	0.0	5.9141685E-6	4.38862115E-5	0.0	3.557249E-5	3.0284277E-5	3.91213E-6	5.470394E-6	4.5752853E-5	4.4643991E-5	1.02161505E-5	3.6543315E-5	1.9456716E-5	1.2479245764999999E-5	3.42910245E-5	3.21335525E-5	5.1505235E-6	2.6786558000000004E-5	4.23325185E-5	1.14873275E-5	3.3392645E-6	7.7859855E-6	2.4940387E-5	0.0	3.9761931E-5	1.7152950850000002E-5	1.2178259999999999E-5	1.69130875E-5	9.0227735E-6	1.00340495E-5	1.6001839E-5	1.63209226E-5	2.0442964999999998E-5	9.7723315E-6	2.7798883E-5	2.3918343999999998E-5	0.0	0.0	2.1131342E-5	1.02393693E-4	3.19147E-5	6.63682795E-6	1.8608112999999998E-5	1.80356165E-5	1.1568455E-5	1.61058525E-5	0.0	5.571386000000001E-6	1.560312E-5	0.0	2.65078041E-5	1.0783968E-4	6.9045275E-5	1.1606118500000001E-5	3.4683238649999996E-5	9.564930999999999E-6	5.93026E-6	6.026117E-5	3.0102979999999997E-6	6.3145365E-5	0.0	1.4944263E-5	6.783871999999999E-5	3.0534774999999996E-5	0.0	5.9017725E-6	2.0328806500000002E-5	0.0	6.340578E-6	2.1201750000000004E-6	4.530964E-5	2.1003046E-5	1.3051942E-5	1.44972E-5	0.0	0.0	0.0	0.0	6.9193025E-6	1.97747355E-5	1.0816139E-5	3.861225865E-5	0.0	7.795158E-6	0.0	0.0	3.36013E-6	3.99996336E-5	1.5446955000000002E-6	1.6829731500000002E-5	2.05153475E-5	1.4603263E-5	1.04198915E-5	0.0	1.1804911999999999E-5	0.0	6.487862E-5	8.815211E-6	4.99682715E-5	0.0	1.63678995E-5	1.62243235E-5	9.4070505E-6
MF0022	1.37059155E-5	4.57901E-7	8.662351999999999E-6	1.07229736E-5	2.418959E-5	8.116E-6	8.492048E-6	1.4680406E-5	8.823717E-6	0.0	8.50077E-6	8.384229999999999E-6	4.1487712000000005E-5	8.976802E-6	1.38525332E-5	1.0177726E-5	1.1291273E-5	4.150748E-6	1.0723663E-5	5.33308E-6	1.1147227E-5	1.64725E-6	1.862379E-6	7.954929E-6	6.38181E-6	3.3100350000000004E-6	9.145097E-6	0.0	7.90577E-6	1.0949532E-5	8.065199E-6	2.1224382500000002E-5	6.91464E-6	7.166396E-6	7.52199E-6	3.96073E-6	8.832851E-6	0.0	1.40641E-5	6.122137E-6	4.888014400000001E-5	2.1797981E-5	5.64207E-6	2.5761159999999997E-5	2.619683E-5	3.665228E-6	2.76944E-5	0.0	5.716111E-6	2.401644E-5	0.0	9.8061419E-6	5.7992746499999995E-5	7.87335605E-5	5.871078E-6	2.5872786E-5	1.955077E-5	7.93308E-6	4.28287E-6	5.192783E-6	7.264668449999998E-5	0.0	1.6243875E-5	8.69345E-5	9.675283E-6	3.655803E-5	9.64774E-6	3.873258E-6	7.745893E-5	7.24968E-6	2.64817065E-6	1.246869E-5	1.640824E-5	1.13213825E-5	1.0894235E-5	4.626881E-6	0.0	1.811828E-5	1.1070100000000001E-5	8.546331E-6	1.00864667E-5	6.254513E-6	2.8093259999999998E-5	0.0	7.278123E-6	0.0	1.1137919E-5	4.56599E-6	6.364688E-7	2.394446E-6	2.7241382E-5	9.0068E-7	1.0983447E-5	7.309358E-6	0.0	2.07885E-6	0.0	1.29276615E-5	8.071916E-6	1.3536906E-5	0.0	2.150259E-5	1.76725825E-5	6.670424E-6
MF0066	0.0	0.0	4.615178E-6	0.0	0.0	6.799213E-6	0.0	3.42799E-6	2.529982E-6	0.0	3.40682E-6	0.0	0.0	6.76963E-6	1.3683638E-5	6.81003E-7	0.0	2.668418E-6	9.31181E-6	0.0	2.340629E-6	1.44537E-6	1.000075E-6	7.954929E-6	0.0	0.0	6.95239085E-6	0.0	1.034292E-5	0.0	0.0	1.6899669E-5	9.07655E-6	8.86138E-6	4.03822E-6	1.0411438E-5	0.0	0.0	0.0	6.122137E-6	1.21504E-5	0.0	0.0	0.0	0.0	1.36146E-6	1.5912989E-5	0.0	0.0	0.0	0.0	8.5989767E-6	0.0	0.0	0.0	6.16466E-6	2.040337E-6	0.0	0.0	0.0	0.0	0.0	1.1599154E-5	0.0	0.0	0.0	0.0	2.745496E-6	0.0	0.0	0.0	1.048095E-5	0.0	5.99353E-6	1.18448E-5	0.0	0.0	0.0	0.0	4.688288E-6	0.0	4.858207E-6	1.258848E-5	0.0	1.47186E-6	0.0	0.0	0.0	7.0010237E-6	3.79008E-7	1.353828E-5	0.0	1.018096E-6	2.774463E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.023871E-6	1.4068565E-5	0.0
MF0018	7.5257416E-5	0.0	1.366722E-6	1.0906198E-4	7.381307E-5	3.295796E-6	8.2324962E-5	7.480519E-6	2.0743725E-5	9.5799986E-5	1.28646142E-4	1.4238846E-5	2.14152254E-4	9.5547478E-5	2.5690286E-5	1.0027634E-4	1.62511439E-4	1.001899E-6	1.17115E-5	8.203589E-6	4.7062204E-5	9.14617E-7	0.0	1.375617E-5	3.02595E-5	7.74302E-6	1.028669E-6	4.242287E-5	9.7199E-6	1.1260131E-5	2.108119E-5	3.65547E-6	1.5735499E-5	5.71387E-6	6.18022E-6	1.0701209E-5	8.4286681E-5	0.0	2.171239E-5	7.041118E-6	2.42795367E-4	6.69282E-5	4.28417E-6	2.5484438E-5	3.4423171E-5	1.391146E-5	2.4514878E-5	0.0	1.0537962E-5	2.515869E-5	8.46871E-5	1.033692E-5	3.1884206E-4	3.77278248E-4	4.63208E-5	2.4184216E-5	4.668248E-5	8.11441E-6	1.11743558E-4	4.27747E-6	3.92617919E-4	0.0	1.3385E-6	2.28595834E-4	4.195837E-5	8.101533E-5	1.0595566E-5	0.0	1.9087123E-4	9.921733E-6	3.3504216E-6	5.44563E-6	7.5892792E-5	1.9871472E-5	0.0	9.35016E-6	0.0	4.124436E-5	7.89037E-6	9.471951E-6	4.63375339E-5	4.09961E-6	1.68375997E-4	1.66323E-5	5.411765E-6	0.0	3.2498794E-5	7.13931E-6	1.6335088E-5	6.075338E-6	3.642412E-5	3.9900863E-5	7.687346E-5	9.035202E-6	4.712509E-5	2.44119E-6	0.0	6.4359525E-5	1.4592465E-5	1.4475725E-4	0.0	1.11374E-5	1.9299834E-5	2.5038824E-5
MF0019	0.0	0.0	4.25557E-6	1.3280654E-6	0.0	2.872714E-5	5.82656E-6	1.2467680000000001E-5	1.100447E-6	0.0	5.566327E-6	1.18428E-5	3.953499E-6	6.619899999999999E-6	4.021505E-6	6.7363609999999996E-6	8.165087E-6	1.947211E-5	4.2263796E-5	9.620773E-6	2.88222E-6	1.38555E-6	9.6476567E-5	1.28896E-6	3.1756149999999996E-5	0.0	1.4083548E-5	0.0	1.933404E-5	1.681784E-5	7.858363999999999E-6	4.6295011E-5	2.8567915000000004E-6	3.124014E-5	4.213013E-6	4.277771E-6	3.91658E-6	0.0	0.0	4.7940315E-6	5.635755E-6	1.38579E-6	7.29733E-6	1.54029425E-5	2.373627E-5	2.68108E-6	4.25908E-6	0.0	7.55363E-7	0.0	0.0	6.5616736E-5	1.813086E-6	7.8426E-7	3.71526E-6	4.531926E-5	1.13769735E-5	0.0	0.0	6.4389610000000005E-6	4.63229E-7	0.0	1.423638E-5	1.166518E-6	5.4429594999999994E-6	2.877788E-6	7.68376E-6	2.91658E-5	0.0	7.033484E-6	0.0	5.770529E-5	2.61986E-6	9.144080000000001E-6	1.306554E-5	0.0	0.0	8.41555E-6	0.0	4.807317E-6	1.18291E-6	5.4536992E-5	3.75843E-6	0.0	3.868717E-6	0.0	0.0	0.0	1.034919E-6	1.128488E-6	3.13067E-6	0.0	2.667662E-6	3.67305E-6	1.84114E-6	1.18941E-6	0.0	2.492906E-6	2.8086393E-6	0.0	0.0	9.69806E-6	5.535201E-6	2.742675E-6
MF0074	7.8153E-5	0.0	3.642014E-6	1.05031063E-4	6.79018E-5	1.2417538E-5	7.56351E-5	5.467997E-6	2.0170798E-5	1.110537E-4	1.245726E-4	6.07063E-6	2.324989E-4	9.1730588E-5	2.69580764E-5	9.06971E-5	1.732752E-4	9.4991E-7	8.380555E-6	0.0	3.6213222E-5	3.16568E-6	6.59818E-7	7.170376E-6	0.0	5.046337E-6	1.65879497E-5	4.2108E-5	9.572066E-6	5.770863E-6	1.6168515E-5	3.731193E-6	2.08202567E-5	1.2903738E-5	1.049742E-5	1.4935025E-5	7.68578E-5	0.0	3.1783E-6	2.03219E-6	2.35649268E-4	1.005743E-4	4.55798E-6	1.3094355E-5	1.1743954E-5	1.8352043E-5	7.010532E-6	0.0	7.417986E-6	1.448079E-5	1.143146E-4	8.1494142E-6	3.22410889E-4	4.0229386E-4	4.487973E-5	2.466125E-5	3.4272168E-5	6.37332E-6	1.01310554E-4	1.850261E-6	3.98821671E-4	0.0	1.952659E-5	2.222937E-4	3.597405E-5	7.94674E-5	9.18101E-6	1.4372267E-6	1.821858E-4	6.99685E-6	1.502151E-6	1.5375576E-5	7.248614E-5	2.899742E-6	3.408622E-5	3.69779E-6	0.0	4.5049779E-5	0.0	3.664617E-6	4.53042E-5	3.230558E-6	1.67611694E-4	0.0	4.063225E-6	0.0	2.930914E-5	2.56222E-6	4.63659824E-5	6.883847E-6	1.5596465E-5	4.1097761E-5	6.7807224E-5	2.290959E-6	3.53155E-5	5.17027E-6	0.0	6.5828E-5	1.1140233E-5	1.442162E-4	0.0	7.611454E-6	7.903715E-6	2.049063E-5
MF0075	1.097138E-6	9.37575E-7	5.02903E-6	9.054743E-6	3.27041E-6	1.620588E-5	6.4147E-6	7.011286E-6	5.673687E-6	5.6184E-7	8.061864E-6	1.00405E-5	2.209593E-6	5.35204E-6	1.1901614E-5	5.23468E-6	8.88802E-6	3.64728E-7	2.165576E-6	5.57049E-6	9.769258E-6	1.781292E-6	4.33157E-7	8.380305E-6	0.0	3.41398E-6	6.94367E-7	9.60024E-7	2.76607E-6	5.99452E-6	5.428157E-6	2.988458E-6	5.28498E-6	2.16293E-6	7.042736E-6	9.267352E-6	7.32706E-6	0.0	8.40886E-6	4.91147E-6	8.17222E-6	1.06244E-6	0.0	2.7519831E-5	2.98083E-5	0.0	2.6501928E-5	0.0	2.530686E-6	2.39597E-5	0.0	1.928656E-6	1.713295E-6	6.43751E-7	4.44155E-7	8.48888E-7	8.43328E-6	8.21411E-6	7.610992E-6	2.246627E-6	6.1567E-7	0.0	1.621511E-6	1.940126E-6	8.13072E-6	2.82496E-6	1.03384E-5	0.0	9.76212E-6	3.148059E-6	3.09618E-6	1.67851E-5	4.13839E-6	1.5486244E-5	0.0	4.133367E-6	0.0	5.22369E-6	1.0185447E-5	7.35509E-6	7.47289E-6	1.31287E-6	4.616868E-6	1.47559E-5	5.08899E-6	0.0	2.19974E-7	3.45786E-6	4.737692E-7	1.961318E-6	3.457216E-5	8.92607E-7	5.027334E-6	4.58423E-6	0.0	1.683363E-6	0.0	3.314688E-6	4.70712E-6	9.690979E-6	0.0	1.1592044E-5	2.1554371E-5	4.419049E-6
MF0031	0.0	0.0	0.0	0.0	0.0	3.37476E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.50329E-7	0.0	0.0	0.0	3.0221E-7	0.0	0.0	0.0	8.651418E-7	0.0	8.36082E-7	0.0	0.0	0.0	1.581098E-8	1.001339E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.500636E-8	0.0	1.277852E-7	0.0	0.0	0.0	0.0	0.0	7.266739E-7	0.0	0.0	0.0	2.8119139E-7	0.0	0.0	0.0	0.0	0.0	0.0	1.72204E-6	0.0	0.0	1.276487E-6	0.0	5.76293E-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4169111E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
