	TL1a_FP_162	TL1a_FP_88	TL1a_FP_230	TL1a_FP_89	TL1a_FP_234	TL1a_FP_128	TL1a_DTT_268_Repeat	TL1a_FP_129	TL1a_FP_287	TL1a_FP_86	TL1a_FP_198	TL1a_FP_161	TL1a_FP_266	TL1a_FP_197	TL1a_FP_159	TL1a_FP_132	TL1a_FP_130	TL1a_DTT_269_Repeat	TL1a_FP_90	TL1a_FP_195	TL1a_FP_158	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_FP_231	TL1a_FP_284	TL1a_FP_267	TL1a_DTT_130_Repeat	TL1a_FP_269	TL1a_FP_288	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_FP_87	TL1a_FP_196	TL1a_FP_131	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_FP_270	TL1a_FP_160	TL1a_FP_194	TL1a_FP_286	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_FP_232	TL1a_DTT_270_Repeat	TL1a_FP_233	TL1a_FP_268	TL1a_FP_285	TL1a_DTT_284	TL1a_DTT_231	TL1a_FP_85	TL1a_DTT_267	TL1a_FP_127	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_158	TL1a_FP_193	TL1a_FP_265	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_159	TL1a_FP_157	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_195	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_286	TL1a_DTT_230	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_229	TL1a_FP_283	TL1a_FP_229	TL1a_DTT_87	TL1a_DTT_266	TL1a_DTT_232	TL1A_DTT_673	TL1A_FP_626	TL1A_DTT_675	TL1A_DTT_626	TL1A_DTT_629	TL1A_FP_677	TL1A_FP_674	TL1A_FP_678	TL1A_DTT_674	TL1A_DTT_627	TL1A_FP_625	TL1A_FP_630	TL1A_FP_673	TL1A_FP_675	TL1A_DTT_630	TL1A_DTT_628	TL1A_FP_627
TL1a_FP_198	1.9571114746266658	2.7996333778318907	3.0450312636461945	2.4574796546927176	2.89908851678767	3.1673546260635823	1.196446162929634	2.8198411540260886	1.3653075145536042	3.2243605045971195	0.0	1.3175853142894343	1.6280980756216188	0.3340050875848754	2.762444878557608	2.533878084569532	0.7676412266419181	1.7705453205073174	1.1447607194545746	2.2686803991343916	2.2013628057273262	3.0151519740719563	2.460312030909517	3.0526744092254714	2.6845155044853293	2.0319832926748	1.1308686470570604	0.7237684322873575	1.823477697783737	1.0862154780174464	2.2751615259072984	3.4344725855736282	2.0022132098469325	2.114744841010523	1.5460347349373715	2.137346957762479	0.4748758709102583	0.8764350931107673	1.708030912689116	1.8872393587597003	0.8127399209647703	1.608476515693832	1.9726988918735964	2.0743764484605767	1.6464004000549217	0.9517829749106174	3.082508337668349	3.352593766059278	1.645588158701046	2.736980595583907	2.7126890676794226	2.8409950577874388	1.7775451225981753	2.5999971024611863	2.5820541222141835	1.59700825172492	1.322341118245273	3.380509087593594	2.377358522669171	2.80366235940899	2.3142657625976932	2.0594862040637025	2.3384535411593537	2.9129465416588136	2.90139576176853	2.902042099499836	2.871987284279616	2.1563425155007563	2.6440970156687604	2.9784401477684894	2.6901952821742556	2.982706449973337	2.040403180662711	0.8411622173334201	3.0640881276169303	3.021905300298548	2.7880397247764575	1.1498019301661895	2.4451007933339466	1.409346281443615	2.12583420051837	2.603697994415724	2.2725633821420144	1.8260378153491685	1.5451686706689494	2.176911671602589	1.7104370914111435	2.4743400096315873	2.564707665184555	2.3611467618314053	1.5609131615903986	2.7561767080082027	2.492145208842059	0.9831296106731127	1.5963118706923851	2.256522497034257
TL1a_FP_161	0.7559248892112492	3.8555292039221767	4.029601938662901	1.4042716901264582	3.8003041653931535	3.898863906743587	2.197101258187864	3.646140316259466	2.5273086517927643	4.249129635764029	1.3175853142894343	0.0	2.7263367979733855	1.6462134914831135	3.5617593116570707	3.348729726924175	0.7323373547234783	2.25693891519157	2.0169177942907237	3.0708424644428574	3.077437830940623	3.847225755784068	3.2357636827551888	4.06702929523524	3.7648690525924353	3.0619097661684376	2.1803090174748245	1.5693281622696553	2.8616539030165895	2.1239843459659524	3.0944379529050074	4.422626926133707	2.978680546858351	3.0476816157769813	2.405218362182037	2.9535985146064436	0.924236718825037	1.9598833014256591	2.953008511452625	2.905874492332312	1.917306378997213	2.5368937338319464	2.8835399387451037	3.081929400536871	2.5282924409610383	1.8515169566192062	4.041271944596534	4.213517407183846	2.545471183524432	3.7460127831921177	3.570577867308014	3.7805193908197503	2.695770128250741	3.4533141504596556	3.2777739292581525	2.8274663416952066	2.5123299103053522	4.14173722923452	3.1917412783855865	3.7840643726761467	3.169870068607554	2.9951837215346604	3.2087762528954666	3.8524565474288646	3.531980742080531	3.9154443043159564	3.8745972366607644	2.9240219259468803	3.6401001537869346	3.905520347824213	3.455863918071681	3.9706319282663887	2.9991048768897186	0.8844490245454004	4.025641752642912	4.0582955258479965	3.8027038042028103	1.9730302585535249	3.248214732196367	2.0220420520382802	3.0789148209975656	3.5838125805235754	3.2028786136764555	1.0846989081692762	1.9224939835507455	3.1997260291383895	2.3619941586193343	3.4278545218376206	3.3455722630381852	3.283269284899997	2.375079849377297	3.678030595358914	3.4803718290496306	1.6939487248725982	2.508170282275656	3.197004152404621
TL1a_FP_266	3.340980361944269	1.6700656225955601	2.0127790455916736	3.453561596855496	2.796409851660859	1.8067113416201233	1.3649777610335392	1.3617629120451815	0.6141808448177188	2.067124624562532	1.6280980756216188	2.7263367979733855	0.0	1.4398987234806797	1.3214110165640254	1.2055612287705455	2.1263343262068632	2.162744917331491	1.483227145249355	1.1348180601604112	0.8121475322593394	1.507049827028207	1.120020007351548	1.9167994230691672	2.089279724728883	0.43582701016155967	0.8738937260330241	2.006615618918785	1.3713425647846935	1.426388027274565	1.6033016096948358	2.4006633193317595	0.5333449758121726	0.9451882917923419	0.6594309344590429	1.4344365524262173	1.868336769318001	0.8516477715720314	0.6027923133956986	1.1286298794760492	1.2535104749579344	1.0401015354120013	1.4287066987333141	0.8498799108735577	2.0219328925735494	1.1262763362051018	1.9968291753097955	1.962195966452009	0.7132733109133781	1.743556866907165	1.2095088531501441	1.2534858883019708	0.6149304172954196	2.5083854097305336	1.3124369064408525	0.5003171391501312	0.38294959860747635	1.914033807273643	0.998113458902032	1.513967516216492	0.8815172202169119	0.5873870490358092	1.599493207416342	2.2201953944972335	1.7492495454445125	1.893638549694344	1.8126113244548367	1.1882466672022207	1.526381659614503	1.6758297221656526	1.3007181704363604	1.6980399733298712	0.5953851694037353	1.9945433934318737	1.735465812031722	2.195686144741349	1.5865816992253914	0.8558161429356477	2.5034526118767766	2.1086863569501024	1.5891249723789471	2.028420231915153	1.875923396669338	2.8931128904268704	2.0110246495729345	1.6533012167163792	1.7662323073895578	1.8323354073811633	1.899623550136472	2.0666790467738547	1.9894117372340665	2.2964146238358865	1.5802506052991014	1.913362835573884	1.695632750992351	1.6657675065975501
TL1a_FP_197	2.2624451420689833	2.6238051347061497	2.8958865606464768	2.7798433087991468	2.7783440437022757	3.0608810538607485	1.1249129585371977	2.6953236028779566	1.1749383109059568	3.0550237614623827	0.3340050875848754	1.6462134914831135	1.4398987234806797	0.0	2.6537755616645966	2.412519608599192	1.092137461526112	1.8495060795475007	1.1451181344548642	2.1524841543577207	2.075784107964621	2.8914278535376883	2.3797211442027066	2.8901908080231995	2.500587148693385	1.8632393944607621	1.0342372646020406	0.7910401068993287	1.6865096388442649	1.0056019638967613	2.2117914701168457	3.2783227037293883	1.8440858191083545	2.003080387853396	1.4865396790658412	2.079654070429007	0.8000663199928572	0.7449054157502795	1.4288355510492525	1.755181270962334	0.7356632241116359	1.5326587650194894	1.8865469391328138	1.9321249528503424	1.581881757027719	0.8913422424898486	2.9421396644572537	3.2340638453835178	1.5687895096710662	2.5837003685646605	2.5908968695762815	2.684197014178754	1.647187130507756	2.508342477747272	2.5133106287461233	1.3292092593179112	1.0963361647245111	3.271350601860554	2.2845994421856903	2.6551789791916853	2.200136808605007	1.9211135930738208	2.2530595040187786	2.785548766177443	2.827757991716948	2.743849205191122	2.718160285171429	2.051856935210129	2.4962238645716157	2.8465388106552356	2.5955538312600956	2.82862053926139	1.887139249821327	1.141763666179693	2.917481603829187	2.8527957519367737	2.6283776890677393	1.127723569081673	2.375894300047876	1.4734621284956295	2.015362131218579	2.466392310311497	2.1657853160935048	2.13453895345961	1.6762938130672629	2.0332341433242616	1.7414590583769578	2.352039047693641	2.5059223397990014	2.253453950479416	1.5340756085832332	2.6381521077071968	2.353573468519227	1.0717789712471708	1.5300619269693185	2.1465813483889447
TL1a_FP_159	4.088330608147775	2.0879226595671896	2.3455876635155875	3.9372795548012562	3.7274632232582596	0.6531698353921641	2.4847474281047166	0.24110410346389452	1.8342575300600699	2.3015622725184515	2.762444878557608	3.5617593116570707	1.3214110165640254	2.6537755616645966	0.0	0.585523773175931	3.0706773311193705	3.031859292233953	2.541818208521843	0.9503560674745138	0.6250273904094148	0.30861195889882864	0.5586262604535849	2.194950245045039	2.9174768968039695	0.9655214022157298	1.984037422187161	3.2182805472300893	2.346501431076415	2.5965265014813212	2.135739098539794	2.6683875294193578	0.8820764282144878	1.3815645946483226	1.344299288251762	1.9666523857672384	2.8644844452972547	1.943434573931413	1.7618636704680892	1.9765581448818557	2.4395622665498595	1.8986876128456418	2.2025492150330557	1.4363342342412069	3.1481430785490203	2.0417609562180115	2.2287839738268787	1.4849286016913246	1.4262769675097693	2.2151108024738737	0.32955127768000275	0.5122894377657712	1.093345782961032	3.413201964779448	0.3735627721521112	1.7187859724322165	1.6974609866387946	0.6186943673317297	0.5539425664108759	1.636121914145045	0.45809657867333003	0.7529439832812079	2.144551064837422	2.79713283755255	0.8577096739584912	2.320965620391823	2.1868749159947862	1.1587449175724343	1.9028235193013847	1.6076606875672395	0.13486854830934744	1.7839913352840127	0.8419287516943994	2.8773508962747765	1.6835809196761888	2.774851915961411	1.8745734964411234	1.6538973063981166	3.452844979889797	3.166757946700056	2.3906271692816365	2.771373268295933	2.703853053244128	3.57992658953231	2.8256524899123274	2.5300349617490236	2.5816375528208533	2.522733209668837	2.342195254163932	2.9325127907504682	3.082811848821185	3.032951833405553	2.1415100735988815	3.0299075087538485	2.744142296905826	2.404600418892345
TL1a_FP_132	3.8192287412686285	2.3982876806812015	2.7075680094126087	3.8808683832973268	3.9008443976804874	0.6602300003586493	2.4971354542670414	0.44825333671180706	1.8023769954519437	2.674154820476634	2.533878084569532	3.348729726924175	1.2055612287705455	2.412519608599192	0.585523773175931	0.0	2.9137437506459576	3.1521021565197485	2.558935802907288	0.3974804613136534	0.4225986765905628	0.821015301324531	0.954227425834415	2.55840377022735	3.1096314843636947	1.004869570189853	1.9631586037279767	3.073524850545133	2.4737576242442185	2.5744424074510994	2.4258588828238317	3.051786044411386	0.673909754452084	1.6436127495049235	1.3664633531057462	2.2401232728378755	2.6757485985328318	1.674108933942625	1.5713946622382529	2.144372995205044	2.3630429878167973	2.0273421092954065	2.4063427167023055	1.654198485204054	3.1892993281754296	1.6937805539050146	2.619624899870412	2.017738629552893	1.5302820413300988	2.529318840077782	0.822345256038102	0.8778730444073052	0.7654620109422299	3.597857481250959	0.6050224462279138	1.5233026838743446	1.5280171452896754	1.0395402352418692	0.891653570525965	2.022893429637776	0.5815445723266072	0.667767259362487	2.4373763177408336	3.1020883668203436	0.5926243430477769	2.6496922525450124	2.528992981044336	0.6167929467163394	2.234205294024129	2.052548211529716	0.5883715810742425	2.1849748487222396	0.6111868055700853	2.752635493594548	2.1184772283993034	3.06147491010912	2.2230993883234276	1.4447389228096472	3.613222866300931	3.192533954531171	2.5977235517560406	3.0124308834948192	2.910033811864116	3.5414672601089445	2.914714756366893	2.7092104779467636	2.7287299735377832	2.7799843726107514	2.6763596410551056	3.127439913390905	3.130119813967056	3.2847532817376583	2.428679518907376	2.9826344181287023	2.824865931995431	2.63857450976995
TL1a_FP_130	1.4811491147583222	3.1404641459492897	3.3136057984098453	1.7158075723026263	3.109561046276964	3.4893416556978383	1.4653333959526977	3.1695333626680444	1.8447957975840739	3.5355759319650772	0.7676412266419181	0.7323373547234783	2.1263343262068632	1.092137461526112	3.0706773311193705	2.9137437506459576	0.0	1.6070310762634226	1.2861420855483048	2.6750308802112146	2.585974741721652	3.3353007476660537	2.6980449351339697	3.3547920633595103	3.0346386928794185	2.4639123604589335	1.4824811000736455	0.9763606975192468	2.130103735336128	1.3977657216430017	2.3978281479589807	3.7034567132270078	2.4526723276346267	2.3842397869018184	1.8084271749360856	2.2648010732942168	0.31566828246086953	1.4346981816888331	2.351823458661463	2.1881397579964967	1.201281138145805	1.8339235437444452	2.1648674590716217	2.406003957858166	1.835923295551399	1.4529588863446175	3.3341235895353476	3.583649553771898	1.904499599126757	3.0268380985793253	3.028878049944056	3.223232815586388	2.2165864951655547	2.755729089923941	2.8256528278627115	2.2280728201166284	1.8997662639821868	3.6678153501120407	2.6463825772732963	3.1011818395711184	2.6507531253529417	2.460493572928976	2.5034113887365717	3.129020620021708	3.1889876361619005	3.1949020718238144	3.1596427270952994	2.5631793856483376	2.9351172025539043	3.2369565465167325	2.97407138858863	3.282045917910085	2.483381028454603	0.25872090826495403	3.3496587290525666	3.3274912166761257	3.100894688200609	1.4742533374681426	2.563251938297801	1.355836292786872	2.3520857755626685	2.8550801455319745	2.4772131692908483	1.072694775294971	1.2869512458288797	2.4677711904435813	1.6709129583899127	2.702013669327639	2.65414135940966	2.5619535096651704	1.68002199279756	2.9570387121680577	2.7619821936775626	1.0033091022547578	1.784019937174996	2.4723393155608484
TL1a_DTT_269_Repeat	3.001294150083131	2.15950504239759	2.1649036375674804	2.5260996786642664	1.7980885045614423	3.636931402528885	0.9391489299655891	3.201000342869967	1.6397003755186093	2.455591041824237	1.7705453205073174	2.25693891519157	2.162744917331491	1.8495060795475007	3.031859292233953	3.1521021565197485	1.6070310762634226	0.0	0.7761579735384428	3.097085121728448	2.740575000615608	3.187846984617517	2.5087705219006806	2.291824344278955	1.9011372148505459	2.3354451325068193	1.3220568238074333	1.4371583235051626	1.2138012161857286	1.0120633928920215	1.2811414537572523	2.4818728960393432	2.5943108927696543	1.7946501015367013	1.7898420595417681	1.2872233489262794	1.6631338008012015	2.0512167210098537	2.404121197153566	1.3822188309749834	1.2055614435399573	1.2053267252889837	1.1238712398152348	1.8321720499722174	0.9174438378702917	2.327701435606409	2.2121875197888135	2.809389399083021	1.6376761286361161	1.9437751889780388	2.835386434244218	3.009063507081702	2.563254675410342	1.3714950633680587	2.8971066580713245	2.3177815919514257	2.032778649761269	3.5517323333711195	2.4822368898048754	2.2520594521334565	2.651993928112893	2.5281592108966033	1.3834352199257685	1.8003764278651828	3.5386059023729546	2.077728806325892	2.081066967942628	3.1008788986293343	1.9752177067022036	2.3750504219041626	2.9600029280212663	2.3709057084086447	2.6424013380670113	1.4865435557117754	2.473615964488008	2.112884821750731	2.1663396856169896	2.0204058003708294	1.1879766953247963	0.560062479010619	1.2179463615442565	1.5910402502509586	1.2065717431755263	1.7333634600318217	0.44163272963172023	1.3705044876589851	0.4670309805937107	1.4722272901261577	1.3957586691144528	1.24730269894406	0.7162173373432205	1.583327339501045	1.7011073017862663	0.8874649292869269	0.77348401635696	1.2945179014599428
TL1a_FP_90	2.7669549474374735	1.9266324396753223	2.0754401768529593	2.640127814051591	1.9533999780061861	3.1130124298178856	0.2508453377808735	2.672475602938181	0.9453827004641897	2.3119160119614537	1.1447607194545746	2.0169177942907237	1.483227145249355	1.1451181344548642	2.541818208521843	2.558935802907288	1.2861420855483048	0.7761579735384428	0.0	2.4562093686758404	2.1444342608860154	2.724090659991103	2.0832242147467523	2.137087485386126	1.7670345466679764	1.7428634690422582	0.6131022099949206	0.9894505410448979	0.8621436884522784	0.3233602805593915	1.2372777339131957	2.448859331811672	1.9539501632768252	1.407236360203744	1.2326163678600373	1.1556556606482968	1.1946652753461853	1.3124439087006796	1.6789425440660266	0.9942498254026776	0.44020759749742683	0.7524791410065782	0.9318673584262704	1.3907662287305593	0.8042208580053944	1.6186459742918955	2.1228937735259046	2.6063796079193917	1.1224687458506601	1.7877529832954535	2.371203000632874	2.5129231410574815	1.897721139774498	1.5762555114899097	2.4196693802497418	1.5850719001343236	1.2925788443799124	3.115114834627783	2.0240175625445964	1.9945113474089033	2.1144711532725857	1.9271456806852236	1.3078710518387777	1.8529797502976306	2.9914424073837482	1.9481126948635106	1.9330127640938517	2.4443522937214595	1.7538142413275346	2.1631405076276935	2.477751824807178	2.1478293219549394	2.005859131900523	1.1760391434419855	2.2517467728568867	2.0442795649714443	1.9302816831001524	1.3723246317527285	1.4379048204217058	0.6359903432443916	1.0774546217446217	1.5701931513116967	1.1985887708656604	1.8670110519522023	0.7185546901439883	1.184471347887396	0.6100500816540936	1.4252605005181795	1.4879761213641143	1.3007835453288608	0.6545863155283066	1.688902406327732	1.5276734787572097	0.5638382735424426	0.5438666396046274	1.2023507130221975
TL1a_FP_195	3.510229091914538	2.564329587047592	2.8901506631382814	3.699186631223123	3.9196919978984988	0.9972576393026997	2.4021208949129296	0.8428528430368172	1.7272177362058374	2.8823388838352586	2.2686803991343916	3.0708424644428574	1.1348180601604112	2.1524841543577207	0.9503560674745138	0.3974804613136534	2.6750308802112146	3.097085121728448	2.4562093686758404	0.0	0.5238386481105425	1.2072582380204993	1.191003525336803	2.7544723006351064	3.1741541726788975	1.0839169505563793	1.8631091623076128	2.856909541185174	2.4759585029145055	2.455847846786157	2.5205009117006543	3.25402873148803	0.6591425035444317	1.7606441452843142	1.3247456431257614	2.3253521476776737	2.4236001404141834	1.4157030498339098	1.4635154234689611	2.1828297764040685	2.2098686612358294	2.024933603579208	2.448524814774291	1.7559309184914131	3.1049261861857835	1.3745313088877082	2.8205680674380957	2.3313399789025633	1.5356225051282542	2.679122763706673	1.1499242370036016	1.2134183349802805	0.5690316846185678	3.6159018813555437	0.8681391560888837	1.4001449312659429	1.3844823340805548	1.432007931641342	1.1121606973654026	2.238154106593296	0.7906742109625817	0.7302171904976108	2.5408220240426296	3.2239846643773618	0.7484402754168623	2.8124423241545053	2.70135113348962	0.22331137486981445	2.39991290398102	2.299621756889976	0.9245344789320723	2.4127539196690204	0.6019147009285957	2.5362384059004044	2.3694217455336517	3.192736625207095	2.4114855057649285	1.2265997407898785	3.6079695559618687	3.079395003111224	2.646561432590509	3.091649214169753	2.9529633294640827	3.366395170259064	2.8375624003611324	2.7484060750356734	2.703333938681517	2.8671291076425733	2.7966408920834223	3.160676170689211	3.043740681194735	3.3617678465031897	2.5509634675032173	2.8245570647748854	2.77091709622796	2.7058711764909495
TL1a_FP_158	3.604397849980253	2.0680681200712607	2.3799699613953105	3.63203006132628	3.496575440651489	1.012864480704994	2.0790478397897636	0.6224206450976297	1.3913172818056543	2.3781358945117317	2.2013628057273262	3.077437830940623	0.8121475322593394	2.075784107964621	0.6250273904094148	0.4225986765905628	2.585974741721652	2.740575000615608	2.1444342608860154	0.5238386481105425	0.0	0.884143226268819	0.7208433549019025	2.2470192052554165	2.73139869055939	0.6196749381935717	1.5483775674344427	2.6983944508267954	2.0582548998956236	2.161235409152025	2.0356929821852465	2.74542856288673	0.3102189146744502	1.2593521092618585	0.9630410000988658	1.847237543956431	2.3491718973894846	1.351346921259096	1.2600389291044893	1.7332681954315377	1.9616107293341571	1.6079601453042698	1.9950588342454378	1.2644572913581353	2.7698178336380503	1.4415586440225783	2.3040784494837907	1.8390274090354015	1.11608076791325	2.177875217207711	0.7056670197457194	0.8122074012028542	0.472135393748579	3.18617080106721	0.5999626755203914	1.1951170293816982	1.154347432706575	1.2218611006245672	0.6206180455056398	1.7212061655712585	0.29175786675899107	0.25278208801525065	2.0495189154992564	2.7306139924097144	0.9527009467096894	2.3100606190303883	2.194032895955027	0.6941711511232586	1.8902172507503705	1.7801768176439134	0.5967845534461736	1.899057124447137	0.25623949592213285	2.4206627041890885	1.8553939064970448	2.7088186162523926	1.9019623877280571	1.121080784714742	3.1955623115102223	2.779392797097471	2.1901132367538008	2.6227309823912517	2.5021769821896553	3.227278331608465	2.5182521082036455	2.304898469645418	2.3163054117638615	2.388742411988605	2.2997393293522963	2.718507749826273	2.70974307905313	2.892055489365445	2.0552390366933584	2.582775365799503	2.4024964821933255	2.237132275206564
TL1a_DTT_127_Repeat	4.386985986931223	2.0336002986766886	2.2772566354662676	4.203064556920417	3.764282955413442	0.7049959936563002	2.652605366557491	0.38043982849902164	1.995722436559167	2.197739104995393	3.0151519740719563	3.847225755784068	1.507049827028207	2.8914278535376883	0.30861195889882864	0.821015301324531	3.3353007476660537	3.187846984617517	2.724090659991103	1.2072582380204993	0.884143226268819	0.0	0.7182787789595515	2.1116705742703417	2.920759452815377	1.108648712923382	2.176173169034378	3.4372905485935825	2.4405513579267417	2.7714516347856484	2.1956134335055215	2.5663906071515408	1.0987896783105486	1.4639605751737645	1.5689038355326788	2.047449082426488	3.1298301047074233	2.1968717315097686	1.8981423991711803	2.0656024545790417	2.64089983702893	2.041989619503722	2.2906683385628055	1.5109584687436317	3.2848096439347994	2.3171505982109366	2.1509743232210004	1.3178950218220657	1.6073207708757806	2.1826086908082907	0.3569577542799228	0.39825330898765493	1.354683641874764	3.4679302951397055	0.6592470244734083	1.8735055384803914	1.8888203968090613	0.42530853064262525	0.7297937444370856	1.5680732845817793	0.7038146715007089	0.977613318315137	2.1878084199881602	2.7782574898733374	1.0548198896728849	2.2687496258044555	2.133013850216251	1.424748207261186	1.8734469786729733	1.5133924980091809	0.42430533307857343	1.6888196552966348	1.0658696693348975	3.1399144644008623	1.5701925269793595	2.730694943601902	1.8161651670628642	1.9297763402505148	3.5289407654843936	3.342873449885929	2.455234591875984	2.7854095812139534	2.7600093521414353	3.8323227730581215	3.0120060048540624	2.5842618956161094	2.7280567088876193	2.5459425571220384	2.371749381021343	2.986792397164686	3.230445847251541	3.046684605288994	2.1456663757577705	3.2329358941632784	2.8767903355450524	2.4540959946339758
TL1a_DTT_157_Repeat	3.8183123400697014	1.7578226881260592	1.979604303841636	3.5459251104708476	3.2957830711207428	1.1890610300703943	2.047542753989648	0.7790665118982417	1.4953963392224943	1.9989043868101548	2.460312030909517	3.2357636827551888	1.120020007351548	2.3797211442027066	0.5586262604535849	0.954227425834415	2.6980449351339697	2.5087705219006806	2.0832242147467523	1.191003525336803	0.7208433549019025	0.7182787789595515	0.0	1.8651976552542238	2.548627189866273	0.7792391661869754	1.5781148867252623	2.8472005488402927	1.9107829572289932	2.177938202679736	1.6221820557520987	2.3359151573737615	0.8800802710961383	0.9124300852612772	0.9346127050414464	1.4441638617125563	2.5208250115453876	1.72855804840632	1.6571279181820227	1.5323158674237818	2.0494976937507428	1.4175809895434814	1.7135415659999813	1.0228125524267353	2.7010797204926815	1.8896880521762358	1.863145494485975	1.2643900760915443	0.9657890953935794	1.830314419433223	0.4203117693598772	0.7344796172405378	1.0668952711896633	2.9508956165785625	0.5240068548569257	1.591009277122823	1.4797589190343856	1.0521662077663414	0.12913886092388477	1.299856494269788	0.4385995407929023	0.6871052036841876	1.652021867039967	2.370495806731292	1.2688971373865383	1.9545085469755228	1.8190881317426497	1.3541537007201536	1.5174159242987557	1.2768318716527416	0.4909771549743953	1.4750256584929928	0.8700179288728217	2.4873835890458014	1.3919155147593618	2.4105582970679236	1.5322360347262307	1.3985472949043185	2.97883553883949	2.6899552572422984	1.925262553045737	2.3434432571314545	2.240292785697517	3.139463314830218	2.309407093335382	2.1005236618584533	2.0571184724363096	2.0747132350171205	1.8344509809694032	2.4742062903705895	2.618929850647729	2.5882647684398634	1.7183866090578095	2.5921079324296996	2.27951806053893	1.938943997666708
TL1a_FP_231	4.793116285340554	0.2913980983944671	0.21852398808621562	4.435742086708119	1.9585768565539055	2.7961770980354848	1.9927008131078139	2.3319843127751647	1.7524435280315216	0.18442119042094865	3.0526744092254714	4.06702929523524	1.9167994230691672	2.8901908080231995	2.194950245045039	2.55840377022735	3.3547920633595103	2.291824344278955	2.137087485386126	2.7544723006351064	2.2470192052554165	2.1116705742703417	1.8651976552542238	0.0	1.1364573249566836	1.704247232842432	1.9473741150626946	3.007672008252884	1.3461870983621096	2.134437823241576	1.0998149423446844	0.5000715687921208	2.138037845258631	1.1986366690396955	1.961974136041041	1.2024891349555216	3.2104012784677614	2.613865610487212	2.042364654372595	1.1782464578031993	2.2797210900096925	1.5333179333108267	1.2336659841419861	1.1448295560889916	2.1802206263923996	2.9577599686521006	0.22635711786073787	1.1511934947353284	1.698245156657833	0.36779401225327263	1.865987604836069	1.8286091183495292	2.4089662794889	1.7745223863083421	2.361850144791959	2.0615581372171365	2.0726649221708584	2.440424843866635	1.8436208441853117	0.5693338784382822	2.046206448447216	2.043637891836686	0.9505208958216689	0.8280656138637951	3.0312801750589826	0.2708778411499939	0.21251553106849505	2.9069022634136377	0.4476531689926811	0.6878343199733681	2.2254628840495236	0.43598186357508106	2.1806121137694605	3.188418685684337	0.5994510926978305	0.7030727261204199	0.3509749688536828	2.553696315902186	1.9492695104834419	2.512582454170611	1.1281790499586097	1.0004724661339928	1.240781549156417	3.775103940747934	2.435956872529629	1.1398160394447248	1.912718772758068	0.8970589877659074	1.0345704787472667	1.3868339609551221	2.2087553755777143	1.2019944760338486	0.6146139235726182	2.6596550738517406	1.8517991282131483	1.0265664628410853
TL1a_FP_284	4.507976709192277	0.9995087407582837	1.0396352911178133	4.332723258299212	0.9511215053901559	3.5256613744102308	1.5762848683526343	3.0278541832979315	1.6462024598626366	1.1974141249955683	2.6845155044853293	3.7648690525924353	2.089279724728883	2.500587148693385	2.9174768968039695	3.1096314843636947	3.0346386928794185	1.9011372148505459	1.7670345466679764	3.1741541726788975	2.73139869055939	2.920759452815377	2.548627189866273	1.1364573249566836	0.0	2.1135767623938087	1.8085759118168323	2.407286201357055	0.967822916694903	1.6506022834021643	1.3243194424890374	1.1745798253433055	2.5157532629906014	1.671288686047583	2.206398810656042	1.4617414332281407	2.9023883062102125	2.525476952611286	2.0010675368923896	1.1670312963924612	1.906249214848228	1.5516569155501816	1.1631216965542668	1.544758432489258	1.40964312558161	2.899752967216618	1.2196004572057995	2.235485584299009	1.9450403169717527	0.8938168177503021	2.6175629555655213	2.583633065054716	2.6965432830995	0.9077766680631866	3.0208114919908247	2.0281396188570833	2.0330981894101052	3.3126870113155293	2.489151152499169	1.4993018533399551	2.6203476343873264	2.4846269849100744	1.186296644572466	0.6959969905862281	3.652893821639865	0.8943379574898981	1.0147101563055183	3.2649036358674604	1.1615995197106623	1.7099162385359932	2.9296844356506453	1.4815496394969443	2.5750787034479483	2.940647897037022	1.665194988569045	0.5521993033786929	1.235511353842262	2.640489989247608	1.1015414982675364	1.9347010067418446	0.8862295997439317	0.4588810031399788	0.7377568721721492	3.552277234066417	2.1850364774108595	0.6344206181262669	1.6883622712973052	0.6989419444346912	1.313714793138069	0.686862007873563	1.5322752619418327	0.596142738057672	0.9181082565193711	2.1304482571696868	1.2906276035249744	0.8534021382177037
