metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Sequencing_Run	k__Bacteria.p__Verrucomicrobia	2014_Sept	1.75167055572551	0.352722448810061	17	13	0.00172312722241104	0.0169642234733989
Type	k__Bacteria.p__Verrucomicrobia	Mucosal	-1.47367036853011	0.328141263137935	17	13	0.00282737057889982	0.0169642234733989
Type	k__Bacteria.p__Firmicutes	Mucosal	1.66674237216605	0.463969059004981	17	8	0.00872281831115746	0.0348912732446299
Sequencing_Run	k__Bacteria.p__Firmicutes	2014_Sept	-1.68289524463667	0.498419537739003	17	8	0.0119996131588251	0.0359988394764754
