	chao1
BioGeo-Mouse9A_FP97_merged_R1_001.fastq_profiled_metagenome	160.0
BioGeo-Mouse9A_FP101_merged_R1_001.fastq_profiled_metagenome	60.0
BioGeo-Mouse8A_FP89_merged_R1_001.fastq_profiled_metagenome	118.0
BioGeo-Mouse8A_FP85_merged_R1_001.fastq_profiled_metagenome	162.0
BioGeo-Mouse7A_FP41-REP1_S54_R1_001.fastq_profiled_metagenome	50.0
BioGeo-Mouse7A_FP37_merged_R1_001.fastq_profiled_metagenome	147.0
BioGeo-Mouse6A_FP35-Rep1_S93_R1_001.fastq_profiled_metagenome	52.0
BioGeo-Mouse6A_FP31_merged_R1_001.fastq_profiled_metagenome	178.0
BioGeo-Mouse5A_FP29-REP1_S53_R1_001.fastq_profiled_metagenome	221.0
BioGeo-Mouse5A_FP25_merged_R1_001.fastq_profiled_metagenome	139.0
BioGeo-Mouse4A_FP23-Rep1_S92_R1_001.fastq_profiled_metagenome	59.0
BioGeo-Mouse3A_FP17_merged_R1_001.fastq_profiled_metagenome	37.0
BioGeo-Mouse3A_FP13_merged_R1_001.fastq_profiled_metagenome	142.0
BioGeo-Mouse2A_FP11-REP1_S55_R1_001.fastq_profiled_metagenome	101.0
BioGeo-Mouse2A_FP07_merged_R1_001.fastq_profiled_metagenome	183.33333333333334
BioGeo-Mouse1A_FP05_merged_R1_001.fastq_profiled_metagenome	63.0
BioGeo-Mouse1A_FP01_merged_R1_001.fastq_profiled_metagenome	60.0
BioGeo-Mouse10A_FP113_merged_R1_001.fastq_profiled_metagenome	90.0
BioGeo-Mouse10A_FP109_merged_R1_001.fastq_profiled_metagenome	140.0
