OTU.ID	BioGeo-TL1a_FP_127_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_131_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1A_FP_629_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_85_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_139_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_143_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_205_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_241_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_61_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1A_FP_637_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1A_FP_641_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_65_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-01B-FP207-S55_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-01B-FP211-S59_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-02B-FP219-S67_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-02B-FP223-S71_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-03B-FP231-S79_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-03B-FP235-S83_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-04B-FP243-S92_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-04B-FP247-S44_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-05B-FP255-S52_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-05B-FP259-S56_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-06B-FP267-S64_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-06B-FP271-S69_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-07B-FP279-S77_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-07B-FP283-S81_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-08B-FP291-S89_merged_R1_001.fastq_profiled_metagenome	BioGeo-Lyz2-08B-FP295-S93_merged_R1_001.fastq_profiled_metagenome	BioGeo-LYZFP303_merged_R1_001.fastq_profiled_metagenome	BioGeo-LYZFP307_merged_R1_001.fastq_profiled_metagenome	BioGeo-LYZFP315_merged_R1_001.fastq_profiled_metagenome	BioGeo-LYZFP319_merged_R1_001.fastq_profiled_metagenome	BioGeo-LYZFP339_merged_R1_001.fastq_profiled_metagenome	BioGeo-LYZFP355_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse10A_FP109_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse10A_FP113_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse1A_FP01_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse1A_FP05_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse2A_FP07_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse3A_FP13_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse3A_FP17_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse5A_FP25_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse6A_FP31_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse7A_FP37_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse8A_FP85_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse8A_FP89_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse9A_FP101_merged_R1_001.fastq_profiled_metagenome	BioGeo-Mouse9A_FP97_merged_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP001_merged_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP019a_merged_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP077_merged_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP095_merged_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP109_merged_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP113_merged_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP127_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-01B-FP11_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-02B-FP19_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-02B-FP23_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-03B-FP31_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-04B-FP47_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-05B-FP55_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-06B-FP67_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-06B-FP71_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-07B-FP79_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-07B-FP83_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-09B-FP104_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-09B-FP106_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-13B-FP152_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-14B-FP164_merged_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-14B-FP166_merged_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_193-Rep1_S85_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_197-REP1_S10_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_229-REP1_S12_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_233-REP1_S13_R1_001.fastq_profiled_metagenome	BioGeo-TL1A_FP_625-REP1_S16_R1_001.fastq_profiled_metagenome	BioGeo-TL1A_FP_673-REP1_S20_R1_001.fastq_profiled_metagenome	BioGeo-TL1A_FP_677-REP1_S21_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_101-REP1_S6_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_209-REP1_S11_R1_001.fastq_profiled_metagenome	BioGeo-TL1A_FP_685-REP1_S22_R1_001.fastq_profiled_metagenome	BioGeo-TL1A_FP_689-Rep1_S104_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_73-REP1_S3_R1_001.fastq_profiled_metagenome	BioGeo-TL1a_FP_77-REP1_S4_R1_001.fastq_profiled_metagenome	BioGeo-LYZFP327-Rep1_S105_R1_001.fastq_profiled_metagenome	BioGeo-LYZFP351-Rep1_S106_R1_001.fastq_profiled_metagenome	BioGeo-Mouse2A_FP11-REP1_S55_R1_001.fastq_profiled_metagenome	BioGeo-Mouse4A_FP23-Rep1_S92_R1_001.fastq_profiled_metagenome	BioGeo-Mouse5A_FP29-REP1_S53_R1_001.fastq_profiled_metagenome	BioGeo-Mouse6A_FP35-Rep1_S93_R1_001.fastq_profiled_metagenome	BioGeo-Mouse7A_FP41-REP1_S54_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP005-REP1_S24_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP023-REP1_S26_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP071-REP1_S27_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP091-REP1_S29_R1_001.fastq_profiled_metagenome	BioGeo-SLCFP131-REP1_S33_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-01B-FP07-Rep1_S107_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-03B-FP35-REP1_S38_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-04B-FP43-Rep1_S88_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-05B-FP59-REP1_S37_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-08B-FP92-REP1_S41_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-08B-FP94-REP1_S42_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-10B-FP116-REP1_S44_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-10B-FP118-REP1_S45_R1_001.fastq_profiled_metagenome	BioGeo-Vil1-13B-FP154-REP1_S47_R1_001.fastq_profiled_metagenome
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	11865	0	995370	3845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	0	0	0	0	0	0	0	0	0	10736	145704	37536	2101	436314	16906	291640	18002	254614	140913	11970	152279	102421	0	0	0	0	7584	0	0	0	0	0	785229	8056	6758	172180	431244	33712	1605211	0	196830	531887	55291	459	17228	101609	58391	34179	0	0	0	0	0	0	0	0	0	825541	80809	1348074	16755	20663	1186758	732582	38226	0	102979	0	0	0	5913	0	0	8307	334955	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__GGB30301|s__GGB30301_SGB43265	146465	0	0	46683	0	0	0	0	0	0	0	0	6781	0	49	0	871	0	280	0	6763	0	0	0	8077	0	47	0	37738	0	1145	0	729	0	1271	0	0	0	2865	538	0	0	875	0	13180	0	0	10351	0	0	0	0	0	0	0	0	0	0	0	0	1	7305	0	5277	0	724	0	0	11830	0	643	0	26367	0	0	0	0	0	0	0	0	0	0	2591	569	0	0	1169	0	0	0	0	0	0	0	0	0	203	0	21830	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__GGB31701|s__GGB31701_SGB45057	0	0	0	0	0	0	0	0	0	0	0	0	10652	0	29346	0	21197	0	1310	0	3600	0	25594	0	39251	0	3020	0	6793	402	1071	6	0	0	0	0	0	0	1187	356	0	9642	529	269	0	0	0	0	16288	9297	15	19	0	0	0	0	369	0	2885	0	2809	60414	0	66067	0	1907	0	0	10433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664745	0	0	12	26	0	5954	0	42921	268	15846	2894	36472	0	24985	0	0
k__Bacteria|p__Actinobacteria|c__CFGB73496|o__OFGB73496|f__FGB73496|g__GGB70518|s__GGB70518_SGB94950	0	0	0	0	0	0	0	0	0	0	0	0	43	78	0	0	309	1486	0	0	0	0	13229	57094	0	1191	12863	62209	998	23371	14664	51890	771	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11026	0	0	0	0	0	0	0	0	0	5240	35543	0	18348	33319	1207	9985	0	673	14697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11236	14478	6321	15208	59226	0
k__Bacteria|p__Actinobacteria|c__CFGB73496|o__OFGB73496|f__FGB73496|g__GGB80032|s__GGB80032_SGB42945	2830	95	59582	7326	0	0	0	0	0	0	0	0	8258	5769	9951	13267	6250	22880	1145	0	0	0	4350	26099	14074	99890	2763	21419	20125	167750	21908	80279	0	17179	0	1391	0	0	0	0	0	0	0	0	0	0	0	0	915	6908	41059	7696	0	0	0	37442	2655	15503	6121	77242	3010	7117	0	4150	14541	0	563	0	0	608	0	0	3074	6737	5371	22542	0	0	0	0	0	0	0	0	2013	0	0	0	0	0	37806	62606	18	2510	13152	11408	3584	18605	9647	0	0	0	5955	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified|s__Atopobiaceae_bacterium_FL090493	4	0	720214	11709	0	0	0	0	0	0	0	0	2974	10069	4068	196983	2452	9388	60	0	0	0	0	0	0	0	0	0	75419	857750	601605	849491	55947	23559	0	0	0	14902	108	0	0	4034	63	16095	0	32931	0	0	257	3450	1095	970	0	0	0	0	0	0	0	0	0	0	0	0	7049	770	106181	0	1401	158249	4204	0	9751	1270	90404	6450	0	0	0	0	0	0	0	0	1236	197345	73029	43683	2949	51858	23214	60250	5104	53	40366	0	0	0	0	6732	3833	31526	111785	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter|s__Parvibacter_caecicola	3406	0	32572	740	0	0	0	0	0	0	0	0	2611	2014	1576	3459	9103	5609	1041	0	3600	6897	1744	7600	5576	24545	4628	12677	1780	13577	7407	15975	4693	5081	0	782	0	0	35	351	0	15681	392	10838	0	1147	0	0	0	278	10629	896	0	0	0	12833	1636	10478	1314	11170	4206	1354	0	2018	8604	763	16349	0	200	3811	4067	0	3662	7100	10661	19946	0	0	0	0	0	0	0	5459	111	44754	15377	138514	0	3990	4857	6073	128	8	4140	7699	2769	19812	1478	0	5931	1087	28204	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris	3878	0	28105	1755	0	0	0	0	0	0	0	0	3540	4261	5877	15606	21235	13296	6217	0	8314	23777	11784	37424	59406	180980	8020	16781	7212	46451	18454	27218	7271	9891	0	4222	0	467	388	0	0	1750	0	548	0	14008	0	0	6637	28397	154962	45034	0	0	0	83119	13927	84421	13046	104842	7112	25163	0	4313	25631	1174	9835	0	6033	17555	4232	0	4521	9114	11027	17679	0	0	0	0	0	0	0	65743	578	21937	3321	40240	0	0	80315	108644	24868	16140	76574	63353	24388	166964	17648	5951	14495	2928	7191	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0	0	0	363	0	33	1319	2926	32657	33331	36648	7194	1533	0	1163	22727	19100	3905	0	49207	136789	21916	113665	745	19523	48722	76525	19500	109161	68527	109432	0	48394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28013	696	14188	6978	79612	43470	0	0	16948	87820	24208	126664	0	9054	12134	0	0	0	0	0	0	0	0	58241	31993	1699	62064	18666	0	4593	0	0	0	0	0	0	0	0	0	0	18027	15769	131055	5426	1970	9877	8692	85501	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola	0	0	35869	4533	0	0	0	0	0	0	0	0	11943	12529	11438	29119	39253	43846	10087	0	35620	98249	19838	92090	33852	102967	21760	57023	26719	174806	50171	110536	12317	61302	0	4010	0	1133	1002	0	0	2851	0	1161	0	20087	0	0	1669	3621	49111	4809	0	0	0	66103	9950	105313	8694	106890	19803	12391	0	15913	61700	3679	20844	0	2396	10398	5050	0	35961	85677	10557	19457	0	0	0	0	0	0	0	29253	9258	25188	7578	67711	0	0	12430	19174	7792	2176	31419	44018	16085	100528	13413	5726	20782	7533	23192	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_muris	18794	5889	87926	32430	0	0	0	0	0	0	0	0	44549	53219	32348	158552	78751	93777	20967	1246	52362	206362	28133	124523	31743	53150	32659	111329	44253	322016	120910	182213	98760	137386	0	884	0	6942	8648	1325	0	12240	166	4651	0	4373	169	0	4033	11965	170229	31682	0	0	0	100498	21391	256608	9026	271534	36775	51436	664	59838	104005	2247	59723	0	9473	94307	34918	2507	22436	17834	39153	248619	1065	0	0	0	0	0	0	39784	20622	364415	17019	208601	0	2701	72582	51538	16094	6249	115716	124560	16059	88204	42126	15345	67763	22499	146986	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_bacterium	0	0	7372	341	424	0	521	3439	1513	135813	286855	28802	5758	2433	2509	1438	4755	4667	1043	0	9013	2877	122	1195	1983	28786	3976	14039	2122	23949	10145	19199	5584	9479	0	4185	0	201	487	0	0	1646	0	533	0	90	0	0	964	3773	11771	6183	0	0	0	24947	1330	3476	2434	12581	6891	752	0	1207	24196	1922	15357	0	1263	1159	473	0	65	1712	1141	4590	0	0	291624	115595	23057	41159	13424	2626	532	4077	69	39865	0	21	15668	21800	3971	2651	2824	1336	5916	49882	630	4	1763	264	23898	0
