#OTU ID,TILCDTT774,TILCDTT739,TILCDTT736,TILCDTT852,TILCDTT778,TILCDTT845,TILCDTT744,TILCDTT843,TILCDTT737,TILCDTT850,TILCDTT813,TILCDTT810,TILCDTT841,TILCDTT846,TILCDTT743,TILCDTT735,TILCDTT809,TILCDTT851,TILCDTT777,TILCDTT844,TILCDTT773,TILCDTT848,TILCDTT734,TILCDTT807,TILCDTT780,TILCDTT742,TILCDTT849,TILCDTT738,TILCDTT740,TILCDTT771,TILCDTT816,TILCDTT772,TILCDTT741,TILCDTT779,TILCDTT808,TILCDTT815,TILCDTT590,TILCDTT425,TILCDTT554,TILCDTT296,IL17DTT201,IL17DTT54,IL17DTT28,TILCDTT446,TILCDTT23,TILCDTT506,IL17DTT188,TILCDTT24,TILCDTT394,TILCDTT396,TILCDTT476,TILCDTT558,TILCDTT616,IL17DTT218,IL17DTT85,IL17DTT52,IL17DTT132,TILCDTT647,TILCDTT300,TILCDTT353,TILCDTT556,TILCDTT265,TILCDTT421,IL17DTT104,IL17DTT90,TILCDTT646,IL17DTT143,TILCDTT379,TILCDTT510,TILCDTT352,TILCDTT422,TILCDTT395,TILCDTT571,TILCDTT648,IL17DTT26,TILCDTT618,TILCDTT266,IL17DTT142,TILCDTT603,TILCDTT392,IL17DTT27,TILCDTT449,IL17DTT144,IL17DTT219,TILCDTT381,TILCDTT478,TILCDTT645,IL17DTT29,TILCDTT480,TILCDTT572,IL17DTT129,TILCDTT270,TILCDTT594,IL17DTT199,IL17DTT202,TILCDTT555,IL17DTT200,TILCDTT269,TILCDTT617,TILCDTT424,TILCDTT19,IL17DTT116,TILCDTT268,TILCDTT508,IL17DTT25,IL17DTT203,TILCDTT475,TILCDTT614,TILCDTT576,TILCDTT479,TILCDTT393,TILCDTT602,IL17DTT130,IL17DTT86,IL17DTT141,TILCDTT553,TILCDTT615,IL17DTT53,TILCDTT613,TILCDTT644,TILCDTT448,IL17DTT117,TILCDTT391,TILCDTT295,IL17DTT115,TILCDTT557,IL17DTT89,TILCDTT450,TILCDTT505,TILCDTT426,TILCDTT20,IL17DTT220,IL17DTT105,IL17DTT222,IL17DTT221,IL17DTT49,IL17DTT51,TILCDTT589,TILCDTT592,IL17DTT131,IL17DTT139,TILCDTT354,TILCDTT575,TILCDTT445,TILCDTT350,TILCDTT351,TILCDTT267,IL17DTT88,TILCDTT21,IL17DTT189,TILCDTT509,TILCDTT605,TILCDTT384,TILCDTT297,TILCDTT591,IL17DTT87,IL17DTT120,TILCDTT606,IL17DTT140,TILCDTT380,TILCDTT593,TILCDTT423,TILCDTT22,TILCDTT574,TILCDTT573,TILCDTT382,TILCDTT383,IL17DTT119,IL17DTT30,TILCDTT349,TILCDTT299,TILCDTT643,TILCDTT601,IL17DTT128,TILCDTT477,IL17DTT217,IL17DTT127,IL17DTT118,TILCDTT507,IL17DTT50,TILCDTT298,IL17DTT106,IL17DTT103,TKODTT130,TKODTT49,TKODTT152,TKODTT21,TKODTT54,TKODTT142,TKODTT100,TKODTT112,TKODTT141,TKODTT155,TKODTT84,TKODTT98,TKODTT19,TKODTT29,TKODTT133,TKODTT161,TKODTT46,TKODTT50,TKODTT126,TKODTT96,TKODTT124,TKODTT123,TKODTT69,TKODTT53,TKODTT107,TKODTT97,TKODTT36,TKODTT16,TKODTT93,TKODTT127,TKODTT118,TKODTT76,TKODTT25,TKODTT34,TKODTT113,TKODTT120,TKODTT64,TKODTT43,TKODTT148,TKODTT24,TKODTT129,TKODTT62,TKODTT145,TKODTT147,TKODTT162,TKODTT65,TKODTT80,TKODTT17,TKODTT26,TKODTT111,TKODTT8,TKODTT9,TKODTT77,TKODTT88,TKODTT83,TKODTT149,TKODTT47,TKODTT117,TKODTT110,TKODTT18,TKODTT42,TKODTT156,TKODTT99,TKODTT30,TKODTT125,TKODTT35,TKODTT79,TKODTT131,TKODTT39,TKODTT139,TKODTT38,TKODTT119,TKODTT102,TKODTT2,TKODTT103,TKODTT7,TKODTT70,TKODTT87,TKODTT41,TKODTT109,TKODTT135,TKODTT51,TKODTT58,TKODTT60,TKODTT108,TKODTT104,TKODTT57,TKODTT92,TKODTT37,TKODTT101,TKODTT44,TKODTT27,TKODTT138,TKODTT153,TKODTT55,TKODTT90,TKODTT160,TKODTT78,TKODTT3,TKODTT91,TKODTT116,TKODTT73,TKODTT158,TKODTT82,TKODTT136,TKODTT143,TKODTT59,TKODTT52,TKODTT61,TKODTT23,TKODTT72,TKODTT154,TKODTT105,TKODTT22,TKODTT66,TKODTT10,TKODTT28,TKODTT94,TKODTT128,TKODTT5,TKODTT11,TKODTT151,TKODTT89,TKODTT137,TKODTT40,TKODTT12,TKODTT159,TKODTT48,TKODTT45,TKODTT75,TKODTT106,TKODTT144,TKODTT157,TKODTT6,TKODTT132,TKODTT32,TKODTT81,TKODTT115,TKODTT56,TKODTT146,TKODTT31,TKODTT71,TKODTT1,TKODTT74,TKODTT20,TKODTT33,TKODTT95,TKODTT63,TKODTT150,TKODTT140,TKODTT4,TKODTT134,TILCIL22DTT982,TILCIL22DTT1047,TILCIL22DTT940,TILCIL22DTT939,TILCIL22DTT961,TILCIL22DTT966,TILCIL22DTT1004,TILCIL22DTT937,TILCIL22DTT1078,TILCIL22DTT962,TILCIL22DTT914,TILCIL22DTT933,TILCIL22DTT1083,TILCIL22DTT1040,TILCIL22DTT1081,TILCIL22DTT932,TILCIL22DTT1039,TILCIL22DTT979,TILCIL22DTT1014,TILCIL22DTT964,TILCIL22DTT918,TILCIL22DTT1042,TILCIL22DTT980,TILCIL22DTT1080,TILCIL22DTT1010,TILCIL22DTT1046,TILCIL22DTT1050,TILCIL22DTT1006,TILCIL22DTT983,TILCIL22DTT1048,TILCIL22DTT934,TILCIL22DTT1044,TILCIL22DTT1008,TILCIL22DTT1045,TILCIL22DTT1007,TILCIL22DTT965,TILCIL22DTT1082,TILCIL22DTT1003,TILCIL22DTT1077,TILCIL22DTT1005,TILCIL22DTT1009,TILCIL22DTT917,TILCIL22DTT1049,TILCIL22DTT984,TILCIL22DTT931,TILCIL22DTT1085,TILCIL22DTT935,TILCIL22DTT981,TILCIL22DTT1076,TILCIL22DTT1079,TILCIL22DTT1075,TILCIL22DTT915,TILCIL22DTT913,TILCIL22DTT1043,TILCIL22DTT1041,TILCIL22DTT1012,TILCIL22DTT938,TILCIL22DTT936,TILCIL22DTT1011,TILCIL22DTT963,TILCIL22DTT1084,TILCIL22DTT1013
1CMET2-PWY,1319.8581,1293.7293,1869.7635,1883.5223,795.3907,286.9313,529.2354,2642.9192,657.9614,1018.3466,3801.5892,1429.2163,12902.6756,228.9576,411.5694,14035.9655,353.6202,687.8661,1063.2356,1012.0313,2913.0724,3558.9951,9197.3941,6464.3951,1821.292,523.6962,1969.9699,1068.2112,474.9811,2968.0532,3504.8166,562.7803,143.8331,327.1863,420.0501,2912.0749,29600.4158,2120.2893,15746.8493,10180.3335,36214.1581,801.9954,233.9475,17638.1063,5301.2493,7546.1894,31045.3334,5621.949,2205.1603,3700.2822,27945.7238,10957.3807,8010.5184,32139.5492,17432.5294,8480.6708,22413.9023,11464.1915,27.0431,390.0504,3325.5065,9159.4002,9425.7511,28081.8151,27970.2934,8511.2053,349.188,26839.5286,10316.2066,251.6312,19081.4745,2555.973,15747.2577,28688.284,33489.4691,12383.2825,19460.5883,739.6913,38332.0904,37559.5027,45651.1775,3569.2176,6195.0898,24248.6364,5252.7116,1050.661,53742.2989,282.5405,2539.3737,15263.387,20536.8217,4999.0293,7678.7773,19248.135,2597.4311,3337.3991,32085.9365,2047.1138,391.939,486.1862,15504.8924,31770.5035,1412.0913,1661.9702,12782.4834,2556.3393,24749.6397,30301.6684,12777.2666,394.453,34039.3702,35048.8093,31231.5032,25270.9324,46258.6911,14893.4492,39401.7337,4402.1858,25601.2686,44446.3885,2590.0691,37155.8815,4740.1147,7249.1171,10917.8097,13669.4962,9608.5234,2299.0258,8135.8446,6292.4263,10360.478,15945.2638,23194.1908,9738.7689,10002.1666,15511.1443,41920.1959,26483.4853,383.6764,18113.026,22082.3267,1102.6,8153.6717,8593.5847,34780.3547,33216.2153,4432.2599,10215.7493,4828.3695,39410.684,4953.0994,10838.1668,774.6672,2910.6105,38012.7722,25901.5836,17794.7689,13335.754,30251.2107,12000.6039,3786.9743,3268.4851,6719.541,3612.3461,4129.0765,196.0546,238.9752,24281.8914,2590.935,27196.478,340.8973,31644.3946,20377.8016,35647.0477,7852.1079,5638.9618,7291.4718,19119.561,7660.8147,26937.5151,2158.5797,7497.374,8969.0538,10141.3993,17309.6136,14635.0565,17245.1922,5296.2708,13633.7734,1446.8904,812.9195,16251.8388,4426.8628,8440.9796,9661.9819,12576.7564,5649.8659,15706.9334,13613.7541,1141.6216,12739.4393,5612.1972,1713.2648,192.258,17978.4061,18121.6247,2730.2026,540.1576,11129.6889,2271.7746,11546.772,8659.5179,9542.5457,1520.8996,1482.0398,7105.2644,11547.1423,606.4034,12304.5841,1131.0095,11222.1486,11592.3716,14648.4565,16047.027,15621.2149,7610.9983,19178.6132,8614.8734,2625.1005,11276.2906,16822.5464,10769.6508,12132.8634,12511.7085,13997.9248,3102.8272,7721.7397,11195.4505,13611.9018,3172.2399,11557.5382,11669.8515,12999.8463,1987.203,7378.2992,13454.2818,3785.7375,5685.629,8783.0468,5638.4611,3774.1644,19978.6925,12667.4504,12596.5076,6331.0312,8180.4525,1745.9696,7695.3482,12395.7182,195.9125,20406.2404,510.1264,7862.4486,17257.8906,16784.672,13867.4784,13782.2133,9714.6036,8445.2437,17102.8315,11427.3146,8709.363,5560.2313,17520.2836,22915.3834,13754.5697,16398.7229,10939.4233,1844.1201,12844.7256,2416.972,9505.3099,10831.2313,7689.9208,17980.9779,7958.5502,594.3404,1127.1703,10841.4658,12663.4836,24.4891,14857.2127,11516.719,2280.3543,6029.6202,4918.1501,8997.494,6292.3702,120.4832,104.4469,2366.3175,9426.0645,3318.5133,64.6195,13194.879,1032.622,9415.8485,133.59,3271.7596,15026.8546,6229.1952,20780.2725,12947.8562,3675.8176,4776.0506,12340.635,8017.2056,5149.0355,14249.8047,13997.8042,8438.0565,13786.728,12585.6508,13105.1597,551.0768,9794.1157,12644.6203,12664.4945,18015.4264,3297.1061,18957.8733,8654.8725,12993.7378,10813.5988,11768.0781,4754.9658,3228.2087,4121.4768,1886.7899,5487.0091,199.1736,17785.946,19852.6986,1871.4662,6456.2838,7120.1017,6672.8015,8799.5906,21701.6185,15808.1092,29355.9721,11078.3551,24923.4825,740.8466,186.6394,20.9459,1274.6959,21420.5323,4362.6814,15344.924,12523.558,10191.3346,2081.1394,2043.7248,6673.66,5333.0366,1977.3762,5925.9857,3589.8391,2252.1289,273.6111,14676.0676,33508.3716,25129.0712,21337.3992,11009.9852,489.5021,6950.7223,20113.956,25929.3601,7885.0209,2848.6186,4307.9716,36920.3426,4599.872,27184.1069,1560.3005,3899.4058,2763.8545,11671.7893,2578.5466,16411.6675,20839.4356,5086.74,5426.1685,6132.0971,2917.9863
ANAEROFRUCAT-PWY,1389.6725,1505.8451,2418.8754,1578.506,932.0065,359.9437,631.4718,2425.4941,903.1517,1204.8201,1847.3036,1550.4134,13125.8058,69.7706,536.3789,16859.491,458.6918,484.7026,923.2455,1551.6658,3782.9619,3044.3876,8848.2365,3714.352,2157.8002,1286.1065,1278.7395,1288.4364,573.0851,2275.7364,3760.5908,731.3582,97.7204,398.1918,684.6631,3599.1559,29159.2767,2319.0034,15980.1288,8968.8908,30107.0657,1256.2683,482.0251,15003.8339,6466.1009,6367.2681,25236.0566,4700.7713,3601.4674,2145.8124,20207.0007,9279.4085,10787.9588,33163.6414,15309.0245,9897.6629,26293.8958,4777.2203,42.2783,88.7976,4272.2479,8249.9749,7951.9513,28322.5235,32748.0573,9362.1938,183.9477,25528.0703,7472.1071,239.7613,14514.163,1757.6896,15568.5681,27224.9377,28523.4812,7509.256,16716.416,1214.7989,31653.3396,30556.9222,33770.4657,2787.6097,4867.4676,23046.4676,3817.9166,1174.2899,41990.4682,482.7382,2557.7629,14772.3763,23946.6395,1696.6561,8758.8582,17339.7124,1883.5201,3045.3576,26087.5026,1304.4439,397.4233,855.4089,18345.2444,30190.1983,2129.4721,2982.7807,9211.7817,3187.8363,19343.2234,23407.5331,11596.4348,527.9292,30651.6752,29053.791,35618.4562,22764.9397,39701.4732,16067.2432,31090.6027,5120.6521,22818.9323,36256.2389,2270.656,36135.7209,4559.4043,7401.1792,12795.5084,9988.3413,11863.775,1715.9226,8293.8201,6667.178,8411.9706,20774.4671,24248.3775,12089.5118,11265.4391,14070.4629,32873.9539,28351.6649,816.8944,19581.9409,19267.3906,287.8979,8626.3762,8918.8358,27702.1882,28773.0567,3341.3453,8086.5562,4236.4386,33571.3518,5150.8617,12251.5374,1009.6845,2177.9684,37789.7496,23753.3583,19705.9489,14013.0664,27061.1809,9172.8984,4694.8405,2612.0827,9502.7838,4555.092,3347.8092,414.7422,247.2685,26147.2886,3770.1838,25481.5532,2355.1305,32145.0369,20585.5637,30043.0201,6999.1646,3240.8063,8104.7021,25844.5665,5883.692,25774.1235,2563.4229,12901.8155,10330.7293,12940.8761,17024.2647,13015.7284,15967.4283,6165.7893,9613.2649,1535.2685,1494.4011,15284.2087,5141.5625,10094.4507,9878.5798,12351.823,7469.8858,17644.1273,11347.3038,1340.1836,9108.3025,5665.5709,2364.0821,192.0478,15590.4043,15471.3358,2794.5223,708.2274,12988.6685,1856.6039,10209.5147,7816.1005,10011.6499,813.6657,3747.2603,6845.3419,9343.6789,1049.5599,12626.7906,1095.5683,8427.5382,8636.2826,5018.9818,17905.4132,14118.4742,8714.4073,12778.3677,9637.2205,853.4901,9795.0347,7243.5645,9337.4113,10553.6083,11940.3721,12513.0635,3944.8913,4499.0243,10740.627,12111.6014,4449.1351,11131.3181,9708.5378,8388.3432,3029.6479,9144.4669,15570.5505,2282.286,4296.7308,9933.2489,5474.2156,5263.1608,9346.9358,10930.1197,10081.2476,8716.5017,9242.2127,1074.1115,9173.7111,12279.9797,134.0073,19771.1567,927.2272,5615.2758,19662.59,13012.8349,9555.6244,6723.5579,11077.5544,9630.0962,15590.7776,10178.8389,8447.4205,6365.8283,17190.3277,12824.6909,12473.0922,12894.56,11180.9607,1937.1604,14598.5765,3081.1463,8076.1128,9986.6202,6607.4471,16915.455,7107.2242,569.7339,1374.2672,7995.2614,4891.3241,32.4382,14417.1121,3885.709,2421.369,6991.5593,5680.0374,3019.0948,3192.6522,139.1151,119.5304,5527.9333,10688.2139,4393.6776,59.8438,9677.2488,1581.5666,11906.4891,255.0841,2700.9237,11213.2483,8131.9036,15236.4106,10365.5502,3067.4741,4404.0516,11168.9201,9600.1895,5495.2455,14522.258,10714.478,8555.1508,13706.4988,9470.1873,12844.7743,744.8562,10086.8997,12002.3054,12448.4279,16307.475,6706.9222,13539.6437,8978.6723,12600.9643,6138.2685,12767.6152,5355.3783,734.1252,843.6326,435.6049,5458.9816,462.279,19686.7716,15158.4809,3028.3249,5475.4636,7204.0044,4590.2148,6955.4079,19940.4653,16462.6058,20032.3958,11637.2916,25008.6021,1052.6183,220.0813,18.8231,1614.9131,21399.8798,6362.4451,15159.2481,10834.8579,9590.5997,2840.009,1058.3274,8189.7937,2645.5928,2032.7418,5260.0632,3551.5625,1589.2638,470.9632,12836.1695,26749.1556,15550.0893,22944.2517,12815.426,513.2976,6217.8639,21847.8342,23423.0356,9347.1429,1218.7588,1349.3947,25410.8086,7042.0933,32306.5598,1151.9788,3848.2945,3223.7088,5072.0548,3619.1674,14277.3999,18082.1691,5220.8849,1255.9887,7863.4339,3533.7607
ANAGLYCOLYSIS-PWY,1960.2317,2299.6033,2994.3205,2727.7188,1515.9865,1408.3639,2021.7285,3436.2172,1674.0008,1796.5184,4513.5599,2832.1089,16520.9907,2159.5716,1731.5314,19067.2972,1281.7982,1437.4996,1355.7845,3526.6265,4604.2788,4699.8341,12206.9029,7746.192,3050.4101,1931.0832,2398.2857,2067.1674,748.782,3536.6194,4640.8142,1113.9973,174.6152,1185.8191,1690.7592,4218.6602,39326.3886,11082.6858,19707.6425,13127.7776,48050.7172,1164.6025,21873.7951,22857.8784,13486.3683,9856.4191,40228.1013,9942.8084,11301.4117,10705.1578,36351.1584,15244.4545,23510.1024,40359.1979,20706.8453,22604.411,28840.4351,27810.8357,7194.2827,15603.7556,16118.2915,11775.1515,12318.4658,37041.9701,36247.043,28132.1656,3671.3347,34925.2746,15950.0898,14410.8059,23781.9673,11808.5202,19578.5019,34003.3544,42620.9856,15618.3551,25141.678,17627.4187,51605.2999,47738.6121,57389.9476,10778.6684,9981.7093,31239.8594,6953.8273,9804.3498,69645.829,13580.6692,12627.2479,19818.6231,27178.801,11209.8202,15212.8101,24307.1514,17536.7777,4231.3608,40294.4272,10908.9444,5005.6856,10802.2297,20085.3224,40279.6234,13775.5945,21089.4956,14772.34,11619.3889,32306.0285,37869.7578,17965.7655,11140.9713,44629.6144,44098.8847,41062.6702,31842.7968,58968.0646,19269.0579,51056.3444,6703.6761,31808.4086,54330.6152,11398.3854,49569.4846,5879.2844,9280.0297,14257.4581,19529.2975,13883.3147,12231.6749,11111.3812,11565.0599,13163.3126,27240.7443,31409.0205,13584.646,13025.0236,18487.2945,50848.3076,34370.9642,19108.5269,22088.2044,26308.3604,12555.6217,18245.8457,10981.7714,44258.9465,44826.2127,5347.3874,19671.393,5986.2685,52233.2107,14184.4086,21389.5838,11988.2322,3481.8912,48483.8752,32811.4692,21515.8049,18267.9361,36881.4196,15727.9211,19220.2904,4150.9636,18442.0374,17714.7764,4924.5309,12195.7898,11713.5544,28968.2806,6795.323,33866.5395,11554.8737,39177.0207,25867.654,46043.7531,10719.8268,6992.9358,9521.9402,29324.2462,9284.9208,33542.3918,14879.759,14064.2152,12160.1099,22763.9427,21417.3005,18602.5024,21391.9001,9267.6147,15349.2845,39831.6273,26030.1949,19996.9999,15114.1268,11277.0639,12062.9539,15580.7319,13955.6815,20090.3162,15920.9013,29935.0953,17257.1437,11525.891,2616.6858,35644.4832,21792.182,23397.6766,7693.6771,5715.1093,14606.2558,2883.133,19963.0878,10758.1939,11438.2393,33418.5512,32408.3404,8681.2392,35122.8046,15048.7639,15408.0634,36476.8661,12945.4776,13123.3126,16006.1483,19866.2243,19076.3393,9763.635,22129.8071,10994.1791,24980.1871,14036.0308,20625.6544,13259.2708,14668.3184,15403.362,17799.1073,11630.121,51268.3199,17621.2418,15357.4857,25051.8378,14465.6818,13910.0323,14678.2972,5221.1639,13686.0114,17213.2812,4894.8203,22651.781,20756.3799,7062.9165,8061.2528,24119.3783,14821.0458,15686.5454,20976.3612,12134.8473,2127.0303,10396.6293,14916.3453,45356.3803,25531.0131,24919.5782,8975.2131,21656.8406,22250.1331,22674.1939,15409.5891,14370.3754,10994.8888,21575.0141,13801.7064,10768.9156,17885.0841,22111.794,27641.9244,15853.5678,20249.8305,14432.5256,6609.5355,17155.1551,3854.404,11438.6438,13164.3497,9910.9033,22240.804,9815.8008,46363.1655,43922.459,12136.3051,14910.2648,44401.555,18092.2769,13343.8759,6733.9155,12052.2263,6581.3204,19886.4326,30938.9698,43814.8428,32182.4543,18436.0119,12335.7333,12126.6857,25768.6836,15056.7004,23446.0543,14713.9658,50424.7479,9874.9593,17966.1298,9026.2778,25920.3111,15899.7347,21981.5223,5798.1058,14863.5772,10723.4118,6325.7682,18783.6597,18419.2536,10566.1543,17143.4199,15191.4079,16000.0554,45444.4048,12616.4468,15729.5317,15851.4764,24394.7635,10055.9674,24448.932,10213.6985,16094.3506,33121.6823,14834.9403,9242.1014,3719.5737,8649.8418,2066.667,7203.5975,6554.8147,22827.509,23775.059,11527.2853,8567.4882,9103.5882,8466.9402,10704.8742,27975.0945,19394.6886,36444.7023,15303.6175,33046.5813,7736.2654,6956.9569,6536.0615,9094.9757,27601.8954,18333.6229,19549.0284,16979.5371,12935.6972,6303.5558,8898.1137,11277.9133,7773.6024,8319.665,8355.8064,4345.2904,6024.295,7578.7971,18413.5942,44940.3116,34520.4629,28938.195,15036.3943,6520.5455,10803.1843,25480.6718,33047.1015,13615.4531,8392.4676,4686.1878,46788.6841,17029.5847,35389.3643,1984.024,4858.6578,8754.0187,13064.1801,6731.3934,20345.1897,25368.3453,6709.4757,6073.0366,11405.774,6898.1416
ARG+POLYAMINE-SYN,0,128.9534,107.8098,327.065,191.1774,29.7181,109.4468,130.9338,0,0,271.9888,91.8495,667.8277,19.8602,0,1485.2043,0,15.4414,147.872,55.5954,0,158.0171,1094.3725,777.2434,0,168.6694,121.4835,290.6983,45.4435,88.0683,86.5183,0,0,0,121.8271,107.6783,4271.2761,27.8586,2293.9254,1644.9301,4763.7294,110.3836,53.2252,1683.9939,180.9206,445.2289,2881.7252,540.1288,546.2862,151.4131,4598.3706,1209.4494,427.1119,3525.2201,1132.79,704.6626,429.567,399.9911,0,0,478.3425,1420.2117,1419.24,2980.5964,4645.0254,1140.7709,0,2681.6028,1579.2345,29.1013,2148.5399,48.8295,1326.2715,1183.4053,5216.0371,787.6721,3397.2564,183.059,6186.2823,4179.3048,5205.2175,310.5908,578.5314,2992.6697,569.0556,170.3366,6827.7083,16.7058,52.2458,1891.8561,2123.7036,269.8582,2223.8626,2638.6807,463.3061,422.6804,3654.5537,120.0762,35.4744,0,1344.8023,5238.6489,143.9534,361.9725,977.4257,863.522,3779.7548,4074.771,336.1102,29.0826,5500.3626,6275.3503,4774.5879,2900.0901,5764.8211,2709.4486,4023.6538,415.1898,2280.852,4992.3341,440.9444,6472.8892,898.5283,1198.5922,873.9133,305.7337,1065.7146,177.5867,1105.7705,264.5245,1723.5466,1721.2149,3293.8673,541.037,499.3317,886.0145,3551.5094,2815.7347,104.4718,362.109,1710.4153,39.0663,292.3649,2037.8703,4334.2531,5205.1697,449.171,1264.3215,671.0591,3306.3829,439.4414,571.5794,142.7088,271.033,5091.4807,3660.3746,111.9186,1095.556,3570.4814,1461.6293,480.4706,402.6729,697.8133,308.5932,558.1646,46.1777,31.827,179.7912,282.8177,4051.4379,37.1452,2581.0389,2440.1573,5591.2154,1197.3319,214.6298,1156.7463,950.652,481.4305,3096.2949,388.6838,1290.4564,691.7098,2986.1869,2118.7133,664.2596,1167.5885,1209.4428,315.4136,207.1152,128.5925,2680.9405,26.3443,1282.4924,1439.513,884.8277,337.339,2516.4024,1117.1051,337.2811,1618.8717,1801.2214,95.3318,15.1341,1902.0039,1507.7035,248.3082,134.4169,2086.4411,406.4247,870.3445,771.9191,188.1363,92.1004,277.3572,733.4116,2530.127,55.4153,1991.2905,310.2784,499.2681,219.6497,375.1215,1804.7331,1294.2941,275.456,1510.9447,1348.5815,175.467,1394.4728,967.6573,935.5561,1947.6824,2199.1313,2588.7772,816.7943,567.0876,3210.6334,173.2588,904.6323,2138.8719,1445.9981,591.634,478.4636,279.5662,1600.9923,403.7458,958.4051,3313.2156,875.8058,856.1047,1520.7141,971.9476,1935.6208,2153.4399,3029.5352,139.1125,924.6986,1695.0632,32.4603,2575.5656,155.6079,721.9855,2337.2271,2231.2057,1286.1475,721.512,4231.6815,1199.0499,1694.673,1088.8362,985.033,716.8875,1250.9038,1885.5357,291.4112,1407.3067,1080.9654,276.9449,2856.2076,655.5256,1372.8039,526.4507,1655.9787,2340.8886,889.2483,130.8161,49.589,149.0925,420.5451,7.3943,931.5324,277.5592,670.6047,199.111,620.8407,125.5652,328.0828,21.3404,0,500.4645,1184.4576,296.7497,0,460.3514,130.0026,1182.9064,43.3533,251.6355,1447.4992,1540.2951,1462.0499,1521.1448,546.6498,265.3085,1059.0756,620.6013,521.9048,1767.2746,1340.1009,1690.7901,1180.0506,806.2055,1154.9124,108.4708,1307.875,1339.5001,772.5893,2351.8367,100.4809,2235.4976,326.8594,2110.969,768.8332,1714.1365,345.6064,111.2648,238.5172,22.1762,846.3324,12.627,539.9181,546.6299,157.5602,942.8068,1541.1417,390.9624,1322.9757,3716.6083,831.7494,3156.8414,2018.3966,5235.7655,29.7609,26.834,0,43.111,1596.1828,81.168,3090.5905,1321.7708,175.2989,131.4646,87.3022,737.9632,668.0297,22.0188,142.8411,256.7598,156.7073,0,1620.4814,3420.3673,3664.6987,955.9216,2479.6667,20.1917,274.0253,1486.6147,3317.5886,204.0575,68.7946,63.8622,5566.8466,153.7329,1481.0576,208.1946,930.8072,14.3515,214.8542,360.3101,1036.0163,1027.4799,1177.0078,110.3435,602.2476,668.7807
