	GnotoExpt-FP569-S85	GnotoExpt-FP617-S313	806rcbc423-S424	GnotoExpt-FP562-S78	806rcbc481-S386	GnotoExpt-FP552-S67	GnotoExpt-FP610-S306	806rcbc179-S276	GnotoExpt-FP461-S682	GnotobioticExp-FP-209-S73	806rcbc425-S330	GnotoExpt-FP456-S677	GnotobioticExp-FP-197-S61	GnotoExpt-FP472-S693	806rcbc394-S299	806rcbc474-S379	GnotoExpt-FP455-S676	806rcbc432-S337	GnotoExpt-FP539-S54	GnotoExpt-FP558-S74	GnotoExpt-FP616-S312	806rcbc393-S298	GnotobioticExp-FP-196-S60	GnotoExpt-FP564-S80	806rcbc401-S306	GnotoExpt-FP474-S695	806rcbc479-S384	GnotoExpt-FP570-S86	GnotoExpt-FP479-S700	806rcbc400-S305	GnotoExpt-FP551-S66	806rcbc436-S341	806rcbc426-S331	806rcbc480-S385	GnotobioticExp-FP-186-S49	GnotoExpt-FP618-S314	806rcbc430-S335	806rcbc469-S374	806rcbc173-S270	GnotoExpt-FP557-S73	GnotobioticExp-FP-190-S53	GnotoExpt-FP462-S683	GnotobioticExp-FP-198-S62	GnotoExpt-FP540-S55	GnotoExpt-FP466-S687	GnotobioticExp-FP-208-S72	806rcbc431-S336	GnotoExpt-FP600-S296	806rcbc171-S268	GnotobioticExp-FP-191-S54	806rcbc399-S304	GnotoExpt-FP545-S60	806rcbc172-S269	GnotoExpt-FP484-S706	806rcbc438-S343	GnotoExpt-FP534-S49	GnotoExpt-FP467-S688	806rcbc178-S275	GnotobioticExp-FP-179-S41	GnotoExpt-FP533-S48	806rcbc467-S372	GnotoExpt-FP612-S308	GnotoExpt-FP460-S681	GnotoExpt-FP486-S708	GnotoExpt-FP478-S699	GnotoExpt-FP454-S675	GnotoExpt-FP468-S689	GnotoExpt-FP599-S295	GnotoExpt-FP611-S307	806rcbc407-S312	GnotoExpt-FP546-S61	GnotoExpt-FP485-S707	GnotobioticExp-FP-204-S68	GnotobioticExp-FP-202-S66	GnotoExpt-FP605-S301	GnotoExpt-FP480-S701	GnotoExpt-FP538-S53	GnotobioticExp-FP-210-S74	GnotobioticExp-FP-184-S47	GnotoExpt-FP550-S65	GnotoExpt-FP563-S79	806rcbc437-S342	GnotoExpt-FP568-S84	GnotobioticExp-FP-203-S67	806rcbc406-S311	GnotobioticExp-FP-185-S48	806rcbc473-S378	GnotoExpt-FP556-S72	GnotoExpt-FP532-S47	GnotoExpt-FP473-S694	806rcbc468-S373	GnotobioticExp-FP-192-S55	806rcbc177-S274	GnotobioticExp-FP-180-S43	GnotoExpt-FP604-S300	GnotoExpt-FP544-S59	806rcbc405-S310	806rcbc424-S329	GnotoExpt-FP606-S302	GnotobioticExp-FP-178-S40	GnotoExpt-FP598-S294	806rcbc395-S300	GnotobioticExp-FP-372.fastq	GnotobioticExp-FP-384.fastq	GnotobioticExp-FP-377.fastq	GnotobioticExp-FP-304.fastq	GnotobioticExp-FP-317.fastq	GnotobioticExp-FP-306.fastq	GnotobioticExp-FP-305.fastq	GnotobioticExp-FP-366.fastq	GnotobioticExp-FP-371.fastq	GnotobioticExp-FP-365.fastq	GnotobioticExp-FP-394.fastq	GnotobioticExp-FP-312.fastq	GnotobioticExp-FP-318.fastq	GnotobioticExp-FP-370.fastq	GnotobioticExp-FP-383.fastq	GnotobioticExp-FP-378.fastq	GnotobioticExp-FP-310.fastq	GnotobioticExp-FP-322.fastq	GnotobioticExp-FP-364.fastq	GnotobioticExp-FP-382.fastq	GnotobioticExp-FP-388.fastq	GnotobioticExp-FP-389.fastq	GnotobioticExp-FP-311.fastq	GnotobioticExp-FP-323.fastq	GnotobioticExp-FP-316.fastq	GnotobioticExp-FP-396.fastq	GnotobioticExp-FP-324.fastq	GnotobioticExp-FP-390.fastq	GnotobioticExp-FP-376.fastq	GnotobioticExp-FP-395.fastq
GnotoExpt-FP569-S85	0.0	1.8891837361849675	1.8922848362388627	1.5782854466725402	2.9400151178625524	1.0594260501481467	1.905394190968519	1.9981487334930634	3.217360891874464	3.1812558851523303	3.737070550078865	1.2869540161907655	2.8657002582397944	2.7406604078192998	2.602207636782262	2.369800929398121	2.27308700332538	2.428035626511342	3.8541661674044745	1.8724829113011607	0.6104397004519558	2.136933707116124	2.6559551254173006	2.1582219715603657	2.886501204012249	2.8168410532473067	2.7282472784598717	1.5774044628955763	3.4332695691435258	1.2217324210789844	3.8813453863544423	2.113192898278043	3.7169895207071724	2.7024941330955685	1.483770950587559	2.0726988034227003	2.603355060196986	2.717080385334816	2.355940461306226	0.05190652575461193	2.676003210993118	2.703124272136924	2.5587429029270785	3.248522662761329	2.3500642129155094	2.391419577820961	2.533290602087938	1.5094481694366786	2.150087751289638	2.2612770979213552	2.485645592237852	2.863989962048731	2.2793102111244616	1.7942401118163007	2.3842700365252774	2.5991706867332516	2.2981731836046144	2.533708309715335	3.1634873024668178	0.8704935997246599	2.357975884260359	2.143937915916867	2.1412332728563674	2.3479351990721344	2.831516088667113	1.8475450534630427	1.9948356137787728	2.98718508719847	1.7958760683204138	2.7839929904832843	0.3589397017237661	3.0905488953191247	2.8681426416147087	3.90811098848621	1.2627889570982385	2.110147858638653	3.667841719087037	3.2703670619986167	1.4318110132962594	3.9474409909088313	1.7837403672080796	2.213882427583745	1.4152468085140344	2.80404786371826	2.108200583517951	2.447701450685051	2.1037030348841146	1.5868884031487056	3.804876865185209	3.071505514505842	2.6154502379472646	2.1320465796855164	2.622864227940519	1.8788764386948764	0.6071830413083507	4.142707519727478	2.157325735744884	2.714834223171571	2.1087015549322414	1.71239210042708	2.5425110719808375	2.8576480778463593	2.516375886286219	3.804701453155851	3.7125581409520567	3.442384137623348	3.5713239086309594	3.1867608216337366	3.957540168700323	1.1172297372790292	2.918048440495792	1.1396450561981453	2.19785595089962	3.7039606251292336	2.2497948134277186	3.1603550994388656	3.3434007724595927	3.0764367688837986	2.846930007226775	3.828785869412937	1.3656647414931318	3.495254103462752	2.586928098102585	3.4992552865226974	3.562354548255765	4.5407675380840296	1.7102914188661578	3.696142116288155	4.502287667040356	3.7355526073701957	2.559558381770277	3.4191672243258067
GnotoExpt-FP617-S313	1.8891837361849675	0.0	0.5143260404638639	2.6360001001900693	1.2264424517520254	2.684425204744083	0.6621792640165911	0.6429090388311025	2.398688795405278	2.8715258454904413	2.058222319646975	1.9651991646214457	2.4213603990805814	1.1124039362780676	2.3583710188554314	0.8058293493117784	2.706273287032677	1.0304334829710282	3.2703786813938445	2.055825278571837	1.5568375800170315	2.2492529745204743	1.1012321486022807	2.7747013602318913	2.7742738109842597	1.170607837227084	1.0890196576226445	2.075931114625117	2.2064798941035235	1.4356959765457424	3.290608298992015	0.4038567212692335	2.0471250539112837	1.1273128461926807	0.7950586336186731	0.7171681102404714	1.249474253370322	1.0697481508662103	2.0019057804001	1.9087348694464248	0.939992849060534	2.588102253563128	1.8154147231556275	2.63680216877299	1.6498627531310712	1.1256119213035116	1.6283344410267757	0.5877095226782646	0.4302909455276982	0.9003571652486001	2.543144108070968	2.166788846955524	1.5788970479734792	0.6736500860609235	0.5065293776718657	1.9767903467490746	2.040479202298902	2.042323800221406	2.1112166929118072	1.569901705090803	0.8541942503951425	0.7197633194072298	2.2322175835705886	1.0531622395275362	1.3924592428111946	2.7893451008447405	1.5523924816524854	1.1859450605227888	0.3525864386676439	0.9491364378773745	1.9955732128302734	1.5245907205801654	1.5952894758085578	2.181793178488121	1.1614941177285776	0.8401164582189216	3.05353525387707	1.8526834719600047	0.7002995915947711	3.361828595625568	2.2745415092105175	0.33176426077101495	2.440023627245145	2.563295551333105	0.9794453789110661	1.6428510179383646	0.6320733198249485	2.7490822744476833	2.904627951329618	1.3595179129943533	0.8477394335773306	0.8809330292006826	1.172356653260117	0.89289186523562	1.8240720658580791	3.4347925372137857	2.4790992596235335	1.4656865623524133	0.3114357588157296	0.6929783277483584	0.7978941377245616	2.4179753965087154	1.161423220208535	2.4807486747721814	2.1161295297212743	2.1674623040234806	2.1444351963299564	1.9974849005022275	2.60708866644327	1.555711633035302	1.3891135727892314	1.0158107036408992	1.1524947823970766	2.436940777455168	1.065038154055701	1.7511756226114599	1.8148800747586136	1.5794741048626533	1.8005421030877213	2.6519135644837144	1.5957433584243	2.5555831212958884	1.328282783225944	1.8358325872482988	2.2520147906901244	3.2875295664145234	0.8762166335626964	2.060646837585976	3.435959914242463	2.0979510661526852	1.458799374313428	1.7384324807008538
806rcbc423-S424	1.8922848362388627	0.5143260404638639	0.0	2.407871010737397	1.4518217789559196	2.604184371979486	1.1284980297376233	0.1577504830278322	1.9565028734410024	2.448820259370481	1.8682623496992647	1.7157268866052895	1.9728588113861778	0.8558980053250049	2.0003634405564763	1.1783881948241874	2.3416819554345856	0.7835773430840873	2.8242438649194987	1.7265490008430138	1.7195353274654903	1.9118799440416934	0.7904256300971758	2.4893713111981404	2.4014688454616495	0.9309520125582003	1.400501522066995	1.8196355658058856	1.79302310125184	1.2730164859998117	2.8531002393601232	0.4805684622974427	1.8372320341784607	1.4618291248278663	0.5169720126457805	0.3098728546819443	0.9447717905281973	1.3002711190825738	1.6406161482574333	1.9051151743735948	1.0435345884308747	2.1919577270203576	1.3600151537672376	2.192870378727581	1.25370979401099	0.7182326302236601	1.2072031129873264	0.9781764577037751	0.4283345302497398	0.7108295057910264	2.16401752853702	1.7278591676698694	1.1551496695375976	0.4596171965392069	0.8016191059416625	1.5218606411202806	1.5891984807619135	1.6868130479574368	1.6975306967173769	1.3692908437149411	1.0155308015046765	0.43546845018971164	1.8774472406600513	0.6104625415234317	1.0620607553541166	2.4850311531775926	1.1022971658687954	1.4470882400330913	0.6038517542835805	1.2860117445247121	1.9049820084280706	1.2627653911434662	1.196850339247632	2.0199718563182896	1.473103602860793	0.3529847518749918	2.591743263440834	1.5101023577503185	0.5732860334910308	2.9143180913002875	1.9980030838994607	0.6969560425417577	2.2308268477534283	2.124498810664775	0.8473883883749829	1.1725674160690056	1.0224136814371845	2.5523554320847484	2.483527115288437	1.180393965724606	1.0743457776845255	0.8807708904001994	0.8133623491520289	0.4109626872256041	1.9371753624822696	2.988736509799529	2.156393957555169	1.1464271544925504	0.6631182103451945	0.25852444010370473	1.0337110826338314	2.014568231513715	0.8644214431625051	2.104290104165761	1.863851849361087	1.7804659670015763	1.8133413679009571	1.5764227096698185	2.265493340017015	1.3636009023617317	1.1332598894993584	0.9557316994306746	0.7891071291787078	2.079898386390895	0.6734803413373431	1.4298154602833193	1.5145999269245851	1.2592842501564465	1.3711694227782103	2.2392578886301036	1.3407634444115817	2.0868827356002564	0.9174380612854607	1.6238737867521755	1.9095167343227315	2.9206020006872953	0.5757552902648012	1.8255763451688485	3.014302527875631	1.870760960969169	1.1053946414843894	1.5345610616662932
GnotoExpt-FP562-S78	1.5782854466725402	2.6360001001900693	2.407871010737397	0.0	3.8190226958813414	0.9469580277841005	2.9883213426233035	2.4642490296988755	2.630311956226151	2.157248222020731	3.8285997228604125	0.6926957444727029	2.0806411032097936	3.030731748025669	1.6646690716952406	3.3722913333243354	0.9818174386042362	2.529626778944871	2.945106138667719	1.0140709829143557	1.999323644779296	1.1347364842429353	2.9916895054614385	0.7023668983681702	1.750667689277385	3.098516023491099	3.692623264393942	0.7003025453296637	3.237288373835888	1.2229948771344719	2.95601903340525	2.6152862779576727	3.9198561067673316	3.7144450938569262	2.149197115305575	2.5896801619363536	2.602368387374078	3.6358284965582266	1.6366633560339547	1.5901755057636808	3.4400054842240295	1.6500342768466183	2.149336355918038	2.474911451200123	1.94645661069129	2.461058494082582	2.2263371138566863	2.508457200201813	2.6431073554701974	2.954914971828035	1.3728067242454216	2.2667305602620136	1.9420315893415492	2.1224440127138733	3.106762449800012	2.072329308341372	1.6567168953062217	1.8345956681707631	2.77069437786288	1.175816380370785	3.287410618111037	2.74510471247113	1.1676877505307603	2.5139023351437872	2.8651291126698037	0.46698072230280885	1.713527259790788	3.805367172751582	2.409337395432265	3.5503653162844526	1.3823931201977644	3.166962406662462	2.777530936513064	4.152259320054308	2.616039140321692	2.415783193018892	2.8538280296979535	3.2017934811047404	1.9395269192951439	3.0294882434882515	0.6753378774700687	2.9411115916606723	0.21175786569591548	1.872419094516518	2.2049775885658662	2.169217080777104	3.125502369224842	0.2163012498709049	3.1403042497891276	3.3612563732031875	3.4386391995797503	3.0330450181042066	2.7725192191335233	2.3066061557104596	1.678892217205694	3.3015370869581493	0.9484318946342822	2.5772076303031577	2.921191908682487	2.203878650821799	3.3853263446864648	2.0069416582048074	2.5501365564315703	3.617916322316953	3.7435099358659576	3.2230185748723748	3.4481005973765995	2.97670030601409	3.6751010911229587	1.0804115333008362	2.976408605554967	1.6451019772303146	2.1589677152043163	3.363976087296731	2.306436381285801	3.0616550498331203	3.3884987321648063	3.1387204940822206	2.560933152266599	3.498766764400298	1.0899124086076288	3.095965347670926	2.5796182881502787	3.7659329258677174	3.28036453446616	4.108557179266392	1.918640537496104	3.8666614489931916	3.972089505624515	3.9563138527744917	2.3665762785147173	3.613374864743818
806rcbc481-S386	2.9400151178625524	1.2264424517520254	1.4518217789559196	3.8190226958813414	0.0	3.8486243657988686	1.1891214774450964	1.4482064099134244	3.0155256615381636	3.723528939158132	1.9230174099556383	3.1349323874081505	3.237558255661462	1.361126763880776	3.3499164783018736	0.6352726347882977	3.7875272269852105	1.7873089786188092	3.906418744924844	3.171368860791809	2.56852907336002	3.341431078907797	1.3347817765478402	3.9320756631299876	3.753158259722436	1.3640603895420054	0.30903692277420647	3.252348637278308	2.448042626356678	2.6444538784201024	3.935916772138063	1.3459565389988508	1.7426007684738418	0.4166055603441339	1.7380562611268195	1.3592309899033281	1.9053598069148647	0.24154970701522055	3.001182621223538	2.9493602782781227	0.4573521514047873	3.5595612756303243	2.5946562297856355	3.345240920961185	2.559385195880992	1.8324467283057362	2.409882700755032	1.5910153482479814	1.305610609377669	1.0961034760726374	3.572868189477213	2.9172200280267067	2.478717478227065	1.791524840760557	0.8040911529617861	2.781278837105135	2.96261421025497	2.9941842462702195	2.6435564783348977	2.7063769017983406	0.6489830043144259	1.2047307567058765	3.308751550994818	1.7076294219779646	1.824372327000384	3.9200802140536823	2.5047989393411676	0.2924063151454472	1.5372298286658745	0.6597742270273046	3.045788629451148	1.7562732185218253	2.0664365659948905	1.750196524680205	1.9181430627690077	1.6071670428044982	3.6640822143897047	2.0860608483116705	1.8941251934804302	3.983468754255286	3.4380463505024936	0.9629749055767446	3.6308179268809617	3.449618648905417	1.9964632968582985	2.4101514816796312	0.8730708163782729	3.9447104883284907	3.4003885094516555	1.338947694680006	0.38806648188083626	1.014077707987326	1.6454130567811893	1.674420594751506	2.9328073468841427	3.9640425734583493	3.596029928540586	2.128825153411326	0.920259713227628	1.6596447172334619	0.4352428254065764	3.2942002516893893	1.8642163289508522	2.5726586238714133	2.0418564043804994	2.4410993267727714	2.287053312801824	2.3681510450596948	2.7585432866501813	2.748290467140754	1.778778053846529	2.229468524763158	2.060787466047274	2.732850359206688	1.895767144437758	2.0971448917457147	1.8929847831979298	1.7999937795823318	2.403756913465485	2.864131914333891	2.768110528063367	2.925266430813204	1.9265312158504089	1.5423696338886166	2.5598518076147556	3.4078454452934808	1.9880969423790553	1.8053154834573877	3.6415156732828793	1.756279809590637	2.224420873816178	1.608671174156894
GnotoExpt-FP552-S67	1.0594260501481467	2.684425204744083	2.604184371979486	0.9469580277841005	3.8486243657988686	0.0	2.828636523309803	2.6980162126834886	3.380924062565929	3.0442452456786846	4.291685544410396	1.198873248464775	2.8904112056148175	3.3784707868154666	2.481907151880216	3.3019763724553033	1.9102097172137211	2.9197090270815025	3.817743152085486	1.7622830335587494	1.5141246340314485	1.9533431316130443	3.3239507868205966	1.620802010487229	2.6432168340332316	3.4521120065553426	3.6580043788399386	1.3737927903463922	3.845021765104115	1.4743414213687447	3.8318656508414737	2.7917475479262697	4.345180338258363	3.6477928188876714	2.2592776108814787	2.809466226995305	3.0583050678441626	3.6413202161353446	2.3682875738207416	1.07177708428909	3.5401778941250925	2.528038560244046	2.8042256274971527	3.2917098127042896	2.568208401062456	2.89315820202275	2.828260121125479	2.362302321823821	2.835602944690433	3.0980367744666593	2.2596138839160167	3.005563729981084	2.541245332837164	2.3669266110500877	3.189804649767924	2.776174644568651	2.3888915441201393	2.563306280714844	3.4402825233258723	1.2840035361558662	3.288928035068115	2.927319511390946	1.9863634453768677	2.908362650654002	3.3316239111762895	1.317844044841395	2.279552397413659	3.8564456627457795	2.489326871128104	3.6010777481937843	0.9906985058254028	3.619867655633143	3.310167464753875	4.558093516329166	2.2515465657777103	2.7332692365935984	3.697174768759007	3.738108915345895	2.073909412619586	3.906322011767114	1.4774130755649146	3.0102987016405205	0.8836916968994524	2.727392238537237	2.5389526545258065	2.7674172293088204	3.0377821053425165	0.8226582504965947	3.9314432703728484	3.716786432620502	3.491480911313017	3.05453068415895	3.1831516146288608	2.5621629772543453	1.1423651788432048	4.159808513326071	1.832309216775817	3.0965954850166635	2.9554014440611263	2.4082063330952956	3.4261547255653295	2.824093761260126	2.9840437639002557	4.23006209317263	4.243364337684757	3.8349810669998634	4.017318987440854	3.5799289847100084	4.320235381884692	1.3384787438634853	3.422860635287022	1.7098233349088212	2.61086176364217	4.02355083049715	2.7286232793257907	3.597509681998712	3.8764479341605576	3.6089706049102137	3.1765218131725894	4.17200191610935	1.516602348646745	3.7908906915810494	3.0607742278688597	4.157545028639176	3.909243260163227	4.829252074742603	2.2191854828128865	4.308919548971948	4.735082340860291	4.378351942540114	2.9052517371483613	4.028049975206294
GnotoExpt-FP610-S306	1.905394190968519	0.6621792640165911	1.1284980297376233	2.9883213426233035	1.1891214774450964	2.828636523309803	0.0	1.2454432841142278	3.0582542337574945	3.5075716886127184	2.5701086306900827	2.36391256011113	3.061964997088965	1.6841845852160164	2.9638893097161474	0.5609961296591195	3.2226782949128348	1.6786806034302901	3.9286481082628293	2.5784191965268635	1.4357394506816141	2.7955290726746767	1.656086829721554	3.238595895008818	3.377394851847869	1.7326031601621104	0.9190501392759103	2.520611337076319	2.8223201546733514	1.839672084009292	3.949943066702437	1.0331281679048203	2.5170219256646003	0.8795948668055172	1.2029319897487494	1.2620849194497004	1.9011020347839451	1.008420926678673	2.6112724022424105	1.923452744888968	1.1248425973689535	3.192251799148174	2.465702166012252	3.2926171920442115	2.2926137089912615	1.7833507118089837	2.2870966097305194	0.5052084351830857	1.068314500921222	1.2407908603423845	3.118743327811965	2.8222190060802377	2.2205517016126426	1.2894775477906841	0.8140828524393955	2.622011084561247	2.6441856928132594	2.6673387054073356	2.7687829912303896	1.8869562198729173	0.8625030751393927	1.1961805791143185	2.7854670379782873	1.6954425472576413	2.024121053815491	3.193697853742953	2.152984219539296	1.1941034765438376	0.869611140629325	1.010133223964128	2.097338850586755	2.1169814129638658	2.2389806641814234	2.6098595815112633	0.7867340142946742	1.46902220882044	3.7083995754020123	2.4634457304806983	1.1866197719063372	4.020269150394752	2.738664537212627	0.7188643017550189	2.783768295087462	3.1859458486119534	1.5795859131067214	2.289416334428246	0.36125649852317676	3.068930623570247	3.563822334537743	1.8727681248581534	0.9381989519983955	0.999101552144936	1.8013980663729767	1.4308508705359462	1.8058731072506629	4.093946709465202	2.9964239105631343	2.1195788368716277	0.6126466431176787	1.2471458224638847	0.8747147003760738	3.0560824085442073	1.814704276080405	3.0755203608573054	2.6576458987090383	2.793256431431638	2.744014211982328	2.6324305940401085	3.2173587858843886	1.9398216359288136	2.0039318867749456	1.3706372372057662	1.8068828515810333	3.069822678091943	1.7263235906927383	2.3773035892475463	2.3884527445447956	2.1770192475446257	2.458755772773333	3.2720322575780325	2.050954078866629	3.1839891036657137	1.98029926881687	2.2983532555047597	2.88272049031648	3.9017155923135562	1.4699619268270843	2.547980305122551	4.063833516489486	2.5569535985294025	2.1183790838505225	2.246124907827849
806rcbc179-S276	1.9981487334930634	0.6429090388311025	0.1577504830278322	2.4642490296988755	1.4482064099134244	2.6980162126834886	1.2454432841142278	0.0	1.863485645200268	2.3965291532706305	1.7709624844009246	1.771900977676529	1.908082173761041	0.7536799351205606	1.988706110273355	1.2374744932057438	2.34345041401263	0.7688389765465689	2.7363753303956995	1.748615527843407	1.8536627581972134	1.92461584531574	0.6616777531711725	2.5229154270706515	2.3820312370559207	0.8308597159107652	1.4280962838742468	1.8713211151372326	1.658930763658866	1.3640054316040655	2.7688926327157586	0.5710429448164271	1.7198960152110163	1.4976097913937074	0.5672462328584921	0.18717305511358898	0.8932560459784126	1.3053058698553355	1.6320465450019288	2.0083337772402783	1.0168667622819536	2.166113943571559	1.2856528743100886	2.1134676760321573	1.2218025269255561	0.6382642837964906	1.1431349705477225	1.1277050381173526	0.4979481456260405	0.6346258052125114	2.1528399606775546	1.6547343840264623	1.1141120090025858	0.5607010443349224	0.8517324262871845	1.4527202614774748	1.5434176748571629	1.6709399414817676	1.5992408856644362	1.4420028509616154	1.022711139442844	0.3495631758408429	1.8833419706107015	0.49833791942461053	0.9664950119311397	2.513091460931497	1.0673198147323384	1.4549124532960411	0.7514835509687772	1.3282713800194232	1.9888350736604032	1.1687583434714839	1.0867436283190197	1.9112111404769216	1.6041872800869537	0.238354105747934	2.495465956795861	1.3936665674613447	0.7018457191339453	2.8245060097264654	2.03952972389081	0.7768082532550029	2.2947587165016388	2.073714018449206	0.9129217005824073	1.090399225803517	1.102519763757984	2.6177844620537813	2.3840108319798983	1.0864582425919806	1.0837056214944576	0.869554274010325	0.7055677810977997	0.3284837718004074	2.071370275270548	2.8882892466644443	2.1754386421207568	1.0931854279959619	0.7401858098302312	0.2994697662745021	1.0486352121491	1.9716941555700063	0.8235935191765612	1.9701732207802438	1.7513560455920152	1.6584643231992686	1.695419471488575	1.4521010837178527	2.1501071466931077	1.4443160822342218	1.058803953443847	1.0791421753310353	0.7729005031294043	1.9735372181405102	0.6305231691685074	1.3329915993620396	1.3954040230227172	1.1435567781009752	1.274721557655381	2.1078158901547286	1.4014590939471332	1.954865432622834	0.8177317509898197	1.5042854443207545	1.807457741738844	2.7990027440597127	0.6456628278361708	1.703415689757123	2.8854362925423485	1.745476266779895	1.0593345288673754	1.429053263366082
GnotoExpt-FP461-S682	3.217360891874464	2.398688795405278	1.9565028734410024	2.630311956226151	3.0155256615381636	3.380924062565929	3.0582542337574945	1.863485645200268	0.0	0.9317754044164762	1.778075129055417	2.184492946714189	0.6064589609567556	1.6605014838393244	1.1530612509113765	3.022288444176734	1.8387109072584975	1.4782477353421972	0.8962103319921046	1.6497741340083585	3.3055472152799386	1.5499664761502125	1.6949603498101609	2.2127009262352124	1.2937625170738019	1.669820184391063	3.114702962062403	2.0454587320653914	0.9121996532083725	2.1417252042592194	0.925873923096227	2.0796608933325227	1.9314537571042951	3.2157342145834424	2.172269411464545	1.9290995526457242	1.2591117175445938	2.968091617054854	1.10856522347196	3.2278779669427395	2.589992996489618	1.1680643910281074	0.6721096370796182	0.38500412731925315	0.9514049362592755	1.2845061510186573	0.801243923135464	2.8339766708620964	2.031191070939968	2.2721682661652616	1.3961962818531255	0.38244248075916776	0.9794795822416544	1.8560316558744405	2.4870289834342487	0.6225975815831672	1.0246166125120257	0.9862915085005367	0.4218026109484159	2.3577058825069575	2.787752214779709	2.0736342453171797	1.4882045388588074	1.396915536256805	1.2260886597342888	2.4538317079554486	1.2257610891533932	2.9555761477664455	2.2983105408293065	2.8282932519606296	3.061289265816656	1.3946267027986359	0.95446071360761	2.1652919373178556	3.343505377669012	1.6253838754906882	0.6846138480349763	1.1090104112068058	2.1099120859337037	0.9799127521766391	2.008642413581891	2.457399317606586	2.575122969557113	0.9020259355214405	1.7192395273732617	0.8313572681527744	2.9357563505472823	2.8280733538827865	0.5899504796212939	1.7917297265490206	2.723267575242537	2.6339713744491524	1.3792670428056144	1.8210989891759914	3.29497568632015	1.039047734076569	1.786672016691734	1.0705973801367474	2.5277967537611565	1.9299803055614382	2.7267979303664633	0.7589790788936575	1.3284559285358022	1.1844264217848863	1.5898533339773904	0.8652757179285953	1.162027560804098	0.75757148971753	1.157791053310048	2.188402676010478	1.360744889647378	2.2951771757460326	1.3033901491513389	0.8697012365706266	1.338986654556538	1.0682885703526992	1.3768713348548434	1.3018340386358849	0.6224518931322792	0.9588644693763296	1.9447707712128786	0.7139358962114256	1.1181235374125231	1.922692923547844	0.8963632515829463	1.4798400093122197	1.743654156522428	1.8428826478833202	1.3888698129912254	1.971967265960067	1.0144882988889443	1.754575005792148
GnotobioticExp-FP-209-S73	3.1812558851523303	2.8715258454904413	2.448820259370481	2.157248222020731	3.723528939158132	3.0442452456786846	3.5075716886127184	2.3965291532706305	0.9317754044164762	0.0	2.660491618973041	1.9449107622482609	0.5205178207691225	2.413256627615328	0.7199909652816187	3.6029989867213015	1.2236701540581885	2.0343331223978205	0.8158848324155807	1.34330156641252	3.3826935320000784	1.1253852648958067	2.4404455335043584	1.584245434729667	0.5233495412106414	2.4391734810917787	3.7662127548486466	1.723036600665551	1.8378889999608647	2.10632676144201	0.8083648427698275	2.5873774979303774	2.843125868413246	3.852076669489466	2.54053131406755	2.4991000356433433	1.8865720815997944	3.6410488427681424	0.9674069023414685	3.1933732758248663	3.287848976360966	0.5217537183555532	1.1394753651987728	0.5661527070541396	1.2257039408266166	1.8937819168175767	1.316883142733623	3.170918635980978	2.5653681471598335	2.897212741339837	0.7899198524816393	0.8274730023371246	1.29724827563068	2.2241186823463095	3.086745217319031	0.9615282951874957	0.9933348223560823	0.9148385744417733	1.3017778367382506	2.329142864058106	3.4061488848705004	2.6703676698665073	1.083961771250117	2.023731337298104	1.990595370260707	1.9315121084263347	1.4322042519569136	3.6592800171769513	2.689070462123843	3.468879774914822	2.9876924051940392	2.2108135352878997	1.7547398259859386	3.0767300544122453	3.6199813617987764	2.1789359196655496	0.8263321000457168	1.9997202598436563	2.3876263629211603	0.9004681165048389	1.5865432549192235	3.0101994869603885	2.166353671800249	0.41800094728938325	2.0665676863134967	1.3388620601515315	3.463903776592939	2.339657395319432	1.1589072292555387	2.6054389705537657	3.3868503501346714	3.2101074837161945	2.0996557769293553	2.304000486774584	3.247549042065505	1.1870284551302421	1.2396643804748677	1.6937243668067248	3.07420452328184	2.3555278838301135	3.3760636002124187	0.47285756914769433	1.9243850544591639	2.1062770939492825	2.4972280785551417	1.7932414474939933	2.077911137269944	1.664832320296685	2.033941527784863	2.113784314721785	2.1102355132474915	2.427896234002533	1.740074118675408	1.7391908722571965	1.8612736357150137	1.9037758100459665	2.2696734322961687	2.1494148250152376	1.3860545054560145	1.84127152008368	1.8584216196923662	1.5203759725930415	1.80927747652752	2.8165357560526445	1.7694626842221202	2.217841748925881	2.0483206612073497	2.7588715356158757	2.026590497188774	2.889081885772054	1.5537717705179694	2.629931346046855
