KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
K05916	0.967026421296	0.983753648973	6.23521431775e-66	0.932161600507	1.03875830908e-39	0.0309296020916	0.0381745802567
