	Itg10FP457S59	Itg10FP455S57	Itg10FP456S58	SLCFP165	SLCFP163	SLCFP164	LYZFP317	LYZFP315	LYZFP316	LYZFP329	LYZFP327	LYZFP328	Itg12FP469S71	Itg12FP467S69	Itg12FP468S70	LYZFP341	LYZFP339	LYZFP340	LYZFP353	LYZFP351	LYZFP352	Itg16FP481S84	Itg16FP479S81	Itg16FP480S83	Lyz201BFP209S57	Lyz201BFP207S55	Lyz201BFP208S56	Itg02FP409S9	Itg02FP407S7	Itg02FP408S8	Itg20FP505S8	Itg20FP503S6	Itg20FP504S7	Itg22FP517S20	Itg22FP515S18	Itg22FP516S19	Itg24FP529S32	Itg24FP527S30	Itg24FP528S31	Itg26FP541S45	Itg26FP539S43	Itg26FP540S44	Lyz202BFP221S69	Lyz202BFP219S67	Lyz202BFP220S68	SLCFP051	SLCFP049	SLCFP050	SLCFP021	SLCFP019a	SLCFP020	SLCFP003	SLCFP001	SLCFP002	SLCFP069	SLCFP067	SLCFP068	SLCFP075	SLCFP073	SLCFP074	Lyz203BFP233S81	Lyz203BFP231S79	Lyz203BFP232S80	Vil102BFP21	Vil102BFP19	Vil102BFP20	SLCFP147	SLCFP145	SLCFP146	Vil110BFP120	Vil110BFP118	Vil110BFP119	Vil113BFP156	Vil113BFP154	Vil113BFP155	Vil114BFP168	Vil114BFP166	Vil114BFP167	Itg18FP493S96	Itg18FP491S94	Itg18FP492S95	Vil101BFP09	Vil101BFP07	Vil101BFP08	Vil103BFP33	Vil103BFP31	Vil103BFP32	Itg04FP421S21	Itg04FP419S19	Itg04FP420S20	Lyz204BFP245S42	Lyz204BFP243S92	Lyz204BFP244S41	Vil104BFP45	Vil104BFP43	Vil104BFP44	Lyz205BFP257S54	Lyz205BFP255S52	Lyz205BFP256S53	Vil105BFP57	Vil105BFP55	Vil105BFP56	Itg06FP433S34	Itg06FP431S32	Itg06FP432S33	Lyz206BFP269S67	Lyz206BFP267S64	Lyz206BFP268S65	Vil106BFP69	Vil106BFP67	Vil106BFP68	Lyz207BFP281S79	Lyz207BFP279S77	Lyz207BFP280S78	Vil107BFP81	Vil107BFP79	Vil107BFP80	Itg08FP445S46	Itg08FP443S44	Itg08FP444S45	SLCFP093	SLCFP091	SLCFP092	SLCFP111	SLCFP109	SLCFP110	SLCFP129	SLCFP127	SLCFP128	Lyz208BFP293S91	Lyz208BFP291S89	Lyz208BFP292S90	Vil108BFP96	Vil108BFP94	Vil108BFP95	LYZFP305	LYZFP303	LYZFP304	Vil109BFP108	Vil109BFP106	Vil109BFP107
Itg10FP457S59	0.0	2.817023474648912	1.4142815668957622	12.78887946055124	12.087272707063248	12.652804342673745	5.639639380023846	4.602445130049476	5.857337993415884	8.862487723412853	6.227097559046288	8.735778430898181	2.437576639959451	3.5934350504838353	2.5965558426002278	9.25807644905812	6.505808013889921	9.289532101907893	9.82496462087543	6.80098644932722	9.533879795108758	6.125687592111868	6.085524662736307	5.830680397302045	11.86105917957192	12.335716645628644	12.085140157173594	7.1171526072942894	8.220349380935511	7.38971395880643	2.7539294751665175	1.0047046170992275	2.3654747295578917	2.3022372021689197	3.421657771303454	2.604646177363701	3.2749221369982973	2.5734284302947383	2.196168892788658	2.3005489835085364	4.264754232441912	2.6681199410536243	13.965208484020499	14.519606800469317	14.196738964544581	8.10938869390361	8.044311173961649	7.558567782766088	11.28154197374078	13.25818877912588	11.823864267057147	8.21030842720045	9.717350615671158	8.619282523966449	13.818966562041764	15.891111849698534	14.459051400600591	6.973711880855729	6.113352349530254	6.807579255454376	10.825875349844653	10.425573890767144	10.747178754640597	5.106121958066314	5.338452520571331	5.05119285359006	2.6046360006566394	1.38150392583184	1.4124546916098806	15.033668924332977	15.259298407334828	15.236129927200887	31.192260364992293	32.51222433156767	31.98778501370644	26.85800373598027	29.775003436043253	28.220049584197756	7.603022137776741	7.374206288691145	7.4087475063354065	7.470786424042454	7.358100017729336	7.369402239681461	4.2999208965687865	6.988693966539311	5.281824833406541	6.963080809020591	7.515136295113529	7.117514216225213	7.971348847937683	7.477690841047933	7.537371275068562	3.732612528740889	5.047544077694676	3.6666501000542273	4.1729623672378064	3.850551080627575	3.2627345127860785	7.400366935863895	6.816229468703458	6.994199824060134	1.9812417995977178	3.5870812768659754	1.9954580946048062	5.863902517733275	4.336384617069137	4.990600276622847	9.39503364280589	9.213207257500812	9.329571452909086	7.436740473937146	7.226297064879361	6.800545733379928	9.405432502228843	8.803497081848317	9.099816127896686	3.221130253228646	5.826578842574772	4.048327014513172	8.718163570709333	9.360561157148085	8.526077367168835	12.38029936694348	13.71090035623935	12.901859514991063	8.515454402856315	9.831887140177981	8.692527091430966	7.685644622753426	6.998405901859323	7.041376747816274	14.194872358859323	13.042073664667695	13.831641149012622	6.656144494816354	4.706803058930943	6.650940838587099	18.437881700012454	18.97749404181486	18.911345515625634
Itg10FP455S57	2.817023474648912	0.0	1.808242022595967	13.370463175515104	12.521806197593529	13.11169857369676	7.2749213514704305	4.8938847399926315	6.979432160554744	10.84762762986685	7.775777292810186	10.47810173289423	4.022520944616385	2.512508079611378	3.1781682398104563	11.173595023917587	7.9991676751027665	10.947646109955166	12.175665917688592	9.109083485546309	11.755698437748496	6.535651220017754	5.548296356918606	5.788319520015973	14.044376404179172	14.334611916558268	14.198661576263152	7.694309323507021	7.541792093096634	7.445079792650944	5.470576352039702	3.0262299466470437	4.733440125131719	3.9874768699010232	2.2984868530746922	3.238665528454042	5.527761280364012	3.557371244743111	4.358251024951946	3.1197147788076856	2.4497231199686866	2.1116152531241354	15.729124786328226	16.20639520226488	15.91769224788208	8.928502675016986	8.093409124008716	8.071425463131764	10.768708000517634	12.030462889927966	10.934630342120228	8.434112747750941	8.847181648795457	8.358155985100414	13.263139901766568	14.728359362915201	13.58726977403161	8.59974438321947	6.697934404736844	8.071686371569614	11.496109192553554	10.842856246999698	11.256498754610744	5.919932933855755	5.087466627096371	5.3879530770001605	5.2504313672036655	3.0030405208985633	4.152116257824523	14.074769467442577	13.804772873698472	13.997881126258088	30.827273952680553	31.87068094885961	31.47590563346368	25.873891472974663	28.45475415081216	27.05241911917497	8.760020149722509	8.05737841087081	8.34607485440601	8.655224639843166	8.040490305440425	8.320253805560158	3.6875030503386004	4.97177868704802	3.8423088813700454	7.893369108641254	7.160926318452677	7.555057391853473	9.363870681164258	8.505779021537201	8.782692652067972	4.31953143823795	3.7727404630259516	3.3475627962088277	5.885225717239637	4.328255624120844	4.7096675824088	9.839301920756558	8.979702619476594	9.379816081784181	3.2930787779981103	1.9955824254510661	2.0345099249523013	8.233039465553947	6.227421333795047	7.302207510750881	11.847667742185868	11.43700826877384	11.710035913818508	8.356574688816817	7.362335409788764	7.420151841972606	9.972984949103827	8.97587593546738	9.450094020565617	2.4542624419733503	3.4829187646031787	2.075633762989275	9.183531903000473	8.947276374147538	8.606449000929237	12.675832049498453	13.163689980154563	12.852420308351919	8.687902595920699	9.022684225890519	8.410149230790122	9.876237190849489	8.927941839348168	9.211362388483277	14.273329028211883	12.840369610373832	13.731275054589906	8.547534476075235	5.765659003400642	8.173802552611063	17.256847404633657	17.3750275963943	17.492584646685703
Itg10FP456S58	1.4142815668957622	1.808242022595967	0.0	13.519342144542112	12.7251196356577	13.304249441321721	5.845464849947471	4.102626564980031	5.711622872598025	9.306672610035855	6.418462823383514	8.99116745220238	3.1081663504070938	3.122731158900768	2.532147212026591	9.539171603031846	6.482874031138257	9.380537753613334	10.5005592367826	7.45452226783505	10.083265012445741	6.798046956427235	6.327726680503631	6.264666094437349	12.906036517251586	13.305733843059096	13.061556005803352	7.474296405352614	8.065866070042794	7.448353354271758	3.7648097921604515	1.4373598148347262	2.9498216862895763	2.8745270645309375	2.7884491490051726	2.381611032509109	4.610453240832225	3.390259929548199	3.4532900276266467	2.852778639513211	3.732815195728483	2.4134034642878506	15.011414146569557	15.510696278602241	15.193306636168744	9.04845578915136	8.653513534639432	8.358210202580056	11.513594561755038	13.12020319766533	11.84649197651197	8.493636865740868	9.539457667839326	8.63227825512377	14.044706993575984	15.793039061824102	14.506946413049333	7.564986042813125	6.28135915884767	7.149124674584698	11.503060556778422	10.957161109794711	11.316881810748185	5.684625459992365	5.411462381762808	5.322980377805583	4.012943004424014	2.3854299978763205	2.8108533852851996	15.296925611275146	15.24939363862147	15.353795000686064	31.63618850122127	32.78851292573326	32.350941106708014	26.958164231312487	29.65294875806546	28.207567215373942	8.406043545211473	7.941659732784849	8.060087965509434	8.213087300993143	7.848697938971228	7.945625219709488	4.1046887025829735	6.241658267308767	4.645820320476908	7.376181390244208	7.416193978497154	7.236842455882868	9.000969228175222	8.341160453422647	8.470097534895324	4.406930207122439	4.899207786890305	3.861422580076269	5.3936097631244895	4.562611137758965	4.349608752024856	8.641399735524724	7.9614715863688685	8.161939000404743	2.8483243141941825	3.2082882156963777	2.0465389473050943	7.09538155770938	5.457277303226027	6.14791168839252	10.51753835586093	10.257612183906303	10.37278062345399	8.431900212525763	7.89273089749294	7.663764256587228	10.155125134886855	9.362976130284244	9.7276186752548	3.182697503613329	5.09651686701706	3.421258374745009	9.416661842771815	9.660917987388355	9.028227302350006	12.6420896603318	13.633093201818573	12.974173502339537	8.968223557130337	9.837986066292096	8.898929346573238	9.02156548552662	8.251937861749969	8.347124315597753	14.914213051569224	13.639469660670985	14.470416779890225	7.019465156231607	4.576305783719227	6.7384102284202045	18.590158621617316	18.875699291610115	18.931505200282576
SLCFP165	12.78887946055124	13.370463175515104	13.519342144542112	0.0	1.2538867502532258	0.9345540425955295	17.869787530161982	17.332358017077294	18.467736990167285	20.08098734687334	18.441610149258395	20.449014641751862	14.186414800740936	14.66157146433334	14.853579541310186	20.471341806911095	18.674258065113634	20.889197727476027	19.824041786892465	17.627140441957152	20.023152370735268	7.024601923501782	8.221493964977125	7.653863890375685	10.129728851424938	9.504050971639947	10.36795669848551	17.33476428035098	18.122496355220367	18.074144609250084	13.221413521274055	12.78123270683968	13.678717495279498	14.46844144969347	14.86895374447465	15.148283747154686	12.058046438504112	12.022185185084307	12.418249648663865	13.120111893879411	14.064351727532111	13.881750684663544	7.2594243582805404	7.434336159033389	7.506586802579036	11.928070757029829	12.602053436296503	12.211245083897193	17.454655739280845	19.721016607786634	18.497592443611357	17.752149681970106	18.936661160284423	18.588001367515766	19.27798194658277	21.79355134036579	20.404775045410457	17.971827823765643	17.49704529792138	18.436223515378444	2.5970312765462698	3.536867751632229	3.282827801798908	8.066070518205219	8.856011901540388	8.754520845699197	12.060779183619028	11.877816060084127	12.446333420319469	13.297111240434	15.581777325085271	14.245131962316616	31.778012139211224	34.24192921596423	32.9970501937741	29.442271806998768	33.447788286153475	31.274154591679235	5.822349139594195	6.0983093285080505	6.243287377913863	6.444612558098116	6.696268033638739	6.9327493459894045	15.124675138040436	16.672850189050628	16.141889804052536	17.691382366922987	18.065112491918203	18.348399147180036	5.543153290312553	5.404272363442675	5.599501463786968	12.519166600150752	13.564761404639816	13.211357335834503	11.153593418056902	11.388450945651998	11.49697215754716	9.857413720181826	8.714193077914647	9.872697093874702	12.458810009804585	13.247369463900606	13.149041748018844	14.226755554878945	13.422739714667495	14.376513081999455	10.998241083317714	9.754057582543407	11.090880359715937	10.869503760175846	11.465467182296488	11.11794075867055	3.576075625716949	4.541943028935527	3.9575742292643494	13.066363745673048	14.632058112337237	14.034630761907927	14.582058692185338	15.642765317515394	15.113512789202863	21.750515764227664	22.853144929407733	22.642514780663667	16.21169922480023	17.55675239809393	16.964297526114354	8.704648581072194	7.762086952057253	8.54704205471123	7.5852945767935385	7.985442340347683	7.567321150154016	18.40956824955204	17.385893131224936	18.889694911253763	16.82881032358266	19.425964612403284	18.007159052380292
SLCFP163	12.087272707063248	12.521806197593529	12.7251196356577	1.2538867502532258	0.0	0.5920149694183101	17.305649074629308	16.62989457934657	17.82638192175238	19.655028416431033	17.895063422398447	19.954349705658995	13.62213100284592	13.954139735096666	14.196601384209947	19.964580588995446	18.038454572797587	20.3158541315171	19.494675682935153	17.197854006687606	19.63022939334538	6.37235948705137	7.383668854729981	6.848839151988485	10.135801115830258	9.48053529360462	10.303360775084496	16.952463010820765	17.615444521721887	17.607608341912343	12.633707283666755	12.02616525384136	12.9956508234762	13.87843259545226	14.136189826165825	14.468011090685039	11.653300969185235	11.452875987759759	11.903585871513748	12.517322282374371	13.322428629382642	13.183135870654379	7.693413741394131	7.818636042785975	7.851264911816461	11.880734174816146	12.387578861226459	12.049859634405138	17.2173422545171	19.348212209181742	18.170841370648617	17.396475698267896	18.458352115538354	18.148633413811222	19.122635807505027	21.50079783336459	20.16359796852732	17.60857735967988	17.01019884156934	17.993582142321813	1.8194078912974432	2.417049273082449	2.2432059802950324	7.232451409742842	7.85088411144994	7.804720657507852	11.57902702168582	11.226781230694648	11.857018864599448	13.243021115033176	15.315695670989077	14.072178682756416	32.142163598078625	34.469751430256444	33.29974982227743	29.478718553243446	33.336455914793035	31.23670473502882	5.184716700905776	5.192845098080799	5.428418387741859	5.7397002744640275	5.750514496877437	6.077687042082829	14.493883012566013	15.926435606128079	15.428623013846673	17.306333166326393	17.555630397029653	17.881029414159176	5.320267809486317	4.883935831657615	5.162679829803265	12.021492360001398	12.92069363537932	12.609056164162709	10.809201128065345	10.873189819788053	11.033356625951729	9.675790152957452	8.396143176667701	9.58420414589774	11.866039332121561	12.507172385374805	12.455460401214188	14.017186761580856	13.08518873741252	14.075974022568122	10.860872812543613	9.540554197164365	10.872520744754352	10.789012231678957	11.207435193773847	10.914088701167886	3.149760367098785	3.7491082812531404	3.2105519434469048	12.389688603643982	13.83613693338708	13.269281831545282	14.448049549426768	15.36146447010586	14.879849526287957	21.500861347862156	22.493878493929696	22.31973011986598	15.949485180221211	17.160591646185374	16.61036326962534	8.726124323039825	7.64494567131972	8.44975877588942	8.045644872296156	8.158868203067232	7.879406804577026	17.90275136736301	16.74342843126365	18.307569724458286	16.803406777470702	19.200955239110275	17.878207041517207
SLCFP164	12.652804342673745	13.11169857369676	13.304249441321721	0.9345540425955295	0.5920149694183101	0.0	17.839260247937474	17.20136429512946	18.376838940356173	20.144065523325192	18.42742768298627	20.461385830013032	14.172800242749531	14.532107800937279	14.764978720326484	20.454334885546693	18.57144580245575	20.82146706559917	19.940269730173405	17.683532799285544	20.09293407723703	6.936792247969888	7.964298434441691	7.433444671069143	10.263066684990566	9.57015023666331	10.429165415004634	17.471484866231698	18.15612358431143	18.145442687753036	13.15319277222936	12.591086445993962	13.534352269759687	14.431565068715432	14.717262276566824	15.038005456596931	12.16416422651302	12.007615780811264	12.441312923714055	13.078353479324633	13.901727642205108	13.759683177216361	7.5805572743601815	7.670665095672015	7.733255205719385	12.295444581362307	12.842214545857846	12.497974225779192	17.67033857766804	19.81769504993371	18.64217932020729	17.907665300945233	18.986925650557918	18.677821999525023	19.541374503775025	21.940028160375462	20.601125839440197	18.113560161670286	17.55164721784311	18.519553164265016	2.2172855201277497	2.893191695888182	2.658072651050479	7.795056018195571	8.435373200794897	8.376440573413383	12.097137869077018	11.790974215790023	12.399633168111853	13.49447695670138	15.640252969369808	14.354228764085757	32.30721591231502	34.68739327776321	33.485570867841595	29.761804571041694	33.662793738755624	31.539553181913057	5.663171502556671	5.733122166328082	5.933464870265649	6.2072999646078255	6.269105636010205	6.5631388717487384	15.060951096570514	16.499252656865657	16.006122064732295	17.825084579340572	18.100834886496365	18.419262087839634	5.734173320023739	5.392633888907263	5.633154661630354	12.563340290787307	13.482296813275369	13.1703448567852	11.311357313786532	11.417503222628106	11.565498340753969	10.02726043495615	8.789142105369875	9.959378638878908	12.423737078489685	13.087411745343003	13.030420422575926	14.472156799805164	13.586046351456792	14.558252158528639	11.131315395693065	9.812917186204006	11.152992714544684	11.215122440183121	11.67655127102824	11.376018487965895	3.647348685910152	4.319335428742905	3.7789184584000504	12.962728035369436	14.412773457193678	13.851831578182612	14.890219593154278	15.832253902211791	15.348258986214518	21.98564925902045	22.996409390082356	22.822153390503274	16.43098423110213	17.662035484365806	17.112839451073505	9.065342293744397	8.039382721242909	8.825025185781728	8.105840436062012	8.340278133087438	7.983624511790311	18.416821023026785	17.299901890433166	18.839592552069703	17.015687797324905	19.49153054254237	18.119496930124935
LYZFP317	5.639639380023846	7.2749213514704305	5.845464849947471	17.869787530161982	17.305649074629308	17.839260247937474	0.0	3.33163700487628	1.4347712315464385	3.6632492380228823	0.6898707371076381	3.2417516257314785	4.552930395265768	6.4770032649741776	4.634737177082165	4.3848358489724655	2.0493210443179253	4.395144357021204	5.5233012629361085	2.8523678876775063	4.942521011887032	11.490438343133466	11.656704584452028	11.387786359172706	14.421516197846673	15.263262159914174	14.676406023404079	6.4221999247487265	8.536647430042073	6.660369943871683	4.918330897815478	5.8340871922923565	4.7589324921258	4.083708746968489	6.171275439335113	4.255616759803223	6.312209957625171	6.960094502973789	5.851107137637428	6.1007015631325405	7.85889189439717	6.256930883923266	17.523278220668036	18.152914172646895	17.779773456292705	10.9290248257179	11.16274214343301	10.53204785785169	12.760380384911887	14.715438187540078	13.20888005547053	7.908488228047037	10.133226835230094	8.274357383677852	15.055532194202003	17.080635822607707	15.60772711754628	3.7872631012649576	4.805377169801106	3.360739153512669	15.917997785354117	15.682294249338298	15.934179469200012	10.405537309958776	10.879929193028284	10.44064423532045	5.880298682794582	6.589432693982658	5.495395619360559	19.233048131093206	19.171110178456836	19.406129797629543	32.525643210942015	33.59264117603933	33.257464048905966	28.24403452715063	30.861826200126742	29.50516211446848	12.46053902875306	12.574144382243963	12.411237404895617	12.247190304260489	12.470301104920727	12.255861100505035	6.437327045619128	9.137061262459554	7.111173125729303	5.338929586672945	7.297401547344521	5.461447722460082	12.545952636770945	12.472167943413316	12.33703185516379	7.343184344730465	8.675269570361824	7.317014554591583	7.709245300211622	8.198027609568532	7.282105798892964	10.075547274668848	10.331781130313033	9.843217969178985	6.314269458455241	7.762214555446872	6.337171288325844	5.921115393879884	5.973601107719048	5.052429811629552	11.422764730185119	11.951568771401782	11.43393015279134	10.719615698263953	10.860610380939148	10.30348029013257	14.57267482080308	14.224938105972052	14.437507142627457	7.328461434501135	9.324549814223031	7.7361070289390605	10.48773428882983	11.369483850943967	10.309102397212028	10.613244452839353	12.77826153424104	11.138879688956226	9.519256325396478	11.151221378985666	9.641362083738136	10.833872231057034	10.84528672565688	10.439777648701408	18.86046008446485	17.807333364930635	18.628186645452097	1.4238663119870858	1.8446871114073353	1.2191696479015899	22.331065485265324	22.479732193511964	22.730161585985815
LYZFP315	4.602445130049476	4.8938847399926315	4.102626564980031	17.332358017077294	16.62989457934657	17.20136429512946	3.33163700487628	0.0	2.542319914671799	6.901320404482292	3.5723595316535635	6.259064938466041	3.6711702612864037	3.8873486418886625	2.6996718715831935	7.414946061344048	4.223626950390573	7.044725903907652	8.853668557548378	6.0489429188147925	8.250326258880609	10.479404025190002	10.063002869362876	10.084508678039679	15.693941368831755	16.326797745385328	15.903704801425196	5.723689533075668	6.484490480419655	5.294495712831386	5.586803032878555	4.908172799086297	4.9162760287656795	3.2457496726104607	3.4733853286751537	2.2408921985757253	6.374523267053316	5.754897460494156	5.416882388662552	4.643780135927758	5.205744493154682	4.0375393043596395	18.285860613276324	18.86570659820947	18.521524598095095	10.386147044023229	9.918081275050353	9.658768497431012	11.17978729018677	12.530762523204313	11.288406673067902	6.902728551316022	8.058998281853542	6.727034343887891	13.542141073101728	15.0360990011914	13.805730934748425	5.285091934516297	3.8962845900793064	4.285041481600968	15.416235242209222	14.969340052151674	15.310193387594065	9.652844677984852	9.503652220138816	9.402966965179196	6.110410802735831	5.485743374960551	5.2362995655380224	17.350574447468006	16.87453511531022	17.293708371956395	31.464259884106678	32.28159718551461	32.05775408698811	26.525794375489465	28.85873728937156	27.625186083140807	12.195333619295765	11.926863304514722	11.972611055888661	12.022383617555326	11.849415332005954	11.856994033012986	4.061987740908169	6.058458433399923	4.151917609222832	5.228584148633483	5.451894208768838	4.602010042632389	12.473139441737114	12.048426001199969	12.106682857648693	6.057967749430251	6.320998123386867	5.407353533643936	7.434703444699078	6.910369057718992	6.567686362128854	11.19618684854404	10.99128591010649	10.856326789478146	5.146572749032715	5.364869550239392	4.46499648910643	7.274657242330597	6.109234342593296	6.199544562299147	12.90666725232149	13.066426637054294	12.845593944592471	10.18939888371678	9.638748588297744	9.447421980902178	13.8768062805788	13.205642093623991	13.567495015354123	5.22299079726392	6.393594313703016	5.055092777825697	9.707746215194827	9.781413130377004	9.133021138127887	10.20930545683044	11.365318375394663	10.334953167280416	8.451118596209097	9.195603905830174	8.110949169229697	11.594854054686689	11.199546167449125	11.086917337298686	17.860329732336552	16.543592806028055	17.466778193826496	4.750499092533453	1.4949389509081714	3.9881367063390214	20.279296887139527	20.06625313315707	20.47598280745874
LYZFP316	5.857337993415884	6.979432160554744	5.711622872598025	18.467736990167285	17.82638192175238	18.376838940356173	1.4347712315464385	2.542319914671799	0.0	4.5769239601199585	1.5693538626824053	3.8001573775056583	4.953618230731042	6.230558024491334	4.601456595527472	4.914939590260395	1.919841651825452	4.540992556077469	6.628298676710637	4.162002932777333	5.905639886270849	11.917937562582255	11.83696438733019	11.671742980061559	15.363951600648022	16.13224465187834	15.563978036944006	6.764370717846525	8.339160374175815	6.664900279968105	5.600420483921072	5.975888750823327	5.129702574585701	4.441615381696776	5.847137816841222	4.125612541129063	7.127939749570088	7.329601200482466	6.459891953712167	6.348827851623435	7.593262967564729	6.166788987929147	18.440565356480878	19.029886351176874	18.659945446451154	11.653565393422628	11.614995692051192	11.128260352959003	12.937254535009863	14.556189233377026	13.195427209211308	8.151918494997659	9.913445452575095	8.230530001994005	15.229239047408887	16.949493151441562	15.613824401047244	4.724340718424051	4.954377968282588	3.9191888159287664	16.45769046380841	16.11314883848218	16.397065384922403	10.767841867426641	10.979553863870601	10.641911392988266	6.666858733416654	6.9101352047870375	6.0517344771187425	19.457469022920893	19.171765910503847	19.51385176390066	32.92154153169498	33.82210032047353	33.5737649073146	28.30309100868744	30.700094861892772	29.45368552883811	13.036479258188628	12.986043965876656	12.882920994942701	12.786390969133043	12.839185020836975	12.685259311788338	6.29750173128668	8.562377518650377	6.634384635443068	5.8064966688979665	7.1400606381944	5.543022705628893	13.287090929198781	13.072565389273977	12.993350239035726	7.723623627771319	8.597468293310694	7.4281813843809115	8.462482124020042	8.582067604080565	7.859069980329671	11.080742179843092	11.186815454118685	10.769462529723876	6.665567296654438	7.613869242381668	6.378014578059132	7.1487302639727	6.8392194266800885	6.202018747959051	12.427848460941359	12.844605052470884	12.368203857960939	11.452081647826835	11.330104072763403	10.910710637889458	15.129457177778812	14.639634372569128	14.904639338220385	7.329864446455441	8.89388105397525	7.439767471478973	11.063275567548276	11.599800671349694	10.711370356417707	10.84334089741193	12.62413196972055	11.143310360116402	9.897667322267978	11.123119379667363	9.792986927075434	11.87162851998094	11.749295554135086	11.417011749317263	19.449106427480938	18.28815154749107	19.148891673428555	2.581317634207428	1.3848066282284985	1.5055505866819139	22.46673548043164	22.393041477416105	22.75351151049596
LYZFP329	8.862487723412853	10.84762762986685	9.306672610035855	20.08098734687334	19.655028416431033	20.144065523325192	3.6632492380228823	6.901320404482292	4.5769239601199585	0.0	3.3441251990679164	1.256070000692947	7.730462563701233	10.009687370126358	8.140211051710954	2.262605084059098	3.8443230973550424	3.1141607465141212	2.4681264184496783	2.4798790474961727	1.880477377932288	14.251169728804975	14.768094514364945	14.34943116714147	15.023105441358446	16.06483695451556	15.316614922933352	8.58090016662038	11.25563448499873	9.108008570298473	7.305161839001177	8.996126713926389	7.5230364684841255	7.359818980919085	9.757280105629402	7.833412660995767	8.706981001726161	10.024993340250285	8.662583266044727	9.335540313904081	11.39364572880499	9.75057543520996	18.549313122079198	19.216107617492135	18.82567175531729	13.015821831346761	13.706550354351968	12.880922198927584	15.103140642726714	17.33074136017818	15.715451734397316	10.035294835172227	12.738101240127305	10.637758290090938	17.186765328302393	19.47046421903087	17.88421545703119	4.866345475799855	7.383206386823263	5.0827940282032325	18.180343342703935	18.1253006148236	18.3007089177241	13.1001103688927	13.933714993399755	13.317046111045338	8.316173269560073	9.712714495024517	8.339719005310922	22.068596231489835	22.21610009911393	22.380496746295695	33.938208408921454	35.12079383754188	34.75018973136846	30.21260459099387	32.94025762337637	31.552930159061273	14.680440255895935	15.08612838081218	14.776045151078712	14.452804249313795	14.970639814075497	14.599995057864488	9.808781351136322	12.593946229608402	10.591063991836437	7.258196470856374	9.96901545741728	7.741445291202759	14.566309369036766	14.79256160297188	14.514726321993814	10.32268516841592	12.03378790613394	10.58555423256778	10.109094671923128	11.172814615357575	10.033834601250142	11.161926825181023	11.881098948664082	11.083477968832332	9.438598741495907	11.26126215428517	9.753198268926814	7.053708288649942	8.208706556170593	6.661055459052899	11.971078578780466	12.897354072450335	12.071055627728937	12.898410011957981	13.496127496437682	12.74842859728338	16.993609877325035	16.90430740720721	17.006205045292486	10.726678510210997	12.90113119419898	11.301937195951814	12.567756262509544	13.90489118929757	12.646916661494089	11.640165404459363	14.506531352924279	12.39506796502829	11.727273933285533	13.785280192467463	12.090759746956236	12.154462262054297	12.573713279016046	11.932410083066586	21.229910314188224	20.39199568564313	21.13531734082349	2.3080140375182294	5.464709969195839	3.1294746282222654	25.16450844010167	25.471429851650683	25.677827667129122
