Module	TL1A_FP_630	TL1a_DTT_266	TL1a_DTT_267	TL1a_FP_131	TL1a_FP_130	TL1a_FP_132	TL1A_DTT_626	TL1A_DTT_627	TL1A_DTT_628	TL1A_DTT_629	TL1a_FP_128	TL1a_FP_127	TL1a_FP_129	TL1a_DTT_158	TL1a_DTT_159	TL1a_DTT_89_Re_extracted	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_87	TL1a_DTT_286	TL1a_DTT_287	TL1a_DTT_284	TL1a_DTT_285	TL1a_DTT_283	TL1a_DTT_268_Repeat	TL1a_DTT_160	TL1a_DTT_270_Repeat	TL1a_FP_157	TL1a_FP_159	TL1a_FP_158	TL1a_DTT_90_Repeat	TL1a_FP_270	TL1a_DTT_198_Repeat	TL1a_FP_265	TL1a_FP_267	TL1a_FP_266	TL1a_FP_269	TL1a_FP_268	TL1A_DTT_673	TL1A_DTT_674	TL1A_DTT_675	TL1a_FP_86	TL1A_FP_673	TL1A_FP_674	TL1a_DTT_229	TL1a_FP_87	TL1a_FP_88	TL1A_FP_675	TL1a_FP_89	TL1a_FP_85	TL1A_FP_677	TL1A_FP_678	TL1a_DTT_88_Repeat	TL1a_DTT_231	TL1a_DTT_232	TL1a_DTT_230	TL1a_DTT_194	TL1a_DTT_195	TL1a_DTT_193	TL1a_DTT_233	TL1a_DTT_234	TL1a_FP_285	TL1a_FP_90	TL1a_FP_284	TL1a_FP_287	TL1a_FP_286	TL1a_FP_288	TL1a_DTT_157_Repeat	TL1a_FP_160	TL1a_FP_162	TL1a_FP_283	TL1a_FP_161	TL1a_DTT_129	TL1a_DTT_128	TL1a_FP_230	TL1a_FP_197	TL1a_FP_196	TL1a_FP_232	TL1a_FP_198	TL1a_FP_231	TL1a_FP_234	TL1a_FP_233	TL1a_DTT_197_Repeat	TL1a_FP_193	TL1a_DTT_196_Repeat	TL1a_FP_195	TL1a_FP_194	TL1a_FP_229	TL1A_FP_626	TL1A_FP_627	TL1A_FP_625	TL1a_DTT_130_Repeat	TL1a_DTT_265	TL1A_DTT_630	TL1a_DTT_127_Repeat	TL1a_DTT_269_Repeat
MGB036	8398.07	33336.28	104128.52	18873.64	56841.76	61529.73	7274.6	12809.48	7700.57	29782.86	62703.55	57824.5	37733.51	11023.1	33326.75	21073.61	45558.99	47354.31	72049.35	21206.32	7886.21	101688.82	47800.96	45160.95	20223.75	24940.87	46892.45	74755.74	18438.04	27410.83	8851.29	75930.42	20108.34	36863.64	48119.32	49840.24	52484.75	59871.44	7581.39	7201.55	7370.76	62719.29	9020.94	7548.82	51099.58	70406.0	59227.09	10226.43	134662.95	47627.93	9816.93	7125.47	8175.83	79878.52	82830.07	24987.78	37926.38	84823.94	39574.86	26942.62	15604.65	48114.9	34651.16	36804.05	50074.2	63622.4	61036.13	27263.42	53023.1	153893.74	55664.52	71481.02	34647.47	30665.64	46681.4	51939.2	37424.75	63423.53	290388.7	48240.96	31450.01	32972.46	4068.37	31633.96	16949.88	36026.97	34972.36	22059.1	8530.63	9441.41	6285.02	14164.23	17172.74	15022.68	38541.04	8059.56
MGB051	14.0	12.0	0.0	0.0	54.0	0.0	0.0	0.0	2.0	56.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	19.0	38.0	32.0	0.0	0.0	0.0	3.0	0.0	73.0	0.0	0.0	0.0	191.0	0.0	58.0	49.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	70.0	0.0	0.0	0.0	0.0	31.0	9.0	123.0	0.0	77.0	0.0	0.0	0.0	80.0	0.0	0.0	118.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0
MGB052	5462.61	17998.74	67293.79	990.86	45400.5	53707.74	3990.93	6639.36	3555.54	24266.86	34255.83	40299.9	22624.36	7546.96	25369.57	12958.53	27234.81	31325.96	39809.62	8760.81	3210.74	46214.17	29207.67	23809.46	1472.5	18342.21	15864.6	67737.26	16700.19	24777.0	4802.41	66790.79	8410.54	29774.54	32507.67	35532.36	15711.21	33168.21	5183.83	3018.46	3348.1	41497.76	4816.03	4992.24	39619.64	47570.6	37311.86	5751.43	115698.26	25785.1	2269.14	693.8	3250.71	60092.14	432.25	9033.5	23819.04	67052.21	30314.9	3293.0	1955.5	24036.67	8126.13	25974.33	32423.5	13159.67	16146.62	16967.83	13932.0	131272.34	28827.83	59146.67	17647.26	15324.96	25924.5	31685.14	18354.14	1273.0	29521.31	28382.0	1077.79	7347.29	660.62	22419.0	470.93	24378.83	25620.21	14161.5	5150.6	6661.74	3303.6	1335.83	7973.24	10757.26	23333.86	778.5
MGB031	7101.93	26043.89	122767.66	18219.0	8798.85	10201.43	8283.26	16037.16	4984.41	9333.33	37593.25	21729.75	17369.67	7857.57	11152.58	8540.92	35448.08	54835.09	66355.99	12662.77	7283.76	125582.75	25530.82	31949.4	15948.08	8797.82	49299.17	8107.24	3404.58	3947.33	9765.58	8001.1	22017.83	7491.41	16598.09	15996.41	27362.57	23649.5	4678.5	7189.93	7892.99	43675.91	7904.41	6216.83	10768.09	82609.25	45049.33	9224.67	15343.57	28908.5	7028.26	6194.42	8110.59	112108.33	82144.67	22699.91	20913.17	130915.74	28225.57	26758.59	14729.25	30989.83	17284.91	10673.64	18527.33	41958.75	49516.57	12436.59	10705.5	23691.84	33768.59	11573.26	29661.4	23801.83	32104.83	21615.76	21358.9	61548.41	261998.32	26639.99	26373.09	23957.84	3945.41	9074.99	16145.75	15504.84	9307.75	10313.33	6735.16	13130.76	4493.59	12870.33	17191.0	5113.92	24510.16	6502.32
MGB053	406.71500000000003	4186.025	7722.08	272.295	1999.51	1983.0900000000001	582.4649999999999	2429.66	589.75	603.66	7583.83	3991.125	3965.045	1271.58	2442.25	1788.17	3289.75	3544.34	9237.16	1048.635	637.4649999999999	7487.25	4363.33	4198.535	953.705	1465.455	2858.545	1787.4099999999999	684.5799999999999	689.25	1007.75	1492.26	1960.83	1011.2850000000001	4336.59	2855.08	1199.9099999999999	2640.5	408.37500000000006	835.3399999999999	589.83	4783.955	510.0	320.875	3146.84	5821.375	5335.5	1006.67	5564.74	4101.42	2174.005	459.0	1043.67	7080.285	244.5	5177.58	2786.5	5822.785	2093.035	1224.67	1126.75	4181.5	5900.415	793.8199999999999	2390.08	2032.295	1579.9099999999999	3236.25	8052.625	5205.545	4640.0	2286.6349999999998	5275.49	4380.125	4452.33	4427.59	1002.24	445.955	113428.32999999999	4277.83	124.42	393.34	180.41000000000003	157.07999999999998	143.0	1690.75	244.0	799.83	584.125	549.965	298.92	642.29	2821.5	606.0	4147.455	1188.41
MGB032	5556.07	20152.6	45460.62	4439.44	51067.97	56445.33	3528.85	3124.98	5563.32	27345.53	43034.5	46955.4	27961.11	6345.95	26350.4	17485.53	27676.89	17878.21	32648.949999999997	12083.07	3623.41	51511.17	32945.66	29646.95	9593.5	20556.57	21245.85	70714.59	16644.19	25332.83	3278.24	72302.13	9786.54	33888.54	38386.42	41567.44	34651.12	41451.71	5549.96	3390.3	3946.76	40660.09	6720.44	5229.82	43962.26	27963.6	36029.44	6062.93	126135.47	34665.18	7286.68	5822.72	3024.13	18998.06	7922.92	8898.08	26694.96	15837.04	26356.81	13485.92	11123.0	33238.0	25321.46	34996.15	40817.75	19665.5	29005.53	17849.67	46784.0	147505.26	40029.67	67663.55	17502.67	16824.29	32183.75	43915.31	23675.05	3651.58	262279.3	36546.41	25873.71	17989.29	2711.12	30502.66	11105.18	29709.67	32783.96	19940.5	6038.63	3631.91	5403.27	7585.08	7848.24	12584.68	25123.44	4737.16
MGB054	242.25	2089.25	4416.5	145.25	813.5	1119.5	356.75	1600.0	290.0	244.0	3936.5	1758.25	2273.75	606.0	1093.0	980.0	2662.5	2874.0	8587.0	689.75	406.25	4008.0	2405.0	2566.75	517.0	847.75	1664.75	683.0	399.0	377.5	595.0	1147.0	1534.0	517.25	2293.5	1482.5	647.5	1597.0	241.25	457.5	394.0	4066.25	141.0	113.75	1207.5	5545.75	4287.5	458.0	2221.5	3059.0	204.25	183.5	676.0	5518.25	69.5	3299.5	1864.5	3970.25	1432.75	919.0	646.0	2122.0	805.75	569.0	1340.0	1876.25	1280.5	1919.0	10636.75	3277.25	2158.5	1580.75	3279.0	2984.75	3032.5	1060.5	560.5	414.75	1963.0	2943.5	112.5	237.5	112.0	77.5	89.0	1036.5	153.0	607.0	334.25	250.25	115.0	202.0	1773.0	253.0	2642.25	56.5
MGB010	0.0	0.0	22.0	7.0	24.0	57.0	4.0	1.0	33.0	0.0	0.0	0.0	0.0	15.0	222.0	405.0	231.0	22.0	96.0	5.0	0.0	2.0	60.0	100.0	984.0	158.0	550.0	139.0	24.0	29.0	406.0	406.0	216.0	168.0	40.0	120.0	1390.0	343.0	25.0	0.0	4.0	58.0	1.0	0.0	26.0	5.0	38.0	0.0	52.0	19.0	2174.0	24.0	860.0	0.0	53.0	0.0	11.0	0.0	0.0	2.0	22.0	7.0	9696.0	9.0	0.0	12.0	95.0	69.0	4859.0	0.0	16.0	0.0	43.0	266.0	0.0	28.0	0.0	0.0	1113.0	0.0	6.0	18.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	78.0	8.0	173.0	0.0
MGB050	68.5	1205.83	2240.0	43.0	663.5	620.0	164.5	662.0	219.0	187.0	1882.5	1564.0	1081.0	555.5	1041.5	535.83	1116.5	1220.0	2470.0	266.5	194.0	2043.5	1712.0	1227.0	274.0	543.0	1362.0	906.5	144.5	301.0	338.5	408.0	723.0	228.0	1304.0	1015.0	142.0	1569.0	161.5	402.0	247.0	1509.0	57.0	156.0	1436.75	1173.0	1614.5	275.0	3184.5	1142.5	68.0	72.0	300.0	1524.66	51.0	2270.5	926.67	1260.0	264.5	364.0	183.5	2132.0	519.75	131.0	1110.5	650.0	580.0	1453.0	434.0	748.5	2294.5	386.0	1563.0	1374.5	1691.5	283.0	316.0	145.5	773.0	1691.5	59.0	147.0	71.5	32.0	52.0	403.0	37.0	209.0	99.0	75.0	30.5	149.0	771.0	256.5	1180.5	68.0
MGB019	33.25	193.25	1236.0	13738.0	1118.0	569.0	44.0	95.0	71.0	1.0	347.0	812.0	369.0	69.0	383.5	230.0	551.25	98.0	408.0	370.0	244.0	334.0	561.0	777.0	7839.75	336.5	10331.0	507.5	41.0	95.0	420.5	2010.75	507.0	1405.0	1824.0	3550.0	17131.0	14200.0	91.5	38.75	17.0	212.0	16.5	18.0	282.75	29.0	198.0	18.0	1138.0	218.0	2426.75	124.75	1169.0	114.0	632.75	43.75	273.0	102.0	209.0	1898.0	525.0	292.0	14632.25	124.0	914.0	4937.0	7128.0	310.75	7554.5	821.5	462.0	257.5	447.0	616.0	43.0	817.0	468.0	5862.0	1065.5	49.0	491.0	1864.5	93.0	222.0	455.0	43.0	136.0	38.0	32.0	27.0	15.0	5898.25	508.0	37.5	513.25	1002.0
MGB005	7334.32	26909.839999999997	90028.12	4652.52	54161.73	46909.5	6049.1	9041.48	6689.4	29342.53	48306.25	49964.65	28570.86	8678.2	25787.98	17841.025	31290.89	36609.04	48033.95	13135.07	5019.16	85649.42	27367.49	29854.7	9743.75	19885.65	33790.1	52928.34	15995.94	18992.66	6449.99	73134.56	16437.04	29167.79	32880.25	29783.94	35724.195	40110.04	6996.54	5424.55	6151.26	36900.17	7583.27	5866.57	48445.18	53015.02	36667.02	7644.26	133752.13	30110.76	6849.18	5654.47	4980.13	73589.14	8307.505000000001	15566.08	29152.38	72712.79	34705.64	16451.754999999997	12662.5	28284.5	21086.21	15127.48	36058.67	21237.92	30352.03	18715.92	35579.25	152480.59000000003	39701.09	71737.805	24261.17	21079.79	35545.67	44968.4	21339.72	4631.08	262753.8	34215.49	25972.045	19210.795	3090.87	25754.66	11338.68	28866.84	26613.46	18010.17	7205.13	8107.66	5363.27	7266.83	12201.74	14193.85	29168.19	4982.66
MGB027	153.25	133.85	215.4	155.2	2461.2	70.4	52.0	9.0	249.0	228.0	155.8	222.6	81.4	22.4	277.1	529.0	372.85	22.6	111.4	1372.0	850.8	13.4	1133.8	107.0	2582.75	235.3	1740.6	148.9	25.6	33.0	461.3	581.95	231.8	586.6	296.4	571.8	1485.8	598.4	172.1	12.75	19.0	70.2	6.5	10.0	1721.15	5.4	65.4	5.0	1749.4	48.0	2814.75	526.75	1176.2	19.8	253.15	7.95	26.0	14.4	10.8	221.2	432.4	309.4	10313.45	150.4	1034.2	8668.4	455.6	288.75	4898.1	1570.9	99.6	1690.3	131.8	289.6	30.4	219.8	21.2	332.2	1423.9	50.8	58.8	67.5	48.0	35.8	2.2	4.8	24.4	18.6	45.0	18.0	46.0	1151.65	92.0	675.5	233.85	1564.4
