feature	rank
K02429	49.95111158
K16264	44.58571237
K07085	42.78780852
K01633	42.43110827
K01661	41.71228821
K01911	41.71228821
K03593	41.53925991
K18979	41.45672658
K07263	40.3721013
K01847	40.32309791
K02437	38.66451383
K01991	38.56122456
K04084	37.93939793
K01081	37.89044056
K01205	37.83253393
K07148	37.83253393
K01079	37.70539158
K03773	37.52244932
K00950	37.51449022
K03183	37.12095456
K01186	36.25700723
K03561	36.24591719
K03772	35.82562981
K03585	35.74200865
K06911	35.48060585
K03453	35.40828057
K16363	35.38448684
K12340	35.06770211
K12373	35.01919876
K09125	34.94519945
K11996	34.94519945
K01197	34.65582194
K06142	34.61963958
K07405	34.42879029
K01200	34.23266406
K04564	34.21125246
K01585	34.20677877
K08218	34.20677877
K06211	34.11262567
K00798	34.01164119
K08156	33.86459766
K07735	33.58796529
K00883	33.52783565
K16053	33.07233206
K07106	32.96746827
K00674	32.82439937
K09760	32.80262106
K02430	32.74106953
K03577	32.74106953
K03656	32.74106953
K03313	32.7019412
K01447	32.57317924
K03490	32.54985245
K01284	32.31877133
K08289	32.3080238
K02484	32.27851242
K01960	32.27037839
K03640	32.19080731
K06966	32.18295133
K07322	32.18024652
K15984	32.17186589
K05970	32.05351746
K16211	32.0368942
K01425	32.01280342
K07259	31.97867998
K03327	31.89926844
K03718	31.87362024
K04761	31.64653705
K12251	31.58727215
K07001	31.26131337
K06167	31.12505214
K01547	31.03765165
K01548	31.03765165
K01546	30.955312
K04762	30.63877572
K09793	30.62704868
K01809	30.56512693
K07102	30.50848964
K03775	30.48448647
K06188	30.38105435
K03771	30.31007125
K07250	30.1909325
K00024	30.13611425
K00677	30.13611425
K00818	30.06337752
K02551	29.90325034
K02622	29.80790779
K02621	29.78635274
K03269	29.65236371
K01476	29.639352
K03559	29.36111243
K15977	29.27379813
K01993	29.19320867
K01787	29.16087582
K03814	29.01374215
K01858	28.88581016
K00895	28.67782439
K09758	28.66699158
K01840	28.59314037
K09939	28.58716775
K13378	28.44571016
K03839	28.24052248
K01154	28.16679425
K16055	28.04222836
K02342	28.01122784
K00833	27.95519843
K01442	27.83617171
K12343	27.78202015
K05776	27.74794829
K01433	27.70071744
K04516	27.69631513
K01372	27.64997008
K03573	27.62998912
K04784	27.62998912
K12113	27.62998912
K03530	27.53064478
K00970	27.42720654
K03832	27.35032321
K09011	27.33309718
K03827	27.31620916
K09797	27.2713491
K09808	27.2684805
K13043	27.23084986
K19353	27.23084986
K06143	27.22328748
K10041	27.21330246
K02517	27.21251237
K03473	27.18618287
K10039	27.15515
K11537	27.12920953
K03113	27.12378826
K18691	27.12378826
K01785	27.10573996
K01438	27.08395397
K03770	27.05667502
K00130	26.93339912
K01144	26.93339912
K01277	26.93339912
K17836	26.93339912
K01089	26.83910621
K03118	26.83713253
K00946	26.83053806
K08717	26.83053806
K18785	26.78290052
K04518	26.75953859
K01278	26.74602436
K03587	26.74602436
K01206	26.68977293
K00257	26.67966233
K00605	26.6565159
K09015	26.63526023
K18139	26.60211778
K10040	26.46250764
K01058	26.39048263
K08223	26.33581209
K00341	26.25320164
K09922	26.22681768
K07114	26.21284996
K01791	26.20989936
K00029	26.18973403
K00340	26.18862937
K06041	26.17727703
K00331	26.16596554
K00343	26.16596554
K01173	26.11740583
K06178	25.90724294
K02065	25.88187671
K02217	25.86287695
K16089	25.83316053
K00240	25.77632138
K11065	25.73069554
K19091	25.69485586
K09789	25.680901
K01181	25.64949487
K12524	25.59896991
K01195	25.56792414
K03289	25.56646116
K15923	25.53998707
K06890	25.53475892
K00330	25.50709362
K00033	25.49313819
K01218	25.49313819
K00339	25.48994063
K00342	25.48994063
K01241	25.48994063
K02361	25.48994063
K06013	25.44766754
K01201	25.43501672
K07277	25.43175398
K02523	25.42799892
K17074	25.41487261
K09810	25.36461483
K05807	25.30377279
K09861	25.30010205
K11904	25.26320113
K01187	25.15070919
K01619	25.13881905
K02168	25.13622273
K02461	25.13622273
K03291	25.13622273
K03755	25.13622273
K03808	25.13622273
K05802	25.13622273
K06078	25.13622273
K06149	25.13622273
K06884	25.13622273
K06946	25.13622273
K07285	25.13622273
K07348	25.13622273
K07349	25.13622273
K07357	25.13622273
K08348	25.13622273
K09476	25.13622273
K12149	25.13622273
K12678	25.13622273
K12684	25.13622273
K12687	25.13622273
