	chao1
Vil1-01B-FP11	211.04
Vil1-03B-DTT33	288.0
Itg-18-DTT496-S91	282.9166666666667
SLCFP072	173.23076923076923
LYZdtt342	255.54166666666669
Lyz2-02B-FP222-S70	108.5
SLCFP021	306.4871794871795
Vil1-05B-DTT57	36.42857142857143
LYZdtt351	327.2325581395349
Lyz2-07B-DTT281-S123	308.96875
Vil1-010B-DTT117	328.9473684210526
Itg-10-DTT455-S49	392.22222222222223
Itg-22-FP518-S21	212.4
SLCFP069	253.0344827586207
Lyz2-05B-DTT260-S101	260.7567567567568
Lyz2-04B-FP244-S41	343.65625
LYZFP308	426.1219512195122
SLCFP111	299.97297297297297
Vil1-05B-FP57	411.9166666666667
Lyz2-02B-DTT221-S61	339.57142857142856
Vil1-06B-DTT70	8.0
LYZFP307	269.11538461538464
Vil1-03B-DTT35	394.8382352941176
Vil1-03B-FP35	199.875
LYZdtt364	400.5625
Itg-02-FP409-S9	360.2631578947368
Itg-10-DTT456-S50	350.15384615384613
Vil1-01B-DTT11	213.08333333333331
Vil1-01B-FP07	394.1666666666667
Lyz2-04B-FP243-S92	341.93548387096774
Vil1-13B-FP153	171.75
Vil1-07B-FP82	189.37037037037038
Lyz2-07B-FP283-S81	131.0
Lyz2-04B-FP245-S42	327.8709677419355
Itg-20-FP508-S11	329.4
SLCdtt163	404.7826086956522
SLCdtt050	343.8857142857143
Vil1-10B-FP115	215.5
Lyz2-06B-DTT269-S111	349.0
LYZdtt308	408.25
Lyz2-03B-DTT232-S72	339.38461538461536
LYZFP331	246.0
Vil1-09B-DTT105	258.48648648648646
Itg-20-DTT504-S99	328.8378378378378
Itg-20-DTT505-S100	327.0
Itg-24-DTT530-S25	493.1617647058823
Vil1-06B-DTT72	9.0
Itg-24-DTT531-S26	241.94736842105263
SLCFP131	149.375
Vil1-01B-FP08	539.9016393442623
Vil1-10B-FP116	348.02941176470586
Vil1-14B-FP167	142.0
SLCFP078	136.07142857142858
Vil1-04B-DTT43	337.13513513513516
Itg-24-DTT529-S24	421.030303030303
SLCdtt110	296.75
Itg-04-DTT423-S15	342.6923076923077
SLCdtt075	290.0232558139535
SLCFP070	139.55
Vil1-07B-DTT79	5.5
Vil1-04B-FP46	201.125
LYZFP304	404.78431372549016
Vil1-06B-FP67	385.5531914893617
Lyz2-06B-DTT272-S114	406.76623376623377
SLCdtt022	299.8235294117647
Itg-18-DTT492-S87	354.4594594594595
Vil1-014B-DTT164	362.7567567567568
LYZdtt366	245.5
Lyz2-01B-FP208-S56	377.0975609756098
SLCFP067	224.0
SLCdtt019	228.0
Vil1-14B-FP163	358.6363636363636
Lyz2-06B-FP271-S69	202.14285714285714
Lyz2-04B-DTT246-S87	236.97727272727272
SLCdtt070	212.45945945945945
SLCFP023	114.0
Lyz2-01B-DTT207-S47	344.0731707317073
SLCdtt164	333.75
Vil1-09B-FP108	147.05263157894737
Itg-26-DTT541-S37	389.23809523809524
SLCdtt005	154.4375
Itg-22-FP515-S18	375.6595744680851
SLCFP051	329.4
Itg-02-DTT409-S1	381.7142857142857
Lyz2-05B-FP255-S52	301.7906976744186
Itg-22-DTT516-S11	364.025
Vil1-02B-FP22	295.27777777777777
Itg-20-DTT508-S3	327.9
Lyz2-01B-FP210-S58	105.0
Lyz2-06B-DTT270-S112	240.67567567567568
SLCdtt002	376.2162162162162
Itg-16-DTT482-S77	194.6764705882353
LYZdtt354	48.0
LYZFP328	383.8484848484849
Itg-24-FP528-S31	398.22222222222223
Lyz2-04B-DTT243-S84	387.3170731707317
Vil1-05B-FP58	320.59574468085106
Vil1-04B-FP43	355.0285714285714
Vil1-08B-FP95	218.0
Vil1-09B-FP106	227.3125
LYZFP317	248.35714285714286
Itg-06-DTT433-S26	306.0882352941176
SLCFP022	180.0
Lyz2-03B-DTT236-S76	200.0
Vil1-04B-DTT46	178.25
Lyz2-07B-FP282-S80	145.07142857142858
Itg-16-FP484-S87	311.1428571428571
Vil1-10B-FP120	362.7
Vil1-05B-FP60	475.44262295081967
Lyz2-01B-FP212-S60	117.23529411764706
Vil1-03B-FP32	407.2173913043478
LYZdtt328	443.90625
Lyz2-02B-DTT224-S64	253.02127659574467
Itg-02-DTT407-S99	481.6612903225806
SLCdtt145	397.83720930232556
Lyz2-08B-DTT291-S133	353.5609756097561
Vil1-09B-FP105	377.22727272727275
Itg-24-DTT527-S22	421.52173913043475
LYZFP355	161.3
LYZdtt330	190.07142857142856
Itg-26-DTT539-S35	355.95652173913044
LYZFP319	177.23529411764707
Vil1-05B-FP59	364.25
SLCFP005	95.86666666666667
Vil1-08B-FP96	383.0
Itg-26-FP540-S44	437.7857142857143
SLCFP024	99.0
Vil1-06B-FP68	437.9655172413793
Vil1-09B-DTT104	288.0
SLCFP093	283.0416666666667
Lyz2-08B-FP291-S89	324.1363636363636
Vil1-02B-DTT24	473.8658536585366
SLCdtt021	287.0
Vil1-01B-FP09	379.73333333333335
Vil1-02B-DTT21	318.0
Vil1-08B-FP92	389.9655172413793
Vil1-02B-DTT23	287.61764705882354
Vil1-03B-DTT32	358.3181818181818
SLCFP053	200.9375
Itg-20-FP507-S10	263.0909090909091
SLCFP148	355.09375
SLCdtt114	141.89473684210526
Lyz2-06B-DTT271-S113	252.53846153846155
Vil1-04B-FP48	173.5263157894737
Itg-22-DTT517-S12	409.0882352941176
Vil1-06B-FP69	391.29411764705884
Lyz2-07B-DTT284-S126	307.5
Lyz2-03B-FP234-S82	233.55
Vil1-04B-FP47	186.125
SLCdtt150	275.3125
Vil1-09B-DTT106	188.04166666666666
LYZFP320	155.11764705882354
Vil1-02B-DTT20	307.9268292682927
SLCdtt167	404.5138888888889
Lyz2-04B-DTT244-S85	321.45454545454544
Vil1-06B-DTT67	48.0
SLCdtt111	292.5121951219512
Itg-24-FP530-S33	163.26086956521738
SLCFP091	262.2857142857143
Vil1-03B-FP36	330.0238095238095
Lyz2-02B-DTT223-S63	169.92857142857144
Vil1-02B-FP19	393.7
Itg-02-FP412-S12	166.3
LYZFP327	359.6071428571429
Itg-26-FP539-S43	334.1923076923077
SLCFP095	85.11111111111111
SLCFP164	331.2
Itg-18-FP491-S94	315.25
LYZdtt356	159.4375
Itg-16-FP481-S84	351.19354838709677
Vil1-04B-DTT44	347.13953488372096
Vil1-03B-FP33	417.1875
Lyz2-02B-FP224-S72	174.73076923076923
Lyz2-05B-FP259-S56	146.55555555555554
Itg-22-DTT519-S14	187.3658536585366
LYZdtt368	450.7142857142857
SLCdtt095	73.46153846153845
Lyz2-04B-DTT247-S88	344.8
Itg-06-DTT434-S27	218.75757575757575
Itg-24-DTT528-S23	422.219512195122
Itg-04-FP422-S22	73.375
SLCdtt074	335.13513513513516
SLCFP077	103.23529411764706
LYZdtt367	379.8
Itg-22-DTT518-S13	366.15
Itg-20-FP506-S9	354.25
Itg-08-FP445-S46	363.8333333333333
LYZdtt304	475.64383561643837
Itg-24-FP529-S32	409.5581395348837
Itg-02-DTT412-S4	180.16666666666666
Itg-08-DTT444-S37	349.0
Vil1-09B-FP104	368.7906976744186
Vil1-03B-DTT34	325.38461538461536
Itg-26-FP544-S48	198.23076923076923
Itg-12-DTT467-S61	395.07894736842104
Lyz2-08B-FP292-S90	367.2857142857143
Vil1-10B-FP119	221.0
Vil1-04B-FP44	367.16279069767444
Vil1-13B-FP152	141.0
LYZFP356	248.25
Itg-16-DTT480-S75	402.3863636363636
SLCdtt024	123.11764705882354
Itg-10-FP460-S62	160.71428571428572
SLCdtt149	236.55555555555554
LYZFP354	128.75
Itg-20-FP504-S7	338.13953488372096
Itg-26-DTT543-S39	269.29411764705884
Vil1-07B-FP79	316.44117647058823
SLCFP166	210.84375
Lyz2-02B-DTT219-S59	388.09375
LYZdtt317	325.2325581395349
Itg-04-DTT424-S16	303.10526315789474
Vil1-14B-FP164	344.0
Itg-12-DTT468-S62	387.325
SLCFP112	208.3448275862069
SLCFP073	221.575
Itg-06-FP434-S35	176.0
Itg-18-FP496-S99	184.2
Itg-24-FP531-S34	104.42857142857143
SLCFP128	281.6216216216216
Itg-24-FP527-S30	415.0
Lyz2-07B-FP279-S77	282.7
LYZdtt305	443.0983606557377
LYZdtt319	195.875
SLCFP092	313.0967741935484
Lyz2-01B-DTT210-S50	265.4418604651163
LYZFP332	106.4
Vil1-08B-DTT96	15.0
SLCFP002	372.7631578947368
LYZFP306	261.0967741935484
LYZdtt329	372.8
Lyz2-06B-FP269-S67	338.0857142857143
SLCFP113	139.27272727272728
Vil1-010B-DTT119	75.23076923076923
LYZdtt306	91.76923076923077
Lyz2-03B-FP231-S79	292.6341463414634
Vil1-04B-DTT45	422.8571428571429
Lyz2-03B-DTT233-S73	309.5625
SLCFP071	147.88235294117646
Lyz2-07B-FP281-S79	312.56756756756755
Itg-18-DTT491-S86	384.96078431372547
Vil1-05B-DTT58	10.75
Lyz2-07B-DTT280-S122	305.5
Itg-06-DTT431-S24	251.36363636363637
Vil1-05B-DTT59	6.0
Vil1-07B-DTT81	154.76923076923077
Lyz2-05B-DTT255-S96	389.78846153846155
Vil1-09B-FP107	232.35714285714286
Itg-08-FP443-S44	341.4516129032258
Vil1-010B-DTT120	51.0
Itg-02-FP410-S10	125.83333333333333
SLCFP004	112.42857142857143
SLCdtt146	319.8378378378378
SLCdtt113	97.06666666666666
Itg-12-DTT470-S64	225.9
Lyz2-01B-DTT208-S48	326.71875
Itg-02-DTT408-S100	429.5
Vil1-04B-FP45	375.57894736842104
Itg-06-FP436-S37	115.2
Itg-02-DTT410-S2	162.88235294117646
Lyz2-07B-DTT279-S121	604.3448275862069
Lyz2-05B-FP256-S53	305.3658536585366
SLCdtt004	139.66666666666666
Vil1-03B-FP34	255.5
Vil1-07B-FP83	265.10714285714283
SLCFP019a	317.3030303030303
SLCdtt092	301.2285714285714
Vil1-01B-FP12	223.1290322580645
Itg-12-FP469-S71	416.1395348837209
SLCdtt112	57.09090909090909
Itg-26-FP543-S47	360.9583333333333
Vil1-10B-FP117	358.9
Vil1-05B-DTT60	5.0
Itg-08-DTT446-S39	209.04347826086956
Itg-06-FP433-S34	371.3703703703704
LYZFP316	414.53846153846155
Itg-26-FP542-S46	262.4347826086956
Lyz2-02B-FP220-S68	343.15384615384613
Vil1-013B-DTT152	51.0
Vil1-08B-DTT95	10.0
SLCFP075	273.75
SLCdtt020	320.0243902439024
SLCFP049	274.125
Lyz2-05B-FP257-S54	335.6
Vil1-08B-FP94	220.29411764705884
Vil1-01B-DTT10	185.10714285714286
LYZdtt355	178.83333333333331
LYZFP339	376.2173913043478
Itg-26-DTT542-S38	273.0909090909091
Vil1-05B-DTT55	14.0
SLCFP094	225.0731707317073
Itg-16-FP482-S85	175.27272727272728
Itg-18-DTT493-S88	327.1
Vil1-013B-DTT153	57.33333333333333
LYZdtt343	102.0
Vil1-01B-DTT08	312.25
Lyz2-05B-DTT256-S97	328.78125
Itg-02-FP408-S8	319.78846153846155
LYZFP315	401.0769230769231
Vil1-02B-FP21	367.6511627906977
Itg-04-DTT421-S13	396.1538461538462
Itg-18-DTT495-S90	304.0
Itg-12-FP471-S73	171.1764705882353
Lyz2-04B-DTT248-S89	461.10169491525426
Itg-16-FP479-S81	310.45652173913044
Vil1-014B-DTT165	392.0810810810811
SLCdtt148	347.4871794871795
SLCdtt128	312.10714285714283
SLCdtt076	330.0
Vil1-010B-DTT118	160.13636363636363
LYZdtt341	367.34883720930236
Lyz2-08B-DTT292-S134	364.52777777777777
Itg-20-DTT507-S2	303.5
Itg-12-DTT471-S65	203.90625
Lyz2-03B-DTT235-S75	205.5
Vil1-05B-FP55	463.5526315789474
Itg-22-FP516-S19	380.8095238095238
Vil1-06B-DTT69	89.1875
LYZdtt344	251.71794871794873
Vil1-08B-DTT92	230.53846153846155
Lyz2-05B-DTT258-S99	236.75
Itg-10-DTT459-S53	177.78571428571428
Itg-08-DTT447-S40	355.1538461538462
Itg-04-FP420-S20	348.6875
Itg-10-FP456-S58	359.4186046511628
SLCFP163	286.8857142857143
SLCFP050	299.8235294117647
Vil1-09B-DTT107	119.375
LYZFP352	398.22
Lyz2-08B-FP294-S92	262.2173913043478
Itg-10-DTT457-S51	329.6363636363636
Lyz2-06B-DTT267-S108	361.1290322580645
Vil1-01B-DTT12	203.35714285714286
Vil1-13B-FP156	181.83333333333331
Vil1-013B-DTT156	210.4
Itg-18-FP492-S95	353.27777777777777
Vil1-07B-DTT84	9.5
SLCdtt051	333.0
Itg-16-DTT479-S73	354.32608695652175
LYZFP305	216.2
Vil1-06B-FP72	465.1
Lyz2-05B-DTT257-S98	382.275
Vil1-014B-DTT167	274.61538461538464
Vil1-02B-FP24	266.1
Itg-26-DTT544-S40	285.57142857142856
Itg-04-DTT422-S14	301.1290322580645
Vil1-08B-DTT93	215.5769230769231
Lyz2-08B-DTT295-S137	172.07142857142858
Itg-12-FP468-S70	391.05882352941177
Lyz2-05B-FP260-S57	137.55555555555554
Itg-06-DTT435-S28	258.4
Itg-12-FP467-S69	399.7567567567568
SLCdtt168	353.1090909090909
SLCFP052	197.71428571428572
Itg-20-FP505-S8	356.0
Vil1-06B-DTT71	5.5
Vil1-14B-FP166	139.5
LYZdtt340	411.0882352941177
SLCFP076	108.25
Itg-04-FP423-S23	115.16666666666666
SLCdtt096	82.66666666666667
Itg-22-FP517-S20	413.45454545454544
LYZFP330	219.54545454545456
Itg-12-FP472-S74	286.625
LYZdtt318	291.71794871794873
Lyz2-06B-FP268-S65	376.6666666666667
SLCFP127	261.84000000000003
Lyz2-03B-FP233-S81	281.03703703703707
Lyz2-04B-FP246-S43	172.41666666666666
Vil1-14B-FP165	360.57142857142856
Itg-16-DTT484-S79	249.03333333333333
Lyz2-02B-FP221-S69	367.1714285714286
Vil1-07B-FP81	356.57894736842104
Lyz2-06B-FP270-S68	149.14285714285714
Vil1-07B-FP84	530.6417910447761
Itg-20-DTT503-S98	339.5238095238095
Lyz2-04B-FP247-S44	113.26086956521739
Itg-22-DTT515-S10	409.1578947368421
Itg-06-FP431-S32	329.8378378378378
LYZFP340	382.20754716981133
Lyz2-01B-FP211-S59	130.05882352941177
Lyz2-06B-FP267-S64	354.38709677419354
Vil1-013B-DTT151	275.4
SLCFP150	489.625
Itg-16-DTT481-S76	338.775
Itg-02-FP407-S7	306.44117647058823
LYZdtt332	270.3409090909091
SLCFP129	267.1714285714286
SLCFP167	160.76923076923077
LYZdtt363	467.0
Vil1-04B-DTT48	203.6764705882353
Itg-04-FP419-S19	405.4871794871795
Itg-08-FP448-S49	202.83333333333331
Lyz2-07B-DTT282-S124	321.56756756756755
LYZdtt365	374.06382978723406
Vil1-13B-FP151	137.0
LYZdtt320	150.66666666666669
LYZdtt315	554.0526315789474
Vil1-01B-FP10	196.04545454545456
Itg-04-FP424-S24	296.0
Itg-06-DTT436-S29	216.5
LYZFP351	440.4666666666667
Vil1-02B-DTT19	256.1333333333333
SLCFP074	271.6774193548387
SLCFP145	354.1818181818182
Lyz2-08B-DTT296-S139	177.75
Itg-08-FP446-S47	156.0
Vil1-06B-FP71	461.0
Itg-12-DTT469-S63	362.77777777777777
SLCdtt078	283.0625
Itg-22-DTT520-S15	369.0263157894737
SLCFP054	158.07142857142858
SLCdtt052	129.33333333333334
LYZFP303	270.3658536585366
Vil1-07B-DTT83	8.0
Lyz2-01B-FP207-S55	365.3170731707317
