	chao1
Mouse9A-DTT98	346.0
Mouse5A-DTT29	126.0
Mouse5A-FP28	99.75
Mouse6A-DTT35	179.31578947368422
Mouse1B-DTT15	291.77777777777777
Mouse1B-DTT18	211.43478260869566
Mouse10A-DTT109	437.5
Mouse9A-DTT100	180.64
Mouse10A-FP110	257.3333333333333
Mouse9A-DTT101	177.56521739130434
Mouse3A-FP16	164.0625
Mouse5A-FP26	257.44444444444446
Mouse7A-FP40	214.09677419354838
Mouse1A-FP05	175.88235294117646
Mouse6A-FP32	325.85714285714283
Mouse10A-FP109	251.75
Mouse3A-FP17	208.13636363636363
Mouse10A-DTT110	283.1666666666667
Mouse9A-DTT99	304.55882352941177
Mouse9A-DTT97	359.57894736842104
Mouse7A-FP38	288.0
Mouse1A-FP02	280.04347826086956
Mouse5A-DTT27	281.65
Mouse10A-FP111	279.12
Mouse8A-DTT90	295.4186046511628
Mouse2A-FP11	140.66666666666666
Mouse3A-FP18	187.0
Mouse4A-DTT19	294.0285714285714
Mouse5A-DTT30	158.75
Mouse5A-DTT28	288.13513513513516
Mouse9A-FP97	279.2068965517241
Mouse9A-FP98	257.5
Mouse6A-FP31	304.48387096774195
Mouse10A-DTT111	265.0322580645161
Mouse4A-FP22	49.857142857142854
Mouse1A-FP03	233.42857142857142
Mouse10A-DTT113	185.8846153846154
Mouse4A-FP23	71.14285714285714
Mouse1A-FP01	297.51724137931035
Mouse6A-FP35	230.5769230769231
Mouse7A-DTT38	285.6
Mouse7A-DTT41	125.66666666666667
Mouse4A-DTT22	75.23076923076923
Mouse8A-FP87	279.037037037037
Mouse2A-FP07	281.8888888888889
Mouse3A-FP13	256.13953488372096
Mouse9A-DTT102	203.55555555555554
Mouse10A-DTT112	248.53333333333333
Mouse1A-FP06	116.25
Mouse8A-FP85	266.12
Mouse6A-DTT31	350.0333333333333
Mouse7A-DTT42	179.44
Mouse1B-DTT16	170.0
Mouse1A-FP04	154.5
Mouse10A-DTT114	286.8857142857143
Mouse2A-FP12	162.1578947368421
Mouse2A-FP10	127.5
Mouse7A-FP42	142.54166666666666
Mouse7A-FP41	161.6
Mouse10A-FP113	198.0
Mouse9A-FP102	248.6
Mouse1B-DTT14	323.2758620689655
Mouse8A-DTT85	367.0263157894737
Mouse3A-FP15	304.10869565217394
Mouse8A-DTT86	310.15384615384613
Mouse9A-FP101	202.64
Mouse10A-FP112	263.2
Mouse4A-FP20	292.6666666666667
Mouse1B-DTT13	351.4468085106383
Mouse6A-DTT34	107.0909090909091
Mouse5A-FP29	274.93548387096774
Mouse6A-FP34	163.45454545454544
Mouse6A-FP36	137.25
Mouse2A-FP09	316.7
Mouse5A-DTT26	303.2857142857143
Mouse5A-FP25	177.16129032258064
Mouse5A-FP30	154.83333333333334
Mouse7A-FP39	307.6222222222222
Mouse4A-FP24	91.0
Mouse4A-DTT21	256.6521739130435
Mouse4A-DTT24	224.02857142857144
Mouse1B-DTT17	226.7
Mouse8A-FP90	155.4
Mouse10A-FP114	244.22222222222223
Mouse3A-FP14	246.66666666666666
Mouse4A-FP21	303.6
Mouse8A-FP86	282.4736842105263
Mouse8A-DTT88	192.23684210526315
Mouse9A-FP99	290.52941176470586
Mouse2A-FP08	299.52272727272725
Mouse5A-DTT25	273.2068965517241
Mouse7A-DTT39	302.6511627906977
Mouse8A-DTT89	220.25
Mouse4A-DTT20	283.5
Mouse6A-DTT32	289.375
Mouse6A-DTT33	279.02564102564105
Mouse6A-DTT36	129.26086956521738
Mouse4A-DTT23	158.05263157894737
Mouse7A-FP37	261.9642857142857
Mouse7A-DTT37	276.7083333333333
Mouse6A-FP33	321.5263157894737
Mouse4A-FP19	314.94117647058823
Mouse8A-FP89	242.0
Mouse8A-DTT87	297.3703703703704
Mouse7A-DTT40	220.0
Mouse9A-FP100	187.1578947368421
Mouse5A-FP27	102.33333333333333
Mouse8A-FP88	151.91666666666666
