#OTU ID,Lyz2.04B.FP244.S41,Itg.10.DTT456.S50,Lyz2.03B.DTT232.S72,Itg.20.DTT504.S99,Vil1.01B.FP08,Vil1.14B.FP167,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.FP208.S56,Itg.22.DTT516.S11,Itg.24.FP528.S31,Vil1.08B.FP95,Vil1.03B.FP32,Itg.26.FP540.S44,Vil1.06B.FP68,Vil1.09B.DTT104,Vil1.03B.DTT32,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Lyz2.08B.FP292.S90,Vil1.10B.FP119,Vil1.04B.FP44,Itg.16.DTT480.S75,Itg.20.FP504.S7,Itg.12.DTT468.S62,Lyz2.07B.DTT280.S122,Vil1.09B.FP107,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.05B.FP256.S53,Lyz2.02B.FP220.S68,Vil1.013B.DTT152,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.02.FP408.S8,Lyz2.08B.DTT292.S134,Itg.22.FP516.S19,Vil1.08B.DTT92,Itg.04.FP420.S20,Itg.10.FP456.S58,Itg.18.FP492.S95,Itg.12.FP468.S70,Lyz2.06B.FP268.S65,Vil1.13B.FP155,Itg.08.FP444.S45,Vil1.010B.DTT116,Lyz2.03B.FP232.S80,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Itg.06.FP432.S33,Vil1.07B.DTT80,Lyz2.07B.FP280.S78,Vil1.05B.DTT56,Itg.16.FP480.S83,Vil1.07B.FP80,Vil1.05B.FP56,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Vil1.02B.FP20,Itg.06.DTT432.S25,Itg.26.DTT540.S36,LYZdtt364,SLCdtt050,SLCdtt110,LYZFP304,SLCdtt002,LYZFP328,LYZdtt328,SLCdtt074,LYZdtt304,SLCFP128,SLCFP092,SLCFP002,SLCdtt092,LYZFP316,SLCdtt020,SLCdtt128,SLCFP050,LYZFP352,LYZdtt340,LYZFP340,SLCFP074,SLCFP068,LYZdtt352,LYZdtt316,SLCFP110,SLCdtt068,SLCFP020,SLCdtt164,SLCFP164,SLCdtt146,SLCFP146,taxonomy
b3ef12a80d40902556c2fd4de5924438,5,0,7,0,8,11,0,4,16,0,0,46,13,4,18,0,0,2,3,3,3,0,5,21,10,5,4,0,3,17,0,0,3,18,0,0,0,3,0,0,4,0,0,6,0,4,0,0,0,14,0,3,0,0,5,0,19,27,17,0,0,12,0,0,1,0,0,5,0,19,14,8,0,3,0,0,0,12,3,0,0,4,0,3,6,0,3,6,0,0,4,4,1,1,7,
a0f4041ccc6a3b1f6512919ebe00613d,277,30,71,51,373,7,46,44,109,21,235,49,391,273,220,44,260,77,28,287,28,238,49,53,242,151,383,75,95,222,11,91,83,364,0,37,44,164,44,341,3,70,106,407,120,112,0,287,211,430,22,27,328,5,286,0,556,325,152,17,0,425,146,27,40,14,14,1754,17,1779,430,127,177,111,0,86,0,2267,6,11,132,162,46,510,422,29,138,282,9,6,31,114,616,31,253,
048a59d179f89089b6e3a2d50f389e94,17,4,10,0,44,0,0,5,29,3,55,13,59,36,43,0,12,4,0,12,5,32,19,0,34,12,46,8,4,6,0,0,9,86,4,7,6,5,6,42,0,8,26,39,12,33,3,51,12,65,3,0,35,0,29,0,86,45,46,4,0,42,10,5,0,4,0,69,0,67,13,5,28,44,27,4,0,68,0,0,50,45,0,53,39,18,16,10,6,4,22,11,80,9,52,
a2afdab2db82e62d5de07d2f29111f10,15,9,6,9,118,0,11,9,54,3,96,18,63,65,56,11,32,5,0,70,6,46,25,53,72,57,65,22,16,25,5,10,17,80,0,16,10,29,6,54,0,32,27,77,54,16,0,75,64,34,5,9,61,0,75,0,291,64,50,3,0,58,20,8,6,0,7,114,0,147,32,16,0,37,65,35,0,99,0,0,51,99,14,135,62,43,40,1,18,10,19,5,67,20,144,
be7fa93e72946b09913f7776a2f1c857,0,7,0,7,347,40,0,80,0,10,143,71,235,132,1419,42,83,47,1,46,9,107,91,112,126,95,47,11,0,381,0,1,11,0,0,0,6,8,0,100,0,110,44,0,95,0,0,163,240,0,38,0,259,0,0,0,154,1525,39,0,4,139,41,0,0,67,19,0,37,22,16,0,0,601,147,160,16,0,22,39,406,0,6,0,10,173,0,12,59,31,325,39,161,18,89,
b66b0ebe9c94cc5c0ee68a7c8cb966af,1,5,13,5,1,0,15,0,12,4,15,14,3,11,7,0,4,2,3,0,21,6,3,4,0,10,18,3,18,1,3,3,0,6,0,3,9,1,0,10,0,1,8,7,5,9,0,1,0,1,2,5,1,0,5,0,6,2,12,5,0,0,4,5,29,0,0,11,9,20,45,16,3,3,0,3,0,13,5,7,0,3,22,7,3,0,5,3,5,0,4,0,0,0,18,
978c4b2965a576a78cac987d12c9e0a0,0,0,18,0,217,0,0,74,57,0,0,0,517,0,282,8,302,52,12,149,0,0,0,19,281,0,0,0,53,0,42,0,57,56,0,54,141,0,0,0,0,0,0,0,0,0,0,0,109,0,0,34,0,0,29,0,0,0,69,0,34,351,0,1,0,347,18,0,78,0,0,0,8,65,29,38,44,0,5,127,210,0,0,0,0,0,0,7,11,0,6,6,1,49,23,
4a6d7625157c8e66f126e813b0a0fc4c,0,17,0,12,11,0,2,0,0,14,10,0,0,25,0,0,0,0,1,0,16,13,3,0,0,29,17,21,0,0,0,0,0,0,0,4,13,0,5,31,0,0,10,0,18,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,14,0,0,13,0,17,0,0,74,0,0,0,12,0,0,0,0,0,0,0,0,37,0,0,0,10,0,0,6,1,2,4,
f5fdc65ce7f21dccce1d5f510ecd0cff,524,70,366,60,258,0,25,58,267,9,0,16,52,29,52,0,10,46,868,20,0,24,79,0,39,226,122,35,20,0,159,1,39,331,0,108,196,0,36,46,98,0,57,14,27,164,0,24,13,226,0,181,1,0,24,156,303,17,2501,144,0,149,13,18,2357,151,0,2512,0,173,379,229,1221,37,0,6,4,988,0,139,57,14,275,93,27,18,24,510,6,52,3,163,16,5,18,
78efb9db740a56e0b2bc4d4778d4d3fc,0,0,35,0,200,0,293,0,113,0,0,0,352,0,143,0,562,79,82,0,0,0,0,0,36,349,13,0,13,0,445,0,80,0,0,237,1144,0,21,0,0,0,0,53,0,0,0,0,0,0,0,19,0,0,0,50,34,0,65,18,83,125,0,76,115,123,232,40,992,0,0,18,97,3,108,72,710,0,98,115,0,0,0,0,0,7,0,0,41,80,0,83,1,157,25,
236833fbc5a378aae084b64206c25372,7,0,19,5,25,0,5,1,40,6,0,18,18,26,17,0,0,5,0,4,4,20,12,10,17,19,18,16,0,18,0,5,10,42,0,1,0,8,10,7,0,0,10,27,42,10,0,23,4,65,0,0,20,0,16,0,108,48,11,0,0,39,5,11,2,1,3,15,6,29,9,21,11,31,5,7,0,55,2,3,6,22,3,25,15,11,13,11,2,4,16,11,5,3,16,
c0d5395792eadbf5f62e8ffb14fa0262,0,0,0,0,1,1,0,0,0,0,1,221,0,0,1,0,0,0,0,0,0,0,0,207,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
cdb4be857f1f698f7613343f1a9761a3,13,20,36,24,16,0,39,13,126,29,34,7,26,68,122,9,18,3,7,6,42,18,12,2,11,34,35,73,8,7,82,13,0,81,0,5,0,11,5,65,8,9,23,18,57,37,0,11,18,7,10,102,8,0,6,0,39,11,62,27,0,14,22,39,110,18,5,86,5,84,124,110,100,11,1,7,8,95,0,25,1,62,248,87,15,0,80,53,6,11,0,56,32,1,38,
0daddf1b0a2e7ae6c3add7261ca7b510,152,388,383,291,188,9,188,399,139,279,241,151,166,265,447,414,173,45,316,201,339,350,270,133,176,171,209,235,407,138,245,146,41,200,0,72,376,100,244,378,107,45,183,120,279,636,0,97,237,223,109,241,136,21,161,38,166,163,595,745,20,162,395,344,1229,1268,279,413,242,138,306,1302,210,176,227,98,272,105,524,886,440,192,311,81,184,30,400,92,95,159,393,1555,493,43,66,
108627a3879bcb1138b2c54c39e9f4a1,2,9,87,139,11,0,254,4,32,52,30,5,26,5,90,87,59,6,2,9,84,5,11,5,19,84,13,70,4,60,37,45,0,127,0,12,0,42,10,23,20,39,2,49,29,59,0,0,20,7,43,169,0,0,7,0,19,25,96,100,0,2,10,115,307,208,0,215,0,47,366,437,287,24,101,0,23,119,0,81,14,75,135,22,33,0,91,179,0,0,0,250,1,160,56,
691f2dbdac94ad2f7e2486ab73a772af,51,45,55,47,156,4,69,48,345,19,279,15,379,334,279,53,98,12,26,116,80,283,122,211,295,174,354,94,13,86,25,55,0,122,0,7,0,97,42,173,6,140,258,258,327,53,0,384,171,155,66,21,267,0,63,6,584,256,487,23,0,111,78,77,203,43,79,607,119,0,12,8,156,173,308,168,86,189,92,66,164,427,144,359,7,116,165,47,109,29,344,77,78,42,441,
de2cd296cfdcbb16ecb870a7721433d3,0,0,0,105,83,0,40,20,0,0,68,5,0,10,0,14,0,0,0,0,90,0,68,15,0,0,37,0,0,1,0,0,0,0,0,40,0,0,47,0,28,0,0,0,0,4,5,0,105,0,9,0,0,0,0,0,0,1,0,4,0,0,0,0,525,0,0,7,0,7,81,35,96,0,0,0,0,32,0,0,0,13,441,24,1,0,2,157,0,0,0,0,0,11,0,
fc9ef66f439c06896d69d1092d8315fe,1,59,2,1,5,0,3,3,18,3,17,0,65,5,79,8,24,1,0,5,6,8,8,1,20,2,7,8,1,1,2,24,0,48,0,1,0,11,2,10,0,10,10,1,19,4,0,1,3,1,21,14,1,0,4,0,3,6,20,4,1,2,1,9,0,17,18,0,35,0,0,17,0,0,0,56,0,0,18,0,31,61,0,0,0,0,32,0,0,0,25,0,0,10,57,
2ce5f984c303607afe63f839e492f57b,102,371,322,2002,0,1,326,16,251,759,708,4,1,594,343,59,2,0,345,125,1539,963,11,4,79,143,1408,2171,8,5,1455,120,3,0,0,0,11,247,29,1540,101,395,354,348,963,555,2,441,239,39,83,0,162,28,7,2,82,16,165,239,1,0,117,710,0,0,38,427,119,0,0,5146,450,1,50,59,78,4055,422,24,0,4777,1645,1136,1813,0,1646,7126,345,0,33,28,19,1842,385,
a30dd65fa0f17c9ffe88b70cc66d024b,5,6,0,4,5,0,3,0,0,2,5,22,3,8,8,3,4,0,0,7,4,3,7,21,8,4,13,3,5,4,0,6,3,8,0,0,3,3,0,11,0,0,11,9,5,6,0,6,7,0,0,2,3,0,0,0,10,9,9,2,0,6,3,0,7,3,0,4,3,5,4,5,0,0,6,0,0,19,3,5,5,18,0,9,0,0,6,10,3,0,6,3,5,3,12,
4c8288bfbd76958c0c094d87b97650f8,0,0,94,38,43,216,67,2794,5,0,0,30,12,6,8,8864,126,126,15,142,41,52,4,12,0,230,7,0,187,6,0,341,3,5,3494,29,23,0,210,0,15310,0,0,0,0,5,72,0,8879,8,0,23,0,12048,0,21430,7,6,19,12,19651,6,21,26,920,0,26,404,264,330,721,125,5519,0,65,51,0,464,0,0,53,111,408,160,0,0,350,715,0,0,0,1,10,1,62,
fbbeae3dceada6928b2cdc472f5d9901,0,0,21,0,318,1059,0,34,0,0,0,224,508,0,0,85,144,0,0,282,0,0,35,749,848,56,0,0,29,508,0,111,0,75,609,0,0,0,0,0,42,0,0,0,0,37,6119,0,174,0,0,0,0,21,0,28,0,59,148,0,43,193,0,0,12,25,11,1,7,1,7,3,303,31,3,4,2,1,14,2,1174,1,6,1,1,4278,2,15,18,213,59,1,2,21,615,
99e3ef8d6af1702f3a43e8f3e4976956,0,0,2,0,1,0,1,0,0,2,6,3,23,9,28,0,14,2,3,3,7,4,1,1,8,0,2,0,0,0,0,0,2,5,0,0,0,0,1,15,0,5,0,5,4,13,0,3,0,3,5,0,0,0,0,0,4,1,13,14,0,3,1,2,0,0,0,70,0,0,0,7,14,0,0,0,0,49,0,0,0,24,30,40,0,0,7,1,0,0,0,30,29,0,0,
7c0c72cc86a5548fac1f1c96853e29fe,0,0,9,3,8,0,0,0,16,0,14,0,27,13,21,8,11,0,0,8,5,4,4,10,16,7,13,8,0,4,0,5,0,9,0,2,0,6,3,7,0,8,6,0,11,8,0,0,12,4,0,0,6,0,7,0,18,10,14,4,0,6,3,6,0,7,8,15,12,4,15,7,0,7,24,8,12,8,10,4,10,8,7,13,4,0,12,9,6,0,8,11,4,1,11,
84a1034f71767fa92491aebf1bdf7fdc,96,391,126,253,163,0,273,47,0,57,111,11,275,105,97,43,218,92,139,219,116,292,467,16,209,244,275,216,49,20,0,104,42,0,0,99,256,109,254,105,49,60,336,138,188,118,0,141,85,94,77,0,84,6,30,41,135,23,527,148,0,205,230,99,1149,598,439,310,583,137,1104,772,593,22,90,96,107,185,447,272,108,104,636,117,66,9,163,280,78,123,119,100,32,163,335,
d43cfa5b6ee40a2e7f940e2930849ba9,1,1,1,1,1,0,2,0,0,20,9,0,1,1,3,12,1,1,1,4,125,1,1,0,1,179,1,1,1,1,0,1,1,1,0,58,1,1,3406,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,464,1,26,1112,1,9129,0,1,0,1,742,1,0,0,1,345,34,1,0,1,1,0,1,1,0,0,0,0,
832fb872172e67da702355444f34bc1c,2,0,0,0,0,3,0,0,3,0,0,11,6,2,1,0,5,0,0,3,0,0,0,22,2,0,0,0,0,6,0,0,2,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5,0,0,5,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,1,0,0,3,4,3,0,0,0,0,0,0,0,0,2,1,2,2,
1355705d5f5537fdd6063e8aef08650d,0,0,5,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,
3dc32de6cc2afb83c56da803d4ae8054,26,38,25,119,26,0,72,24,0,38,50,13,19,64,82,19,22,13,39,24,59,67,49,4,37,54,97,63,26,12,0,17,12,40,0,11,43,12,26,78,4,17,44,66,60,86,0,31,13,13,26,37,41,0,23,8,40,14,151,93,3,61,74,60,177,126,27,74,13,73,247,383,89,45,3,4,3,47,46,108,46,63,172,82,25,16,228,51,10,86,34,29,23,13,90,
0f6a34be1a611d55dd58a93322b7caff,0,0,0,11,18,0,6,3,0,6,7,7,3,17,49,33,0,0,0,0,2,0,17,123,0,58,78,0,2,19,0,6,0,0,0,0,0,7,9,32,2,41,0,12,0,0,0,0,143,0,22,0,15,0,0,0,97,42,0,0,0,0,4,3,0,12,0,52,13,0,0,0,0,0,181,71,29,69,13,0,25,0,0,0,0,0,0,9,0,0,96,0,0,11,76,
818cea4720b8bc475ccdf73579b06278,0,6,0,0,45,1,0,89,0,0,4,0,26,5,0,54,23,6,0,35,8,0,88,4,54,0,0,0,13,47,0,0,3,0,0,23,0,0,33,0,0,0,17,0,0,99,0,0,12,0,0,3,0,0,15,0,0,0,0,51,0,35,1,0,0,125,0,0,0,62,244,278,0,0,3,0,29,0,0,21,65,0,2,12,30,5,0,0,0,1,0,221,103,0,0,
9558d82710beac18e454f983c9db7cca,52,183,295,220,29,6,296,79,110,87,48,0,51,96,91,39,33,14,98,31,100,391,33,1,48,138,243,214,44,35,292,117,22,212,0,14,102,46,94,122,12,29,82,126,137,70,0,101,26,53,35,576,31,8,31,16,99,37,139,123,11,81,84,167,249,406,124,203,129,107,1273,370,190,29,55,32,143,177,82,247,17,138,694,121,37,5,200,261,34,246,10,79,18,38,136,
f9130f059b9380b9961aef118b3a529e,45,84,69,75,76,0,156,51,305,54,100,13,195,97,98,9,151,21,28,47,56,187,29,12,119,144,213,67,9,12,148,20,27,204,0,19,92,45,17,171,31,29,117,145,116,23,0,109,26,63,21,81,114,3,23,4,188,43,290,8,0,105,144,41,279,74,22,403,37,145,379,181,316,36,148,22,105,440,21,38,64,305,651,272,77,11,513,322,23,15,26,227,78,26,59,
e895ba3e92642f6c374d12d4ba87bf0a,30,3,18,5,46,0,15,10,60,5,31,9,28,30,57,4,7,8,3,17,11,36,31,14,45,4,61,7,0,14,0,9,11,25,0,7,14,6,9,41,0,21,26,48,30,18,0,40,0,32,5,0,56,0,5,0,46,105,54,5,0,41,14,3,5,5,10,21,6,65,56,13,3,11,21,9,3,36,6,7,37,23,4,19,32,10,24,13,11,5,27,17,74,4,18,
f0deb5bac19f248fce27d93d918d3464,12,2,3,8,3,0,8,5,23,3,28,7,11,31,15,33,11,3,5,13,13,25,9,35,15,10,33,4,14,13,6,6,3,17,0,0,0,4,5,22,0,10,13,19,18,7,0,10,33,8,3,5,17,0,31,0,16,8,15,7,0,5,34,8,19,0,16,20,34,0,7,24,0,9,43,6,34,24,5,7,0,14,0,11,7,8,14,25,0,0,7,34,39,4,7,
ad4e760fa406db6470c29766422a47d2,3,222,42,43,22,1,11,32,976,67,81,1,219,825,105,13,146,14,9,73,86,407,16,1,44,5,59,185,23,1,73,170,5,352,0,5,23,136,20,235,1,155,214,55,172,22,0,40,7,7,249,102,174,1,10,1,2,147,645,35,1,108,986,230,1818,0,0,80,0,795,1193,0,0,0,0,0,0,611,0,0,0,3223,0,323,0,0,3053,342,0,0,0,0,0,0,0,
292a57429f3bed0adc53c07dc4c62c9f,32,77,54,181,93,3,94,137,53,77,58,17,69,99,101,192,57,26,55,75,113,134,136,8,77,114,99,104,77,47,134,26,9,18,0,67,46,11,107,42,28,21,50,17,51,148,0,26,125,25,55,32,11,2,45,5,44,37,130,245,4,71,52,102,814,0,194,445,131,83,505,708,1507,0,0,19,0,594,39,0,0,88,447,150,44,0,346,1211,32,37,0,429,12,85,111,
e6b0f68e8f6db48ea780944a44ac99a1,34,29,53,85,71,4,146,86,95,50,89,25,106,83,226,83,115,32,46,81,103,89,53,10,93,137,102,61,63,33,127,40,13,74,0,34,122,29,27,92,26,14,47,67,65,156,0,42,114,28,24,80,60,7,33,9,88,60,195,149,14,128,189,77,953,70,151,251,182,104,857,1312,1247,21,71,50,128,223,112,93,28,52,656,52,82,8,106,499,46,69,80,95,55,41,181,
e5450be8d98da604aa4a1fa0ed722fe1,0,0,0,0,0,0,2,0,5,2,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,1,5,0,0,0,2,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,2,
5287908182825be751d21ae4e6f44c79,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0,4,0,0,0,0,0,3,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
b8d0d192e1821980a4d2d8292dcd4c42,29,29,53,63,39,0,122,8,88,9,49,82,44,44,114,3,18,13,28,29,33,43,87,11,97,94,148,33,6,10,65,19,6,99,0,14,48,10,25,33,13,12,25,52,35,73,0,22,8,31,11,40,8,2,8,2,63,22,173,52,0,81,30,48,62,255,26,164,35,87,324,153,254,90,0,14,0,84,8,423,124,66,380,68,43,12,112,118,20,83,13,75,19,17,106,
977eb5e61f5d9a0c3618c4f129859cd3,19,1305,105,186,36,10,865,547,74,514,87,0,96,183,41,52,167,56,77,45,558,358,35,9,26,235,75,587,71,7,249,329,6,15,0,70,14,106,120,268,0,18,67,146,93,174,0,48,46,42,64,60,0,0,8,32,14,0,58,555,16,70,40,342,2899,127,390,288,184,431,2441,1231,400,0,23,20,108,95,82,306,9,269,658,89,89,0,621,201,106,84,0,3476,1,321,15,
7027b1cc7695b944a14d2bf2b0cd03f4,0,0,54,0,27,0,2,0,110,0,0,0,8,0,0,0,5,4,1,2,0,0,7,0,2,204,0,0,4,0,76,0,15,201,0,7,86,0,8,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,2,131,0,195,0,0,25,0,2,0,0,26,0,37,0,0,232,0,3,8,13,3,0,2,58,0,0,0,0,16,0,0,0,33,0,3,0,0,0,0,
8064a19ea488e28609ef25daab20653e,42,5,19,5,91,5,4,17,58,6,66,5,116,58,72,0,47,8,0,31,5,35,38,18,58,23,112,18,5,34,4,7,22,270,0,6,6,14,3,54,5,28,18,41,23,29,0,73,12,206,6,10,52,0,42,0,151,217,59,7,0,126,12,3,4,4,3,110,4,211,38,24,11,62,48,7,3,124,3,3,29,167,7,69,106,13,44,14,10,3,36,32,73,15,51,
1b20077c579ec346099b958af37ff02d,0,11,7,76,86,0,69,37,42,28,54,24,95,54,95,14,72,20,0,120,39,37,34,12,130,292,120,7,16,22,7,18,0,22,0,30,0,28,9,75,0,17,19,110,25,19,0,21,63,0,8,5,10,5,32,21,353,47,402,16,7,76,23,35,216,38,53,0,71,40,84,474,0,12,64,53,63,0,14,47,16,14,286,129,84,0,15,0,50,49,14,127,34,8,17,
49e9cee41713f4c00f8b171ecaff09b5,25,9,8,8,22,0,34,4,10,15,71,0,38,78,70,19,33,14,27,0,39,16,7,5,8,25,46,35,5,5,4,15,10,7,0,14,14,24,3,40,4,21,13,32,72,25,0,12,6,13,6,4,11,0,4,4,22,6,86,6,0,24,18,25,192,6,0,150,26,32,97,70,42,0,0,7,0,162,46,0,0,103,84,93,20,1,95,50,0,10,23,17,2,18,11,
f5bf4e20e8a4c371b702c2cf491f56e8,227,31,93,74,25,1,281,87,260,118,36,0,140,61,24,0,210,2,462,18,103,87,0,1,16,7,72,27,2,0,363,22,4,88,1243,21,45,78,1,174,1,7,78,72,116,52,1,16,1,2,28,281,21,1,1,1,3,4,1,76,0,27,89,90,908,0,0,579,386,8,1,771,1100,0,0,142,0,563,0,0,0,8,2529,414,73,1,17,1188,0,0,0,0,0,276,483,
7737dd181fb4d08851b4c49b7bb5c5ef,1,186,24,97,2,0,5,10,6,83,8,1,5,8,1,0,7,0,2,1,29,2,2,1,1,18,96,166,2,0,5,84,21,28,0,4,47,36,6,37,1,11,46,1,23,48,0,1,2,3,13,68,2,0,0,1,1,1,7,54,0,1,30,7,588,0,0,84,0,60,301,802,143,0,0,0,0,99,0,0,0,42,118,47,90,0,78,169,0,0,0,0,0,46,82,
435716953baae002e22a8d28e14c0aec,64,101,167,225,80,0,269,171,157,61,32,35,30,31,452,28,27,13,88,12,34,149,35,3,22,88,178,79,2,21,275,128,32,186,0,38,159,80,25,95,17,29,34,75,55,223,3,23,6,98,67,160,71,4,0,4,32,57,97,247,39,45,370,50,620,65,63,421,148,431,1264,528,878,23,14,27,30,304,77,149,6,161,993,259,23,27,369,293,0,100,62,315,74,31,47,
1ab3b71e73441e341b02e15407e5b9e5,0,76,0,0,16,0,14,29,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,9,14,0,0,16,23,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,39,0,0,0,0,0,181,51,7,0,6,0,0,0,1,5,0,3,2,0,0,91,2,0,0,0,0,0,0,0,2,8,2,100,1,1,1,
8f07f09a7a5b69d79afd30ba3be7ae26,8,15,14,23,14,0,8,33,65,34,9,2,53,17,94,98,70,8,16,20,16,32,31,1,31,35,10,18,20,7,76,9,7,8,0,13,38,10,17,27,24,6,13,2,10,26,0,10,32,5,23,12,15,0,11,1,8,5,36,38,3,10,93,33,377,0,0,0,36,169,299,222,0,0,0,27,0,197,0,0,0,64,235,86,38,0,181,371,0,0,0,44,2,99,63,
090dac4c317bdb16f9ab434da4e8a35f,63,7,107,39,3,0,62,1,769,9,26,0,2,23,2,0,2,6,113,1,25,19,27,0,1,41,47,18,2,0,815,2,7,390,0,1,29,2,12,20,0,3,12,11,73,38,0,2,0,20,4,195,2,1,4,0,12,1,0,49,0,29,18,77,337,219,0,15,30,16,23,2554,67,25,17,6,8,7,0,269,76,44,28,4,128,0,20,1,0,0,0,0,0,0,100,
b221a65a4ab995abd7110ddcd600e1fb,11,9,21,6,43,0,41,30,75,0,51,17,20,79,103,0,1,1,0,5,5,16,5,5,24,12,100,14,0,28,5,1,9,80,0,3,4,4,0,9,0,17,33,410,39,13,0,22,14,58,15,9,52,0,7,0,35,134,43,0,0,24,12,12,0,0,4,112,8,140,66,40,24,12,8,10,0,56,3,0,19,49,8,60,89,21,29,9,4,3,18,8,7,15,60,
a0d2e10ea5e00a9cb906c319ef542843,14,24,11,127,21,0,0,14,56,23,22,10,14,30,3,7,7,6,21,23,30,57,7,2,24,1,123,29,9,0,28,41,17,18,0,17,103,21,10,43,9,4,11,0,16,25,0,5,0,8,3,17,17,0,3,2,1,6,12,21,0,21,48,26,83,29,12,15,46,119,411,4,26,4,0,18,6,65,36,33,1,45,163,22,4,4,80,24,5,28,13,17,0,35,100,
18285598fe8215895e323b758326f2e2,6,26,22,0,10,0,0,0,27,17,0,0,8,0,25,14,10,6,14,14,0,11,9,0,9,55,0,21,0,0,22,0,4,35,0,4,20,0,7,20,11,0,12,0,17,0,0,6,23,6,0,26,0,0,0,9,22,12,41,0,7,7,0,0,137,38,14,18,8,27,69,15,15,0,10,4,24,18,3,45,4,10,136,33,0,0,16,25,0,0,3,40,2,3,10,
89da5f45526bc14a8a2dfb25616269b2,18,23,8,7,29,0,38,12,0,10,31,0,36,24,9,0,21,10,23,17,22,18,19,0,32,645,26,0,0,0,0,7,13,0,0,15,57,5,5,32,0,6,22,0,1,27,0,6,8,15,0,0,13,0,0,7,259,12,43,21,0,20,26,18,51,3,21,7,62,15,45,73,16,14,17,22,18,24,21,113,0,8,24,8,2,8,7,10,6,43,17,19,8,5,31,
08c8ab670dbb2c8dbff6e2a96a8bf9c4,17,5,2,0,4,0,1,0,77,36,0,1,3,0,1,1,4,3,54,0,0,2,15,1,1,0,0,9,0,1,33,0,1,4,0,5,11,0,1,47,1,0,7,1,12,0,0,1,1,1,0,12,0,0,0,0,0,1,7,0,1,2,0,0,0,0,55,0,0,0,0,0,0,37,0,1,0,0,0,90,0,0,0,0,0,16,0,0,24,67,0,0,0,0,0,
9e39af3708ad41aca6e8d5ab47b4efa2,24,56,44,0,98,0,17,0,86,47,0,0,142,0,98,0,105,27,20,0,10,0,64,0,24,0,0,59,0,0,57,0,25,90,0,47,104,0,21,121,0,0,48,0,74,62,0,0,0,28,0,43,0,0,0,16,0,19,102,42,22,138,0,12,543,118,3,187,22,0,0,619,51,12,34,5,23,124,45,27,34,5,109,14,103,0,6,42,10,0,41,24,1,1,30,
5df1f0b75fac3063662bc77afb6c4bf8,0,0,0,0,1,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,3,6,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0,1,0,3,0,0,0,0,2,0,5,4,3,0,0,1,2,0,4,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,4,5,0,4,0,0,0,0,3,0,0,0,0,5,
