#OTU ID,Vil1.01B.FP11,Vil1.03B.DTT35,Vil1.03B.FP35,Vil1.01B.DTT11,Lyz2.07B.FP283.S81,Itg.24.DTT531.S26,Vil1.10B.FP116,Itg.04.DTT423.S15,Lyz2.06B.FP271.S69,Vil1.05B.FP59,Vil1.08B.FP92,Vil1.02B.DTT23,Itg.20.FP507.S10,Lyz2.06B.DTT271.S113,Vil1.04B.FP47,Lyz2.02B.DTT223.S63,Lyz2.05B.FP259.S56,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Vil1.09B.FP104,Vil1.13B.FP152,Itg.26.DTT543.S39,Vil1.14B.FP164,Itg.24.FP531.S34,Vil1.010B.DTT119,Vil1.05B.DTT59,Vil1.07B.FP83,Itg.26.FP543.S47,Vil1.08B.DTT95,Itg.18.DTT495.S90,Itg.12.FP471.S73,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.014B.DTT167,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.04.FP423.S23,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Vil1.06B.FP71,Vil1.07B.DTT83,Lyz2.01B.DTT211.S51,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.DTT283.S125,Itg.10.FP459.S61,Itg.02.DTT411.S3,Itg.16.FP483.S86,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Lyz2.05B.DTT259.S100,Vil1.04B.DTT47,Itg.08.FP447.S48,Vil1.013B.DTT155,Itg.18.FP495.S98,LYZFP307,LYZFP331,SLCFP131,SLCFP023,SLCdtt005,LYZFP355,LYZFP319,SLCFP005,SLCFP053,SLCFP095,SLCdtt095,SLCFP077,LYZdtt367,LYZdtt319,SLCFP113,SLCFP071,SLCdtt113,LYZdtt355,LYZdtt343,LYZFP343,SLCdtt077,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt167,SLCdtt149,SLCFP167,SLCFP149,taxonomy
ad23727bc3e6dc84a4c52399fe4f0d39,736,126,707,1106,555,115,4068,1456,169,2495,2754,933,1847,2344,686,9245,218,1268,798,2590,107,1367,4323,161,75,0,618,2368,0,2894,2395,771,4204,8848,1809,6350,25,283,733,6573,0,1047,67,2664,1699,0,1643,53,6521,1097,2267,1552,6667,3234,6397,4176,2282,491,2085,853,544,0,842,2117,67,4009,1356,511,574,799,392,2078,15,28,1079,19074,184,645,1862,2221,593,545,385,4349,2334,229,13803,19775,4566,4896,8,
a87086e2ee322da102d8a52c4de21683,284,0,0,45,0,7,0,0,0,28,462,0,0,0,0,0,40,0,131,33,0,10,1,0,0,0,157,110,7,0,0,0,0,35,0,0,0,0,21,0,0,0,30,40,56,0,10,53,123,11,0,0,298,34,0,0,0,0,40,8,0,0,0,395,0,211,0,2,0,88,1,0,2,0,32,0,7,0,12,0,1,0,3,28,180,5,0,0,107,3,265,
f80a7e9c950f857ec31ac4d0cc9c6a03,223,6,29,60,43,7,125,34,29,71,70,63,135,26,174,53,31,25,14,107,0,25,101,26,0,0,75,50,0,14,138,28,41,17,26,64,7,4,10,58,0,40,0,57,85,0,0,23,48,5,119,23,197,69,155,167,298,97,56,20,56,0,26,117,25,96,35,14,52,160,16,77,0,0,29,223,14,22,66,33,48,20,48,34,40,44,108,97,380,21,74,
73e42306e185be6f0c6060d4ed924469,196,14,24,106,2,9,344,67,47,106,34,67,71,126,58,155,84,87,60,342,7,223,454,19,3,0,63,361,0,113,261,41,156,59,91,210,6,23,82,227,0,20,3,41,166,0,0,26,105,13,350,129,83,94,546,415,119,113,390,94,25,0,38,743,337,48,18,0,625,253,12,41,0,0,22,2251,24,7,85,14,610,109,140,46,182,797,127,152,293,274,11,
3bffd5a2b1cf48b46d1e51628c3551fc,222,2,15,18,71,5,62,7,104,60,27,21,297,24,203,11,106,10,6,40,0,11,21,14,5,0,239,30,0,12,81,14,6,6,8,32,3,3,7,22,0,20,10,16,156,0,34,61,52,4,65,19,30,42,159,176,268,156,52,10,56,0,15,183,0,138,32,0,181,300,10,158,0,0,20,115,11,9,18,0,42,45,254,0,27,11,128,60,101,218,61,
9b5ce504ace88223f14f8b0848d1b054,946,51,1451,227,251,9668,1189,19689,5011,6616,95,1786,9680,1961,16962,66,74,13548,65,572,27689,2481,10745,36644,749,0,0,12804,0,7479,19144,2185,4526,86,10078,6061,463,4863,16,1591,0,55259,42,1589,2017,0,522,302,342,121,35158,14710,5962,671,59415,1345,8170,51089,77,1374,14551,16786,48393,378,74,10389,1311,5749,38,156,34347,13480,56247,10080,1452,111,30,1276,12941,5399,177,85,88,526,573,68,10820,1754,28909,11164,4348,
6d5171bbc6ef97262119e6d152d82164,365,186,284,3669,0,2146,0,575,0,231,0,1650,371,171,203,63,0,1215,3274,0,0,692,0,275,0,32,0,64,0,270,48,4060,140,70,1994,2120,0,0,65,379,0,84,157,250,746,0,1757,0,53,139,97,57,245,66,54,0,111,164,85,5858,174,0,65,30,30,102,1,16,43,34,16,23,3,2,3,1707,669,1,34,22,16722,68444,136,4,2597,3840,2132,1,1,5,26,
235c319ab46f87d377a28a34ba10bfa1,168,46,103,190,4,21,433,168,4,236,125,256,80,40,99,150,182,102,138,360,928,62,414,13,46,0,160,180,0,136,45,46,62,98,67,126,49,51,32,138,0,15,12,43,275,0,3,7,56,45,49,105,290,10,48,81,30,13,295,185,5,875,41,310,86,748,122,118,147,264,456,182,11,35,0,212,44,68,185,219,73,99,82,8,187,357,618,280,1053,769,3,
89c209abd89a5232343a4c87c93cb4ea,210,151,1476,427,35,262,58,4019,62,756,11,15,219,36,35,9,12,164,16,27,0,60,0,1046,22,0,117,105,0,7,122,36,36,12,104,99,16,301,23,279,0,2244,47,28,111,0,0,68,39,0,447,26,56,43,124,540,29,573,14,0,181,31,23,729,2035,39,95,31,78,1544,97,0,11,0,4,215,241,10,10,5,1482,124,4355,12,401,893,0,106,596,139,89,
f745d265f36ea7eac26d97280e690796,374,1279,26825,404,0,0,45,322,0,191,45,0,1039,0,78,25,0,16,89,402,0,59,0,31,19,0,72,32,0,510,796,78,85,17,372,29,56,0,19,27,0,153,0,38,36,0,630,38,24,12,2602,12,149,34,20,45,82,32,45,0,20,0,639,12,12,9,72,3065,7,17,63,7,0,0,179,10,9,0,0,0,10,12,17,469,13,28,0,2,1,3,3,
20fe5c9f456999fe121cb1c16bf41e77,149,10,2,1,4,3,267,12,11,1,164,16,10,8,58,1,3,1,97,231,0,7,46,1,1,0,14,2,1,25,8,6,0,2,1,25,2,4,0,15,0,0,2,1,20,0,0,0,3,2,1,1,3,2,5,1,70,1,5,10,9,0,0,159,0,5,0,0,0,39,2,9,6,0,0,67,9,0,13,0,0,0,24,0,32,5,0,42,0,25,0,
48082d1ff66a9207ede6bf05e9846d6e,193,65,153,280,95,66,402,352,116,427,522,532,459,347,282,1398,296,134,201,1055,104,500,813,55,37,0,415,1138,14,269,660,245,292,359,161,485,103,71,110,493,0,195,45,526,362,0,416,50,762,91,435,289,845,668,1218,705,1211,123,565,230,126,0,224,1112,358,1003,127,42,1416,393,133,419,11,13,87,1434,43,207,305,221,619,223,366,151,366,2270,1546,1508,1813,279,53,
695a1bb7c03f0f0b00d69b55fe30c4c3,105,0,13,11,161,14,20,67,385,61,295,21,69,125,104,34,45,21,102,107,17,42,119,7,0,0,134,193,0,53,199,24,26,40,24,87,0,20,19,58,0,8,10,67,116,0,0,83,109,25,40,8,30,262,106,16,73,12,27,10,51,0,0,934,10,7,8,8,0,159,0,114,0,0,10,380,21,54,69,32,15,17,6,30,371,43,26,30,7,1,6,
44166d043ae4422d941e1e4c779151f8,219,12,136,79,154,10,680,74,113,423,485,115,528,151,390,239,144,29,12,418,12,38,347,35,0,0,365,194,0,40,547,50,236,328,86,356,0,14,109,110,0,119,18,171,481,0,28,49,588,22,731,61,787,761,833,362,1908,144,196,17,449,0,63,300,15,671,127,127,77,93,74,275,0,4,227,960,23,102,415,291,79,30,96,441,267,30,663,217,2162,137,32,
2a9df0f05ef552235191fe0edbbc742e,92,1,6,0,44,0,5,11,123,8,44,23,133,0,109,1,0,1,45,21,0,17,25,1,1,0,36,12,0,14,11,30,0,0,2,6,1,7,0,1,0,1,1,1,50,0,0,37,1,17,3,1,149,15,18,27,330,3,2,1,11,0,1,178,0,28,17,8,0,184,0,20,0,0,0,0,26,23,0,10,0,0,0,0,43,0,17,2,1,46,6,
b3111baca54677926264de26b4a9bf7a,103,4,14,5,0,2,4,4,12,26,178,2,0,0,0,4,167,2,0,52,26,6,1616,0,0,0,6,628,0,0,0,4,0,3,0,3,0,9,2,0,0,0,0,16,31,0,0,7,5,3,0,0,3,16,2,0,114,3,0,0,0,0,0,12,6,0,0,4,0,17,1,2,1,0,0,47,0,15,14,0,0,1,19,2,46,6,0,0,5,0,5,
21f3474eb0a2647e96181ab06ed9b764,94,5,15,7,0,7,107,7,12,74,58,7,43,14,96,43,37,7,4,37,7,8,101,1,0,0,59,49,0,9,83,3,12,17,9,28,0,9,16,23,0,21,0,23,44,0,0,8,74,5,71,5,193,43,131,103,124,27,30,4,18,3,8,120,16,116,14,0,67,42,9,9,0,0,8,173,1,13,63,5,63,10,30,10,30,26,37,48,59,62,2,
9bc2935704d00be01387e4b91d0ec358,60,0,4,3,29,0,14,2,16,2,0,5,30,0,33,0,5,0,0,10,0,0,9,0,0,0,25,9,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,44,0,0,36,5,0,0,0,28,8,9,16,32,5,0,0,3,0,2,30,0,19,0,0,0,42,0,16,0,0,0,24,5,6,0,0,0,0,17,0,17,5,5,0,10,2,41,
87c1f25ee57f851893eda4c10a460604,75,6,62,7,0,16,16,154,16,28,0,71,32,38,0,5,15,17,189,0,10,12,282,9,0,0,0,28,0,22,10,4,7,30,0,21,0,46,0,37,0,14,54,11,393,0,0,10,80,17,22,15,134,15,52,15,104,37,16,0,10,0,7,85,12,0,5,9,1,8,7,4,12,13,17,31,22,7,12,6,9,0,5,63,124,0,5,227,46,211,1,
c003202be6a53b07fbb26ecd2161fe2c,408,292,4570,143,153,11708,1007,1954,3583,263,95,3692,3776,2933,68,109,90,3103,6701,86,198,4042,352,22492,798,0,0,11000,0,978,11637,1214,6525,3848,12966,6719,41,453,222,1294,0,1880,10801,1408,257,0,207,359,15902,159,25092,206,333,916,333,420,10964,8608,181,0,10138,65,2673,237,139,75,1981,8931,69,287,21411,100,151,57,3060,417,155,1389,3623,9805,207,115,267,1228,569,132,87,10718,13585,1173,3885,
ae7aa9c977dea18de5954b3f29c80278,29,11,63,0,0,2,661,15,0,162,0,5,47,0,18,0,0,5,1,23,3,11,431,1,1,0,3,169,0,23,2,73,2,0,0,25,0,2,0,0,0,1,0,2,577,0,0,0,0,8,1,0,0,1,2,0,3,6,0,19,1,0,2,58,0,0,0,0,13,70,0,0,0,0,0,54,0,0,20,8,0,0,15,0,46,0,0,0,26,4,6,
b89a1572461237b1a6ff63b2aeb24e60,82,4,23,3,45,10,0,67,0,23,0,88,87,0,190,0,0,0,0,0,0,11,0,5,0,0,0,19,0,8,28,13,13,0,0,91,0,0,3,21,0,3,0,0,0,0,0,27,0,1,0,16,104,0,75,55,557,0,0,3,70,0,0,0,0,0,30,13,0,0,17,190,0,0,9,0,0,26,46,35,0,16,0,10,0,0,53,334,2,4,15,
397aa1ad0378774f826b9825c958427e,289,827,18161,103,175,18556,1612,6761,4482,6954,25,1520,7348,2769,2709,26,2718,5436,5342,177,130,2979,2305,36050,1880,16,0,6863,0,5321,7311,1645,2566,3022,4425,4599,285,7932,50,1702,0,12623,8057,776,423,0,192,185,11192,50,17589,6879,928,628,25766,3189,6096,18647,2404,379,8406,0,10765,12933,172,961,810,3338,114,82956,5755,3731,13921,4852,473,33,9297,314,3280,1783,140,16,435,770,18534,163,2322,13599,718,10741,242,
e9caa943f6467ffd09889cd0df61cb45,53,0,0,0,52,0,0,0,1,11,0,2,3,0,217,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,0,2,0,0,0,1,0,1,1,1,8,0,0,1,1,1,1,0,79,2,1,3,6,1,0,5,1,0,1,152,0,0,0,0,28,190,0,0,0,0,0,8,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,
8740da173c36129ee4420445a26a155e,47,0,0,3,0,7,0,7,33,0,2,20,54,11,36,1,0,0,0,0,0,9,0,0,0,0,2,22,0,9,28,3,16,0,2,2,0,0,12,17,0,1,1,2,14,0,0,53,10,0,3,5,7,0,20,61,73,0,0,0,3,0,0,79,5,0,0,0,0,75,0,0,0,0,4,27,5,0,0,0,11,15,22,4,81,20,0,43,0,0,0,
564a2d40353ba6af46b47a2d367a3d56,40,10,13,14,4,66,22,274,29,79,3814,34,36,246,18,11,6,78,99,13,12,161,478,10,7,0,50,100,8,420,17,141,80,15,41,263,4,78,21,73,0,11,9,5,452,0,0,32,5,54,10,14,12,19,26,6,10,28,20,23,10,0,6,33,12,37,0,98,23,129,0,9,0,0,9,225,68,9,0,23,83,112,67,137,244,44,0,64,372,1,21,
55b5e18dcec6eaff69b53b2c4cbb0a16,72,36,24,101,0,9,401,133,10,61,86,130,269,49,47,291,57,66,52,1085,656,143,429,13,0,0,63,258,0,38,147,73,164,159,76,215,17,7,28,220,0,156,12,142,159,0,158,5,173,22,138,150,268,164,255,182,190,94,171,43,54,686,6,213,33,112,45,24,26,142,33,89,4,5,26,884,18,77,168,91,18,56,104,131,114,159,124,899,247,43,21,
e8ed0e081283c5963ce9860944f651c6,43,0,0,0,0,0,20,26,6,17,866,0,6,13,10,0,4,0,1,45,0,10,79,0,6,0,12,25,0,4,8,1,0,4,0,5,0,7,0,0,0,0,5,0,27,0,0,5,0,7,0,0,0,0,6,0,16,0,0,0,0,0,0,10,0,8,0,0,0,0,0,24,0,0,0,28,0,4,0,2,0,0,5,6,15,6,3,3,1,1,1,
65553cd263bb61cf36d1a75d750952f3,59,6,28,61,0,8,894,42,7,122,226,50,39,11,91,79,38,18,32,176,0,46,211,8,7,0,111,183,0,21,106,18,42,15,30,87,14,8,27,26,0,44,7,166,102,0,0,6,72,12,110,32,291,93,220,91,33,37,140,38,37,0,56,306,66,130,62,0,429,224,12,42,7,0,14,430,25,38,174,33,149,58,183,18,62,187,147,320,357,551,5,
49d5e983bbc870059084d932fb344b75,52,4,10,12,0,0,79,16,0,28,45,8,16,13,45,10,8,6,4,101,0,24,42,7,5,0,16,78,0,0,24,16,6,17,10,24,0,0,4,35,0,13,0,19,35,0,264,0,9,0,28,17,33,7,45,22,19,11,22,6,0,0,0,44,12,46,15,0,45,17,3,21,0,0,0,99,0,15,36,9,23,10,22,0,10,38,29,13,47,35,1,
799fcd30c710ffaccf04ca2879108efa,1,2,1,1,99,0,2,1,391,1,352,13,0,37,18,1,1,0,0,1,1,1,777,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,1,1,0,1,0,1,37,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,362,0,0,0,0,1,1,1,0,1,7,0,227,0,0,0,
2580cbc77481600b1be7553a25c35a83,35,8,30,0,0,10,6,78,6,15,0,53,16,33,0,0,8,9,92,0,0,8,190,0,0,0,0,23,0,16,6,4,0,20,0,13,0,23,0,27,0,9,19,0,211,0,0,0,30,0,6,0,66,7,29,7,54,14,16,0,0,0,6,30,9,5,7,0,7,0,0,5,7,9,4,18,4,5,7,10,15,0,0,42,65,0,0,185,19,76,1,
332d720adc8e107df05b716fd88b601c,42,32,68,84,0,14,300,81,4,174,59,189,10,6,6,154,11,39,47,152,399,63,89,0,11,0,16,78,0,95,19,18,49,19,34,61,20,28,7,73,0,0,5,44,135,0,102,0,12,15,30,63,109,32,15,20,14,4,94,111,0,762,21,58,17,480,183,24,35,24,72,17,27,135,0,24,10,5,133,137,13,109,28,10,36,138,271,193,923,43,1,
b3ef12a80d40902556c2fd4de5924438,30,4,9,0,10,0,10,0,9,15,11,0,10,0,44,3,10,0,0,0,0,0,13,0,0,0,87,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,58,0,0,12,28,0,8,0,19,25,0,0,30,19,0,5,7,0,0,67,39,5,0,0,5,27,5,7,0,0,7,7,4,0,3,0,6,0,4,3,3,13,5,0,10,23,16,
a0f4041ccc6a3b1f6512919ebe00613d,36,23,27,104,8,11,559,119,11,67,284,197,25,150,28,174,6,69,92,1248,3,205,161,0,8,0,26,240,0,76,100,47,133,189,60,128,14,8,12,249,0,56,5,58,96,0,153,3,158,82,111,317,112,52,312,91,31,24,99,76,10,0,23,1040,31,65,10,32,40,849,44,87,0,0,100,1704,55,7,34,35,27,45,166,384,462,144,99,1762,116,177,0,
