	IL17DTT201	IL17DTT188	IL17DTT218	IL17DTT85	IL17DTT104	IL17DTT26	IL17DTT27	IL17DTT219	IL17DTT129	IL17DTT199	IL17DTT200	IL17DTT116	IL17DTT25	IL17DTT86	IL17DTT141	IL17DTT117	IL17DTT115	IL17DTT105	IL17DTT49	IL17DTT51	IL17DTT139	IL17DTT189	IL17DTT87	IL17DTT140	IL17DTT128	IL17DTT217	IL17DTT127	IL17DTT50	IL17DTT103	TKODTT152	TKODTT21	TKODTT141	TKODTT19	TKODTT123	TKODTT69	TKODTT93	TKODTT127	TKODTT43	TKODTT129	TKODTT111	TKODTT110	TKODTT139	TKODTT2	TKODTT103	TKODTT87	TKODTT109	TKODTT104	TKODTT57	TKODTT92	TKODTT44	TKODTT153	TKODTT55	TKODTT3	TKODTT91	TKODTT73	TKODTT105	TKODTT128	TKODTT151	TKODTT45	TKODTT75	TKODTT32	TKODTT56	TKODTT31	TKODTT1	TKODTT74	TKODTT20	TKODTT33	TKODTT140
IL17DTT200	0.3660365432745976	0.5025423506809283	1.567692051775002	2.3896195295654357	1.6778113308922302	1.0131838563069822	1.0854996556404106	0.728451601981429	3.091567666379912	0.21321878543988004	0.0	2.2113942890649403	2.906577604343965	1.058890796720714	0.957057236303383	1.413141833893562	2.531293141608738	1.6713898055568936	2.9167015314318214	1.8435194281772103	1.2984562388118337	0.2953601385519102	1.136511270469272	0.9656800745851031	0.7367052700204247	3.465860949108172	3.017420581414877	1.7976020406868694	2.4039540907513492	0.9619200845827095	1.7442754646661278	2.1493212442822043	1.7131928799612286	2.4740404722618665	2.467368090746024	1.8466470540381357	3.981071286895383	3.414869344379136	2.3823060792737993	2.890093985442159	2.6559320175547207	3.9669386484023037	3.5681184477902366	2.806413268755357	1.6291823545377864	3.602751285775902	1.4597552377898348	1.24286412775956	1.5196324836566744	0.8476968302115618	1.4262139619220915	1.0552447079805838	2.535639553500765	2.4296188115861	2.795330181205176	2.157705706559281	1.5093962499549174	3.3533109892510713	0.8516604136605113	2.1733414965817945	1.6377650407801803	1.1640305249512946	2.065472053621688	2.606170189473959	1.8700186204372558	0.8614439329652442	1.5801340549228622	2.303401915813636
IL17DTT116	2.4438958884575572	1.9903685247834568	0.6766796300942276	1.562682947878873	0.784074679761428	1.4722499036164187	2.0343295916374124	1.4997380833543803	4.094538196249561	2.154592781282508	2.2113942890649403	0.0	2.1622436727229237	1.1872656037002645	2.2179383540859554	1.0765483844056234	1.9827606824275115	1.1795462415291362	1.8816975003973702	1.373671924170523	2.0714470904076134	2.41342674733353	1.4504791790924116	2.1458808116396653	1.678205860694628	1.8757336536861349	1.811935939719747	1.0340974597727537	1.4289303676316991	2.4141228115823714	3.0212051362932235	3.3683218565889277	2.6846018081902603	3.0020993137645102	4.384799561651119	3.2688035375456836	4.356966950919034	3.2243130125750334	3.8571512962529857	3.7189327176070837	3.680584275975875	4.068766513049257	2.711417296899368	2.9299503590465656	3.5039669826029183	4.104685251041626	2.8703275473643033	1.9698098008306222	2.853493518546776	2.6853053329985586	2.75065473187462	2.180656296607811	2.649531108313578	2.123094549523025	2.7558839195534426	3.1984267404676583	3.2364106479225616	3.9806806185044397	2.876173951351345	3.0598209183593568	3.620202878810837	1.9795519596341842	3.4336700027130935	2.2549910589012745	2.9975427250691324	2.5589907312276514	3.5552865006480316	3.2487067618010363
IL17DTT25	2.8545048823238215	3.064667070726344	2.0258765339774727	0.6398008399608037	1.732909029419836	1.9504473323506994	1.9103430991896275	2.391608147748989	2.647280356994736	2.7143482527065417	2.906577604343965	2.1622436727229237	0.0	2.157521158167711	2.135502301570476	1.7159641107885044	0.3815850801174596	1.402260159453524	0.44627136824004937	1.1493786584889638	1.747795130733302	2.8844646926023674	1.8094280552513846	2.086209990441973	2.910940055032203	1.1689016438866273	0.6566976417718225	1.372793026333181	0.7426020812859833	2.2991187426228135	2.276369948944642	2.3745334085161223	1.888589261473314	1.5478240985932035	3.8613024190827585	2.54187486057635	2.397173087116996	1.1504246492974932	2.9354639288119007	2.2227836428881678	2.3743511540415683	2.0035514180877563	0.6782325853124441	1.1288729704677194	3.168796237951634	2.2585376376962514	2.351373405258089	1.7379349582454695	2.284398474939512	2.726441756251366	2.23724873628189	2.0278458288540158	1.0218988765121193	0.583249513229769	0.9011060684315236	2.1155601992735362	2.8381435732819567	2.2613370169490246	2.997200970341347	1.9157701670665364	3.39094516591513	1.8126985812938254	2.5686667203265174	0.4672502970610567	2.128086502753163	2.5458444070647945	3.337959315238659	2.0479291415747354
IL17DTT86	1.2592828773861944	0.9909091352587659	0.5201566115423637	1.5486856707898768	0.641899837360013	0.4174702999721076	1.0022828414259828	0.33966772361954883	3.2516104713233025	0.9741740477864034	1.058890796720714	1.1872656037002645	2.157521158167711	0.0	1.1196718434457797	0.4491027567976467	1.8221507666929728	0.7811990334951128	2.0618549976187444	1.0291385389400605	1.1243626963368718	1.2325971696186708	0.4845306030364937	1.0568658447928831	0.7760923415549708	2.486602287589822	2.1224209823430007	0.8416060692859358	1.5139465008184634	1.2939875626852975	2.0121899976751947	2.404059771338852	1.7591224286536413	2.3121712904940055	3.2337225394834355	2.2270140644926157	3.819810493107199	2.9429831077549116	2.8237054886572155	2.9356070490039667	2.8101887066693547	3.6647919955564303	2.8230502750192588	2.4486247723499273	2.349464979297073	3.494338030500041	1.8060431108135844	1.0156794909582811	1.8120862539329954	1.5156406312144628	1.7028695747241525	1.121245302709402	2.1465856290493277	1.8147016367197166	2.352391643036089	2.292398690379074	2.107049679304699	3.3034011833825234	1.691203160565414	2.207426144206034	2.447964583205542	0.9872356128599465	2.418559952514494	1.9936185914496294	2.041251067699978	1.4024782594700114	2.385180633121914	2.38601111993671
IL17DTT141	0.7622561349544971	1.3505878732636682	1.5625447529787682	1.744504053940847	1.489230039132733	0.7634274293119252	0.24703603734139742	0.9797542937533745	2.2335474258424775	0.7460919236022906	0.957057236303383	2.2179383540859554	2.135502301570476	1.1196718434457797	0.0	1.1556552108160405	1.758076385824461	1.232548905503965	2.241282855583962	1.2696109564459304	0.42958049398837284	0.8119845693018767	0.7710910642557791	0.1133901081803177	1.4182001551202632	2.926692155396315	2.3949212570621294	1.399460844574574	1.8120184923317277	0.22721802940338004	0.9220388933037784	1.3247795908723157	0.7864454137535631	1.5211277261017815	2.174581127437904	1.1225391865247074	3.0321063212222823	2.4894730062940487	1.7073797438919605	1.9802304621365927	1.78694691928267	3.010269896727187	2.7672439490885163	1.862045242111088	1.3060671239910149	2.6601782872960786	0.693811470480304	0.41621927657872926	0.7233336381993246	0.6301551928888949	0.6056969468234654	0.16832627095782096	1.6062057057287988	1.6014663094251576	1.8716051305740005	1.2675197670107363	1.0239663075065	2.4247998893793996	0.8769747819390681	1.2507206978525094	1.4569709504884503	0.3416188984377117	1.3157925247140438	1.7637339964573269	0.9976265707382843	0.4476314737999788	1.3971677037321126	1.3952257825772965
IL17DTT117	1.5333858795038222	1.4208767633844115	0.48314548325968726	1.1007754210986638	0.36455230604591254	0.46064079709500133	0.9605713552188822	0.7412673230940536	3.077550566571229	1.2814389063374099	1.413141833893562	1.0765483844056234	1.7159641107885044	0.4491027567976467	1.1556552108160405	0.0	1.391905892568603	0.3552666177587543	1.6164558328691727	0.6031441835925619	1.004412731425062	1.525211245694919	0.38647350249897444	1.0834050280818486	1.2185297459735704	2.066176432479176	1.6816287934495282	0.40238401896245485	1.0654225220140474	1.3592251062250502	1.948302832321945	2.303851738360207	1.6280473406845064	2.05021052800038	3.3301145345393772	2.1955327167919547	3.51285568709271	2.5565518712594346	2.782254917463145	2.726049510219315	2.648803587585071	3.3146116261401795	2.378863324470868	2.1063569771906696	2.457167616038073	3.211714422795727	1.7956312244515595	0.8963226025499009	1.7815362896609928	1.6786219768219282	1.6765687848716044	1.1133202491431908	1.8068461915389167	1.4116788515214223	1.985208206307491	2.149575637692486	2.1757324293676246	3.0484816154920753	1.8988258614046123	2.0309828473567078	2.593375490755046	0.9030475556947805	2.361432262491275	1.5842515946262061	1.9355384629076589	1.5311230386221786	2.529995640619492	2.2159573655773275
IL17DTT115	2.474839148532035	2.702433902355121	1.7493554692315618	0.4318543860341682	1.462145402376835	1.5869385538168255	1.5306987324971104	2.0384769149149538	2.478783659733232	2.337671125779443	2.531293141608738	1.9827606824275115	0.3815850801174596	1.8221507666929728	1.758076385824461	1.391905892568603	0.0	1.0899286460862987	0.6196220179640229	0.8286941018290713	1.3779822732899016	2.5051388502066114	1.4474054635460543	1.7102191760932195	2.56280036016684	1.3807207980398983	0.8060115415117902	1.0879876104819486	0.5780091655500301	1.926985123711405	1.9553176253628872	2.0919336661522085	1.5626503302763637	1.3439819708119312	3.5440117970822085	2.228634711133759	2.4214740107078048	1.2727531414222137	2.6572177145344122	2.0558262083378467	2.159615638419111	2.0942289541910046	1.0391303938578156	1.0337690901315872	2.823474280689596	2.2234423434001815	2.0065056918669963	1.3619416379633025	1.94613583708573	2.355983278567234	1.8900464613737835	1.6487092659324347	0.8456017050191238	0.30406852611419627	0.827463752003074	1.8411696803969977	2.493190535300294	2.1788122611737335	2.623872673105518	1.6501535720866958	3.0394131810298886	1.4345156128975987	2.274468007091337	0.2925017295981759	1.8219499078470798	2.1741509679371926	2.983131574040522	1.7956298437035576
IL17DTT105	1.739927832041254	1.7397234581481678	0.7187318852211856	0.7914882291687072	0.4400193367993292	0.7036502090231669	1.0124223327413646	1.0388434618254538	2.920822248217806	1.515290438798781	1.6713898055568936	1.1795462415291362	1.402260159453524	0.7811990334951128	1.232548905503965	0.3552666177587543	1.0899286460862987	0.0	1.2908453043084622	0.2697086462594122	0.9594701879405465	1.743043722884175	0.5626036559147974	1.1502480389573868	1.5549421543940098	1.824077260598067	1.4263932486234607	0.19440136364946498	0.7729474670112559	1.4291523625128508	1.8958711113259141	2.2238681036795955	1.5296428737243457	1.8386729415429666	3.3740052679099994	2.1546861736988183	3.26077017600548	2.2466846069720816	2.7327220190472805	2.5501256410168867	2.510694889067352	3.036775990961534	2.0720411631782976	1.8457203415387253	2.519502419604523	2.9778338290380644	1.7897767466878975	0.8798370888711755	1.7523085633437552	1.7904761319514795	1.660159947258186	1.1808926730770342	1.539885507516556	1.1043539423763538	1.7041392722256605	2.0376290573516394	2.214826650942016	2.8268928552003034	2.041842014568053	1.8858705238755498	2.68300226851803	0.9220010669919015	2.301444110520561	1.2863576488697497	1.8463988545551155	1.6304176248311193	2.6293885767947245	2.0814153625974736
IL17DTT49	2.9136994952167368	3.0232033855073563	1.8396140086431905	0.5526163310859551	1.5409031978287984	1.9369320087925885	2.0093171199890962	2.327587016663254	2.990842491121957	2.737599400496078	2.9167015314318214	1.8816975003973702	0.44627136824004937	2.0618549976187444	2.241282855583962	1.6164558328691727	0.6196220179640229	1.2908453043084622	0.0	1.076478426980874	1.846690047515284	2.9339052870245146	1.7906250198947153	2.174640360766111	2.8349637264157876	0.8850363445261669	0.5464285620868007	1.2283272784393444	0.5808544298649634	2.4135414636791896	2.5040982290131186	2.6604331086054818	2.0962477448217323	1.8609654113722551	4.104334842594273	2.7705460025967574	2.7781048947740477	1.4943701425416018	3.2201159159977784	2.570658650759676	2.7008847531362634	2.381631270343366	0.9110357267541588	1.5069027167826592	3.3630954790584306	2.6377847717631897	2.5439274332435042	1.8270443367257068	2.4720226487350825	2.828400444204963	2.4184359434824376	2.15148705639077	1.3402369090465116	0.8176679499531637	1.2740119598855293	2.4030567178904287	3.0302388553429163	2.6162726607066156	3.1056201510545827	2.1913445177327677	3.577289242186433	1.9031615075426824	2.825843440764827	0.8126277334076921	2.3639379704747916	2.6525803565963404	3.530440382264779	2.3524873851093324
IL17DTT51	1.8664483625644117	1.9582970026840114	0.9785554658103166	0.5698534912580416	0.6876751288319091	0.8739552635051671	1.0366278100595208	1.2621309699226406	2.7443588278616016	1.6702290457552875	1.8435194281772103	1.373671924170523	1.1493786584889638	1.0291385389400605	1.2696109564459304	0.6031441835925619	0.8286941018290713	0.2697086462594122	1.076478426980874	0.0	0.9322150158708875	1.879343994026891	0.7204551818055276	1.1921428713585318	1.7938570713658422	1.6960445622793332	1.2503589288901718	0.3474056745669089	0.5928292122544198	1.4614531554573587	1.8145028584006802	2.106884675166043	1.4248915906417359	1.632118282603558	3.3488268289346848	2.08250489550867	3.0155851891529335	1.9794258368901474	2.6372995036344715	2.359547078466469	2.348673247427722	2.7768401437442085	1.82460477691147	1.5957464415810496	2.51982903966941	2.744735926750118	1.7482481693990526	0.8730326550832336	1.700169935507364	1.8536234190784668	1.6166096859638168	1.2007037738434436	1.2944867228433719	0.8362223420165771	1.4444329291183275	1.9001064811841062	2.2018328180085627	2.6084612479141462	2.118135687863405	1.7319828169382496	2.7016369182525426	0.933820100116105	2.208117279480708	1.0189140890291648	1.7403064000850037	1.683544510554071	2.649448078320085	1.9252918457212254
IL17DTT139	1.1594943794790515	1.6320251014219616	1.4583001492695533	1.3795199519465025	1.3012052709647783	0.7633842141319302	0.2880959574112257	1.096386521918876	2.1330910394739613	1.086681200228727	1.2984562388118337	2.0714470904076134	1.747795130733302	1.1243626963368718	0.42958049398837284	1.004412731425062	1.3779822732899016	0.9594701879405465	1.846690047515284	0.9322150158708875	0.0	1.2007834751764348	0.6790202732373706	0.3614524071951053	1.6284649715483903	2.5779496419414443	2.0511856222241223	1.1382621537603324	1.4624826907155326	0.5687060763608062	0.9536128487990888	1.324915888701179	0.6399902179325619	1.247505523254294	2.4242539189372034	1.2024463473433524	2.7826727013719177	2.119733811643048	1.7947289707001075	1.8252721105466911	1.6964425599950341	2.7105702869127306	2.3860300921421933	1.5313889411063337	1.5892005643106482	2.4306592326378307	0.8318139761301727	0.13560789456984015	0.7944716512624885	0.9849970398703637	0.7008615132777696	0.40676937082947123	1.2435632427642838	1.2011737133615965	1.5108969619152366	1.1854271119458992	1.2712336530539945	2.210494359873281	1.262928547193798	1.0866617290161957	1.7766505336225553	0.2004875941065054	1.3645042941288748	1.3795118215295812	0.938556356722862	0.8074540377505738	1.7332712780788428	1.2745540716927797
