index,k__Bacteria;p__Firmicutes,k__Bacteria;p__Cyanobacteria,k__Bacteria;p__Bacteroidota,k__Bacteria;p__Proteobacteria,k__Bacteria;p__Actinobacteriota,k__Bacteria;p__Verrucomicrobiota,k__Bacteria;p__Desulfobacterota
Distal_Colon,33106.0,1466.0,20919.0,14046.0,484.0,17460.0,1.0
Proximal_Colon,19007.0,3733.0,57986.0,10306.0,284.0,495.0,2.0
Cecum,11916.0,31.0,26259.0,3353.0,3.0,1856.0,33.0
Ileum,8025.0,9.0,28485.0,6628.0,3.0,404.0,1.0
Jejunum,8524.0,1.0,54088.0,465.0,6.0,1950.0,0.0
Duodenum,8124.0,0.0,45661.0,176.0,3.0,1455.0,0.0
