# Constructed from biom file
#OTU ID	TL1a_FP_162	TL1a_FP_88	TL1a_FP_230	TL1a_FP_89	TL1a_FP_234	TL1a_FP_128	TL1a_DTT_268_Repeat	TL1a_FP_129	TL1a_FP_287	TL1a_FP_86	TL1a_FP_198	TL1a_FP_161	TL1a_FP_266	TL1a_FP_197	TL1a_FP_159	TL1a_FP_132	TL1a_FP_130	TL1a_DTT_269_Repeat	TL1a_FP_90	TL1a_FP_195	TL1a_FP_158	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_FP_231	TL1a_FP_284	TL1a_FP_267	TL1a_DTT_130_Repeat	TL1a_FP_269	TL1a_FP_288	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_FP_87	TL1a_FP_196	TL1a_FP_131	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_FP_270	TL1a_FP_160	TL1a_FP_194	TL1a_FP_286	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_FP_232	TL1a_DTT_270_Repeat	TL1a_FP_233	TL1a_FP_268	TL1a_FP_285	TL1a_DTT_284	TL1a_DTT_231	TL1a_FP_85	TL1a_DTT_267	TL1a_FP_127	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_158	TL1a_FP_193	TL1a_FP_265	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_159	TL1a_FP_157	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_195	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_286	TL1a_DTT_230	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_229	TL1a_FP_283	TL1a_FP_229	TL1a_DTT_87	TL1a_DTT_266	TL1a_DTT_232	TL1A_DTT_673	TL1A_FP_626	TL1A_DTT_675	TL1A_DTT_626	TL1A_DTT_629	TL1A_FP_677	TL1A_FP_674	TL1A_FP_678	TL1A_DTT_674	TL1A_DTT_627	TL1A_FP_625	TL1A_FP_630	TL1A_FP_673	TL1A_FP_675	TL1A_DTT_630	TL1A_DTT_628	TL1A_FP_627	taxonomy
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	259.0	24204.0	26792.0	20.0	84330.0	9399.0	19893.0	9074.0	27212.0	26012.0	23818.0	597.0	10845.0	16186.0	659.0	7953.0	1164.0	6018.0	1870.0	23350.0	1968.0	7364.0	2189.0	26530.0	29247.0	10545.0	19395.0	31450.0	53018.0	40766.0	2624.0	21283.0	22132.0	12671.0	21145.0	2247.0	7505.0	6527.0	27311.0	18255.0	6047.0	8459.0	5086.0	27233.0	29599.0	9223.0	23782.0	5875.0	5498.0	32900.0	11420.0	20412.0	7186.0	30949.0	537.0	31254.0	7308.0	6007.0	1547.0	17430.0	2931.0	6807.0	4799.0	40257.0	8517.0	20580.0	13890.0	14503.0	8220.0	6190.0	7105.0	28763.0	21772.0	842.0	28027.0	20684.0	12571.0	6771.0	26579.0	1767.0	5210.0	8483.0	5952.0	51.0	215.0	5605.0	1257.0	5981.0	2787.0	5912.0	4028.0	10361.0	5658.0	2026.0	6013.0	3731.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	2154.0	4775.0	9273.0	526.0	129.0	2876.0	59.0	3617.0	12636.0	3703.0	192.0	898.0	15004.0	686.0	1349.0	7122.0	546.0	272.0	226.0	1649.0	2053.0	3543.0	2314.0	12164.0	1367.0	16486.0	66.0	31.0	6851.0	15.0	158.0	4101.0	2075.0	84.0	376.0	53.0	148.0	885.0	2130.0	4555.0	715.0	26.0	354.0	2217.0	183.0	6762.0	1631.0	274.0	570.0	4304.0	7207.0	5778.0	1108.0	154.0	345.0	760.0	17289.0	1902.0	1814.0	1412.0	3648.0	14335.0	242.0	567.0	376.0	1992.0	1032.0	1160.0	2386.0	1085.0	1561.0	2350.0	1675.0	604.0	7569.0	6596.0	3232.0	1078.0	33.0	116.0	580.0	133.0	313.0	906.0	23.0	420.0	72.0	120.0	231.0	832.0	473.0	800.0	888.0	463.0	305.0	871.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	5424.0	27476.0	14923.0	5852.0	263.0	22765.0	1953.0	9058.0	3650.0	26716.0	231737.0	2920.0	3678.0	9432.0	1627.0	3550.0	2437.0	3055.0	3398.0	4518.0	1720.0	12872.0	6160.0	7009.0	2091.0	5932.0	1783.0	1877.0	6478.0	458.0	7408.0	64572.0	2794.0	940.0	11623.0	5981.0	3425.0	3657.0	362.0	3893.0	3114.0	724.0	808.0	28430.0	2215.0	3853.0	15430.0	109077.0	103642.0	11643.0	104577.0	9701.0	3706.0	3059.0	4383.0	220.0	1696.0	15812.0	11778.0	13330.0	6059.0	2362.0	4328.0	6038.0	109628.0	22977.0	43830.0	18568.0	3804.0	14440.0	11827.0	14242.0	7887.0	5659.0	18311.0	1741.0	44131.0	19786.0	816.0	2799.0	3424.0	4628.0	5490.0	3882.0	3646.0	3828.0	877.0	4314.0	11935.0	1100.0	4395.0	3765.0	5539.0	2167.0	2160.0	10124.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia vadinBB60 group;f__	2.0	2154.0	608.0	2.0	0.0	886.0	51.0	176.0	208.0	2635.0	3.0	1.0	339.0	50.0	58.0	150.0	54.0	0.0	143.0	83.0	37.0	1098.0	234.0	564.0	175.0	306.0	77.0	6.0	310.0	11.0	153.0	3197.0	75.0	27.0	264.0	42.0	0.0	51.0	40.0	175.0	112.0	9.0	37.0	220.0	0.0	133.0	292.0	2069.0	2042.0	1175.0	621.0	175.0	163.0	102.0	82.0	6.0	121.0	1896.0	174.0	505.0	317.0	308.0	77.0	490.0	306.0	1606.0	1448.0	217.0	211.0	1202.0	1652.0	532.0	304.0	159.0	854.0	137.0	5329.0	97.0	16.0	24.0	162.0	26.0	85.0	0.0	2.0	24.0	0.0	32.0	335.0	39.0	104.0	30.0	103.0	8.0	46.0	100.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	135084.0	7883.0	10347.0	103304.0	812.0	23555.0	643.0	14777.0	17323.0	8637.0	27206.0	62291.0	7379.0	28636.0	13028.0	34760.0	41178.0	31.0	5195.0	17377.0	14727.0	12238.0	8880.0	12276.0	3926.0	7229.0	203.0	15142.0	5582.0	199.0	572.0	4667.0	11194.0	317.0	1902.0	218.0	65808.0	12419.0	18157.0	4883.0	10598.0	176.0	397.0	1431.0	6180.0	23002.0	3830.0	1174.0	10996.0	8312.0	12053.0	28516.0	11990.0	552.0	3266.0	17225.0	8451.0	6587.0	1088.0	7660.0	14405.0	35428.0	499.0	231.0	7159.0	6537.0	3123.0	17661.0	5211.0	1924.0	6780.0	5482.0	14669.0	35435.0	6548.0	5712.0	6369.0	7839.0	44.0	3920.0	2562.0	633.0	691.0	18572.0	558.0	1591.0	182.0	601.0	418.0	1565.0	3086.0	1649.0	1508.0	8790.0	2012.0	502.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	476.0	4172.0	3014.0	195.0	53.0	4531.0	207.0	2613.0	1645.0	3391.0	296.0	226.0	1215.0	424.0	268.0	1063.0	123.0	61.0	946.0	1052.0	410.0	2488.0	2505.0	3487.0	314.0	2375.0	193.0	85.0	873.0	101.0	762.0	4104.0	679.0	92.0	1294.0	894.0	198.0	332.0	103.0	878.0	739.0	128.0	128.0	1187.0	114.0	1153.0	2480.0	3726.0	4366.0	3184.0	4435.0	2193.0	645.0	347.0	549.0	96.0	437.0	3027.0	1733.0	2000.0	1337.0	1133.0	313.0	673.0	3967.0	2305.0	2722.0	1095.0	787.0	3758.0	2717.0	2687.0	2121.0	509.0	3265.0	638.0	6340.0	2271.0	60.0	70.0	217.0	426.0	364.0	28.0	38.0	142.0	10.0	643.0	1399.0	89.0	124.0	184.0	583.0	148.0	358.0	260.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae	241.0	14.0	4.0	429.0	55.0	17.0	624.0	15.0	778.0	57.0	448.0	180.0	221.0	222.0	25.0	220.0	339.0	281.0	191.0	3.0	22.0	77.0	6.0	10.0	369.0	106.0	31.0	515.0	1076.0	9.0	0.0	3.0	12.0	119.0	62.0	0.0	308.0	10330.0	5.0	2465.0	314.0	8.0	375.0	112.0	194.0	383.0	472.0	69.0	72.0	36.0	14.0	45.0	225.0	118.0	4.0	3.0	63.0	15.0	15.0	533.0	93.0	29.0	70.0	18.0	1.0	45.0	4.0	8.0	39.0	4.0	20.0	212.0	6.0	278.0	211.0	5.0	42.0	138.0	1865.0	67.0	83.0	4.0	40.0	28.0	293.0	10.0	84.0	9.0	21.0	91.0	87.0	20.0	12.0	49.0	26.0	17.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	940.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	16.0	5.0	0.0	0.0	0.0	0.0	197.0	40.0	0.0	29.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	2.0	387.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	37.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	2.0	0.0	0.0	0.0	0.0	34.0	17.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae	47.0	30.0	10.0	43.0	0.0	0.0	0.0	2.0	0.0	25.0	28.0	15.0	0.0	22.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	23.0	2.0	15.0	0.0	0.0	13.0	32.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	11.0	0.0	3.0	4.0	0.0	0.0	0.0	18.0	0.0	4.0	44.0	3.0	0.0	4.0	3.0	0.0	3.0	27.0	0.0	3.0	13.0	0.0	5.0	2.0	4.0	9.0	2.0	11.0	6.0	4.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.0	38.0	0.0	52.0	6.0	0.0	908.0	0.0	0.0	58.0	205.0	0.0	120.0	28.0	24.0	57.0	24.0	0.0	9684.0	0.0	29.0	158.0	65.0	0.0	9.0	40.0	343.0	1208.0	53.0	0.0	378.0	5.0	0.0	7.0	185.0	860.0	406.0	4859.0	0.0	10.0	70.0	28.0	0.0	550.0	18.0	343.0	7.0	2.0	0.0	19.0	22.0	0.0	158.0	22.0	15.0	0.0	168.0	43.0	42.0	26.0	222.0	139.0	0.0	0.0	0.0	229.0	22.0	0.0	5.0	0.0	266.0	26.0	11.0	24.0	16.0	0.0	96.0	0.0	17.0	9.0	0.0	4.0	4.0	0.0	2069.0	0.0	24.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0	33.0	0.0
