"KO"	"BioGeo.Itg.02.FP407.S7"	"BioGeo.Itg.02.FP411.S11"	"BioGeo.Itg.04.FP419.S19"	"BioGeo.Itg.04.FP423.S23.Rep1_S87"	"BioGeo.Itg.06.FP431.S32"	"BioGeo.Itg.06.FP435.S36"	"BioGeo.Itg.08.FP443.S44"	"BioGeo.Itg.08.FP447.S48"	"BioGeo.Itg.10.FP455.S57"	"BioGeo.Itg.10.FP459.S61"	"BioGeo.Itg.12.FP467.S69"	"BioGeo.Itg.12.FP471.S73"	"BioGeo.Itg.16.FP479.S81.Rep1_S86"	"BioGeo.Itg.16.FP483.S86"	"BioGeo.Itg.18.FP491.S94"	"BioGeo.Itg.20.FP503.S6"	"BioGeo.Itg.20.FP507.S10"	"BioGeo.Itg.22.FP515.S18"	"BioGeo.Itg.22.FP519.S22"	"BioGeo.Itg.24.FP527.S30"	"BioGeo.Itg.24.FP531.S34"	"BioGeo.Itg.26.FP539.S43"	"BioGeo.Itg.26.FP543.S47"	"BioGeo.LYZFP303"	"BioGeo.LYZFP307"	"BioGeo.LYZFP315"	"BioGeo.LYZFP319"	"BioGeo.LYZFP327.Rep1_S105"	"BioGeo.LYZFP339"	"BioGeo.LYZFP351.Rep1_S106"	"BioGeo.LYZFP355"	"BioGeo.Lyz2.01B.FP207.S55"	"BioGeo.Lyz2.01B.FP211.S59"	"BioGeo.Lyz2.02B.FP219.S67"	"BioGeo.Lyz2.02B.FP223.S71"	"BioGeo.Lyz2.03B.FP231.S79"	"BioGeo.Lyz2.03B.FP235.S83"	"BioGeo.Lyz2.04B.FP243.S92"	"BioGeo.Lyz2.04B.FP247.S44"	"BioGeo.Lyz2.05B.FP255.S52"	"BioGeo.Lyz2.05B.FP259.S56"	"BioGeo.Lyz2.06B.FP267.S64"	"BioGeo.Lyz2.06B.FP271.S69"	"BioGeo.Lyz2.07B.FP279.S77"	"BioGeo.Lyz2.07B.FP283.S81"	"BioGeo.Lyz2.08B.FP291.S89"	"BioGeo.Lyz2.08B.FP295.S93"	"BioGeo.Mouse10A_FP109"	"BioGeo.Mouse10A_FP113"	"BioGeo.Mouse1A_FP01"	"BioGeo.Mouse1A_FP05"	"BioGeo.Mouse2A_FP07"	"BioGeo.Mouse2A_FP11.REP1_S55"	"BioGeo.Mouse3A_FP13"	"BioGeo.Mouse3A_FP17"	"BioGeo.Mouse4A_FP23.Rep1_S92"	"BioGeo.Mouse5A_FP25"	"BioGeo.Mouse5A_FP29.REP1_S53"	"BioGeo.Mouse6A_FP31"	"BioGeo.Mouse6A_FP35.Rep1_S93"	"BioGeo.Mouse7A_FP37"	"BioGeo.Mouse7A_FP41.REP1_S54"	"BioGeo.Mouse8A_FP85"	"BioGeo.Mouse8A_FP89"	"BioGeo.Mouse9A_FP101"	"BioGeo.Mouse9A_FP97"	"BioGeo.SLCFP001"	"BioGeo.SLCFP005.REP1_S24"	"BioGeo.SLCFP019a"	"BioGeo.SLCFP023.REP1_S26"	"BioGeo.SLCFP071.REP1_S27"	"BioGeo.SLCFP077"	"BioGeo.SLCFP091.REP1_S29"	"BioGeo.SLCFP095"	"BioGeo.SLCFP109"	"BioGeo.SLCFP113"	"BioGeo.SLCFP127"	"BioGeo.SLCFP131.REP1_S33"	"BioGeo.TL1A_FP_625.REP1_S16"	"BioGeo.TL1A_FP_629"	"BioGeo.TL1A_FP_637"	"BioGeo.TL1A_FP_641"	"BioGeo.TL1A_FP_673.REP1_S20"	"BioGeo.TL1A_FP_677.REP1_S21"	"BioGeo.TL1A_FP_685.REP1_S22"	"BioGeo.TL1A_FP_685"	"BioGeo.TL1A_FP_689.Rep1_S104"	"BioGeo.TL1a_FP_101.REP1_S6"	"BioGeo.TL1a_FP_127"	"BioGeo.TL1a_FP_131"	"BioGeo.TL1a_FP_139"	"BioGeo.TL1a_FP_143"	"BioGeo.TL1a_FP_193.Rep1_S85"	"BioGeo.TL1a_FP_197.REP1_S10"	"BioGeo.TL1a_FP_205"	"BioGeo.TL1a_FP_209.REP1_S11"	"BioGeo.TL1a_FP_229.REP1_S12"	"BioGeo.TL1a_FP_233.REP1_S13"	"BioGeo.TL1a_FP_241"	"BioGeo.TL1a_FP_61"	"BioGeo.TL1a_FP_65"	"BioGeo.TL1a_FP_73.REP1_S3"	"BioGeo.TL1a_FP_77.REP1_S4"	"BioGeo.TL1a_FP_77"	"BioGeo.TL1a_FP_85"	"BioGeo.Vil1.01B.FP07.Rep1_S107"	"BioGeo.Vil1.01B.FP11"	"BioGeo.Vil1.02B.FP19"	"BioGeo.Vil1.02B.FP23"	"BioGeo.Vil1.03B.FP31"	"BioGeo.Vil1.03B.FP35.REP1_S38"	"BioGeo.Vil1.04B.FP43.Rep1_S88"	"BioGeo.Vil1.04B.FP47"	"BioGeo.Vil1.05B.FP55"	"BioGeo.Vil1.05B.FP59.REP1_S37"	"BioGeo.Vil1.06B.FP67"	"BioGeo.Vil1.06B.FP71"	"BioGeo.Vil1.07B.FP79"	"BioGeo.Vil1.07B.FP83"	"BioGeo.Vil1.08B.FP92.REP1_S41"	"BioGeo.Vil1.08B.FP94.REP1_S42"	"BioGeo.Vil1.09B.FP104"	"BioGeo.Vil1.09B.FP106"	"BioGeo.Vil1.10B.FP116.REP1_S44"	"BioGeo.Vil1.10B.FP118.REP1_S45"	"BioGeo.Vil1.13B.FP152"	"BioGeo.Vil1.13B.FP154.REP1_S47"	"BioGeo.Vil1.14B.FP164"	"BioGeo.Vil1.14B.FP166"
"K07387"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.487019E-06	3.96902E-06	9.293266E-06	4.01703E-06	1.0548294E-05	8.73575E-06	1.0529E-05	9.32771E-06	6.003994E-06	3.50059E-06	5.834035E-06	5.36221E-06	6.355741E-06	5.25396E-06	9.600561E-06	0	1.1874789E-05	1.35586E-05	6.299765E-06	2.53263E-06	8.052589E-06	1.13118E-06	8.133914E-06	1.57232E-06	1.19022E-05	1.64019E-05	0	8.81112E-06	2.57845E-05	2.64856E-05	2.09864E-05	4.71267E-07	3.41538E-06	2.8623842E-05	8.661101E-06	7.52495E-06	7.8187E-06	2.84372E-05	2.31154E-05	2.42194E-06	1.3025579E-05	1.11626E-05	6.941599E-06	2.2412777E-05	1.09098E-05	2.376966E-05	7.819236E-06	2.04582E-05	6.34631E-06	1.4186902E-05	4.56908E-07	0	0	1.49709E-05	1.72571E-05	5.095651E-06	1.51161E-06	0	0	6.88834E-06	0	0	0	0	1.97183E-05	1.49664E-06	0	0	0	3.113087E-06	0	1.83157E-07	8.18654E-07	3.550127E-06	1.60521E-06	0	0	0	0	0	0	7.392548E-06	1.6022185E-05	3.22501E-06	8.41479E-06	7.61599E-06	9.87392E-06	4.3283E-07	1.1058411E-05	2.18305E-06	1.2965768E-05	1.56112E-06	9.108593E-06	0	9.68384E-06	2.56624E-06	5.015424E-06	0	1.1821484E-05	9.16408E-07	1.017934E-05	4.35751E-07	0	2.4674599E-06	6.198082E-06	5.15773E-07
"K07390"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65154E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6037E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29833E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79965E-07	6.20712E-08	0	0
"K07391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.136361E-06	6.2402E-06	7.70549E-06	1.69743E-06	3.71813E-06	6.269026E-06	5.341535E-06	9.94586E-06	7.81567E-06	2.49408E-06	3.76018E-06	3.51561E-06	5.535956E-06	3.88954E-06	5.34753E-06	0	7.04582E-06	8.041207E-06	2.918511E-06	1.925069E-06	8.844239E-06	8.55444E-07	4.979357E-06	0	8.19018E-06	1.02938E-05	0	1.56663E-05	2.6990617E-05	2.68191E-05	1.743981E-05	7.76584E-07	2.79699E-06	3.0794146E-05	1.23586886E-05	6.628284E-06	4.48282E-06	3.0426735E-05	2.06342E-05	3.641509E-06	9.30387E-06	5.89575E-06	8.125266E-06	8.846961E-06	5.25681E-06	1.0209E-05	3.37702E-06	1.203109E-05	1.03427E-06	5.156259E-06	3.04147E-07	0	0	0	1.2506E-05	3.25686E-07	0	3.58752E-06	8.45199E-07	9.64251E-07	5.12795E-07	8.153965E-06	7.55671E-06	0	4.34407E-06	4.785174E-06	0	3.8919E-06	0	8.728019E-06	0	2.0107028E-05	9.5036096E-06	3.965496E-06	6.86416E-07	1.2137E-05	1.2875908E-05	9.196595E-06	1.46856524E-05	1.6611931E-05	1.07435E-05	4.656835E-06	8.113476E-06	5.73784E-07	6.33005E-06	8.243486E-06	5.92029E-06	8.91264E-07	8.4758377E-06	1.692514E-06	1.0071204E-05	8.35602E-07	7.00589E-06	0	8.446432E-06	2.381207E-06	3.666514E-06	0	9.454503E-06	0	4.725116E-06	0	6.59823E-07	2.825025E-06	5.968783E-06	0
"K07393"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86837E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16971E-05	0	0	0	0	0	0	4.14741E-07	5.02843E-07	0	0	2.54103E-07	0	0	0	0	0	0	0	0	0	0	0	2.54965E-07	0	0	0	2.44336E-07	0	0	0	0	0	0	0	0	0	0	0	3.04237E-07	0	0
"K07397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4271E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80104E-06	0	0	0	0	0	0	0	0	0	0	1.27968E-07	0	0	0	0	0	0	0	0	0	0	0	5.45397E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63463E-07	0	0
"K07400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99223E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58378E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46415E-06	0	0	0	0	0	0	7.57472E-07	7.09467E-07	0	0	1.81397E-07	0	0	0	0	0	0	0	0	0	0	0	8.33473E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13686E-07	6.39736E-07	0	0
"K07401"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59345E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51849E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K07402"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46822E-07	0	0	0	0	0	0	2.08238E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16782E-07	0	0	0	0	9.2277E-08	0	0	0	0	0	0	0	3.70695E-07	0	7.03118E-08	0	0	0	2.3923E-07	0	0	0	0	0	0	0	0	5.37239E-07	2.305991E-06	0	0	1.366181E-06	2.015348E-06	0	0	0	0	0	0	0	0	4.963427E-06	1.04209379E-05	0	0	4.63787E-07	6.53016E-07	1.951367E-06	7.191027E-07	0	0	0	0	0	0	0	0	3.48324E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06112E-07	0	0
"K07404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03822E-06	2.94726E-06	7.03513E-07	0	0	1.24722E-06	0	0	0	0	0	0	0	0	0	0	4.24166E-07	7.54944E-07	0	0	0	0	4.76718E-07	0	7.29359E-07	0	0	0	0	0	1.64017E-06	0	0	0	1.79091E-06	0	0	1.50427E-06	0	0	0	0	1.02615E-06	0	9.87975E-08	2.39009E-07	0	0	0	0	0	0	0	0	3.72923E-07	0	0	2.36952E-06	6.9251E-06	0	1.23944E-06	4.41735E-06	3.76944E-06	1.18448E-05	0	3.70166E-07	0	0	0	7.10346E-07	0	3.571836E-06	1.3026321E-05	1.27317E-06	1.44537E-06	4.50271E-07	6.44441E-07	5.0531E-06	1.401502E-06	4.29427E-06	5.17894E-06	1.47186E-06	0	0	0	0	0	2.85279E-07	0	0	0	0	9.89504E-07	0	0	0	0	0	0	0	0	0	0	3.82153E-07	4.46678E-07	0
"K07405"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23843E-06	0	1.17155E-06	0	2.78456E-06	1.38104E-06	3.92708E-06	0	6.84188E-06	0	4.74257E-06	0	3.4825E-06	0	3.19428E-06	0	1.17239E-06	0	3.047959E-06	0	6.64099E-06	0	3.9947E-06	0	4.49065E-06	0	0	0	4.39406E-06	8.97444E-08	0	0	0	1.667734E-06	4.783932E-06	3.81625E-07	0	0	0	3.430402E-06	2.13098E-07	6.50988E-07	6.8762E-06	2.27751E-06	0	5.76134E-07	0	0	0	8.7525E-06	0	0	0	0	0	0	9.11597E-07	2.025634E-06	0	1.232053E-06	0	4.578015E-06	4.316266E-06	0	0	3.018177E-06	0	9.98071E-06	0	2.418163E-06	0	2.48152E-05	9.78807E-06	6.10819E-06	0	3.97651E-06	1.2013479E-05	3.4835E-06	5.087784E-06	4.22812E-06	5.27358E-06	5.037531E-06	1.12078E-06	0	2.55117E-06	0	2.65869E-06	1.2214E-07	1.63018E-06	0	4.07092E-06	0	5.02737E-06	0	4.37023E-06	0	2.88623E-06	0	4.5285E-06	0	6.296388E-06	0	0	4.611695E-07	2.18036E-06	0
"K07406"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9031839E-06	1.2265149E-05	1.46581E-06	5.820062E-06	6.84042E-07	2.375025E-06	4.18928E-06	0	4.003969E-06	1.27467E-06	7.188659E-06	5.008821E-06	1.02346E-06	1.85307E-06	1.0232E-06	0	2.003276E-06	4.46669E-06	2.7076E-06	8.23508E-06	9.84278E-07	1.812691E-06	1.154134E-06	3.41429E-06	4.62217E-07	2.48343E-07	0	0	1.713098E-06	6.8879E-08	1.899454E-06	0	0	0	3.5290983E-06	6.62569E-07	0	6.33325E-07	0	4.33464E-07	0	0	6.35583E-07	0	5.59299E-07	2.70169E-07	1.5340489E-06	1.33589E-06	1.01774E-06	4.86278E-07	0	0	0	0	0	0	4.53061E-06	1.3042161E-05	2.863033E-05	1.34781E-06	0	1.6464039E-05	1.6441607E-05	4.43681E-05	0	2.18151E-06	0	1.671081E-06	0	4.6871E-07	0	1.582851E-06	1.9163228E-05	2.895736E-06	2.991994E-06	9.73387E-07	1.930323E-06	1.435816E-05	3.321316E-06	1.508835E-05	1.492048E-05	3.01586E-06	1.04195E-06	7.112711E-06	6.58742E-07	6.844516E-06	4.50057E-07	8.61241E-07	7.600388E-07	1.310514E-06	1.279596E-06	3.83406E-07	2.96421E-06	0	1.700338E-06	5.22395E-06	3.234056E-06	1.132458E-05	5.46259E-07	0	0	0	0	6.9438E-07	1.394944E-06	0
"K07407"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.28378E-05	0	0	0	0	0	0	0	0	8.826358E-06	1.3121276E-05	1.5807038E-05	8.2757E-06	7.634561E-05	0.00011650395	4.002627E-05	0.00015251883	1.9685514E-05	4.705444E-05	1.060044E-05	5.943596E-05	1.020025E-05	8.71608E-06	9.8877E-06	0	9.9070255E-05	0.000182576021	1.4400872E-05	4.4341213E-05	6.7576266E-05	0.000157086158	2.069125E-05	3.50463E-05	2.4938136E-05	1.662769E-05	0	2.785204E-05	5.6472647E-05	7.7210076E-05	4.176596E-05	1.394568E-06	7.545304E-06	7.2440089E-05	3.8967011E-05	1.8096177E-05	1.198292E-05	7.2379033E-05	5.857351E-05	7.851278E-06	3.260111E-05	2.579991E-05	1.7485306E-05	2.1552944E-05	3.357387E-05	4.4153365E-05	0.00011436517	1.956858E-05	2.5328E-06	1.134229E-05	2.1447602E-05	0	0	3.410938E-05	3.3667868E-05	3.697203E-05	0.000133789124	4.6265708E-05	3.707578E-05	5.840702E-06	1.469721E-05	6.4694677E-05	6.2263291E-05	4.695419E-05	0	1.6449183E-05	0	9.4865962E-05	0.000135163	4.1812202E-05	0	8.0299515E-05	5.21792E-05	6.958804E-06	5.743345E-06	0.000178232257	4.8485978E-05	3.693587E-05	9.20577897E-05	5.946277E-05	4.39393E-05	1.1066362E-05	4.155536E-05	4.964988E-05	3.578898E-05	8.530902E-05	6.323153E-05	1.08819388E-05	8.64812001E-05	0.000228512373	0.00016609774	2.9517176E-05	5.942445E-05	7.08325E-05	8.8351179E-05	0.000188635433	1.0494724E-05	2.93387E-05	4.2626414E-05	0.000347062415	6.1689416E-05	0.000290600093	2.402473E-05	0.00010768012	2.4071456E-05	9.81179E-05
"K07443"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.229883E-06	9.472074E-06	0	1.02881E-06	0	1.15833E-06	0	3.35885E-07	0	0	0	0	0	0	1.15202E-06	0	0	3.502E-07	0	0	0	0	4.3055E-07	2.56889E-07	1.99501E-06	0	0	0	0	0	0	0	0	7.28512E-07	5.8498849E-06	0	0	9.88111E-07	0	0	0	0	0	0	3.56285E-07	7.5502E-07	0	0	1.71468E-07	0	0	0	0	0	2.33037E-07	0	1.15687E-06	1.2412343E-05	8.04481E-06	2.3065E-07	0	1.5363803E-05	1.6921345E-05	1.24355E-05	0	0	0	5.64767E-05	0	0	0	3.8653E-06	1.1871479E-05	1.76395E-06	1.96473E-06	9.22852E-05	1.1081028E-05	9.502188E-06	3.40505847E-05	1.49E-05	1.85502E-05	1.37016E-06	0	0	0	0	0	4.39618E-07	3.31393E-08	0	0	2.52829E-07	0	0	1.086851E-06	2.100038E-06	1.686123E-06	0	0	0	0	0	0	7.63306E-07	5.54165E-07	0
"K07444"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29517E-06	3.44348E-06	7.37575E-07	0	1.223805E-06	9.65518E-07	1.01034E-06	0	6.85798E-07	1.65868E-06	4.83374E-07	0	6.20831E-07	0	1.56107E-06	0	1.673766E-06	8.40252E-07	9.27416E-07	5.29538E-07	1.898754E-06	0	8.1808E-07	0	1.895506E-06	0	0	0	1.454927E-06	0	1.771646E-06	0	0	8.75819E-07	5.6771645E-06	5.78243E-07	0	8.72575E-07	0	3.14342E-07	3.76225E-07	0	1.234234E-06	3.7985E-06	1.69088E-06	3.50343E-06	3.31989E-06	2.0832E-06	0	5.123702E-06	0	0	0	0	3.99714E-06	3.13867E-06	3.19108E-07	8.5124E-06	7.23789E-06	5.19631E-07	2.3475E-06	1.410154E-05	1.361478E-05	8.03588E-06	0	1.4279758E-05	0	4.710205E-06	0	3.12449E-05	0	3.771872E-06	1.7646075E-05	4.89042E-06	9.475E-07	6.04688E-07	2.6495565E-05	3.347126E-05	2.30013689E-05	4.608796E-05	4.428452E-05	3.47178E-06	1.2156106E-06	0	9.40188E-07	0	1.19289E-06	3.87101E-07	1.6164235E-06	2.31626E-07	4.89745E-07	0	1.445146E-06	0	2.086291E-06	0	1.56402E-07	0	9.65575E-07	0	2.29812E-06	5.47545E-07	2.66007E-06	1.080764E-05	3.68525E-07	0
"K07445"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32652E-07	0	0	0	0	0	0	0	0	0	1.55248E-06	0	7.64207E-07	0	0	0	0	0	0	0	0	0	4.44121E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K07447"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.700044E-06	2.4699648E-05	3.8114645E-05	6.6759375E-05	7.23164E-06	6.43784E-06	9.98765E-06	1.4320289E-05	5.990079E-06	2.00547E-06	3.62634E-06	2.88151E-06	2.368709E-05	6.166152E-05	6.2162917E-05	0.0001472985	1.3413123E-05	3.5508386E-05	9.505218E-06	4.8320794E-05	6.536408E-06	2.303903E-06	4.360496E-06	2.55039E-06	2.218621E-05	1.1014833E-05	0	3.139687E-05	3.9327414E-05	3.3734987E-05	4.266319E-05	3.3215001E-05	2.964968E-05	3.413543E-05	1.86024437E-05	1.3857818E-05	1.625373E-05	3.2774948E-05	4.026522E-05	5.202564E-06	6.53796E-06	6.80617E-06	5.063202E-06	1.3130377E-05	6.4623889E-05	1.411341E-05	2.5025659E-05	2.4508314E-05	2.4710401E-05	1.4670034E-05	7.1563367E-05	0	0	7.73549E-06	1.867372E-05	3.027119E-06	3.23616E-07	3.0835203E-05	1.5286583E-05	1.04674E-06	1.797712E-05	2.7163597E-05	2.6132154E-05	2.680774E-05	1.76016E-05	6.2266E-06	0.00017366942	1.7261127E-05	0	3.8382896E-05	5.00026E-05	3.2584551E-05	2.9914978E-05	1.3896675E-05	0.00014197615	1.3289295E-05	3.650205E-05	4.279304E-05	3.12945576E-05	5.13412E-05	5.811864E-05	8.36585E-06	9.453685E-06	6.00281E-07	2.143218E-05	3.002594E-05	9.362292E-06	8.66608441E-05	1.23362612E-05	5.757625E-06	4.9353E-06	9.5129923E-06	6.348834E-06	0	5.9105E-06	1.138E-06	2.846868E-06	0	9.556582E-06	5.177212E-06	1.1160732E-05	9.33483E-06	6.909102E-06	3.089902E-05	5.30226E-06	6.5408484E-05
"K07448"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.51697E-07	0	4.14451E-07	0	0	0	0	0	0	0	0	0	2.73907E-07	0	0	5.64469E-07	0	0	0	1.82921E-06	0	0	0	0	8.44984E-07	7.54795E-07	0	0	2.89735E-06	6.92925E-07	0	1.39091E-06	0	2.79381E-07	0	0	1.16173E-07	0	0	5.22877E-07	0	0	0	0	0	0	8.60912E-06	0	0	7.18585E-06	0	1.2181E-07	0	0	0	7.41284E-07	0	2.79541E-05	0	0	0	3.02307E-06	7.48406E-06	9.51808E-07	4.8278E-06	1.0341E-05	0	3.76459E-07	7.45295E-08	0	0	2.100916E-06	0	0	0	0	0	0	2.4229E-07	0	0	0	0	0	0	0	0	0	3.25751E-07	0	7.49997E-07	0	0	0	7.43217E-07	0
"K07451"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76722E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04892E-07	0	0	0	0	1.75823E-07	0	0	0	0	0	6.41214E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04344E-06	0	5.95079E-07	0	0	8.0581E-06	1.33425E-06	1.33951E-06	0	0	0	0	0	0	0	0	4.31829E-06	4.784073E-06	0	0	1.59804E-07	0	0	3.19296E-07	1.19874E-06	0	0	0	0	0	0	0	1.18567E-07	0	0	0	0	0	0	0	0	0	0	3.3763E-07	0	0	0	0	0	0	0
"K07452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78359E-07	3.95868E-07	0	1.67563E-06	1.7142E-06	0	0	0	0	4.73546E-07	0	4.01873E-07	0	0	0	9.86738E-07	0	0	0	0	0	3.30074E-07	0	0	0	0	0	3.08071E-07	0	0	0	0	0	1.97302E-07	0	0	0	0	0	3.13927E-07	0	0	9.60313E-07	4.23331E-06	2.155006E-06	5.76786E-06	2.71844E-06	5.57513E-06	4.88786E-06	0	0	0	0	2.93677E-06	9.84173E-07	0	4.28327E-06	8.86952E-07	0	0	3.45518E-06	3.48276E-06	0	0	0	0	9.47666E-07	0	0	0	0	0	0	0	2.1069E-07	2.86919E-06	2.18448E-05	2.22482E-06	2.34966E-05	2.96194E-05	0	7.72595E-07	0	0	0	6.33606E-07	3.8750558E-05	1.18209E-06	0	0	0	4.34904E-07	0	7.56515E-07	0	0	0	0	0	1.5623E-06	0	0	1.00398E-06	2.47926E-07	0
"K07454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55216E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K07456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.675931E-06	6.541891E-06	8.125131E-06	3.23229E-06	3.594565E-05	5.147245E-05	2.2445323E-05	6.826451E-05	8.334468E-06	2.10554E-05	6.328089E-06	2.345703E-05	1.7433466E-05	3.304645E-05	2.856432E-05	0.000104572	4.701391E-05	8.0742322E-05	9.965781E-06	3.4632014E-05	2.9585796E-05	6.1171473E-05	1.0489144E-05	1.3606086E-05	2.2290534E-05	1.237536E-05	0	1.731571E-05	3.530214E-05	3.0414579E-05	3.922399E-05	1.317448E-05	1.4649411E-05	3.6982645E-05	2.33408641E-05	1.0954085E-05	1.199013E-05	3.4508996E-05	2.929008E-05	3.45769E-06	9.385391E-06	5.65758E-06	1.238509E-05	1.2432535E-05	3.812129E-05	2.167277E-05	5.8909861E-05	1.402744E-05	1.443033E-05	5.657536E-06	8.426848E-06	0	0	1.34265E-05	1.4851506E-05	1.386949E-05	2.0865131E-05	6.512781E-06	8.747927E-06	4.59439E-06	7.03531E-06	1.0658099E-05	1.0672397E-05	1.15663E-05	0	3.559096E-06	0	1.3972547E-05	0	2.1834429E-05	3.56857E-05	3.266169E-05	2.58970693E-05	1.7610103E-05	9.9419431E-05	4.463206E-06	2.0974802E-05	1.7560179E-05	1.46261153E-05	2.026114E-05	1.726106E-05	9.815213E-06	2.1834865E-05	2.4265799E-05	2.896698E-05	5.0628173E-05	3.133373E-05	4.2133015E-05	4.26329466E-05	0.000100974953	5.351365E-05	1.2964528E-05	2.5837702E-05	2.80325E-05	3.1628814E-05	7.075724E-05	4.907486E-06	1.05622E-05	1.9178629E-05	0.000116693544	3.2110658E-05	0.000113902665	4.2905E-06	2.6290042E-05	1.0378174E-05	3.011521E-05
