"KO"	"BioGeo.TL1a_FP_127"	"BioGeo.TL1a_FP_131"	"BioGeo.TL1a_FP_193.Rep1_S85"	"BioGeo.TL1a_FP_197.REP1_S10"	"BioGeo.TL1a_FP_229.REP1_S12"	"BioGeo.TL1a_FP_233.REP1_S13"	"BioGeo.TL1A_FP_625.REP1_S16"	"BioGeo.TL1A_FP_629"	"BioGeo.TL1A_FP_673.REP1_S20"	"BioGeo.TL1A_FP_677.REP1_S21"	"BioGeo.TL1a_FP_85"	"BioGeo.TL1a_FP_101.REP1_S6"	"BioGeo.TL1a_FP_139"	"BioGeo.TL1a_FP_143"	"BioGeo.TL1a_FP_205"	"BioGeo.TL1a_FP_209.REP1_S11"	"BioGeo.TL1a_FP_241"	"BioGeo.TL1a_FP_61"	"BioGeo.TL1A_FP_637"	"BioGeo.TL1A_FP_641"	"BioGeo.TL1a_FP_65"	"BioGeo.TL1A_FP_685.REP1_S22"	"BioGeo.TL1A_FP_689.Rep1_S104"	"BioGeo.TL1a_FP_73.REP1_S3"	"BioGeo.TL1a_FP_77.REP1_S4"	"BioGeo.Lyz2.01B.FP207.S55"	"BioGeo.Lyz2.01B.FP211.S59"	"BioGeo.Lyz2.02B.FP219.S67"	"BioGeo.Lyz2.02B.FP223.S71"	"BioGeo.Lyz2.03B.FP231.S79"	"BioGeo.Lyz2.03B.FP235.S83"	"BioGeo.Lyz2.04B.FP243.S92"	"BioGeo.Lyz2.04B.FP247.S44"	"BioGeo.Lyz2.05B.FP255.S52"	"BioGeo.Lyz2.05B.FP259.S56"	"BioGeo.Lyz2.06B.FP267.S64"	"BioGeo.Lyz2.06B.FP271.S69"	"BioGeo.Lyz2.07B.FP279.S77"	"BioGeo.Lyz2.07B.FP283.S81"	"BioGeo.Lyz2.08B.FP291.S89"	"BioGeo.Lyz2.08B.FP295.S93"	"BioGeo.LYZFP303"	"BioGeo.LYZFP307"	"BioGeo.LYZFP315"	"BioGeo.LYZFP319"	"BioGeo.LYZFP327.Rep1_S105"	"BioGeo.LYZFP339"	"BioGeo.LYZFP351.Rep1_S106"	"BioGeo.LYZFP355"	"BioGeo.Mouse10A_FP109"	"BioGeo.Mouse10A_FP113"	"BioGeo.Mouse1A_FP01"	"BioGeo.Mouse1A_FP05"	"BioGeo.Mouse2A_FP07"	"BioGeo.Mouse2A_FP11.REP1_S55"	"BioGeo.Mouse3A_FP13"	"BioGeo.Mouse3A_FP17"	"BioGeo.Mouse4A_FP23.Rep1_S92"	"BioGeo.Mouse5A_FP25"	"BioGeo.Mouse5A_FP29.REP1_S53"	"BioGeo.Mouse6A_FP31"	"BioGeo.Mouse6A_FP35.Rep1_S93"	"BioGeo.Mouse7A_FP37"	"BioGeo.Mouse7A_FP41.REP1_S54"	"BioGeo.Mouse8A_FP85"	"BioGeo.Mouse8A_FP89"	"BioGeo.Mouse9A_FP101"	"BioGeo.Mouse9A_FP97"	"BioGeo.SLCFP001"	"BioGeo.SLCFP005.REP1_S24"	"BioGeo.SLCFP019a"	"BioGeo.SLCFP023.REP1_S26"	"BioGeo.SLCFP071.REP1_S27"	"BioGeo.SLCFP077"	"BioGeo.SLCFP091.REP1_S29"	"BioGeo.SLCFP095"	"BioGeo.SLCFP109"	"BioGeo.SLCFP113"	"BioGeo.SLCFP127"	"BioGeo.SLCFP131.REP1_S33"	"BioGeo.Vil1.01B.FP07.Rep1_S107"	"BioGeo.Vil1.01B.FP11"	"BioGeo.Vil1.02B.FP19"	"BioGeo.Vil1.02B.FP23"	"BioGeo.Vil1.03B.FP31"	"BioGeo.Vil1.03B.FP35.REP1_S38"	"BioGeo.Vil1.04B.FP43.Rep1_S88"	"BioGeo.Vil1.04B.FP47"	"BioGeo.Vil1.05B.FP55"	"BioGeo.Vil1.05B.FP59.REP1_S37"	"BioGeo.Vil1.06B.FP67"	"BioGeo.Vil1.06B.FP71"	"BioGeo.Vil1.07B.FP79"	"BioGeo.Vil1.07B.FP83"	"BioGeo.Vil1.08B.FP92.REP1_S41"	"BioGeo.Vil1.08B.FP94.REP1_S42"	"BioGeo.Vil1.09B.FP104"	"BioGeo.Vil1.09B.FP106"	"BioGeo.Vil1.10B.FP116.REP1_S44"	"BioGeo.Vil1.10B.FP118.REP1_S45"	"BioGeo.Vil1.13B.FP152"	"BioGeo.Vil1.13B.FP154.REP1_S47"	"BioGeo.Vil1.14B.FP164"	"BioGeo.Vil1.14B.FP166"
"K04014"	"K04014"	0	0	0	0	0	0	0	0	7.6886165658	30.4299900445	0	0	126.3235872308	0	11.4722753346	82.0446167683	0	717.3437851206	677.0993817102	70.430327054	2307.4056112654	771.8808308465	0	1943.1334396111	1119.6737083647	7.6886165658	0	5.7692307692	3.849445377	42.5079290835	0	7.6923076923	0	74.2319823821	8.3515526046	0	0	4.9126754527	0	8.7976539589	0	0	17.9643998023	44.8707443846	0	48.3468271087	86.2616097381	0	19.2392244838	0	0	0	0	14.2894717362	118.5790337876	0	0	0	4.5044334852	247.1647742886	0	0	0	0	0	61.5571995887	0	0	151.6919878896	390.3270923218	382.2382232641	1463.4657070271	116.7584097242	0	333.5679232922	31.2084405335	0	0	0	544.6404164083	123.4995969516	0	7.1882272584	0	66.9250193156	131.9241287592	502.9349764549	0	20.801581624	55.8643218391	74.0071320383	0	8.7976539589	0	20.6143338288	0	9.6001878105	0	171.6449198989	0	0	287.5592084427	55.8902777363	0
"K04015"	"K04015"	0	0	0	0	0	0	7.8953633198	0	0	0	0	0	146.7432236306	0	0	5.1714659728	0	905.8687534416	936.3421094849	62.0631239864	3195.8292903824	993.0941852126	0	2430.1862878618	1502.3689917931	7.9095987931	5.1413881748	8.9974293059	0	54.4714456849	0	24.3135093069	0	122.0158821926	0	11.4530569004	0	20.038233159	0	0	0	0	10.0125156446	72.0065781478	0	66.7311137634	77.62206817	0	16.2703379224	0	0	0	0	11.6994102357	143.0052720428	0	0	0	0	415.8396654274	0	0	17.5688518663	0	0	108.0245910374	0	0	184.8638359468	682.4830212323	497.5511586269	1929.5947403307	153.0069034617	4.7804016395	463.3510074918	73.5809663066	0	0	0	735.0819871303	203.9431336906	0	43.8510225837	0	45.2626365583	244.2716921242	626.140736942	0	49.3287043173	46.2914734461	50.4572300848	0	11.1743221948	0	29.6310060623	0	28.0040324961	0	248.5907477996	0	12.2721016244	523.4367992483	62.5786918771	0
"K04016"	"K04016"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8412529856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.7930610259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.9951215805	0	0
"K04017"	"K04017"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.6319222545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.9854912091	0	0
"K04018"	"K04018"	0	0	0	0	0	0	0	0	0	3.0525030526	0	0	37.235524086	0	5.8342014764	15.5734304991	0	245.2143100365	296.1054669067	25.2695846066	795.1458714009	350.0881261768	0	650.7247376141	412.3185528341	0	0	0	0	0	0	0	0	20.2059694083	0	0	0	11.0227348048	0	7.476635514	0	0	0	18.691588785	0	0	14.509846187	0	0	0	0	0	0	0	16.0315989073	0	0	0	0	60.1969588441	0	0	0	0	0	39.7795776452	0	0	47.5564988259	163.1595105744	131.2054120668	453.1324996594	47.4698180722	0	155.9267434923	13.0841121495	0	0	0	146.5491154407	44.4880652312	0	16.5595062994	0	21.6263302452	219.6626181588	132.6598026776	0	9.3457943925	0	0	0	0	0	11.0157603314	0	10.8176298827	0	51.607353363	0	0	253.6743553047	11.2114660343	0
"K04019"	"K04019"	0	0	0	0	0	0	0	0	0	0	0	0	5.7992033715	0	9.7418110554	191.4547809129	8.6734707641	36.4416421787	106.8410361704	63.4654113843	75.8751487942	205.4102808791	20.9863031349	179.8815416968	25.9528313822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9074149731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.7539229427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2590034315	63.7855879619	0	0
"K04020"	"K04020"	0	0	0	0	0	0	0	0	0	1.6006321179	0	0	0	0	0	36.0092724481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4058008688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1805875576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.4231949242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3437467541	0	0
"K04021"	"K04021"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0399149679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0608668013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.232145006	0	0
"K04022"	"K04022"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4785305982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8715396815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.2826276939	0	0
"K04023"	"K04023"	11.130563122	0	13.4911972551	0	61.7403943299	43.1663346622	10.3050116264	101.481791444	32.70737768	0	41.0190951183	0	0	0	10.7447627097	66.7653723347	42.5209930292	28.0577956101	62.9713990757	0	11.1893765101	135.8862702851	0	140.7065392087	0	16.9030753842	0	5.8299602781	6.0292863771	12.8708602932	6.8728803701	0	0	0	18.1504438247	9.7004133852	18.9568417931	0	14.6359380219	0	5.8177711239	68.2009816661	125.7758540315	16.9581833077	0	0	6.4446831364	5.8114318263	0	21.4811246387	0	0	0	13.9138883034	121.3144665428	0	0	0	0	560.9940063983	0	0	26.6035252099	0	0	0	0	9.6670247046	0	15.0659822114	13.2664251072	56.7971111795	0	29.6268900116	0	0	0	0	0	19.24347371	0	0	0	16.4572668113	18.3002698543	18.3698641472	66.2249311855	0	0	0	11.6589584866	0	6.7980163354	18.8321716786	19.1879188989	0	7.4869713967	0	26.8985937664	0	0	26.6314542447	36.6334900131	0
"K04024"	"K04024"	0	0	0	0	16.1832806396	7.0046722645	0	0	0	0	0	0	0	0	5.0890646944	19.1785325421	47.3828613474	0	82.1881025698	14.0988966669	0	50.2768626857	0	69.280867858	0	6.2010978068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3811090669	0	0	0	0	0	4.504508768	0	3.8880409844	0	0	0	0	0	0	0	0	0	55.7408868705	0	0	0	0	4.5641314672	0	0	7.0851027195	0	5.7869986398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6592265665	54.0393426627	14.56019005	0	0	0	10.0965466966	0	0	0	7.7006335764	0	0	0	0	0	0	40.2394928858	20.3425437611	0
"K04025"	"K04025"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5227272727	76.899956255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5244331939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0579858738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.1994397515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.9788888122	0	0
"K04026"	"K04026"	0	0	0	0	13.1332422079	0	0	0	0	0	9.9521223261	0	4.1254125413	0	15.9362549801	271.9080159099	68.0501068647	68.3574303288	160.1945108332	64.773579965	62.0920826156	301.4530738893	24.5429460826	297.6053432857	11.327695914	5.0085161021	0	5.8139626557	0	0	0	0	0	0	0	10.7045661443	0	8.2973926361	0	0	0	23.207478349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3716346272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8258179864	0	0	37.6671362673	23.0075487903	0	0	0	0	0	10.8430810456	0	0	0	0	0	21.2962354195	0	0	20.431610485	21.9846225307	0
"K04027"	"K04027"	5.7980848716	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8965517241	69.0383039242	21.1762142797	0	23.2065216153	0	16.0652934819	18.3993813913	0	66.5795010907	0	0	0	0	0	0	0	0	0	0.4111618457	0	4.4821532294	0.5848008371	0	0	0	0	0.602824626	0.4111618457	0	0	0.5848008371	0	0.3119038582	0	0	0	0	0	0	0	0	0	0	0	7.8789298962	0	0	0	0	0	0	0	0	0	10.7621312695	0	4.3378125716	0	0	1.1212208153	0	0	0	0	0	0.3131830518	0	0	0	0.2691154442	89.6319318838	0.4024773985	0	0	0	0	0	2.0833333333	0	0	0	2.0421673046	0	1.0210836523	0.5836953606	0	111.3316304279	0	0
"K04028"	"K04028"	0	0	4.2735042735	0	8.9151110747	0	0	0	0	21.5827338129	2.376686903	0	0	0	20	471.8121180158	61.1717603097	26.9228633572	139.037815018	150.422939531	112.7245431513	553.4266078458	41.2770934077	292.7142721794	85.6969032092	6.9633280315	0	8.9031339031	0	6.6586486402	0	2.3148148148	0	20.208873454	0	6.9529517051	0	6.8913999537	0	6.9954253714	0	8.547008547	12.8026379027	0	0	0	2.3255813953	9.0237606827	0	6.8810248605	0	13.1004366812	0	9.2807924203	14.3884892086	0	0	0	0	66.8602422069	4.5662100457	0	0	0	0	0	0	0	0	7.1942446043	10.9862831885	0	0	0	0	0	0	0	0	0	4.6511627907	2.4282044639	0	0	9.2275494673	98.7097260347	62.3885075964	0	0	13.3316702872	10.5681303724	0	19.4616943063	0	8.461235734	0	0	0	26.2296118065	0	0	138.9325927811	38.5416769121	0
"K04029"	"K04029"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.829359092	59.3879733953	43.2774367023	66.4448262548	0	47.2867536456	167.1426411008	0	273.8767775699	19.9778912762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5823126374	0	0	0	0	0	0	0	0	0	11.1444697026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.6332556125	20.5929391913	0	0	0	4.0802471702	0	0	0	0	0	0	0	0	0	11.1055872117	83.1314957094	0	0
"K04030"	"K04030"	0	0	0	0	0	0	0	0	0	14.4665461121	0	0	0	0	0	8.6613264503	28.0161434317	30.3925137742	18.9464208108	0	0	80.5448005559	0	132.559103062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7073156605	0	0	0	0	4.120768217	0	0	0	0	0	0	0	0	0	21.6769703814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.5866180471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0616176777	114.8874455297	7.0928249176	0
"K04031"	"K04031"	0	0	0	0	0	0	0	0	0	10.6667425191	0	0	14.2097543088	0	15.1014720269	395.457920269	37.4945341794	63.9232734745	148.1758711774	83.3155243212	134.645983705	317.5989824652	26.7633000716	249.6588707122	101.3673063835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7631570088	0	0	0	0	0	0	0	0	0	0	2.9198871304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0752923977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0176876227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9280948851	11.4175091192	0
"K04032"	"K04032"	0	0	0	0	0	0	0	0	0	19.8333643642	0	0	12.3254848918	0	11.7535830311	156.0697069951	47.9906046995	38.7820493279	87.7112328971	92.5301177178	112.9325770861	184.564931604	30.588253917	176.8738356527	27.9412806416	0	0	0	13.1795716639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2746999101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1950722655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.8389608657	5.8511733862	0	0	0	0	0	0	0	0	0	0	0	8.7306757366	0	0	83.4955462522	0	0
"K04033"	"K04033"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.117473822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8808036859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.8614034053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.2628517631	0	0
"K04041"	"K04041"	619.3839082643	0	967.2803951473	0	149.1530991739	0	77.5762272161	26.9203165757	109.1506381668	0	139.1181525421	0	348.9971361421	0	538.1078329991	1890.7291863788	866.0654832871	2903.4743407692	1499.5151874461	296.1046235054	772.3374350825	2263.5054813152	46.9797593886	8850.2658131872	612.2052256571	61.4395288753	14.9677512944	68.0681947057	28.2453414212	103.9609038704	50.1888573859	65.1069059916	0	117.2576237169	107.3592507712	87.202166539	16.5704324601	105.2368767233	19.7422187499	55.4168927455	0	12.8122237342	74.6413013124	99.5527668484	38.97511383	93.1114822827	51.3337909031	34.0951782786	92.9636233895	165.9430890878	430.0978604878	0	65.0566114988	446.886424658	1618.4576822857	151.1532811472	0	225.9888231545	968.9763365803	2516.3115018292	131.4738528009	15.4288184158	465.7821784743	57.1876200262	70.9146785505	344.7201062928	44.9020280745	89.5398041802	437.1501180013	572.6030704473	722.0460549799	551.8642704498	98.9008936642	352.4198962413	284.4731151013	0	0	0	0	408.0706470518	457.7961452228	6.4138278548	84.1190401608	96.8177440732	68.6505704339	6940.2216800941	1008.1593038601	35.1377665441	132.4761971931	40.8431410086	90.9081173736	0	68.2991350107	20.3205086293	142.282119686	0	227.8445532702	51.4850909062	492.1438436952	0	313.7630085904	4021.3701791252	173.3013415781	0
"K04042"	"K04042"	56.1420804147	677.0763608237	621.8103854085	460.8541024326	462.3007318447	3281.8370580079	362.878062033	1276.4620995584	105.8971837724	153.1555585846	9.5110729507	0	88.7303621013	0	81.1514359448	710.8894151675	57.2500295248	260.4307468584	295.3187639391	66.6901303118	786.5160821955	271.5717314932	0	627.5776582422	372.7906574976	112.5772427135	206.9453559499	47.6787400893	338.7522728139	680.1019019923	892.2478032159	619.288883771	99.1064553142	1437.5832382642	2377.1335022678	225.3203335679	1035.5088155549	484.7933279898	2514.5175516001	141.8040783194	201.8961855634	110.2603056328	889.0030245258	977.1608626301	1704.312714441	677.525943806	667.7739552539	89.0377636168	921.7031227857	0	189.8646690314	0	164.485171065	257.4157261093	1927.2374279772	235.6898728004	605.8850615055	2876.4803470022	444.4413069171	3946.7757490263	46.9598054238	52.9080361082	310.5836866067	144.5973316037	9.6540627514	395.7633760773	47.992782782	16.0596260924	298.3383180974	5134.7887680946	998.4872055212	8917.0482565693	293.2203413503	673.3126573125	272.6236520496	2797.0987538568	0	0	11.0741033974	364.8856513083	778.1172393988	477.0183077606	487.8710643037	1200.0930090376	461.3990926101	10415.6899106266	5237.5005216143	4381.7039996486	1357.8306165859	1236.214375627	517.2427126056	25.7880245837	599.3206017429	1385.2631431209	137.1319167772	85.3765372003	349.1605358478	6709.6370005717	1166.7222311543	5802.8834218097	11.3475799897	212.8683796398	503.0499630342	3860.5332419582
"K04043"	"K04043"	1718.1440778956	603.6863063322	2907.9604589695	335.0690852425	929.2139462172	2847.3473833257	1612.2709309049	2569.7800080165	670.7270759967	221.5711441425	342.7195950846	0	2659.7155417833	36.612425283	1487.8136676684	8049.042243908	10973.5894049676	7610.4553333471	6672.0775921439	1586.8254769756	5846.6421446644	9065.1989880068	333.1467655976	33867.4922546361	1957.3405910676	514.916493398	178.7863981173	309.6490167738	467.2854558754	832.2365148186	792.3068384393	653.1092174211	82.819062941	1636.9710953841	2723.6870773095	681.9960634453	1478.4104683742	618.173245278	3034.0515334087	346.9713420805	359.8277812467	330.4955069859	1333.963353714	1108.9281147366	1731.7126770544	664.2590073086	748.7177862661	228.3221156162	986.8887532406	245.9004361767	214.425589129	7.5716405805	149.0756218503	532.8132067957	2952.7909394836	323.7144081868	532.8975919873	2624.6787651788	1019.4864579935	12494.4479644977	231.0944724837	92.206659076	629.468662172	139.4298941166	135.2311092031	682.1748747941	70.5034417794	158.5933614823	748.5253965186	7406.4455943293	1501.8963764637	9806.5724553905	574.260922436	1459.2312459593	652.9745111075	4994.9098987095	0	0	0	798.1429895777	1328.2685668323	782.9987193304	600.0009075185	1402.2298939346	711.0559173651	14372.1421094176	6196.734088781	5683.5585904904	1860.4666168434	1423.5610092273	817.1240518998	32.6149848629	1009.005292324	1814.2583452723	809.8680568709	119.9516982662	825.1023785404	7739.8541085011	1925.4074223502	6978.18583896	8284.6775920255	10952.1430722669	1232.5789467795	8667.3049927138
"K04044"	"K04044"	0	0	0	0	0	0	9.2143665979	0	0	0	0	0	27.3824264949	0	1.638766937	6.9822408819	11.5432725692	240.3377830888	218.7674311893	14.7648180968	677.1401924983	267.316268091	0	534.0113433833	361.7900185777	0	0	11.6577895293	0	7.5721305077	0	0	0	14.5431302444	0	0	0	6.9797810899	0	0	0	0	0	14.4788746795	0	14.5796443916	12.833775573	0	0	0	0	0	0	0	11.4699414017	0	0	8.4109748454	0	41.9857023577	0	0	0	0	0	26.6442646492	0	0	38.6348401616	134.1627423902	93.3957068631	452.0466562409	40.9917111506	0	85.8049797575	17.8137916869	0	0	0	167.0363873673	43.1508319128	0	0	0	25.087174393	89.1495708378	115.7088978368	0	0	0	15.5874465294	0	0	0	0	0	0	0	48.3765278896	0	0	148.4007277713	20.597840712	0
"K04045"	"K04045"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.3056444379	579.3752689462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K04046"	"K04046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8338641296	11.636216586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.463640073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.478675761	0	0
"K04047"	"K04047"	11.0258073274	0	11.7068315685	0	23.1934291227	54.8305675264	95.4567506358	858.0629867826	17.4902562479	0	0	15.6611697848	55.9637038163	0	0	64.7603291279	22.2205573869	422.3317758126	512.0090031406	0	41.1699047286	388.5076560248	0	886.4827237713	35.7313970858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4339622642	0	14.9700598802	71.410882857	891.528462919	0	0	109.733074485	231.1949002238	1212.8030329786	17.9551345071	8.9642144283	111.8447870503	17.0561690792	0	357.546956885	59.880239521	23.9520958084	55.7823955674	838.3298921229	46.5961729115	508.2816211144	14.9521851819	232.1469351064	0	0	0	0	0	156.3840284356	0	0	0	0	0	6590.3971157536	0	0	429.7283589836	23.1549378018	0	0	151.7927649855	213.7247395861	0	0	8.9820359281	1740.6796661869	23.0393538236	264.5497067155	0	109.2445471011	101.5733173981	592.708633836
"K04061"	"K04061"	0	0	0	0	30.1559538382	0	0	0	0	0	60.2883680603	0	0	0	96.3610840543	468.1724978789	0	0	0	0	0	0	0	0	0	25.0656480032	0	7.0007346035	0	17.0699655022	0	0	0	19.1486901645	16.3935441595	31.3889500475	7.9051383399	5.8341856202	0	7.1271723446	0	78.6532268923	116.6988941618	0	15.7169936749	0	0	7.9051383399	0	11.4286165549	0	0	0	11.8577075099	0	15.8102766798	0	0	13.6468170567	623.9166178654	0	0	7.9051383399	0	7.9051383399	0	0	14.4594235973	0	0	0	0	0	9.8032723218	16.6809221295	0	0	0	0	0	0	0	0	0	0	0	18.1554447205	11.396011396	0	0	0	0	11.8577075099	10.1153034038	11.396011396	0	11.8577075099	0	0	0	0	0	14.2774748454	0
"K04062"	"K04062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.5019827704	0	5.7971501546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.2487864514	0	0	0	3.2467532468	0	0	0	0	0	0	0	0	0	0	0	138.744528828	0	0
"K04063"	"K04063"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2597337241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1833689394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.6848525752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.979333705	0	0
"K04064"	"K04064"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9036004646	0	0	0	0	0	0	0	0	0	13.8828887367	39.5703743461	0	0
"K04065"	"K04065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3532913078	10.3181571136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.6779935552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.4659419822	0	0
