	Vil1.03B.DTT33	Vil1.05B.DTT57	Lyz2.07B.DTT281.S123	Vil1.010B.DTT117	Vil1.05B.FP57	Lyz2.02B.DTT221.S61	Itg.02.FP409.S9	Lyz2.04B.FP245.S42	Lyz2.06B.DTT269.S111	Vil1.09B.DTT105	Itg.20.DTT505.S100	Itg.24.DTT529.S24	Vil1.09B.FP108	Itg.26.DTT541.S37	Itg.02.DTT409.S1	Itg.06.DTT433.S26	Vil1.10B.FP120	Vil1.08B.FP96	Vil1.01B.FP09	Vil1.02B.DTT21	Itg.22.DTT517.S12	Vil1.06B.FP69	Itg.16.FP481.S84	Vil1.03B.FP33	Itg.08.FP445.S46	Itg.24.FP529.S32	Lyz2.06B.FP269.S67	Vil1.04B.DTT45	Lyz2.03B.DTT233.S73	Lyz2.07B.FP281.S79	Vil1.07B.DTT81	Vil1.04B.FP45	Itg.12.FP469.S71	Itg.06.FP433.S34	Lyz2.05B.FP257.S54	Itg.18.DTT493.S88	Vil1.013B.DTT153	Vil1.02B.FP21	Itg.04.DTT421.S13	Vil1.014B.DTT165	Vil1.06B.DTT69	Itg.10.DTT457.S51	Vil1.13B.FP156	Lyz2.05B.DTT257.S98	Vil1.08B.DTT93	Itg.20.FP505.S8	Itg.22.FP517.S20	Lyz2.03B.FP233.S81	Lyz2.02B.FP221.S69	Vil1.07B.FP81	Itg.16.DTT481.S76	Itg.12.DTT469.S63	Vil1.14B.FP168	Lyz2.04B.DTT245.S86	Itg.18.FP493.S96	Lyz2.08B.DTT293.S135	Itg.10.FP457.S59	Lyz2.01B.FP209.S57	Lyz2.01B.DTT209.S49	Vil1.01B.DTT09	Itg.04.FP421.S21	Itg.26.FP541.S45	Itg.08.DTT445.S38	Lyz2.08B.FP293.S91	SLCFP021	SLCFP069	SLCFP111	SLCdtt075	SLCFP051	LYZFP317	SLCFP093	SLCdtt021	SLCdtt111	LYZdtt317	LYZdtt305	LYZdtt329	SLCFP075	LYZdtt341	SLCdtt051	LYZFP305	SLCFP129	LYZdtt365	SLCFP003	SLCdtt069	SLCdtt129	LYZdtt353	SLCdtt093	LYZFP353	SLCdtt003	LYZFP329	LYZFP341	SLCFP165	SLCdtt165	SLCFP147	SLCdtt147
Vil1.03B.DTT33	0.0	0.9634095402522904	0.48675768247382895	0.4398071234652944	0.6575380169269938	0.5610412926391383	0.5024814631735047	0.44269454737956593	0.4799803622081606	0.5970970537261698	0.5369840050289865	0.47599727241732015	0.8128738187882156	0.5109532660647902	0.46917057902973397	0.6524025053719197	0.6849630587693344	0.7728840616893298	0.6408255583828103	0.33437320793669	0.4505461296032466	0.6945803240881229	0.6796420581655481	0.5626226593080118	0.5822848374947691	0.48446146654804806	0.5161010734048936	0.5476379479037826	0.4759983007646559	0.5012749038419984	0.9040686338229559	0.5794340961038279	0.5743991798790787	0.5670444885236611	0.4761206896551724	0.6989204783397701	0.8787647569996397	0.5506215469613259	0.6491495515437545	0.4270114730512414	0.89759772790028	0.4281199184664361	0.8232605698173424	0.46931017532361136	0.8424203203365151	0.6422838798440724	0.4970803520026318	0.7299885208724137	0.6504803233452031	0.7116175235400733	0.6114072143919355	0.4206822455009401	0.676356841785078	0.5485297782207824	0.686522813044623	0.592257136317562	0.5544394161514437	0.610040792629826	0.6522158353421101	0.33980174068523045	0.4899473808214875	0.5083017937674917	0.46861834499245586	0.5452330984859841	0.6156964175416924	0.5043293115684883	0.5662947946309401	0.5622940691927513	0.6754303007376584	0.8481657215600046	0.5363643558088003	0.6147393134251439	0.6971984193935089	0.9064562709255117	0.7569137009141609	0.808794220909344	0.4821618380529285	0.9671109360588087	0.7269754418962532	0.9118381021733937	0.5113094061502838	0.9867588890304244	0.5805633478077086	0.6448376707511199	0.5346032557743118	0.8718652660963807	0.637702175125488	0.6163569505548624	0.6739742747159891	0.7859330302135049	0.7051718289009735	0.5751179840830329	0.7103098268734908	0.5501771818945677	0.6490731569265601
Vil1.05B.DTT57	0.9634095402522904	0.0	0.9715545441615702	0.8388108233654628	0.9885530626120279	0.9786093614919106	0.9829237441272136	0.9797607152921887	0.961463719903824	0.3250871866924254	0.9837143137447267	0.9848730828733503	0.9953570626220499	0.983986061942802	0.9753685526267417	0.9892349948884701	0.9922123495247657	0.9923887981016767	0.9898687318867051	0.962029389681433	0.9801114359243435	0.9899319155647853	0.9911122700652998	0.9901308132768493	0.9871228225794119	0.9862370034657425	0.9782395203390707	0.9645259683282497	0.9719396702911259	0.979337085678549	0.08432311423418942	0.9882273749337611	0.9893887198571751	0.9870560231498048	0.9808464473651395	0.9889782955272969	0.7821811243211507	0.9895255469923179	0.9911702246563093	0.9247354469745988	0.33647154215185027	0.9779443254817987	0.9857496051095391	0.9832623750616697	0.20160155827291418	0.9896023825696222	0.9882072286987442	0.9917102966841187	0.989658661796283	0.9902353262612703	0.985391194535331	0.9821565540349603	0.9826256057128283	0.9699236463702957	0.988836550766466	0.971601990412482	0.9883562973025423	0.9859002535925613	0.9816070716190396	0.9664019162884518	0.9822088776356181	0.9862746975645568	0.9806841046277666	0.9815574205885478	0.9825074167673882	0.9735841228130835	0.9736574268095551	0.9739437701643878	0.9805232558139535	0.9928486530303708	0.9802897764517077	0.9746366685299049	0.9796608419585473	0.9946296143461806	0.9825722403159864	0.987502827414612	0.9752533894958536	0.9976402726796014	0.9812271514672464	0.9952803362980248	0.9747852971487462	0.9988689310180727	0.9829919331919638	0.9818536135615951	0.9818848605675748	0.9917059977727104	0.9863246652022958	0.979675168915826	0.9799505734744313	0.9849784111839126	0.9856002813990811	0.9835289514866979	0.9929571386649635	0.9196581549449869	0.9909969234090786
Lyz2.07B.DTT281.S123	0.48675768247382895	0.9715545441615702	0.0	0.5117484877165549	0.6423960574720622	0.5003910323253389	0.5763062285473414	0.48528488111260654	0.48874902528684416	0.65439168355211	0.49288646659116647	0.5312586349820393	0.8805318626356451	0.531327731092437	0.585447630485913	0.6677965320051651	0.7821022777946239	0.7533533963886501	0.630405274384332	0.44835313616097483	0.4240509106868554	0.6502468485464724	0.7113051319888506	0.6012506696111336	0.6021371979586658	0.5637173405731891	0.5186817657828711	0.5732499578754235	0.49582746288067625	0.22951539914766486	0.9121164708690233	0.5613374021493963	0.6100605277075866	0.5528471585701191	0.5619139426868811	0.674255938409539	0.8965643511039311	0.5925177650829038	0.6788364187461191	0.530921471061394	0.9060184999799784	0.5445964527932505	0.8874762897587434	0.5488602050635432	0.8269624332525699	0.6165548152929856	0.5208177511842433	0.7311527797358899	0.6456266386389624	0.6836661911554922	0.6301524637449988	0.4540833923287771	0.8024691358024691	0.5786015056781932	0.6654219566840927	0.639695414666446	0.6208987115293028	0.5644620306969411	0.5841576710422387	0.465700871898055	0.5221221301020408	0.5728758888644527	0.4718061936869742	0.5113662282369041	0.5855598213586147	0.4802866343671125	0.5898133648242754	0.6497952325947706	0.44608879492600423	0.8848655554910273	0.6043624969872259	0.5310643528137895	0.658207270264168	0.9217493438510506	0.8123393528658209	0.8113900661779623	0.6016140253235007	0.9666422797634359	0.4737894027937694	0.9323512358908828	0.3895605505381308	0.984040267293802	0.41251705985572235	0.4684062324009762	0.5263340263340264	0.8829983978734475	0.6100904853304085	0.6251329787234042	0.7026713399327429	0.7650101794628431	0.6977445322779499	0.6341080346586196	0.7683367789867308	0.5275421374328579	0.6274469862092849
Vil1.010B.DTT117	0.4398071234652944	0.8388108233654628	0.5117484877165549	0.0	0.5939666320408725	0.6742193873766966	0.5090698037041529	0.6526295731707317	0.556291088385683	0.4624043223773075	0.6670496180835869	0.5305756488967236	0.8250678984623939	0.5564391691394659	0.555424545682324	0.6569592966735703	0.688884075117058	0.7431710294317103	0.6347560401385387	0.5550562683537319	0.5209276229661493	0.6407644450401546	0.6582799287095673	0.5655070392770527	0.5848238069868331	0.5403944842982181	0.5035384821925164	0.5660952815879178	0.6761738975183003	0.5102017895249148	0.7953912604968317	0.5541971898642969	0.5798247029090714	0.5567134990479131	0.3910428806215449	0.6531554753619453	0.7741003221352968	0.5821492384922998	0.6670326573841057	0.3722090029010072	0.814058016111745	0.6141082921644655	0.8955517428965979	0.4422213747176343	0.7172442522465335	0.718653822650356	0.573347649129816	0.8072006649459731	0.7045331865666112	0.6805424673249477	0.5994274097508752	0.4380288621822858	0.7258180959006603	0.6900224215246636	0.6340203219755814	0.6837066315327185	0.5835913493556415	0.677562433709382	0.6863149621770311	0.5793691200885446	0.6073421034506509	0.5032915051573484	0.48484796397201646	0.6220253833950291	0.5031890351472385	0.586726144114801	0.5760356860820012	0.7092972690902766	0.6332705976940084	0.8841643048926014	0.6382956594092359	0.5268474721304461	0.659743245832535	0.9242958195710418	0.8159587260948834	0.7747297503245099	0.6883312421580928	0.9608973389570636	0.6791826593239509	0.9241397399125145	0.6080550790704232	0.9822156260590678	0.5984794728839331	0.6056563675004087	0.6871440195280716	0.8492107099897533	0.6759896421980286	0.6136644137525713	0.721218814968815	0.7140820843869712	0.681807299298034	0.620642123685474	0.7022635702077968	0.5594441751494588	0.6017609019437793
Vil1.05B.FP57	0.6575380169269938	0.9885530626120279	0.6423960574720622	0.5939666320408725	0.0	0.6987752255589941	0.6327713768457184	0.6748671390611161	0.6792817950225357	0.7602036338102344	0.6831553417048077	0.5397321600864498	0.7950409989149961	0.5513302926643862	0.6044999952691387	0.613741356925028	0.6419748394207746	0.6577010253642741	0.4029938010179223	0.7162758667404238	0.6344759610119374	0.39657216434140174	0.49635790237503835	0.458979236358601	0.4662564067401478	0.4929516724616587	0.6260543892599548	0.6841648765039888	0.7149598296389508	0.594749183668997	0.9583218492732087	0.3607299149533482	0.44986050066883243	0.5174621854556782	0.5612361026000176	0.5191373675046583	0.9134378560190962	0.4456864648425651	0.5943221296276562	0.5080949212685739	0.9478502602261564	0.7251796451092536	0.8929618098985675	0.4906710434470919	0.9029132814359044	0.5686271442315965	0.546880564364327	0.6367831202550367	0.561354584684215	0.41059143118670094	0.5142802820510701	0.513056759464043	0.8282276382835042	0.7772675383976754	0.4930616236842738	0.7256523787093735	0.44014777726466225	0.5784564955585537	0.7066542653213903	0.7086550623381317	0.6305100296092414	0.4647417613761025	0.5286459689429996	0.5597649259801529	0.5227084883048185	0.7703000910122305	0.6952286493570897	0.7441072621433343	0.6790864995084641	0.8127813351930514	0.7584373168076376	0.719638097383339	0.742485838053982	0.8630410569574067	0.7416259333673194	0.6282596974492278	0.7318640955004592	0.9226246419916865	0.6435475259068769	0.8837857053665399	0.7473040038807418	0.9625801820571914	0.6502731114088426	0.6143015856984143	0.6957004221245485	0.7725895012444915	0.6921634691244581	0.5323512747875354	0.7551001597640408	0.5506930121950556	0.5088182987607285	0.5607526829220659	0.5677269980675924	0.6535445703399178	0.48520726504634454
Lyz2.02B.DTT221.S61	0.5610412926391383	0.9786093614919106	0.5003910323253389	0.6742193873766966	0.6987752255589941	0.0	0.6205189577326878	0.4548988178721699	0.5366894611765847	0.7843655142507983	0.5592639306620096	0.5431887908403706	0.8856966293352992	0.573623322535863	0.5681306392561161	0.7010840049529685	0.8000783272033782	0.8052729656981158	0.6743620899149453	0.5704291141605597	0.5590962671905697	0.7007555284674387	0.7114483938045358	0.6849206103242735	0.6317528584915556	0.6048693100870326	0.5938754513727784	0.6782935839163815	0.42208437899521756	0.5549044285377173	0.9214665768256698	0.6467162329615861	0.6692805397334514	0.6166005801421082	0.6687723152979951	0.680620292032075	0.8981740894599556	0.6626063376123515	0.7032297926196099	0.5850173504796897	0.9135972212171648	0.5629081410535481	0.8601004036399936	0.5820986525211878	0.8465751133964591	0.6580238582686171	0.5965328655453513	0.7500469903781607	0.5225598676980993	0.7212649119484946	0.6380879085413538	0.5089624124861385	0.8632306793636993	0.5874911391024592	0.6724810567881325	0.6264983267417098	0.6377696671846204	0.3038113870364288	0.2709558320798578	0.48841685248210304	0.5328793283608979	0.645094172842864	0.5328645674105777	0.5021573297435367	0.7047639317512682	0.6179300987461996	0.6679086782738297	0.5686978950762286	0.6609084111432789	0.8854112607214637	0.614971515657317	0.697577276524645	0.7261588069326884	0.916006225992089	0.782260043538492	0.7489199166830921	0.5322428207924391	0.9572038837530843	0.6238390997060026	0.9320346701590612	0.539850451396704	0.9799330809337866	0.5739314729777464	0.6260409556313993	0.5318991962101502	0.8775113187964723	0.6445810869016323	0.6563750190868834	0.7274954890735337	0.7129184600252524	0.6580102306310198	0.6911463457909254	0.7793417969212318	0.6621712744436952	0.6987209212458458
Itg.02.FP409.S9	0.5024814631735047	0.9829237441272136	0.5763062285473414	0.5090698037041529	0.6327713768457184	0.6205189577326878	0.0	0.5224686667784048	0.5335480288728485	0.7366152491700446	0.5647960505264441	0.4160039390638755	0.7966865149977956	0.4450063395368495	0.25888280774910954	0.7122468780319865	0.6579431389853435	0.7773697343906589	0.7005558655177402	0.5903841712218031	0.39415217510560097	0.6768122010887532	0.6843703432957516	0.53594862210204	0.5355960575133353	0.35412426352437065	0.4198058397990929	0.6448744602590757	0.5827050516023901	0.5889749080327239	0.9428522615640883	0.5823262750482323	0.5365703488248658	0.5919230817952649	0.42327568890268624	0.6187225019878081	0.820244139570055	0.5162587541079997	0.6510649739758388	0.49836196564123053	0.9311921168921321	0.5711210210671998	0.826137049432161	0.44136847718003774	0.8491128844812892	0.5881385661039246	0.4143761913546086	0.7470392686474132	0.7200777445714645	0.7583893975416055	0.6711955233081993	0.44176556708095815	0.6972093023255814	0.5917953787223527	0.5817653600853401	0.658636213269665	0.5226136442181416	0.6231880131140434	0.6149684545118878	0.6003190205207795	0.5119828647563793	0.3920747006026745	0.5379667979930632	0.5788365274020315	0.6770762352706543	0.5732574679943101	0.48221343873517786	0.6158359634815396	0.6268053768053768	0.8872557880831538	0.5670656141244377	0.6667436703012383	0.6099387720710768	0.9124125538238984	0.7804968027545499	0.7782813936001337	0.5935807511320252	0.9666622572039597	0.6571045187495467	0.9310829421849968	0.5752729931009275	0.9835833053391034	0.5047262734451305	0.5792713225511725	0.6367713815492015	0.8669218733085999	0.6158670341414028	0.6078063426534059	0.7068473532900854	0.7365366317792579	0.7207633616690964	0.41766995013985164	0.6553023918606254	0.5012597651607588	0.5868181436919263
Lyz2.04B.FP245.S42	0.44269454737956593	0.9797607152921887	0.48528488111260654	0.6526295731707317	0.6748671390611161	0.4548988178721699	0.5224686667784048	0.0	0.5406424370381542	0.8004545270078325	0.47170061268421926	0.47211161827069376	0.8585853066844423	0.5051279623844236	0.44891660269165085	0.669344692873066	0.7292334747077687	0.774759826545267	0.6146897222191879	0.4297579039749984	0.46772366930917325	0.6811021319891939	0.6763320257830517	0.6050509182057494	0.5512751964925413	0.4806814417995133	0.5621687898751013	0.6619364298057286	0.2714656990143677	0.5117004048582996	0.9332483708851324	0.6076872602463154	0.562110090711869	0.5503785514640037	0.6078914421873107	0.6838560492108748	0.8992505417171938	0.5222328392702384	0.673835886546337	0.5575205804381191	0.9247919143876338	0.45824516404830606	0.8532858472860542	0.4663299663299663	0.8395740369484145	0.5648806131587211	0.5034176349965823	0.6198525477678126	0.6308161708619374	0.7141422558383009	0.5964049602447257	0.44134855088439295	0.8107565028200828	0.3822176801226367	0.667660082771269	0.5927078148332504	0.5277501930927949	0.5093838862559241	0.5543714506064643	0.4432483658542512	0.4792614792614793	0.5097873284963167	0.48492290647216324	0.479660116834838	0.6842890952120881	0.5429629436461784	0.5837594265835493	0.47886585656421254	0.6142392269007001	0.8623792195946909	0.5306152871464241	0.6453520460458883	0.6352350107955489	0.897680767896115	0.7249045029750226	0.8178616487262771	0.44344811996081684	0.9644794716936781	0.6146586787954076	0.9148312228463191	0.47699493966523937	0.9853173434476609	0.4807859628770302	0.5840274375306223	0.48759339912894073	0.8669259324730423	0.5690453420769009	0.6353727474312127	0.660455111513642	0.8067666894525056	0.681490851502505	0.6157568750516145	0.7412181630975281	0.5524642289348172	0.6657848324514991
Lyz2.06B.DTT269.S111	0.4799803622081606	0.961463719903824	0.48874902528684416	0.556291088385683	0.6792817950225357	0.5366894611765847	0.5335480288728485	0.5406424370381542	0.0	0.6629401625215464	0.6101164004795235	0.48808134061382036	0.90327502150846	0.5269988666691039	0.555108331066993	0.7249029801566962	0.820333171840644	0.8119406972084947	0.7251764705882353	0.4812984623472204	0.42073768883657053	0.7249690896076006	0.7460286668822071	0.7044660059762106	0.6669186573934079	0.5704388750843358	0.34367632519583236	0.6353688887060615	0.4586784579933985	0.5164505990964448	0.8934224517697099	0.6700861482656993	0.681633059745177	0.6402583423035522	0.5380660954712362	0.7322108090630984	0.8859984146429344	0.6866346981433665	0.7099630914511821	0.5210833470327141	0.8955527994330262	0.4958150762207121	0.8403986643388647	0.5340663302090843	0.7961661850094122	0.7175749265932815	0.5989555515993116	0.7959862599777561	0.7304706126890582	0.7703628699931712	0.6818717435438761	0.5008648971070683	0.7816944667580211	0.4675001882955487	0.7520988585982454	0.5728207710011507	0.6376431854036628	0.6533395656311036	0.5801570897064903	0.4847449278039469	0.4975100260014984	0.6260585702796044	0.5401798474155178	0.5245723367769459	0.6820441869514462	0.5164279696714406	0.5051962879475395	0.4617094119766953	0.6698784288535199	0.9105502541692678	0.6319953771613993	0.5565238111447731	0.5180271419890622	0.9302160748894921	0.8030309549831757	0.8550168080949136	0.4997591599499053	0.9713354582083654	0.6581710599704149	0.9434770781475317	0.5125740883367378	0.9872326514898835	0.6041810048176187	0.5850317682977143	0.6234111449422454	0.8743734253101841	0.6342977012498907	0.6123613770183868	0.7209570915664466	0.8275900892448341	0.7465958768955705	0.6605555876853083	0.7808172190541526	0.6011464346694854	0.7350837366685227
Vil1.09B.DTT105	0.5970970537261698	0.3250871866924254	0.65439168355211	0.4624043223773075	0.7602036338102344	0.7843655142507983	0.7366152491700446	0.8004545270078325	0.6629401625215464	0.0	0.822916326330578	0.7220074753218542	0.8948576526005461	0.7214105479580075	0.756167731357597	0.797195914171351	0.8146848358270278	0.858521301520844	0.8030117677626095	0.6933173471319493	0.7002307447485678	0.7974308185935527	0.7958664919930392	0.7680222099757729	0.7594796128827542	0.7318721981071658	0.6890260098481907	0.6865869396885486	0.7789473684210526	0.660401401720293	0.31032043573601187	0.756943750624438	0.761101273012797	0.7517913211496658	0.6230087792476066	0.8038260482704928	0.7501515833121443	0.7634818223856605	0.7848153310803357	0.5741059147180193	0.43910115649246084	0.7000987208300952	0.9058589928897843	0.6839448411721251	0.3102323512591871	0.8606762283278613	0.7619505851755527	0.9009154162578648	0.8131963235213566	0.8108228317272054	0.7541190747250822	0.6700172266729106	0.7804206343769268	0.77625520110957	0.7965186432983287	0.7838800835483475	0.7504339066160138	0.8234556693900489	0.8179210726380538	0.6928794339757486	0.7331899850577644	0.7083133306815532	0.6883173575365139	0.7733887008409812	0.6974925565878681	0.7219371473794389	0.7098614133547131	0.7787072954152451	0.8040326806264434	0.9253584441394974	0.7852449990824004	0.6239034805649165	0.7630225342913128	0.9546745937965821	0.8866321391918661	0.87896669499543	0.778773039348377	0.9777961173114736	0.8151499024303708	0.9508729989327641	0.7487741050331563	0.9895476422494028	0.7742177453921989	0.758090112468088	0.8018790046778569	0.9091535517229239	0.8165544744456605	0.7341432579938947	0.8258743298113377	0.8447223681905763	0.8220167353269514	0.768026202154182	0.8316562393447042	0.7102841954610509	0.7809183157731037
