	Vil1.03B.DTT33	Vil1.05B.DTT57	Lyz2.07B.DTT281.S123	Vil1.010B.DTT117	Itg.10.DTT455.S49	Lyz2.02B.DTT221.S61	Itg.10.DTT456.S50	Lyz2.06B.DTT269.S111	Lyz2.03B.DTT232.S72	Vil1.09B.DTT105	Itg.20.DTT504.S99	Itg.20.DTT505.S100	Vil1.04B.DTT43	Itg.24.DTT529.S24	Vil1.07B.DTT79	Itg.18.DTT492.S87	Vil1.014B.DTT164	Lyz2.01B.DTT207.S47	Itg.26.DTT541.S37	Itg.02.DTT409.S1	Itg.22.DTT516.S11	Lyz2.04B.DTT243.S84	Itg.06.DTT433.S26	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Vil1.09B.DTT104	Vil1.02B.DTT21	Vil1.03B.DTT32	Itg.22.DTT517.S12	Vil1.02B.DTT20	Lyz2.04B.DTT244.S85	Vil1.06B.DTT67	Vil1.04B.DTT44	Itg.24.DTT528.S23	Itg.08.DTT444.S37	Itg.12.DTT467.S61	Itg.16.DTT480.S75	Lyz2.02B.DTT219.S59	Itg.12.DTT468.S62	Vil1.04B.DTT45	Lyz2.03B.DTT233.S73	Itg.18.DTT491.S86	Lyz2.07B.DTT280.S122	Itg.06.DTT431.S24	Vil1.07B.DTT81	Lyz2.05B.DTT255.S96	Lyz2.01B.DTT208.S48	Itg.02.DTT408.S100	Lyz2.07B.DTT279.S121	Vil1.013B.DTT152	Vil1.05B.DTT55	Itg.18.DTT493.S88	Vil1.013B.DTT153	Vil1.01B.DTT08	Lyz2.05B.DTT256.S97	Itg.04.DTT421.S13	Vil1.014B.DTT165	Lyz2.08B.DTT292.S134	Vil1.06B.DTT69	Vil1.08B.DTT92	Itg.10.DTT457.S51	Lyz2.06B.DTT267.S108	Itg.16.DTT479.S73	Lyz2.05B.DTT257.S98	Vil1.08B.DTT93	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Vil1.013B.DTT151	Itg.16.DTT481.S76	Vil1.02B.DTT19	Itg.12.DTT469.S63	Itg.08.DTT443.S36	Lyz2.04B.DTT245.S86	Vil1.010B.DTT116	Itg.04.DTT420.S12	Lyz2.02B.DTT220.S60	Lyz2.08B.DTT293.S135	Vil1.07B.DTT80	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Vil1.05B.DTT56	Lyz2.01B.DTT209.S49	Vil1.09B.DTT103	Vil1.01B.DTT09	Lyz2.06B.DTT268.S109	Vil1.06B.DTT68	Lyz2.03B.DTT231.S71	Itg.06.DTT432.S25	Itg.08.DTT445.S38	Itg.26.DTT540.S36	Itg.04.DTT419.S11	LYZdtt351	LYZdtt364	SLCdtt050	SLCdtt110	SLCdtt075	SLCdtt019	SLCdtt002	LYZdtt328	SLCdtt021	SLCdtt111	SLCdtt074	LYZdtt304	LYZdtt317	LYZdtt305	LYZdtt329	SLCdtt092	SLCdtt020	SLCdtt128	LYZdtt341	SLCdtt051	LYZdtt340	LYZdtt363	LYZdtt365	LYZdtt315	SLCdtt069	SLCdtt129	SLCdtt109	LYZdtt352	LYZdtt353	LYZdtt316	SLCdtt093	SLCdtt001	LYZdtt303	SLCdtt068	LYZdtt339	SLCdtt003	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt164	SLCdtt145	SLCdtt146	SLCdtt165	SLCdtt147
Vil1.03B.DTT33	0.0	0.7992910869292217	1.0657987321487492	0.3102280827028035	1.3224505159327065	2.108427985905121	2.261056775428114	1.8619225163037525	1.9931914670850766	0.5947977718984306	2.673751497574484	2.0048999833300654	0.5706495580071855	1.7590414279427304	1.3778681518877245	2.3560963137813533	1.3295115085953675	1.7115950051085609	1.7166235081289174	1.222932563933327	2.3755649554434437	1.0536212992371297	0.4936928898041821	1.2180157655290245	0.2848230059994859	2.1015611743367257	0.9944826104289868	0.917024312424833	0.6353799018991392	1.5652782659388016	1.7433431481982267	0.654506517041812	2.408904269335512	1.2236692621383918	0.6942023984212232	2.1022756536509988	1.2625061941554754	0.7913594727517326	1.2378520862252602	2.2698111213798198	1.6105332281592917	0.5419492758917163	1.3463833107257175	0.8798760081996518	1.2617237428574657	0.4546019659367037	0.5576972200707648	0.1751279385468138	3.739952857508533	1.3229453046228754	0.7601772065572119	1.2441416001472108	0.9354479075452748	1.2510759813720211	1.1142246782035108	1.3129930927864242	2.3430137442602166	0.9404080779883474	0.3224280631921275	1.336994722748156	0.7557735021260878	1.1278126371906483	1.115795682520153	2.500060776807743	1.0023736285301141	1.5712167226155302	0.863727422862985	0.812211638511615	0.8780231103876256	1.486014318147169	0.8838067323188116	0.6272348792696992	1.5105113171129196	0.36141352437229046	1.316798745173187	0.5652352116152958	1.3182729892536083	2.950652677840151	1.3006737542289892	0.5449793657718974	0.7403715797961453	0.79957950614395	0.648418835214718	0.7635315465589715	2.7252750955975635	1.006696284794388	0.697737597208707	3.0113253039687713	0.9193923971810196	1.036395299420794	1.756353303653735	0.9981316185340982	2.437042942989003	0.528452592520487	2.5078832386719077	4.146324370737603	3.0164727989398576	2.4064087856883596	2.2476215142793974	0.5082864544253455	2.3821315614324723	3.401393364649002	1.4379911180273417	2.301386597080939	2.6288499713790556	3.096432136119204	3.653411854752994	2.849163405079233	3.8232417926048607	2.8652788449159305	2.174411339772197	2.8700329459513063	4.1670400973294885	2.3146237100588487	4.0666185129359045	3.5018314950879845	3.96166740107441	1.3350443094135638	2.008198090700891	1.0538877787367646	0.8279106407161874	2.6085741785929364	3.1982029042900653	2.580337782171942	2.791485211001593	0.42525158543050573	2.8849491411344736	1.9181699128154202	1.4740197891345845	1.1891653280788854	2.9112456555572157	0.2711700045755927	1.395707735930681	2.8953175867965033	1.9379515179065525	1.815982212048326	2.573214167217247	2.083481258439617
Vil1.05B.DTT57	0.7992910869292217	0.0	1.1661893903578167	0.7381165818260792	1.5338020451706296	2.15414985923496	2.2730672074343303	1.8870110685659502	2.0678671490103886	0.7560525234034537	2.6518474218514623	2.1457386407638244	0.8320070906706216	1.8947227583231978	0.8886017424401077	2.401038623035558	1.5825620377531604	1.8473869444649444	1.9281851752032804	1.5321134275853836	2.3654865892436985	1.3740391986575526	1.0771872135243041	1.5568423781518628	0.814734230033895	2.206988625102523	1.4162270335448257	0.9152607149171963	1.0243788145322053	1.6236218398971927	1.9030821787495187	0.8996187684781188	2.391741698897376	0.7093042834227536	1.0132156191241242	2.103950268364457	1.4814991547571825	1.2757925359427342	1.444367221031401	2.3769326590095594	1.7229917370323262	0.8574489647316038	1.3992087194440659	1.285106791205395	1.2342669270165432	1.1604485034491374	0.40579359676471216	0.8912283913122792	3.6348873533816044	1.4534100713248839	1.0800924579856346	0.772547991579714	0.3352123953489433	1.4937704624767851	0.37614335535605053	1.4223553693885111	2.3445437090860253	1.1875321403594208	0.884545237467545	1.469797236042431	0.6210372359116773	1.105423891219944	1.3135638618613699	2.460191321962403	1.5465789738836582	1.7265002585402667	0.9126837749042068	1.4063646994162233	1.440656621505622	1.3645352870439593	1.1909277780328	0.9852161267338821	1.6428996012181207	0.9556388464536539	1.3313990064408272	0.8440109618160127	1.4244520856261322	2.8918364034755126	1.494520613775171	0.4441262564220989	0.3338004242780826	0.0887555015623513	1.2092528637324778	0.4831570970507775	2.718212175253979	1.019900483175354	1.0422871919595573	2.9070720739654177	0.5808873519153246	1.279202232850038	1.8497516660016866	1.3598140137476797	2.4538793330237585	1.0302820751528972	2.7673295581038064	4.117274928547542	2.898374454750577	2.3221154879733503	2.2442955702982306	0.5489076775355566	2.359366912139934	3.525144510520932	1.4569358576650309	2.2038627827025628	2.6115930490077006	3.3265838265618712	3.951531211105586	3.1705712924846714	4.0382374908910945	2.6882534743187945	2.070822429356837	2.808377334761861	4.395531532775561	2.2373948733923554	4.095796479167281	3.5977432397987803	4.1471840247490945	1.6113691145469855	1.9819708487307777	1.33103844023877	1.1093381144674186	2.8238687962255278	3.3944666589811723	2.8727221036550006	2.64914117072342	0.5976237477779403	3.2002953813399864	1.8774575841479126	1.5719505529216005	1.2880987465360758	3.255325967168682	0.7993847104236231	1.732904755668035	2.993991632931534	2.0898171475477367	1.9683681799400445	2.851828759673345	2.347118986571697
Lyz2.07B.DTT281.S123	1.0657987321487492	1.1661893903578167	0.0	0.8070962253788494	0.3738916028287859	1.10273048837365	1.2098373539844731	0.811283272855534	0.9503774974866145	1.2289578814487812	1.6243648047668324	1.1022131140784464	0.5687911815969385	0.8784258842732318	1.036576234592076	1.3165279977607014	0.5807057568539242	0.7600139692926478	1.1387904037684904	0.6689247218107589	1.3137803237142285	0.3481064796602671	0.7506667913090186	0.8233736774961063	0.8511562970792015	1.1436560685251829	1.0500282775326768	0.7929625135248279	0.48486846036288606	0.5630146468800352	0.9244317379669948	0.4285624967063501	1.3714863396099835	1.1231020462097012	0.40956474733223663	1.0574061723186883	0.36243721583567573	0.9215739121322216	0.28948909686195534	1.4618457695341933	0.5760929218699565	0.562330924090367	0.3083910412678632	0.555909076682127	0.34865714521695496	1.3531100714336899	1.3113840286161451	1.0519818654789006	2.6904745817507516	0.3070260149644639	0.3575871801633713	1.0044424643910996	0.9616443995683345	0.40819395208373777	1.2664259157838427	0.32315114161674974	1.293052080697165	0.2168305722538107	0.7956855774968441	0.48653572958693825	1.3753608226571994	0.5614427031323225	0.1947761347801332	1.438164238250822	1.8053115980379373	0.6342029465046357	0.6322444813268527	1.319288130775043	1.8229984134001187	2.406935159939263	0.29961561478661114	1.6623816035971313	0.5072378352058267	1.4264704382779385	0.2827991203755537	0.9788151721058767	0.27019066892615545	1.8867394513353202	0.42632291104688663	1.33175342667049	1.3691540255752799	1.2424202357099254	1.3771456621688258	0.9822372404818712	1.6718524535734047	1.9311556066914772	0.43967504734436064	1.9589156157363476	1.1556289432443545	0.46360563186173315	0.723124803804571	0.6926685654730995	1.3836091926096117	0.753099315512589	2.2291964864823544	3.1611877982527927	2.0088078375429133	1.4277082495008728	1.2890863831372144	0.6981101119130891	1.3356853318993431	2.848279910531246	0.3806055077352548	1.2932639358081295	1.5839397235292032	2.814323478637068	3.6961332200945165	2.9604128031304158	3.662764347110442	1.9835540168683237	1.1713308971605247	1.8049321406953192	3.998949883430121	1.2576635802584417	3.200805453314365	2.7494375526708255	3.528606982948125	1.88202907293026	0.9614176957847655	0.6766687874904689	0.3689058483597899	2.09796880233567	2.7179728000131833	2.2203648583385553	1.9716584342411312	0.9874526002006602	3.057282010365038	0.8580298815750514	1.2930902459301938	0.13516528110648668	3.3560752840782357	0.8701677720876206	1.7583414623890192	1.9504760855358265	1.1953294244436803	0.9252883969274077	2.254489867381078	1.7744190462618972
Vil1.010B.DTT117	0.3102280827028035	0.7381165818260792	0.8070962253788494	0.0	1.0862446603857103	1.89046404566556	1.9877177947448383	1.6169341960047277	1.7350015028793777	0.5289480086287451	2.3944503254510594	1.8258141719499505	0.26833935347801186	1.5832923919774622	1.2386281600254583	2.116394551929483	1.1688218235025578	1.5089435323790006	1.6312873933076955	1.1068332477067833	2.11399828667711	0.8317230536464644	0.4490165286409924	1.1487980403063016	0.09073685109229325	1.903152661932263	1.0401781703311097	0.6289389961409624	0.4489262250772838	1.279904355183237	1.5867550826223569	0.3811855649575853	2.1239842429718876	1.137594988774858	0.4924975170368153	1.8623763250107905	1.050338834996989	0.827010443202746	0.9982795177239702	2.129091973083657	1.3589908986546348	0.381587212834251	1.0686742274704968	0.7631869033742009	0.9645022406355007	0.7324172842816988	0.6322434205596359	0.4028125716033139	3.452130128544104	1.057653676252512	0.539900639860685	1.1236048776094707	0.760017643444099	1.0538326113772527	1.043315693357026	1.0879979698681292	2.066919188246707	0.6937447725402495	0.1533711500949759	1.1528841861585224	0.7171944076193022	0.8176449077058634	0.8852540747896768	2.2268144142128072	1.2806370727717111	1.3695939987840269	0.5579884505169054	0.9887845232702147	1.1826633387710401	1.666958296470463	0.662759123825651	0.9098162311502813	1.282000751709755	0.6564056315642455	1.0364058120886488	0.37186976668396915	1.0650105228897777	2.6800715616464004	1.1049934711091227	0.6656697078247856	0.7547483942059738	0.7656625048847258	0.8888715880502517	0.5634665249765483	2.4768181807113354	1.1628411738823354	0.5185312557199238	2.72500597569543	0.7414975668293579	0.8900518908413848	1.5160544921720709	0.9238864122403389	2.1858270050933983	0.5095480294527184	2.533487084094794	3.9453627090810626	2.7163018184356917	2.104187675551863	2.0504500471311045	0.2963327185453445	2.099923473693669	3.3567276726333595	1.1641364421870477	2.002994815615054	2.3895613622337732	3.1301454326603655	3.782848949226857	2.988339641550405	3.8981939673934045	2.555246922507728	1.8754347108199112	2.6038534139683325	4.242764692872768	2.033080181146378	3.918527225020363	3.3930846493651403	3.959180785102333	1.5497778881441444	1.7246827530150723	0.9689274870262368	0.6496016621357729	2.567707170812501	3.1746764588210428	2.583437113458285	2.4830359382089675	0.49379019354077414	3.040345374462384	1.6413653086218987	1.4815546048753883	0.9259747397210236	3.1340652621301333	0.31842975690334263	1.5663698218078608	2.707967810716843	1.8111427560748121	1.6373355197612434	2.5884932414200694	2.090042093084006
Itg.10.DTT455.S49	1.3224505159327065	1.5338020451706296	0.3738916028287859	1.0862446603857103	0.0	0.8777328644953544	0.9867258801953326	0.6138458076870638	0.6885819229098668	1.5188965004265427	1.4063063572384296	0.8550593682746339	0.8543851774695905	0.6768358954118371	1.3431700716112402	1.059277592958779	0.4289561707168128	0.5162801270838676	1.0257659813717535	0.5944087038991475	1.0929736801250411	0.29688506331350023	0.914841355423892	0.7829359656043081	1.107415155451633	0.8902439549516153	1.1232003918255737	1.063789652470376	0.692511106231922	0.44903364134693075	0.7370466232319764	0.7169200183243977	1.1718443221108852	1.452437077594784	0.6404729328865933	0.8545147051640871	0.17080727733978146	1.0251675908861657	0.09135901254944272	1.271071521744142	0.31457145743921583	0.8312235216401349	0.3274184899290109	0.6117441281541619	0.5376906526929839	1.5419970841803408	1.64775902320945	1.284660813201819	2.492981904307868	0.1961792890665974	0.5631074694757535	1.3255209172276083	1.3346022984917798	0.235333179958092	1.633678441630424	0.27283996438603103	1.0743653725647218	0.3928963960258334	1.031818903176387	0.4373598876740672	1.699955133052558	0.7910664175192212	0.2370814587756376	1.235102541132518	1.9678191394625282	0.4009973522159565	0.9090892466272502	1.4337802897849032	2.01473885990949	2.734385471993934	0.4391849136762508	1.9340161269589904	0.2631792799241994	1.6750143163951887	0.388311712124601	1.2416738352424759	0.19672197894073154	1.6742360381430064	0.29260552411712365	1.6631295322697153	1.721134307949128	1.607731536743945	1.559387313435469	1.327242265300084	1.4335426743379467	2.242871794201772	0.6473085053922615	1.7807764843000236	1.4928039550255918	0.5380719633221188	0.46624678429155497	0.7305798500811822	1.1399380073314445	0.9379630332714388	2.1343277015215216	2.9298680895912135	1.8597821866171296	1.307531370704616	1.1156968824428726	1.0386241352733316	1.1370316606272017	2.6996755865889344	0.3649458899191833	1.1791538189662116	1.3598418357327535	2.711284414455477	3.64927537631967	2.943211104007568	3.587477572772348	1.9239603620652819	1.0788415989274573	1.596110545244629	3.9097958984233383	1.1017790024348315	2.9806927599283526	2.543398702661835	3.3788175805228455	2.055390864728731	0.8052178755075904	0.7391937472457295	0.5562271770137768	1.941370547492059	2.56286348016723	2.0779125169370176	1.9189052550354537	1.2898256917907152	3.0586219396959065	0.7225396889898074	1.3875001411543977	0.2800974133928583	3.4185750658082745	1.1259038150866614	1.8727622970800488	1.679333904727675	1.0288439829839326	0.6918640226539023	2.1338037039015445	1.6911711265911806
Lyz2.02B.DTT221.S61	2.108427985905121	2.15414985923496	1.10273048837365	1.89046404566556	0.8777328644953544	0.0	0.6756316098061674	0.35706599048698373	0.5058038276017035	2.33136664914765	0.9736169155455224	0.34656917544925436	1.667165003874853	0.4612452230459388	1.593715450791602	0.35822145082878465	0.8553349614708973	0.42308958249620954	0.963159199183167	1.0409121144989668	0.5427282847718709	1.1596830891801801	1.6926225177406733	1.1789507142370717	1.928124995770278	0.1951074465092363	1.6115365724391966	1.8330458713817608	1.4874895208301568	0.9160132554278796	0.5650853627869997	1.5187804229933122	0.9072153191296899	1.7981549071440583	1.4198737344677586	0.21247058931740928	0.8757848213395181	1.6284273661850315	0.9450047303373393	0.6788491247672627	0.6357782175082858	1.5712948164143594	0.9457539935951201	1.3096078768034936	1.1582218941754534	2.2827877665462832	2.363583787101844	2.046446291145914	1.9412902101843776	0.9279807241166367	1.373379841382551	1.6463143678395036	1.9207294596988331	0.8909661189705183	2.1151716600240595	0.8025163449482055	0.7430258535468298	1.226820457782522	1.8555987738452837	0.7922433680016329	2.4650617186364743	1.4999513930260298	1.018070620722227	0.7485251133757936	2.596896632451047	0.5577325292050549	1.6894159832694466	2.0469389713122164	2.71341937041708	3.4564317620306886	1.2646718295840271	2.675141673751065	0.6268349270012163	2.455089520486529	0.981524308474287	2.0751163478116155	0.859334326413807	1.055264380914206	0.8204766326441703	2.3602920009446833	2.415249418632469	2.2390713850134802	2.212095871635242	2.045248628457985	0.697700428063527	3.012865791132261	1.4160001754645242	1.2829048552088087	2.202769749725486	1.1135676170331414	0.4439578323424098	1.280008322323025	0.4928166390423939	1.6579208688189397	1.9490232302780868	2.0634316437653943	1.5481893314756285	1.2376765462735524	0.31427929360855594	1.7615403191603924	0.8347638511098808	2.1466959005975434	0.8510854978278152	1.0678015853091987	0.5590760193161617	2.4226527935198736	3.5512326611320764	2.9676655986849685	3.313281177220852	1.8902971947181004	1.035943951722974	0.9440574583987575	3.611946889571027	0.762088831079673	2.1538203200128683	1.822384244344204	2.892308413149892	2.499016511975338	0.7385791297910036	1.2180495564269502	1.2838170482577915	1.5618099704683057	2.1086188365655314	1.8416844422903789	1.997736541363369	1.954845497116242	3.1153885149409004	0.6446758960653549	1.5368217530520965	1.0043375033584807	3.651721431205465	1.8698891424164408	2.250076646457167	0.8737310184196835	0.7016207532972275	0.42159211558747356	1.9183800949593193	1.5954792911361413
Itg.10.DTT456.S50	2.261056775428114	2.2730672074343303	1.2098373539844731	1.9877177947448383	0.9867258801953326	0.6756316098061674	0.0	0.5458845939293954	0.32258449946689316	2.3243095669533513	0.42159891016528744	0.9639518104771507	1.7258532131826163	1.021858866724411	1.8481497965315292	0.4559036474021421	1.2285649608263085	0.8586097972454642	1.564527083171119	1.440416247070531	0.2517848605639839	1.2683447961678034	1.8954118653366414	1.619445548339167	2.020521763559793	0.816945333288614	2.0313507949073917	1.7223052440144873	1.6539268989004647	0.724187301502723	1.1413975745910143	1.6115777913662968	0.2411326065476372	2.0653969963588605	1.5913942035632371	0.5007783435550982	1.0935773477642032	1.9787291048565128	1.0540489011693712	1.3449037102976467	0.6819543611718996	1.7655153261888055	0.9232167274255031	1.5836057999668811	1.0782740926846741	2.522505179593723	2.4843193110880013	2.2457328323677532	1.5063823350650816	0.9396993603247564	1.5169965698095242	1.9073358395308362	1.985896306555357	1.1454299974732967	2.2794633894122485	1.0368744662904958	0.09077296005357434	1.3281218252699556	1.9637085482666	1.163968466911509	2.465215729300317	1.3583732101426889	1.1791910405536168	0.27629227429315306	2.9411973006654897	0.9308122255081868	1.6169108683432283	2.399920805176622	2.995150978499258	3.570622157882161	1.4048437874637458	2.869739110953626	0.8500747297061563	2.6212106709450955	0.969588780745532	2.054622322369657	0.9586561049361246	0.7152805021284655	1.1212272062064863	2.5192496323601095	2.5026641763274546	2.3565821657954626	2.5299695323471956	2.038323303844409	0.6220428766983316	3.08688052888581	1.6083159109374818	0.8026872651867639	2.1501706881855616	1.4408308382008483	0.6100962206422196	1.648101566929848	0.3739871873034763	1.9102070655114727	2.603150887426614	2.2623442924296002	0.9440263258484797	0.596767775668769	0.9380137370097583	1.8861023179769867	0.18256285352026486	2.786327280087807	0.8415254118741906	0.46954582927645216	0.6590963994205766	3.086745876432015	4.2033696441513495	3.596523963259214	3.981758817352466	1.2557723554192561	0.49023933657963364	0.6643790631184033	4.276158122733534	0.254284286905573	2.5633293997604105	2.3723956577418592	3.529471408173053	2.951281526905972	0.3092306565598522	1.615148910775449	1.5092089472751151	2.218002884274195	2.7569372598609228	2.4841078796754834	1.3536725180363767	2.188120273937103	3.7391896413495895	0.4024198598594403	2.0850594326463754	1.0783858353631963	4.2253924332065935	2.0731980777417345	2.7423528346697403	1.2555315274824204	1.3488181934978911	0.981500527422525	2.5678465849077554	2.2316763406533098
Lyz2.06B.DTT269.S111	1.8619225163037525	1.8870110685659502	0.811283272855534	1.6169341960047277	0.6138458076870638	0.35706599048698373	0.5458845939293954	0.0	0.3036300058579343	2.0248699699697537	0.938889963635736	0.5698503302721677	1.3761424625838472	0.5268290168163744	1.411774982602845	0.5161784182655379	0.7402630155987897	0.366550226287522	1.0617089213663362	0.9463482211203879	0.5442126272708738	0.9061457199100762	1.476760910855294	1.1163751416792271	1.6566691649400929	0.48678785760292476	1.525048401030597	1.4953127561452404	1.2439442977590374	0.5683282248575373	0.6481875501714215	1.2374342673651522	0.771010201163737	1.612160758987829	1.1735399790881746	0.2509927279614666	0.6535346579355731	1.4946879220464226	0.6733834114687184	0.9717051675029916	0.3294114784350088	1.3329281834227047	0.6083773983072698	1.1308060355329737	0.8132405162928685	2.0884428084025597	2.096803941113984	1.8227017329236603	1.9877133184938907	0.6111961052980475	1.1174182447517	1.457275372916685	1.6342874622566532	0.6940831883197218	1.8768956283446807	0.5588156633410436	0.6316284587973435	0.9508870857207523	1.5922672724146472	0.6414380033894632	2.1582848299036343	1.1526849031579305	0.7591969328248577	0.7151283946735056	2.4629123484768747	0.43242226395245426	1.358425560226819	1.922580423638477	2.542027829079838	3.1938190722033464	1.0097929730138624	2.44776979835648	0.3858496651225546	2.2184653437958683	0.6446027513994754	1.7661506231765032	0.5586357491945638	1.1281466673210803	0.6367793086716403	2.109128943045617	2.136485314766475	1.9718244550033683	2.0555582823753875	1.7323013772243827	0.8662221219000837	2.734484347576576	1.1810492937139088	1.2746791171436413	1.8798184149747057	0.9463544554885033	0.17675549984880645	1.1554461388074295	0.5883354231087674	1.459560407591326	2.144507683969041	2.374992914956097	1.450245170546637	1.019933811566995	0.6198388370599424	1.489701807731564	0.7065535154161909	2.4561266190438773	0.508549012884877	0.8459332033307727	0.7733203245532246	2.659440183043873	3.7337049932019597	3.0990336271110697	3.5485835899913325	1.6760396172941432	0.7802219211374831	1.032648614766181	3.8597443625027634	0.6184727650347348	2.5055350062447586	2.1724742699123643	3.1950288820229757	2.423800294186671	0.4637552429671537	1.102472753360439	1.0606250472895908	1.82024560886613	2.3975714436528803	2.0621966590814447	1.754345354200757	1.7350040424145987	3.2334695800061493	0.33917220716109536	1.5397681610563732	0.6987235985562469	3.7024241940226985	1.641823514098436	2.212725911687015	1.2156036740929785	0.8852903433645247	0.5169957078847636	2.1292430855777216	1.7472730844460704
Lyz2.03B.DTT232.S72	1.9931914670850766	2.0678671490103886	0.9503774974866145	1.7350015028793777	0.6885819229098668	0.5058038276017035	0.32258449946689316	0.3036300058579343	0.0	2.112777983982115	0.7336799867550593	0.7240548635076525	1.4815202899623592	0.7419441313634505	1.671470547658201	0.45282574820016397	0.9109235329611506	0.5594285577635641	1.2795434711225133	1.1226136628459173	0.42281398934818804	0.9782290218414206	1.6022285539630345	1.30253353187837	1.7644166252927305	0.6133343783172037	1.7166252051292203	1.5486436765314873	1.3711840771122537	0.5377909648612837	0.8593060789612078	1.3557163929987397	0.547824427197717	1.8660989360279767	1.3105617803890786	0.3761230996021987	0.7853799432612403	1.6664385669613322	0.763183317963967	1.153493485672437	0.3856223665680907	1.489289879882305	0.6920424586751442	1.2740922872529028	0.891948147079312	2.2281597753567217	2.254363891562498	1.9644114538555695	1.8163669100936326	0.67812920571966	1.2373464520914632	1.7123938039848305	1.805029236151423	0.8325716028048793	2.092630043216129	0.7470626868311447	0.4122961884047845	1.0540092890791508	1.6993069248018495	0.8654434315465251	2.267701568322547	1.19519667844118	0.8899640177643253	0.5627345243279308	2.6327903410521416	0.620156012778112	1.4238804218790573	2.086078815435194	2.696546079465022	3.348272107516482	1.1198809433287518	2.6018807842508678	0.5425477214279931	2.350972223413058	0.7493071594000807	1.8374127938421707	0.6847508182728441	0.9903922123538955	0.8112302325802855	2.2793272458034974	2.2926183826491866	2.1502191160529183	2.2271647496116582	1.8507969640195439	0.7806298689150581	2.863335547624864	1.3217328744617782	1.1182040822050572	1.9838794954439853	1.1364055244786766	0.302908305651608	1.333831774834677	0.4825027583169586	1.613849783194794	2.346292521327521	2.3745685987171843	1.2605451988521954	0.8325142158644414	0.8114656893549547	1.6447830501597795	0.49878997178214757	2.6304297734898836	0.6149264445226612	0.6916772186693716	0.7531853361248849	2.855939106008824	3.9382642580032945	3.3106360339342342	3.753890503554517	1.5049859543137947	0.6532394594244851	0.9188341709744404	4.055183649902418	0.5003030741214848	2.572910151927583	2.2885292398216746	3.3598097687433617	2.6495690617372754	0.3329104304335643	1.3067576967491434	1.2174929659089049	1.9981116041452558	2.567260649020383	2.235978207413463	1.5696118180871914	1.9223120242909106	3.4498929565032515	0.32507763232501896	1.805276503847807	0.8196113637698421	3.918695367713382	1.7952712480887036	2.434252347801524	1.230275622274869	1.0957803337030216	0.7031757313325613	2.3160579065682847	1.9570168025169197
Vil1.09B.DTT105	0.5947977718984306	0.7560525234034537	1.2289578814487812	0.5289480086287451	1.5188965004265427	2.33136664914765	2.3243095669533513	2.0248699699697537	2.112777983982115	0.0	2.704801286702138	2.307968630208915	0.6773712975140904	2.0706578614512905	1.5186073818808292	2.523072241190259	1.6728735724497665	1.9753113222069414	2.154829704295773	1.6291052741645313	2.4787574431821917	1.2796559475758829	0.9539891828325544	1.6776045614464687	0.526340998067069	2.366854574151108	1.545025570563712	0.6479859452858715	0.9614314579294411	1.602693195525906	2.086632407356358	0.8326665174526774	2.420176731387674	1.3933535856835715	0.9988042509167008	2.271889870348983	1.5179536729447776	1.3335804625742356	1.4325921712946523	2.630347575033439	1.7623944001911955	0.901195768977419	1.432322029759734	1.2851916529401624	1.2645711492218088	1.003407326181336	0.5436824016006243	0.7683235130493118	3.7200092189768394	1.4475130788762873	1.0264864798290305	1.4089451166608848	0.832118860141635	1.5345559997670706	1.1265290742432816	1.5415793462580427	2.3937899560029927	1.1387378989687935	0.6273970635511368	1.6402120961199071	0.29053762262769284	0.9943745474359248	1.3421211455104618	2.560320557205411	1.537103564250997	1.8400444313913868	0.7127482458021365	1.405223944544496	1.3395707986090526	1.355346171158486	1.1361109754212577	0.8932747412543494	1.7249903506508968	0.7119181907622586	1.3933449938515032	0.2996714187291521	1.480787135840336	3.0130557202251715	1.58772318912346	0.6610976710880023	0.577384714354632	0.7387792295056116	1.230111630653461	0.47430019542243557	2.862386111332677	0.8117303773010149	1.0336083959227018	3.0077846920250035	0.5004998364454886	1.405257816001334	1.9348601648449573	1.45279607308234	2.570719805949272	1.025719660668593	3.0483571400262535	4.386069343735477	2.9332246608841896	2.3182700463246144	2.505395545695254	0.6708351559808875	2.4077472004724174	3.875852202941379	1.5311351853124087	2.2469803935453214	2.791493754961128	3.64107439473886	4.239855237920647	3.436768433429674	4.387245918245792	2.6559512985631746	2.1198013430983473	2.948808494764095	4.73407709362245	2.345298790378076	4.405832892871957	3.9034634723262953	4.47975731749931	1.877942082535048	2.0400891746908365	1.4945799753547402	1.1596255042067167	3.0941210941516366	3.6989852742763807	3.107554280400048	2.5472119599353675	0.8428636199650326	3.471440148070118	1.9793307872811736	1.963332958582154	1.3322405791889111	3.4760394597567954	0.7828370897666717	1.973423570158194	3.174327135494313	2.3219481167010003	2.122391874075434	3.1086408161945682	2.609561130133227
