"","X","chao1","observed_otus","pielou_e","shannon","SampleID"
"1","Itg-02-DTT407-S99",481.661290322581,405,0.702758984740787,6.08714238204023,"Itg.02.DTT407.S99"
"2","Itg-02-DTT408-S100",429.5,374,0.725411325826032,6.20001404184226,"Itg.02.DTT408.S100"
"3","Itg-02-DTT409-S1",381.714285714286,322,0.615067681206124,5.12407772654292,"Itg.02.DTT409.S1"
"4","Itg-02-DTT410-S2",162.882352941176,117,0.478446939850364,3.28710497574058,"Itg.02.DTT410.S2"
"5","Itg-02-DTT411-S3",109.647058823529,92,0.411092691292077,2.68178864132608,"Itg.02.DTT411.S3"
"6","Itg-02-DTT412-S4",180.166666666667,130,0.455145581766979,3.19619968364255,"Itg.02.DTT412.S4"
"7","Itg-02-FP407-S7",306.441176470588,276,0.646836296600701,5.2448879305186,"Itg.02.FP407.S7"
"8","Itg-02-FP408-S8",319.788461538462,299,0.664064750862688,5.4612696228707,"Itg.02.FP408.S8"
"9","Itg-02-FP409-S9",360.263157894737,324,0.707556992599074,5.90091918676842,"Itg.02.FP409.S9"
"10","Itg-02-FP410-S10",125.833333333333,100,0.380588895735765,2.52857789069359,"Itg.02.FP410.S10"
"11","Itg-02-FP411-S11",225.083333333333,123,0.436207911075855,3.02837974998785,"Itg.02.FP411.S11"
"12","Itg-02-FP412-S12",166.3,133,0.53878373221427,3.80127140242511,"Itg.02.FP412.S12"
"13","Itg-04-DTT419-S11",626.932203389831,487,0.708835968437399,6.32833013774671,"Itg.04.DTT419.S11"
"14","Itg-04-DTT420-S12",333.066666666667,313,0.659945226821928,5.470958368297,"Itg.04.DTT420.S12"
"15","Itg-04-DTT421-S13",396.153846153846,311,0.515588806737356,4.26947272023721,"Itg.04.DTT421.S13"
"16","Itg-04-DTT422-S14",301.129032258065,214,0.314482916540416,2.43455911618478,"Itg.04.DTT422.S14"
"17","Itg-04-DTT423-S15",342.692307692308,240,0.370121041772676,2.9265065844292,"Itg.04.DTT423.S15"
"18","Itg-04-DTT424-S16",303.105263157895,197,0.376465611059864,2.8694403957416,"Itg.04.DTT424.S16"
"19","Itg-04-FP419-S19",405.48717948718,366,0.75568489304554,6.4351857215016,"Itg.04.FP419.S19"
"20","Itg-04-FP420-S20",348.6875,308,0.564829177964711,4.66932224619044,"Itg.04.FP420.S20"
"21","Itg-04-FP421-S21",381.923076923077,335,0.699384916015408,5.86645276464689,"Itg.04.FP421.S21"
"22","Itg-04-FP422-S22",73.375,52,0.207377833018231,1.18214483599915,"Itg.04.FP422.S22"
"23","Itg-04-FP423-S23",115.166666666667,61,0.283390616394634,1.68071530976662,"Itg.04.FP423.S23"
"24","Itg-04-FP424-S24",296,215,0.362736694466986,2.81055386235282,"Itg.04.FP424.S24"
"25","Itg-06-DTT431-S24",251.363636363636,208,0.416465461720353,3.20696718266537,"Itg.06.DTT431.S24"
"26","Itg-06-DTT432-S25",327.416666666667,292,0.668939397142091,5.47849630311669,"Itg.06.DTT432.S25"
"27","Itg-06-DTT433-S26",306.088235294118,243,0.446968603693524,3.54214237926965,"Itg.06.DTT433.S26"
"28","Itg-06-DTT434-S27",218.757575757576,186,0.440441128058608,3.32055561137742,"Itg.06.DTT434.S27"
"29","Itg-06-DTT435-S28",258.4,208,0.374315883978676,2.88239690012049,"Itg.06.DTT435.S28"
"30","Itg-06-DTT436-S29",216.5,215,0.515122771063171,3.99127057141237,"Itg.06.DTT436.S29"
"31","Itg-06-FP431-S32",329.837837837838,282,0.633677502462172,5.15785057215066,"Itg.06.FP431.S32"
"32","Itg-06-FP432-S33",299.527777777778,252,0.558777639738325,4.45752564718521,"Itg.06.FP432.S33"
"33","Itg-06-FP433-S34",371.37037037037,287,0.632301476168545,5.16268270251581,"Itg.06.FP433.S34"
"34","Itg-06-FP434-S35",176,133,0.362333198623337,2.55636305204619,"Itg.06.FP434.S35"
"35","Itg-06-FP435-S36",184.2,124,0.516058274166712,3.58877054615477,"Itg.06.FP435.S36"
"36","Itg-06-FP436-S37",115.2,105,0.559087385651153,3.75384997309192,"Itg.06.FP436.S37"
"37","Itg-08-DTT443-S36",603.825581395349,518,0.627937365304629,5.66199083962683,"Itg.08.DTT443.S36"
"38","Itg-08-DTT444-S37",349,315,0.721249727188648,5.98580151914367,"Itg.08.DTT444.S37"
"39","Itg-08-DTT445-S38",352.65,294,0.557288861221384,4.56958606344233,"Itg.08.DTT445.S38"
"40","Itg-08-DTT446-S39",209.04347826087,160,0.503984649661344,3.69013936574736,"Itg.08.DTT446.S39"
"41","Itg-08-DTT447-S40",355.153846153846,270,0.555801015164854,4.48910230814018,"Itg.08.DTT447.S40"
"42","Itg-08-FP443-S44",341.451612903226,259,0.617709033495751,4.95205489910759,"Itg.08.FP443.S44"
"43","Itg-08-FP444-S45",320.695652173913,286,0.639463527177089,5.21794010632754,"Itg.08.FP444.S45"
"44","Itg-08-FP445-S46",363.833333333333,313,0.696246713722373,5.77189837887337,"Itg.08.FP445.S46"
"45","Itg-08-FP446-S47",156,121,0.436431543653164,3.01961016296888,"Itg.08.FP446.S47"
"46","Itg-08-FP447-S48",138.555555555556,111,0.407854409605838,2.77113247178676,"Itg.08.FP447.S48"
"47","Itg-08-FP448-S49",202.833333333333,124,0.539901591630301,3.75458165648744,"Itg.08.FP448.S49"
"48","Itg-10-DTT455-S49",392.222222222222,346,0.668280973607064,5.63670156397869,"Itg.10.DTT455.S49"
"49","Itg-10-DTT456-S50",350.153846153846,320,0.722338023403852,6.01124509096992,"Itg.10.DTT456.S50"
"50","Itg-10-DTT457-S51",329.636363636364,276,0.593155511501833,4.80961597168538,"Itg.10.DTT457.S51"
"51","Itg-10-DTT458-S52",149.115384615385,116,0.44116847240618,3.02552499941104,"Itg.10.DTT458.S52"
"52","Itg-10-DTT459-S53",177.785714285714,144,0.413682500240431,2.96607250113303,"Itg.10.DTT459.S53"
"53","Itg-10-FP455-S57",330.382978723404,279,0.591836633601166,4.80815260816048,"Itg.10.FP455.S57"
"54","Itg-10-FP456-S58",359.418604651163,308,0.648626730150083,5.36205872273965,"Itg.10.FP456.S58"
"55","Itg-10-FP457-S59",397.521739130435,348,0.726723265903994,6.13568347114607,"Itg.10.FP457.S59"
"56","Itg-10-FP458-S60",95.75,72,0.43584709245527,2.68914387254571,"Itg.10.FP458.S60"
"57","Itg-10-FP459-S61",164.076923076923,110,0.452078319094537,3.06570570046564,"Itg.10.FP459.S61"
"58","Itg-10-FP460-S62",160.714285714286,134,0.522928916771382,3.69506236617605,"Itg.10.FP460.S62"
"59","Itg-12-DTT467-S61",395.078947368421,324,0.645356256351001,5.38217437639051,"Itg.12.DTT467.S61"
"60","Itg-12-DTT468-S62",387.325,346,0.736274800396602,6.21020421472278,"Itg.12.DTT468.S62"
"61","Itg-12-DTT469-S63",362.777777777778,341,0.705465872479024,5.93552736766293,"Itg.12.DTT469.S63"
"62","Itg-12-DTT470-S64",225.9,186,0.474817410208926,3.57972386184412,"Itg.12.DTT470.S64"
"63","Itg-12-DTT471-S65",203.90625,177,0.534531549742499,3.99167076755155,"Itg.12.DTT471.S65"
"64","Itg-12-FP467-S69",399.756756756757,340,0.688020974701337,5.78583734852605,"Itg.12.FP467.S69"
"65","Itg-12-FP468-S70",391.058823529412,349,0.707972443759905,5.98030215430295,"Itg.12.FP468.S70"
"66","Itg-12-FP469-S71",416.139534883721,337,0.67763398132373,5.68982472747413,"Itg.12.FP469.S71"
"67","Itg-12-FP470-S72",141.071428571429,110,0.395173080171192,2.67981080574237,"Itg.12.FP470.S72"
"68","Itg-12-FP471-S73",171.176470588235,132,0.423524625226765,2.98347437935092,"Itg.12.FP471.S73"
"69","Itg-12-FP472-S74",286.625,186,0.486156622892992,3.66521198706223,"Itg.12.FP472.S74"
"70","Itg-16-DTT479-S73",354.326086956522,273,0.438441519522741,3.54820073799341,"Itg.16.DTT479.S73"
"71","Itg-16-DTT480-S75",402.386363636364,341,0.663994840851309,5.58660553771454,"Itg.16.DTT480.S75"
"72","Itg-16-DTT481-S76",338.775,296,0.602614667746024,4.94713701230497,"Itg.16.DTT481.S76"
"73","Itg-16-DTT482-S77",194.676470588235,174,0.500495792393898,3.72516190269782,"Itg.16.DTT482.S77"
"74","Itg-16-DTT484-S79",249.033333333333,192,0.538522482847333,4.08467283819227,"Itg.16.DTT484.S79"
"75","Itg-16-FP479-S81",310.45652173913,268,0.507279204642575,4.09175930911149,"Itg.16.FP479.S81"
"76","Itg-16-FP480-S83",340.772727272727,289,0.554005746404199,4.52895580453264,"Itg.16.FP480.S83"
"77","Itg-16-FP481-S84",351.193548387097,296,0.596026192459343,4.89304923168836,"Itg.16.FP481.S84"
"78","Itg-16-FP482-S85",175.272727272727,145,0.411568477083846,2.95502424977791,"Itg.16.FP482.S85"
"79","Itg-16-FP483-S86",157.206896551724,139,0.468620586100108,3.33608233791182,"Itg.16.FP483.S86"
"80","Itg-16-FP484-S87",311.142857142857,209,0.50036978434701,3.85652962680427,"Itg.16.FP484.S87"
"81","Itg-18-DTT491-S86",384.960784313725,323,0.522994044600188,4.35935951492277,"Itg.18.DTT491.S86"
"82","Itg-18-DTT492-S87",354.459459459459,305,0.701388730880421,5.788326534047,"Itg.18.DTT492.S87"
"83","Itg-18-DTT493-S88",327.1,272,0.548308346791869,4.43442338022665,"Itg.18.DTT493.S88"
