	Itg.18.DTT496.S91	Lyz2.05B.DTT260.S101	Vil1.13B.FP153	Itg.20.FP508.S11	Vil1.06B.DTT72	Lyz2.06B.DTT272.S114	Itg.20.DTT508.S3	Lyz2.03B.DTT236.S76	Itg.16.FP484.S87	Vil1.05B.FP60	Lyz2.01B.FP212.S60	Lyz2.02B.DTT224.S64	Vil1.09B.FP105	Vil1.02B.DTT24	Vil1.04B.FP48	Lyz2.07B.DTT284.S126	Vil1.03B.FP36	Itg.02.FP412.S12	Lyz2.02B.FP224.S72	Itg.02.DTT412.S4	Itg.26.FP544.S48	Itg.10.FP460.S62	Itg.04.DTT424.S16	Itg.18.FP496.S99	Vil1.08B.DTT96	Vil1.010B.DTT120	Itg.06.FP436.S37	Vil1.01B.FP12	Vil1.10B.FP117	Vil1.05B.DTT60	Lyz2.04B.DTT248.S89	Vil1.01B.DTT12	Vil1.013B.DTT156	Vil1.07B.DTT84	Vil1.06B.FP72	Vil1.02B.FP24	Itg.26.DTT544.S40	Lyz2.05B.FP260.S57	Itg.12.FP472.S74	Vil1.14B.FP165	Itg.16.DTT484.S79	Vil1.07B.FP84	Vil1.04B.DTT48	Itg.08.FP448.S49	Itg.04.FP424.S24	Itg.06.DTT436.S29	Lyz2.08B.DTT296.S139	Itg.22.DTT520.S15	Lyz2.01B.DTT212.S52	Lyz2.07B.FP284.S82	Lyz2.08B.FP296.S95	Lyz2.03B.FP236.S84	Vil1.014B.DTT168	Vil1.09B.DTT108	Itg.22.FP520.S23	Vil1.08B.FP93	Lyz2.06B.FP272.S70	SLCFP072	LYZFP308	LYZdtt308	SLCFP078	SLCFP024	SLCdtt114	LYZFP320	LYZdtt356	LYZdtt368	LYZFP356	SLCdtt024	LYZFP332	LYZdtt344	SLCdtt096	LYZdtt332	LYZdtt320	SLCdtt078	SLCFP054	SLCFP114	SLCFP006	SLCdtt054	SLCdtt006	SLCdtt132	SLCFP132	LYZFP344	SLCFP096	SLCdtt150	SLCdtt168	SLCFP150
Itg.18.DTT496.S91	0.0	0.5940291111962062	3.022511008174562	2.955829943946208	1.2230833128772987	1.2767520617334212	1.266731077522892	1.1293443191572008	2.543144350517835	1.6315734521356013	1.2488488403662448	0.6975839646714332	1.8580314106297402	0.8507602233036914	2.580419861542613	0.9151618867980404	1.3800767384904997	2.239123602048817	1.9890916941901424	1.5757990426585133	2.0012501542398176	2.2277835175645055	0.8490247828684787	1.9376830744131908	1.3532794121607026	1.744023847985459	1.892321153837408	2.505022879660643	1.0988007740648602	1.338721681290258	1.0896317259530046	1.5822118596229406	2.466069494269086	1.2539226071372365	2.121283805435993	2.5781897293152953	0.9815635616803717	0.8944397674125026	2.3754504562675236	1.9301297879910453	1.745343100914816	2.25746185637379	1.666821481936643	2.130668346973448	0.6215634657489915	0.5565049390758673	1.7715347393958956	0.6265677610492708	1.0414431007575025	1.8194866643826357	2.3831920716322514	2.1142470224575267	0.939996484526076	1.8251230811230035	1.354206776647533	2.098575970468414	1.8917423045361053	1.2369403809737165	2.0675388333725584	1.3081942759753462	0.8357149329459138	1.1603755525889992	1.0751028484392955	0.41417695156099354	0.6479820843996373	1.4050776886743155	1.194069297787557	1.1045802850279698	1.7138674108908336	1.052183273260452	1.4073269447711385	0.8184072552309871	0.5702851934490627	0.40377190567406573	1.4601369231818906	1.149695864041592	1.5201588859804558	0.8986145793652076	1.0299480553976874	0.8384360391916935	1.3865496600367322	0.7970627461470879	1.5959728433397502	0.5702757142033942	1.5115580278815643	2.510472780938541
Lyz2.05B.DTT260.S101	0.5940291111962062	0.0	2.7285057308462375	2.6577253903502416	1.133801087107838	0.9344847162338064	0.9308999341877771	0.5475714277647558	2.3963504777169073	2.137574948537232	0.7211815209867474	0.8414597154209966	2.277289794864424	0.5129009106657657	2.2475751111311437	0.7484862153719224	1.1690315221104273	1.7917988730886196	1.7009170917039946	0.990301727602477	1.5218626334358667	1.750999459181256	0.7074896696222219	1.370697867943447	1.1629398062681369	1.4743903304356174	1.47039215179771	2.228437067264272	1.4475818628145471	1.2682655311824471	0.8896469152762516	1.030512032909631	2.2416928081852174	1.1860312348170237	2.4971255244402197	2.309798894950352	0.39818681810555434	0.36024784218919004	2.1495288008785627	2.369640618659111	1.3811538039076972	2.6963264231695465	1.2211571949152737	1.576505201027808	0.04705237229136487	0.27067778428360906	1.4016921083174336	1.0090093660650974	0.46120587986953887	1.4358095618594178	2.108949909428475	1.5868619953386318	1.519715556344552	1.4057570994424806	0.9775683957684098	2.6687112563586854	1.62563591287333	0.7552099286883147	2.6527373290175866	1.8349139222549442	0.26468307303546323	0.6647429176874086	0.5393336037092594	0.2570672812872399	0.36935236392630105	1.8185938065589078	1.1094604291194292	0.6549344833698768	1.7712996283085642	1.570230095217146	1.0762978220064676	1.3262197216263398	0.6479470006490688	0.49482623936085646	1.1512884584006309	0.6801492337020997	1.0477648830308033	0.4726754230854523	0.7249797134666706	0.4801273157439585	1.082246070992022	0.9991755114337794	1.2949859504043024	0.562985555258916	2.0493578535962245	3.0920031088264337
Vil1.13B.FP153	3.022511008174562	2.7285057308462375	0.0	4.7762364420997185	2.4614394093469483	1.7982832880298545	3.4200224333214755	2.56065691066282	4.846576035561006	4.590196757164634	2.676701116907217	3.5374699436188166	4.835405806368642	2.2401653804704766	4.371789149818331	3.4327083988463745	3.741966369837049	3.711666732813762	3.9954194231510263	2.6741038726612953	3.461527716648123	3.5883981043280566	2.2151347791741727	2.0869047888048327	1.9751809732192949	1.3835893564088284	3.5818564072096954	4.522103925086904	4.083454007314581	2.5886122764706863	1.9856373557687383	2.06275181377064	0.6997671516585595	2.287481703846284	5.098203370874769	4.58164182475113	2.6227838006998567	2.5386953864796715	4.540000165679521	4.925229099692522	3.6823011672377377	5.232467098054541	3.3120792143730826	3.0846664987427874	2.684345296212207	2.5594679135223597	3.645996295751631	2.828190759108686	2.481310516028618	3.538162126257891	4.329582513170154	3.240553264618507	3.52063534163952	1.5358934118134018	3.402530400275059	4.8452715787145975	4.018522917375896	2.9324398787174006	4.689209630737572	3.5154331572404502	2.531910017845407	2.2425817197579674	2.2912189183470035	2.749334517910983	3.067117339598013	4.426567130922846	3.7787727350515308	2.1367964470067418	1.8204896042509453	3.3295634523055413	1.6675755857010353	3.1136728922166066	2.5627738724322455	2.6408863134601486	3.5418269843635697	2.534753321359691	1.777486118913316	2.361641340115429	2.052505234189852	3.117415706172159	3.4998178507236553	2.5101288663573516	1.709265157976165	3.234301774616589	4.409627955229278	5.163520746659436
Itg.20.FP508.S11	2.955829943946208	2.6577253903502416	4.7762364420997185	0.0	3.0292139652223318	3.327306025355897	1.7408849666473643	2.4232081628595123	0.8212182338523681	3.3660331424064713	2.2316202099888947	2.357652410035508	3.032728942020573	3.073338129629016	0.43734851600958125	2.068459488366648	1.6044583315411722	1.1078665182398602	0.9727819564232801	2.208753612638991	1.3946298570675906	1.2552839282882293	3.340595213123375	2.7199849940169396	3.2903422908101665	3.6520818907598556	1.2676026654993355	0.5580629876221442	2.59002862924047	2.9893860817240765	3.467405631222864	2.765472407303028	4.550228878973224	3.2387303159177785	2.9513714334204604	0.4338121865020892	2.5494936783447435	2.5701774227807057	0.7151380183727939	3.18403195379862	1.2986697980253719	3.3394036294980287	1.534290007627281	1.787788350568573	2.6822924158152066	2.8677881038341178	1.2664825686311814	3.560155308238863	2.556640760071601	1.307412462412742	0.5955178437382234	1.5968719242607292	3.7137850766039886	3.282695120141373	1.7005679130031934	4.091225108872339	1.0737195560342898	2.017930260517343	4.362787590296024	4.161710010957525	2.6496589292524324	2.7233826194888704	2.7368376900122384	2.774777932708339	2.3612417306007547	2.9098068652367712	1.837601473503845	2.897708917773662	4.386645471396132	3.939472232129536	3.373651817376952	3.752873197872628	3.291311836600499	3.1186583871547033	1.5221153733060309	2.4384287971496024	3.115671490572094	2.779475583373231	3.256000716864581	2.2036089799081204	1.59412999986271	3.639618625409487	3.322353421675547	2.6007307120446628	3.599631252990519	4.560961469820761
Vil1.06B.DTT72	1.2230833128772987	1.133801087107838	2.4614394093469483	3.0292139652223318	0.0	1.146461354091574	1.6373595072998757	1.1854288659405905	2.841399525830552	2.4915968306055283	1.121943510728295	1.5060376345590027	2.596625757267634	1.0548110740327878	2.677460072140824	1.5543625174296412	1.8451433129456345	2.256503152455136	2.129858158266376	1.5841972145559156	2.0722745623895396	2.231212341589223	1.1853999828991404	1.582640612810994	0.4979369861090639	1.0993313970379497	1.9907855738255142	2.755492363361555	1.9313116979250406	0.18937867639296724	1.2640736532705064	1.311979233448122	2.1171068462807776	0.23262503281267188	2.828370159418855	2.775115441707739	1.3365225110638208	0.9679578783533055	2.6757258953994985	2.738357515506421	1.9871343404522486	2.9975816311372334	1.6862159121102462	2.0333058411881706	1.1298330805757761	0.9471599187355758	1.9178309990297597	1.491628775274904	1.1305478612907003	1.780524602213642	2.460992889404914	2.0342310728585447	1.86385858779647	1.185994091986964	1.6998556929875102	2.8413397370467743	2.1591251768315467	1.2489469673142743	2.9218680484701705	2.182601704823578	1.0840283569638085	0.9059814266370573	1.0522255149644069	0.9808828666730671	1.2500792300452228	2.3427991572762994	1.7954349401468128	0.8989411852892814	1.7318929259300426	1.951346365178789	1.0534353146289601	1.664317630987121	1.2982527186130166	1.1452438211138378	1.6543796345605226	0.8536691752620417	1.2437683084241349	0.7977539487348585	1.1715665222007552	1.3680367204950723	1.6023404950480804	1.4222826759601648	0.7959474354508234	1.5822190702828343	2.5160708671486076	3.2677264221437174
Lyz2.06B.DTT272.S114	1.2767520617334212	0.9344847162338064	1.7982832880298545	3.327306025355897	1.146461354091574	0.0	1.7284232736833638	0.9116449361863325	3.215984708808921	2.902109340375312	1.1047377411353698	1.7537164717728608	3.1113306143437014	0.4454630869113052	2.904815140929946	1.6622659096262062	2.02605034764523	2.3166364623850773	2.4243625829822713	1.2343341747212098	2.031255428615783	2.226742120191974	0.5251427317664135	1.0858283761543934	0.7734579197296727	0.6649834993216555	2.0762931800817452	2.9668781040709242	2.3196213327324284	1.3288217051433708	0.37291017920864117	0.7518626672763754	1.3200563517903325	1.0439852012714028	3.3592416859924663	3.0412378007433687	0.8984734932945941	0.8124124298478845	2.9342162925593094	3.1990584363066583	2.0891985589194433	3.5205303816479177	1.793614400607825	1.8448292623432632	0.890240373646762	0.7788146006169111	2.080214344159837	1.2662517125304404	0.7870969293059754	2.0374164508772847	2.8108104935615503	1.9418160825567032	1.980472778909082	0.7192196295874833	1.7355154109359583	3.2950835101414255	2.3975210014827217	1.3224411558431117	3.198031826754839	2.1308982284516023	0.7665572089672682	0.6314224480662904	0.5942623614742951	0.9731804064501792	1.286696495219601	2.6693451810581106	2.019377432632524	0.456049651063865	1.1759545747469806	1.8829498375734666	0.22986747445270145	1.6257327446783016	0.8758021470457931	0.9031541723776045	1.9022575653152067	0.958561723734711	0.4164613636856672	0.6448979670118826	0.2881291768254584	1.3566173405987187	1.8457644148451136	1.0090373854259898	0.7040782966048371	1.4407378046212298	2.751169055838202	3.6727852534402157
Itg.20.DTT508.S3	1.266731077522892	0.9308999341877771	3.4200224333214755	1.7408849666473643	1.6373595072998757	1.7284232736833638	0.0	0.8611543464329947	1.5048638414643891	2.2329058943222364	0.7833743268515119	0.8284461136471383	2.1591520865729423	1.3918172631214267	1.3373747971037335	0.42016065366672734	0.3350661749335657	1.0076680306063934	0.7960963169253823	0.9272944092209006	0.8160569294779388	1.027083808468185	1.6305656801824655	1.572334782842245	1.8238615333770247	2.1874062208849616	0.6539282245897844	1.2978754489994166	1.3753143609234302	1.6822052786646458	1.784884316057358	1.403603350502304	3.0359517984618525	1.7956444075852809	2.2687298271767053	1.3805125298007228	0.8928702039003877	0.9377349323434352	1.2254034106638416	2.284345101395124	0.478900723372197	2.57377886156175	0.5339522033932089	1.1403731671473636	0.9590511687635931	1.1638486920407036	0.5238691270385855	1.839543699168484	0.954029332676917	0.6668324466312073	1.206457338567106	1.0401858641300705	2.123451649951342	1.943678383961876	0.1252665310938283	2.9165992325302907	0.7001821913761442	0.537694395165473	3.03365019084827	2.5270168351671236	0.975792141263711	1.20100918272502	1.1497500575648656	1.0673558069879954	0.6363506655353176	1.783748089617354	0.5159284048570867	1.3286069664822724	2.6960217498472145	2.2830651416000025	1.8273467704827364	2.077863074481916	1.5531222756584242	1.3889429670431555	0.3057251348331261	0.9698312560342988	1.6466896207377875	1.1676402368648844	1.5893917723537825	0.46434414620639275	0.25918494681461823	1.9045738998432122	1.9126702342343676	0.9104246861217321	2.2962408466412856	3.380828131213477
Lyz2.03B.DTT236.S76	1.1293443191572008	0.5475714277647558	2.56065691066282	2.4232081628595123	1.1854288659405905	0.9116449361863325	0.8611543464329947	0.0	2.3340134836159345	2.609985416886247	0.28540568995810806	1.2051220996171208	2.679186958827715	0.6988894305174121	1.9979782172761866	0.939460350645901	1.1859489631508624	1.4329352964259396	1.526846855193656	0.4827363947677106	1.1500698014048834	1.3602510786566768	0.9931508401601855	0.8694049759950007	1.1500634572465314	1.3752132254594729	1.1695206898571942	2.0566499108674527	1.8450019257415096	1.301889041018843	1.0658661847296973	0.5885570077863936	2.188949607735386	1.2634593002530858	2.8641632058905864	2.1322880073312422	0.30955798036831905	0.2836782171621179	2.033221538883543	2.7925205206763084	1.179806587309698	3.1064060789517898	0.8939788154557323	1.0854809036955257	0.5278544189621268	0.6704644504450055	1.1717177790600817	1.513502108568629	0.14479437926165084	1.152865895074223	1.914639872930724	1.127237202013282	2.060716658302878	1.118996109386349	0.848397216454309	3.171582189726833	1.5006726187928765	0.445485180284311	3.187910411253802	2.368921526235166	0.3322414392319628	0.39625935592925454	0.32098832649641273	0.7378868635639014	0.6763153819700143	2.253890934024129	1.2596190238843616	0.5232237199844528	2.0077168928869784	2.102870997743985	0.9996860456824923	1.8494919020625953	1.099660156247656	0.9829805128832985	1.025243964614898	0.38825101786109584	0.7856676721061681	0.4811459416076167	0.8475080942230048	0.6257879936939306	0.9770124035873052	1.4304691196381634	1.1492893168744178	1.0009169228640056	2.565213838489645	3.6097192213006815
Itg.16.FP484.S87	2.543144350517835	2.3963504777169073	4.846576035561006	0.8212182338523681	2.841399525830552	3.215984708808921	1.5048638414643891	2.3340134836159345	0.0	2.638032067706683	2.175310493086099	1.8679570278094704	2.2681721505337378	2.878054987070326	0.8469112370319152	1.6888410738524426	1.237416580013045	1.405499947647871	0.8669085125922781	2.2644632551400528	1.5753706001746495	1.5588117457448767	3.1031059372241576	2.8723056357142878	3.1633963787231383	3.6007705602079123	1.3489839221266844	0.59291640805093	1.9360459527894975	2.803842276104728	3.2751301411821054	2.8087186633231154	4.51554256671206	3.050639718404814	2.1591281761561616	0.5373480101656922	2.3960482104775	2.408685893247895	0.41322346695274403	2.410333862850778	1.2159560205160878	2.5478397307344	1.5585050675739562	2.0600398284460915	2.4317794165445816	2.6070108421327194	1.2251266634099165	3.153501347894997	2.441493918376599	1.3443063446718702	0.6687510990095212	1.8667553604567602	3.164126571174036	3.3238536251653366	1.5159441812912406	3.3658749101406547	0.8449276277151104	1.9240253575047848	3.661976353822142	3.6234145729025116	2.4695071302117784	2.642320498118579	2.631268858532274	2.4697762160255836	2.0451560512218094	2.193267797483336	1.3640642458366303	2.7900544469871336	4.145080731438688	3.42874276742769	3.289526369318857	3.279248328220628	2.971673376441711	2.7927595436059103	1.3193435921005137	2.347308943333533	3.1025703180496516	2.616353482419869	3.08455322539505	1.9235261816236418	1.3726147229689776	3.2984059871613716	3.2757781094115357	2.202622002568305	2.9051374290122527	3.8216599036073124
Vil1.05B.FP60	1.6315734521356013	2.137574948537232	4.590196757164634	3.3660331424064713	2.4915968306055283	2.902109340375312	2.2329058943222364	2.609985416886247	2.638032067706683	0.0	2.6366122724846353	1.4509835348842999	0.5333517761498809	2.4821925879848195	3.144185635463441	1.8530110844241774	2.0690296086752693	3.1563226273100615	2.605387772036969	2.9741671580247857	3.033448909393056	3.2199410185347204	2.447864001360751	3.470635457995348	2.8093224332942337	3.2950288380540123	2.819811201349628	2.929177295541445	0.8648761899860032	2.5060630650077145	2.6863586529966272	3.1471737622763745	4.007430820887435	2.5725093771464267	0.8350325388485027	2.9724329858481804	2.4825530859824045	2.4177120598874056	2.7066694078464586	0.4609774803091358	2.5803315395021267	0.7351039616162629	2.720316897484111	3.3619446262273223	2.1786261677741647	2.16815016878706	2.6225774908002046	1.862496306611404	2.570560380992768	2.723670897980401	2.86486510553089	3.2681178713452717	1.2401735435648757	3.406074450349356	2.3485112486432773	0.7645556071504425	2.47341968495598	2.5030727422263186	1.0458476080362193	1.601515807751854	2.393533746432185	2.715430558512673	2.6547454186254473	1.9907739932969792	1.945449860742318	0.5267684353513563	1.7755734706399446	2.6993658536035294	3.0440896058607976	1.5849455435086628	3.0150591606810075	1.6352858182073722	2.118417051284776	2.014545400819547	2.3168618576220004	2.584224578229082	3.138534730860269	2.465381289459779	2.6563765576526532	2.066140544739427	2.267484041725518	2.180320477492886	3.1156950704075483	1.754482188998192	0.4872795035967129	1.2087944372745068
