	chao1
TL1a_DTT_173_Repeat	65.0
TL1a_FP_140	66.0
TL1a_DTT_76_Repeat	82.0
TL1a_FP_207	50.111111111111114
TL1a_FP_65	59.0
TL1a_FP_64	61.6
TL1a_DTT_172_Re_extracted	203.05882352941177
TL1a_FP_209	72.5
TL1a_FP_206	59.2
TL1a_FP_242	51.75
TL1a_FP_77	131.1304347826087
TL1a_FP_245	171.83333333333334
TL1a_FP_76	153.0
TL1a_FP_102	192.6
TL1a_DTT_169_Re_extracted	198.75
TL1a_FP_98	86.14285714285714
TL1a_FP_75	124.2
TL1a_FP_173	206.14285714285714
TL1a_FP_141	67.625
TL1a_FP_174	193.12
TL1a_FP_144	112.1
TL1a_FP_142	205.0
TL1a_FP_62	64.5
TL1a_DTT_245_Repeat	67.0
TL1a_FP_74	143.0909090909091
TL1a_FP_172	156.1578947368421
TL1a_FP_171	75.0
TL1a_FP_66	122.07142857142857
TL1a_FP_143	237.0
TL1a_FP_100	168.0
TL1a_FP_99	63.5
TL1a_FP_246	155.3
TL1a_FP_78	83.14285714285714
TL1a_FP_210	163.1818181818182
TL1a_FP_208	86.2
TL1a_DTT_244_Repeat	102.0
TL1a_FP_101	115.33333333333333
TL1a_FP_244	113.5
TL1a_FP_63	63.5
TL1a_DTT_142_Repeat	45.0
TL1a_FP_243	57.2
TL1a_FP_170	114.5
TL1a_DTT_78	50.5
TL1a_FP_205	54.111111111111114
TL1a_DTT_139	78.2
TL1a_DTT_171	67.25
TL1a_FP_73	74.1
TL1a_DTT_209	51.0
TL1a_DTT_74	77.0
TL1a_FP_139	78.0
TL1a_DTT_141	83.33333333333333
TL1a_DTT_210	58.61538461538461
TL1a_DTT_241	111.5
TL1a_DTT_243	62.0
TL1a_DTT_205	58.0
TL1a_DTT_206	60.25
TL1a_DTT_64	74.0
TL1a_DTT_62	51.5
TL1a_DTT_65	63.0
TL1a_DTT_242	61.25
TL1a_DTT_73	65.5
TL1a_DTT_63	50.0
TL1a_DTT_207	87.25
TL1a_DTT_75	58.5
TL1a_DTT_246	152.0
TL1a_DTT_97	65.5
TL1a_FP_169	89.625
TL1a_DTT_66	59.666666666666664
TL1a_FP_61	64.66666666666667
TL1a_FP_241	46.0
TL1a_DTT_140	68.5
TL1a_DTT_99	101.9090909090909
TL1a_DTT_77	56.42857142857143
TL1a_DTT_98	71.2
TL1a_FP_97	65.33333333333333
TL1a_DTT_170	182.0
TL1a_DTT_208	113.54545454545455
TL1A_DTT_642	174.66666666666666
TL1A_FP_641	121.83333333333333
TL1A_FP_689	99.6875
TL1A_FP_638	64.0
TL1A_FP_640	100.55555555555556
TL1A_FP_685	50.857142857142854
TL1A_FP_686	56.666666666666664
TL1A_DTT_640	173.5
TL1A_FP_639	49.5
TL1A_FP_687	55.25
TL1A_DTT_638	54.142857142857146
TL1A_FP_637	53.2
TL1A_FP_688	136.65
TL1A_DTT_641	160.66666666666666
TL1A_DTT_639	62.0
TL1A_DTT_687	47.0
TL1A_DTT_689	114.05263157894737
